CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,UDC,PAN_UDC_MC,PAN_UDC,PAN_MC,UDC_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,407,2,360,246,33,10,2,2,3,108,4,2,3,0,0,0,3,2,0,0,3,0,0,0,104,0,68,7,,,,,,,960,0,29,989,1409
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,408,2,282,182,16,7,5,2,1,94,7,0,0,1,2,0,3,1,1,0,2,2,0,0,67,0,60,1,,,,,,,736,0,10,746,1161
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,409,1,199,58,6,2,0,1,0,36,1,3,0,0,1,0,6,1,0,0,1,0,0,0,25,0,28,0,,,,,,,368,0,1,369,530
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,410,2,258,136,4,3,4,1,3,45,1,0,1,2,0,0,4,0,0,0,0,0,0,0,40,0,20,2,,,,,,,524,0,16,540,792
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,411,2,206,135,16,4,6,1,10,67,1,3,1,1,1,1,1,5,1,0,0,0,0,0,51,0,35,4,,,,,,,550,0,10,560,829
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,412,2,435,197,43,12,7,2,7,124,3,2,1,0,0,2,2,1,0,0,0,2,0,1,115,0,53,1,,,,,,,1010,0,14,1024,1493
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,413,2,371,197,42,12,5,3,16,100,2,0,2,0,1,0,1,7,1,0,0,1,0,0,75,0,43,6,,,,,,,885,0,12,897,1342
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,414,3,346,297,103,23,5,7,11,101,5,0,5,1,0,0,1,0,0,0,2,2,0,0,87,0,16,4,,,,,,,1016,2,20,1038,1656
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,415,2,345,238,86,17,10,4,5,104,2,2,6,1,0,0,0,1,0,0,0,0,0,1,121,0,42,4,,,,,,,989,0,22,1011,1489
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,416,2,424,160,118,7,1,3,2,85,1,1,1,1,1,0,2,1,1,0,2,0,0,3,94,0,34,10,,,,,,,952,0,16,968,1419
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,417,2,174,147,23,13,7,2,2,60,0,0,0,0,0,0,1,0,0,0,2,0,1,0,39,0,18,1,,,,,,,490,1,16,507,805
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,418,1,106,109,5,2,1,3,1,42,2,0,1,0,1,0,0,1,0,0,0,2,0,0,35,0,19,0,,,,,,,330,0,13,343,547
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,419,2,348,160,45,15,7,6,5,92,2,5,2,0,1,1,1,2,0,0,1,2,0,0,101,0,68,3,,,,,,,867,0,20,887,1331
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,420,2,273,223,19,8,0,4,2,71,1,2,3,0,0,0,0,1,0,0,0,0,0,0,68,0,37,5,,,,,,,717,0,14,731,1039
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,421,2,191,177,35,4,5,2,2,87,7,1,0,0,0,0,2,1,0,0,4,0,0,0,50,0,14,2,,,,,,,584,0,22,606,985
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,422,3,397,298,41,11,5,7,6,106,3,0,5,0,1,0,0,4,1,1,1,2,0,4,77,0,16,21,,,,,,,1007,0,23,1030,1508
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,423,1,27,62,32,4,2,1,0,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,18,2,,,,,,,196,0,11,207,311
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,424,2,236,245,74,15,4,7,1,123,1,2,1,1,0,0,0,0,0,0,0,1,0,0,55,0,29,4,,,,,,,799,0,34,833,1364
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,425,2,236,197,22,5,6,7,3,45,0,4,2,1,1,0,1,0,1,0,1,0,0,0,55,0,54,3,,,,,,,644,0,11,655,940
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,426,2,218,192,26,10,1,3,0,85,2,3,2,1,1,0,0,3,1,0,1,0,0,4,69,0,39,5,,,,,,,666,0,11,677,1226
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,427,2,220,156,15,6,11,6,3,91,1,2,0,1,0,0,4,2,1,0,0,1,1,1,55,0,25,1,,,,,,,603,0,16,619,1023
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,428,2,308,196,22,8,11,0,3,64,1,1,1,0,1,0,0,1,0,0,1,0,0,0,57,0,52,1,,,,,,,728,0,16,744,1065
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,429,2,287,157,17,4,3,4,1,66,1,5,2,0,0,1,5,1,0,0,1,1,0,0,57,0,51,1,,,,,,,665,0,13,678,1057
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,430,3,330,237,32,14,4,4,6,88,8,2,1,60,1,0,1,0,1,0,3,2,0,8,131,0,59,15,,,,,,,1007,0,20,1027,1618
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,431,10,1114,1169,192,35,14,28,18,413,13,6,9,1,3,0,6,1,3,0,8,4,0,3,368,0,162,24,,,,,,,3594,0,70,3664,6798
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,432,2,254,162,35,5,7,0,0,111,5,1,1,0,0,0,0,1,0,0,1,0,0,1,55,0,30,2,,,,,,,671,0,12,683,1191
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,433,3,400,310,71,13,7,3,8,147,3,0,0,0,0,0,1,1,0,0,1,0,0,0,122,0,67,3,,,,,,,1157,0,35,1192,1943
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,434,2,316,222,28,8,8,3,5,62,1,2,3,1,2,0,3,1,2,0,3,0,0,0,67,0,50,0,,,,,,,787,0,20,807,1070
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,435,1,103,114,22,3,6,5,2,37,2,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,21,1,,,,,,,350,0,13,363,750
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,436,6,1100,538,106,27,12,18,15,326,7,10,5,0,1,3,2,2,4,0,3,2,1,1,309,0,145,6,,,,,,,2643,0,44,2687,4111
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,437,3,464,278,31,7,6,6,8,140,6,3,2,0,0,0,4,1,2,0,2,2,0,1,130,0,44,1,,,,,,,1138,0,32,1170,1739
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,438,4,464,413,53,25,9,9,12,210,2,7,3,3,2,0,2,4,0,0,2,4,0,0,175,0,61,7,,,,,,,1467,0,24,1491,2391
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,439,2,385,158,21,11,3,2,4,68,1,2,2,0,2,1,2,1,0,0,0,0,0,1,83,0,37,1,,,,,,,785,0,21,806,1204
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,440,2,201,194,23,8,3,1,2,37,1,0,0,0,1,0,0,1,0,1,1,0,0,0,33,0,10,1,,,,,,,518,0,15,533,803
,5,COAHUILA,6,FRONTERA,18,MONCLOVA,441,2,349,148,12,4,4,2,3,53,0,1,1,0,1,0,2,0,1,0,0,0,0,0,58,0,33,0,,,,,,,672,0,8,680,992
,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,442,1,90,110,0,3,5,2,1,32,0,1,0,0,0,0,0,2,1,0,0,0,0,0,6,0,6,2,,,,,,,261,0,9,270,369
,5,COAHUILA,1,ACUÑA,19,MORELOS,444,2,269,434,10,60,2,8,7,34,9,10,2,0,4,0,4,6,2,1,3,4,0,2,,,,,,,,,,,871,0,28,899,1380
,5,COAHUILA,1,ACUÑA,19,MORELOS,445,2,202,394,5,37,2,3,12,29,5,3,5,0,1,0,5,0,1,0,2,1,0,0,,,,,,,,,,,707,0,17,724,1056
,5,COAHUILA,1,ACUÑA,19,MORELOS,446,2,264,389,5,36,3,15,17,26,2,8,3,0,1,0,6,2,6,0,4,3,0,1,,,,,,,,,,,791,0,25,816,1216
,5,COAHUILA,1,ACUÑA,19,MORELOS,447,2,188,335,8,25,1,5,5,29,4,7,0,1,0,0,3,2,2,0,0,1,0,0,,,,,,,,,,,616,0,16,632,939
,5,COAHUILA,1,ACUÑA,19,MORELOS,448,2,200,451,22,33,0,3,10,28,3,12,3,1,0,0,3,2,3,0,4,6,0,0,,,,,,,,,,,784,1,23,808,1163
,5,COAHUILA,1,ACUÑA,19,MORELOS,449,2,180,386,4,15,2,1,1,10,0,2,0,2,1,0,3,3,0,0,0,1,0,0,,,,,,,,,,,611,0,18,629,898
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,450,3,146,380,17,17,16,53,8,61,7,294,8,7,1,15,2,3,0,0,0,0,0,0,,,,,23,,,,,,1058,0,42,1100,2185
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,451,3,128,286,11,19,7,56,7,64,4,263,9,6,0,9,3,1,0,0,0,1,0,0,,,,,40,,,,,,914,0,38,952,1785
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,452,2,78,291,8,22,4,25,7,38,4,183,14,6,0,0,0,1,0,1,0,0,0,2,,,,,6,,,,,,690,0,25,715,1324
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,453,2,75,256,8,14,12,31,10,51,3,169,2,6,1,8,1,4,2,0,0,0,1,0,,,,,14,,,,,,668,1,20,689,1402
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,454,2,100,296,14,7,10,35,7,35,3,187,6,1,2,6,3,2,0,0,2,0,0,0,,,,,24,,,,,,740,0,30,770,1479
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,455,2,61,305,9,18,4,29,13,55,3,155,0,1,0,4,0,2,2,0,1,0,0,0,,,,,22,,,,,,684,1,13,698,1276
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,456,2,84,239,5,22,4,39,7,53,5,194,5,5,0,9,2,0,1,2,1,0,0,1,,,,,15,,,,,,693,0,23,716,1358
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,457,2,75,291,3,10,7,24,7,49,2,159,6,3,1,5,1,1,1,0,1,0,0,1,,,,,20,,,,,,667,0,22,689,1268
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,458,4,146,527,11,28,17,63,14,87,4,464,10,7,1,14,6,2,4,0,1,0,0,1,,,,,30,,,,,,1437,3,41,1481,2624
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,459,2,72,272,4,15,6,17,5,57,2,94,3,3,3,0,1,0,1,0,1,1,0,1,,,,,21,,,,,,579,1,19,599,1080
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,460,3,102,330,21,16,13,50,12,71,5,311,4,3,0,10,1,2,2,0,1,0,0,1,,,,,19,,,,,,974,0,24,998,1778
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,461,2,103,349,2,14,5,24,10,62,4,203,3,2,0,7,7,8,2,0,1,2,0,0,,,,,10,,,,,,818,0,35,853,1457
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,462,2,78,262,5,8,8,10,14,52,1,102,4,5,1,2,2,5,1,2,2,0,0,0,,,,,29,,,,,,593,0,15,608,978
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,463,2,86,328,12,17,6,34,30,76,2,168,4,6,0,0,6,2,2,0,1,0,0,1,,,,,37,,,,,,818,0,23,841,1402
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,464,2,59,275,7,15,9,17,12,50,3,90,6,1,0,0,3,3,0,0,0,0,0,0,,,,,17,,,,,,567,0,9,576,1010
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,465,1,37,145,4,8,2,12,3,25,4,53,3,1,0,0,2,0,1,0,0,0,0,0,,,,,8,,,,,,308,0,5,313,515
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,466,1,31,205,1,2,4,5,8,26,1,34,3,1,1,1,0,0,1,1,1,0,0,0,,,,,8,,,,,,334,0,4,338,529
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,467,2,57,277,6,16,3,24,3,40,5,130,8,4,0,4,3,3,1,0,0,0,0,0,,,,,44,,,,,,628,0,21,649,1136
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,468,2,84,264,10,6,5,24,11,42,2,161,5,6,2,3,2,1,3,0,0,0,0,0,,,,,35,,,,,,666,0,25,691,1291
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,469,3,87,453,4,24,4,24,16,56,5,220,7,4,3,8,4,5,4,0,1,0,0,0,,,,,37,,,,,,966,0,30,996,1610
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,470,3,149,353,11,13,7,51,5,47,3,298,10,9,3,6,3,1,1,0,2,0,0,1,,,,,22,,,,,,995,0,28,1023,1766
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,473,2,30,77,1,6,5,8,2,17,0,25,0,0,0,0,0,1,0,0,0,0,0,0,,,,,2,,,,,,174,0,13,187,757
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,474,1,32,124,6,11,4,24,3,34,1,95,1,2,0,4,0,2,0,0,0,0,0,0,,,,,8,,,,,,351,0,13,364,562
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,475,2,94,308,51,20,7,58,9,128,4,238,1,2,0,5,2,2,1,0,2,0,0,1,,,,,13,,,,,,946,0,27,973,1457
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,476,2,69,221,9,8,6,47,6,94,1,160,3,2,1,3,3,4,1,0,1,1,0,1,,,,,15,,,,,,656,0,16,672,981
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,477,2,54,215,15,11,9,33,9,51,3,150,3,3,0,5,2,1,0,0,2,2,0,1,,,,,28,,,,,,597,0,17,614,947
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,478,2,81,276,25,15,8,32,14,98,4,127,0,2,0,3,1,1,0,2,1,0,0,1,,,,,16,,,,,,707,0,17,724,1111
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,479,2,99,263,40,16,9,37,5,87,7,131,2,3,2,3,3,1,3,0,0,1,0,2,,,,,12,,,,,,726,0,12,738,1207
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,480,2,71,241,15,7,6,39,6,62,2,140,7,0,0,1,1,1,0,0,3,0,0,0,,,,,7,,,,,,609,0,23,632,1006
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,481,2,92,288,17,14,5,38,10,88,2,204,3,4,0,3,2,2,1,0,0,2,0,1,,,,,11,,,,,,787,0,18,805,1275
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,482,2,68,213,14,9,4,25,6,63,3,146,1,5,2,0,2,1,0,0,0,1,0,0,,,,,15,,,,,,578,0,15,593,951
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,483,2,78,229,9,12,8,38,8,65,6,196,6,2,0,3,0,2,0,0,3,0,0,0,,,,,13,,,,,,678,0,17,695,1154
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,484,2,59,166,13,12,5,30,7,58,1,133,1,1,0,2,0,0,0,0,2,1,0,1,,,,,4,,,,,,496,0,13,509,792
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,485,2,64,137,7,20,5,29,3,46,0,130,1,1,0,5,0,1,0,0,1,0,0,0,,,,,12,,,,,,462,0,18,480,754
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,486,2,85,223,23,16,2,23,4,57,6,143,1,3,0,1,0,2,0,0,1,2,0,0,,,,,14,,,,,,606,0,23,629,955
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,487,1,33,145,2,5,2,9,4,12,0,102,10,0,0,0,4,0,0,0,0,0,0,0,,,,,1,,,,,,329,0,3,332,478
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,488,1,36,120,1,5,1,14,1,34,3,78,1,1,0,0,1,1,1,0,0,0,0,0,,,,,2,,,,,,300,0,6,306,507
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,489,2,37,279,4,13,8,30,5,88,2,128,4,2,1,1,0,2,2,0,0,2,0,2,,,,,1,,,,,,611,0,16,627,1037
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,490,2,52,227,8,14,10,32,2,43,3,194,1,3,0,0,0,4,0,0,1,2,0,0,,,,,4,,,,,,600,0,19,619,969
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,491,1,11,76,3,4,2,5,2,15,0,50,0,1,0,4,3,1,0,0,0,0,0,0,,,,,2,,,,,,179,0,10,189,236
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,492,2,105,443,7,18,11,38,5,93,4,228,1,3,0,1,1,0,3,0,1,1,0,0,,,,,8,,,,,,971,0,15,986,1460
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,493,2,96,298,7,20,10,18,3,162,9,96,1,5,2,2,0,2,0,0,0,0,0,1,,,,,6,,,,,,738,0,16,754,1230
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,494,1,36,147,2,4,2,9,3,39,1,31,0,0,0,1,3,0,0,0,0,0,0,0,,,,,2,,,,,,280,0,3,283,441
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,495,2,74,237,4,13,6,17,7,101,7,67,1,4,0,2,1,2,0,0,1,1,0,0,,,,,6,,,,,,551,0,9,560,921
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,496,1,52,134,2,9,3,9,2,67,1,53,0,1,0,2,1,3,0,0,1,1,0,0,,,,,3,,,,,,344,0,7,351,543
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,497,1,41,175,9,16,2,5,3,68,1,47,0,0,0,4,2,5,2,0,1,1,0,0,,,,,1,,,,,,383,0,14,397,640
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,498,1,29,113,4,10,4,12,1,81,3,31,0,1,0,0,0,1,0,0,1,2,0,0,,,,,2,,,,,,295,0,22,317,514
,5,COAHUILA,3,SABINAS,20,MUZQUIZ,499,2,54,253,7,18,9,17,4,92,3,49,2,4,0,1,1,3,2,0,0,0,0,0,,,,,10,,,,,,529,0,8,537,880
,5,COAHUILA,4,SAN PEDRO,21,NADADORES,500,2,173,239,,15,0,6,5,198,2,1,0,0,1,2,2,3,0,0,1,1,0,2,,,,,,,,,,,651,0,10,661,871
,5,COAHUILA,4,SAN PEDRO,21,NADADORES,501,2,268,338,,13,1,14,4,200,3,5,2,1,2,1,3,3,1,0,5,2,0,0,,,,,,,,,,,866,0,10,876,1221
,5,COAHUILA,4,SAN PEDRO,21,NADADORES,502,2,177,206,,14,1,8,7,164,2,1,3,0,0,0,4,2,0,0,1,4,0,0,,,,,,,,,,,594,0,7,601,828
,5,COAHUILA,4,SAN PEDRO,21,NADADORES,503,2,111,187,,23,0,9,4,248,2,6,0,0,0,0,1,2,0,0,1,1,0,1,,,,,,,,,,,596,0,8,604,803
,5,COAHUILA,4,SAN PEDRO,21,NADADORES,504,1,57,47,,0,0,0,0,82,0,0,0,0,0,4,0,0,0,10,0,8,1,0,,,,,,,,,,,209,0,6,215,315
,5,COAHUILA,4,SAN PEDRO,21,NADADORES,505,1,250,215,,2,0,3,3,75,0,0,1,2,1,0,2,1,2,0,1,1,0,0,,,,,,,,,,,559,0,16,575,723
,5,COAHUILA,4,SAN PEDRO,21,NADADORES,506,1,44,31,,3,0,0,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,89,0,0,89,124
,5,COAHUILA,4,SAN PEDRO,21,NADADORES,507,1,31,24,,2,1,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,99,0,2,101,123
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,508,3,436,464,,6,25,19,13,101,6,28,5,4,2,3,4,7,1,0,2,0,0,0,,,,,,15,,,,,1141,0,33,1174,1836
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,509,2,225,231,,8,8,7,1,45,9,14,1,1,0,0,3,1,0,0,0,0,0,0,,,,,,15,,,,,569,0,10,579,845
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,510,2,367,380,,3,16,7,6,70,3,27,2,2,0,0,4,5,2,0,1,0,0,1,,,,,,36,,,,,932,1,13,946,1491
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,511,3,497,430,,9,27,9,12,82,2,25,2,4,1,1,5,6,3,1,2,1,0,1,,,,,,34,,,,,1154,0,38,1192,1859
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,512,4,499,540,,10,67,13,20,121,9,26,8,4,1,1,15,17,2,1,4,1,0,1,,,,,,34,,,,,1394,0,35,1429,2347
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,513,2,315,298,,1,18,3,7,41,3,11,2,3,1,3,4,0,2,0,0,1,0,2,,,,,,25,,,,,740,0,21,761,1195
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,514,3,214,247,,1,8,2,5,20,1,13,2,2,1,0,4,5,3,0,0,0,0,0,,,,,,22,,,,,550,0,15,565,830
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,515,3,370,441,,11,24,11,13,74,7,21,4,3,3,2,3,5,3,0,1,2,1,3,,,,,,40,,,,,1042,0,28,1070,1702
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,516,4,452,582,,15,34,8,11,76,4,24,3,2,1,0,4,14,1,0,1,1,0,1,,,,,,25,,,,,1259,9,27,1295,2297
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,517,2,237,271,,3,14,1,4,27,4,7,8,1,1,0,6,7,0,0,0,0,0,0,,,,,,19,,,,,610,0,17,627,950
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,518,3,564,516,,9,13,14,20,93,9,19,14,3,2,2,5,10,3,0,1,0,0,0,,,,,,24,,,,,1321,0,26,1347,2126
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,519,2,125,186,,20,14,8,9,144,4,5,0,0,0,0,4,1,0,0,3,2,0,1,,,,,,14,,,,,540,1,13,554,1021
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,520,1,43,114,,6,8,20,1,61,3,3,0,0,0,0,0,1,0,0,1,3,0,2,,,,,,17,,,,,283,0,3,286,534
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,521,1,35,87,,2,5,1,2,42,1,2,0,0,0,0,2,0,0,0,1,1,0,1,,,,,,3,,,,,185,1,5,191,331
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,522,3,249,352,,20,15,20,10,136,5,7,1,0,1,0,1,2,2,0,4,1,0,4,,,,,,14,,,,,844,0,30,874,1952
,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,523,1,55,76,,0,4,10,3,23,0,4,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,,,183,0,11,194,321
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,526,3,36,396,,14,1,5,7,548,6,0,0,0,0,0,2,2,0,0,9,0,0,3,,,,,,,,,,,1029,0,17,1046,1584
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,527,2,26,296,,11,1,15,6,364,4,1,0,0,1,0,3,3,1,0,1,0,0,2,,,,,,,,,,,735,0,11,746,1181
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,528,1,11,46,,11,0,7,3,69,2,1,0,0,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,153,0,2,155,311
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,529,2,0,60,,5,0,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,168,0,0,168,240
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,530,1,3,97,,0,0,1,0,53,0,0,0,0,0,0,0,0,1,0,1,2,0,0,,,,,,,,,,,158,0,4,162,283
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,531,1,7,26,,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,70,0,2,72,125
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,532,2,51,442,,11,6,15,2,255,4,3,3,0,1,0,4,4,2,0,10,1,0,1,,,,,,,,,,,815,0,15,830,1218
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,534,1,16,62,,5,1,2,2,20,2,0,0,0,2,0,1,0,0,0,1,1,0,1,,,,,,,,,,,116,0,5,121,236
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,535,1,4,38,,1,1,4,2,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,111,0,10,121,199
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,536,1,0,83,,4,0,0,1,42,1,0,0,0,0,0,0,2,0,0,5,0,0,0,,,,,,,,,,,138,0,9,147,247
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,537,1,4,33,,1,0,1,0,86,2,0,0,0,1,0,1,0,0,0,0,0,0,3,,,,,,,,,,,132,0,7,139,191
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,539,2,25,221,,5,0,2,0,111,1,0,2,0,2,0,1,1,0,0,1,0,0,0,,,,,,,,,,,372,0,5,377,562
,5,COAHUILA,4,SAN PEDRO,23,OCAMPO,540,2,44,386,,9,6,6,3,165,3,1,1,0,1,0,13,3,0,0,4,0,0,1,,,,,,,,,,,646,0,7,653,960
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,542,5,55,327,142,181,316,14,53,630,42,10,10,0,0,1,22,13,6,3,10,15,2,10,,,,,,,,,,,1862,1,44,1907,3167
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,543,5,55,269,106,150,176,8,70,558,41,4,1,1,0,0,15,10,2,2,15,7,2,5,,,,,,,,,,,1497,2,21,1520,2288
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,544,2,23,169,47,72,116,2,21,245,25,4,0,0,0,0,7,4,2,3,10,3,1,0,,,,,,,,,,,754,0,16,770,1211
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,545,3,41,198,49,107,162,8,23,342,26,5,0,0,0,0,11,5,5,1,18,8,2,5,,,,,,,,,,,1016,0,39,1055,1821
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,546,2,28,157,37,47,69,5,26,152,27,5,1,0,1,0,8,3,4,0,3,6,1,4,,,,,,,,,,,584,0,17,601,962
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,547,2,20,151,41,61,74,6,17,207,12,4,0,0,1,2,6,6,0,1,10,5,1,9,,,,,,,,,,,634,0,10,644,1000
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,548,3,39,166,85,104,138,4,19,250,16,7,0,0,1,0,7,9,2,0,15,5,3,4,,,,,,,,,,,874,0,29,903,1667
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,549,3,38,223,79,143,134,12,27,360,32,3,1,0,0,0,7,17,1,2,11,5,0,4,,,,,,,,,,,1099,0,33,1132,1885
,5,COAHUILA,12,RAMOS ARIZPE,24,PARRAS,550,2,16,154,45,92,111,5,26,285,20,1,1,0,0,0,12,2,0,2,12,3,0,3,,,,,,,,,,,790,0,14,804,1225
