Sección,Casilla,Dtto,Cabecera,NMpio,Municipio,PAN,PRI,PRD,PT,PVEM,PCP,No Registrados,Nulos,Total
496,Básica,12,,59,CHILA,6,134,241,0,0,0,0,2,383
496,Contigua,12,,59,CHILA,3,153,233,0,0,0,0,6,395
497,Básica,12,,59,CHILA,15,240,236,0,0,0,0,0,491
498,Básica,12,,59,CHILA,3,286,100,0,0,0,0,12,401
499,Básica,12,,59,CHILA,0,107,32,0,0,0,0,2,141
512,Básica,12,,60,CHINANTLA,0,140,0,0,0,0,0,19,159
512,Contigua,12,,60,CHINANTLA,0,0,0,0,0,0,0,0,0
513,Básica,12,,60,CHINANTLA,0,0,0,0,0,0,0,0,0
514,Básica,12,,60,CHINANTLA,0,123,0,0,0,0,0,1,124
551,Básica,12,,61,GUADALUPE,4,230,174,3,0,0,0,25,436
551,Contigua,12,,61,GUADALUPE,8,210,156,3,0,0,0,41,418
552,Básica,12,,61,GUADALUPE,0,131,85,0,0,0,0,0,216
552,Extraordinaria,12,,61,GUADALUPE,0,191,136,0,0,0,0,27,354
553,Básica,12,,61,GUADALUPE,0,0,0,0,0,0,0,0,0
553,Contigua,12,,61,GUADALUPE,0,204,106,0,0,2,0,11,323
554,Básica,12,,61,GUADALUPE,0,193,69,0,0,0,0,0,262
554,Extraordinaria,12,,61,GUADALUPE,2,154,135,0,0,0,0,9,300
922,Básica,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
922,Contigua,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
923,Básica,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
924,Básica,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
925,Básica,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
925,Extraordinaria,12,,62,PETLALCINGO,0,74,8,0,0,0,0,0,82
926,Básica,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
926,Extraordinaria,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
927,Básica,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
927,Extraordinaria,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
927,Extraordinaria2,12,,62,PETLALCINGO,0,0,0,0,0,0,0,0,0
928,Básica,12,,63,PIAXTLA,0,0,0,0,0,0,0,0,0
928,Contigua,12,,63,PIAXTLA,0,234,133,4,0,0,0,13,384
929,Básica,12,,63,PIAXTLA,0,117,77,5,0,0,0,7,206
930,Básica,12,,63,PIAXTLA,0,79,2,0,0,0,0,0,81
931,Básica,12,,63,PIAXTLA,0,73,73,6,0,0,0,0,152
932,Básica,12,,63,PIAXTLA,0,159,104,6,0,0,0,19,288
932,Extraordinaria,12,,63,PIAXTLA,0,86,73,4,0,0,0,8,171
1698,Básica,12,,64,SAN JERONIMO XAYACATLAN,7,206,127,0,0,0,0,99,439
1699,Básica,12,,64,SAN JERONIMO XAYACATLAN,14,244,91,0,0,0,0,59,408
1700,Básica,12,,64,SAN JERONIMO XAYACATLAN,3,246,41,0,0,0,0,13,303
1701,Básica,12,,64,SAN JERONIMO XAYACATLAN,10,393,19,0,0,0,0,20,442
1784,Básica,12,,65,SAN MIGUEL IXITLAN,0,0,0,0,0,0,0,0,0
1798,Básica,12,,66,SAN PABLO ANICANO,0,194,196,0,0,0,0,5,395
1798,Contigua,12,,66,SAN PABLO ANICANO,0,181,218,0,0,0,0,3,402
1798,Contigua2,12,,66,SAN PABLO ANICANO,0,162,224,0,0,0,0,5,391
1799,Básica,12,,66,SAN PABLO ANICANO,0,238,142,0,0,0,0,0,380
1846,Básica,12,,67,SAN PEDRO YELOIXTLAHUACA,73,191,0,0,0,0,0,13,277
1846,Contigua,12,,67,SAN PEDRO YELOIXTLAHUACA,59,192,0,1,0,0,0,2,254
1847,Básica,12,,67,SAN PEDRO YELOIXTLAHUACA,26,331,0,10,0,0,0,0,367
1847,Extraordinaria,12,,67,SAN PEDRO YELOIXTLAHUACA,14,230,0,1,0,0,0,2,247
1929,Básica,12,,68,TECOMATLAN,0,307,20,0,0,0,0,3,330
1929,Contigua,12,,68,TECOMATLAN,0,307,33,0,0,0,0,13,353
1930,Básica,12,,68,TECOMATLAN,0,584,28,0,0,0,0,7,619
1931,Básica,12,,68,TECOMATLAN,0,111,8,0,0,0,0,3,122
1931,Extraordinaria,12,,68,TECOMATLAN,0,181,19,0,0,0,0,7,207
1932,Básica,12,,68,TECOMATLAN,0,143,0,0,0,0,0,0,143
1933,Básica,12,,68,TECOMATLAN,0,273,4,0,0,0,0,148,425
1933,Contigua,12,,68,TECOMATLAN,0,146,1,0,0,0,0,1,148
1933,Extraordinaria,12,,68,TECOMATLAN,0,35,51,1,0,0,0,0,87
1933,Extraordinaria2,12,,68,TECOMATLAN,0,53,43,0,0,0,0,2,98
2017,Básica,12,,69,TEHUITZINGO,103,204,68,0,0,0,0,5,380
2017,Contigua,12,,69,TEHUITZINGO,87,233,86,0,0,0,0,0,406
2018,Básica,12,,69,TEHUITZINGO,84,214,72,0,0,0,0,21,391
2018,Contigua,12,,69,TEHUITZINGO,95,189,92,0,0,0,0,0,376
2019,Básica,12,,69,TEHUITZINGO,93,179,84,0,0,0,0,28,384
2019,Contigua,12,,69,TEHUITZINGO,113,137,89,0,0,0,0,0,339
2020,Básica,12,,69,TEHUITZINGO,20,136,26,0,0,0,0,3,185
2020,Extraordinaria,12,,69,TEHUITZINGO,77,124,18,0,0,0,0,0,219
2021,Básica,12,,69,TEHUITZINGO,32,237,17,0,0,0,0,0,286
2021,Extraordinaria,12,,69,TEHUITZINGO,2,105,1,0,0,0,0,0,108
2022,Básica,12,,69,TEHUITZINGO,55,63,6,0,0,0,0,3,127
2022,Extraordinaria,12,,69,TEHUITZINGO,38,248,228,0,0,0,0,0,514
2022,Extraordinaria2,12,,69,TEHUITZINGO,15,75,25,0,0,0,0,0,115
2023,Básica,12,,69,TEHUITZINGO,28,238,40,0,0,0,0,0,306
2023,Extraordinaria,12,,69,TEHUITZINGO,43,116,41,0,0,0,0,2,202
2024,Básica,12,,69,TEHUITZINGO,23,122,32,0,0,0,0,0,177
2317,Básica,12,,70,TOTOLTEPEC DE GUERRERO,0,349,0,0,0,0,0,25,374
2318,Básica,12,,70,TOTOLTEPEC DE GUERRERO,0,99,0,0,0,0,0,0,99
2360,Básica,12,,71,XAYACATLAN DE BRAVO,0,0,0,0,0,0,0,0,0
2361,Básica,12,,71,XAYACATLAN DE BRAVO,0,0,0,0,0,0,0,0,0
148,Básica,13,,73,ATEXCAL,44,246,16,0,0,0,0,7,313
149,Básica,13,,73,ATEXCAL,32,82,0,1,0,1,0,4,120
150,Básica,13,,73,ATEXCAL,56,38,3,0,0,0,0,8,105
151,Básica,13,,73,ATEXCAL,28,135,6,0,0,0,0,5,174
152,Básica,13,,73,ATEXCAL,31,177,5,0,0,0,0,11,224
153,Básica,13,,73,ATEXCAL,3,138,2,0,0,0,0,0,143
222,Básica,13,,74,ATOYATEMPAN,35,170,157,12,0,0,0,0,374
222,Contigua,13,,74,ATOYATEMPAN,30,193,131,11,0,0,0,17,382
223,Básica,13,,74,ATOYATEMPAN,20,166,122,107,0,0,0,15,430
223,Contigua,13,,74,ATOYATEMPAN,15,157,152,17,0,0,0,8,349
223,Contigua2,13,,74,ATOYATEMPAN,29,182,127,6,0,0,0,0,344
314,Básica,13,,75,COYOTEPEC,0,147,52,0,0,0,0,0,199
314,Contigua,13,,75,COYOTEPEC,0,179,46,0,0,0,0,0,225
315,Básica,13,,75,COYOTEPEC,0,101,62,0,0,0,0,0,163
316,Básica,13,,75,COYOTEPEC,0,112,156,0,0,0,0,0,268
340,Básica,13,,76,CUAYUCA DE ANDRADE,0,271,0,0,0,0,0,62,333
340,Contigua,13,,76,CUAYUCA DE ANDRADE,0,226,0,0,0,0,0,101,327
341,Básica,13,,76,CUAYUCA DE ANDRADE,0,76,0,0,0,0,0,5,81
341,Extraordinaria,13,,76,CUAYUCA DE ANDRADE,0,74,0,0,0,0,0,14,88
341,Extraordinaria2,13,,76,CUAYUCA DE ANDRADE,0,151,0,0,0,0,0,41,192
342,Básica,13,,76,CUAYUCA DE ANDRADE,0,135,0,0,0,0,0,39,174
343,Básica,13,,76,CUAYUCA DE ANDRADE,0,67,0,0,0,0,0,108,175
459,Básica,13,,77,CHIGMECATITLAN,0,0,0,0,0,0,0,0,0
460,Básica,13,,77,CHIGMECATITLAN,93,174,0,0,0,0,0,7,274
588,Básica,13,,78,HUATLATLAUCA,0,184,0,173,0,0,0,0,357
589,Básica,13,,78,HUATLATLAUCA,0,178,0,64,0,0,0,10,252
590,Básica,13,,78,HUATLATLAUCA,0,81,0,185,0,0,0,11,277
590,Contigua,13,,78,HUATLATLAUCA,0,98,0,179,0,0,0,15,292
591,Básica,13,,78,HUATLATLAUCA,0,197,0,206,0,0,0,17,420
592,Básica,13,,78,HUATLATLAUCA,0,132,0,215,0,0,0,0,347
592,Contigua,13,,78,HUATLATLAUCA,0,125,0,231,0,0,0,24,380
593,Básica,13,,78,HUATLATLAUCA,0,107,0,30,0,0,0,1,138
646,Básica,13,,79,HUEHUETLAN EL GRANDE,0,182,10,82,0,0,0,0,274
646,Contigua,13,,79,HUEHUETLAN EL GRANDE,0,188,9,81,0,0,0,12,290
647,Básica,13,,79,HUEHUETLAN EL GRANDE,0,95,12,166,0,0,0,16,289
647,Contigua,13,,79,HUEHUETLAN EL GRANDE,0,131,12,150,0,0,0,11,304
647,Extraordinaria,13,,79,HUEHUETLAN EL GRANDE,0,67,2,37,0,0,3,8,117
648,Básica,13,,79,HUEHUETLAN EL GRANDE,0,131,4,106,0,0,0,18,259
648,Contigua,13,,79,HUEHUETLAN EL GRANDE,0,112,5,115,0,0,0,12,244
649,Básica,13,,79,HUEHUETLAN EL GRANDE,0,86,16,116,0,0,0,18,236
650,Básica,13,,79,HUEHUETLAN EL GRANDE,0,123,4,54,0,0,0,4,185
701,Básica,13,,80,HUITZILTEPEC,0,36,184,97,0,0,13,0,330
701,Contigua,13,,80,HUITZILTEPEC,0,35,194,83,0,0,0,0,312
702,Básica,13,,80,HUITZILTEPEC,0,31,208,79,0,0,0,5,323
702,Extraordinaria,13,,80,HUITZILTEPEC,0,219,18,83,0,0,0,20,340
703,Básica,13,,80,HUITZILTEPEC,0,319,26,97,0,0,0,0,442
709,Básica,13,,81,IXCAQUIXTLA,168,227,0,0,0,0,0,11,406
709,Contigua,13,,81,IXCAQUIXTLA,124,268,0,0,0,0,0,10,402
709,Contigua2,13,,81,IXCAQUIXTLA,137,259,0,0,0,0,0,5,401
710,Básica,13,,81,IXCAQUIXTLA,240,235,0,0,0,0,0,22,497
710,Contigua,13,,81,IXCAQUIXTLA,251,203,0,0,0,0,0,17,471
711,Básica,13,,81,IXCAQUIXTLA,222,159,0,0,0,0,0,21,402
797,Básica,13,,82,JUAN N. MENDEZ,0,112,0,119,0,0,0,20,251
798,Básica,13,,82,JUAN N. MENDEZ,0,153,0,97,0,0,0,20,270
799,Básica,13,,82,JUAN N. MENDEZ,0,180,0,37,0,0,0,0,217
800,Básica,13,,82,JUAN N. MENDEZ,0,333,0,54,0,0,0,22,409
800,Extraordinaria,13,,82,JUAN N. MENDEZ,0,107,0,5,0,0,0,1,113
820,Básica,13,,83,MAGDALENA TLATLAUQUITEPEC,0,235,0,0,0,0,0,0,235
825,Básica,13,,84,MOLCAXAC,0,127,201,0,0,0,0,3,331
825,Contigua,13,,84,MOLCAXAC,0,166,187,0,0,0,0,0,353
826,Básica,13,,84,MOLCAXAC,0,132,188,0,0,0,0,4,324
826,Contigua,13,,84,MOLCAXAC,0,138,185,0,0,0,0,4,327
827,Básica,13,,84,MOLCAXAC,0,147,151,0,0,0,0,0,298
828,Básica,13,,84,MOLCAXAC,0,162,154,0,0,0,0,20,336
829,Básica,13,,84,MOLCAXAC,0,241,148,0,0,0,0,8,397
1719,Básica,13,,85,SAN JUAN ATZOMPA,8,187,0,120,0,0,0,5,320
1872,Básica,13,,86,SANTA CATARINA TLALTEMPAN,280,173,0,0,0,0,0,47,500
1873,Básica,13,,87,SANTA INES AHUATEMPAN,12,96,248,0,0,0,0,10,366
1873,Contigua,13,,87,SANTA INES AHUATEMPAN,11,115,210,0,0,0,0,16,352
1874,Básica,13,,87,SANTA INES AHUATEMPAN,2,164,202,0,0,0,0,0,368
1875,Básica,13,,87,SANTA INES AHUATEMPAN,1,195,119,0,0,0,0,15,330
1875,Contigua,13,,87,SANTA INES AHUATEMPAN,4,217,103,0,0,0,0,0,324
1876,Básica,13,,87,SANTA INES AHUATEMPAN,1,176,128,0,0,0,0,0,305
1876,Contigua,13,,87,SANTA INES AHUATEMPAN,3,160,157,0,0,0,0,0,320
2098,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,183,38,0,0,0,0,20,241
2098,Contigua,13,,72,TEPEXI DE RODRIGUEZ,0,169,36,0,0,0,0,12,217
2099,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,261,53,0,0,0,0,28,342
2099,Contigua,13,,72,TEPEXI DE RODRIGUEZ,0,302,44,0,0,0,0,28,374
2100,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,112,4,0,0,0,0,0,116
2101,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,189,7,0,0,0,0,10,206
2102,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,175,10,0,0,0,0,0,185
2102,Extraordinaria,13,,72,TEPEXI DE RODRIGUEZ,0,91,2,0,0,0,0,5,98
2103,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,202,38,0,0,0,0,30,270
2104,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,150,26,0,0,0,0,15,191
2104,Contigua,13,,72,TEPEXI DE RODRIGUEZ,0,137,23,0,0,0,0,14,174
2104,Extraordinaria,13,,72,TEPEXI DE RODRIGUEZ,0,117,7,0,0,0,0,0,124
2105,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,146,21,0,0,0,0,0,167
2105,Extraordinaria,13,,72,TEPEXI DE RODRIGUEZ,0,198,17,0,0,0,0,0,215
2106,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,228,4,0,0,0,0,25,257
2106,Contigua,13,,72,TEPEXI DE RODRIGUEZ,0,235,17,0,0,0,0,30,282
2107,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,95,21,0,0,0,0,9,125
2107,Contigua,13,,72,TEPEXI DE RODRIGUEZ,7,101,27,3,0,1,0,8,147
2108,Básica,13,,72,TEPEXI DE RODRIGUEZ,0,264,40,0,0,0,0,21,325
2108,Contigua,13,,72,TEPEXI DE RODRIGUEZ,0,239,61,0,0,0,0,0,300
2108,Extraordinaria,13,,72,TEPEXI DE RODRIGUEZ,0,93,1,0,0,1,0,0,95
2116,Básica,13,,88,TEPEYAHUALCO DE CUAUHTEMOC,0,260,117,119,0,0,0,12,508
2116,Contigua,13,,88,TEPEYAHUALCO DE CUAUHTEMOC,0,234,85,180,0,0,0,7,506
2429,Básica,13,,89,ZACAPALA,0,306,0,0,0,0,0,19,325
2430,Básica,13,,89,ZACAPALA,0,153,0,0,0,0,0,0,153
2431,Básica,13,,89,ZACAPALA,0,342,0,0,0,0,0,29,371
2432,Básica,13,,89,ZACAPALA,0,124,0,0,0,0,0,17,141
395,Básica,14,,92,CHAPULCO,313,248,0,0,0,0,0,10,571
395,Contigua,14,,92,CHAPULCO,362,210,0,0,1,0,0,0,573
396,Básica,14,,92,CHAPULCO,326,240,0,0,0,0,0,7,573
397,Básica,14,,92,CHAPULCO,88,108,3,0,0,1,0,0,200
842,Básica,14,,94,NICOLAS BRAVO,18,171,0,0,0,0,0,0,189
843,Básica,14,,94,NICOLAS BRAVO,18,267,0,0,0,0,0,0,285
843,Extraordinaria,14,,94,NICOLAS BRAVO,1,30,0,0,0,0,0,0,31
844,Básica,14,,94,NICOLAS BRAVO,77,309,0,0,0,0,0,33,419
844,Contigua,14,,94,NICOLAS BRAVO,71,313,0,0,0,0,0,20,404
845,Básica,14,,94,NICOLAS BRAVO,19,99,0,0,0,0,0,0,118
1882,Básica,14,,93,SANTIAGO MIAHUATLAN,244,178,7,0,0,0,0,6,435
1882,Contigua,14,,93,SANTIAGO MIAHUATLAN,245,162,4,0,0,0,0,4,415
1883,Básica,14,,93,SANTIAGO MIAHUATLAN,199,186,2,0,0,0,0,0,387
1883,Contigua,14,,93,SANTIAGO MIAHUATLAN,218,175,14,0,0,0,0,0,407
1884,Básica,14,,93,SANTIAGO MIAHUATLAN,135,273,8,0,0,0,0,8,424
1884,Contigua,14,,93,SANTIAGO MIAHUATLAN,162,233,4,0,0,0,0,6,405
1884,Contigua2,14,,93,SANTIAGO MIAHUATLAN,181,214,8,0,0,0,0,3,406
1885,Básica,14,,93,SANTIAGO MIAHUATLAN,196,238,10,0,0,0,0,0,444
1885,Contigua,14,,93,SANTIAGO MIAHUATLAN,197,270,5,0,0,0,0,8,480
1886,Básica,14,,93,SANTIAGO MIAHUATLAN,43,114,2,0,0,0,0,4,163
1887,Básica,14,,93,SANTIAGO MIAHUATLAN,90,142,7,0,0,0,0,0,239
1934,Básica,14,,90,TEHUACAN,140,165,34,3,0,2,0,14,358
1934,Contigua,14,,90,TEHUACAN,147,156,29,2,0,2,0,14,350
1934,Contigua2,14,,90,TEHUACAN,142,163,22,5,0,4,0,20,356
1934,Contigua3,14,,90,TEHUACAN,141,180,15,5,0,2,0,13,356
1935,Básica,14,,90,TEHUACAN,126,166,18,11,0,6,0,10,337
1935,Contigua,14,,90,TEHUACAN,134,172,25,9,0,6,0,6,352
1936,Básica,14,,90,TEHUACAN,121,150,19,1,0,3,0,19,313
1936,Contigua,14,,90,TEHUACAN,86,158,18,6,0,4,0,7,279
1936,Contigua2,14,,90,TEHUACAN,87,190,13,5,0,4,0,10,309
1937,Básica,14,,90,TEHUACAN,123,166,10,2,0,0,0,12,313
1937,Contigua,14,,90,TEHUACAN,97,164,15,4,0,2,0,8,290
1937,Contigua2,14,,90,TEHUACAN,87,194,12,4,0,0,0,10,307
1938,Básica,14,,90,TEHUACAN,152,150,28,4,0,1,0,0,335
1938,Contigua,14,,90,TEHUACAN,164,148,33,5,0,2,0,6,358
1938,Contigua2,14,,90,TEHUACAN,136,164,28,5,0,1,0,8,342
1939,Básica,14,,90,TEHUACAN,112,143,34,2,0,3,0,8,302
1940,Básica,14,,90,TEHUACAN,97,55,12,5,0,2,0,0,171
1941,Básica,14,,90,TEHUACAN,97,138,19,3,0,1,0,10,268
1941,Contigua,14,,90,TEHUACAN,104,143,20,3,0,0,0,23,293
1942,Básica,14,,90,TEHUACAN,111,121,30,2,0,1,0,11,276
1942,Contigua,14,,90,TEHUACAN,104,146,21,3,0,2,0,0,276
1942,Contigua2,14,,90,TEHUACAN,85,147,31,3,0,0,0,6,272
1943,Básica,14,,90,TEHUACAN,168,144,31,10,0,1,0,5,359
1943,Contigua,14,,90,TEHUACAN,171,152,26,6,0,3,0,9,367
1944,Básica,14,,90,TEHUACAN,58,98,8,0,0,2,0,0,166
1944,Contigua,14,,90,TEHUACAN,65,89,11,0,0,0,0,4,169
1945,Básica,14,,90,TEHUACAN,132,160,23,10,0,6,0,15,346
1945,Contigua,14,,90,TEHUACAN,142,140,21,8,0,3,0,5,319
1946,Básica,14,,90,TEHUACAN,97,86,17,7,0,1,0,6,214
1946,Contigua,14,,90,TEHUACAN,102,100,25,6,0,0,0,6,239
1947,Básica,14,,90,TEHUACAN,88,117,12,0,0,2,0,0,219
1947,Contigua,14,,90,TEHUACAN,107,99,6,4,0,0,0,15,231
1948,Básica,14,,90,TEHUACAN,194,93,19,1,0,5,0,3,315
1948,Contigua,14,,90,TEHUACAN,166,115,30,2,0,2,0,6,321
1949,Básica,14,,90,TEHUACAN,130,100,27,8,0,0,0,6,271
1949,Contigua,14,,90,TEHUACAN,163,102,18,1,0,1,0,9,294
1950,Básica,14,,90,TEHUACAN,115,90,13,9,0,1,0,0,228
1950,Contigua,14,,90,TEHUACAN,144,91,11,5,0,2,0,12,265
1951,Básica,14,,90,TEHUACAN,150,135,18,5,0,2,0,9,319
1951,Contigua,14,,90,TEHUACAN,152,133,16,8,0,1,0,11,321
1952,Básica,14,,90,TEHUACAN,122,126,19,3,0,2,0,4,276
1952,Contigua,14,,90,TEHUACAN,123,112,19,1,0,3,0,10,268
1952,Contigua2,14,,90,TEHUACAN,128,105,28,11,0,5,0,8,285
1952,Contigua3,14,,90,TEHUACAN,143,110,26,5,0,1,0,0,285
1952,Contigua4,14,,90,TEHUACAN,140,112,29,3,0,2,0,8,294
1953,Básica,14,,90,TEHUACAN,150,130,28,8,0,3,0,5,324
1953,Contigua,14,,90,TEHUACAN,177,147,31,5,0,5,0,3,368
1954,Básica,14,,90,TEHUACAN,155,106,13,3,0,1,0,5,283
1954,Contigua,14,,90,TEHUACAN,151,105,20,2,0,0,0,6,284
1955,Básica,14,,90,TEHUACAN,137,141,23,5,0,0,0,0,306
1955,Contigua,14,,90,TEHUACAN,168,110,28,5,0,4,0,3,318
1955,Contigua2,14,,90,TEHUACAN,143,139,22,5,0,0,0,17,326
1956,Básica,14,,90,TEHUACAN,206,110,22,5,0,0,0,0,343
1956,Contigua,14,,90,TEHUACAN,159,106,28,5,0,0,0,5,303
1957,Básica,14,,90,TEHUACAN,197,112,22,3,0,5,0,8,347
1957,Contigua,14,,90,TEHUACAN,178,134,25,8,0,3,0,9,357
1958,Básica,14,,90,TEHUACAN,213,92,18,4,0,2,0,0,329
1958,Contigua,14,,90,TEHUACAN,192,98,18,3,0,9,0,7,327
1959,Básica,14,,90,TEHUACAN,173,128,24,7,0,2,0,9,343
1959,Contigua,14,,90,TEHUACAN,197,140,20,2,0,2,0,9,370
1960,Básica,14,,90,TEHUACAN,167,95,18,4,0,2,0,9,295
1960,Contigua,14,,90,TEHUACAN,180,88,17,3,0,1,0,7,296
1961,Básica,14,,90,TEHUACAN,177,102,33,7,0,0,0,0,319
1961,Contigua,14,,90,TEHUACAN,172,121,28,1,0,5,0,19,346
1962,Básica,14,,90,TEHUACAN,167,146,37,2,0,4,0,12,368
1962,Contigua,14,,90,TEHUACAN,166,169,28,7,1,1,1,8,381
1963,Básica,14,,90,TEHUACAN,100,95,23,7,0,2,0,0,227
1963,Contigua,14,,90,TEHUACAN,243,0,72,6,1,3,0,0,325
1964,Básica,14,,90,TEHUACAN,115,73,13,5,0,1,0,0,207
1964,Contigua,14,,90,TEHUACAN,118,71,15,2,0,2,0,6,214
1965,Básica,14,,90,TEHUACAN,157,122,22,5,0,2,0,0,308
1966,Básica,14,,90,TEHUACAN,120,90,22,1,0,0,0,3,236
1966,Contigua,14,,90,TEHUACAN,97,96,16,6,0,2,0,5,222
1967,Básica,14,,90,TEHUACAN,258,149,20,8,0,0,0,4,439
1968,Básica,14,,90,TEHUACAN,155,113,15,5,0,0,0,7,295
1968,Contigua,14,,90,TEHUACAN,173,124,27,1,0,1,0,10,336
1969,Básica,14,,90,TEHUACAN,227,104,39,4,0,1,0,9,384
1970,Básica,14,,90,TEHUACAN,175,102,27,5,0,1,0,0,310
1970,Contigua,14,,90,TEHUACAN,171,111,19,8,0,2,0,9,320
1971,Básica,14,,90,TEHUACAN,195,115,24,3,0,0,0,0,337
1971,Contigua,14,,90,TEHUACAN,206,95,26,6,0,1,0,2,336
1971,Contigua2,14,,90,TEHUACAN,204,108,17,3,0,0,0,0,332
1972,Básica,14,,90,TEHUACAN,239,135,27,3,0,1,0,0,405
1972,Contigua,14,,90,TEHUACAN,230,99,27,5,0,2,0,7,370
1973,Básica,14,,90,TEHUACAN,215,86,22,3,0,3,0,4,333
1973,Contigua,14,,90,TEHUACAN,201,99,31,5,0,1,0,6,343
1974,Básica,14,,90,TEHUACAN,151,117,15,8,0,0,0,9,300
1975,Básica,14,,90,TEHUACAN,181,115,28,6,0,4,0,4,338
1976,Básica,14,,90,TEHUACAN,133,125,19,2,0,2,0,6,287
1976,Contigua,14,,90,TEHUACAN,143,111,16,4,0,1,0,0,275
1977,Básica,14,,90,TEHUACAN,162,110,21,4,0,4,0,0,301
1977,Contigua,14,,90,TEHUACAN,161,128,24,5,1,1,0,3,323
1978,Básica,14,,90,TEHUACAN,155,91,12,3,0,0,0,8,269
1978,Contigua,14,,90,TEHUACAN,124,107,12,6,0,1,0,5,255
1978,Contigua2,14,,90,TEHUACAN,171,96,14,4,0,1,0,5,291
1979,Básica,14,,90,TEHUACAN,137,86,27,3,0,1,0,4,258
1979,Contigua,14,,90,TEHUACAN,149,86,26,4,0,1,0,1,267
1979,Contigua2,14,,90,TEHUACAN,155,78,15,1,0,1,0,4,254
1980,Básica,14,,90,TEHUACAN,137,87,21,2,0,1,0,0,248
1980,Contigua,14,,90,TEHUACAN,143,62,11,3,0,1,0,6,226
1981,Básica,14,,90,TEHUACAN,163,104,26,6,0,1,0,0,300
1981,Contigua,14,,90,TEHUACAN,156,99,28,4,0,3,0,1,291
1982,Básica,14,,90,TEHUACAN,142,88,17,11,0,1,0,9,268
1982,Contigua,14,,90,TEHUACAN,160,99,17,4,0,3,0,0,283
1983,Básica,14,,90,TEHUACAN,115,71,12,1,0,4,0,9,212
1984,Básica,14,,90,TEHUACAN,152,113,17,3,0,3,0,0,288
1985,Básica,14,,90,TEHUACAN,135,87,26,5,0,3,0,0,256
1985,Contigua,14,,90,TEHUACAN,149,126,13,3,0,1,0,9,301
1985,Contigua2,14,,90,TEHUACAN,387,328,59,7,4,9,0,0,794
1986,Básica,14,,90,TEHUACAN,149,195,15,1,2,0,0,0,362
1986,Contigua,14,,90,TEHUACAN,163,197,16,1,0,6,0,14,397
1986,Contigua2,14,,90,TEHUACAN,125,194,8,3,0,5,0,0,335
1987,Básica,14,,90,TEHUACAN,182,144,27,6,0,6,0,10,375
1987,Contigua,14,,90,TEHUACAN,140,128,30,6,0,4,0,7,315
1988,Básica,14,,90,TEHUACAN,109,86,15,2,0,2,0,7,221
1988,Contigua,14,,90,TEHUACAN,127,68,20,1,0,0,0,0,216
1988,Contigua2,14,,90,TEHUACAN,127,68,20,1,0,0,0,0,216
1989,Básica,14,,90,TEHUACAN,178,95,42,5,0,4,0,8,332
1989,Contigua,14,,90,TEHUACAN,211,100,21,5,0,6,0,6,349
1990,Básica,14,,90,TEHUACAN,136,109,12,1,0,6,1,14,279
1990,Contigua,14,,90,TEHUACAN,103,107,11,1,0,6,0,9,237
1990,Contigua2,14,,90,TEHUACAN,141,13,14,7,0,3,0,1,179
1991,Básica,14,,90,TEHUACAN,171,137,18,5,0,0,0,5,336
1991,Contigua,14,,90,TEHUACAN,148,120,24,6,0,5,0,9,312
1992,Básica,14,,90,TEHUACAN,100,77,12,2,0,2,0,1,194
1992,Contigua,14,,90,TEHUACAN,83,81,14,2,0,2,0,5,187
1993,Básica,14,,90,TEHUACAN,132,120,28,5,0,3,0,10,298
1993,Contigua,14,,90,TEHUACAN,166,133,23,7,0,2,0,8,339
1994,Básica,14,,90,TEHUACAN,149,144,22,2,0,0,0,11,328
1994,Contigua,14,,90,TEHUACAN,169,146,22,5,0,1,0,4,347
1995,Básica,14,,90,TEHUACAN,101,132,18,2,0,1,0,0,254
1995,Contigua,14,,90,TEHUACAN,100,152,21,5,0,3,0,12,293
1996,Básica,14,,90,TEHUACAN,135,157,21,7,0,3,0,6,329
1996,Contigua,14,,90,TEHUACAN,136,121,24,5,0,6,0,0,292
1997,Básica,14,,90,TEHUACAN,119,137,12,1,0,0,0,3,272
1998,Básica,14,,90,TEHUACAN,175,108,20,4,0,6,0,0,313
1998,Contigua,14,,90,TEHUACAN,166,93,24,3,0,6,0,4,296
1999,Básica,14,,90,TEHUACAN,131,104,29,6,0,13,0,0,283
1999,Contigua,14,,90,TEHUACAN,130,96,30,3,0,4,0,9,272
