CLAVE,MUNICIPIO,SECCIÓN,CASILLA,PRI,PT,PVEM,PSD,PAN-PRD-PC-PANAL,PRI-PVEM,PAN-PRI-PRD-PT-PVEM-PC-PANAL-PSD,NULOS,NO REGISTRADOS
31,Chilón,484,B,126,160,71,17,125,0,,9,0
31,Chilón,484,C1,139,109,87,17,125,0,,12,0
31,Chilón,485,B,149,68,96,2,89,0,,11,0
31,Chilón,485,C1,161,50,113,5,85,0,,8,0
31,Chilón,486,B,140,66,195,10,56,0,,19,0
31,Chilón,486,C1,129,18,216,9,63,0,,11,0
31,Chilón,486,X1A,52,6,179,2,18,0,,10,0
31,Chilón,486,X1B,70,12,192,6,29,0,,12,0
31,Chilón,487,B,172,56,122,28,66,0,,25,0
31,Chilón,487,C1,138,68,140,35,72,0,,8,0
31,Chilón,487,C2,137,88,174,19,48,0,,21,0
31,Chilón,487,X1,45,3,241,54,112,0,,15,0
31,Chilón,488,B,146,15,194,104,25,0,,8,0
31,Chilón,488,X1A,44,37,98,186,121,0,,16,0
31,Chilón,488,X1B,36,47,86,188,134,0,,15,0
32,Escuintla,489,B,40,23,108,65,66,0,,13,0
32,Escuintla,489,C1,40,22,151,79,70,0,,6,0
32,Escuintla,489,X1,23,32,46,28,73,0,,11,0
32,Escuintla,490,B,47,22,136,61,113,0,,2,0
32,Escuintla,490,C1,45,23,121,82,132,0,,7,0
32,Escuintla,490,C2,58,29,126,71,123,0,,7,0
32,Escuintla,491,B,39,33,131,102,138,0,,13,0
32,Escuintla,491,C1,48,32,132,88,126,0,,8,0
32,Escuintla,491,C2,56,55,133,78,117,0,,9,0
32,Escuintla,491,C3,54,34,150,79,118,0,,7,0
32,Escuintla,492,B,33,78,57,36,82,0,,9,0
32,Escuintla,492,X1,50,20,16,36,24,0,,31,0
32,Escuintla,493,B,77,62,89,42,16,0,,11,0
32,Escuintla,493,X1,35,33,68,69,30,0,,7,0
32,Escuintla,494,B,27,40,33,74,37,0,,16,5
32,Escuintla,494,C1,28,57,26,75,28,0,,18,0
32,Escuintla,494,X1,2,17,3,59,10,0,,2,2
32,Escuintla,495,B,46,96,68,11,47,0,,20,1
32,Escuintla,495,X1,14,4,9,21,12,0,,2,0
32,Escuintla,496,B,44,150,93,70,47,0,,11,0
32,Escuintla,496,C1,35,153,97,79,28,0,,24,0
32,Escuintla,496,X1,51,18,20,60,26,0,,6,0
32,Escuintla,497,B,32,39,122,71,118,0,,19,0
32,Escuintla,497,C1,42,38,165,44,121,0,,23,0
32,Escuintla,498,B,43,123,124,45,47,0,,12,0
32,Escuintla,498,C1,31,123,90,40,27,0,,34,0
32,Escuintla,499,B,78,49,39,48,44,0,,14,0
32,Escuintla,499,C1,82,46,63,42,54,0,,16,0
32,Escuintla,500,B,26,31,149,76,117,0,,7,0
32,Escuintla,500,C1,16,41,170,53,133,0,,14,0
32,Escuintla,500,C2,9,36,167,55,99,0,,10,1
32,Escuintla,500,X1,5,3,30,5,13,0,,1,0
32,Escuintla,501,B,52,49,122,78,86,0,,6,0
32,Escuintla,501,C1,44,33,108,85,128,0,,5,0
33,Francisco León,502,B,39,106,178,0,26,0,,5,0
33,Francisco León,502,C1,39,117,146,0,31,0,,3,1
33,Francisco León,502,X1,82,100,29,0,9,0,,4,0
33,Francisco León,502,X2,36,35,115,0,167,0,,9,0
33,Francisco León,502,X3,9,220,124,0,153,0,,0,0
33,Francisco León,502,X4,2,50,19,0,62,0,,3,0
33,Francisco León,503,B,25,91,137,0,142,0,,7,0
33,Francisco León,503,X1,44,30,84,0,76,0,,6,0
33,Francisco León,503,X2,3,3,13,0,25,0,,3,0
33,Francisco León,503,X3,50,75,18,0,114,0,,3,0
33,Francisco León,503,X4,4,13,43,0,48,0,,7,0
34,Frontera Comalapa,504,B,0,19,0,3,149,100,,18,0
34,Frontera Comalapa,504,C1,0,17,0,9,152,108,,21,3
34,Frontera Comalapa,504,C2,0,11,0,4,142,127,,28,0
34,Frontera Comalapa,504,C3,0,9,0,7,142,137,,20,0
34,Frontera Comalapa,505,B,0,9,0,1,177,123,,17,0
34,Frontera Comalapa,505,C1,0,8,0,5,203,106,,22,0
34,Frontera Comalapa,505,C2,0,17,0,6,145,104,,28,0
34,Frontera Comalapa,505,C3,0,4,0,2,139,111,,34,0
34,Frontera Comalapa,505,C4,0,12,0,8,145,122,,17,0
34,Frontera Comalapa,506,B,0,14,0,4,212,132,,22,3
34,Frontera Comalapa,506,C1,0,8,0,7,166,152,,35,0
34,Frontera Comalapa,506,C2,0,7,0,5,158,145,,29,0
34,Frontera Comalapa,506,C3,0,8,0,6,146,183,,25,0
34,Frontera Comalapa,507,B,0,7,0,1,150,137,,0,0
34,Frontera Comalapa,507,C1,0,9,0,3,120,111,,22,0
34,Frontera Comalapa,507,C2,0,14,0,3,135,124,,33,0
34,Frontera Comalapa,507,C3,0,10,0,1,126,128,,34,0
34,Frontera Comalapa,507,C4,0,11,0,10,169,130,,22,0
34,Frontera Comalapa,507,C5,0,4,0,7,130,124,,31,1
34,Frontera Comalapa,508,B,0,6,0,6,146,126,,19,0
34,Frontera Comalapa,508,C1,0,7,0,0,129,117,,17,0
34,Frontera Comalapa,508,C2,0,8,0,8,137,119,,18,1
34,Frontera Comalapa,509,B,0,5,0,3,198,102,,40,0
34,Frontera Comalapa,509,C1,0,13,0,3,193,115,,30,0
34,Frontera Comalapa,510,B,0,16,0,5,193,74,,37,0
34,Frontera Comalapa,511,B,0,18,0,3,128,103,,24,0
34,Frontera Comalapa,511,C1,0,17,0,0,116,81,,18,0
34,Frontera Comalapa,511,C2,0,11,0,6,96,113,,28,0
34,Frontera Comalapa,512,B,0,17,0,4,180,97,,41,0
34,Frontera Comalapa,512,C1,0,23,0,3,183,163,,35,0
34,Frontera Comalapa,513,B,0,6,0,2,146,83,,30,0
34,Frontera Comalapa,513,C1,0,15,0,5,125,59,,23,0
34,Frontera Comalapa,514,B,0,9,0,1,138,121,,16,0
34,Frontera Comalapa,514,C1,0,6,0,4,150,102,,18,0
34,Frontera Comalapa,514,C2,0,12,0,0,101,134,,28,1
34,Frontera Comalapa,515,B,0,7,0,3,71,133,,12,1
34,Frontera Comalapa,516,B,0,17,0,2,188,99,,17,2
34,Frontera Comalapa,516,X1,0,10,0,0,97,0,,0,0
34,Frontera Comalapa,517,B,0,26,0,0,270,175,,34,0
34,Frontera Comalapa,517,C1,0,16,0,5,295,135,,46,0
34,Frontera Comalapa,518,B,0,12,0,2,195,201,,27,3
34,Frontera Comalapa,519,B,0,2,0,2,43,44,,0,0
34,Frontera Comalapa,520,B,0,28,0,4,91,202,,37,3
34,Frontera Comalapa,520,C1,0,20,0,4,90,181,,36,0
34,Frontera Comalapa,520,C2,0,22,0,3,78,198,,54,0
34,Frontera Comalapa,521,B,0,10,0,6,135,91,,18,0
34,Frontera Comalapa,521,C1,0,7,0,3,122,121,,25,0
34,Frontera Comalapa,522,B,0,16,0,4,105,204,,16,0
34,Frontera Comalapa,523,B,0,10,0,3,55,33,,12,0
34,Frontera Comalapa,523,X1,0,16,0,3,214,118,,45,2
34,Frontera Comalapa,524,B,0,10,0,4,218,125,,24,0
34,Frontera Comalapa,524,C1,0,11,0,0,199,121,,26,0
34,Frontera Comalapa,525,B,0,11,0,0,129,95,,12,0
34,Frontera Comalapa,525,C1,0,11,0,0,138,115,,19,0
34,Frontera Comalapa,525,X1,0,8,0,0,99,71,,14,0
34,Frontera Comalapa,526,B,0,12,0,2,186,122,,18,0
34,Frontera Comalapa,526,C1,0,15,0,1,174,87,,20,0
34,Frontera Comalapa,527,B,0,8,0,6,145,146,,26,0
34,Frontera Comalapa,527,C1,0,9,0,3,116,108,,44,2
34,Frontera Comalapa,528,B,0,13,0,2,223,142,,34,0
34,Frontera Comalapa,529,B,0,6,0,3,180,202,,11,0
34,Frontera Comalapa,529,C1,0,15,0,2,173,181,,30,0
34,Frontera Comalapa,529,C2,0,15,0,3,156,0,,171,0
34,Frontera Comalapa,530,B,0,15,0,3,155,122,,25,1
34,Frontera Comalapa,530,C1,0,25,0,5,152,66,,16,0
34,Frontera Comalapa,530,C2,0,14,0,2,173,86,,21,1
34,Frontera Comalapa,531,B,0,23,0,3,195,85,,33,0
34,Frontera Comalapa,531,C1,0,23,0,2,208,69,,49,2
35,Frontera Hidalgo,532,B,133,97,46,25,95,0,,13,0
35,Frontera Hidalgo,532,C1,119,98,65,32,104,0,,19,1
35,Frontera Hidalgo,532,C2,108,80,52,31,114,0,,27,0
35,Frontera Hidalgo,532,C3,104,80,99,28,86,0,,12,0
35,Frontera Hidalgo,533,B,99,130,38,16,73,0,,13,1
35,Frontera Hidalgo,533,C1,79,161,25,14,65,0,,24,0
35,Frontera Hidalgo,533,C2,112,142,28,18,73,0,,18,0
35,Frontera Hidalgo,534,B,116,42,42,39,99,0,,13,1
35,Frontera Hidalgo,534,C1,136,45,45,30,73,0,,22,1
35,Frontera Hidalgo,535,B,121,98,101,13,75,0,,19,0
35,Frontera Hidalgo,535,C1,142,101,65,9,109,0,,29,0
35,Frontera Hidalgo,536,B,163,47,81,5,71,0,,20,1
35,Frontera Hidalgo,536,C1,185,56,45,12,75,0,,11,2
35,Frontera Hidalgo,536,C2,191,42,73,7,82,0,,16,2
36,La Grandeza,537,B,285,0,12,0,225,0,,6,0
36,La Grandeza,537,C1,293,0,5,0,237,0,,5,0
36,La Grandeza,538,B,193,0,4,0,148,0,,0,0
36,La Grandeza,538,C1,158,0,14,0,168,0,,6,0
36,La Grandeza,539,B,210,0,1,0,209,0,,2,0
36,La Grandeza,539,C1,203,0,0,0,231,0,,5,0
37,Huehuetan,540,B,135,12,97,1,108,0,,15,0
37,Huehuetan,540,C1,123,9,89,4,93,0,,18,0
37,Huehuetan,540,C2,125,8,98,3,81,0,,14,0
37,Huehuetan,540,C3,112,14,80,2,88,0,,12,0
37,Huehuetan,541,B,110,11,182,3,74,0,,14,0
37,Huehuetan,541,C1,106,20,190,3,64,0,,13,0
37,Huehuetan,541,C2,125,16,165,0,66,0,,17,0
37,Huehuetan,542,B,93,10,120,3,48,0,,13,0
37,Huehuetan,542,C1,101,10,123,2,51,0,,7,0
37,Huehuetan,542,C2,114,18,101,1,59,0,,13,0
37,Huehuetan,543,B,157,7,102,16,134,0,,20,0
37,Huehuetan,543,C1,170,18,99,7,127,0,,12,0
37,Huehuetan,543,C2,159,12,109,4,111,0,,10,0
37,Huehuetan,544,B,111,10,26,2,91,0,,10,0
37,Huehuetan,544,C1,110,8,28,3,80,0,,10,2
37,Huehuetan,545,B,167,15,82,13,78,0,,21,0
37,Huehuetan,545,C1,194,11,89,2,52,0,,31,0
37,Huehuetan,546,B,149,11,80,4,127,0,,10,1
37,Huehuetan,546,C1,154,15,76,3,116,0,,18,0
37,Huehuetan,547,B,147,13,30,7,181,0,,19,0
37,Huehuetan,547,C1,134,10,21,7,155,0,,49,0
37,Huehuetan,548,B,137,7,50,7,181,0,,16,0
37,Huehuetan,548,C1,133,5,42,6,157,0,,19,0
37,Huehuetan,548,C2,148,15,45,10,180,0,,23,0
37,Huehuetan,549,B,62,6,77,1,51,0,,12,0
37,Huehuetan,549,C1,53,8,49,2,76,0,,26,0
37,Huehuetan,550,B,134,8,28,4,17,0,,6,0
37,Huehuetan,550,X1,90,5,24,2,25,0,,11,0
37,Huehuetan,551,B,188,11,106,2,83,0,,11,0
37,Huehuetan,552,B,133,11,56,19,198,0,,22,0
37,Huehuetan,552,C1,131,11,53,21,199,0,,17,1
37,Huehuetan,552,C2,166,5,58,20,155,0,,17,0
37,Huehuetan,553,B,179,15,57,12,125,0,,13,0
37,Huehuetan,553,C1,158,12,41,11,160,0,,8,0
37,Huehuetan,553,C2,129,19,53,10,140,0,,15,0
37,Huehuetan,554,B,83,5,66,8,128,0,,13,0
37,Huehuetan,554,C1,118,5,39,16,125,0,,7,0
37,Huehuetan,554,X1,152,12,26,6,152,0,,12,0
37,Huehuetan,555,B,123,4,110,5,56,0,,9,0
37,Huehuetan,555,C1,121,4,76,4,88,0,,11,0
38,Huitiupan,556,B,184,0,38,0,146,0,,23,1
38,Huitiupan,556,C1,186,0,31,3,155,0,,15,0
38,Huitiupan,556,C2,151,0,26,3,172,0,,21,1
38,Huitiupan,557,B,93,0,0,0,190,0,,21,0
38,Huitiupan,557,X1,254,0,2,0,250,0,,30,3
38,Huitiupan,558,B,258,0,4,5,258,0,,40,0
38,Huitiupan,558,X1,119,0,7,1,268,0,,10,0
38,Huitiupan,559,B,142,0,53,0,268,0,,23,0
38,Huitiupan,559,C1,132,0,47,3,293,0,,24,0
38,Huitiupan,560,B,139,0,24,5,136,0,,51,0
38,Huitiupan,560,C1,123,0,17,4,121,0,,30,0
38,Huitiupan,560,C2,121,0,26,3,98,0,,34,0
38,Huitiupan,561,B,158,0,28,5,133,0,,41,0
38,Huitiupan,561,C1,122,0,27,3,173,0,,38,0
38,Huitiupan,561,X1,153,0,12,3,196,0,,24,0
38,Huitiupan,562,B,153,0,8,3,125,0,,27,0
38,Huitiupan,562,C1,151,0,6,0,148,0,,22,0
38,Huitiupan,562,X1,139,0,3,0,42,0,,22,0
38,Huitiupan,563,B,219,0,4,3,227,0,,26,1
38,Huitiupan,563,X1,18,0,1,1,91,0,,6,0
38,Huitiupan,563,X2,74,0,3,0,34,0,,0,0
38,Huitiupan,563,X3,117,0,8,0,74,0,,11,0
38,Huitiupan,564,B,151,0,28,0,55,0,,28,0
38,Huitiupan,564,C1,136,0,59,0,55,0,,9,0
38,Huitiupan,565,B,137,0,17,1,121,0,,17,0
38,Huitiupan,565,X1,241,0,31,2,180,0,,20,4
39,Huixtan,566,B,176,0,21,0,87,0,,36,6
39,Huixtan,566,C1,173,0,20,0,85,0,,46,5
39,Huixtan,567,B,154,0,15,0,212,0,,28,7
39,Huixtan,568,B,171,0,9,0,118,0,,37,0
39,Huixtan,568,X1,181,0,17,0,174,0,,45,0
39,Huixtan,569,B,174,0,11,0,133,0,,30,1
39,Huixtan,569,X1,155,0,5,0,109,0,,32,0
39,Huixtan,570,B,213,0,47,0,114,0,,15,0
39,Huixtan,570,X1,23,0,5,0,369,0,,24,2
39,Huixtan,571,B,181,0,27,0,187,0,,32,0
39,Huixtan,571,C1,141,1,33,0,199,0,,38,0
39,Huixtan,572,B,129,0,10,0,117,0,,31,0
39,Huixtan,572,X1,34,0,0,0,79,0,,7,0
39,Huixtan,572,X2,92,0,3,0,136,0,,7,0
39,Huixtan,573,B,108,0,12,0,256,0,,19,2
39,Huixtan,574,B,116,0,4,0,135,0,,18,0
39,Huixtan,574,C1,112,0,2,0,145,0,,16,1
39,Huixtan,574,X1,152,0,8,0,158,0,,24,0
39,Huixtan,575,B,148,0,7,0,121,0,,29,3
39,Huixtan,575,C1,183,0,16,0,139,0,,37,3
39,Huixtan,576,B,134,0,16,0,188,0,,20,9
39,Huixtan,576,C1,135,0,26,0,154,0,,23,3
40,Huixtla,577,B,35,13,50,49,83,0,,14,0
40,Huixtla,577,C1,39,15,34,34,100,0,,12,0
40,Huixtla,577,C2,37,14,42,33,81,0,,24,0
40,Huixtla,578,B,44,18,58,48,74,0,,16,0
40,Huixtla,578,C1,34,24,58,46,75,0,,9,0
40,Huixtla,578,C2,34,23,55,58,63,0,,9,6
40,Huixtla,579,B,33,22,75,46,83,0,,12,0
40,Huixtla,579,C1,37,24,93,47,69,0,,10,1
40,Huixtla,580,B,33,10,62,78,115,0,,13,0
40,Huixtla,580,C1,21,13,64,61,109,0,,4,0
40,Huixtla,581,B,47,11,56,63,107,0,,18,0
40,Huixtla,581,C1,31,17,52,47,105,0,,20,0
40,Huixtla,581,C2,41,19,49,46,115,0,,19,2
40,Huixtla,582,B,14,7,54,23,92,0,,0,0
40,Huixtla,582,C1,9,10,41,27,81,0,,0,0
40,Huixtla,583,B,33,12,38,54,76,0,,8,2
40,Huixtla,583,C1,34,25,50,50,76,0,,8,0
40,Huixtla,584,B,35,17,45,51,84,0,,10,0
40,Huixtla,584,C1,39,17,56,37,90,0,,13,0
40,Huixtla,584,C2,35,9,56,29,67,0,,9,0
40,Huixtla,585,B,34,14,84,27,63,0,,9,1
40,Huixtla,585,C1,26,10,58,38,69,0,,11,0
40,Huixtla,586,B,47,14,77,41,93,0,,9,0
40,Huixtla,586,C1,30,26,77,38,76,0,,15,2
40,Huixtla,586,C2,35,21,81,48,71,0,,9,0
40,Huixtla,587,B,28,21,102,33,62,0,,11,0
40,Huixtla,587,C1,33,17,82,39,75,0,,13,0
40,Huixtla,587,C2,17,33,81,37,68,0,,14,0
40,Huixtla,588,B,40,21,71,55,83,0,,10,1
40,Huixtla,588,C1,39,22,70,42,77,0,,11,0
40,Huixtla,589,B,18,10,74,41,104,0,,15,3
40,Huixtla,589,C1,16,12,68,40,90,0,,18,0
40,Huixtla,589,C2,31,11,65,27,114,0,,14,0
40,Huixtla,589,C3,19,14,59,45,94,0,,14,1
40,Huixtla,589,C4,18,11,65,36,122,0,,13,3
40,Huixtla,590,B,27,20,81,20,101,0,,12,0
40,Huixtla,590,C1,24,31,78,22,94,0,,12,0
40,Huixtla,590,C2,16,19,81,33,87,0,,4,0
40,Huixtla,591,B,45,4,23,31,141,0,,11,0
40,Huixtla,591,X1,54,4,41,21,108,0,,14,0
40,Huixtla,592,B,26,8,45,138,93,0,,37,0
40,Huixtla,593,B,43,6,33,72,93,0,,13,0
40,Huixtla,593,X1,54,16,38,29,82,0,,16,1
40,Huixtla,594,B,26,5,29,50,96,0,,14,0
40,Huixtla,594,C1,25,6,32,32,92,0,,14,0
40,Huixtla,594,X1,21,4,3,14,52,0,,7,0
40,Huixtla,595,B,35,9,175,24,127,0,,19,0
40,Huixtla,595,C1,59,7,157,30,127,0,,6,0
40,Huixtla,596,B,52,12,91,41,129,0,,12,0
40,Huixtla,596,C1,43,9,104,53,138,0,,12,0
40,Huixtla,597,B,55,6,44,19,124,0,,8,0
40,Huixtla,597,C1,37,4,49,14,132,0,,8,0
40,Huixtla,598,B,53,7,89,22,143,0,,10,0
40,Huixtla,598,C1,67,13,104,12,126,0,,14,0
40,Huixtla,598,C2,88,7,97,17,126,0,,8,0
40,Huixtla,599,B,83,4,66,77,167,0,,12,0
40,Huixtla,599,C1,89,3,89,70,158,0,,11,0
40,Huixtla,599,C2,90,6,33,76,192,0,,8,0
40,Huixtla,600,B,33,7,52,19,105,0,,9,0
40,Huixtla,600,C1,46,16,45,16,96,0,,5,0
40,Huixtla,601,B,26,20,5,60,69,0,,8,0
41,La Independencia,602,B,8,12,407,4,126,0,,16,3
41,La Independencia,602,C1,11,5,336,0,185,0,,22,0
41,La Independencia,602,C2,13,11,374,0,165,0,,23,0
41,La Independencia,603,B,4,7,272,0,137,0,,16,0
41,La Independencia,603,C1,4,4,298,0,126,0,,18,1
41,La Independencia,604,B,3,9,197,0,203,0,,20,0
41,La Independencia,604,C1,4,8,246,0,199,0,,24,0
41,La Independencia,604,C2,2,4,229,0,212,0,,24,0
41,La Independencia,605,B,9,17,59,0,266,0,,26,0
41,La Independencia,605,C1,13,16,38,0,212,0,,19,0
41,La Independencia,606,B,8,3,179,0,301,0,,28,0
41,La Independencia,606,C1,7,13,201,0,240,0,,21,0
41,La Independencia,607,B,0,2,243,0,205,0,,23,2
41,La Independencia,607,C1,3,5,239,0,214,0,,22,0
41,La Independencia,607,C2,3,3,255,0,148,0,,26,0
41,La Independencia,608,B,6,9,98,0,165,0,,15,0
41,La Independencia,608,C1,12,7,83,0,122,0,,14,0
41,La Independencia,608,C2,17,2,51,0,121,0,,8,0
41,La Independencia,608,X1A,7,14,199,0,181,0,,26,0
41,La Independencia,608,X1B,15,8,210,0,141,0,,19,0
41,La Independencia,609,B,8,21,170,0,227,0,,25,0
41,La Independencia,609,X1,10,2,81,0,179,0,,15,0
41,La Independencia,609,X2,12,0,148,0,6,0,,3,0
41,La Independencia,610,B,89,9,208,1,178,0,,12,0
41,La Independencia,610,C1,45,23,213,0,177,0,,0,0
41,La Independencia,610,C2,68,10,218,0,178,0,,13,0
41,La Independencia,611,B,16,21,140,0,312,0,,31,1
41,La Independencia,612,B,3,12,70,0,367,0,,16,0
41,La Independencia,612,C1,9,14,61,0,348,0,,15,0
41,La Independencia,612,C2,5,10,61,0,315,0,,13,0
41,La Independencia,613,B,65,13,182,0,165,0,,24,0
41,La Independencia,613,C1,65,6,134,0,124,0,,28,0
41,La Independencia,613,C2,80,4,131,0,115,0,,22,0
41,La Independencia,614,B*,0,0,0,0,0,0,,0,0
41,La Independencia,614,C1,9,5,73,0,249,0,,19,0
41,La Independencia,614,C2,5,3,76,0,238,0,,16,0
41,La Independencia,615,B,39,5,266,0,184,0,,35,0
41,La Independencia,615,C1,21,8,200,0,166,0,,16,0
41,La Independencia,616,B,33,22,304,0,148,0,,39,0
41,La Independencia,616,C1,28,12,257,0,172,0,,23,3
42,Ixhuatán,617,B,166,0,8,0,195,0,,8,0
42,Ixhuatán,617,C1,139,0,3,0,191,0,,13,2
42,Ixhuatán,618,B,196,0,6,0,332,0,,19,0
42,Ixhuatán,618,C1,241,0,4,0,296,0,,13,1
42,Ixhuatán,618,X1,211,0,6,0,255,0,,19,0
42,Ixhuatán,619,B,212,0,4,0,274,0,,25,0
42,Ixhuatán,619,X1,171,0,9,0,154,0,,18,1
42,Ixhuatán,620,B,197,0,6,0,232,0,,7,0
42,Ixhuatán,620,C1,163,0,5,0,240,0,,23,4
42,Ixhuatán,620,C2,185,0,11,0,215,0,,19,0
43,Ixtacomitán,621,B,64,22,263,4,121,0,,7,0
43,Ixtacomitán,621,C1,67,16,226,1,140,0,,22,0
43,Ixtacomitán,622,B,154,22,132,1,108,0,,15,1
43,Ixtacomitán,622,C1,139,28,153,0,79,0,,5,0
43,Ixtacomitán,622,C2,99,15,174,1,98,0,,10,0
43,Ixtacomitán,623,B,50,9,143,1,41,0,,11,0
43,Ixtacomitán,623,C1,45,10,161,2,28,0,,16,0
43,Ixtacomitán,623,X1,18,4,28,0,44,0,,1,0
43,Ixtacomitán,624,B,140,39,169,1,74,0,,7,4
43,Ixtacomitán,625,B,33,8,124,0,57,0,,11,1
43,Ixtacomitán,626,B,74,4,132,3,52,0,,10,0
43,Ixtacomitán,626,C1,56,4,150,2,79,0,,8,0
43,Ixtacomitán,626,X1,56,11,103,2,109,0,,4,0
44,Ixtapa,627,B,306,25,0,5,122,0,,8,0
44,Ixtapa,627,C1,276,60,2,3,140,0,,8,0
44,Ixtapa,627,C2,311,51,4,7,108,0,,15,0
44,Ixtapa,628,B,252,34,1,1,157,0,,10,0
44,Ixtapa,628,C1,229,61,2,1,139,0,,9,0
44,Ixtapa,628,C2,241,44,1,4,130,0,,21,0
44,Ixtapa,628,C3,240,39,2,6,143,0,,8,0
44,Ixtapa,629,B,344,29,1,0,64,0,,2,0
44,Ixtapa,629,C1,299,9,1,0,137,0,,5,0
44,Ixtapa,629,X1,93,56,1,0,97,0,,17,0
44,Ixtapa,629,X2,63,34,13,8,174,0,,0,0
44,Ixtapa,630,B,179,77,5,0,98,0,,3,0
44,Ixtapa,630,X1,201,48,2,0,366,0,,0,0
44,Ixtapa,631,B,212,62,0,0,280,0,,37,0
44,Ixtapa,631,C1,272,34,2,3,242,0,,5,0
44,Ixtapa,631,C2,254,17,2,2,260,0,,4,0
44,Ixtapa,632,B,129,1,0,0,270,0,,4,1
44,Ixtapa,632,C1,127,1,0,0,274,0,,3,0
44,Ixtapa,632,X1,92,11,2,4,39,0,,8,3
44,Ixtapa,633,B,104,114,3,7,163,0,,10,0
44,Ixtapa,633,C1,130,129,3,5,0,0,,15,0
44,Ixtapa,633,X1,52,9,0,0,96,0,,7,0
44,Ixtapa,634,B,157,20,0,4,104,0,,9,0
44,Ixtapa,634,X1,178,22,6,6,353,0,,30,0
44,Ixtapa,634,X2,127,9,7,1,193,0,,27,2
44,Ixtapa,635,B,216,10,9,1,182,0,,23,0
44,Ixtapa,635,C1,229,9,4,2,168,0,,24,0
44,Ixtapa,635,C2,235,14,3,4,172,0,,13,0
45,Ixtapangajoya,636,B,213,0,0,0,166,0,,19,2
45,Ixtapangajoya,636,C1,200,0,0,0,185,0,,5,4
45,Ixtapangajoya,636,C2,209,0,0,0,181,0,,13,0
45,Ixtapangajoya,637,B,340,0,0,0,136,0,,0,0
45,Ixtapangajoya,637,C1,294,0,0,0,205,0,,11,0
45,Ixtapangajoya,637,X1,76,0,0,0,75,0,,0,0
45,Ixtapangajoya,637,X2,142,0,0,0,120,0,,3,0
46,Jiquipilas,638,B,214,32,101,3,123,0,,20,0
46,Jiquipilas,639,B,115,25,80,5,188,0,,18,0
46,Jiquipilas,639,C1,49,117,66,3,161,0,,17,5
46,Jiquipilas,639,C2,121,34,83,7,158,0,,26,0
46,Jiquipilas,640,B,164,14,90,5,167,0,,12,0
46,Jiquipilas,640,C1,148,23,95,6,165,0,,24,0
46,Jiquipilas,641,B,100,38,102,3,145,0,,0,0
46,Jiquipilas,641,C1,81,24,86,1,184,0,,15,0
46,Jiquipilas,641,C2,122,16,78,0,145,0,,21,0
46,Jiquipilas,642,B,165,24,87,5,106,0,,26,3
46,Jiquipilas,642,C1,134,27,100,8,129,0,,25,0
46,Jiquipilas,643,B,176,35,66,0,59,0,,0,0
46,Jiquipilas,643,C1,193,12,79,0,47,0,,19,0
46,Jiquipilas,643,X1,72,0,71,1,10,0,,3,0
46,Jiquipilas,644,B,72,70,26,0,126,0,,13,0
46,Jiquipilas,644,C1,62,106,42,0,136,0,,6,0
46,Jiquipilas,644,X1,238,9,19,0,39,0,,13,0
46,Jiquipilas,645,B,86,22,93,1,104,0,,27,0
46,Jiquipilas,646,B,149,35,50,1,208,0,,31,1
46,Jiquipilas,647,B,115,23,83,1,199,0,,33,0
46,Jiquipilas,647,C1,99,27,102,4,194,0,,0,0
46,Jiquipilas,648,B,68,7,82,0,132,0,,14,0
46,Jiquipilas,648,C1,64,8,109,0,113,0,,0,0
46,Jiquipilas,649,B,142,71,18,2,97,0,,26,0
46,Jiquipilas,649,C1,111,90,20,1,99,0,,19,1
46,Jiquipilas,650,B,135,12,49,2,87,0,,17,0
46,Jiquipilas,650,C1,130,20,56,1,100,0,,11,0
46,Jiquipilas,651,B,160,24,49,2,104,0,,19,0
46,Jiquipilas,651,C1,141,19,40,1,148,0,,0,0
46,Jiquipilas,651,C2,149,7,34,2,130,0,,16,0
46,Jiquipilas,652,B,88,83,31,3,103,0,,20,0
46,Jiquipilas,652,C1,114,77,32,3,86,0,,0,0
46,Jiquipilas,652,X1,110,71,38,1,20,0,,13,0
46,Jiquipilas,653,B,265,7,26,0,108,0,,13,2
46,Jiquipilas,653,X1,49,44,59,1,94,0,,4,0
46,Jiquipilas,654,B,153,28,24,0,120,0,,12,0
46,Jiquipilas,654,C1,140,59,15,1,112,0,,10,0
46,Jiquipilas,655,B,191,25,31,1,74,0,,0,0
46,Jiquipilas,655,C1,149,12,59,3,85,0,,13,0
46,Jiquipilas,656,B,109,13,72,2,103,0,,19,0
46,Jiquipilas,656,X1,27,2,2,0,29,0,,3,0
46,Jiquipilas,657,B,85,15,85,1,76,0,,19,0
46,Jiquipilas,657,C1,108,13,76,1,62,0,,27,0
46,Jiquipilas,658,B,154,32,52,3,189,0,,29,0
46,Jiquipilas,658,C1,140,34,65,3,190,0,,0,0
46,Jiquipilas,659,B,80,93,71,0,50,0,,0,0
46,Jiquipilas,659,C1,66,75,82,2,36,0,,24,0
46,Jiquipilas,660,B,100,74,31,3,38,0,,17,0
46,Jiquipilas,660,C1,98,71,32,3,38,0,,15,0
46,Jiquipilas,661,B,124,7,73,0,53,0,,17,0
46,Jiquipilas,661,X1,80,15,16,3,157,0,,16,0
47,Jitotol,662,B,217,0,14,0,176,0,,12,0
