id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,listanominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,PAN ,PRI ,PRD ,PT ,PVEM ,CONVERG,PANAL ,PRI-PVEM ,PRI-PANAL ,PVEM-PANAL ,PRI-PVEM-PANAL  ,noregistrados,anulados,total
1,4/7/2010,12,Ayuntamientos,1,0,1,2,C,Contigua,0,1,AGUASCALIENTES,642,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,174,227,7,1,8,1,5,0,0,0,0,0,11,434
1,4/7/2010,12,Ayuntamientos,1,0,1,1,B,Basica,0,1,AGUASCALIENTES,641,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,178,222,1,2,3,7,3,0,0,0,0,2,6,424
1,4/7/2010,12,Ayuntamientos,1,0,1,1,C,Contigua,0,1,AGUASCALIENTES,642,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,176,241,2,0,7,4,4,2,0,0,1,0,5,442
1,4/7/2010,12,Ayuntamientos,1,0,2,1,B,Basica,0,1,AGUASCALIENTES,485,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,105,145,5,3,4,8,2,2,0,0,2,1,4,281
1,4/7/2010,12,Ayuntamientos,1,0,2,1,C,Contigua,0,1,AGUASCALIENTES,485,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,93,164,4,3,3,8,6,2,0,0,3,0,7,293
1,4/7/2010,12,Ayuntamientos,1,0,3,2,C,Contigua,0,1,AGUASCALIENTES,521,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,167,106,5,6,7,11,16,0,0,0,0,0,7,325
1,4/7/2010,12,Ayuntamientos,1,0,3,1,B,Basica,0,1,AGUASCALIENTES,520,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,163,112,3,0,7,10,8,0,0,0,0,0,6,309
1,4/7/2010,12,Ayuntamientos,1,0,3,1,C,Contigua,0,1,AGUASCALIENTES,520,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,166,142,1,0,8,8,6,0,1,0,1,1,11,345
1,4/7/2010,12,Ayuntamientos,1,0,4,1,B,Basica,0,1,AGUASCALIENTES,653,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,141,203,3,3,7,19,27,0,1,0,2,3,8,417
1,4/7/2010,12,Ayuntamientos,1,0,4,1,C,Contigua,0,1,AGUASCALIENTES,653,RC,Recuento llevado a cabo en la sede de los Consejos respectivos,P,T,Urna tradicional,152,190,7,3,14,22,27,3,0,0,4,1,8,431
