uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
29001,1992,PRI,JOSE LUCIO HERNANDEZ HERNANDEZ
29001,1993,PRI,JOSE LUCIO HERNANDEZ HERNANDEZ
29001,1994,PRI,JOSE LUCIO HERNANDEZ HERNANDEZ
29001,1995,CM-PRD-PRI,TEODORO MUÑOZ PEREZ
29001,1996,CM-PRD-PRI,TEODORO MUÑOZ PEREZ
29001,1997,CM-PRD-PRI,TEODORO MUÑOZ PEREZ
29001,1998,CM-PRD-PRI,TEODORO MUÑOZ PEREZ
29001,1999,CM-PRD-PRI,TEODORO MUÑOZ PEREZ
29001,2000,PRI,MARIO HERNANDEZ RAMIREZ
29001,2001,PRI,MARIO HERNANDEZ RAMIREZ
29001,2002,PRI,MARIO HERNANDEZ RAMIREZ
29001,2003,PRD,PEDRO PEREZ HERNANDEZ
29001,2004,PRD,PEDRO PEREZ HERNANDEZ
29001,2005,PRD,PEDRO PEREZ HERNANDEZ
29001,2006,PRD,OSVALDO PEREZ CRUZ
29001,2007,PRD,OSVALDO PEREZ CRUZ
29001,2008,PRD,OSVALDO PEREZ CRUZ
29001,2009,ASXXI,ESCARLET HERNANDEZ LOPEZ
29001,2010,ASXXI,ESCARLET HERNANDEZ LOPEZ
29001,2011,ASXXI,ESCARLET HERNANDEZ LOPEZ
29001,2012,UPT,GERARDO ROLDAN HERNANDEZ
29001,2013,UPT,GERARDO ROLDAN HERNANDEZ
29001,2014,UPT,GERARDO ROLDAN HERNANDEZ
29001,2015,PRD,CARLOS LUNA VAZQUEZ
29001,2016,PRD,CARLOS LUNA VAZQUEZ
29001,2017,PVEM,FAUSTINO CARIN MOLINA CASTILLO
29001,2018,PVEM,FAUSTINO CARIN MOLINA CASTILLO
29001,2019,PVEM,FAUSTINO CARIN MOLINA CASTILLO
29001,2020,PVEM,FAUSTINO CARIN MOLINA CASTILLO
29001,2021,PVEM,FAUSTINO CARIN MOLINA CASTILLO
29001,2022,MORENA,NANCY CORTES VAZQUEZ
29001,2023,MORENA,NANCY CORTES VAZQUEZ
29001,2024,MORENA,NANCY CORTES VAZQUEZ
29002,1992,PRI,LEONARDO ERNESTO ORDOÑEZ CARRERA
29002,1993,PRI,LEONARDO ERNESTO ORDOÑEZ CARRERA
29002,1994,PRI,LEONARDO ERNESTO ORDOÑEZ CARRERA
29002,1995,PAN,LAURO REYES RAMOS
29002,1996,PAN,LAURO REYES RAMOS
29002,1997,PAN,LAURO REYES RAMOS
29002,1998,PAN,LAURO REYES RAMOS
29002,1999,PAN,LAURO REYES RAMOS
29002,2000,PRI,PANTALEON SALVADOR CALDERON RIVEROLL
29002,2001,PRI,PANTALEON SALVADOR CALDERON RIVEROLL
29002,2002,PRI,PANTALEON SALVADOR CALDERON RIVEROLL
29002,2003,PAN,JOSE ALFREDO ONESIMO MUÑOZ PEREZ
29002,2004,PAN,JOSE ALFREDO ONESIMO MUÑOZ PEREZ
29002,2005,PRD,MARIA DEL RAYO NETZAHUATL ILHUICATZI
29002,2006,PRD,MARIA DEL RAYO NETZAHUATL ILHUICATZI
29002,2007,PRD,MARIA DEL RAYO NETZAHUATL ILHUICATZI
29002,2008,APPT,ERASMO RAMIREZ TORRES
29002,2009,APPT,ERASMO RAMIREZ TORRES
29002,2010,APPT,ERASMO RAMIREZ TORRES
29002,2011,APPT,ERASMO RAMIREZ TORRES
29002,2012,UPT,FELICIANO RAUL ACOLTZI VASQUEZ
29002,2013,UPT,FELICIANO RAUL ACOLTZI VASQUEZ
29002,2014,UPT,FELICIANO RAUL ACOLTZI VASQUEZ
29002,2015,PAN,VALENTIN GUTIERREZ HERNANDEZ
29002,2016,PAN,VALENTIN GUTIERREZ HERNANDEZ
29002,2017,PRD,ELOY REYES JUAREZ
29002,2018,PRD,ELOY REYES JUAREZ
29002,2019,PRD,ELOY REYES JUAREZ
29002,2020,PRD,ELOY REYES JUAREZ
29002,2021,PRD,ELOY REYES JUAREZ
29002,2022,PAN,ANGELO GUTIERREZ HERNANDEZ
29002,2023,PAN,ANGELO GUTIERREZ HERNANDEZ
29002,2024,PAN,ANGELO GUTIERREZ HERNANDEZ
29003,1992,PRI,ROSENDO MARCIAL PALACIOS RODRIGUEZ
29003,1993,PRI,ROSENDO MARCIAL PALACIOS RODRIGUEZ
29003,1994,PRI,ROSENDO MARCIAL PALACIOS RODRIGUEZ
29003,1995,PRI,SABINO ADELFO VILLORDO FLORES
29003,1996,PRI,SABINO ADELFO VILLORDO FLORES
29003,1997,PRI,SABINO ADELFO VILLORDO FLORES
29003,1998,PRI,SABINO ADELFO VILLORDO FLORES
29003,1999,PRI,SABINO ADELFO VILLORDO FLORES
29003,2000,PRI,MAYORICO CALDERON MACIAS
29003,2001,PRI,MAYORICO CALDERON MACIAS
29003,2002,PRI,MAYORICO CALDERON MACIAS
29003,2003,PRI,WILIULFO MACIAS GONZALEZ
29003,2004,PRI,WILIULFO MACIAS GONZALEZ
29003,2005,PRI,WILIULFO MACIAS GONZALEZ
29003,2006,ATT,JOSE ALEJANDRO JIMENEZ BARRERA
29003,2007,ATT,JOSE ALEJANDRO JIMENEZ BARRERA
29003,2008,ATT,JOSE ALEJANDRO JIMENEZ BARRERA
29003,2009,APPT,EZEQUIEL GUEVARA HERNANDEZ
29003,2010,APPT,EZEQUIEL GUEVARA HERNANDEZ
29003,2011,APPT,EZEQUIEL GUEVARA HERNANDEZ
29003,2012,UPT,PEDRO CORDERO CALDERON
29003,2013,UPT,PEDRO CORDERO CALDERON
29003,2014,UPT,PEDRO CORDERO CALDERON
29003,2015,PT,SERGIO FAJARDO MATEOS
29003,2016,PT,SERGIO FAJARDO MATEOS
29003,2017,PRI,JOSE MACIAS GONZALEZ
29003,2018,PRI,JOSE MACIAS GONZALEZ
29003,2019,PRI,JOSE MACIAS GONZALEZ
29003,2020,PRI,JOSE MACIAS GONZALEZ
29003,2021,PRI,JOSE MACIAS GONZALEZ
