ID_ENTIDAD,ID_MUNICIPIO_LOCAL,PARTIDO_CI,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
7,106,PAN,SOFIA  BECERRA RUIZ,-
7,106,PRI,GEORGINA GUADALUPE LOPEZ ALVAREZ,-
7,106,PRD,ANA GABRIELA GOMEZ JIMENEZ,-
7,106,PVEM,JAVIER  GUZMAN HERNANDEZ,-
7,106,PT,FRANCISCO AUGUSTO  BORRAZ  AYAR,-
7,106,PCHU,KAREN DEL ROCIO CARBAJAL GORDILLO,-
7,106,MORENA,YOLANDA ELIZABETH ORDOÑEZ DE LA TORRE,-
7,106,PES,CARLOS ORLANDO ALFONSO SOLANO,-
7,106,RSP,ANA KAREN MARTINEZ PEREZ,-
7,107,PVEM,GERARDO PEREZ GOMEZ,-
7,107,PT,NURIA MICHELL ROSAS OCAÑA,-
7,107,MC,GUILLERMO ANTONIO REYES SANTOS,-
7,107,PCHU,JUAN DE DIOS MARTINEZ MARTINEZ,-
7,107,MORENA,SUCELY ROXANA LOPEZ GUILLEN,-
7,107,PMCH,VANESSA TOLEDO  AGREDA,-
7,107,RSP,GRISELDA GOMEZ NAJERA,-
7,107,PAN_PRI_PRD,MIRNA DE JESUS TORRES AVENDAÑO,-
7,108,PVEM,JOSE IGNACIO NAGAYA VICENTE,-
7,108,PT,NIDIA LLAVEN DOMINGUEZ,-
7,108,MC,LUCIA GUADALUPE GOMEZ ARROYO,-
7,108,PCHU,CONSUELO RUIZ  VAZQUEZ,-
7,108,MORENA,ROBERTONY OROZCO AGUILAR,-
7,108,PMCH,YESENIA DEL CARMEN  ARCE  RUIZ ,-
7,108,PPCH,LUIS MAURICIO  GRAJALES  TAMAYO,-
7,108,PES,SANDRA LUZ GRAJALES CUESTA,-
7,108,RSP,PATRICIA RUIZ SOL,-
7,108,PAN_PRI_PRD,JAIME LLAVEN MARTINEZ,-
7,109,PVEM,PRYSCILA ESPONDA ROSALES,-
7,109,PT,ANA LAURA XICOTENCATL MONTIEL,-
7,109,MC,MARBEL TIPA TOLEDO,-
7,109,PCHU,ISABEL VICENTE MONTEJO,-
7,109,MORENA,VALERIA ROSALES SARMIENTO,-
7,109,PMCH,ROSA HERMINIA  GRAJALES ALVAREZ,-
7,109,PPCH,GUADALUPE TOALA ARGUELLO,-
7,109,PES,AMAYRANY SIMUTA CULEJ,-
7,109,RSP,GABRIELA PATRICIA RINCON  SANCHEZ,-
7,109,FXM,SAMUEL  CAMACHO  PEREZ,-
7,109,PAN_PRI_PRD,DULCE ROCIO MAGDALENO COUTIÑO,-
7,110,PVEM,JUAN ALBERTO UTRILLA LOPEZ,-
7,110,PT,EMILIO RODRIGUEZ GUTIERREZ,-
7,110,MC,ANA GABRIELA  HERNANDEZ HERNANDEZ,-
7,110,PCHU,EDGAR IVAN MAZARIEGOS DOMINGUEZ,-
7,110,MORENA,ERIKA ESTELA LLAVEN  GOMEZ,-
7,110,PES,ALFREDO DE JESUS PINTO AGUILAR,-
7,110,RSP,FRANCISCA TORRES  MONTEJO,-
7,110,FXM,CLAUDIA PATRICIA MARTINEZ  LOPEZ,-
7,110,PAN_PRI_PRD,IGNACIO DE JESUS  GUTIERREZ  URBINA ,-
7,111,PRI,JOSE MARTINEZ PEREZ,-
7,111,PVEM,PASCUALA REYNA PEREZ  DE LA CRUZ,-
7,111,PT,PASCUALA DIAZ HERNANDEZ,-
7,111,MORENA,JOSE  HERNANDEZ PEREZ,-
7,111,RSP,DOMINGA GOMEZ GONZALEZ,-
7,112,PVEM,ROSA JIMENEZ JIMENEZ,-
7,112,PT,VERONICA SANTIZ JIMENEZ,-
7,112,MORENA,VERONICA SANTIZ GOMEZ,-
7,112,PAN_PRI_PRD,CATARINA  PEREZ  RUIZ,-
7,113,PT,BASTY YANETH JIMENEZ GARCIA,-
7,113,PCHU,JUAN  GOMEZ MORALES,-
7,113,MORENA,ELIANA JERONIMO MEJIA,-
7,113,PMCH,DANIELA  PEREZ  ALVAREZ,-
7,113,PPCH,VICTORINO VALENCIA MORALES ,-
7,113,PES,FRANCISCA  JUAREZ RODRIGUEZ,-
7,113,RSP,GUADALUPE ORTIZ MOSQUEDA,-
7,113,FXM,ALBERTO HERRERA TORRES,-
7,113,PAN_PRI_PRD,YAJAIRA FERNANDEZ ACERO,-
7,114,PRI,DEYSSI DEL ROCIO LOPEZ SANTIAGO,-
7,114,PT,RAYMUNDO HERNANDEZ JIMENEZ,-
7,114,PCHU,MARIA LOPEZ PEREZ,-
7,114,MORENA,OBDULIO GUTIERREZ GUTIERREZ,-
7,114,PPCH,ORLANDO JIMENEZ GONZALEZ,-
7,114,RSP,ACEL BRAVO DELEON,-
7,115,PRI,MARIA DEL CARMEN LOPEZ GOMEZ,-
7,115,PT,ELEAZAR  PEREZ  GORDILLO ,-
7,115,MC,CARLOS ENRIQUE GUTIERREZ OLAN,-
7,115,PCHU,BENJAMIN  FLORES MALDONADO,-
7,115,MORENA,ELIZABETH HERNANDEZ DEL VALLE,-
7,115,PPCH,ESTELA  GOMEZ VAZQUEZ,-
7,115,RSP,ALAN MANUEL QUINTANA HERNANDEZ,-
7,116,PT,FLORIDALMA ARGUETA PEREZ,-
7,116,MC,YERANIA GUADALUPE  GONZALEZ  RECINOS,-
7,116,PCHU,HUBER WILIAM SANCHEZ  ROBLERO,-
7,116,MORENA,CONSUELO YOLANDA  ALVARADO  GORDILLO,-
7,116,PMCH,DORIS YANNETH SANCHEZ RECINOS,-
7,116,RSP,MARIA AURORA SANTELIZ SANCHEZ,-
7,116,PAN_PRI_PRD,ANGELA  SANCHEZ GALVEZ,-
7,117,PRI,ROSA LOPEZ GUZMAN,-
7,117,PT,EVA LOPEZ GOMEZ,-
7,117,PCHU,RAQUEL RUIZ DIAZ,-
7,117,MORENA,ARMANDO GOMEZ DIAZ,-
7,117,PMCH,HUMBERTO HERNANDEZ  GOMEZ,-
7,118,PAN,CECILIA  GOMEZ GOMEZ,-
7,118,PRI,MAGDALENA  GOMEZ  PEREZ,-
7,118,PVEM,ALICIA CATALINA GOMEZ GOMEZ,-
7,118,PT,SILVIANO MATEO GOMEZ  GOMEZ,-
7,118,MC,MIGUEL GOMEZ GOMEZ,-
7,118,PCHU,ANGELICA MARIA LOPEZ LOPEZ,-
7,118,MORENA,DOMINGO GOMEZ GOMEZ,-
7,118,PMCH,TERESA DIAZ MENDEZ,-
7,118,PPCH,ANA CECILIA HERNANDEZ ESTRADA,-
7,118,PES,MANUEL  LOPEZ  GOMEZ ,-
7,118,RSP,DOMINGO GOMEZ  LOPEZ ,-
7,119,PVEM,EMISELDA GONZALEZ ROBLERO,-
7,119,PT,MARILU GOMEZ GARCIA,-
7,119,PCHU,SERGIO PEREZ GARCIA,-
7,119,MORENA,MARGARITA SANCHEZ MARTINEZ,-
7,119,PMCH,LUIS MIGUEL  FIGUEROA  SALAS ,-
7,119,PPCH,GRACIELA PEREZ ROBLERO,-
7,119,RSP,DEMETRIA VAZQUEZ GOMEZ,-
7,119,PAN_PRI_PRD,SARA ORICELDA BARRIOS BRAVO,-
7,120,PT,MARCELO GIRON  BAUTISTA,-
7,120,PCHU,DAVID  LOPEZ LOPEZ,-
7,120,MORENA,MARIA DE LA LUZ HERNANDEZ PEREZ,-
7,120,PMCH,ANTONIA HERNANDEZ LOPEZ,-
7,120,PES,ALFONSO SANCHEZ HERNANDEZ,-
7,120,RSP,REYNALDO GIRON BAUTISTA,-
7,120,PAN_PRI_PRD,GABRIELA  AGUILAR HERNANDEZ,-
7,121,PRI,ALEXANDER CRUZ HERNANDEZ,-
7,121,PVEM,JOSE MARGARITO  GUTIERREZ JUAREZ,-
7,121,PT,KARINA CAMACHO RAMIREZ,-
7,121,MC,SANDRA DEYCI VAZQUEZ JIMENEZ,-
7,121,PCHU,ZORAIDA MORALES PEREZ,-
7,121,MORENA,ELVIRA DEL CARMEN CASTAÑEDA MAZA,-
7,121,PMCH,JOSE DANIEL PEREZ COUTIÑO,-
7,121,PPCH,YARENI VAZQUEZ BALLINAS ,-
7,121,PES,ARIANNA SIRELY HERNANDEZ  RAMIREZ,-
7,121,RSP,ALBER MOLINA ESPINOZA,-
7,122,PVEM,DIANA VERENISSE  ORANTES  DORANTES,-
7,122,PT,MADAHI DE LOS REYES NANGO GUZMAN,-
7,122,MC,YOQUEBED GUADALUPE MORALES MORALES,-
7,122,PCHU,CARLOS CESARIN  ORTEGA  TRUJILLO,-
7,122,MORENA,JESUS ENRIQUE REYES NAJERA,-
7,122,PMCH,HUGO SOSTENES RUIZ RUIZ,-
7,122,PPCH,GLORIA MONTEJO ALVARO ,-
7,122,PES,LAURA CONCEPCION MUNDO URBINA,-
7,122,RSP,ALEJANDRA MORENO RUIZ,-
7,122,PAN_PRI_PRD,MARIA DE JESUS HERRERA GUTIERREZ,-
7,123,PVEM,CONSUELO  DOMINGUEZ CAMPOSECO,-
7,123,PT,SANDRA GOMEZ SANCHEZ,-
7,123,MC,MARIA ANTONIA FOSADO IBARRA,-
7,123,PCHU,JUAN CARLOS DE LEON SUAREZ,-
7,123,MORENA,JOSE TILO ALCUDIA  HERNANDEZ ,-
7,123,PES,FERNANDO UGARTE  GONZALEZ,-
7,123,RSP,JUAN ALBERTO SANCHEZ HERNANDEZ,-
7,123,PAN_PRI_PRD,MARIA MERCEDES GARCIA DIAZ,-
7,124,PVEM,BLANCA AZUCENA DIAZ OCHOA,-
7,124,PT,BARBARA SUSSANA  FLORES  ANGEL ,-
7,124,MC,JULIO CESAR  LOPEZ  ROBLERO ,-
7,124,PCHU,ARTEMIO  RAMIREZ ARANDA,-
7,124,MORENA,AIDE VERA ROBLERO,-
7,124,PMCH,ARAIN JEU ROBLERO HERNANDEZ,-
7,124,RSP,MIGUEL PEREZ  ROBLERO,-
7,124,FXM,REYNAU ARTURO GARCIA PEREZ,-
7,124,PAN_PRI_PRD,MARLI YADIRA ESCOBAR LOPEZ,-
