CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,VR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,15,MEXICO,28,AMECAMECA DE JUAREZ,15,ATLAUTLA,466,2,108,172,38,16,5,11,14,427,16,133,2,3,0,7,7,0,0,0,959,0,35,994,1380
,15,MEXICO,28,AMECAMECA DE JUAREZ,15,ATLAUTLA,467,3,69,268,9,21,9,63,16,503,21,137,1,1,0,0,13,4,0,5,1140,0,73,1213,1924
,15,MEXICO,28,AMECAMECA DE JUAREZ,15,ATLAUTLA,468,3,35,257,10,17,5,30,24,342,12,129,0,0,0,0,4,2,0,3,870,0,61,931,1352
,15,MEXICO,28,AMECAMECA DE JUAREZ,17,AYAPANGO,490,3,60,409,432,17,23,40,17,389,8,19,4,4,1,0,2,3,0,0,1428,24,50,1502,1917
,15,MEXICO,28,AMECAMECA DE JUAREZ,17,AYAPANGO,491,2,36,309,302,14,22,29,14,307,10,13,7,4,0,5,4,0,0,0,1076,0,17,1093,1488
,15,MEXICO,28,AMECAMECA DE JUAREZ,17,AYAPANGO,492,1,20,116,63,4,11,7,1,63,3,3,1,3,0,1,2,0,0,0,298,0,6,304,382
,15,MEXICO,28,AMECAMECA DE JUAREZ,17,AYAPANGO,493,1,21,148,180,6,6,10,13,158,7,6,2,2,0,0,2,0,0,0,561,0,18,579,741
,15,MEXICO,28,AMECAMECA DE JUAREZ,17,AYAPANGO,494,2,24,286,255,20,28,16,6,211,5,9,8,0,0,0,1,2,0,0,871,0,23,894,1155
,15,MEXICO,28,AMECAMECA DE JUAREZ,35,ECATZINGO,1952,4,452,612,60,43,23,25,30,815,15,9,0,4,3,0,16,2,1,4,2114,0,62,2176,2809
,15,MEXICO,28,AMECAMECA DE JUAREZ,35,ECATZINGO,1953,4,418,489,33,39,19,53,15,643,16,14,10,2,3,0,7,4,1,1,1767,0,68,1835,2417
,15,MEXICO,28,AMECAMECA DE JUAREZ,35,ECATZINGO,1954,2,50,181,10,6,9,6,6,284,6,5,2,0,0,0,2,0,0,3,570,1,20,591,796
,15,MEXICO,28,AMECAMECA DE JUAREZ,35,ECATZINGO,1955,2,217,176,12,23,6,5,10,176,8,8,3,1,1,0,1,0,1,0,648,0,30,678,808
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2149,6,186,962,70,48,47,34,31,1058,44,31,4,2,8,2,27,12,0,13,2579,1,71,2651,4045
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2150,6,167,818,84,53,45,30,27,1177,51,26,3,1,0,0,25,4,0,3,2514,0,89,2603,3906
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2151,4,98,794,102,32,23,16,9,446,17,8,5,2,1,0,4,0,0,2,1559,0,67,1626,2331
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2152,3,81,599,92,24,21,20,8,420,15,10,3,0,0,1,8,0,0,0,1302,0,47,1349,1877
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2153,3,83,625,69,26,31,21,15,600,30,12,0,1,0,0,7,5,1,4,1530,0,49,1579,2228
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2154,5,146,624,82,50,44,56,31,935,37,27,1,1,1,0,29,2,4,11,2081,0,90,2171,3673
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2155,10,234,1216,110,84,78,71,41,1849,75,67,11,3,5,1,59,10,5,14,3933,1,156,4090,6915
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2157,2,51,385,58,21,19,18,11,286,15,11,2,1,0,2,2,0,1,2,885,0,54,939,1363
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2159,7,163,831,110,53,60,51,28,1289,62,50,4,1,1,1,40,9,2,11,2766,3,111,2880,4960
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2160,3,65,459,47,18,22,11,16,410,16,8,2,0,0,1,7,0,1,1,1084,0,34,1118,1702
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2161,4,76,519,61,24,36,20,23,551,31,23,4,1,0,1,16,4,6,3,1399,0,57,1456,2474
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,2162,8,133,1341,128,63,45,50,33,1327,75,51,13,2,1,0,32,22,3,11,3330,2,137,3469,5788
,15,MEXICO,28,AMECAMECA DE JUAREZ,51,JUCHITEPEC,2378,3,68,344,13,14,15,42,21,676,22,11,1,0,0,0,3,3,0,4,1237,0,45,1282,1629
,15,MEXICO,28,AMECAMECA DE JUAREZ,51,JUCHITEPEC,2379,3,59,338,10,15,19,49,17,628,12,14,0,0,0,1,4,1,1,2,1170,0,35,1205,1558
,15,MEXICO,28,AMECAMECA DE JUAREZ,51,JUCHITEPEC,2380,4,140,408,28,50,56,124,18,1137,19,26,1,0,1,0,11,6,0,1,2026,2,66,2094,2973
,15,MEXICO,28,AMECAMECA DE JUAREZ,51,JUCHITEPEC,2381,4,114,426,21,28,33,85,21,1165,28,22,1,0,0,0,5,4,1,5,1959,0,32,1991,2678
,15,MEXICO,28,AMECAMECA DE JUAREZ,51,JUCHITEPEC,2382,3,79,309,18,27,21,57,13,625,24,9,2,0,1,1,4,1,5,1,1197,1,39,1237,1594
,15,MEXICO,28,AMECAMECA DE JUAREZ,51,JUCHITEPEC,2383,3,89,459,18,30,38,38,21,862,26,17,0,0,1,0,15,2,0,3,1619,0,56,1675,2235
,15,MEXICO,28,AMECAMECA DE JUAREZ,51,JUCHITEPEC,2384,4,38,265,16,11,8,43,32,1371,37,22,1,0,0,0,8,1,0,5,1858,0,30,1888,2789
,15,MEXICO,28,AMECAMECA DE JUAREZ,51,JUCHITEPEC,2385,3,31,232,14,14,12,32,20,1024,26,23,0,0,0,0,7,3,1,6,1445,0,36,1481,2094
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3927,2,30,292,43,23,40,14,45,431,14,22,1,0,0,0,3,0,0,0,958,0,27,985,1389
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3928,2,11,214,11,12,12,3,14,264,3,4,2,0,0,0,5,0,0,0,555,0,23,578,759
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3929,4,26,459,48,31,110,18,127,746,15,27,0,0,0,0,5,6,0,4,1622,0,82,1704,2279
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3930,3,52,414,38,45,55,10,135,632,11,41,0,0,0,0,6,2,0,0,1441,1,39,1481,1965
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3931,3,37,396,38,26,44,13,105,463,24,26,2,0,0,0,4,11,0,2,1191,0,28,1219,1580
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3932,4,42,527,28,41,80,16,129,652,14,43,1,0,2,0,10,5,1,2,1593,2,38,1633,2276
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3933,3,46,382,43,28,49,16,85,547,31,25,2,0,0,0,7,3,0,0,1264,0,50,1314,1775
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3934,3,48,315,31,24,63,10,69,440,24,32,2,0,0,0,9,2,0,2,1071,0,31,1102,1559
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3935,2,28,223,19,13,42,15,66,437,10,43,0,1,0,0,11,3,0,1,912,0,20,932,1339
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3936,3,42,368,23,28,23,13,120,645,16,85,0,0,0,0,13,3,0,4,1383,0,40,1423,1918
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3937,2,21,170,17,14,58,13,27,284,9,20,0,0,1,0,8,7,0,0,649,0,30,679,1112
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3938,2,38,204,56,18,42,15,68,422,25,25,1,0,0,0,4,3,0,2,923,0,23,946,1431
,15,MEXICO,28,AMECAMECA DE JUAREZ,69,OZUMBA,3939,1,8,64,5,4,5,1,3,160,10,5,1,0,0,0,4,0,0,3,273,0,19,292,454
,15,MEXICO,28,AMECAMECA DE JUAREZ,90,TENANGO DEL AIRE,4466,3,89,316,18,29,231,24,17,437,41,13,0,0,0,0,7,2,0,5,1229,0,46,1275,1665
,15,MEXICO,28,AMECAMECA DE JUAREZ,90,TENANGO DEL AIRE,4467,2,62,204,13,21,393,22,7,335,22,11,3,0,0,0,1,1,1,0,1096,0,43,1139,1461
,15,MEXICO,28,AMECAMECA DE JUAREZ,90,TENANGO DEL AIRE,4468,3,139,357,16,24,251,27,9,428,29,10,0,0,0,0,1,1,0,2,1294,0,48,1342,1716
,15,MEXICO,28,AMECAMECA DE JUAREZ,90,TENANGO DEL AIRE,4469,3,73,343,32,50,194,15,24,839,50,11,0,0,0,0,11,0,0,0,1642,0,30,1672,2121
,15,MEXICO,28,AMECAMECA DE JUAREZ,90,TENANGO DEL AIRE,4470,2,41,255,42,22,257,7,8,396,21,14,0,0,1,0,6,0,1,3,1074,0,32,1106,1342
,15,MEXICO,28,AMECAMECA DE JUAREZ,95,TEPETLIXPA,4556,3,65,260,50,15,339,39,13,652,17,25,2,1,3,2,4,2,1,7,1497,0,74,1571,2216
,15,MEXICO,28,AMECAMECA DE JUAREZ,95,TEPETLIXPA,4557,2,27,175,10,24,178,13,21,486,10,32,0,0,0,0,0,1,0,0,977,0,36,1013,1398
,15,MEXICO,28,AMECAMECA DE JUAREZ,95,TEPETLIXPA,4558,3,31,275,23,26,207,23,16,691,25,36,1,0,0,0,10,3,0,2,1369,19,42,1430,1956
,15,MEXICO,28,AMECAMECA DE JUAREZ,95,TEPETLIXPA,4559,4,70,338,40,34,282,62,18,731,38,38,3,0,0,0,14,3,0,5,1676,0,69,1745,2634
,15,MEXICO,28,AMECAMECA DE JUAREZ,95,TEPETLIXPA,4560,2,19,161,16,14,117,10,7,435,14,21,1,0,0,0,10,1,0,4,830,0,27,857,1157
,15,MEXICO,28,AMECAMECA DE JUAREZ,95,TEPETLIXPA,4561,2,25,197,11,27,146,19,9,536,11,21,0,0,0,0,11,4,0,6,1023,1,40,1064,1478
,15,MEXICO,28,AMECAMECA DE JUAREZ,95,TEPETLIXPA,4562,2,36,330,68,18,104,19,13,291,7,36,3,0,0,0,7,1,2,0,935,0,43,978,1360
,15,MEXICO,28,AMECAMECA DE JUAREZ,95,TEPETLIXPA,4563,3,58,222,24,37,260,28,24,396,19,20,18,1,1,0,4,4,2,5,1123,0,46,1169,1831
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4736,3,89,318,14,19,22,73,36,428,17,49,2,0,1,0,5,1,0,0,1074,1,36,1111,1564
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4737,4,110,366,34,28,31,173,33,631,44,49,5,0,1,3,15,1,1,1,1526,0,49,1575,2351
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4738,3,72,286,28,28,27,118,27,634,46,57,6,0,0,0,9,2,1,3,1344,0,57,1401,2160
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4739,3,79,316,20,16,23,54,23,504,37,46,4,0,0,0,9,2,1,0,1134,0,35,1169,1716
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4740,4,94,394,45,32,52,152,33,742,44,68,3,0,0,0,11,2,4,3,1679,4,69,1752,2493
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4741,4,90,485,39,49,51,137,28,663,78,72,4,2,1,2,16,2,4,1,1724,2,56,1782,2563
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4742,3,67,259,28,25,36,98,13,700,35,32,1,0,0,0,17,5,0,6,1322,1,65,1388,2109
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4743,4,82,379,39,32,34,131,48,602,47,64,2,1,1,0,11,3,0,3,1479,0,74,1553,2276
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4744,3,68,342,49,10,39,129,48,534,47,32,5,0,0,1,8,0,0,3,1315,0,72,1387,2047
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4745,4,52,278,51,24,36,248,39,618,92,48,1,2,0,3,4,2,0,6,1504,2,78,1584,2308
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4746,2,29,127,16,10,21,55,51,233,12,15,1,0,0,1,2,2,0,0,575,0,12,587,806
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4747,2,27,194,19,19,18,85,33,312,29,18,1,0,1,0,7,1,0,1,765,0,46,811,1342
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4748,2,19,124,43,11,10,56,22,227,18,23,3,0,0,0,0,1,0,1,558,0,29,587,806
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4749,2,38,212,28,9,13,100,19,298,26,14,0,0,0,0,1,1,0,2,761,0,36,797,1085
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4750,4,46,412,70,22,45,206,44,586,45,56,6,0,1,0,6,3,2,1,1551,0,74,1625,2457
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4751,3,36,212,36,8,23,144,35,349,27,32,3,0,1,0,6,2,0,1,915,0,50,965,1529
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4752,3,51,220,22,14,30,75,41,441,22,35,9,2,0,0,4,9,0,1,976,0,46,1022,1533
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4753,2,47,214,17,7,27,76,33,335,22,28,0,0,2,0,4,0,0,2,814,0,17,831,1082
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4754,3,46,225,24,29,33,66,19,502,82,37,2,0,0,0,7,1,0,9,1082,0,36,1118,1571
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4755,3,35,270,65,15,22,50,26,446,30,39,1,0,1,0,10,1,0,2,1013,0,42,1055,1585
,15,MEXICO,28,AMECAMECA DE JUAREZ,104,TLALMANALCO,4756,2,51,203,30,21,51,44,8,374,46,34,2,0,0,1,10,4,0,5,884,0,31,915,1322
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6109,1,24,58,11,2,2,3,5,175,4,9,0,0,0,0,0,0,0,0,293,0,6,299,435
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6110,2,52,174,22,5,12,8,7,297,13,12,0,0,0,0,5,2,0,4,613,0,19,632,898
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6111,2,40,129,7,11,13,12,6,276,14,16,0,0,0,0,12,1,0,0,537,0,31,568,888
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6112,2,60,175,24,21,17,19,9,375,15,15,0,0,0,0,11,0,1,2,744,0,18,762,1076
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6113,2,51,118,22,11,13,6,5,245,14,12,0,0,0,0,4,1,0,2,504,0,19,523,770
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6114,2,35,125,24,14,7,8,139,132,10,13,1,0,0,0,6,0,0,2,516,0,12,528,811
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6115,2,36,123,16,12,12,8,7,230,12,13,0,0,0,0,4,2,1,0,476,0,9,485,763
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6116,1,39,128,25,7,20,11,7,195,14,6,0,0,0,0,7,2,0,2,463,0,13,476,720
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6117,2,53,132,33,15,29,12,10,337,14,19,0,0,0,0,8,2,0,3,667,2,20,689,1074
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6118,1,46,105,18,16,15,15,12,196,17,9,1,0,0,0,5,2,0,1,458,0,12,470,721
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6119,1,34,88,5,7,11,8,9,207,8,8,0,0,0,0,2,2,0,1,390,0,7,397,593
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6120,2,47,120,24,20,6,15,15,298,15,10,1,0,0,0,0,1,0,0,572,0,28,600,911
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6123,1,18,98,15,5,9,9,2,169,5,8,0,0,0,0,7,0,0,0,345,0,9,354,560
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6124,1,37,115,24,14,11,14,10,223,18,9,0,0,0,0,0,0,0,0,475,0,18,493,687
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6125,2,63,179,26,14,21,16,4,345,13,9,1,1,0,0,4,1,1,3,701,0,28,729,1059
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6126,3,106,228,34,18,33,23,10,528,12,27,4,0,1,0,11,3,1,3,1042,0,31,1073,1553
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6127,2,68,202,28,25,18,21,22,239,16,19,7,0,1,8,6,1,0,2,683,1,20,704,1340
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6128,2,51,143,14,9,12,20,11,313,22,10,1,1,0,0,14,0,0,1,622,1,16,639,984
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6129,2,82,178,27,19,28,27,11,451,16,28,1,0,0,0,11,2,0,1,882,0,24,906,1383
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6130,1,30,71,15,7,12,6,6,150,7,5,0,0,0,0,5,0,0,0,314,0,12,326,506
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6131,1,34,120,8,9,13,15,6,229,11,15,0,0,0,0,5,3,0,1,469,1,8,478,675
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6137,2,66,174,28,18,17,18,13,441,13,18,0,0,0,0,11,2,0,1,820,4,22,846,1313
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6138,1,25,85,12,8,8,8,9,185,6,6,2,0,0,0,4,1,0,2,361,0,7,368,549
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6139,1,34,89,15,6,6,8,1,181,10,8,0,0,0,1,9,0,0,0,368,0,12,380,553
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6140,1,47,112,17,9,9,13,8,233,13,11,0,0,0,0,4,0,0,0,476,0,13,489,705
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6141,2,56,98,53,14,15,7,10,272,18,17,2,1,1,2,8,1,1,2,578,0,25,603,986
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6142,1,30,100,21,7,10,6,6,204,7,8,0,0,0,0,0,0,0,0,399,0,14,413,687
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6143,1,22,67,11,12,6,5,6,203,13,7,1,1,0,0,3,0,0,4,361,0,7,368,630
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6144,1,21,74,17,9,5,6,8,205,5,3,0,0,0,0,7,2,0,1,363,1,10,374,528
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6145,2,32,128,13,11,17,7,11,310,13,4,0,0,0,0,13,2,0,1,562,0,20,582,872
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6146,2,42,158,43,10,15,20,16,349,16,23,7,0,0,0,6,0,0,2,707,0,18,725,1181
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6147,2,40,150,36,12,10,14,26,350,22,20,2,0,0,0,8,0,0,0,690,0,32,722,1325
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6148,3,26,541,40,28,18,19,16,397,27,18,0,0,1,0,7,0,0,5,1143,0,66,1209,1850
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6149,2,38,104,28,9,16,5,13,288,14,13,2,0,0,0,5,0,1,1,537,0,23,560,910
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6150,1,22,77,12,10,10,5,13,166,9,6,0,0,0,0,0,1,0,0,331,0,11,342,592
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6151,2,37,113,28,10,12,9,14,271,10,14,0,0,0,0,3,0,0,3,524,1,9,534,790
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6152,1,20,91,16,8,5,12,5,183,12,4,0,0,0,0,7,0,0,3,366,0,17,383,594
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6153,1,27,86,12,4,8,4,6,133,7,9,1,0,0,0,7,0,0,0,304,3,9,316,542
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6154,1,16,106,12,4,7,1,12,162,3,6,1,0,0,0,5,0,1,0,336,0,9,345,543
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6155,1,27,99,13,4,7,5,8,174,1,5,1,0,0,1,5,3,2,0,355,0,0,355,604
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6156,1,22,67,16,5,6,2,3,189,7,6,0,0,0,0,12,0,0,0,335,0,6,341,560
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6157,1,14,71,6,11,7,1,4,139,7,8,0,0,0,0,6,2,0,1,277,0,5,282,426
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6158,1,24,84,17,11,6,7,9,203,7,5,0,1,0,0,6,1,0,1,382,0,13,395,602
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6159,1,22,108,14,8,14,9,10,145,14,8,2,1,0,0,3,1,0,2,361,0,14,375,589
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6160,2,32,155,24,18,14,8,5,301,15,6,2,0,0,0,6,2,2,1,591,0,18,609,948
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6161,2,31,223,62,19,12,22,8,380,12,10,2,2,0,0,18,0,1,4,806,0,24,830,1443
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6162,1,40,120,18,2,8,11,9,211,9,5,1,0,1,0,6,1,0,0,442,0,9,451,710
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6163,1,30,92,11,11,9,11,11,192,13,6,1,0,0,0,5,0,0,0,392,0,0,392,621
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6164,1,14,127,17,13,8,4,4,182,8,10,0,0,0,0,2,0,0,4,393,0,13,406,617
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6165,2,38,103,29,18,13,16,20,327,16,14,2,0,0,0,9,4,0,3,612,0,23,635,970
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6166,1,20,89,19,7,7,2,4,176,12,8,2,0,0,0,5,2,1,0,354,0,11,365,585
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6167,1,16,68,14,8,8,6,5,156,7,3,0,0,0,0,7,0,0,0,298,0,25,323,509
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6168,1,13,108,15,11,8,4,2,195,4,4,0,2,0,0,5,0,0,0,371,0,9,380,591
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6169,2,41,164,15,24,8,14,11,342,12,17,2,1,0,0,14,1,5,0,671,0,19,690,1032
,15,MEXICO,28,AMECAMECA DE JUAREZ,40,IXTAPALUCA,6170,1,21,113,14,15,10,7,5,228,7,9,0,0,0,0,0,0,0,0,429,0,24,453,693
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,250,3,320,187,29,24,164,18,19,438,23,29,4,0,1,0,7,0,1,5,1269,1,40,1310,1841
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,277,4,303,263,48,33,174,21,24,562,37,45,7,2,1,2,10,6,0,3,1541,0,71,1612,2397
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,278,6,427,304,47,52,345,34,123,816,222,75,20,1,0,1,15,9,2,17,2510,3,59,2572,3880
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,279,2,570,115,7,2,58,7,7,97,8,5,3,1,0,0,3,0,0,0,883,0,9,892,1120
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,280,6,1971,376,33,21,147,36,28,385,44,98,30,4,3,0,4,1,0,0,3181,1,48,3230,4349
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,281,8,2695,506,42,15,202,46,35,379,25,130,12,9,0,0,3,0,0,0,4099,1,54,4154,5343
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,282,6,443,323,31,46,260,25,49,1049,77,74,13,1,0,0,20,6,3,10,2430,2,82,2514,4085
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,283,5,315,256,33,38,269,15,36,657,37,76,81,0,4,0,309,2,1,5,2134,0,58,2192,3497
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,307,5,243,178,35,42,181,18,20,667,41,33,13,1,0,0,14,6,0,4,1496,0,57,1553,3114
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,328,2,189,112,14,5,52,11,9,244,12,16,0,1,1,0,5,0,0,0,671,1,23,695,888
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,329,4,360,241,30,30,156,16,30,567,25,75,5,0,1,0,11,1,0,1,1549,2,46,1597,2269
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,330,5,564,236,20,34,194,26,42,807,47,119,9,0,1,1,28,1,0,7,2136,1,49,2186,3146
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,331,3,434,171,27,21,156,32,33,565,31,66,5,3,1,0,11,4,0,2,1562,0,46,1608,2229
,15,MEXICO,29,NAUCALPAN DE JUAREZ,13,ATIZAPAN DE ZARAGOZA,332,5,577,266,32,27,267,39,53,783,50,88,12,0,3,0,12,3,0,3,2215,1,72,2288,3220
