uniqueid,year,incumbent_party_Horacio
16001,1995,PRD
16001,1998,PRD
16001,2001,PRD_PT_MC_PVEM_PAS_PSN
16001,2004,PRI_PVEM
16001,2007,PRI
16001,2011,PAN_PANAL
16001,2015,PRD_PT
16001,2018,NA
16002,1995,PRD
16002,1998,PRD
16002,2001,PRD_PT_MC_PVEM_PAS_PSN
16002,2004,PRD
16002,2007,PRD_PT_MC
16002,2011,PAN_PRI_PVEM_PANAL
16002,2015,PRD_PT_PANAL
16002,2018,NA
16003,2001,PRD_PT_MC_PVEM_PAS_PSN
16003,2004,PRD
16003,2007,PRI
16003,2011,PRI_PVEM
16003,2015,PT_PES
16003,2018,NA
16004,1995,PRI
16004,2001,PRD_PT_MC_PVEM_PAS_PSN
16004,2004,PRI_PVEM
16004,2007,PRD_PT_MC
16004,2011,PRI_PVEM
16004,2015,PRD_PANAL
16004,2018,NA
16005,1995,PRD
16005,2001,PRI
16005,2004,PRD
16005,2007,PT
16005,2011,PAN_PANAL
16005,2015,PRI
16005,2018,NA
16006,1995,PRI
16006,1998,PRI
16006,2001,PRD_PT_MC_PVEM_PAS_PSN
16006,2004,PRD
16006,2007,PRD_PT_MC
16006,2011,PRI_PVEM
16006,2015,PAN
16006,2018,NA
16007,2001,PRI
16007,2004,PRD
16007,2007,PRI
16007,2011,PRD_PT_MC
16007,2015,PAN
16007,2018,NA
16008,1995,PRI
16008,1998,PRI
16008,2001,PRD_PT_MC_PVEM_PAS_PSN
16008,2004,PRI_PVEM
16008,2007,PRI
16008,2011,PRI_PVEM
16008,2015,PRD_PT_PANAL
16008,2018,NA
16009,1995,PRD
16009,1998,PRI
16009,2001,PRD_PT_MC_PVEM_PAS_PSN
16009,2004,PRI_PVEM
16009,2007,PRI
16009,2011,PAN
16009,2015,PRI
16009,2018,NA
16010,1995,PRI
16010,2001,PRI
16010,2004,PRD
16010,2007,PRI
16010,2011,PRI_PVEM
16010,2015,PRD_PT_PANAL
16010,2018,NA
16011,1995,PRI
16011,2001,PRD_PT_MC_PVEM_PAS_PSN
16011,2004,PRD
16011,2007,PRD_PT_MC
16011,2011,PRI_PVEM
16011,2015,PT
16011,2018,NA
16012,1995,PRI
16012,1998,PRD
16012,2001,PRD_PT_MC_PVEM_PAS_PSN
16012,2004,PRI_PVEM
16012,2007,PRD_PT_MC
16012,2011,PRI_PVEM
16012,2015,PRD_PANAL
16012,2018,NA
16013,1995,PRI
16013,2001,PRD_PT_MC_PVEM_PAS_PSN
16013,2004,PRI_PVEM
16013,2007,PRI
16013,2011,PRD_PT
16013,2015,PRI_PVEM
16013,2018,NA
16014,1995,PRI
16014,1998,PRI
16014,2001,PRD_PT_MC_PVEM_PAS_PSN
16014,2004,PRD
16014,2007,PRI
16014,2011,PAN_PANAL
16014,2015,PRD_PT
16014,2018,NA
16015,1995,PRI
16015,1998,PRD
16015,2001,PRI
16015,2004,PRI_PVEM
16015,2007,PRD_PT_MC
16015,2011,PRD_PT
16015,2015,PRD_PT
16015,2018,NA
16016,1995,PRI
16016,1998,PRI
16016,2001,PRI
16016,2004,PRD
16016,2007,PRD_PT_MC
16016,2011,PRD_MC
16016,2015,PRD_PANAL
16016,2018,NA
16017,1995,PRI
16017,2001,PRD_PT_MC_PVEM_PAS_PSN
16017,2004,PRI_PVEM
16017,2007,PRD_PT_MC
16017,2011,PRI_PVEM
16017,2015,PRI_PVEM
16017,2018,NA
16018,1995,PRD
16018,1998,PRD
16018,2001,PRD_PT_MC_PVEM_PAS_PSN
16018,2004,PRI_PVEM
16018,2007,PRD_PT_MC
16018,2011,PRI_PVEM
16018,2015,PRI_PVEM
16018,2018,NA
16019,1995,PRD
16019,2001,PRI
16019,2004,PRI_PVEM
16019,2007,PAN_PANAL
16019,2011,PAN_PANAL
16019,2015,PVEM
16019,2018,NA
16020,1995,PT
16020,1998,PRI
16020,2001,PAN
16020,2004,PRD
16020,2007,PRI
16020,2011,PAN_PANAL
16020,2015,PRD_PANAL
16020,2018,NA
16021,1995,PRD
16021,2001,PRI
16021,2004,PRI_PVEM
16021,2007,PRD_PT_MC
16021,2011,PRD_MC
16021,2015,NA
16021,2018,NA
16022,1995,PAN
16022,2001,PRD_PT_MC_PVEM_PAS_PSN
16022,2004,PAN
16022,2007,PRI
16022,2011,PRD_PT
16022,2015,PAN
16022,2018,NA
16023,1995,PRI
16023,2001,PRI
16023,2004,PRD
16023,2007,PRD_PT_MC
16023,2011,PAN_PANAL
16023,2015,PRI
16023,2018,NA
16024,1995,PRD
16024,2001,PRD_PT_MC_PVEM_PAS_PSN
16024,2004,PRD
16024,2007,NA
16025,1995,PRD
16025,2001,PRI
16025,2004,PRD
16025,2007,PRI
16025,2011,PRI_PVEM
16025,2015,PRI
16025,2018,NA
16026,1995,PRI
16026,1998,PRI
16026,2001,PRD_PT_MC_PVEM_PAS_PSN
16026,2004,PRD
16026,2007,PRD_PT_MC
16026,2011,PRD_PT
16026,2015,PRD_PT_PANAL
16026,2018,NA
16027,1995,PRD
16027,1998,PRI
16027,2001,PRD_PT_MC_PVEM_PAS_PSN
16027,2004,PRI_PVEM
16027,2007,PRD_PT_MC
16027,2011,PRI_PVEM
16027,2015,PRD_PT_PANAL
16027,2018,NA
16028,1995,PRI
16028,1998,PRI
16028,2001,PRD_PT_MC_PVEM_PAS_PSN
16028,2004,PRD
16028,2007,PRD_PT_MC
16028,2011,PRD_PT
16028,2015,PRI_PVEM
16028,2018,NA
16029,1995,PRD
16029,1998,PRD
16029,2001,PRI
16029,2004,PRD
16029,2007,PRD_PT_MC
16029,2011,PRI_PVEM
16029,2015,PRI_PVEM
16029,2018,NA
16030,2001,PRI
16030,2004,PRD
16030,2007,PRI
16030,2011,PAN_PANAL
16030,2015,PRI_PVEM
16030,2018,NA
16031,2001,PRI
16031,2004,PRI_PVEM
16031,2007,PRD_PT_MC
16031,2011,PRD_PT
16031,2015,PRD_PT_PANAL
16031,2018,NA
16032,1995,PRI
16032,1998,PRI
16032,2001,PRI
16032,2004,PRD
16032,2007,PRD_PT_MC
16032,2011,PAN_PANAL
16032,2015,PRI_PVEM
16032,2018,NA
16033,1995,PRD
16033,2001,PRD_PT_MC_PVEM_PAS_PSN
16033,2004,PRD
16033,2007,PRI
16033,2011,PRI_PVEM
16033,2015,PRD_PT_PES
16033,2018,NA
16034,1995,PAN
16034,1998,PAN
16034,2001,PAN
16034,2004,PRI_PVEM
16034,2007,PAN
16034,2011,PRI_PVEM
16034,2015,PRI_PVEM
16034,2018,NA
16035,1998,PRI
16035,2001,PRD_PT_MC_PVEM_PAS_PSN
16035,2004,PRD
16035,2007,PRI
16035,2011,PRI_PVEM
16035,2015,PRI_PVEM
16035,2018,NA
16036,1995,PRI
16036,1998,PRI
16036,2001,PRD_PT_MC_PVEM_PAS_PSN
16036,2004,PRI_PVEM
16036,2007,PAN
16036,2011,PRI
16036,2015,PRD_PANAL
16036,2018,NA
16037,1995,PRD
16037,1998,PRD
16037,2001,PRD_PT_MC_PVEM_PAS_PSN
16037,2004,PRD
16037,2007,PRD_PT_MC
16037,2011,PAN_PANAL
16037,2015,PRD_PT
16037,2018,NA
16038,1998,PRI
16038,2001,PRI
16038,2004,PRD
16038,2007,PRI
16038,2011,PRI_PVEM
16038,2015,PRD
16038,2018,NA
16039,1995,PRI
16039,2001,PRD_PT_MC_PVEM_PAS_PSN
16039,2004,PRD
16039,2007,PRI
16039,2011,PRI_PVEM
16039,2015,PRI_PVEM
16039,2018,NA
16040,1998,PRI
16040,2001,PRD_PT_MC_PVEM_PAS_PSN
16040,2004,PRI_PVEM
16040,2007,PRD_PT_MC
16040,2011,PRI_PVEM
16040,2015,PRI_PVEM
16040,2018,NA
16041,2001,PRD_PT_MC_PVEM_PAS_PSN
16041,2004,PRI_PVEM
16041,2007,PRD_PT_MC
