uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
16001,1993,PRI,JOSE GUADALUPE VILLASEÑOR G
16001,1994,PRI,JOSE GUADALUPE VILLASEÑOR G
16001,1995,PRI,JOSE GUADALUPE VILLASEÑOR G
16001,1996,PRI,LUIS ARRIOLA MAULEON
16001,1997,PRI,LUIS ARRIOLA MAULEON
16001,1998,PRI,LUIS ARRIOLA MAULEON
16001,1999,PRD,GUILLERMO GUILLEN VILLASEÑOR
16001,2000,PRD,GUILLERMO GUILLEN VILLASEÑOR
16001,2001,PRD,GUILLERMO GUILLEN VILLASEÑOR
16001,2002,CUPM,MIGUEL VILLASEÑOR GOMEZ
16001,2003,CUPM,MIGUEL VILLASEÑOR GOMEZ
16001,2004,CUPM,MIGUEL VILLASEÑOR GOMEZ
16001,2005,COALICIoN,ISIDRO CORTES ESQUIVEL
16001,2006,COALICIoN,ISIDRO CORTES ESQUIVEL
16001,2007,COALICIoN,ISIDRO CORTES ESQUIVEL
16001,2008,PRI,FRANCISCO GOMEZ OLIVOS
16001,2009,PRI,FRANCISCO GOMEZ OLIVOS
16001,2010,PRI,FRANCISCO GOMEZ OLIVOS
16001,2011,PRI,FRANCISCO GOMEZ OLIVOS
16001,2012,CC,ROGELIO AYALA CORTES
16001,2013,CC,ROGELIO AYALA CORTES
16001,2014,CC,ROGELIO AYALA CORTES
16001,2015,CC,ROGELIO AYALA CORTES
16001,2016,COAL,JESUS HERNANDEZ EGUIZA
16001,2017,COAL,JESUS HERNANDEZ EGUIZA
16001,2018,COAL,JESUS HERNANDEZ EGUIZA
16001,2019,COAL,MA MISAELA HERNANDEZ FONCECA
16001,2020,COAL,MA MISAELA HERNANDEZ FONCECA
16001,2021,COAL,MA MISAELA HERNANDEZ FONCECA
16001,2022,PT,MIGUEL ANGEL VILLASEÑOR ARREOLA
16001,2023,PT,MIGUEL ANGEL VILLASEÑOR ARREOLA
16001,2024,PT,MIGUEL ANGEL VILLASEÑOR ARREOLA
16002,1993,PRD,MOISES CEBALLOS CEJA
16002,1994,PRD,MOISES CEBALLOS CEJA
16002,1995,PRD,MOISES CEBALLOS CEJA
16002,1996,PRD,JOSE MARIA AGUIRRE MEDINA
16002,1997,PRD,JOSE MARIA AGUIRRE MEDINA
16002,1998,PRD,JOSE MARIA AGUIRRE MEDINA
16002,1999,PRD,RAUL PEÑA PIMENTEL
16002,2000,PRD,RAUL PEÑA PIMENTEL
16002,2001,PRD,RAUL PEÑA PIMENTEL
16002,2002,CUPM,IRINEO MENDOZA MENDOZA
16002,2003,CUPM,IRINEO MENDOZA MENDOZA
16002,2004,CUPM,IRINEO MENDOZA MENDOZA
16002,2005,PRD,MIGUEL AVILA SANCHEZ
16002,2006,PRD,MIGUEL AVILA SANCHEZ
16002,2007,PRD,MIGUEL AVILA SANCHEZ
16002,2008,COAL,ADALBERTO FRUCTUOSO COMPARAN RODRIGUEZ
16002,2009,COAL,ADALBERTO FRUCTUOSO COMPARAN RODRIGUEZ
16002,2010,COAL,ADALBERTO FRUCTUOSO COMPARAN RODRIGUEZ
16002,2011,COAL,ADALBERTO FRUCTUOSO COMPARAN RODRIGUEZ
16002,2012,CC,JESUS CRUZ VALENCIA
16002,2013,CC,JESUS CRUZ VALENCIA
16002,2014,CC,JESUS CRUZ VALENCIA
16002,2015,COAL,ISRAEL MENDOZA MENDOZA
16002,2016,COAL,ISRAEL MENDOZA MENDOZA
16002,2017,COAL,ISRAEL MENDOZA MENDOZA
16002,2018,COAL,ISRAEL MENDOZA MENDOZA
16002,2019,PRI,OSVALDO MALDONADO ZEPEDA
16002,2020,PRI,OSVALDO MALDONADO ZEPEDA
16002,2021,PRI,OSVALDO MALDONADO ZEPEDA
16002,2022,PVEM,CESAR ARTURO VALENCIA CABALLERO
16002,2023,PVEM,CESAR ARTURO VALENCIA CABALLERO
16002,2024,PVEM,CESAR ARTURO VALENCIA CABALLERO
16003,1993,PRD,JOSE ANTONIO MORENO DIAZ
16003,1994,PRD,JOSE ANTONIO MORENO DIAZ
16003,1995,PRD,JOSE ANTONIO MORENO DIAZ
16003,1996,PRI,FELIPE VIVANCO ROJAS
16003,1997,PRI,FELIPE VIVANCO ROJAS
16003,1998,PRI,FELIPE VIVANCO ROJAS
16003,1999,PRI,MIGUEL LOPEZ TAPIA
16003,2000,PRI,MIGUEL LOPEZ TAPIA
16003,2001,PRI,MIGUEL LOPEZ TAPIA
16003,2002,CUPM,JOSE ANTONIO MORENO DIAZ
16003,2003,CUPM,JOSE ANTONIO MORENO DIAZ
16003,2004,CUPM,JOSE ANTONIO MORENO DIAZ
16003,2005,PRD,ISMAEL LEMUS LOE
16003,2006,PRD,ISMAEL LEMUS LOE
16003,2007,PRD,ISMAEL LEMUS LOE
16003,2008,PRI,RAYMUNDO ALCARAZ ANDRADE
16003,2009,PRI,RAYMUNDO ALCARAZ ANDRADE
16003,2010,PRI,RAYMUNDO ALCARAZ ANDRADE
16003,2011,PRI,RAYMUNDO ALCARAZ ANDRADE
16003,2012,CC,JOSE DE JESUS RUBEN SANCHEZ JUAREZ
16003,2013,CC,JOSE DE JESUS RUBEN SANCHEZ JUAREZ
16003,2014,CC,JOSE DE JESUS RUBEN SANCHEZ JUAREZ
16003,2015,CC,JOSE DE JESUS RUBEN SANCHEZ JUAREZ
16003,2016,COAL,JUAN CARLOS ARREYGUE NUÑEZ
16003,2017,COAL,JUAN CARLOS ARREYGUE NUÑEZ
16003,2018,COAL,JUAN CARLOS ARREYGUE NUÑEZ
16003,2019,PRI,ADAN SANCHEZ LOPEZ
16003,2020,PRI,ADAN SANCHEZ LOPEZ
16003,2021,PRI,ADAN SANCHEZ LOPEZ
16003,2022,PES,FERNANDO SANCHEZ JUAREZ
16003,2023,PES,FERNANDO SANCHEZ JUAREZ
16003,2024,PES,FERNANDO SANCHEZ JUAREZ
16004,1993,PRI,VICTORINO CERVANTES MENDEZ
16004,1994,PRI,VICTORINO CERVANTES MENDEZ
16004,1995,PRI,VICTORINO CERVANTES MENDEZ
16004,1996,PRI,HERMINIO GRANADOS SERVIN
16004,1997,PRI,HERMINIO GRANADOS SERVIN
16004,1998,PRI,HERMINIO GRANADOS SERVIN
16004,1999,PRI,JOSE ALFREDO GUTIERREZ VALENCIA
16004,2000,PRI,JOSE ALFREDO GUTIERREZ VALENCIA
16004,2001,PRI,JOSE ALFREDO GUTIERREZ VALENCIA
16004,2002,CUPM,NOEL GONZALEZ GOMEZ
16004,2003,CUPM,NOEL GONZALEZ GOMEZ
16004,2004,CUPM,NOEL GONZALEZ GOMEZ
