ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
4,CAMPECHE,1,CAMPECHE,20,32,2636,3969,1060,65,45,30,385,783,41,910,98,,10022,385,10407,14293,0.7281
4,CAMPECHE,2,CALKINI,21,44,672,5923,271,468,126,154,2970,6215,4,40,268,,17111,632,17743,22691,0.7819
4,CAMPECHE,3,CARMEN,26,51,9166,6805,219,161,55,109,167,2220,41,22,411,,19376,596,19972,28670,0.6966
4,CAMPECHE,4,CHAMPOTON,22,44,3195,5945,1409,154,265,684,678,2340,57,643,337,,15707,606,16313,23378,0.6978
4,CAMPECHE,5,HECELCHAKAN,6,11,2111,1440,25,61,5,31,35,181,13,1331,67,,5300,129,5429,6585,0.8244
4,CAMPECHE,6,HOPELCHEN,19,29,4641,4596,77,33,155,61,439,402,3,0,139,,10546,245,10791,14350,0.752
4,CAMPECHE,8,TENABO,3,4,464,538,19,3,4,0,68,22,0,0,24,,1142,26,1168,1363,0.8569
4,CAMPECHE,9,ESCARCEGA,4,7,501,1211,716,18,12,14,20,16,1,0,66,,2575,92,2667,4035,0.6609
4,CAMPECHE,11,CALAKMUL,4,7,950,1070,60,8,8,13,83,51,0,5,48,,2296,47,2343,3191,0.7342
