ID_ESTADO,NOMBRE_ESTADO,DISTRITOS_LOCALES,MUNICIPIOS,SECCIONES,CASILLAS,NA,PAN_PRD_MC,PRI_PVEM,PT_MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,OBSERVACIONES,RUTA_ACTA
30,VERACRUZ,30,212,4812,10595,36404,1453938,528663,1667239,3686244,784,99893,3786921,5775918,,
