CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2347,E   ,1,0,E01,114,27,20,4,11,19,4,205,2,4,2,0,0,1,2,0,0,4,419,0,9,428,665,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2348,B  ,1,0,B,108,18,10,4,6,27,3,142,4,3,0,1,0,1,3,1,0,1,332,0,7,339,551,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2348,C  ,1,0,C01,127,26,15,2,7,30,3,137,1,3,1,3,0,0,2,1,0,1,359,0,10,369,550,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2349,B  ,1,0,B,56,17,5,5,8,3,2,173,3,2,0,0,0,1,3,2,0,2,282,0,6,288,461,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2349,C  ,1,0,C01,59,16,7,1,5,9,1,185,2,1,0,0,0,0,2,2,1,1,292,0,2,294,460,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2358,B  ,1,0,B,92,17,21,3,6,12,2,156,2,0,3,1,0,1,4,1,0,4,325,0,9,334,551,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2358,C  ,1,0,C01,99,29,22,2,12,22,1,133,1,0,0,0,0,0,4,0,0,1,326,0,9,335,551,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2358,C  ,2,0,C02,104,15,19,1,6,16,7,148,1,4,0,2,0,1,6,0,0,0,330,0,7,337,551,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2359,B  ,1,0,B,128,25,11,4,3,10,3,199,4,0,3,3,0,1,4,2,0,0,400,0,9,409,711,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2359,C  ,1,0,C01,107,0,9,1,15,17,2,229,2,3,3,0,1,0,2,0,0,0,391,0,32,423,711,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2360,B  ,1,0,B,106,13,11,2,10,19,4,169,0,4,2,3,0,0,1,0,0,4,348,0,13,361,692,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2360,C  ,1,0,C01,73,13,8,4,4,11,5,105,4,3,0,0,0,1,0,1,0,0,232,0,10,242,691,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2360,E   ,1,0,E01,76,11,11,7,6,4,2,110,1,1,2,2,0,0,2,0,1,0,236,0,3,239,397,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2360,E,1,1,E01C01,73,13,8,4,4,11,5,105,4,3,0,0,0,1,0,1,0,0,232,0,10,242,396,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2361,B  ,1,0,B,73,44,16,8,5,9,2,129,4,1,0,0,0,0,3,1,1,3,299,0,9,308,399,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2362,B  ,1,0,B,49,17,4,2,3,4,3,110,0,0,0,0,0,1,3,2,0,0,198,0,2,200,337,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2363,B  ,1,0,B,86,32,15,1,9,4,3,105,2,0,0,0,0,1,3,0,0,1,262,0,7,269,415,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2363,C  ,1,0,C01,87,33,13,2,6,7,2,113,1,1,2,1,0,1,1,0,0,1,271,0,9,280,414,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2363,E   ,1,0,E01,88,34,6,6,10,9,2,202,3,1,0,0,0,1,3,3,0,1,369,0,7,376,619,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2364,B  ,1,0,B,60,28,10,2,4,16,1,109,3,2,2,0,0,2,0,1,0,1,241,0,11,252,362,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2364,E   ,1,0,E01,34,1,8,1,1,3,1,101,0,0,1,0,1,0,0,1,0,0,153,0,4,157,251,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2365,B  ,1,0,B,176,34,9,3,4,11,4,140,1,1,0,1,0,0,0,0,1,0,385,0,10,395,526,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2366,B  ,1,0,B,118,31,5,6,13,20,4,175,1,0,0,0,0,1,3,1,0,3,381,0,6,387,567,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2367,B  ,1,0,B,182,24,15,2,6,20,9,215,6,7,3,0,0,1,3,1,0,4,498,0,16,514,750,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2367,E   ,1,0,E01,67,12,8,2,6,3,4,132,1,6,0,1,0,2,5,0,0,0,249,0,1,250,389,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2368,B  ,1,0,B,155,25,20,0,12,44,6,142,2,0,1,1,2,0,1,2,0,1,414,0,11,425,644,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2369,B  ,1,0,B,60,35,10,7,5,6,5,122,2,0,0,1,0,0,0,1,0,0,254,0,10,264,365,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2370,B  ,1,0,B,72,11,7,0,2,2,2,47,0,2,1,0,0,0,0,0,0,0,146,0,5,151,199,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2371,B  ,1,0,B,88,33,20,2,5,4,4,99,1,4,1,2,0,1,1,2,0,1,268,0,2,270,377,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2372,B  ,1,0,B,100,37,11,2,4,17,6,158,0,4,1,1,2,0,8,0,0,3,354,0,12,366,553,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,103,MARTINEZ DE LA TORRE,2373,B  ,1,0,B,114,34,21,1,7,7,4,96,3,4,4,1,1,0,2,1,0,0,300,0,6,306,437,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2319,B  ,1,0,B,125,63,103,10,4,7,20,54,3,1,7,0,0,1,2,0,0,0,400,0,13,413,569,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2320,B  ,1,0,B,36,18,20,0,0,1,2,8,0,0,2,1,0,0,0,0,0,0,88,0,2,90,118,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2321,B  ,1,0,B,50,53,62,2,10,5,4,101,1,1,1,0,0,1,1,0,0,1,293,0,10,303,407,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2322,B  ,1,0,B,27,27,8,1,2,1,1,32,1,0,0,0,0,0,1,0,0,0,101,0,3,104,158,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2323,B  ,1,0,B,56,49,53,9,3,1,4,83,4,2,0,0,0,0,0,0,0,0,264,0,4,268,406,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2325,B  ,1,0,B,71,49,149,7,1,5,0,97,0,2,2,0,0,0,4,0,0,0,387,0,4,391,545,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2326,B  ,1,0,B,63,14,70,13,6,2,12,102,3,3,3,0,0,0,1,0,0,0,292,0,12,304,426,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2326,C  ,1,0,C01,58,8,66,3,1,2,10,95,2,1,1,0,0,0,0,1,0,1,249,0,6,255,425,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2326,E   ,1,0,E01,102,71,132,2,5,3,5,77,1,2,4,3,0,1,0,0,0,0,408,0,11,419,617,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2333,B  ,1,0,B,45,22,37,8,3,2,9,100,3,0,2,0,0,0,2,0,1,0,234,0,11,245,322,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2334,B  ,1,0,B,81,32,106,6,3,6,25,128,4,1,6,0,0,0,2,0,1,0,401,0,7,408,559,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2335,B  ,1,0,B,54,56,45,2,5,6,1,91,2,4,3,0,0,2,1,1,0,0,273,0,9,282,375,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2336,B  ,1,0,B,50,70,160,4,7,8,2,107,3,3,2,1,0,0,1,1,0,0,419,0,7,426,582,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2337,B  ,1,0,B,41,28,17,1,1,5,1,45,1,0,1,0,0,0,0,2,0,1,144,0,4,148,231,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2338,B  ,1,0,B,72,56,14,1,2,2,3,47,4,2,1,1,0,1,0,0,0,0,206,0,7,213,332,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2338,E   ,1,0,E01,106,64,26,7,2,2,4,67,1,1,3,1,0,0,0,0,0,1,285,0,7,292,419,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2339,B  ,1,0,B,82,78,52,5,6,6,7,215,4,1,2,0,0,3,3,3,0,0,467,0,11,478,729,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2339,C  ,1,0,C01,87,75,44,5,11,10,7,197,2,0,2,0,0,0,2,1,0,0,443,0,14,457,728,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2339,E   ,1,0,E01,66,87,35,11,6,8,1,178,6,1,1,0,0,2,4,3,0,0,409,0,7,416,693,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2340,B  ,1,0,B,76,36,25,7,4,4,5,142,1,1,0,0,0,3,1,0,0,0,305,0,0,305,505,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2340,C  ,1,0,C01,115,58,18,4,4,3,1,108,3,4,0,0,1,2,0,2,1,1,325,0,5,330,504,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2341,B  ,1,0,B,112,122,22,6,6,3,4,120,6,4,2,1,0,3,2,1,0,3,417,0,10,427,704,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2341,C  ,1,0,C01,77,104,24,7,4,5,0,165,4,2,1,2,0,2,3,0,1,1,402,0,6,408,704,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2341,C  ,2,0,C02,86,125,37,10,9,3,7,138,3,3,5,1,0,3,0,1,0,0,431,0,13,444,704,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2342,B  ,1,0,B,69,27,75,7,4,3,6,166,1,2,2,0,0,1,0,1,1,1,366,0,11,377,629,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2342,C  ,1,0,C01,69,31,51,1,5,9,5,165,3,2,2,1,1,1,0,1,1,0,348,0,6,354,629,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2343,B  ,1,0,B,60,38,61,0,4,10,7,150,2,1,6,0,0,2,1,1,0,0,343,0,5,348,662,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2343,C  ,1,0,C01,67,38,55,3,7,9,8,156,1,1,1,0,0,2,3,0,0,1,352,0,6,358,662,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2344,B  ,1,0,B,60,37,89,2,6,14,7,154,7,2,2,0,1,0,1,2,1,0,385,0,8,393,615,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2344,C  ,1,0,C01,55,57,93,5,2,9,6,142,2,3,3,0,1,0,1,0,0,0,379,0,10,389,614,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2345,B  ,1,0,B,72,24,26,2,4,13,5,143,1,0,1,0,0,1,0,1,0,0,293,0,3,296,439,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2346,B  ,1,0,B,22,22,27,0,3,0,0,33,1,1,1,0,0,0,0,0,0,0,110,0,2,112,200,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2351,B  ,1,0,B,99,82,40,0,7,7,6,139,2,4,4,0,0,3,1,2,1,1,398,0,10,408,647,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2351,E   ,1,0,E01,47,34,19,3,6,4,2,58,4,1,4,0,1,0,2,0,0,0,185,0,5,190,256,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2352,B  ,1,0,B,29,61,66,4,6,5,2,121,3,0,1,1,0,0,2,1,0,0,302,0,7,309,497,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2352,C  ,1,0,C01,29,35,110,3,4,5,16,102,1,3,0,0,0,0,2,0,0,0,310,0,8,318,497,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2353,B  ,1,0,B,30,40,95,5,6,14,3,83,1,1,2,1,0,1,2,4,0,1,289,0,6,295,488,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2353,C  ,1,0,C01,34,33,60,3,4,12,1,122,3,1,6,0,0,0,0,0,0,0,279,0,5,284,487,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2354,B  ,1,0,B,69,53,45,2,3,5,2,113,3,2,4,0,0,0,0,0,0,0,301,0,10,311,481,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2354,C  ,1,0,C01,80,43,53,3,6,3,4,97,1,2,4,0,1,4,2,0,0,1,304,0,7,311,481,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2355,B  ,1,0,B,46,84,41,5,2,3,4,100,1,0,6,0,0,0,0,0,0,1,293,0,4,297,430,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2355,E   ,1,0,E01,56,56,70,0,4,1,4,65,0,0,2,2,0,0,0,1,0,1,262,0,7,269,419,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2356,B  ,1,0,B,73,72,43,2,8,1,6,120,7,1,2,0,0,2,0,0,0,1,338,0,9,347,547,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2356,C  ,1,0,C01,75,77,57,2,4,5,4,132,3,3,4,0,0,2,2,0,0,1,371,0,7,378,546,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2357,B  ,1,0,B,48,73,54,0,2,4,9,96,2,0,3,0,0,0,1,0,0,0,292,0,1,293,403,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,211,SAN RAFAEL,2357,C  ,1,0,C01,65,56,44,1,3,2,4,85,3,1,1,0,0,0,1,2,0,0,268,0,7,275,402,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3673,B  ,1,0,B,82,42,20,29,14,15,3,188,3,0,0,1,0,3,0,2,0,1,403,0,8,411,693,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3674,B  ,1,0,B,64,38,16,17,4,9,3,161,4,0,0,0,0,0,10,0,0,4,330,0,10,340,526,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3674,C  ,1,0,C01,72,54,11,6,5,7,6,171,2,1,0,0,0,1,3,0,0,0,339,0,9,348,526,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3676,B  ,1,0,B,55,69,8,14,4,29,1,25,0,1,0,0,5,5,0,0,0,0,216,0,0,216,280,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3676,E   ,1,0,E01,70,47,7,6,0,13,0,7,1,5,0,0,0,0,1,0,0,0,157,0,3,160,201,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3677,B  ,1,0,B,159,87,13,19,3,9,3,72,0,3,0,2,0,2,0,0,0,1,373,1,10,384,510,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3677,C  ,1,0,C01,167,79,12,35,9,11,3,61,2,0,3,0,0,2,3,0,0,0,387,0,14,401,510,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3680,B  ,1,0,B,145,64,9,18,4,13,1,69,1,2,1,1,0,1,0,1,0,0,330,0,12,342,614,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3681,B  ,1,0,B,79,32,18,13,2,11,1,38,1,1,1,0,0,1,1,1,1,0,201,0,6,207,310,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3681,E   ,1,0,E01,60,28,0,6,3,6,4,39,2,0,0,0,0,2,1,0,0,1,152,0,9,161,245,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3682,B  ,1,0,B,84,30,10,4,4,11,1,57,3,3,0,0,0,0,1,1,0,1,210,0,5,215,323,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3683,B  ,1,0,B,116,38,24,7,5,7,1,31,0,1,1,0,1,1,1,0,0,0,234,0,9,243,383,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3683,C  ,1,0,C01,136,26,24,5,4,12,3,44,2,2,0,0,0,0,0,0,0,0,258,0,11,269,383,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3683,E   ,1,0,E01,91,40,3,7,7,4,2,63,1,0,0,0,0,2,0,0,2,1,223,0,9,232,395,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3684,B  ,1,0,B,83,29,8,1,3,5,3,37,1,2,1,1,0,1,2,0,0,0,177,0,9,186,324,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3685,B  ,1,0,B,27,34,4,5,3,6,0,30,0,0,0,0,0,0,2,0,0,0,111,0,4,115,159,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3686,B  ,1,0,B,45,39,12,10,14,8,3,123,4,0,0,0,0,1,3,0,0,0,262,0,7,269,477,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3686,C  ,1,0,C01,46,37,10,8,13,9,3,122,2,1,0,0,0,1,3,2,0,1,258,0,11,269,477,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3687,B  ,1,0,B,153,101,7,29,9,23,5,118,1,1,1,0,0,3,0,1,0,3,455,0,19,474,743,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3688,B  ,1,0,B,124,35,13,10,3,10,6,119,3,3,2,0,1,2,0,3,0,1,335,0,10,345,587,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3688,C  ,1,0,C01,125,44,16,12,2,14,5,123,4,4,0,4,0,6,2,0,0,0,361,0,5,366,586,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3688,C  ,2,0,C02,128,44,11,14,4,14,2,107,2,1,1,3,1,2,2,0,0,1,337,0,16,353,586,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3690,B  ,1,0,B,80,51,12,6,10,27,7,78,1,2,2,0,0,1,1,0,0,0,278,0,8,286,396,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3690,C  ,1,0,C01,73,37,12,8,8,34,1,86,0,3,0,3,0,2,3,0,0,0,270,0,9,279,395,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3690,E   ,1,0,E01,28,64,25,7,3,6,0,42,0,2,0,1,0,1,0,2,0,0,181,0,7,188,254,ACTA LEVANTADA EN CONSEJO ,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3691,B  ,1,0,B,150,74,15,38,10,25,4,102,3,4,1,1,0,3,0,1,0,0,431,0,11,442,591,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3692,B  ,1,0,B,75,93,15,49,11,13,2,73,2,0,1,0,0,6,2,1,1,1,345,0,13,358,489,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3692,C  ,1,0,C01,100,62,12,27,4,17,2,96,3,3,1,0,0,3,6,0,0,0,336,0,9,345,489,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3693,B  ,1,0,B,57,33,7,6,3,11,1,15,2,1,2,0,0,2,1,2,0,0,143,0,9,152,247,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3694,B  ,1,0,B,145,31,5,12,1,23,2,34,2,1,0,2,0,0,1,0,0,2,261,0,9,270,381,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3694,C  ,1,0,C01,127,27,4,15,4,25,6,48,2,0,1,1,0,0,1,0,0,0,261,0,3,264,380,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3695,B  ,1,0,B,109,68,10,7,10,30,4,162,4,4,3,2,1,3,4,1,0,3,425,0,15,440,738,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,3696,B  ,1,0,B,111,57,8,17,4,8,3,111,2,3,0,1,0,2,0,2,0,2,331,0,11,342,491,GRUPO DE RECUENTO,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,4758,B  ,1,0,B,57,42,14,3,5,8,1,110,3,3,1,0,0,0,0,0,0,0,247,0,4,251,354,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,4759,B  ,1,0,B,102,56,18,10,7,13,2,231,10,0,0,0,0,1,11,0,0,0,461,0,11,472,730,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,4759,S,1,0,S01,46,14,6,1,2,5,0,81,0,2,0,0,0,1,1,1,0,1,161,0,2,163,,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,4760,B  ,1,0,B,79,35,12,10,8,12,3,105,3,0,3,0,0,0,5,2,0,1,278,0,5,283,468,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,4761,B  ,1,0,B,77,39,11,14,6,5,3,163,4,1,0,0,0,1,2,0,0,3,329,0,10,339,481,ACTA CASILLA,,,
3,30,VERACRUZ,7,MARTINEZ DE LA TORRE,158,TECOLUTLA,4762,B  ,1,0,B,85,58,2,15,6,22,3,160,3,1,0,0,0,1,2,3,0,5,366,0,15,381,577,GRUPO DE RECUENTO,,,
