ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,43,COETZALA,2,3,340,285,19,13,25,45,8,445,8,2,3,0,0,22,9,0,0,2,1226,0,34,1260,1687,
30,VERACRUZ,44,COLIPA,6,10,253,124,1739,59,54,20,21,851,19,7,16,1,4,3,8,7,1,4,3191,0,82,3273,4446,
30,VERACRUZ,45,COMAPA,10,26,3964,2913,112,223,120,95,52,1926,47,42,13,7,6,43,18,4,2,9,9596,0,294,9890,14197,
30,VERACRUZ,46,CORDOBA,114,272,25846,12535,1267,1267,2671,1188,1369,52136,1214,483,187,92,32,452,1050,351,44,336,102520,37,2325,104882,153995,
30,VERACRUZ,47,COSAMALOAPAN,41,84,8421,3304,859,231,706,432,182,10701,169,134,115,29,8,95,180,108,27,62,25763,1,734,26498,42021,
30,VERACRUZ,48,COSAUTLAN DE CARVAJAL,9,21,3532,1277,151,48,161,93,62,1679,43,68,61,12,3,32,31,14,2,19,7288,0,298,7586,11082,
30,VERACRUZ,49,COSCOMATEPEC,22,59,4120,5078,3244,296,484,322,326,6104,216,153,262,23,17,187,101,55,10,55,21053,3,938,21994,35511,
30,VERACRUZ,50,COSOLEACAQUE,68,160,7125,6339,883,394,1239,476,413,35993,532,168,101,24,14,181,689,248,23,176,55018,3,1146,56167,87773,
30,VERACRUZ,51,COTAXTLA,14,30,4217,914,106,140,246,168,94,4622,216,80,39,17,2,37,85,38,5,53,11079,1,245,11325,15942,
30,VERACRUZ,52,COXQUIHUI,9,19,3354,1123,266,295,142,76,37,1570,54,54,51,2,0,56,34,7,1,6,7128,0,205,7333,10578,
30,VERACRUZ,53,COYUTLA,11,27,4846,808,282,51,392,136,132,4246,107,60,62,11,2,11,74,19,4,15,11258,1,422,11681,15731,
30,VERACRUZ,54,CUICHAPA,7,15,1994,1074,57,33,108,84,40,2438,35,52,15,8,1,34,34,23,4,16,6050,1,142,6193,8753,
30,VERACRUZ,55,CUITLAHUAC,17,38,3060,1339,227,437,272,233,138,6333,139,38,17,10,5,42,85,37,9,41,12462,1,401,12864,20135,
30,VERACRUZ,207,EL HIGO,16,28,2220,2013,166,108,235,136,107,4350,116,33,17,8,1,50,93,41,10,23,9727,3,299,10029,14404,
30,VERACRUZ,67,EMILIANO ZAPATA,34,88,10070,4050,953,378,620,284,503,13140,282,209,230,28,6,123,238,97,11,65,31287,14,620,31921,49145,
30,VERACRUZ,68,ESPINAL,14,36,3182,2452,1742,127,234,149,126,3481,92,87,121,4,6,64,55,23,2,22,11969,0,353,12322,18923,
30,VERACRUZ,69,FILOMENO MATA,5,16,2034,1545,139,105,337,953,47,1371,64,30,5,11,1,27,13,7,1,2,6692,0,141,6833,9791,
30,VERACRUZ,70,FORTIN,27,80,8770,2665,645,420,802,442,355,16050,380,167,84,36,6,85,314,84,16,93,31414,6,726,32146,47450,
30,VERACRUZ,71,GUTIERREZ ZAMORA,23,35,3047,1224,521,237,317,1753,148,3989,116,94,24,36,7,23,88,32,5,23,11684,0,310,11994,18098,
30,VERACRUZ,72,HIDALGOTITLAN,12,27,3896,1016,271,62,179,125,84,2163,45,109,61,12,2,13,34,15,2,6,8095,0,243,8338,12300,
30,VERACRUZ,73,HUATUSCO,26,72,9587,4020,631,1136,401,351,208,9599,304,275,125,44,10,264,142,53,8,69,27227,5,837,28069,40664,
30,VERACRUZ,74,HUAYACOCOTLA,18,31,1507,1352,2079,83,933,192,109,2776,82,78,114,5,4,27,90,54,8,15,9508,1,414,9923,13697,
30,VERACRUZ,75,HUEYAPAN DE OCAMPO,27,55,5458,2070,793,170,786,378,272,6698,266,136,92,24,11,45,259,91,21,56,17626,3,704,18333,29441,
30,VERACRUZ,76,HUILOAPAN DE CUAUHTEMOC,4,9,833,208,52,30,75,153,43,1712,42,34,4,3,1,4,25,11,0,4,3234,0,66,3300,4976,
30,VERACRUZ,77,IGNACIO DE LA LLAVE,16,26,4010,1859,78,100,97,91,65,1656,33,44,61,7,0,59,16,14,0,13,8203,0,297,8500,13054,
30,VERACRUZ,78,ILAMATLAN,13,21,1209,801,141,51,626,1958,44,802,136,15,14,4,3,10,9,10,0,7,5840,0,318,6158,8615,
30,VERACRUZ,79,ISLA,17,50,6686,1239,286,175,640,281,178,5824,148,130,79,42,1,56,153,67,2,43,16030,0,638,16668,28743,
30,VERACRUZ,80,IXCATEPEC,8,16,1373,917,1695,126,112,69,50,1643,54,20,32,3,7,24,19,13,1,5,6163,0,161,6324,8795,
30,VERACRUZ,81,IXHUACAN DE LOS REYES,5,14,2196,2304,298,25,36,30,42,485,22,15,29,2,1,57,7,2,1,8,5560,0,146,5706,7698,
30,VERACRUZ,82,IXHUATLAN DE MADERO,33,62,7632,3680,1635,257,709,315,336,6940,233,120,248,21,8,51,138,43,5,33,22404,4,1080,23488,33434,
30,VERACRUZ,83,IXHUATLAN DEL CAFE,11,26,3046,1422,440,206,305,227,106,3308,123,64,55,11,4,69,85,25,8,30,9534,0,306,9840,15619,
30,VERACRUZ,84,IXHUATLAN DEL SURESTE,8,23,880,535,975,25,175,74,50,4763,65,34,42,1,11,8,97,39,9,26,7809,0,182,7991,11904,
30,VERACRUZ,85,IXHUATLANCILLO,7,25,2099,519,1020,217,350,146,110,3555,164,102,93,10,11,19,123,34,19,35,8626,5,392,9023,14893,
30,VERACRUZ,86,IXMATLAHUACAN,7,11,1493,305,65,29,96,84,38,842,21,11,15,4,4,7,16,2,0,5,3037,0,71,3108,4809,
30,VERACRUZ,87,IXTACZOQUITLAN,32,79,8631,2587,725,357,771,503,326,15931,387,188,104,30,7,83,320,119,11,90,31170,9,782,31961,46008,
30,VERACRUZ,88,JALACINGO,18,49,6863,2355,371,1239,413,290,161,4108,112,97,88,27,0,93,53,43,3,26,16342,1,672,17015,26393,
30,VERACRUZ,90,JALCOMULCO,4,7,471,237,302,14,47,446,10,880,16,22,10,12,2,2,10,4,1,4,2490,2,50,2542,4020,
30,VERACRUZ,91,JALTIPAN,33,58,4879,1990,233,97,311,147,106,10977,154,107,50,10,7,52,197,56,7,45,19425,1,367,19793,29572,
30,VERACRUZ,92,JAMAPA,8,15,2403,783,79,158,84,120,45,1368,123,74,43,14,12,44,37,15,3,10,5415,0,139,5554,8490,
30,VERACRUZ,93,JESUS CARRANZA,22,43,2573,999,668,148,308,320,153,5296,134,122,110,17,10,15,144,49,9,56,11131,0,417,11548,18747,
30,VERACRUZ,94,JILOTEPEC,9,20,2262,1322,215,60,179,121,78,2832,80,60,35,9,2,39,51,26,2,11,7384,1,193,7578,11364,
30,VERACRUZ,168,JOSE AZUETA,19,34,3069,1051,223,241,274,197,137,3830,96,39,54,6,6,33,72,44,5,38,9415,0,370,9785,17540,
30,VERACRUZ,95,JUAN RODRIGUEZ CLARA,22,46,6151,2575,419,114,254,196,85,4064,82,138,98,25,8,124,77,38,8,24,14480,4,494,14978,25823,
30,VERACRUZ,96,JUCHIQUE DE FERRER,18,26,2009,774,831,617,213,115,53,2239,95,67,173,4,14,111,58,9,12,10,7404,1,418,7823,11735,
30,VERACRUZ,17,LA ANTIGUA,21,39,6030,1242,184,152,328,151,82,5258,96,98,53,22,2,36,103,41,7,23,13908,7,309,14224,23101,
30,VERACRUZ,128,LA PERLA,8,26,5897,759,248,487,90,197,61,750,39,173,102,41,3,167,9,10,2,10,9045,2,409,9456,14046,
30,VERACRUZ,97,LANDERO Y COSS,2,3,614,61,29,12,12,10,49,161,2,6,0,1,0,3,0,0,2,0,962,0,19,981,1456,
30,VERACRUZ,63,LAS CHOAPAS,43,112,7663,3176,630,305,1283,574,298,14865,386,505,125,41,18,107,681,142,21,116,30936,4,1271,32211,55115,
30,VERACRUZ,108,LAS MINAS,2,4,798,184,17,25,12,16,7,199,2,6,8,7,0,11,2,0,0,3,1297,0,52,1349,2082,
30,VERACRUZ,137,LAS VIGAS DE RAMIREZ,8,30,2346,4892,314,123,122,93,74,3327,45,29,27,7,1,143,53,18,0,18,11632,0,275,11907,12691,
30,VERACRUZ,98,LERDO DE TEJADA,16,28,4072,442,240,180,151,104,63,3980,65,81,54,19,3,27,60,31,2,15,9589,1,236,9826,15334,
30,VERACRUZ,138,LOS REYES,3,6,878,783,60,35,87,178,33,500,26,16,7,8,4,17,2,1,0,3,2638,0,133,2771,3710,
30,VERACRUZ,99,MAGDALENA,3,4,721,218,18,2,53,21,6,429,9,12,6,4,1,3,8,2,12,0,1525,0,29,1554,1979,
30,VERACRUZ,100,MALTRATA,9,21,2425,389,294,141,174,89,123,2472,80,55,42,16,4,19,76,42,4,20,6465,2,203,6670,11359,
30,VERACRUZ,101,MANLIO FABIO ALTAMIRANO,16,34,4374,876,109,151,214,456,70,3668,105,123,32,107,6,36,61,23,3,26,10440,0,299,10739,17041,
