CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,1,PICH,145,C,1,0,C01,42,105,13,7,8,6,5,60,12,1,0,0,0,0,0,,,,,259,0,19,278,418,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/145 C1.JPG
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,1,PICH,146,B,1,0,B,118,140,26,0,18,2,2,91,3,2,1,2,0,2,0,,,,,407,0,5,412,474,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/146 B.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,2,TIXMUCUY,128,B,1,0,B,22,84,9,1,,,3,45,,,,2,1,1,0,,,,,168,0,7,175,206,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/128 B.PDF
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,2,TIXMUCUY,133,B,1,0,B,35,248,2,4,,,5,107,,,,2,1,0,0,,,,,404,0,24,428,512,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/133 B.JPG
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,2,TIXMUCUY,134,B,1,0,B,21,113,8,0,,,2,101,,,,0,0,0,0,,,,,245,0,11,256,307,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,2,TIXMUCUY,135,B,1,0,B,22,157,2,0,,,2,196,,,,1,1,1,0,,,,,382,0,0,382,424,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/135 B.JPG
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,2,TIXMUCUY,135,C,1,0,C01,22,157,2,0,,,2,196,,,,1,1,1,0,,,,,382,0,0,382,424,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,2,TIXMUCUY,138,B,1,0,B,6,191,2,2,,,44,144,,,,11,0,0,0,,,,,400,0,18,418,528,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/138 B.JPG
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,2,TIXMUCUY,143,B,1,0,B,23,153,4,0,,,1,90,,,,2,0,0,0,,,,,273,0,11,284,347,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/143 B.JPG
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,ALFREDO V BONFIL,131,B,1,0,B,50,96,1,1,1,1,1,24,3,35,0,0,1,0,0,,,,,214,0,6,220,252,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/131 B.JPG
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,ALFREDO V BONFIL,132,B,1,0,B,85,46,3,0,1,0,0,13,1,11,0,0,0,0,0,,,,,160,0,6,166,192,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/132 B.PDF
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,ALFREDO V BONFIL,136,B,1,0,B,58,55,1,0,0,2,0,32,0,4,0,2,2,0,0,,,,,156,0,2,158,193,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/136 B.PDF
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,ALFREDO V BONFIL,140,B,1,0,B,52,127,20,0,4,0,2,103,4,3,1,3,4,1,0,,,,,324,0,5,329,453,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/140 B.PDF
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,ALFREDO V BONFIL,140,C,1,0,C01,66,154,15,1,0,2,1,63,0,4,0,5,0,0,0,,,,,311,0,13,324,452,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/140 C1.JPG
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,ALFREDO V BONFIL,141,B,1,0,B,44,152,7,1,6,0,6,91,0,3,3,3,0,0,0,,,,,316,0,8,324,449,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/141 B.JPG
 ,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,ALFREDO V BONFIL,141,C,1,0,C01,48,157,11,0,3,1,4,94,2,3,1,0,0,1,0,,,,,325,0,6,331,449,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/141 C1.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,4,HAMPOLOL,118,B,1,0,B,29,138,2,1,,5,10,168,,2,3,3,1,0,0,,,,,362,0,5,367,459,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,4,HAMPOLOL,118,C,1,0,C01,20,151,1,0,,2,0,175,,4,0,1,1,0,0,,,,,355,2,8,365,458,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,4,HAMPOLOL,119,B,1,0,B,41,103,9,1,,23,10,111,,15,1,4,1,1,0,,,,,320,0,16,336,399,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,4,HAMPOLOL,120,B,1,0,B,65,109,18,0,,37,2,93,,6,4,2,0,0,0,,,,,336,0,3,339,405,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,4,HAMPOLOL,120,C,1,0,C01,70,122,14,2,,26,1,108,,4,9,0,1,0,0,,,,,357,0,7,364,405,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,4,HAMPOLOL,121,B,1,0,B,33,104,2,0,,17,4,113,,12,7,2,1,0,0,,,,,295,0,18,313,449,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,4,HAMPOLOL,121,C,1,0,C01,41,96,7,3,,19,6,133,,12,2,2,2,0,0,,,,,323,0,11,334,448,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/121 C1.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,5,BECAL,157,B,1,0,B,17,214,75,5,34,48,9,164,3,2,0,3,2,0,0,,,,10,586,0,22,608,719,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/157 B.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,159,B,1,0,B,39,87,10,0,24,3,9,84,1,4,0,9,0,0,0,,,,0,270,22,12,304,396,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/159 B.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,159,C,1,0,C01,42,90,4,0,24,1,15,68,1,1,1,7,0,2,0,,,,32,288,0,9,297,396,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/159 C1.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,160,B,1,0,B,72,61,7,0,12,5,32,89,0,7,0,8,0,2,3,,,,20,318,0,15,333,394,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/160 B.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,160,C,1,0,C01,60,83,9,0,14,4,14,87,0,5,0,6,0,2,1,,,,16,301,0,6,307,394,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/160 C1.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,161,B,1,0,B,51,84,10,0,19,8,9,93,0,4,1,5,0,0,0,,,,20,304,8,0,312,400,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/161 B.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,161,C,1,0,C01,52,78,1,4,11,12,6,94,0,7,2,7,1,2,0,,,,0,277,15,6,298,399,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/161 C1.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,162,B,1,0,B,82,92,8,3,45,8,5,91,1,4,1,3,2,2,0,,,,18,365,18,10,393,495,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/162 B.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,162,C,1,0,C01,75,114,18,5,28,9,14,107,3,5,0,6,1,0,0,,,,14,399,0,17,416,494,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/17.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,163,B,1,0,B,64,95,21,0,20,6,15,85,0,4,1,5,0,0,0,,,,16,332,0,9,341,411,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/163 B.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,163,C,1,0,C01,66,101,10,0,22,0,12,87,1,6,0,7,0,0,0,,,,0,312,0,0,312,411,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/163 C1.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,164,B,1,0,B,55,91,8,1,30,8,10,102,2,2,0,5,0,0,0,,,,17,331,0,14,345,422,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/164 B.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,5,BECAL,164,C,1,0,C01,54,100,9,0,17,5,4,98,0,7,2,3,1,1,0,,,,17,318,0,16,334,421,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/164 C1.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,173,B,1,0,B,0,0,14,0,70,0,0,156,,2,66,178,0,0,0,,,,,486,0,18,504,615,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/173 B.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,173,C,1,0,C01,9,171,9,6,32,79,10,111,,2,1,3,4,0,0,,,,,437,0,15,452,615,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/173 C1.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,173,C,2,0,C02,7,146,21,3,49,64,16,137,,2,0,5,1,3,1,,,,,455,0,0,455,614,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/173 C2.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,174,B,1,0,B,1,212,22,2,34,101,8,87,,1,0,14,4,4,0,,,,,490,0,11,501,610,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/174 B.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,174,C,1,0,C01,4,77,20,4,48,71,10,113,,2,1,4,1,1,0,,,,,356,0,7,363,609,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/174 C1.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,175,B,1,0,B,8,206,18,5,31,87,13,138,,1,0,3,2,3,0,,,,,515,0,21,536,672,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/175 B.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,175,C,1,0,C01,6,262,13,4,33,71,11,111,,3,0,9,2,0,0,,,,,525,0,13,538,671,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/175 C1.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,175,C,2,0,C02,7,161,11,3,37,100,19,145,,1,0,13,1,1,0,,,,,499,0,12,511,671,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/175 C2.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,176,B,1,0,B,15,180,12,3,53,71,20,113,,6,0,12,0,0,0,,,,,485,0,22,507,688,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/176 B.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,176,C,1,0,C01,6,197,14,2,40,77,9,115,,1,0,7,2,2,0,,,,,472,0,26,498,688,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/176 C1.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,176,C,2,0,C02,4,216,13,0,66,62,8,119,,1,0,7,0,0,0,,,,,496,0,15,511,687,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/176 C2.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,177,B,1,0,B,7,154,9,4,45,89,2,98,,0,0,3,8,4,1,,,,,424,0,27,451,594,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/17.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,177,C,1,0,C01,9,217,5,2,38,74,9,102,,1,1,1,0,0,0,,,,,459,0,16,475,594,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/177 C1.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,177,C,2,0,C02,6,158,41,5,52,16,7,110,,400,0,5,0,1,0,,,,,801,0,1,802,593,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/CONSEJOS/17.PDF
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,180,B,1,0,B,17,243,78,3,41,32,5,111,,3,1,6,2,3,0,,,,,545,30,34,609,665,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/180 B.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,180,C,1,0,C01,13,288,61,7,34,33,3,90,,2,0,16,3,0,0,,,,,550,0,29,579,664,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/180 C1.JPG
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,6,DZITBALCHE,180,C,2,0,C02,13,262,86,1,24,16,9,84,,4,0,7,5,1,0,,,,,512,0,28,540,664,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/180 C2.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,158,B,1,0,B,16,110,29,9,13,8,90,86,,3,,2,3,0,0,,,,,369,0,10,379,414,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/158 B.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,158,C,1,0,C01,18,114,30,14,18,9,70,76,,3,,0,1,3,0,,,,,356,0,16,372,413,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/158 C1.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,165,B,1,0,B,3,143,6,95,0,1,1,1,,1,,1,0,2,1,,,,,255,0,8,263,269,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/165 B.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,166,B,1,0,B,105,257,1,2,4,1,14,170,,0,,5,1,1,0,,,,,561,0,11,572,696,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/166 B.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,166,C,1,0,C01,132,256,10,0,3,4,8,149,,0,,2,0,1,0,,,,,565,0,18,583,695,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/166 C1.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,166,C,2,0,C02,95,271,3,3,7,1,8,166,,1,,6,2,1,0,,,,,564,0,13,577,695,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/166 C2.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,167,B,1,0,B,125,189,1,2,1,2,9,148,,4,,2,1,2,1,,,,,487,0,16,503,592,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/167 B.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,167,C,1,0,C01,92,216,3,0,7,1,16,141,,5,,0,3,3,1,,,,,488,0,10,498,592,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/167 C1.PDF
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,168,B,1,0,B,74,209,17,4,5,7,16,152,,4,,13,2,2,0,,,,,505,0,9,514,642,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/168 B.JPG
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,7,NUNKINI,168,C,1,0,C01,95,224,4,2,2,0,7,179,,4,,7,1,0,0,,,,,525,1,16,542,642,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/JUNTAS/168 C1.JPG
