id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,Nulos,No Registrados,PAN,PRI,PRD,PT,PVEM,PC,PANAL,PSD,PAN-PSD,PRI-PC,PRD-PT,PRD-PC,PRD-PT-PC,Total
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,24,TLALTIZAPAN,604,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,710,17,0,77,103,104,9,9,13,13,,,,,,,345
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,25,TLAQUILTENANGO,307,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,755,14,0,24,15,35,,9,7,74,,,,,,,178
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,28,XOCHITEPEC,731,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,784,4,0,76,88,41,6,17,62,6,,,,4,,,304
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,28,XOCHITEPEC,460,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,786,7,0,102,73,26,4,11,45,2,,,,0,,,270
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,28,XOCHITEPEC,448,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,789,15,0,51,91,28,7,17,31,5,,,,2,,,247
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,28,XOCHITEPEC,614,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,794,7,0,85,91,76,3,4,75,8,,,,0,,,349
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,28,XOCHITEPEC,626,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,795,16,0,69,87,75,1,5,107,4,,,,0,,,364
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,28,XOCHITEPEC,610,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,796,11,0,111,75,67,3,9,72,2,,,,6,,,356
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,28,XOCHITEPEC,587,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,797,11,0,64,86,33,5,11,55,4,,,,1,,,270
17,5/7/2009,12,Ayuntamientos,17,0,1,G,Geografica,0,25,TLAQUILTENANGO,109,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,757,2,0,26,10,15,,1,12,3,,,,,,,69
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,602,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,806,12,0,41,69,33,51,2,112,17,0,,,,,,337
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,602,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,806,12,0,37,102,22,58,5,85,12,1,,,,,,334
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,526,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,809,5,0,56,59,27,48,2,79,10,0,,,,,,286
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,706,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,811,9,0,31,77,57,56,3,56,8,1,,,,,,298
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,29,YAUTEPEC,539,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,812,9,0,38,67,24,50,2,78,8,5,,,,,,281
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,813,7,0,9,87,36,35,2,42,12,0,,,,,,230
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,813,8,0,11,71,32,37,2,65,17,0,,,,,,243
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,666,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,818,13,0,65,160,27,20,7,36,4,3,,,,,,335
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,571,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,808,9,0,46,102,45,53,3,75,9,2,,,,,,344
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,424,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,838,9,0,52,126,22,11,8,55,3,1,,,,,,287
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,557,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,839,6,0,57,87,33,25,10,68,11,0,,,,,,297
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,543,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,840,11,0,37,96,31,11,16,61,5,1,,,,,,269
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,29,YAUTEPEC,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,820,13,0,72,111,28,5,16,20,8,2,,,,,,275
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,29,YAUTEPEC,525,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,847,23,0,87,139,24,15,12,29,7,2,,,,,,338
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,30,YECAPIXTLA,687,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,850,15,0,125,66,47,70,12,27,42,72,,,,,,476
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,30,YECAPIXTLA,617,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,855,9,0,90,52,84,62,6,7,27,52,,,,,,389
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,30,YECAPIXTLA,617,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,855,10,0,122,50,74,86,11,13,13,64,,,,,,443
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,30,YECAPIXTLA,618,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,858,6,0,59,51,60,57,2,43,23,20,,,,,,321
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,30,YECAPIXTLA,501,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,861,11,0,33,37,26,24,11,19,60,4,,,,,,225
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,30,YECAPIXTLA,568,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,862,12,0,45,54,35,30,19,21,36,5,,,,,,257
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,31,ZACATEPEC,561,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,870,19,0,44,56,64,25,11,30,2,,,,,,,251
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,31,ZACATEPEC,511,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,873,15,0,33,98,78,23,32,28,3,,,,,,,310
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,31,ZACATEPEC,512,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,873,9,0,26,84,84,35,20,51,3,,,,,,,312
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,31,ZACATEPEC,510,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,876,7,0,23,92,77,9,11,41,8,,,,,,,268
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,32,ZACUALPAN,461,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,895,9,0,41,82,11,26,72,8,45,65,,,,,,359
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,32,ZACUALPAN,545,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,896,12,0,53,68,16,34,110,2,56,64,,,,,,415
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,32,ZACUALPAN,420,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,897,8,0,34,90,7,7,87,4,26,51,,,,,,314
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,32,ZACUALPAN,688,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,900,19,0,78,59,39,56,83,53,51,64,,,,,,502
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,33,TEMOAC,712,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,905,7,0,106,61,37,87,239,,2,0,,,,,,539
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,18,TEMIXCO,537,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,642,9,0,34,77,62,21,17,13,4,1,,,,,,238
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,20,TEPOZTLAN,654,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,679,13,0,46,102,73,,16,0,1,151,,,,0,,402
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,26,TLAYACAPAN,582,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,765,7,0,94,86,92,,6,63,61,,,,,,,409
17,5/7/2009,12,Ayuntamientos,17,0,1,G,Geografica,0,18,TEMIXCO,432,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,644,11,0,20,48,43,29,22,15,1,0,,,,,,189
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,18,TEMIXCO,720,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,646,15,0,41,109,81,6,16,29,9,2,,,,,,308
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,20,TEPOZTLAN,654,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,679,15,0,24,108,83,,14,3,5,135,,,,2,,389
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,20,TEPOZTLAN,703,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,682,13,0,40,86,49,,8,0,9,94,,,,0,,299
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,24,TLALTIZAPAN,517,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,724,12,0,21,98,26,14,76,22,11,,,,,,,280
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,26,TLAYACAPAN,607,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,768,7,0,101,59,83,,11,33,52,,,,,,,346
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,27,TOTOLAPAN,629,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,769,5,0,,113,80,16,2,66,113,,,,,,,395
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,18,TEMIXCO,521,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,648,3,0,65,136,41,10,21,10,4,1,,,,,,291
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,18,TEMIXCO,464,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,651,7,0,38,83,58,3,7,2,1,1,,,,,,200
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,20,TEPOZTLAN,490,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,687,10,0,6,85,52,,9,10,1,30,,,,2,,205
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,21,TETECALA,507,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,689,7,0,18,136,70,9,7,32,77,,,,,,,356
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,21,TETECALA,750,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,690,9,0,60,181,73,23,9,48,117,,,,,,,520
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,24,TLALTIZAPAN,417,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,729,7,0,8,158,35,2,7,7,1,,,,,,,225
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,25,TLAQUILTENANGO,575,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,734,7,0,42,67,122,,20,18,23,,,,,,,299
17,5/7/2009,12,Ayuntamientos,17,0,1,G,Geografica,0,18,TEMIXCO,629,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,653,12,0,42,66,69,11,22,18,0,2,,,,,,242
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,19,TEPALCINGO,647,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,654,15,0,49,121,35,42,27,1,13,100,,,,1,,404
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,22,TETELA DEL VOLCAN,545,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,696,14,0,251,18,34,12,2,1,1,53,19,,,,,405
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,25,TLAQUILTENANGO,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,736,7,0,37,49,97,,15,9,15,,,,,,,229
17,5/7/2009,12,Ayuntamientos,17,0,2,G,Geografica,0,25,TLAQUILTENANGO,308,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,737,13,0,27,37,76,,0,5,7,,,,,,,165
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,25,TLAQUILTENANGO,560,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,738,4,0,57,79,76,,21,11,71,,,,,,,319
17,5/7/2009,12,Ayuntamientos,17,0,1,G,Geografica,0,19,TEPALCINGO,211,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,663,0,0,18,33,6,35,22,0,1,18,,,,0,,133
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,22,TETELA DEL VOLCAN,516,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,702,6,0,9,15,13,119,1,158,1,2,0,,,,,324
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,23,TLALNEPANTLA,696,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,704,22,0,338,159,,,,,,,,,,,,519
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,25,TLAQUILTENANGO,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,739,8,0,24,65,89,,24,21,42,,,,,,,273
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,25,TLAQUILTENANGO,590,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,740,3,0,53,68,89,,28,24,43,,,,,,,308
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,25,TLAQUILTENANGO,526,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,741,20,0,50,52,77,,39,20,28,,,,,,,286
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,681,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,292,14,0,62,132,57,10,25,12,8,27,,,,,,347
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,681,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,292,18,0,75,132,73,11,13,12,4,21,,,1,,,360
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,536,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,294,11,0,38,104,43,7,10,4,9,20,,,,,,246
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,461,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,296,13,0,33,107,40,9,3,5,6,13,,,1,,,230
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,450,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,298,8,0,45,106,31,5,8,4,6,11,,,,,,224
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,478,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,300,10,0,53,113,24,15,11,2,4,6,,,,,,238
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,640,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,339,11,0,67,114,52,7,16,4,7,15,,,1,,,294
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,7,CUERNAVACA,714,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,340,16,0,73,165,47,11,29,3,11,20,,,2,,,377
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,7,CUERNAVACA,630,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,379,12,0,47,129,34,6,22,10,8,17,,,,,,285
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,8,EMILIANO ZAPATA,557,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,408,10,0,41,119,117,9,7,20,5,,,,,,,328
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,8,EMILIANO ZAPATA,622,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,409,11,0,107,78,136,12,17,14,12,,,,,,,387
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,8,EMILIANO ZAPATA,659,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,411,11,0,90,104,107,3,14,31,3,,,,,,,363
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,8,EMILIANO ZAPATA,659,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,411,22,0,92,92,105,6,12,31,5,,,,,,,365
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,9,HUITZILAC,628,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,413,10,0,160,93,94,57,12,33,,,,,,,,459
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,9,HUITZILAC,549,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,414,16,0,128,58,79,65,13,29,,,,,,,,388
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,9,HUITZILAC,139,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,415,3,0,41,32,16,21,2,5,,,,,,,,120
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,7,CUERNAVACA,487,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,342,18,0,63,83,20,11,20,11,2,13,,,1,,,242
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,10,JANTETELCO,521,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,424,4,0,21,73,120,40,3,22,6,42,,,,0,,331
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,10,JANTETELCO,567,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,425,7,0,21,108,98,31,6,34,8,46,,,,1,,360
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,10,JANTETELCO,619,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,426,6,0,94,12,12,222,12,1,34,5,,,,0,,398
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,10,JANTETELCO,656,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,427,11,0,57,18,5,276,16,2,42,1,,,,0,,428
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,10,JANTETELCO,538,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,430,11,0,92,37,60,39,56,2,9,15,,,,1,,322
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,9,HUITZILAC,709,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,412,6,0,157,135,126,72,5,46,,,,,,,,547
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,667,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,435,19,0,67,46,81,9,38,10,10,7,,,,,1,288
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,513,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,440,7,0,55,77,73,6,26,6,13,10,,,,,0,273
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,513,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,440,19,0,65,54,91,6,15,7,16,9,,,,,3,285
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,519,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,443,22,0,87,73,53,7,31,8,5,4,,,,,2,292
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,749,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,444,24,0,89,86,107,7,33,10,13,17,,,,,3,389
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,719,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,434,15,0,71,66,83,9,42,8,18,7,,,,,2,321
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,11,JIUTEPEC,590,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,450,11,0,67,64,79,11,36,7,11,14,,,,,0,300
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,11,JIUTEPEC,626,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,453,12,0,89,80,64,9,30,10,3,12,,,,,5,314
17,5/7/2009,12,Ayuntamientos,17,0,1,G,Geografica,0,11,JIUTEPEC,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,455,4,0,68,83,86,7,31,6,11,5,,,,,3,304
17,5/7/2009,12,Ayuntamientos,17,0,2,G,Geografica,0,11,JIUTEPEC,735,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,455,12,0,80,76,82,5,41,11,9,9,,,,,4,329
17,5/7/2009,12,Ayuntamientos,17,0,3,C,Contigua,0,11,JIUTEPEC,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,456,10,0,53,63,65,4,26,8,7,5,,,,,0,241
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,577,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,457,8,0,72,41,65,5,20,5,10,2,,,,,3,231
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,534,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,458,9,0,49,69,82,4,17,7,6,3,,,,,3,249
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,715,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,463,16,0,68,83,106,7,20,4,19,9,,,,,3,335
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,590,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,450,13,0,52,53,100,11,30,3,7,14,,,,,5,288
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,749,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,468,21,0,103,49,87,13,40,7,16,13,,,,,4,353
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,507,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,475,7,0,42,54,73,5,21,6,2,5,,,,,,215
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,477,18,0,65,71,74,7,30,3,12,8,,,,,2,290
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,17,PUENTE DE IXTLA,504,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,586,10,0,22,97,43,8,95,10,5,1,,,,,,291
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,17,PUENTE DE IXTLA,585,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,587,10,0,10,94,44,8,132,16,1,2,,,,,,317
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,17,PUENTE DE IXTLA,596,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,590,18,0,15,109,62,25,74,27,1,0,,,,,,331
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,648,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,481,28,0,74,65,92,4,27,8,16,9,,,,,3,326
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,12,JOJUTLA,568,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,531,11,0,32,112,33,22,12,19,31,3,,,,,,275
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,12,JOJUTLA,594,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,533,16,0,61,67,20,11,20,63,18,6,,,,,,282
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,17,PUENTE DE IXTLA,742,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,592,19,0,32,73,61,18,125,34,10,3,,,,,,375
17,5/7/2009,12,Ayuntamientos,17,0,2,C,Contigua,0,17,PUENTE DE IXTLA,557,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,594,7,0,24,54,71,15,3,8,1,93,,,,,,276
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,17,PUENTE DE IXTLA,692,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,595,18,0,24,95,64,31,6,11,0,115,,,,,,364
17,5/7/2009,12,Ayuntamientos,17,0,2,G,Geografica,0,11,JIUTEPEC,576,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,483,34,0,118,53,70,13,17,3,8,5,,,,,0,321
17,5/7/2009,12,Ayuntamientos,17,0,1,C,Contigua,0,11,JIUTEPEC,715,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,484,14,0,55,88,119,7,25,7,7,10,,,,,9,341
17,5/7/2009,12,Ayuntamientos,17,0,1,B,Basica,0,11,JIUTEPEC,693,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,485,15,0,61,90,111,6,39,8,12,24,,,,,5,371
