CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,C_COMUN_PRI_PVEM_NVA_ALIANZA,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0996,2,219,212,15,19,3,25,16,32,30,,,3,571,18,592,1258
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0997,3,306,294,10,25,6,29,33,66,40,,,0,809,23,832,1714
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0998,2,198,259,10,17,7,16,17,28,12,,,0,564,19,599,1259
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0999,2,265,176,8,22,17,20,15,30,7,,,1,560,22,583,1208
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1000,3,431,260,15,34,9,52,93,65,51,,,3,1010,18,1031,2056
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1001,2,201,157,5,19,2,10,23,39,20,,,1,476,20,497,1046
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1002,2,141,131,6,8,6,9,8,42,11,,,0,362,9,372,796
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1003,2,131,139,5,9,3,22,16,44,10,,,0,379,11,390,814
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1004,1,87,107,5,4,2,20,5,25,3,,,0,258,7,265,563
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1005,2,166,121,4,8,3,21,6,34,13,,,0,376,17,393,850
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1006,1,106,76,5,4,0,13,9,22,7,,,1,242,7,250,547
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1007,2,245,167,16,19,5,37,53,44,23,,,1,609,24,634,1271
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1008,2,145,135,9,5,5,16,13,31,3,,,0,362,16,378,812
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1009,1,139,131,2,14,3,15,7,23,11,,,0,345,11,356,743
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1010,1,125,119,6,11,5,9,12,23,6,,,0,316,14,330,656
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1011,2,230,180,11,15,10,41,17,68,17,,,0,589,15,604,1243
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1012,2,179,128,7,9,7,30,20,51,10,,,0,441,12,453,911
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1013,2,193,140,8,17,3,14,8,28,14,,,1,425,25,451,1089
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1014,2,207,159,16,21,6,20,25,22,21,,,0,497,11,508,1003
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1015,3,307,218,13,29,7,52,66,61,37,,,0,790,19,809,1527
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1016,2,99,102,5,9,4,7,10,18,3,,,0,257,7,264,1062
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1017,2,195,195,17,18,5,22,14,36,14,,,0,516,19,535,1071
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,14,1775,957,98,126,44,274,143,382,208,,,8,4007,60,4090,10411
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,10,1046,932,84,85,31,135,81,258,84,,,2,2736,78,2817,7075
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1020,2,201,191,6,18,6,23,16,54,24,,,0,539,8,555,1311
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1021,3,323,212,26,32,7,51,16,90,40,,,1,797,18,816,1414
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1024,3,403,232,20,21,13,67,26,87,33,,,1,902,24,900,1700
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1025,2,305,170,20,21,14,40,19,49,23,,,2,661,27,703,1348
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1026,3,291,277,34,23,5,48,32,56,30,,,0,796,18,814,1720
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1027,2,231,179,11,11,6,22,58,64,23,,,0,605,16,621,1097
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1028,2,180,109,13,13,2,24,16,64,20,,,0,441,14,455,876
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1029,2,236,204,9,30,5,24,35,46,23,,,0,612,22,634,1144
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1030,2,211,155,17,30,5,30,15,33,10,,,2,506,16,524,990
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1031,2,182,170,10,20,3,24,18,37,15,,,0,479,24,503,986
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1032,1,144,121,4,13,6,16,13,18,9,,,0,344,12,356,700
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1033,2,169,160,9,22,3,45,42,59,27,,,0,536,14,550,956
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1034,2,178,157,9,21,4,25,31,30,10,,,0,465,9,483,868
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1035,2,213,158,8,13,9,27,22,42,19,,,0,511,21,532,1023
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1036,2,203,182,6,11,7,24,17,58,21,,,1,529,20,550,975
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1037,2,296,172,9,7,10,26,19,82,21,,,1,642,22,665,1318
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1038,2,220,247,11,14,9,34,22,45,14,,,1,616,14,631,1199
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1039,3,495,270,19,32,18,57,42,86,29,,,1,1048,16,1065,2111
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1040,2,280,196,10,9,14,55,23,103,23,,,0,713,20,733,1393
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1041,2,244,206,4,16,7,32,16,55,20,,,0,600,16,616,1129
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1042,2,251,191,7,9,8,43,14,98,19,,,1,640,18,659,1293
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1043,2,247,180,6,10,8,33,22,51,23,,,5,580,50,634,1228
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1044,2,256,210,23,16,15,24,30,76,27,,,0,677,18,695,1217
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1045,2,217,189,9,11,7,27,21,39,23,,,2,543,10,555,1022
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1046,2,173,156,12,15,7,24,12,56,9,,,3,464,16,488,936
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1047,2,203,170,15,13,7,17,13,24,7,,,2,469,12,482,940
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1048,2,154,136,12,17,3,21,14,36,8,,,2,401,15,418,869
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1049,2,216,152,19,15,4,26,21,63,20,,,0,536,23,559,984
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1050,2,272,160,10,13,8,26,37,62,19,,,0,607,17,628,1184
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1051,2,164,191,12,11,2,14,11,24,9,,,0,438,16,454,1032
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1052,2,227,200,18,16,2,18,17,43,19,,,0,560,25,585,1205
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1053,2,248,135,17,6,4,30,24,30,21,,,0,515,18,533,1057
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1054,2,174,142,4,8,6,24,24,39,9,,,1,430,12,443,860
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1055,2,245,141,14,14,7,46,21,80,25,,,1,593,18,614,1077
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1056,5,722,413,45,47,15,109,70,140,74,,,0,1635,47,1679,3184
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1057,7,1371,565,64,48,19,142,110,291,110,,,5,2720,55,2771,5190
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1058,2,264,201,21,13,13,36,14,79,8,,,0,649,30,679,1325
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1059,2,169,95,6,12,5,17,8,33,18,,,0,363,10,373,806
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1060,2,216,169,12,11,10,28,19,57,44,,,1,566,16,583,1151
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1061,2,270,208,8,10,10,31,18,28,16,,,0,599,33,632,1311
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1062,2,300,187,8,12,17,44,17,65,17,,,1,667,20,688,1419
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1063,2,222,256,11,17,23,17,13,30,13,,,0,602,22,624,1177
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1064,3,329,299,7,25,16,34,22,50,23,,,0,805,37,830,1560
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1065,4,476,384,12,26,20,54,54,64,27,,,0,1117,36,1152,2160
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1067,2,230,171,10,7,8,26,15,31,6,,,0,504,21,525,976
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1068,2,221,141,12,12,16,19,15,23,8,,,0,467,22,489,1086
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1069,3,359,273,9,21,12,30,18,52,20,,,0,794,22,816,1536
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1070,3,324,315,9,21,40,46,21,43,25,,,0,844,32,876,1698
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1071,2,222,170,7,13,13,16,9,31,28,,,1,509,21,531,1091
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1072,3,356,260,31,17,10,64,41,128,21,,,2,928,18,948,1907
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1073,9,1367,859,92,89,39,195,139,301,115,,,4,3196,102,3291,6527
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1074,3,238,331,16,14,9,24,11,25,25,,,2,693,26,721,1505
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1075,10,1145,930,64,72,21,149,82,202,112,,,11,2777,52,2845,6705
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1076,3,380,278,15,15,8,42,24,65,44,,,0,871,24,895,2073
2,28,TAMAULIPAS,05,REYNOSA,32,REYNOSA,1078,4,475,498,16,27,4,70,31,87,31,,,1,1239,33,1278,2453
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1079,2,229,219,9,4,101,14,15,29,14,,,0,634,31,666,1214
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1080,3,202,180,8,4,74,19,11,21,12,,,0,531,13,544,1574
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1081,2,208,192,6,15,33,28,18,16,21,,,0,537,19,563,1120
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1082,2,184,213,6,10,13,28,18,39,18,,,0,529,27,556,1152
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1083,4,520,452,29,36,16,62,40,50,59,,,0,1264,29,1293,2592
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1084,4,573,273,16,20,12,93,27,38,17,,,2,1069,33,1104,2265
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1085,4,627,282,15,18,8,65,31,60,28,,,1,1134,26,1161,2369
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1086,3,483,270,23,21,14,56,25,53,30,,,1,975,35,1011,1856
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1087,10,1889,773,78,72,41,194,93,246,107,,,4,3493,63,3574,6892
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1088,3,386,278,24,15,11,41,16,59,40,,,0,870,15,885,1964
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1089,3,494,245,18,15,13,62,30,40,29,,,1,946,15,962,1988
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1090,3,423,245,12,11,9,50,13,26,10,,,1,799,21,831,1842
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1091,2,237,178,4,12,5,26,16,27,11,,,0,516,7,577,1356
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1094,8,1464,725,42,41,28,70,46,118,68,,,3,2602,45,2697,4880
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1095,8,1725,658,31,40,29,116,49,153,65,,,0,2866,57,2923,5512
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1096,6,859,603,30,44,23,134,59,89,43,,,6,1884,55,1872,3493
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1097,3,481,330,25,21,15,51,41,61,22,,,0,1047,33,1079,2186
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1098,3,416,251,20,19,22,27,19,41,15,,,0,830,22,852,1682
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1099,3,311,229,23,25,25,21,22,32,18,,,1,706,27,729,1507
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1100,3,342,303,12,23,17,38,25,44,19,,,1,823,20,844,1562
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1101,16,1851,1828,89,98,93,189,117,288,96,,,5,4649,133,4767,11664
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1102,2,178,164,10,17,13,13,7,19,12,,,0,433,18,451,1081
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1103,2,221,172,8,11,9,24,15,39,8,,,0,507,12,519,1185
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1104,2,142,154,9,12,11,23,12,17,9,,,1,389,24,413,1094
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1105,2,225,204,11,8,5,25,11,30,9,,,2,528,19,549,1292
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1106,2,261,243,17,13,11,18,13,23,10,,,0,609,16,614,1221
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1107,2,227,154,3,7,7,14,8,17,4,,,0,441,11,452,913
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1108,3,485,301,6,12,15,20,23,50,22,,,0,934,28,962,1818
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1109,4,719,415,12,22,12,39,22,60,23,,,0,1324,28,1355,2726
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1110,4,752,307,23,12,17,42,32,57,26,,,0,1268,20,1288,2478
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1112,2,242,230,16,8,9,20,4,21,12,,,1,562,13,576,1358
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1113,5,465,545,19,14,17,43,26,45,27,,,1,1201,18,1326,2606
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1114,2,171,183,21,9,10,8,11,26,9,,,7,448,26,458,996
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1115,2,146,177,6,13,13,11,13,16,10,,,0,405,20,425,957
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1116,2,183,195,10,12,10,19,15,21,16,,,0,481,8,489,1130
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1117,2,219,161,20,13,10,19,10,24,13,,,0,489,18,507,1030
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1118,2,310,168,7,16,13,21,14,24,5,,,0,578,9,587,1173
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1119,3,327,227,20,20,24,36,20,34,17,,,2,725,15,746,1533
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1120,2,237,166,11,14,13,25,18,33,22,,,1,539,12,552,1179
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1121,2,211,156,5,5,6,13,13,18,5,,,0,432,10,442,965
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1122,8,1161,592,25,40,22,62,71,136,74,,,2,2183,58,2243,5257
2,28,TAMAULIPAS,06 ,REYNOSA,32,REYNOSA,1123,6,732,699,38,36,32,65,41,51,21,,,0,1715,29,1744,3950
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1124,6,697,453,41,21,23,70,46,90,79,,,3,1520,29,1552,3381
2,28,TAMAULIPAS,07,REYNOSA,32,REYNOSA,1125,14,1827,1229,61,76,29,151,69,233,106,,,4,3781,62,3842,9840
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1126,22,2507,1546,130,125,47,319,134,463,159,,,2,5430,131,6217,15986
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1127,1,82,177,1,0,2,6,0,5,2,,,0,275,5,208,486
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1128,2,82,116,5,8,3,12,12,19,15,,,0,272,7,279,594
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1129,1,24,44,0,1,0,1,0,1,0,,,0,71,0,71,127
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1130,1,135,143,5,0,2,7,2,3,2,,,0,299,9,338,649
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1131,1,48,113,1,3,1,0,2,0,0,,,0,168,3,171,321
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1132,1,53,117,2,3,0,3,2,1,0,,,0,181,5,183,259
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1133,1,53,89,0,4,0,0,0,3,0,,,0,149,8,157,270
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1134,1,152,132,2,3,2,4,3,1,5,,,0,304,11,315,556
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1135,1,118,176,1,3,1,0,3,3,4,,,0,309,28,337,548
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1136,2,267,221,4,7,2,8,4,6,8,,,279,527,15,552,891
2,28,TAMAULIPAS,08,RIO BRAVO,32,REYNOSA,1137,2,289,260,8,7,3,5,5,13,9,,,0,599,14,613,1017
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1139,11,1390,1025,87,172,59,135,85,223,222,,,1,3398,93,3509,7601
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1140,6,683,705,37,104,25,65,46,93,94,,,10,1852,72,1954,4032
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1141,2,172,173,14,28,3,12,17,21,37,,,0,477,18,495,928
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1142,2,111,170,11,18,10,15,11,12,43,,,0,401,22,423,889
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1143,6,590,491,48,61,16,43,47,115,142,,,1,1553,41,1603,3807
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1144,3,332,333,21,19,11,22,53,51,66,,,0,908,28,949,1855
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1145,13,1643,1498,103,184,63,130,138,315,310,,,3,4384,119,4586,9232
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1146,4,340,323,21,39,16,23,30,51,79,,,0,922,47,979,2324
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1147,2,199,269,28,37,8,25,25,52,63,,,0,706,26,738,1456
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1148,2,234,254,25,15,8,21,40,53,65,,,0,715,39,754,1457
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1149,2,205,239,34,17,11,30,29,50,59,,,0,674,19,693,1257
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1150,2,160,155,13,30,6,13,23,37,39,,,0,476,14,490,932
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1151,2,143,208,8,17,7,15,14,44,59,,,0,515,27,542,1062
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1152,2,170,215,17,14,9,15,16,49,57,,,0,562,32,593,1175
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1153,1,95,134,9,8,5,13,12,21,34,,,0,331,10,341,641
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1154,2,123,161,18,22,3,6,14,26,49,,,0,422,18,440,852
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1155,2,147,187,36,12,5,17,20,25,34,,,0,483,21,504,1052
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1156,2,196,131,18,13,7,16,26,34,33,,,2,474,25,601,1149
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1157,3,270,348,36,23,11,25,19,56,78,,,0,866,44,910,1774
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1158,3,247,289,63,41,21,31,32,60,63,,,1,847,33,881,1826
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1159,3,324,406,30,50,16,49,29,57,72,,,3,1033,41,1066,2048
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1160,2,184,186,12,14,8,9,12,32,40,,,0,497,23,520,1065
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1161,2,236,291,24,32,12,31,29,56,67,,,0,778,30,728,1441
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1162,2,169,172,9,20,9,31,12,27,57,,,0,506,2,789,976
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1163,2,184,248,16,25,14,27,28,53,51,,,0,646,16,662,1197
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1164,2,151,208,16,21,10,22,22,30,47,,,1,527,23,552,1084
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1165,1,71,84,6,11,4,9,14,32,18,,,0,249,8,258,517
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1166,2,107,151,18,23,11,11,16,30,35,,,0,402,12,409,839
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1167,1,93,66,13,10,1,7,6,14,14,,,0,224,4,228,552
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1168,3,98,173,16,20,4,9,7,27,49,,,0,403,6,409,829
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1169,2,142,203,16,24,2,23,27,30,68,,,0,535,12,547,1072
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1170,2,203,199,14,22,5,23,18,53,76,,,0,613,20,633,1137
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1171,2,194,268,25,44,9,36,47,48,82,,,1,753,36,790,1456
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1172,4,392,381,50,66,23,57,55,93,117,,,0,1234,56,1279,2345
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1173,2,190,191,15,26,16,23,37,38,24,,,0,560,24,607,1101
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1174,6,744,782,70,104,34,96,100,147,207,,,0,2284,74,2358,4441
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1175,3,286,304,21,35,16,55,48,70,82,,,0,917,21,944,1663
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1176,2,91,108,8,17,1,18,40,20,30,,,0,333,7,345,1251
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1177,2,191,264,13,28,8,25,36,40,44,,,0,649,24,673,1187
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1178,2,252,330,16,39,6,37,43,61,69,,,0,853,18,871,1470
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1179,1,65,73,4,10,1,8,10,12,13,,,0,196,5,201,402
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1180,1,115,116,8,17,3,8,20,14,38,,,0,339,10,349,631
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1181,1,114,127,8,25,7,16,20,21,33,,,0,371,6,379,738
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1182,1,59,97,17,8,5,9,8,15,28,,,0,246,10,256,489
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1183,1,93,127,9,31,3,10,19,33,29,,,0,354,13,367,722
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1184,2,127,175,23,22,2,11,21,38,32,,,0,451,21,475,967
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1185,2,122,181,19,22,3,8,17,39,24,,,1,435,11,452,772
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1186,1,63,108,6,9,2,11,12,21,27,,,0,259,10,269,472
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1187,1,89,94,11,12,6,9,11,22,33,,,0,287,12,299,600
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1188,2,128,151,12,24,3,16,19,26,39,,,1,418,16,435,834
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1189,2,192,159,8,23,17,27,16,28,51,,,0,521,18,533,1083
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1190,2,83,169,4,5,3,19,8,7,13,,,0,311,16,327,605
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1191,2,137,230,8,4,4,22,16,22,77,,,0,520,21,541,1284
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1192,3,255,278,13,14,3,12,16,29,63,,,1,683,39,720,1614
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1193,3,366,381,12,20,12,21,14,29,96,,,1,951,42,994,2048
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1194,4,523,507,12,26,11,35,36,35,125,,,1,1310,64,1375,2760
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1195,2,198,313,4,10,7,14,5,13,21,,,0,585,21,607,1239
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1196,2,91,135,12,37,5,15,6,12,18,,,0,331,14,510,845
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1197,2,126,105,4,0,6,3,3,8,13,,,29,268,0,328,1081
2,28,TAMAULIPAS,08,RIO BRAVO,33,RÍO BRAVO,1198,1,37,39,2,2,3,5,3,2,3,,,0,96,3,94,196
