CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRD,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANAZA,MORENA,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,10,DURANGO,4,DURANGO,5,DURANGO,345,2,506,,212,47,18,,5,28,22,9,,,,35,,,,1,882,21,904,1398
1,10,DURANGO,4,DURANGO,5,DURANGO,346,4,617,,258,44,20,,6,22,37,16,,,,53,,,,2,1073,24,1099,1573
1,10,DURANGO,4,DURANGO,5,DURANGO,347,3,363,,222,84,14,,3,23,32,20,,,,23,,,,0,784,26,810,1647
1,10,DURANGO,4,DURANGO,5,DURANGO,348,3,486,,324,63,15,,5,16,24,10,,,,25,,,,1,968,23,992,2208
1,10,DURANGO,4,DURANGO,5,DURANGO,349,6,793,,654,214,39,,8,26,67,30,,,,82,,,,0,1913,61,1974,4294
1,10,DURANGO,4,DURANGO,5,DURANGO,350,2,264,,125,38,5,,6,7,26,12,,,,19,,,,0,502,7,509,949
1,10,DURANGO,4,DURANGO,5,DURANGO,351,2,391,,161,35,14,,3,28,26,5,,,,34,,,,0,697,16,713,1168
1,10,DURANGO,4,DURANGO,5,DURANGO,352,1,38,,126,4,1,,1,3,1,0,,,,1,,,,0,175,4,179,328
1,10,DURANGO,4,DURANGO,5,DURANGO,353,1,76,,110,6,1,,2,2,0,0,,,,0,,,,0,197,1,198,351
1,10,DURANGO,4,DURANGO,5,DURANGO,358,1,104,,129,4,2,,0,4,4,0,,,,3,,,,3,250,10,263,434
1,10,DURANGO,4,DURANGO,5,DURANGO,360,1,22,,96,3,2,,1,1,2,0,,,,0,,,,0,127,4,131,222
1,10,DURANGO,4,DURANGO,5,DURANGO,373,1,54,,103,2,4,,1,2,2,0,,,,3,,,,0,171,0,171,261
1,10,DURANGO,4,DURANGO,5,DURANGO,374,1,42,,244,5,1,,2,3,0,1,,,,0,,,,1,298,1,300,613
1,10,DURANGO,4,DURANGO,5,DURANGO,375,1,23,,93,11,1,,1,5,37,3,,,,0,,,,0,174,8,182,300
1,10,DURANGO,4,DURANGO,5,DURANGO,376,3,549,,334,80,20,,4,15,44,8,,,,34,,,,0,1088,34,1122,1975
1,10,DURANGO,4,DURANGO,5,DURANGO,386,2,20,,333,2,0,,0,2,1,0,,,,0,,,,0,358,4,362,451
1,10,DURANGO,4,DURANGO,5,DURANGO,387,1,6,,70,1,1,,0,0,2,0,,,,0,,,,0,80,9,89,170
1,10,DURANGO,4,DURANGO,5,DURANGO,388,2,144,,203,14,6,,3,11,41,0,,,,5,,,,0,427,14,441,850
1,10,DURANGO,4,DURANGO,5,DURANGO,389,2,364,,240,82,18,,7,6,12,6,,,,10,,,,0,745,25,770,1315
1,10,DURANGO,4,DURANGO,5,DURANGO,390,2,194,,125,46,9,,3,4,5,7,,,,10,,,,0,403,13,416,767
1,10,DURANGO,4,DURANGO,5,DURANGO,398,3,503,,411,53,21,,7,27,22,6,,,,13,,,,0,1063,31,1094,1894
1,10,DURANGO,4,DURANGO,5,DURANGO,399,2,277,,277,40,8,,5,10,0,5,,,,12,,,,1,634,13,648,1227
1,10,DURANGO,4,DURANGO,5,DURANGO,400,2,263,,347,57,19,,4,17,8,15,,,,10,,,,1,740,24,765,1460
1,10,DURANGO,4,DURANGO,5,DURANGO,401,2,67,,418,7,9,,0,4,1,0,,,,0,,,,0,506,3,509,932
1,10,DURANGO,4,DURANGO,5,DURANGO,407,1,42,,146,12,22,,2,2,0,0,,,,4,,,,0,230,3,233,414
1,10,DURANGO,4,DURANGO,5,DURANGO,408,1,41,,73,3,3,,0,1,0,0,,,,1,,,,0,122,5,127,243
1,10,DURANGO,4,DURANGO,5,DURANGO,409,2,261,,376,29,14,,3,15,28,5,,,,3,,,,0,734,15,749,1402
1,10,DURANGO,4,DURANGO,5,DURANGO,416,2,64,,235,10,31,,0,4,2,0,,,,0,,,,0,346,11,357,653
1,10,DURANGO,4,DURANGO,5,DURANGO,417,1,21,,112,4,0,,0,0,0,0,,,,0,,,,0,137,3,140,241
1,10,DURANGO,4,DURANGO,5,DURANGO,418,1,2,,41,2,0,,0,0,0,0,,,,0,,,,0,45,1,46,161
1,10,DURANGO,5,DURANGO,5,DURANGO,157,3,504,,262,60,21,,4,18,30,16,,,,,47,16,,0,978,23,1001,1667
1,10,DURANGO,5,DURANGO,5,DURANGO,158,2,231,,142,16,8,,1,6,16,7,,,,,13,12,,0,452,11,463,763
1,10,DURANGO,5,DURANGO,5,DURANGO,159,2,341,,183,20,11,,1,15,15,21,,,,,15,15,,0,637,23,660,1095
1,10,DURANGO,5,DURANGO,5,DURANGO,160,2,234,,152,24,8,,2,8,11,14,,,,,4,5,,0,462,11,473,804
1,10,DURANGO,5,DURANGO,5,DURANGO,161,3,365,,373,46,5,,5,17,20,9,,,,,27,8,,1,875,31,907,1541
1,10,DURANGO,5,DURANGO,5,DURANGO,170,2,460,,187,60,4,,3,18,22,20,,,,,33,10,,1,817,19,837,1328
1,10,DURANGO,5,DURANGO,5,DURANGO,171,3,504,,304,31,12,,4,13,24,20,,,,,22,24,,1,958,20,979,1640
1,10,DURANGO,5,DURANGO,5,DURANGO,185,2,411,,143,22,5,,1,8,14,4,,,,,13,5,,0,626,16,642,922
1,10,DURANGO,5,DURANGO,5,DURANGO,186,1,193,,70,5,4,,1,9,5,3,,,,,18,7,,0,315,4,319,459
1,10,DURANGO,5,DURANGO,5,DURANGO,187,2,292,,154,43,4,,3,8,17,10,,,,,18,11,,1,560,15,576,852
1,10,DURANGO,5,DURANGO,5,DURANGO,188,2,439,,181,21,15,,6,12,16,9,,,,,51,16,,1,766,11,778,1118
1,10,DURANGO,5,DURANGO,5,DURANGO,189,1,244,,92,16,19,,2,4,7,2,,,,,18,4,,0,408,8,416,645
1,10,DURANGO,5,DURANGO,5,DURANGO,190,1,244,,135,10,4,,1,6,14,0,,,,,23,6,,0,443,10,453,651
1,10,DURANGO,5,DURANGO,5,DURANGO,191,1,304,,148,16,6,,3,10,9,1,,,,,20,5,,1,522,11,534,742
1,10,DURANGO,5,DURANGO,5,DURANGO,192,2,339,,124,15,7,,1,12,13,4,,,,,14,9,,0,538,10,548,794
1,10,DURANGO,5,DURANGO,5,DURANGO,193,1,194,,129,12,5,,0,7,7,4,,,,,7,2,,0,367,11,378,608
1,10,DURANGO,5,DURANGO,5,DURANGO,194,2,361,,169,19,7,,6,15,15,12,,,,,24,11,,0,639,11,650,926
1,10,DURANGO,5,DURANGO,5,DURANGO,195,2,376,,218,38,4,,3,14,19,9,,,,,11,7,,2,699,16,717,1175
1,10,DURANGO,5,DURANGO,5,DURANGO,196,2,221,,151,24,11,,2,9,14,7,,,,,20,6,,0,465,13,478,768
1,10,DURANGO,5,DURANGO,5,DURANGO,202,3,559,,309,43,14,,7,19,18,16,,,,,32,7,,0,1024,22,1046,1704
1,10,DURANGO,5,DURANGO,5,DURANGO,203,2,373,,156,13,7,,3,15,16,3,,,,,18,6,,0,610,9,619,860
1,10,DURANGO,5,DURANGO,5,DURANGO,205,1,268,,144,8,7,,0,3,17,7,,,,,17,6,,6,477,10,493,723
1,10,DURANGO,5,DURANGO,5,DURANGO,206,1,292,,100,13,6,,3,4,12,2,,,,,19,3,,0,454,3,457,635
1,10,DURANGO,5,DURANGO,5,DURANGO,207,1,240,,73,6,2,,2,4,7,4,,,,,0,7,,0,345,7,352,544
1,10,DURANGO,5,DURANGO,5,DURANGO,208,2,330,,118,6,4,,5,4,15,5,,,,,17,8,,1,512,8,521,784
1,10,DURANGO,5,DURANGO,5,DURANGO,209,1,251,,107,13,2,,1,12,4,4,,,,,14,9,,1,417,7,425,647
1,10,DURANGO,5,DURANGO,5,DURANGO,210,2,423,,142,15,10,,2,9,16,3,,,,,18,17,,1,655,16,672,994
1,10,DURANGO,5,DURANGO,5,DURANGO,211,1,308,,127,11,9,,3,3,13,2,,,,,12,5,,0,493,15,508,735
1,10,DURANGO,5,DURANGO,5,DURANGO,212,1,286,,87,7,14,,3,8,11,3,,,,,13,6,,0,438,3,441,656
1,10,DURANGO,5,DURANGO,5,DURANGO,213,1,290,,109,7,7,,1,4,13,3,,,,,15,9,,1,458,9,468,676
1,10,DURANGO,5,DURANGO,5,DURANGO,214,1,238,,83,4,3,,1,8,5,4,,,,,13,7,,0,366,10,376,554
1,10,DURANGO,5,DURANGO,5,DURANGO,215,1,285,,96,6,6,,0,4,11,2,,,,,15,12,,0,437,9,446,648
1,10,DURANGO,5,DURANGO,5,DURANGO,216,1,210,,74,7,6,,0,2,5,4,,,,,9,7,,1,324,9,334,457
1,10,DURANGO,5,DURANGO,5,DURANGO,217,1,298,,122,4,7,,0,5,7,6,,,,,13,7,,1,469,8,478,692
1,10,DURANGO,5,DURANGO,5,DURANGO,223,2,359,,205,44,7,,0,10,14,10,,,,,13,7,,0,669,16,685,1281
1,10,DURANGO,5,DURANGO,5,DURANGO,224,2,460,,221,45,12,,1,20,21,9,,,,,20,14,,0,823,21,844,1382
1,10,DURANGO,5,DURANGO,5,DURANGO,225,2,496,,164,55,11,,4,11,26,3,,,,,19,19,,1,808,23,832,1366
1,10,DURANGO,5,DURANGO,5,DURANGO,226,1,268,,80,16,11,,1,4,8,8,,,,,12,4,,0,412,7,419,589
1,10,DURANGO,5,DURANGO,5,DURANGO,227,2,430,,195,30,16,,1,13,18,9,,,,,17,7,,0,736,12,748,1135
1,10,DURANGO,5,DURANGO,5,DURANGO,228,2,403,,187,13,5,,4,15,12,9,,,,,14,16,,2,678,14,694,1033
1,10,DURANGO,5,DURANGO,5,DURANGO,229,1,249,,111,16,7,,0,6,15,1,,,,,13,3,,0,421,13,434,606
1,10,DURANGO,5,DURANGO,5,DURANGO,230,1,195,,68,8,6,,2,3,6,1,,,,,10,3,,0,302,5,307,451
1,10,DURANGO,5,DURANGO,5,DURANGO,231,1,251,,84,8,1,,2,5,13,0,,,,,7,7,,0,378,7,385,637
1,10,DURANGO,5,DURANGO,5,DURANGO,232,1,190,,73,6,6,,1,8,10,5,,,,,7,3,,0,309,1,310,457
1,10,DURANGO,5,DURANGO,5,DURANGO,233,2,235,,67,12,3,,1,4,7,2,,,,,12,5,,0,348,7,355,537
1,10,DURANGO,5,DURANGO,5,DURANGO,234,1,205,,50,6,5,,1,0,8,3,,,,,8,4,,0,290,2,292,407
1,10,DURANGO,5,DURANGO,5,DURANGO,235,1,182,,63,4,2,,1,0,7,2,,,,,12,3,,0,276,8,284,418
1,10,DURANGO,5,DURANGO,5,DURANGO,239,2,326,,124,36,7,,2,8,13,7,,,,,14,14,,0,551,8,559,760
1,10,DURANGO,5,DURANGO,5,DURANGO,240,1,291,,100,1,4,,1,7,9,1,,,,,25,3,,0,442,6,448,618
1,10,DURANGO,5,DURANGO,5,DURANGO,241,1,168,,120,11,1,,4,4,4,2,,,,,7,6,,0,327,4,331,556
1,10,DURANGO,5,DURANGO,5,DURANGO,242,1,270,,126,18,9,,0,5,14,2,,,,,9,6,,0,459,5,464,668
1,10,DURANGO,5,DURANGO,5,DURANGO,243,2,372,,187,19,10,,1,10,10,5,,,,,16,12,,0,642,7,649,932
1,10,DURANGO,5,DURANGO,5,DURANGO,244,1,179,,121,17,7,,1,5,11,2,,,,,8,7,,0,358,8,366,565
1,10,DURANGO,5,DURANGO,5,DURANGO,245,2,339,,126,25,7,,1,13,21,7,,,,,8,6,,0,553,15,568,883
1,10,DURANGO,5,DURANGO,5,DURANGO,246,1,195,,78,18,0,,0,10,5,5,,,,,13,14,,1,338,2,341,468
1,10,DURANGO,5,DURANGO,5,DURANGO,247,3,671,,321,75,14,,7,24,30,20,,,,,20,15,,2,1197,33,1232,2125
1,10,DURANGO,5,DURANGO,5,DURANGO,248,2,416,,230,59,12,,7,13,23,11,,,,,18,16,,0,805,14,819,1362
1,10,DURANGO,5,DURANGO,5,DURANGO,249,3,635,,346,71,17,,3,54,41,13,,,,,26,9,,0,1215,21,1236,1874
1,10,DURANGO,5,DURANGO,5,DURANGO,256,2,439,,291,31,13,,2,10,31,10,,,,,26,12,,0,865,9,874,1439
1,10,DURANGO,5,DURANGO,5,DURANGO,257,2,312,,240,27,11,,2,10,17,9,,,,,21,6,,0,655,10,665,980
1,10,DURANGO,5,DURANGO,5,DURANGO,258,2,397,,170,13,15,,2,12,17,0,,,,,24,6,,1,656,15,672,963
1,10,DURANGO,5,DURANGO,5,DURANGO,259,2,284,,186,26,5,,1,14,19,7,,,,,14,9,,0,565,13,578,983
1,10,DURANGO,5,DURANGO,5,DURANGO,260,2,371,,186,30,11,,7,19,16,8,,,,,18,17,,2,683,16,701,1260
1,10,DURANGO,5,DURANGO,5,DURANGO,261,2,289,,129,21,9,,1,24,20,1,,,,,21,7,,0,522,17,539,788
1,10,DURANGO,5,DURANGO,5,DURANGO,262,3,533,,293,73,15,,3,21,27,18,,,,,23,9,,0,1015,19,1034,1719
1,10,DURANGO,5,DURANGO,5,DURANGO,263,1,200,,106,27,5,,0,13,6,5,,,,,7,4,,0,373,13,386,683
1,10,DURANGO,5,DURANGO,5,DURANGO,264,1,208,,135,20,6,,0,17,11,3,,,,,8,11,,0,419,9,428,672
1,10,DURANGO,5,DURANGO,5,DURANGO,265,1,186,,81,15,3,,1,42,6,4,,,,,8,5,,0,351,8,359,525
1,10,DURANGO,5,DURANGO,5,DURANGO,266,1,237,,153,24,3,,2,25,8,7,,,,,10,7,,0,476,8,484,740
1,10,DURANGO,5,DURANGO,5,DURANGO,267,1,288,,110,17,5,,1,22,11,4,,,,,9,3,,2,470,11,483,710
1,10,DURANGO,5,DURANGO,5,DURANGO,268,1,244,,86,9,6,,1,4,4,2,,,,,7,8,,0,371,8,379,578
1,10,DURANGO,5,DURANGO,5,DURANGO,269,2,365,,159,27,10,,4,21,15,7,,,,,24,12,,1,644,15,660,1064
1,10,DURANGO,5,DURANGO,5,DURANGO,270,2,480,,216,27,17,,12,20,22,4,,,,,27,11,,1,836,20,857,1261
1,10,DURANGO,5,DURANGO,5,DURANGO,272,2,272,,148,21,5,,1,6,11,9,,,,,17,8,,0,498,9,507,803
1,10,DURANGO,5,DURANGO,5,DURANGO,273,2,300,,149,30,5,,1,11,23,12,,,,,8,10,,0,549,12,561,994
1,10,DURANGO,5,DURANGO,5,DURANGO,274,2,264,,181,24,8,,1,11,16,6,,,,,10,3,,0,524,23,547,957
1,10,DURANGO,5,DURANGO,5,DURANGO,275,3,476,,353,46,16,,0,14,42,15,,,,,25,10,,1,997,24,1022,1719
1,10,DURANGO,5,DURANGO,5,DURANGO,284,3,486,,320,53,9,,3,21,29,15,,,,,14,12,,0,962,26,988,1764
1,10,DURANGO,5,DURANGO,5,DURANGO,285,2,233,,147,17,8,,6,9,12,9,,,,,10,4,,0,455,10,465,832
1,10,DURANGO,5,DURANGO,5,DURANGO,286,4,527,,185,71,11,,3,23,29,12,,,,,23,12,,1,896,20,917,1676
1,10,DURANGO,5,DURANGO,5,DURANGO,287,1,217,,78,13,6,,2,9,9,2,,,,,9,4,,0,349,7,356,558
1,10,DURANGO,5,DURANGO,5,DURANGO,288,2,293,,190,24,11,,4,14,23,11,,,,,19,4,,0,593,5,598,962
1,10,DURANGO,5,DURANGO,5,DURANGO,289,2,336,,207,32,12,,3,15,19,17,,,,,20,11,,0,672,17,689,1107
1,10,DURANGO,5,DURANGO,5,DURANGO,290,2,394,,215,40,12,,3,22,21,14,,,,,20,18,,0,759,12,771,1258
1,10,DURANGO,5,DURANGO,5,DURANGO,291,2,329,,226,24,3,,1,10,15,5,,,,,29,10,,0,652,14,666,1039
1,10,DURANGO,5,DURANGO,5,DURANGO,292,2,407,,214,51,7,,3,7,32,7,,,,,22,6,,0,756,22,778,1238
1,10,DURANGO,5,DURANGO,5,DURANGO,293,3,507,,284,44,12,,1,26,30,19,,,,,31,9,,0,963,14,977,1530
1,10,DURANGO,5,DURANGO,5,DURANGO,294,2,400,,234,28,12,,5,5,17,19,,,,,28,11,,0,759,15,774,1191
1,10,DURANGO,5,DURANGO,5,DURANGO,295,2,435,,190,63,30,,3,17,10,9,,,,,21,15,,0,793,14,807,1264
1,10,DURANGO,5,DURANGO,5,DURANGO,305,2,191,,129,35,5,,0,5,23,33,,,,,9,11,,0,441,9,450,794
1,10,DURANGO,5,DURANGO,5,DURANGO,306,2,360,,154,31,17,,14,30,23,11,,,,,33,15,,0,688,19,707,1048
1,10,DURANGO,5,DURANGO,5,DURANGO,307,2,327,,124,27,6,,2,14,15,5,,,,,9,9,,0,538,14,552,875
1,10,DURANGO,5,DURANGO,5,DURANGO,308,2,369,,186,30,15,,4,19,14,5,,,,,10,12,,1,664,4,669,983
1,10,DURANGO,5,DURANGO,5,DURANGO,309,2,520,,221,29,13,,2,36,22,11,,,,,28,28,,1,910,24,935,1371
1,10,DURANGO,5,DURANGO,5,DURANGO,310,2,409,,200,29,16,,1,27,22,10,,,,,19,19,,0,752,23,775,1106
1,10,DURANGO,5,DURANGO,5,DURANGO,311,2,490,,135,45,14,,3,36,19,6,,,,,22,10,,0,780,17,797,1156
1,10,DURANGO,5,DURANGO,5,DURANGO,312,3,707,,265,58,13,,0,82,34,16,,,,,44,14,,0,1233,19,1252,1777
1,10,DURANGO,5,DURANGO,5,DURANGO,313,1,235,,100,27,8,,3,11,10,4,,,,,5,4,,1,407,13,421,722
1,10,DURANGO,5,DURANGO,5,DURANGO,314,2,268,,116,22,5,,1,5,4,10,,,,,10,1,,1,442,11,454,804
1,10,DURANGO,5,DURANGO,5,DURANGO,315,2,512,,201,52,8,,5,12,20,12,,,,,33,10,,1,865,27,893,1377
1,10,DURANGO,5,DURANGO,5,DURANGO,316,2,314,,204,40,13,,8,22,25,14,,,,,33,19,,0,692,12,704,1174
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,1,1,179,124,,19,,5,,,32,11,,,,,,,,1,370,23,394,605
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,2,2,292,157,,7,,11,,,37,12,,,,,,,,1,516,20,537,789
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,3,3,579,384,,38,,31,,,110,35,,,,,,,,1,1177,50,1228,1917
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,4,2,284,224,,24,,7,,,42,16,,,,,,,,0,597,21,618,1070
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,5,2,315,234,,13,,7,,,66,19,,,,,,,,1,654,36,691,1066
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,6,3,464,307,,39,,22,,,81,32,,,,,,,,0,945,33,978,1597
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,7,1,204,110,,11,,6,,,35,11,,,,,,,,1,377,22,400,672
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,8,2,180,176,,29,,5,,,18,3,,,,,,,,9,411,12,432,778
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,9,1,155,179,,8,,0,,,10,2,,,,,,,,12,354,17,383,681
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,10,1,27,93,,2,,0,,,2,2,,,,,,,,0,126,7,133,191
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,12,1,30,28,,8,,0,,,4,1,,,,,,,,0,71,7,78,150
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,13,1,169,169,,10,,2,,,9,10,,,,,,,,0,369,29,398,716
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,14,1,125,125,,7,,0,,,6,2,,,,,,,,0,265,16,281,468
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,15,1,189,208,,19,,2,,,19,4,,,,,,,,0,441,23,464,748
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,16,3,72,115,,7,,0,,,2,4,,,,,,,,0,200,9,209,342
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,17,1,25,61,,0,,0,,,3,0,,,,,,,,0,89,5,94,160
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,19,1,26,63,,6,,0,,,0,2,,,,,,,,0,97,3,100,161
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,20,1,68,46,,11,,2,,,16,2,,,,,,,,0,145,8,153,260
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,21,1,33,41,,3,,1,,,4,1,,,,,,,,0,83,4,87,125
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,22,2,269,256,,20,,7,,,28,8,,,,,,,,0,588,8,596,961
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,23,1,151,158,,7,,2,,,14,11,,,,,,,,0,343,15,358,554
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,24,1,112,92,,14,,4,,,0,0,,,,,,,,0,222,14,236,346
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,25,1,245,78,,32,,5,,,18,5,,,,,,,,0,383,13,396,625
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,26,2,282,241,,51,,2,,,115,3,,,,,,,,0,694,36,730,1163
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,27,2,217,209,,33,,8,,,45,24,,,,,,,,0,536,27,563,1023
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,28,1,92,173,,14,,6,,,90,0,,,,,,,,1,375,24,400,564
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,29,3,160,285,,24,,7,,,132,8,,,,,,,,0,616,33,649,935
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,30,2,345,183,,20,,12,,,86,18,,,,,,,,0,664,25,689,962
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,31,1,208,158,,12,,8,,,35,9,,,,,,,,0,430,20,450,673
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,32,1,88,98,,11,,3,,,20,1,,,,,,,,0,221,10,231,375
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,33,1,37,124,,9,,1,,,2,2,,,,,,,,0,175,7,182,305
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,34,1,21,82,,3,,2,,,2,1,,,,,,,,0,111,13,124,203
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,35,1,35,99,,7,,2,,,4,2,,,,,,,,0,149,6,155,266
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,37,2,195,187,,26,,4,,,100,16,,,,,,,,0,528,29,557,959
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,38,1,182,121,,31,,4,,,11,13,,,,,,,,0,362,33,395,635
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,39,1,38,104,,6,,3,,,7,7,,,,,,,,1,165,7,173,277
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,40,1,134,142,,5,,1,,,29,10,,,,,,,,0,321,14,335,509
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1015,3,348,290,,62,,14,,,40,90,,,,,,,,6,844,32,882,1688
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1016,2,198,138,,33,,3,,,8,26,,,,,,,,0,406,25,431,893
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1017,4,484,394,,81,,17,,,49,105,,,,,,,,1,1130,62,1193,1595
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1018,2,403,226,,24,,7,,,22,49,,,,,,,,0,731,55,786,1314
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1019,3,513,344,,53,,8,,,33,75,,,,,,,,0,1026,54,1080,1955
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1020,2,404,313,,25,,3,,,27,21,,,,,,,,1,793,21,815,1374
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1021,2,451,237,,22,,9,,,41,36,,,,,,,,0,796,28,824,1449
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1022,2,290,211,,13,,7,,,25,27,,,,,,,,0,573,26,599,927
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1023,3,537,314,,28,,8,,,48,47,,,,,,,,1,982,42,1025,1791
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1024,4,632,544,,59,,16,,,66,80,,,,,,,,4,1397,62,1463,2493
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1025,1,20,170,,13,,0,,,10,15,,,,,,,,0,228,20,248,447
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1026,1,12,65,,2,,0,,,0,7,,,,,,,,0,86,6,92,145
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1027,1,156,162,,14,,2,,,7,7,,,,,,,,0,348,25,373,633
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1028,1,118,215,,16,,6,,,9,12,,,,,,,,0,376,21,397,734
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1029,1,57,237,,24,,1,,,6,10,,,,,,,,0,335,29,364,725
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1030,1,68,148,,17,,5,,,8,17,,,,,,,,4,263,13,280,457
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1031,1,48,56,,20,,2,,,5,16,,,,,,,,0,147,11,158,322
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1032,1,55,47,,26,,1,,,0,19,,,,,,,,0,148,8,156,282
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1033,1,89,77,,32,,2,,,3,15,,,,,,,,1,218,12,231,401
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1034,1,119,157,,38,,0,,,3,24,,,,,,,,0,341,22,363,604
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1035,1,89,54,,16,,1,,,4,8,,,,,,,,1,172,8,181,333
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1036,1,13,39,,15,,2,,,2,0,,,,,,,,0,71,4,75,115
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1037,1,117,185,,14,,2,,,6,27,,,,,,,,0,351,34,385,701
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1038,1,70,60,,4,,1,,,4,7,,,,,,,,0,146,14,160,263
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1039,1,28,64,,8,,1,,,1,9,,,,,,,,0,111,23,134,327
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1040,1,207,151,,10,,2,,,4,12,,,,,,,,0,386,7,393,678
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1041,1,16,47,,3,,1,,,2,3,,,,,,,,0,72,0,72,222
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1042,1,117,118,,12,,0,,,3,2,,,,,,,,0,252,22,274,442
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1043,2,64,89,,25,,1,,,6,15,,,,,,,,0,200,18,218,348
