CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRD,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANAZA,MORENA,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1044,2,118,72,,10,,0,,,17,43,,,,,,,,0,260,15,275,523
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1045,1,102,65,,15,,4,,,6,33,,,,,,,,0,225,17,242,510
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1046,2,160,220,,15,,1,,,31,56,,,,,,,,2,483,34,519,875
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1047,1,92,82,,19,,2,,,15,29,,,,,,,,0,239,33,272,516
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1048,1,22,68,,12,,4,,,4,15,,,,,,,,1,125,15,141,238
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1049,1,72,73,,11,,2,,,2,18,,,,,,,,0,178,13,191,390
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1050,2,201,156,,9,,0,,,2,6,,,,,,,,0,374,21,395,882
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1051,1,58,66,,2,,1,,,1,2,,,,,,,,0,130,18,148,323
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1052,1,59,50,,3,,0,,,2,1,,,,,,,,0,115,13,128,261
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1053,1,62,55,,14,,0,,,9,7,,,,,,,,0,147,17,164,341
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1054,1,19,50,,7,,0,,,1,9,,,,,,,,0,86,7,93,194
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1055,1,59,64,,23,,1,,,19,21,,,,,,,,0,187,13,200,349
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1057,1,2,13,,2,,0,,,0,1,,,,,,,,0,18,5,23,114
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1058,1,16,25,,9,,1,,,8,13,,,,,,,,0,72,6,78,142
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1059,1,10,7,,1,,0,,,0,0,,,,,,,,0,18,0,18,153
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1060,1,31,52,,8,,1,,,3,0,,,,,,,,0,95,12,107,206
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1061,3,51,229,,10,,2,,,5,5,,,,,,,,0,302,70,372,939
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1062,1,29,9,,3,,0,,,0,0,,,,,,,,0,41,3,44,157
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1098,3,185,135,,28,,10,,,74,7,,,,,,,,0,439,9,448,783
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1099,3,305,340,,67,,8,,,132,36,,,,,,,,0,888,40,928,1763
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1100,2,157,188,,26,,10,,,143,18,,,,,,,,0,542,20,562,1022
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1102,1,80,19,,1,,3,,,6,0,,,,,,,,0,109,6,115,214
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1103,1,62,53,,5,,6,,,42,0,,,,,,,,0,168,5,173,245
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1104,1,68,68,,4,,1,,,46,5,,,,,,,,0,192,15,207,341
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1106,1,9,22,,7,,4,,,36,2,,,,,,,,0,80,8,88,151
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1107,1,38,86,,3,,9,,,57,4,,,,,,,,0,197,6,203,310
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1108,1,141,106,,10,,1,,,75,1,,,,,,,,0,334,15,349,568
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1109,1,116,55,,4,,3,,,68,2,,,,,,,,0,248,8,256,417
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1110,1,134,76,,3,,5,,,36,5,,,,,,,,0,259,4,263,420
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1112,2,157,266,,28,,13,,,96,7,,,,,,,,0,567,19,586,850
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1114,1,51,88,,9,,5,,,34,4,,,,,,,,0,191,5,196,297
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1115,1,14,57,,3,,0,,,8,0,,,,,,,,0,82,2,84,129
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1116,1,54,64,,9,,7,,,44,2,,,,,,,,0,180,16,196,354
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1117,1,41,53,,3,,2,,,47,4,,,,,,,,0,150,5,155,279
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1118,1,75,61,,6,,4,,,55,4,,,,,,,,0,205,2,207,299
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1120,1,35,38,,16,,16,,,69,11,,,,,,,,0,185,5,190,273
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1121,1,26,37,,10,,4,,,25,1,,,,,,,,0,103,5,108,150
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1122,1,38,95,,3,,3,,,35,1,,,,,,,,0,175,6,181,370
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1125,1,68,15,,11,,8,,,10,3,,,,,,,,0,115,3,118,172
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1126,2,85,64,,6,,12,,,55,2,,,,,,,,0,224,7,231,421
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1127,1,103,80,,4,,2,,,40,2,,,,,,,,0,231,10,241,409
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1128,2,49,36,,2,,4,,,78,13,,,,,,,,0,182,3,185,268
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1130,1,65,6,,0,,12,,,11,7,,,,,,,,0,101,1,102,189
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1131,2,62,94,,0,,31,,,21,1,,,,,,,,0,209,6,215,388
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1132,1,73,38,,3,,12,,,10,1,,,,,,,,0,137,5,142,277
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1133,1,12,2,,0,,0,,,3,11,,,,,,,,0,28,1,29,121
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1134,1,11,141,,5,,5,,,34,43,,,,,,,,0,239,8,247,379
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1135,1,2,110,,5,,0,,,23,7,,,,,,,,0,147,5,152,237
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1136,2,51,96,,2,,0,,,4,10,,,,,,,,0,163,9,172,373
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1137,1,42,83,,8,,15,,,5,4,,,,,,,,0,157,10,167,331
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1138,1,32,64,,4,,0,,,54,0,,,,,,,,2,154,7,163,295
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1139,1,24,50,,19,,8,,,36,0,,,,,,,,0,137,3,140,216
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,42,2,231,,190,6,1,0,2,5,5,0,,,,,,,,0,440,11,451,829
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,43,1,99,,6,0,0,0,0,0,0,0,,,,,,,,0,105,2,107,144
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,44,1,110,,31,1,0,0,2,0,0,0,,,,,,,,0,144,6,150,220
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,46,1,18,,41,1,1,0,0,0,0,2,,,,,,,,0,63,3,66,107
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,47,1,43,,90,1,1,0,0,2,0,0,,,,,,,,0,137,2,139,199
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,48,1,62,,92,1,1,1,3,1,1,0,,,,,,,,0,162,16,178,237
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,50,1,69,,18,0,1,0,0,0,0,0,,,,,,,,0,88,2,90,126
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,51,1,11,,42,10,0,0,0,0,0,0,,,,,,,,0,63,5,68,162
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,52,1,29,,42,1,1,0,2,0,0,0,,,,,,,,0,75,3,78,142
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,53,1,79,,53,0,1,0,4,0,0,0,,,,,,,,0,137,9,146,260
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,54,1,31,,43,4,0,0,2,1,0,0,,,,,,,,0,81,8,89,161
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,55,1,22,,75,2,1,1,0,1,0,5,,,,,,,,0,107,0,107,180
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,56,1,35,,183,8,0,0,1,2,3,1,,,,,,,,0,233,4,237,374
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,947,3,118,,359,8,7,137,2,8,5,7,,,,,,,,0,651,20,671,828
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,948,1,42,,169,1,3,44,0,6,11,1,,,,,,,,0,277,3,280,354
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,949,2,55,,96,0,4,73,0,3,1,0,,,,,,,,0,232,5,237,308
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,950,1,30,,64,0,0,61,0,0,1,0,,,,,,,,0,156,5,161,230
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,951,1,7,,71,2,5,54,1,4,1,0,,,,,,,,0,145,10,155,194
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,952,1,8,,68,1,5,49,0,0,3,0,,,,,,,,0,134,3,137,179
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,953,1,14,,73,0,1,32,0,0,7,0,,,,,,,,0,127,4,131,177
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,954,1,71,,65,2,1,40,0,16,13,2,,,,,,,,0,210,13,223,292
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,955,1,19,,108,2,4,66,1,4,1,1,,,,,,,,0,206,7,213,286
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,956,1,19,,35,2,1,30,0,4,1,0,,,,,,,,0,92,9,101,189
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,957,1,10,,38,1,8,33,2,5,3,0,,,,,,,,0,100,4,104,126
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,958,1,9,,40,3,2,42,1,3,0,0,,,,,,,,0,100,8,108,142
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,959,1,36,,81,5,7,56,1,1,2,1,,,,,,,,0,190,13,203,315
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,960,1,44,,19,0,1,30,0,1,0,0,,,,,,,,0,95,4,99,133
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1200,3,383,,421,9,6,14,2,22,63,9,,,,,,,,0,929,32,961,1548
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1201,4,516,,633,9,9,16,6,17,47,31,,,,,,,,0,1284,27,1311,1911
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1202,3,468,,447,7,6,10,1,22,28,7,,,,,,,,0,996,26,1022,1786
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1203,2,211,,227,4,0,5,3,10,22,3,,,,,,,,1,485,10,496,872
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1204,2,193,,312,3,6,3,1,17,24,4,,,,,,,,0,563,10,573,960
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1205,2,280,,248,1,3,7,1,6,20,2,,,,,,,,4,568,17,589,1012
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1206,2,243,,241,4,9,6,0,13,36,11,,,,,,,,0,563,15,578,1107
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1207,4,516,,738,17,15,34,5,56,86,22,,,,,,,,0,1489,62,1551,2699
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1208,2,275,,259,13,5,4,2,14,42,7,,,,,,,,0,621,18,639,1106
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1209,1,125,,156,4,4,2,0,4,24,1,,,,,,,,0,320,5,325,549
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1210,1,159,,133,3,4,4,0,4,15,0,,,,,,,,0,322,7,329,625
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1211,1,197,,195,8,2,1,0,4,18,7,,,,,,,,1,432,8,441,716
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1212,3,363,,433,7,3,8,0,15,17,18,,,,,,,,0,864,28,892,1660
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1213,4,571,,599,16,8,12,2,34,39,17,,,,,,,,0,1298,43,1341,2352
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1214,1,128,,246,7,2,7,0,7,13,5,,,,,,,,0,415,11,426,725
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1215,1,84,,57,0,2,0,3,10,1,0,,,,,,,,0,157,12,169,293
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1217,1,25,,64,0,1,0,1,1,0,0,,,,,,,,0,92,2,94,175
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1218,1,36,,19,0,1,0,0,1,1,0,,,,,,,,0,58,2,60,158
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1219,1,78,,178,1,4,7,1,19,8,1,,,,,,,,0,297,11,308,614
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1220,1,131,,133,3,1,0,1,2,4,0,,,,,,,,0,275,11,286,495
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1221,1,48,,29,0,0,0,0,0,0,0,,,,,,,,0,77,2,79,137
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1222,1,117,,146,0,4,2,2,2,3,2,,,,,,,,0,278,13,291,530
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1224,2,91,,97,2,3,1,2,4,7,2,,,,,,,,0,209,6,215,427
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1225,1,79,,34,4,0,2,1,1,0,1,,,,,,,,0,122,3,125,193
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1226,1,48,,34,0,0,0,1,5,1,2,,,,,,,,0,91,2,93,143
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1227,1,50,,52,4,0,0,2,5,2,0,,,,,,,,0,115,5,120,203
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1228,1,72,,70,3,3,2,0,2,6,1,,,,,,,,0,159,2,161,268
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1229,1,157,,117,0,5,0,2,5,11,1,,,,,,,,0,298,8,306,483
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1230,1,11,,12,0,1,0,0,0,1,1,,,,,,,,0,26,0,26,114
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1231,1,100,,140,1,1,0,2,1,2,11,,,,,,,,0,258,5,263,341
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1232,1,17,,159,0,1,0,1,0,0,0,,,,,,,,0,178,7,185,323
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1233,1,29,,124,1,0,0,0,0,2,0,,,,,,,,0,156,7,163,303
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1234,1,133,,122,6,4,1,3,7,0,11,,,,,,,,0,287,5,292,435
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1235,1,94,,95,0,0,3,3,6,4,7,,,,,,,,0,212,9,221,363
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1236,1,177,,169,1,1,3,0,1,5,1,,,,,,,,0,358,4,362,491
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1237,1,51,,54,3,1,0,0,2,5,0,,,,,,,,0,116,3,119,266
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1238,1,96,,87,3,5,0,0,4,0,7,,,,,,,,0,202,10,212,446
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1240,2,221,,195,1,6,1,4,6,10,4,,,,,,,,1,448,15,464,825
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1241,1,52,,69,1,1,0,0,0,2,0,,,,,,,,0,125,4,129,242
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1242,1,86,,121,0,2,1,3,29,2,5,,,,,,,,0,249,23,272,595
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1243,1,54,,169,2,1,0,1,22,0,1,,,,,,,,0,250,4,254,431
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1244,1,57,,156,6,4,2,1,52,0,2,,,,,,,,0,280,14,294,485
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1245,1,83,,198,1,2,4,3,32,10,0,,,,,,,,0,333,17,350,615
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1246,1,46,,73,0,0,0,0,5,0,0,,,,,,,,0,124,6,130,210
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1247,1,30,,31,2,0,0,0,5,0,0,,,,,,,,0,68,1,69,132
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1248,1,48,,42,0,4,0,1,44,0,1,,,,,,,,0,140,11,151,266
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1249,1,136,,93,2,5,3,0,0,2,2,,,,,,,,0,243,13,256,509
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1250,1,81,,92,8,0,1,1,2,2,0,,,,,,,,0,187,14,201,351
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1251,1,44,,91,1,2,1,1,0,0,0,,,,,,,,0,140,0,140,228
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1253,1,26,,64,1,0,0,0,0,0,0,,,,,,,,0,91,5,96,147
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1254,1,62,,51,2,2,3,1,36,4,0,,,,,,,,0,161,5,166,228
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1255,1,16,,179,1,0,0,1,1,0,1,,,,,,,,0,199,4,203,290
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1256,1,49,,119,0,2,0,2,0,2,0,,,,,,,,0,174,4,178,328
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1257,1,7,,172,1,0,0,0,0,0,0,,,,,,,,0,180,4,184,360
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1258,1,116,,55,1,2,0,1,2,5,0,,,,,,,,0,182,5,187,311
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1259,1,72,,80,0,0,1,1,3,2,0,,,,,,,,0,159,4,163,271
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1260,2,238,,140,3,2,1,2,9,18,1,,,,,,,,0,414,19,433,777
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1261,1,75,,94,3,2,1,0,4,2,7,,,,,,,,0,188,5,193,344
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1262,1,7,,58,1,0,0,0,2,2,0,,,,,,,,0,70,2,72,113
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1274,3,478,,431,8,4,2,5,5,0,0,,,,,,,,1,933,40,974,1220
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1275,2,314,,335,6,3,0,3,10,5,0,,,,,,,,1,676,24,701,1116
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1276,1,50,,28,2,1,0,1,0,0,0,,,,,,,,0,82,2,84,253
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1277,2,128,,373,2,5,0,3,1,0,0,,,,,,,,0,512,34,546,978
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1278,1,13,,92,0,1,0,0,0,1,0,,,,,,,,0,107,4,111,189
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1279,1,53,,249,0,5,0,0,1,1,1,,,,,,,,0,310,5,315,585
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1280,1,45,,126,1,3,0,0,0,0,0,,,,,,,,0,175,1,176,326
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1281,2,223,,317,5,15,0,2,3,5,0,,,,,,,,0,570,29,599,1050
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1282,1,116,,117,1,7,0,0,3,0,0,,,,,,,,0,244,4,248,501
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1283,1,46,,27,0,2,0,0,2,0,0,,,,,,,,0,77,2,79,145
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1284,1,22,,33,1,1,0,0,0,0,0,,,,,,,,0,57,5,62,311
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1285,1,28,,31,0,0,0,1,0,0,0,,,,,,,,0,60,3,63,381
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1286,1,130,,94,9,0,0,1,8,1,0,,,,,,,,0,243,10,253,477
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1287,1,64,,33,0,1,0,0,2,0,0,,,,,,,,0,100,7,107,232
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1288,1,100,,119,1,0,0,1,0,0,0,,,,,,,,0,221,11,232,346
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1289,1,92,,186,1,1,0,1,1,0,0,,,,,,,,0,282,33,315,537
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1290,1,235,,163,2,4,0,3,1,0,0,,,,,,,,0,408,30,438,735
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1291,1,31,,50,2,0,0,1,1,0,0,,,,,,,,0,85,4,89,137
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1292,1,120,,182,18,5,0,2,4,0,0,,,,,,,,0,331,16,347,493
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1293,1,98,,41,5,0,0,0,1,0,0,,,,,,,,0,145,9,154,242
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1294,1,43,,139,0,2,0,1,0,0,0,,,,,,,,0,185,5,190,374
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1295,1,20,,152,0,1,0,0,0,0,0,,,,,,,,0,173,9,182,476
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1296,1,87,,33,1,4,0,0,1,0,0,,,,,,,,0,126,7,133,308
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1297,1,76,,252,1,2,0,1,1,1,0,,,,,,,,0,334,13,347,520
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1298,1,64,,338,1,4,0,2,3,1,1,,,,,,,,0,414,12,426,622
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1299,2,120,,335,5,3,0,3,2,1,0,,,,,,,,0,469,28,497,832
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1300,2,218,,358,4,5,0,0,4,2,0,,,,,,,,0,591,27,618,1018
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1301,1,28,,153,1,1,0,0,0,1,0,,,,,,,,0,184,2,186,331
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1302,1,57,,34,3,3,0,1,0,1,0,,,,,,,,0,99,1,100,226
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1304,1,17,,75,0,0,0,1,0,0,0,,,,,,,,0,93,4,97,243
