MUNICIPIO,SECION,CASILLA,PAN,PRI,PRD,PFCRN,PT,PVEM,VALIDA,No Registrados,Nulos,Total
GOMEZ PALACIO,486,C,144,127,75,2,11,12,371,1,16,388
GOMEZ PALACIO,487,B,56,42,59,2,4,9,172,0,9,181
GOMEZ PALACIO,488,B,66,95,25,0,5,3,194,0,5,199
GOMEZ PALACIO,489,B,42,77,48,6,9,2,184,0,5,189
GOMEZ PALACIO,490,B,81,117,128,2,13,4,345,0,19,364
GOMEZ PALACIO,491,C,103,91,77,6,18,11,306,2,14,322
GOMEZ PALACIO,492,C,108,107,99,2,13,4,333,0,7,340
GOMEZ PALACIO,493,C,95,108,57,1,11,12,284,0,5,289
GOMEZ PALACIO,494,C,127,80,92,1,3,5,308,0,5,313
GOMEZ PALACIO,495,C,157,79,81,0,2,2,321,0,5,326
GOMEZ PALACIO,496,,112,96,78,0,16,4,306,0,5,311
GOMEZ PALACIO,497,,63,81,41,3,10,3,201,0,6,207
GOMEZ PALACIO,498,C,179,125,97,0,38,2,441,3,8,452
GOMEZ PALACIO,499,C,137,97,128,2,18,8,390,1,7,398
GOMEZ PALACIO,500,C,139,95,157,2,8,8,409,0,16,425
GOMEZ PALACIO,501,C,149,76,116,3,21,6,371,5,9,385
GOMEZ PALACIO,502,C,206,181,146,0,12,9,554,1,7,562
GOMEZ PALACIO,503,C,107,97,114,0,2,2,322,0,7,329
GOMEZ PALACIO,504,B,124,95,71,0,3,2,295,0,4,299
GOMEZ PALACIO,505,C,202,113,92,3,6,3,419,0,9,428
GOMEZ PALACIO,506,C,142,109,84,1,6,4,346,2,10,358
GOMEZ PALACIO,507,C,151,111,95,0,3,3,363,2,9,374
GOMEZ PALACIO,508,B,88,68,88,0,0,4,248,1,2,251
GOMEZ PALACIO,509,B,89,82,56,1,7,9,244,0,6,250
GOMEZ PALACIO,510,C 1,175,164,142,3,18,13,515,0,16,531
GOMEZ PALACIO,511,B,49,69,36,2,7,6,169,7,6,182
GOMEZ PALACIO,512,B,27,46,30,6,26,4,139,0,0,139
GOMEZ PALACIO,513,C,89,98,41,11,10,8,257,0,4,261
GOMEZ PALACIO,514,B,85,77,53,3,3,12,233,0,5,238
GOMEZ PALACIO,515,C,144,130,118,4,18,8,422,0,12,434
GOMEZ PALACIO,516,,95,46,69,1,8,4,223,0,8,231
GOMEZ PALACIO,517,,116,80,85,4,3,2,290,0,4,294
GOMEZ PALACIO,518,B,80,47,44,0,1,4,176,1,8,185
GOMEZ PALACIO,519,C,174,121,108,1,3,3,410,0,15,425
GOMEZ PALACIO,520,C,194,94,90,0,11,0,389,1,10,400
GOMEZ PALACIO,521,C,135,150,95,0,25,3,408,0,5,413
GOMEZ PALACIO,522,C,152,84,99,3,2,3,343,1,4,348
GOMEZ PALACIO,523,B,105,90,114,1,6,1,317,0,4,321
GOMEZ PALACIO,524,B,61,54,39,4,0,2,160,2,3,165
GOMEZ PALACIO,525,C,146,139,77,32,12,15,421,5,14,440
GOMEZ PALACIO,526,C,54,51,44,9,27,48,233,0,7,240
GOMEZ PALACIO,527,B,80,46,34,7,5,27,199,0,5,204
GOMEZ PALACIO,528,B,49,30,36,2,5,127,249,0,7,256
GOMEZ PALACIO,529,C,80,55,45,2,4,14,200,0,3,203
GOMEZ PALACIO,530,C,96,92,95,4,16,22,325,2,10,337
GOMEZ PALACIO,531,C,91,124,67,0,35,9,326,2,7,335
GOMEZ PALACIO,532,B,97,68,59,3,4,3,234,0,3,237
GOMEZ PALACIO,533,B,124,70,87,0,3,0,284,0,7,291
GOMEZ PALACIO,534,B,97,54,61,0,5,1,218,0,10,228
GOMEZ PALACIO,535,C,231,248,109,0,3,2,593,0,10,603
GOMEZ PALACIO,536,C,187,194,117,1,3,4,506,0,4,510
GOMEZ PALACIO,537,B,146,114,69,0,1,2,332,0,4,336
GOMEZ PALACIO,538,B,112,112,134,1,6,3,368,0,5,373
GOMEZ PALACIO,539,B,63,122,76,2,9,2,274,0,9,283
GOMEZ PALACIO,540,B,56,99,44,2,6,5,212,0,8,220
GOMEZ PALACIO,541,C,140,152,60,4,8,3,367,0,13,380
GOMEZ PALACIO,542,B,80,53,43,1,5,3,185,0,0,185
GOMEZ PALACIO,543,B,88,44,44,0,10,2,188,0,2,190
GOMEZ PALACIO,544,B,77,80,65,4,6,1,233,0,0,233
GOMEZ PALACIO,545,B,41,45,39,0,6,1,132,0,3,135
GOMEZ PALACIO,546,B,93,57,68,0,2,2,222,0,3,225
GOMEZ PALACIO,547,B,57,62,64,5,7,1,196,0,2,198
GOMEZ PALACIO,548,C,114,79,95,0,6,10,304,0,10,314
GOMEZ PALACIO,549,B,75,69,49,0,4,5,202,0,4,206
GOMEZ PALACIO,550,C,131,83,72,2,9,18,315,0,12,327
GOMEZ PALACIO,551,B,117,84,41,1,8,3,254,0,5,259
GOMEZ PALACIO,552,C,175,342,69,0,1,2,589,0,10,599
GOMEZ PALACIO,553,C,83,121,46,6,7,8,271,0,8,279
GOMEZ PALACIO,554,B,37,60,48,2,7,3,157,0,14,171
GOMEZ PALACIO,555,B,31,27,33,1,3,3,98,0,4,102
GOMEZ PALACIO,556,X,10,59,76,1,1,1,148,0,14,162
GOMEZ PALACIO,557,B,8,38,22,0,0,0,68,0,2,70
GOMEZ PALACIO,558,X,112,130,54,0,2,0,298,0,5,303
GOMEZ PALACIO,559,B,96,87,70,1,3,0,257,0,2,259
GOMEZ PALACIO,560,C,59,116,58,3,0,2,238,0,8,246
GOMEZ PALACIO,561,X,66,191,71,1,51,5,385,0,9,394
GOMEZ PALACIO,562,C,23,132,166,1,2,1,325,0,9,334
GOMEZ PALACIO,563,B,15,42,104,1,1,1,164,0,0,164
GOMEZ PALACIO,564,B,48,56,64,9,12,0,189,0,3,192
GOMEZ PALACIO,565,C,103,129,14,4,8,2,260,0,6,266
GOMEZ PALACIO,566,X,32,208,83,6,8,5,342,0,4,346
GOMEZ PALACIO,567,C,52,180,125,5,9,2,373,0,4,377
GOMEZ PALACIO,568,B,7,94,11,0,1,2,115,0,5,120
GOMEZ PALACIO,569,C,29,128,42,3,59,1,262,0,7,269
GOMEZ PALACIO,570,B,42,115,64,4,15,2,242,0,1,243
GOMEZ PALACIO,571,X,71,181,101,26,8,6,393,0,10,403
GOMEZ PALACIO,572,X,86,91,80,6,9,2,274,0,4,278
GOMEZ PALACIO,573,X,20,87,55,4,39,0,205,0,5,210
GOMEZ PALACIO,574,X,27,127,136,34,6,5,335,0,11,346
GOMEZ PALACIO,575,B,82,19,32,3,4,5,145,0,2,147
GOMEZ PALACIO,576,B,28,70,48,3,2,0,151,0,2,153
GOMEZ PALACIO,577,X,19,137,54,13,0,1,224,0,6,230
GOMEZ PALACIO,578,B,56,55,46,0,5,1,163,0,6,169
GOMEZ PALACIO,579,X,52,149,64,32,8,26,331,0,7,338
GOMEZ PALACIO,580,X,123,91,28,2,2,4,250,0,7,257
GOMEZ PALACIO,581,X,73,234,84,107,12,7,517,0,1,518
GOMEZ PALACIO,582,C,14,134,122,2,3,0,275,0,1,276
GOMEZ PALACIO,583,C,20,216,107,2,14,0,359,0,9,368
GOMEZ PALACIO,584,B,18,61,57,23,4,1,164,0,4,168
GOMEZ PALACIO,585,C,193,78,86,7,5,4,373,0,13,386
GOMEZ PALACIO,586,X,34,60,86,5,2,3,190,0,3,193
GOMEZ PALACIO,587,B,40,34,23,0,2,3,102,0,5,107
GOMEZ PALACIO,588,C,136,120,160,2,6,3,427,0,14,441
GOMEZ PALACIO,589,C,22,161,114,10,12,3,322,0,10,332
GOMEZ PALACIO,590,C,15,188,139,5,3,0,350,0,11,361
GOMEZ PALACIO,591,B,15,119,100,7,1,4,246,1,3,250
GOMEZ PALACIO,592,B,13,43,124,14,0,1,195,0,5,200
GOMEZ PALACIO,593,B,7,24,22,19,1,1,74,0,3,77
GOMEZ PALACIO,586,x,34,60,86,5,2,3,190,0,3,193
GOMEZ PALACIO,594,B,30,48,30,28,2,1,139,0,2,141
GOMEZ PALACIO,595,B,27,45,41,37,2,3,155,0,7,162
GOMEZ PALACIO,596,B,30,68,46,8,1,0,153,0,4,157
GOMEZ PALACIO,597,C,24,174,80,102,9,4,393,0,10,403
GOMEZ PALACIO,598,X,37,85,36,2,6,1,167,0,1,168
GOMEZ PALACIO,599,B,0,0,0,0,0,0,0,0,0,0
GOMEZ PALACIO,600,C,94,133,107,6,1,3,344,0,3,347
GOMEZ PALACIO,601,X,45,215,180,17,7,8,472,0,17,489
GOMEZ PALACIO,602,B,15,45,7,6,1,21,95,0,6,101
GOMEZ PALACIO,603,C,234,118,141,2,7,5,507,0,8,515
GOMEZ PALACIO,604,B,48,43,29,1,3,51,175,0,7,182
GOMEZ PALACIO,605,B,31,117,63,4,7,15,237,0,3,240
GOMEZ PALACIO,606,B,7,18,17,1,2,1,46,0,1,47
GOMEZ PALACIO,607,C,48,156,77,4,7,7,299,0,5,304
GOMEZ PALACIO,608,B,40,163,81,0,3,2,289,0,21,310
GOMEZ PALACIO,609,B,32,19,93,2,5,3,154,0,11,165
GOMEZ PALACIO,610,B,41,18,50,0,1,0,110,0,1,111
GOMEZ PALACIO,611,,120,93,96,3,12,0,324,0,6,330
,,,,,,,,,,,,
GUADALUPE VICTORIA,612,C,452,156,16,1,31,0,656,1,9,666
GUADALUPE VICTORIA,613,B,309,115,5,2,41,1,473,0,21,494
GUADALUPE VICTORIA,614,C,520,148,9,0,39,0,716,0,16,732
GUADALUPE VICTORIA,615,C,498,143,13,0,24,2,680,0,9,689
GUADALUPE VICTORIA,616,B,294,209,2,1,20,1,527,0,10,537
GUADALUPE VICTORIA,617,B,281,120,7,0,25,2,435,0,5,440
GUADALUPE VICTORIA,618,B*,225,85,6,0,21,0,337,0,4,341
GUADALUPE VICTORIA,619,B,322,142,4,2,41,1,512,0,15,527
GUADALUPE VICTORIA,620,B,208,92,5,1,35,1,342,0,6,348
GUADALUPE VICTORIA,621,B,243,102,6,1,57,0,409,0,6,415
GUADALUPE VICTORIA,622,B,97,147,4,0,80,2,330,16,0,346
GUADALUPE VICTORIA,623,B,3,27,0,1,26,1,58,0,1,59
GUADALUPE VICTORIA,624,B,126,92,7,1,62,1,289,0,7,296
GUADALUPE VICTORIA,625,C,237,148,5,1,77,2,470,0,1,471
GUADALUPE VICTORIA,626,B,48,31,3,0,82,2,166,0,8,174
GUADALUPE VICTORIA,627,B,41,81,4,0,37,0,163,0,25,188
GUADALUPE VICTORIA,628,C,308,209,12,0,56,2,587,0,20,607
GUADALUPE VICTORIA,629,C,300,193,9,1,30,1,534,0,12,546
GUADALUPE VICTORIA,630,C,34,197,2,0,450,1,684,0,56,740
GUADALUPE VICTORIA,631,B,71,44,4,1,95,0,215,0,7,222
GUADALUPE VICTORIA,632,B,54,135,4,0,215,3,411,0,6,417
GUADALUPE VICTORIA,633,B,56,109,1,0,175,0,341,0,64,405
GUADALUPE VICTORIA,634,B,135,80,5,1,236,0,457,0,14,471
GUADALUPE VICTORIA,635,C,128,101,3,2,220,3,457,0,10,467
GUADALUPE VICTORIA,636,C,114,199,16,0,282,2,613,0,17,630
GUADALUPE VICTORIA,637,B,13,49,3,0,102,1,168,0,7,175
,,,,,,,,,,,,
GUANACEVI,638,B,242,87,0,0,92,1,422,0,0,422
GUANACEVI,639,B,166,55,0,0,67,0,288,0,5,293
GUANACEVI,640,B,35,31,0,0,14,0,80,0,0,80
GUANACEVI,641,X,25,70,1,0,84,1,181,0,7,188
GUANACEVI,642,X,73,74,1,1,45,0,194,0,7,201
GUANACEVI,643,B,19,52,0,0,45,0,116,0,6,122
GUANACEVI,644,X,232,105,1,1,33,3,375,0,26,401
GUANACEVI,645,B,59,3,0,0,40,0,102,0,3,105
GUANACEVI,646,B,71,14,1,0,14,0,100,0,3,103
GUANACEVI,647,B,38,11,0,0,7,0,56,0,2,58
GUANACEVI,648,B,13,20,0,0,13,0,46,0,1,47
GUANACEVI,649,B,19,37,0,0,12,0,68,0,5,73
GUANACEVI,650,B,9,11,0,0,26,0,46,0,0,46
GUANACEVI,651,B,22,18,1,0,53,0,94,0,3,97
GUANACEVI,652,B,20,11,0,0,17,0,48,0,0,48
GUANACEVI,653,B,89,13,0,0,61,0,163,0,4,167
GUANACEVI,654,B,122,39,0,0,41,0,202,0,13,215
GUANACEVI,655,B,25,44,0,0,17,0,86,0,13,99
GUANACEVI,656,B,70,105,0,0,61,1,237,0,13,250
GUANACEVI,657,B,23,3,0,0,17,0,43,0,0,43
GUANACEVI,658,B,8,26,0,0,61,0,95,0,8,103
GUANACEVI,659,B,24,71,3,0,59,1,158,0,0,158
GUANACEVI,660,B,4,44,0,0,14,0,62,0,3,65
GUANACEVI,661,B,40,203,0,0,35,0,278,0,8,286
GUANACEVI,662,B,48,28,0,0,10,2,88,0,4,92
GUANACEVI,663,B,27,35,0,0,29,0,91,0,8,99
,,,,,,,,,,,,
HIDALGO,664,B,130,215,0,2,0,0,347,0,3,350
HIDALGO,665,B,19,46,0,0,1,0,66,0,0,66
HIDALGO,666,B,47,87,0,8,0,0,142,0,0,142
HIDALGO,667,B,109,112,1,0,1,0,223,0,4,227
HIDALGO,668,X,295,261,0,0,1,0,557,0,15,572
HIDALGO,669,B,32,64,0,0,0,0,96,0,0,96
HIDALGO,670,B,69,115,1,2,0,0,187,2,3,192
HIDALGO,671,X,48,190,1,1,1,1,242,1,2,245
,,,,,,,,,,,,
INDE,672,B,108,72,7,0,0,0,187,0,3,190
INDE,673,B,80,37,5,0,0,1,123,0,1,124
INDE,674,B,125,61,3,0,0,0,189,0,2,191
INDE,675,B,27,94,1,0,0,0,122,0,3,125
INDE,676,B,11,51,4,0,1,0,67,0,3,70
INDE,677,B,35,36,2,0,0,0,73,0,0,73
INDE,678,B,87,115,21,0,0,0,223,0,4,227
INDE,679,B,39,62,2,0,2,0,105,0,1,106
INDE,680,X,21,47,2,0,0,0,70,0,3,73
INDE,681,B,39,102,14,0,0,0,155,0,5,160
INDE,682,B,7,51,3,0,0,0,61,0,4,65
INDE,683,B,41,79,16,0,2,1,139,0,4,143
INDE,684,X,58,147,5,0,2,0,212,0,2,214
INDE,685,B,11,69,2,0,0,0,82,0,25,107
INDE,686,B,54,66,76,0,0,0,196,0,9,205
INDE,687,X,74,113,16,0,3,1,207,0,7,214
INDE,688,B,20,17,18,0,4,0,59,2,3,64
,,,,,,,,,,,,
LERDO,689,C,43,38,5,1,394,5,486,0,10,496
LERDO,690,C,213,73,23,1,33,28,371,0,6,377
LERDO,691,B,36,13,1,0,24,1,75,0,2,77
LERDO,692,B,98,73,33,1,19,2,226,0,1,227
LERDO,693,B,84,43,64,1,23,5,220,0,1,221
LERDO,694,B,79,28,12,0,50,2,171,0,3,174
LERDO,695,C,173,64,26,3,55,3,324,0,10,334
LERDO,696,C,303,125,30,2,73,1,534,0,14,548
LERDO,697,C,338,181,77,1,30,7,634,0,14,648
LERDO,698,B,94,30,15,1,8,49,197,0,3,200
LERDO,699,B,159,61,11,0,18,3,252,0,3,255
LERDO,700,B,85,42,11,0,45,1,184,0,3,187
LERDO,701,C,265,93,28,0,26,4,416,0,11,427
LERDO,702,B,196,69,13,1,13,1,293,0,0,293
LERDO,703,C,294,92,17,0,9,7,419,0,7,426
LERDO,704,C,461,117,30,0,27,4,639,0,10,649
LERDO,705,C,522,160,29,0,48,9,768,1,9,778
LERDO,706,B,79,42,6,0,100,1,228,0,6,234
LERDO,707,B,64,50,15,0,7,0,136,0,2,138
LERDO,708,B,80,67,79,0,10,1,237,0,5,242
LERDO,709,B,92,49,7,0,146,4,298,0,4,302
LERDO,710,C,173,103,20,0,72,5,373,0,5,378
LERDO,711,C,234,161,23,0,42,5,465,1,8,474
LERDO,712,0,315,117,15,0,22,6,475,0,8,483
LERDO,713,C,321,155,18,2,22,4,522,0,6,528
LERDO,714,C,274,83,13,2,40,0,412,0,4,416
LERDO,715,B,262,98,11,1,23,4,399,0,8,407
LERDO,716,B,116,60,16,3,24,1,220,0,5,225
LERDO,717,B,109,52,19,1,23,0,204,0,4,208
LERDO,718,B,170,74,9,0,56,2,311,0,3,314
LERDO,719,C,352,143,26,2,41,5,569,0,10,579
LERDO,720,C,341,170,19,0,44,2,576,0,15,591
LERDO,721,C,242,152,5,1,35,0,435,0,9,444
LERDO,722,C,515,202,20,3,49,8,797,0,16,813
LERDO,723,C,385,119,16,1,87,9,617,0,14,631
LERDO,724,C,225,101,18,3,109,9,465,0,24,489
LERDO,725,B,74,65,4,1,19,2,165,0,5,170
LERDO,726,B,143,79,6,0,33,2,263,0,5,268
LERDO,727,B,114,63,13,0,90,2,282,0,5,287
LERDO,728,B,7,97,4,0,69,0,177,0,8,185
LERDO,729,B,41,75,0,0,1,1,118,0,2,120
LERDO,730,X,122,246,13,0,65,5,451,0,15,466
LERDO,731,B,47,53,8,0,15,1,124,0,6,130
LERDO,732,B,44,50,17,2,24,2,139,0,4,143
LERDO,733,C,115,177,31,0,10,5,338,0,5,343
LERDO,734,B,115,99,20,1,12,9,256,0,4,260
LERDO,735,C,248,200,19,0,21,0,488,0,9,497
LERDO,736,B,25,49,13,0,9,1,97,0,5,102
LERDO,737,C,106,263,32,0,15,0,416,0,12,428
LERDO,738,C,60,281,121,5,20,0,487,0,14,501
LERDO,739,X,107,165,73,1,10,1,357,0,12,369
LERDO,740,B,31,84,28,0,4,0,147,0,1,148
LERDO,741,B,44,184,37,1,5,2,273,0,3,276
LERDO,742,B,36,179,29,3,13,6,266,0,4,270
LERDO,743,B,6,200,2,0,3,0,211,0,7,218
LERDO,744,B,27,72,2,2,36,3,142,0,7,149
LERDO,745,B,81,102,18,3,15,6,225,0,9,234
LERDO,746,C,114,142,28,1,14,1,300,0,4,304
LERDO,747,C,125,169,9,0,38,3,344,0,20,364
LERDO,748,B,64,97,27,8,10,2,208,0,6,214
LERDO,749,C,49,108,17,4,75,0,253,0,3,256
LERDO,750,B,37,47,8,1,3,0,96,0,1,97
LERDO,751,B,59,100,10,4,6,0,179,0,2,181
LERDO,752,B,29,52,18,1,5,0,105,0,3,108
LERDO,753,B,54,149,12,1,2,0,218,0,1,219
LERDO,754,C,42,291,59,0,11,1,404,0,10,414
LERDO,755,C,13,151,63,0,5,0,232,0,12,244
LERDO,756,B,57,98,60,2,17,0,234,0,9,243
LERDO,757,B,18,77,17,2,158,1,273,0,8,281
LERDO,758,X,56,42,22,0,27,0,147,0,5,152
LERDO,759,B,27,24,33,0,4,1,89,0,2,91
LERDO,760,B,28,35,50,0,25,3,141,0,7,148
LERDO,761,X,50,198,54,2,13,0,317,0,6,323
LERDO,762,B,24,107,35,0,3,0,169,0,11,180
LERDO,763,X,43,127,66,1,26,2,265,0,7,272
LERDO,764,B,34,106,11,1,92,2,246,0,7,253
LERDO,765,B,16,40,3,1,36,2,98,0,4,102
LERDO,767,B,29,64,1,1,86,0,181,0,3,184
LERDO,768,B,11,50,2,0,30,0,93,0,11,104
,,,,,,,,,,,,
MAPIMI,769,C,200,378,63,4,14,2,661,0,16,677
MAPIMI,770,B,75,195,20,0,1,1,292,0,4,296
MAPIMI,771,B,96,135,32,0,4,0,267,0,7,274
MAPIMI,772,B,2,101,25,0,1,0,129,0,0,129
MAPIMI,773,B,3,78,19,0,0,0,100,0,5,105
MAPIMI,774,B,1,54,15,0,1,0,71,0,5,76
MAPIMI,775,B,1,41,10,0,0,0,52,0,3,55
MAPIMI,776,B,2,17,16,0,0,0,35,0,4,39
MAPIMI,777,C,18,302,127,0,3,6,456,0,8,464
MAPIMI,778,C,12,268,141,0,1,0,422,0,10,432
MAPIMI,779,B,1,10,10,0,0,0,21,0,0,21
MAPIMI,780,B,12,122,69,2,4,1,210,0,11,221
MAPIMI,781,B,5,60,14,0,2,0,81,0,4,85
MAPIMI,782,X,4,87,14,0,2,0,107,0,2,109
MAPIMI,783,B,10,101,10,0,0,0,121,0,2,123
MAPIMI,784,B,1,14,22,0,0,0,37,0,0,37
MAPIMI,785,B,23,128,89,0,2,0,242,4,4,250
MAPIMI,786,B,26,120,116,1,3,0,266,0,4,270
MAPIMI,787,B,7,89,81,0,5,0,182,0,6,188
MAPIMI,788,C,56,297,259,0,5,1,618,1,13,632
MAPIMI,789,C,54,170,175,0,3,0,402,0,5,407
MAPIMI,790,B,15,117,140,0,2,0,274,0,9,283
MAPIMI,791,B,17,92,122,0,1,0,232,0,6,238
MAPIMI,792,C,29,224,122,0,6,0,381,0,6,387
MAPIMI,793,B,24,98,32,0,30,2,186,0,0,186
MAPIMI,794,X,11,104,6,0,5,0,126,0,5,131
MAPIMI,795,B,10,79,11,0,0,1,101,0,2,103
,,,,,,,,,,,,
MEZQUITAL,796,B,102,149,12,0,35,1,299,0,7,306
MEZQUITAL,797,B,84,175,6,2,38,0,305,0,7,312
MEZQUITAL,798,B,24,88,3,0,23,0,138,0,3,141
MEZQUITAL,799,B,40,49,1,0,34,0,124,0,2,126
MEZQUITAL,800,B,39,176,3,0,125,1,344,0,11,355
MEZQUITAL,801,B,6,33,0,0,25,0,64,0,1,65
MEZQUITAL,802,B,4,47,1,0,6,0,58,0,1,59
MEZQUITAL,803,B,21,66,2,0,0,2,91,0,7,98
MEZQUITAL,804,B,2,40,1,0,28,1,72,0,1,73
MEZQUITAL,805,B,4,14,1,0,2,2,23,0,7,30
MEZQUITAL,806,B,1,81,1,0,1,0,84,0,48,132
MEZQUITAL,807,B,4,61,9,9,2,1,86,0,3,89
MEZQUITAL,808,B,2,144,26,27,1,0,200,0,14,214
MEZQUITAL,809,X,3,115,29,16,0,0,163,0,6,169
MEZQUITAL,810,B,1,29,61,0,2,0,93,0,0,93
MEZQUITAL,811,B,3,184,99,40,20,3,349,0,61,410
MEZQUITAL,812,B,1,28,10,2,1,0,42,0,4,46
MEZQUITAL,813,B,7,52,18,2,18,0,97,0,9,106
MEZQUITAL,814,B,7,29,16,0,0,1,53,0,6,59
MEZQUITAL,815,B,0,39,10,4,0,0,53,0,2,55
MEZQUITAL,816,X,4,136,95,9,2,0,246,0,23,269
MEZQUITAL,817,B,4,76,35,0,4,1,120,0,7,127
MEZQUITAL,820,B,0,82,26,0,1,0,109,0,6,115
MEZQUITAL,821,B,6,188,66,7,5,4,276,0,16,292
MEZQUITAL,822,B,3,93,70,17,3,0,186,0,44,230
MEZQUITAL,823,B,4,57,21,2,3,1,88,0,9,97
MEZQUITAL,824,B,2,50,0,0,0,0,52,0,1,53
MEZQUITAL,825,B,15,64,31,0,1,0,111,0,3,114
MEZQUITAL,826,B,59,109,97,0,4,0,269,0,9,278
MEZQUITAL,827,B,31,61,3,2,1,0,98,0,6,104
,,,,,,,,,,,,
NAZAS,828,B,131,264,13,3,1,1,413,0,7,420
NAZAS,829,B,120,221,8,4,2,0,355,0,4,359
NAZAS,830,B,107,163,13,1,0,0,284,0,7,291
NAZAS,831,X,102,294,12,1,0,1,410,0,8,418
NAZAS,832,B,33,85,32,0,0,0,150,0,10,160
NAZAS,833,B,148,76,123,0,2,0,349,0,3,352
NAZAS,834,B,161,69,98,0,1,1,330,0,3,333
NAZAS,835,B,100,48,113,1,0,2,264,0,4,268
NAZAS,836,B,61,35,121,0,0,0,217,0,16,233
NAZAS,837,B,66,49,120,1,1,1,238,0,6,244
NAZAS,838,B,40,34,140,0,0,0,214,0,10,224
NAZAS,839,C,187,31,309,0,0,0,527,0,17,544
NAZAS,840,B,89,151,56,0,3,0,299,0,13,312
NAZAS,841,B,52,92,6,0,0,0,150,0,5,155
NAZAS,842,B,47,137,12,1,0,0,197,0,8,205
NAZAS,843,B,24,37,3,0,0,0,64,0,3,67
NAZAS,844,B,68,98,11,0,0,1,178,0,9,187
,,,,,,,,,,,,
NOMBRE DE DIOS,845,B,43,210,8,0,148,1,410,0,13,423
NOMBRE DE DIOS,846,C,18,247,3,1,316,4,589,0,32,621
NOMBRE DE DIOS,847,B,14,220,3,0,209,1,447,0,9,456
NOMBRE DE DIOS,848,B,70,147,0,0,112,0,329,0,13,342
NOMBRE DE DIOS,849,B,6,78,1,1,174,3,263,0,7,270
NOMBRE DE DIOS,850,C,28,214,3,0,249,4,498,0,15,513
NOMBRE DE DIOS,851,B,32,147,1,0,227,3,410,0,8,418
NOMBRE DE DIOS,852,B,1,78,0,0,32,0,111,0,0,111
NOMBRE DE DIOS,853,B,4,34,1,0,34,0,73,0,4,77
NOMBRE DE DIOS,854,B,5,90,1,0,98,0,194,0,4,198
NOMBRE DE DIOS,855,B,59,83,3,0,130,0,275,0,3,278
NOMBRE DE DIOS,856,B,5,73,3,0,160,6,247,0,11,258
NOMBRE DE DIOS,857,C,8,223,5,1,306,0,543,0,8,551
NOMBRE DE DIOS,858,B,0,16,0,0,20,0,36,0,2,38
NOMBRE DE DIOS,859,B,3,17,1,0,22,0,43,0,1,44
NOMBRE DE DIOS,860,B,10,160,0,4,162,2,338,0,11,349
NOMBRE DE DIOS,861,C,44,113,2,0,246,1,406,0,18,424
NOMBRE DE DIOS,862,B,3,69,1,0,38,0,111,0,2,113
NOMBRE DE DIOS,863,B,62,61,4,1,147,2,277,0,16,293
NOMBRE DE DIOS,864,B,23,35,8,2,161,5,234,0,11,245
NOMBRE DE DIOS,865,B,0,61,2,1,68,0,132,0,3,135
,,,,,,,,,,,,
NUEVO IDEAL,866,,56,182,4,0,139,0,381,0,19,400
NUEVO IDEAL,867,B,37,104,1,0,34,0,176,0,1,177
NUEVO IDEAL,868,C,114,264,3,1,90,1,473,0,7,480
NUEVO IDEAL,869,C,138,299,1,0,85,0,523,0,13,536
NUEVO IDEAL,870,B,51,120,2,1,210,0,384,0,7,391
NUEVO IDEAL,871,B,32,99,3,0,93,0,227,0,4,231
NUEVO IDEAL,872,B,21,138,0,0,108,0,267,0,3,270
NUEVO IDEAL,873,B,15,32,0,0,80,0,127,0,0,127
NUEVO IDEAL,874,B,5,67,0,0,197,0,269,0,8,277
NUEVO IDEAL,875,B,30,89,3,1,92,3,218,0,9,227
NUEVO IDEAL,876,B,13,77,1,0,52,0,143,0,6,149
NUEVO IDEAL,877,B,14,55,0,0,79,0,148,0,11,159
NUEVO IDEAL,878,B,13,98,0,0,16,0,127,0,13,140
NUEVO IDEAL,879,B,54,137,3,2,46,2,244,0,12,256
NUEVO IDEAL,880,B,26,150,2,0,21,1,200,0,5,205
NUEVO IDEAL,881,B,60,203,0,0,60,0,323,0,5,328
NUEVO IDEAL,882,B,23,146,0,0,59,0,228,0,3,231
NUEVO IDEAL,883,B,8,69,0,1,9,0,87,0,6,93
NUEVO IDEAL,884,B,42,87,0,0,15,0,144,0,3,147
NUEVO IDEAL,885,B,9,99,2,0,29,0,139,0,3,142
NUEVO IDEAL,886,B,63,110,1,0,11,0,185,0,11,196
NUEVO IDEAL,887,B,68,86,0,0,26,0,180,0,4,184
NUEVO IDEAL,888,B,54,116,0,1,73,0,244,0,2,246
NUEVO IDEAL,889,B,4,99,2,0,32,0,137,0,11,148
NUEVO IDEAL,890,B,87,120,5,1,54,1,268,0,6,274
NUEVO IDEAL,891,C,98,242,4,0,43,0,387,0,14,401
NUEVO IDEAL,892,B,31,17,1,0,11,0,60,0,2,62
NUEVO IDEAL,893,B,28,38,1,0,12,0,79,0,4,83
NUEVO IDEAL,894,B,36,149,3,2,67,3,260,0,10,270
,,,,,,,,,,,,
OCAMPO,895,C,276,246,1,0,0,0,523,0,23,546
OCAMPO,896,X,22,77,0,0,0,0,99,0,7,106
OCAMPO,897,B,32,113,0,0,1,0,146,0,2,148
OCAMPO,898,B,35,98,0,0,0,0,133,0,2,135
OCAMPO,899,B,91,136,0,0,0,0,227,0,16,243
OCAMPO,900,B,28,37,0,0,0,0,65,0,12,77
OCAMPO,901,B,9,97,0,0,1,0,107,0,4,111
OCAMPO,902,X,83,219,0,0,3,0,305,0,8,313
