Municipio,Seccion,Tipo,PAN-PRD-PC,PRI-PVEM-PANAL-PD,PT,Validos,No Registrados,Nulos,Total,Nominal,,
NOMBRE DE DIOS,848,B ,125,47,42,214,0,10,224,391, ,
NOMBRE DE DIOS,848,C ,124,50,31,205,0,6,211,392, ,
NOMBRE DE DIOS,849,B ,183,76,138,397,0,9,406,713, ,
NOMBRE DE DIOS,850,B ,143,125,70,338,0,7,345,610, ,
NOMBRE DE DIOS,850,C ,153,99,81,333,0,12,345,610, ,
NOMBRE DE DIOS,851,B ,127,83,77,287,0,10,297,464, ,
NOMBRE DE DIOS,851,C ,138,69,85,292,1,8,301,464, ,
NOMBRE DE DIOS,852,B ,43,32,82,157,0,5,162,250, ,
NOMBRE DE DIOS,853,B ,37,67,29,133,0,5,138,244, ,
NOMBRE DE DIOS,854,B ,47,83,95,225,0,10,235,395, ,
NOMBRE DE DIOS,855,B ,131,119,84,334,0,8,342,597, ,
NOMBRE DE DIOS,856,B ,57,83,160,300,0,10,310,605, ,
NOMBRE DE DIOS,857,B ,136,112,119,367,0,11,378,611, ,
NOMBRE DE DIOS,857,C ,155,95,88,338,0,5,343,612, ,
NOMBRE DE DIOS,858,B ,16,19,15,50,0,1,51,83, ,
NOMBRE DE DIOS,859,B ,33,15,7,55,0,1,56,83, ,
NOMBRE DE DIOS,860,B ,80,69,114,263,0,10,273,452, ,
NOMBRE DE DIOS,860,C ,73,82,88,243,0,9,252,452, ,
NOMBRE DE DIOS,861,B ,124,84,56,264,0,10,274,608, ,
NOMBRE DE DIOS,861,C ,121,88,66,275,0,10,285,608, ,
NOMBRE DE DIOS,862,B ,37,44,32,113,0,2,115,195, ,
NOMBRE DE DIOS,863,B ,106,121,93,320,0,25,345,731, ,
NOMBRE DE DIOS,864,B ,74,87,57,218,0,12,230,522, ,
,,,,,,,,,,,,
NOMBRE DE DIOS,865,B ,64,53,30,147,1,6,154,302,,
,,,,,,,,,,,,
NUEVO IDEAL,866,B ,124,190,8,322,0,6,328,543, ,
NUEVO IDEAL,866,C 1 ,154,186,8,348,0,3,351,543, ,
NUEVO IDEAL,866,C 2 ,119,211,8,338,0,7,345,543, ,
NUEVO IDEAL,867,B ,162,182,5,349,1,9,359,613, ,
NUEVO IDEAL,868,B ,151,159,3,313,0,1,314,545, ,
NUEVO IDEAL,868,C ,150,154,3,307,0,6,313,546, ,
NUEVO IDEAL,869,B ,185,203,2,390,0,9,399,703, ,
NUEVO IDEAL,869,C ,172,179,6,357,0,11,368,703, ,
NUEVO IDEAL,870,B ,100,181,15,296,0,8,304,510, ,
NUEVO IDEAL,870,C ,87,149,6,242,0,6,248,510, ,
NUEVO IDEAL,871,B ,125,256,9,390,0,12,402,672, ,
NUEVO IDEAL,872,B ,40,45,0,85,0,7,92,416, ,
NUEVO IDEAL,872,C ,70,59,11,140,0,6,146,417, ,
NUEVO IDEAL,873,B ,87,72,7,166,0,6,172,332, ,
NUEVO IDEAL,874,B ,104,95,4,203,0,18,221,505, ,
NUEVO IDEAL,874,C ,112,85,5,202,0,13,215,506, ,
NUEVO IDEAL,875,B ,181,131,8,320,0,18,338,637, ,
NUEVO IDEAL,876,B ,85,96,5,186,0,7,193,331, ,
NUEVO IDEAL,877,B ,61,172,9,242,0,0,242,524, ,
NUEVO IDEAL,878,B ,52,123,2,177,0,9,186,362, ,
NUEVO IDEAL,879,B ,45,92,4,141,0,5,146,507, ,
NUEVO IDEAL,879,C ,90,97,1,188,0,5,193,508, ,
NUEVO IDEAL,880,B ,112,146,4,262,0,7,269,449, ,
NUEVO IDEAL,881,B ,109,224,4,337,0,10,347,521, ,
NUEVO IDEAL,881,C ,123,179,4,306,0,6,312,522, ,
NUEVO IDEAL,882,B ,140,274,2,416,0,6,422,726, ,
NUEVO IDEAL,883,B ,41,57,1,99,0,5,104,237, ,
NUEVO IDEAL,884,B ,55,105,4,164,0,9,173,405, ,
NUEVO IDEAL,885,B ,33,82,5,120,0,8,128,298, ,
NUEVO IDEAL,886,B ,123,79,4,206,0,8,214,468, ,
,,,,,,,,,,,,
NUEVO IDEAL,887,B ,88,70,5,163,0,2,165,403, ,
NUEVO IDEAL,887,C ,69,72,4,145,0,3,148,404, ,
NUEVO IDEAL,888,B ,77,46,2,125,0,11,136,583, ,
NUEVO IDEAL,888,C 1 ,81,44,2,127,0,4,131,583, ,
NUEVO IDEAL,888,C 2 ,100,43,2,145,0,10,155,584, ,
NUEVO IDEAL,889,B ,83,95,7,185,0,9,194,368, ,
NUEVO IDEAL,890,B ,77,128,2,207,0,13,220,388, ,
NUEVO IDEAL,890,C ,75,120,4,199,1,7,207,389, ,
NUEVO IDEAL,891,B ,114,114,9,237,0,7,244,476, ,
NUEVO IDEAL,891,C ,108,99,8,215,0,7,222,476, ,
NUEVO IDEAL,891,X ,23,71,4,98,0,4,102,200, ,
NUEVO IDEAL,892,B ,23,37,4,64,0,8,72,130, ,
NUEVO IDEAL,893,B ,37,53,0,90,0,1,91,185, ,
NUEVO IDEAL,894,B ,188,102,5,295,0,16,311,576, ,
,,,,,,,,,,,,
OCAMPO,895,B ,55,218,4,277,0,11,288,523, ,
OCAMPO,895,C ,75,201,7,283,0,15,298,523, ,
OCAMPO,896,B ,8,56,5,69,0,0,69,132, ,
OCAMPO,897,B ,25,106,9,140,0,9,149,294, ,
OCAMPO,898,B ,34,64,8,106,0,5,111,224, ,
OCAMPO,899,B ,75,95,7,177,0,8,185,383, ,
OCAMPO,900,B ,15,43,3,61,0,0,61,102, ,
OCAMPO,901,B ,15,62,18,95,0,2,97,178, ,
OCAMPO,902,B ,75,218,8,301,0,25,326,697, ,
OCAMPO,903,B ,12,48,3,63,0,3,66,139, ,
OCAMPO,904,B ,13,144,0,157,0,10,167,273, ,
OCAMPO,905,B ,33,71,3,107,0,1,108,191, ,
OCAMPO,906,B ,120,289,4,413,0,17,430,685, ,
OCAMPO,907,B ,152,209,5,366,0,13,379,611, ,
OCAMPO,908,B ,174,213,2,389,0,12,401,681, ,
OCAMPO,909,B ,148,228,2,378,0,8,386,628, ,
OCAMPO,910,B ,82,153,1,236,0,5,241,396, ,
OCAMPO,910,C ,111,108,1,220,0,7,227,397, ,
OCAMPO,911,B ,89,161,1,251,0,6,257,397, ,
OCAMPO,911,C ,91,138,2,231,0,11,242,397, ,
OCAMPO,912,B ,39,50,0,89,0,7,96,171, ,
OCAMPO,913,B ,78,100,4,182,0,7,189,310, ,
,,,,,,,,,,,,
EL ORO,914,B ,227,207,4,438,0,9,447,728, ,
EL ORO,915,B ,95,107,9,211,0,6,217,438, ,
EL ORO,915,C ,99,130,5,234,0,10,244,439, ,
EL ORO,916,B ,219,130,4,353,0,13,366,641, ,
EL ORO,916,C ,246,115,4,365,0,9,374,641, ,
EL ORO,917,B ,204,197,3,404,0,14,418,770, ,
EL ORO,917,C ,208,194,5,407,0,12,419,724, ,
EL ORO,918,B ,28,39,3,70,0,1,71,134, ,
EL ORO,919,B ,47,79,7,133,0,4,137,222, ,
EL ORO,920,B ,25,17,0,42,0,0,42,58, ,
EL ORO,921,B ,25,23,0,48,0,3,51,68, ,
EL ORO,922,B ,51,24,3,78,0,2,80,127, ,
EL ORO,923,B ,33,64,3,100,1,7,108,198, ,
EL ORO,924,B ,13,66,3,82,0,4,86,193, ,
EL ORO,926,B ,32,7,0,39,0,2,41,73, ,
EL ORO,927,B ,16,32,2,50,0,1,51,113, ,
EL ORO,928,B ,50,50,1,101,0,3,104,202, ,
EL ORO,929,B ,7,74,0,81,0,2,83,114, ,
EL ORO,930,B ,32,34,7,73,0,2,75,124, ,
EL ORO,931,B ,27,31,4,62,0,3,65,121, ,
EL ORO,932,B ,27,39,2,68,0,5,73,165, ,
EL ORO,933,B ,52,104,5,161,0,4,165,326, ,
EL ORO,934,B ,81,57,7,145,0,7,152,333, ,
EL ORO,935,B ,73,64,3,140,0,6,146,323, ,
EL ORO,936,B ,32,28,2,62,0,2,64,135, ,
EL ORO,936,X ,54,12,2,68,0,4,72,107, ,
EL ORO,937,B ,116,54,5,175,0,8,183,379, ,
EL ORO,937,C ,96,55,2,153,0,16,169,380, ,
EL ORO,938,B ,40,20,1,61,0,2,63,153, ,
EL ORO,939,B ,70,64,2,136,0,9,145,389, ,
,,,,,,,,,,,,
EL ORO,940,B,57,54,6,117,0,5,122,283,,
EL ORO,941,B,22,36,1,59,0,4,63,153,,
EL ORO,942,B,102,80,8,190,0,9,199,464,,
EL ORO,943,B,79,59,8,146,2,10,158,318,,
EL ORO,944,B,13,34,0,47,0,0,47,102,,
EL ORO,945,B,13,50,2,65,0,6,71,215,,
EL ORO,946,B,165,149,8,322,0,10,332,559,,
,,,,,,,,,,,,
OTAEZ,947,B ,164,91,,255,0,8,263,412, ,
OTAEZ,947,C ,156,103,,259,0,5,264,412, ,
OTAEZ,948,B ,139,113,,252,0,1,253,438, ,
OTAEZ,949,B ,91,28,,119,0,2,121,165, ,
OTAEZ,949,X ,25,30,,55,0,2,57,86, ,
OTAEZ,950,B ,79,66,,145,0,1,146,269, ,
OTAEZ,951,B ,56,56,,112,0,11,123,167, ,
OTAEZ,952,B ,55,39,,94,0,3,97,158, ,
OTAEZ,953,B ,56,69,,125,0,1,126,215, ,
OTAEZ,954,B ,110,65,,175,0,4,179,286, ,
OTAEZ,955,B ,75,93,,168,0,5,173,265, ,
OTAEZ,956,B ,69,37,,106,0,2,108,179, ,
OTAEZ,957,B ,47,27,,74,0,0,74,117, ,
OTAEZ,958,B ,44,31,,75,0,2,77,124, ,
OTAEZ,959,B ,94,32,,126,0,2,128,228, ,
OTAEZ,959,X ,37,20,,57,0,1,58,80, ,
OTAEZ,960,B ,14,62,,76,0,1,77,121, ,
,,,,,,,,,,,,
PANUCO DE CORONADO,961,B ,136,179,7,322,0,5,327,498, ,
PANUCO DE CORONADO,961,C ,108,149,9,266,0,6,272,498, ,
PANUCO DE CORONADO,962,B ,152,96,2,250,0,6,256,434, ,
PANUCO DE CORONADO,962,C ,140,112,5,257,0,4,261,435, ,
PANUCO DE CORONADO,963,B ,211,140,19,370,0,6,376,599, ,
PANUCO DE CORONADO,963,C ,222,151,4,377,0,7,384,599, ,
PANUCO DE CORONADO,964,B ,214,165,19,398,0,9,407,709, ,
PANUCO DE CORONADO,964,X ,44,56,13,113,0,3,116,234, ,
PANUCO DE CORONADO,965,B ,125,131,5,261,0,8,269,401, ,
PANUCO DE CORONADO,965,C ,129,117,8,254,0,7,261,401, ,
PANUCO DE CORONADO,965,X ,33,30,10,73,0,0,73,162, ,
PANUCO DE CORONADO,966,B ,60,77,4,141,0,7,148,272, ,
PANUCO DE CORONADO,967,B ,155,166,5,326,0,10,336,601, ,
PANUCO DE CORONADO,967,C ,161,154,7,322,0,0,322,602, ,
PANUCO DE CORONADO,968,B ,135,179,10,324,0,10,334,590, ,
PANUCO DE CORONADO,968,X ,27,46,6,79,0,1,80,130, ,
PANUCO DE CORONADO,969,B ,203,115,4,322,0,10,332,593, ,
PANUCO DE CORONADO,970,B ,83,76,6,165,0,4,169,274, ,
PANUCO DE CORONADO,971,B ,222,195,6,423,0,15,438,703, ,
PANUCO DE CORONADO,972,B ,166,73,13,252,0,8,260,473, ,
PANUCO DE CORONADO,972,C ,137,107,13,257,0,4,261,474, ,
PANUCO DE CORONADO,973,B ,161,114,29,304,0,4,308,580, ,
PANUCO DE CORONADO,974,B ,77,127,6,210,0,7,217,365, ,
PANUCO DE CORONADO,975,B ,119,84,27,230,0,6,236,414, ,
PANUCO DE CORONADO,976,B ,43,91,5,139,0,2,141,243, ,
,,,,,,,,,,,,
PENON BLANCO,977,B ,160,142,31,333,0,9,342,483, ,
PENON BLANCO,977,C ,145,136,36,317,0,7,324,483, ,
PENON BLANCO,978,B ,172,94,39,305,0,2,307,488, ,
PENON BLANCO,978,C ,202,82,49,333,0,5,338,488, ,
PENON BLANCO,979,B ,142,96,39,277,0,13,290,462, ,
PENON BLANCO,979,C ,141,107,32,280,0,8,288,462, ,
PENON BLANCO,980,B ,169,238,39,446,0,11,457,695, ,
PENON BLANCO,980,C ,147,234,29,410,0,17,427,696, ,
PENON BLANCO,981,B ,51,33,0,84,0,2,86,165, ,
PENON BLANCO,982,B ,49,50,24,123,0,3,126,185, ,
PENON BLANCO,983,B ,96,116,8,220,0,6,226,393, ,
PENON BLANCO,985,B ,169,118,7,294,0,8,302,412, ,
PENON BLANCO,986,B ,68,113,98,279,0,6,285,432, ,
PENON BLANCO,987,B ,29,28,15,72,0,4,76,145, ,
PENON BLANCO,988,B ,49,33,8,90,0,0,90,130, ,
PENON BLANCO,989,B ,78,104,44,226,0,4,230,395, ,
PENON BLANCO,989,C ,76,107,32,215,0,5,220,396, ,
PENON BLANCO,990,B ,91,81,39,211,0,11,222,412, ,
PENON BLANCO,990,C ,110,68,41,219,0,8,227,412, ,
PENON BLANCO,991,B ,131,167,51,349,0,10,359,748, ,
,,,,,,,,,,,,
POANAS,992,B ,137,212,13,362,0,12,374,612, ,
POANAS,992,C ,163,219,13,395,0,8,403,612, ,
POANAS,993,B ,143,217,11,371,0,6,377,582, ,
POANAS,993,C 1 ,157,201,15,373,0,9,382,582, ,
POANAS,993,C 2 ,133,214,17,364,1,15,380,582, ,
POANAS,994,B ,163,268,15,446,0,13,459,728, ,
POANAS,994,C ,147,233,31,411,0,7,418,729, ,
POANAS,995,B ,121,197,13,331,0,8,339,592, ,
POANAS,995,C 1 ,135,198,21,354,0,12,366,592, ,
POANAS,995,C 2 ,115,212,25,352,0,2,354,593, ,
POANAS,996,B ,120,226,20,366,0,10,376,613, ,
POANAS,996,C ,152,198,15,365,1,6,372,613, ,
POANAS,997,B ,135,248,21,404,0,8,412,728, ,
POANAS,998,B ,101,172,3,276,0,4,280,495, ,
POANAS,999,B ,129,130,26,285,0,10,295,535, ,
POANAS,1000,B ,167,145,15,327,0,10,337,603, ,
POANAS,1000,C ,156,180,14,350,0,4,354,603, ,
POANAS,1001,B ,239,173,8,420,0,12,432,742, ,
POANAS,1002,B ,176,165,14,355,0,14,369,612, ,
POANAS,1003,B ,155,64,25,244,0,6,250,410, ,
POANAS,1003,C ,166,69,18,253,1,9,263,410, ,
POANAS,1004,B ,118,108,11,237,0,9,246,411, ,
POANAS,1004,C ,139,77,21,237,0,8,245,412, ,
POANAS,1005,B ,138,78,16,232,0,10,242,408, ,
POANAS,1005,C ,125,77,23,225,0,5,230,408, ,
POANAS,1006,B ,98,270,13,381,0,19,400,642, ,
POANAS,1007,B ,101,156,28,285,0,7,292,511, ,
POANAS,1008,B ,93,102,7,202,0,4,206,411, ,
POANAS,1008,C ,79,132,7,218,0,5,223,411, ,
POANAS,1009,B ,106,179,36,321,0,5,326,523, ,
,,,,,,,,,,,,
POANAS,1010,B,158,179,33,370,0,7,377,500,,
POANAS,1010,C,150,158,33,341,0,0,341,500,,
POANAS,1011,B,94,47,5,146,0,4,150,266,,
POANAS,1012,B,108,128,10,246,1,5,252,388,,
POANAS,1013,B,109,29,6,144,0,14,158,409,,
POANAS,1013,C,105,40,12,157,0,6,163,410,,
POANAS,1014,B,136,71,16,223,0,6,229,492,,
POANAS,1014,C,125,70,17,212,0,10,222,492,,
,,,,,,,,,,,,
PUEBLO NUEVO,1015,B ,144,230,22,396,0,19,415,716, ,
PUEBLO NUEVO,1015,C ,153,239,33,425,0,9,434,716, ,
PUEBLO NUEVO,1016,B ,65,107,17,189,0,3,192,386, ,
PUEBLO NUEVO,1016,C ,78,86,14,178,0,8,186,387, ,
PUEBLO NUEVO,1017,B ,168,214,31,413,0,13,426,713, ,
PUEBLO NUEVO,1017,C ,136,197,25,358,0,56,414,713, ,
PUEBLO NUEVO,1018,B ,179,223,16,418,0,4,422,717, ,
PUEBLO NUEVO,1018,C ,178,215,9,402,1,9,412,718, ,
PUEBLO NUEVO,1019,B ,119,230,18,367,0,12,379,627, ,
PUEBLO NUEVO,1019,C 1 ,127,237,15,379,0,7,386,628, ,
PUEBLO NUEVO,1019,C 2 ,112,237,20,369,0,6,375,628, ,
PUEBLO NUEVO,1020,B ,162,203,18,383,0,7,390,604, ,
PUEBLO NUEVO,1020,C ,112,231,20,363,0,7,370,604, ,
PUEBLO NUEVO,1021,B ,124,192,16,332,0,29,361,596, ,
PUEBLO NUEVO,1021,C ,146,181,17,344,0,8,352,597, ,
PUEBLO NUEVO,1022,B ,83,181,11,275,0,5,280,447, ,
PUEBLO NUEVO,1022,C ,90,191,15,296,0,4,300,448, ,
PUEBLO NUEVO,1023,B ,131,195,9,335,0,5,340,549, ,
PUEBLO NUEVO,1023,C 1 ,122,191,21,334,0,8,342,549, ,
PUEBLO NUEVO,1023,C 2 ,142,184,12,338,0,10,348,549, ,
PUEBLO NUEVO,1024,B ,113,268,17,398,0,9,407,644, ,
PUEBLO NUEVO,1024,C 1 ,147,239,17,403,0,11,414,645, ,
PUEBLO NUEVO,1024,C 2 ,148,242,12,402,0,4,406,645, ,
PUEBLO NUEVO,1025,B ,29,172,4,205,0,4,209,403, ,
PUEBLO NUEVO,1026,B ,13,69,7,89,0,1,90,125, ,
PUEBLO NUEVO,1027,B ,78,225,7,310,0,11,321,558, ,
PUEBLO NUEVO,1028,B ,93,273,10,376,0,3,379,665, ,
PUEBLO NUEVO,1029,B ,79,432,3,514,0,15,529,620, ,
PUEBLO NUEVO,1030,B ,90,194,3,287,0,8,295,482, ,
PUEBLO NUEVO,1031,B ,74,94,2,170,0,1,171,354, ,
,,,,,,,,,,,,
PUEBLO NUEVO,1032,B ,55,74,0,129,0,7,136,259, ,
PUEBLO NUEVO,1033,B ,98,117,3,218,0,2,220,423, ,
PUEBLO NUEVO,1034,B ,101,217,2,320,0,4,324,557, ,
PUEBLO NUEVO,1035,B ,59,92,2,153,0,0,153,260, ,
PUEBLO NUEVO,1036,B ,12,67,0,79,0,2,81,127, ,
PUEBLO NUEVO,1037,B ,95,204,2,301,0,12,313,653, ,
PUEBLO NUEVO,1038,B ,49,93,0,142,0,1,143,289, ,
PUEBLO NUEVO,1039,B ,34,77,4,115,0,4,119,355, ,
PUEBLO NUEVO,1040,B ,68,265,21,354,0,6,360,677, ,
PUEBLO NUEVO,1041,B ,12,58,1,71,0,3,74,216, ,
PUEBLO NUEVO,1042,B ,38,147,1,186,0,9,195,354, ,
PUEBLO NUEVO,1043,B ,18,81,2,101,0,2,103,472, ,
PUEBLO NUEVO,1044,B ,32,28,7,67,0,3,70,256, ,
PUEBLO NUEVO,1044,X ,44,42,8,94,0,6,100,372, ,
PUEBLO NUEVO,1045,B ,117,65,5,187,0,9,196,467, ,
PUEBLO NUEVO,1046,B ,126,214,7,347,0,26,373,746, ,
PUEBLO NUEVO,1047,B ,10,134,10,154,0,16,170,501, ,
PUEBLO NUEVO,1048,B ,8,70,6,84,0,0,84,282, ,
PUEBLO NUEVO,1049,B ,57,100,10,167,0,4,171,369, ,
PUEBLO NUEVO,1050,B ,79,248,2,329,0,15,344,410, ,
PUEBLO NUEVO,1050,C ,77,203,4,284,0,13,297,410, ,
PUEBLO NUEVO,1051,B ,37,81,2,120,0,6,126,266, ,
PUEBLO NUEVO,1052,B ,26,36,1,63,0,6,69,181, ,
PUEBLO NUEVO,1053,B ,11,92,2,105,0,7,112,265, ,
PUEBLO NUEVO,1054,B ,1,59,2,62,0,4,66,233, ,
PUEBLO NUEVO,1055,B ,33,94,6,133,0,8,141,368, ,
PUEBLO NUEVO,1056,B ,4,10,4,18,0,0,18,78, ,
PUEBLO NUEVO,1057,B ,7,31,1,39,0,0,39,68, ,
PUEBLO NUEVO,1057,X ,19,22,0,41,0,3,44,94, ,
PUEBLO NUEVO,1058,B ,26,50,3,79,0,6,85,147, ,
,,,,,,,,,,,,
PUEBLO NUEVO,1059,B,4,42,4,50,0,0,50,187,,
PUEBLO NUEVO,1060,B,14,53,4,71,0,8,79,166,,
PUEBLO NUEVO,1061,B,37,426,4,467,0,34,501,729,,
PUEBLO NUEVO,1061,X,4,72,0,76,0,26,102,184,,
PUEBLO NUEVO,1062,B,16,23,1,40,0,0,40,165,,
,,,,,,,,,,,,
RODEO,1063,B ,245,159,14,418,0,9,427,597, ,
RODEO,1063,C ,217,175,7,399,0,8,407,598, ,
RODEO,1064,B ,161,166,4,331,0,6,337,496, ,
RODEO,1064,C ,177,149,3,329,0,5,334,496, ,
RODEO,1065,B ,166,174,4,344,0,11,355,523, ,
RODEO,1065,C ,155,175,5,335,0,7,342,524, ,
RODEO,1066,B ,67,84,12,163,0,3,166,274, ,
RODEO,1067,B ,54,43,2,99,0,1,100,179, ,
RODEO,1068,B ,131,188,6,325,0,10,335,508, ,
RODEO,1068,C ,128,176,8,312,0,15,327,508, ,
RODEO,1069,B ,114,94,10,218,1,13,232,377, ,
RODEO,1070,B ,77,38,3,118,0,5,123,202, ,
RODEO,1070,X ,30,58,5,93,0,7,100,138, ,
RODEO,1071,B ,,,,,, ,,,ANULADA POR EL TRIBUNAL ELECTORAL DEL PODER JUDICIAL DEL ESTADO ,
RODEO,1072,B ,21,50,1,72,0,1,73,110, ,
RODEO,1073,B ,5,44,0,49,0,1,50,104, ,
RODEO,1074,B ,78,28,2,108,0,1,109,139, ,
RODEO,1075,B ,136,99,1,236,0,3,239,336, ,
RODEO,1076,B ,12,29,3,44,0,1,45,84, ,
RODEO,1077,B ,31,119,0,150,0,3,153,225, ,
RODEO,1078,B ,,,,,, ,,,ANULADA POR EL TRIBUNAL ELECTORAL DEL PODER JUDICIAL DEL ESTADO ,
RODEO,1079,B ,90,47,5,142,0,7,149,264, ,
RODEO,1080,B ,111,81,9,201,0,10,211,417, ,
RODEO,1080,X ,83,28,3,114,0,4,118,184, ,
RODEO,1081,B ,151,104,6,261,0,11,272,390, ,
RODEO,1082,B ,153,111,5,269,0,2,271,425, ,
RODEO,1083,B ,191,173,21,385,0,8,393,642, ,
RODEO,1084,B ,22,85,3,110,0,2,112,204, ,
RODEO,1085,B ,14,34,0,48,0,3,51,88, ,
,,,,,,,,,,,,
SAN BERNARDO,1086,B ,215,213,,428,0,12,440,715, ,
SAN BERNARDO,1087,B ,79,63,,142,0,1,143,209, ,
SAN BERNARDO,1088,B ,96,63,,159,0,6,165,233, ,
SAN BERNARDO,1089,B ,35,54,,89,0,2,91,158, ,
SAN BERNARDO,1089,X ,13,36,,49,0,0,49,106, ,
SAN BERNARDO,1090,B ,68,53,,121,0,11,132,197, ,
SAN BERNARDO,1091,B ,47,12,,59,0,0,59,99, ,
SAN BERNARDO,1092,B ,69,39,,108,0,3,111,176, ,
SAN BERNARDO,1092,X ,59,35,,94,0,3,97,146, ,
SAN BERNARDO,1093,B ,48,58,,106,0,7,113,207, ,
SAN BERNARDO,1094,B ,84,90,,174,0,7,181,315, ,
SAN BERNARDO,1095,B ,45,60,,105,0,2,107,186, ,
SAN BERNARDO,1096,B ,86,130,,216,0,16,232,355, ,
SAN BERNARDO,1097,B ,87,65,,152,0,4,156,303, ,
,,,,,,,,,,,,
SAN DIMAS,1098,B ,27,128,30,185,0,4,189,387, ,
SAN DIMAS,1098,C ,36,131,20,187,0,4,191,387, ,
SAN DIMAS,1099,B ,32,222,59,313,0,9,322,631, ,
SAN DIMAS,1099,C ,36,195,59,290,0,10,300,632, ,
SAN DIMAS,1100,B ,46,114,53,213,0,11,224,441, ,
SAN DIMAS,1100,C ,44,108,67,219,0,11,230,441, ,
SAN DIMAS,1101,B ,23,17,2,42,0,0,42,66, ,
SAN DIMAS,1102,B ,25,63,10,98,0,9,107,237, ,
SAN DIMAS,1103,B ,74,45,6,125,0,5,130,218, ,
SAN DIMAS,1104,B ,88,82,27,197,0,10,207,343, ,
SAN DIMAS,1105,B ,0,21,21,42,1,0,43,95, ,
SAN DIMAS,1106,B ,30,27,25,82,0,2,84,134, ,
SAN DIMAS,1107,B ,87,99,16,202,0,1,203,326, ,
SAN DIMAS,1108,B ,85,118,127,330,0,13,343,572, ,
SAN DIMAS,1109,B ,88,73,81,242,0,7,249,433, ,
SAN DIMAS,1110,B ,79,112,81,272,0,9,281,441, ,
SAN DIMAS,1111,B ,38,9,10,57,0,1,58,91, ,
SAN DIMAS,1112,B ,155,84,5,244,0,4,248,378, ,
SAN DIMAS,1112,C ,141,87,0,228,0,0,228,378, ,
SAN DIMAS,1113,B ,22,17,3,42,0,1,43,75, ,
SAN DIMAS,1114,B ,75,82,7,164,0,11,175,296, ,
SAN DIMAS,1115,B ,30,78,7,115,0,4,119,167, ,
SAN DIMAS,1116,B ,132,53,6,191,0,8,199,335, ,
SAN DIMAS,1117,B ,28,96,64,188,0,2,190,299, ,
SAN DIMAS,1118,B ,44,64,26,134,0,3,137,196, ,
SAN DIMAS,1119,B ,11,2,15,28,0,3,31,113, ,
SAN DIMAS,1120,B ,72,40,25,137,0,0,137,228, ,
SAN DIMAS,1121,B ,34,14,42,90,0,0,90,141, ,
SAN DIMAS,1122,B ,92,103,12,207,0,6,213,346, ,
SAN DIMAS,1123,B ,19,16,19,54,0,1,55,102, ,
,,,,,,,,,,,,
SAN DIMAS,1125,B ,36,39,4,79,0,0,79,167, ,
SAN DIMAS,1126,B ,47,84,2,133,0,2,135,247, ,
SAN DIMAS,1126,X ,42,42,3,87,0,6,93,144, ,
SAN DIMAS,1127,B ,139,81,7,227,0,9,236,457, ,
SAN DIMAS,1128,B ,67,66,5,138,0,4,142,266, ,
SAN DIMAS,1129,B ,3,20,5,28,0,3,31,79, ,
SAN DIMAS,1130,B ,50,27,5,82,0,1,83,241, ,
SAN DIMAS,1131,B ,64,111,8,183,0,5,188,377, ,
SAN DIMAS,1132,B ,20,235,2,257,0,1,258,309, ,
SAN DIMAS,1133,B ,5,7,2,14,0,0,14,117, ,
SAN DIMAS,1134,B ,55,100,2,157,0,5,162,324, ,
SAN DIMAS,1135,B ,29,117,5,151,0,3,154,282, ,
SAN DIMAS,1136,B ,3,67,1,71,0,1,72,200, ,
SAN DIMAS,1136,X ,4,73,1,78,0,6,84,180, ,
SAN DIMAS,1137,B ,34,127,3,164,1,9,174,398, ,
SAN DIMAS,1138,B ,46,40,22,108,0,1,109,205, ,
SAN DIMAS,1139,B ,27,66,33,126,0,4,130,167, ,
,,,,,,,,,,,,
SAN JUAN DE GUADALUPE,1140,B,197,155,11,363,1,13,377,656,,
SAN JUAN DE GUADALUPE,1141,B,130,131,0,261,0,9,270,409,,
SAN JUAN DE GUADALUPE,1141,C,124,110,10,244,0,9,253,410,,
SAN JUAN DE GUADALUPE,1142,B,6,49,2,57,0,1,58,69,,
SAN JUAN DE GUADALUPE,1143,B,55,94,10,159,0,8,167,220,,
SAN JUAN DE GUADALUPE,1144,B,26,35,28,89,0,6,95,151,,
SAN JUAN DE GUADALUPE,1145,B,39,57,14,110,0,4,114,153,,
SAN JUAN DE GUADALUPE,1146,B,24,42,2,68,0,2,70,105,,
SAN JUAN DE GUADALUPE,1147,B,106,104,84,294,0,11,305,511,,
SAN JUAN DE GUADALUPE,1148,B,38,92,54,184,0,7,191,310,,
SAN JUAN DE GUADALUPE,1149,B,34,53,10,97,0,4,101,144,,
SAN JUAN DE GUADALUPE,1150,B,124,96,44,264,0,9,273,358,,
SAN JUAN DE GUADALUPE,1151,B,218,179,37,434,0,25,459,656,,
SAN JUAN DE GUADALUPE,1152,B,96,85,3,184,1,26,211,314,,
SAN JUAN DE GUADALUPE,1153,B,31,21,3,55,0,3,58,85,,
SAN JUAN DE GUADALUPE,1154,B,50,40,5,95,0,2,97,162,,
SAN JUAN DE GUADALUPE,1155,B,28,26,1,55,0,1,56,98,,
,,,,,,,,,,,,
SAN JUAN DEL RIO,1156,B ,131,178,7,316,0,7,323,515, ,
SAN JUAN DEL RIO,1156,C ,109,194,16,319,0,7,326,515, ,
SAN JUAN DEL RIO,1157,B ,148,106,5,259,0,16,275,490, ,
