CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PAN_PRD,PRI_PVEM,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,696,3,75,290,16,15,18,481,14,7,12,17,,6,,,,9,0,960,24,984,1761
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,697,2,102,159,9,15,16,333,7,6,7,6,,1,,,,10,0,671,9,680,1384
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,698,2,26,166,4,13,16,291,13,5,9,9,,2,,,,3,0,557,12,569,1277
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,699,2,83,245,9,5,21,355,12,13,7,17,,8,,,,5,0,780,13,793,1520
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,700,2,68,171,13,16,18,353,21,4,16,7,,6,,,,3,0,696,21,717,1441
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,701,3,69,214,12,17,15,465,16,8,13,14,,4,,,,14,0,861,22,883,1717
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,702,2,24,89,3,4,10,194,7,2,9,3,,2,,,,2,0,349,8,357,1333
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,703,2,43,157,13,12,19,324,16,14,8,7,,3,,,,4,0,620,14,634,1245
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,704,3,48,170,6,7,17,475,11,15,8,14,,2,,,,6,0,779,10,789,1589
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,705,2,31,219,9,19,13,269,17,8,5,5,,4,,,,6,0,605,19,624,1334
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,706,2,33,200,8,5,16,415,19,8,5,3,,4,,,,4,0,720,16,736,1527
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,707,2,32,113,4,8,11,319,7,4,7,7,,4,,,,1,0,517,9,526,957
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,708,2,42,176,1,6,21,295,9,6,3,5,,0,,,,3,0,567,12,579,1052
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,709,2,32,171,2,9,10,237,10,7,4,2,,1,,,,8,0,493,12,505,994
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,710,3,83,304,22,11,23,613,23,13,12,10,,4,,,,13,0,1131,20,1151,2069
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,711,2,59,196,10,12,15,345,21,12,5,15,,0,,,,6,10,696,8,714,1416
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,712,6,170,614,34,16,49,1035,35,16,20,26,,4,,,,24,0,2043,31,2074,4113
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,713,2,43,160,5,8,12,253,12,7,2,9,,1,,,,6,0,518,15,533,1065
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,714,2,31,164,4,13,20,272,15,4,3,8,,0,,,,4,0,538,9,547,1011
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,715,2,19,172,2,8,11,181,14,10,3,5,,5,,,,2,0,432,12,444,916
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,716,2,28,258,6,22,21,312,11,7,7,5,,5,,,,8,0,690,18,708,1445
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,717,2,40,269,8,14,24,263,10,9,5,11,,8,,,,0,0,661,16,677,1383
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,718,2,45,210,9,9,24,294,14,9,5,4,,4,,,,1,0,628,15,643,1266
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,719,2,28,200,11,3,19,222,11,5,7,5,,3,,,,5,0,519,15,534,976
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,720,2,45,254,6,14,18,363,12,7,1,8,,5,,,,5,1,738,16,755,1411
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,721,2,13,207,10,8,12,338,12,3,6,5,,1,,,,5,0,620,8,628,1219
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,722,2,40,155,12,9,13,352,9,10,5,12,,4,,,,2,5,623,3,631,1189
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,723,2,48,173,12,6,21,441,11,4,9,9,,5,,,,1,1,740,6,747,1464
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,724,4,60,345,9,15,45,580,20,14,19,16,,5,,,,4,0,1132,20,1152,1853
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,725,3,64,182,1,8,30,438,9,10,8,9,,96,,,,9,0,864,25,889,1712
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,726,2,70,211,7,12,32,435,14,9,8,21,,7,,,,4,0,830,18,848,1482
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,727,3,66,232,7,14,28,496,6,12,11,11,,5,,,,9,0,897,11,908,1719
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,728,2,34,232,12,13,16,348,16,13,8,8,,0,,,,6,1,706,15,722,1540
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,729,2,54,193,10,14,19,336,9,12,4,3,,3,,,,3,0,660,14,674,1293
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,730,3,68,249,12,14,29,432,16,21,7,13,,8,,,,7,0,876,21,897,1982
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1050,1,33,54,4,7,2,107,3,3,1,6,,3,,,,3,0,226,7,233,636
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1051,1,22,55,1,0,7,120,3,2,3,7,,0,,,,1,0,221,5,226,592
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1052,2,52,30,6,6,8,227,7,6,3,9,,35,,,,2,0,391,7,398,844
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1053,1,31,0,4,0,8,197,4,6,3,7,,84,,,,5,0,349,7,356,744
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1054,1,36,31,3,4,4,197,3,5,3,3,,3,,,,0,0,292,9,301,623
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1055,1,41,43,3,5,2,125,2,1,1,6,,0,,,,0,0,229,5,234,484
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1056,2,93,70,6,8,6,296,5,4,5,6,,3,,,,3,1,505,12,518,895
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1057,1,41,26,1,4,3,162,1,2,1,3,,0,,,,1,0,245,3,248,439
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1058,2,95,73,4,6,6,315,3,8,5,13,,0,,,,1,0,529,13,542,1007
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1059,1,42,57,3,8,4,167,6,1,3,8,,2,,,,5,3,306,10,319,517
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1060,1,64,44,2,1,2,231,7,3,0,2,,1,,,,2,0,359,8,367,644
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1061,2,82,54,8,2,2,401,5,9,13,9,,55,,,,5,2,645,18,665,1194
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1062,2,75,65,3,4,4,267,6,3,7,8,,6,,,,2,1,450,7,458,924
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1063,1,31,66,12,2,3,173,3,6,6,10,,0,,,,2,0,314,3,317,561
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1064,2,57,95,4,10,14,247,11,8,9,6,,0,,,,0,0,461,11,472,891
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1065,2,46,168,4,5,9,332,9,9,13,18,,2,,,,1,1,616,16,633,1303
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1066,2,45,112,5,6,13,288,6,7,5,7,,1,,,,12,0,507,14,521,1084
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1067,1,27,138,3,0,12,182,1,5,4,1,,138,,,,3,0,514,7,521,727
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1068,2,47,136,5,6,16,292,4,10,7,8,,5,,,,5,1,541,14,556,1014
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1069,1,38,83,4,1,2,229,3,4,4,7,,0,,,,1,0,376,8,384,749
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1070,2,63,118,4,5,8,290,8,10,3,12,,0,,,,2,1,523,9,533,1165
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1071,2,52,98,6,12,9,306,4,8,3,11,,2,,,,3,0,514,13,527,938
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1072,2,71,78,5,5,13,239,5,5,5,8,,3,,,,2,0,439,9,448,841
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1073,1,29,53,1,6,7,171,4,2,6,2,,2,,,,4,0,287,6,293,562
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1074,2,30,111,7,11,12,222,3,13,3,4,,2,,,,9,0,427,15,442,841
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1075,2,131,85,10,6,14,335,7,6,6,23,,1,,,,3,0,627,13,640,1032
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1076,1,54,69,4,6,5,143,6,3,3,3,,5,,,,0,0,301,4,305,614
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1077,2,105,146,6,19,17,265,10,4,5,15,,6,,,,2,1,600,9,610,1136
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1078,2,143,101,2,8,7,431,6,5,9,21,,5,,,,3,0,741,14,755,1175
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1079,1,69,84,3,13,10,193,3,6,8,16,,5,,,,2,0,412,13,425,768
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1080,1,32,60,4,8,4,203,5,4,6,10,,1,,,,2,0,339,14,353,702
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1081,2,48,71,8,8,9,234,9,4,9,9,,6,,,,2,1,417,8,426,861
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1082,2,37,136,10,20,10,253,14,10,8,12,,7,,,,3,4,520,6,530,1021
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1083,2,55,127,4,7,11,277,4,4,2,6,,4,,,,4,1,505,11,517,929
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1084,1,42,96,2,7,11,183,15,6,0,9,,7,,,,1,0,379,0,379,735
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1085,2,78,87,10,10,2,198,8,9,8,17,,16,,,,0,0,443,15,458,796
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1086,2,73,114,6,11,15,331,6,5,12,10,,9,,,,5,0,597,17,614,1271
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1161,2,135,96,4,4,4,335,2,6,2,13,,3,,,,5,1,609,16,626,1109
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1162,2,171,103,4,7,1,382,5,6,4,15,,2,,,,2,1,702,12,715,1173
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1163,2,145,94,3,9,4,360,7,5,7,13,,4,,,,6,1,657,20,678,1172
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,1164,2,116,101,5,5,2,365,5,5,4,20,,0,,,,4,0,632,18,650,1215
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,3356,1,43,23,0,2,4,141,1,5,1,4,,0,,,,0,0,224,4,228,403
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,570,1,77,72,5,1,0,218,3,5,4,7,,0,,,,2,1,394,9,404,645
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,571,1,53,81,3,5,7,186,9,4,3,11,,4,,,,2,1,368,11,380,605
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,572,2,70,92,6,9,9,235,3,4,10,16,,2,,,,2,0,458,15,473,806
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,573,1,56,79,4,5,11,195,4,6,6,7,,1,,,,4,0,378,8,386,687
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,574,1,49,92,4,4,8,198,6,6,3,12,,2,,,,5,0,389,9,398,664
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,575,1,74,74,3,6,3,206,5,6,4,11,,0,,,,3,0,395,14,409,668
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,576,1,44,87,6,7,7,176,5,2,12,11,,2,,,,3,0,362,8,370,661
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,577,1,37,101,1,10,12,235,7,9,3,11,,3,,,,10,0,439,16,455,758
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,578,2,62,187,1,6,10,292,8,9,12,10,,11,,,,2,1,610,10,621,1042
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,579,2,48,132,8,11,18,259,10,6,8,14,,5,,,,1,0,520,18,538,885
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,580,1,34,60,3,7,5,158,4,3,8,5,,3,,,,3,0,293,6,299,495
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,581,2,52,126,3,5,10,216,5,10,6,8,,4,,,,2,1,447,2,450,807
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,582,2,55,130,3,10,12,262,4,7,7,8,,7,,,,6,0,511,10,521,1074
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,583,1,30,87,5,5,13,223,6,3,6,11,,0,,,,2,0,391,11,402,652
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,584,2,47,138,2,4,11,211,4,3,5,11,,3,,,,2,3,441,16,460,818
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,585,1,42,114,12,6,13,200,6,5,1,6,,3,,,,4,0,412,14,426,685
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,586,2,107,187,4,9,17,406,10,10,5,7,,7,,,,3,0,772,6,778,1337
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,587,2,71,175,8,8,31,358,13,6,9,27,,5,,,,11,0,722,16,738,1316
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,588,2,71,120,5,2,12,188,6,11,3,7,,0,,,,3,1,428,12,441,796
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,589,2,67,120,5,11,7,231,4,4,4,7,,3,,,,4,0,467,9,476,819
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,590,2,96,98,4,8,7,284,10,5,6,18,,0,,,,1,0,537,13,550,901
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,591,2,130,69,3,3,5,306,6,5,2,7,,0,,,,3,3,539,11,553,910
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,592,2,127,56,2,3,5,305,4,4,2,19,,2,,,,4,1,533,18,552,910
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,593,2,148,131,3,5,3,494,4,7,10,20,,2,,,,3,0,830,34,864,1469
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,594,1,75,68,3,7,10,245,6,2,4,10,,0,,,,3,0,433,10,443,742
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,595,1,86,56,1,2,2,194,1,1,7,3,,2,,,,5,2,360,9,371,674
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,596,2,100,79,1,12,4,247,2,5,8,10,,2,,,,0,1,470,10,481,791
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,597,1,100,61,1,3,7,225,1,3,1,12,,0,,,,6,3,420,5,428,698
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,598,1,68,58,3,1,4,204,4,1,4,4,,1,,,,0,5,352,6,363,573
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,599,2,122,122,4,11,6,301,10,6,9,11,,3,,,,12,0,617,11,628,1068
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,600,2,92,156,5,17,19,370,11,10,7,11,,6,,,,2,0,706,21,727,1277
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,601,2,88,87,8,5,24,259,5,8,9,16,,70,,,,5,1,584,13,598,1120
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,602,2,108,152,5,7,15,327,11,9,12,35,,12,,,,6,0,699,3,702,1192
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,603,2,67,98,3,2,6,238,7,8,4,23,,2,,,,3,0,461,17,478,857
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,604,1,42,100,3,7,11,193,6,8,5,4,,1,,,,4,0,384,11,395,681
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,605,2,55,86,6,2,10,253,2,8,10,4,,1,,,,3,0,440,7,447,844
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,606,1,49,104,2,5,10,202,4,4,5,8,,0,,,,4,0,397,10,407,742
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,607,1,47,79,4,5,12,204,6,2,7,10,,3,,,,2,0,381,7,388,672
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,608,1,41,109,3,3,12,218,9,4,7,7,,7,,,,6,1,426,4,431,770
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,609,2,74,138,6,18,8,290,8,7,5,16,,6,,,,3,2,579,21,602,1107
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,610,1,23,94,4,2,12,182,6,5,2,6,,1,,,,7,1,344,10,355,667
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,611,2,69,104,3,12,7,201,5,6,2,15,,2,,,,2,1,428,9,438,915
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,612,2,37,97,2,5,6,220,4,17,3,7,,2,,,,2,0,402,8,410,895
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,613,2,43,137,5,2,16,223,7,4,2,6,,2,,,,3,0,450,12,462,895
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,614,2,31,151,9,5,10,251,14,5,4,9,,5,,,,2,1,496,17,514,973
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,615,1,20,122,4,6,12,116,4,2,2,3,,2,,,,3,0,296,5,301,598
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,616,2,53,206,4,15,13,339,4,8,7,8,,4,,,,10,0,671,15,686,1275
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,617,2,30,144,2,8,13,197,13,6,2,5,,4,,,,2,0,426,12,438,817
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,618,1,15,90,6,1,8,168,4,7,4,4,,2,,,,2,0,311,10,321,749
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,619,1,40,59,3,3,3,98,7,4,6,3,,1,,,,1,0,228,5,233,515
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,620,1,47,76,3,3,4,161,5,9,3,11,,1,,,,4,0,327,5,332,651
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,621,2,54,79,2,5,6,172,4,5,5,10,,2,,,,3,0,347,13,360,867
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,622,2,68,103,3,8,12,242,6,9,6,10,,3,,,,1,1,471,15,487,997
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,623,1,53,82,4,2,8,225,6,6,1,7,,0,,,,3,1,397,11,409,766
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,624,2,54,102,4,6,13,224,3,6,5,10,,0,,,,7,1,434,6,441,919
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,625,1,53,50,4,4,2,181,2,2,3,5,,3,,,,0,0,309,9,318,570
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,626,2,103,97,1,5,8,242,5,9,3,10,,2,,,,6,0,491,11,502,953
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,627,2,113,99,1,6,8,292,9,5,5,10,,5,,,,2,1,555,7,563,922
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,628,1,78,62,6,6,1,221,4,3,5,6,,0,,,,1,0,393,9,402,703
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,629,1,73,50,0,2,4,159,2,3,1,6,,0,,,,0,0,300,9,309,543
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,630,2,112,84,5,9,5,281,3,3,1,14,,2,,,,5,0,524,13,537,894
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,631,2,135,104,4,12,6,386,10,6,6,19,,1,,,,2,0,691,23,714,1153
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,632,1,89,57,4,5,0,182,4,3,5,9,,2,,,,2,0,362,4,366,632
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,757,2,98,88,1,6,1,270,1,6,3,10,,3,,,,2,0,489,14,503,898
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,758,2,120,73,8,3,6,285,3,7,6,16,,2,,,,2,0,531,15,546,969
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,759,2,177,105,7,3,11,471,7,12,7,23,,1,,,,4,1,828,20,849,1348
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,760,2,172,93,4,4,11,332,12,6,4,20,,2,,,,2,0,662,17,679,1187
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,761,2,142,36,8,1,6,306,4,9,8,11,,49,,,,2,0,582,16,598,986
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,762,2,145,100,13,9,5,408,5,11,3,16,,1,,,,1,1,717,24,742,1181
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,763,2,131,53,4,6,6,239,1,4,7,10,,2,,,,3,1,466,8,475,809
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,764,1,71,31,2,3,6,224,1,4,2,13,,0,,,,1,0,358,11,369,656
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,765,1,106,53,0,7,3,200,2,5,1,9,,3,,,,1,0,390,6,396,675
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,766,2,191,96,7,2,4,426,9,8,7,22,,1,,,,2,1,775,24,800,1305
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,767,2,100,80,8,9,7,272,9,7,3,13,,3,,,,5,0,516,13,529,835
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,768,1,91,65,2,4,7,216,3,7,4,10,,3,,,,3,0,415,9,424,738
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,769,2,147,79,4,5,3,419,3,10,12,19,,4,,,,5,0,710,16,726,1281
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,770,2,124,78,1,7,4,381,6,1,7,10,,2,,,,2,3,623,17,643,994
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,771,2,68,168,11,20,19,429,7,15,4,14,,15,,,,2,0,772,21,793,1451
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,772,2,31,113,4,7,10,254,10,3,6,7,,7,,,,4,2,456,21,479,864
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,773,2,49,161,7,15,23,278,9,10,6,8,,3,,,,4,0,573,7,580,1063
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,774,2,67,139,14,10,11,262,6,8,6,9,,11,,,,4,0,547,12,559,942
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,775,1,37,101,4,4,10,225,9,5,2,5,,1,,,,0,1,403,11,415,714
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,776,2,53,143,5,8,12,268,6,5,1,8,,6,,,,3,0,518,7,525,898
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,777,2,73,182,5,7,8,429,9,7,4,8,,6,,,,1,1,739,22,762,1286
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,778,2,72,147,13,10,14,356,14,17,4,8,,3,,,,6,0,664,25,689,1212
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,779,2,68,159,9,15,12,283,4,7,10,6,,11,,,,5,0,589,20,609,1292
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,780,2,58,141,2,15,12,258,5,5,2,17,,11,,,,0,0,526,18,544,1082
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,781,2,39,111,6,11,13,277,4,1,0,14,,2,,,,3,0,481,19,500,871
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,782,2,43,115,5,6,16,273,64,4,6,8,,6,,,,4,0,550,9,559,957
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,783,2,44,146,5,8,8,307,7,17,6,9,,2,,,,0,0,559,11,570,1035
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,784,3,90,238,8,14,18,535,10,6,6,13,,11,,,,7,11,956,13,980,1618
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,785,1,23,104,9,7,6,230,2,4,6,1,,4,,,,6,0,402,12,414,761
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,786,1,45,103,6,10,7,242,9,5,4,8,,2,,,,1,0,442,8,450,689
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,787,2,61,152,7,22,22,329,7,1,3,6,,7,,,,3,0,620,14,634,1145
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,788,2,99,136,8,18,20,452,8,11,7,12,,2,,,,4,1,777,19,797,1410
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,789,2,61,137,5,12,7,459,10,9,10,15,,3,,,,3,0,731,23,754,1255
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,790,2,73,190,7,17,12,454,7,9,9,20,,0,,,,6,0,804,21,825,1425
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,791,3,72,291,10,34,33,421,10,11,3,9,,11,,,,8,0,913,22,935,2084
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,792,2,66,170,11,16,10,395,4,7,4,14,,15,,,,3,0,715,17,732,1274
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,794,3,89,214,11,16,13,554,9,10,10,13,,4,,,,9,0,952,16,968,1609
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,795,2,42,127,6,14,7,320,11,8,10,17,,2,,,,3,0,567,11,578,1022
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,796,2,43,113,3,10,12,290,8,11,3,9,,1,,,,0,0,503,7,510,956
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,797,2,91,138,9,15,18,425,6,4,4,13,,5,,,,3,0,731,24,755,1399
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,798,3,86,153,12,16,20,406,8,2,12,11,,9,,,,6,1,741,17,759,1405
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,799,4,133,238,9,20,20,674,23,22,12,40,,7,,,,6,0,1204,31,1235,1994
1,14,JALISCO,12,GUADALAJARA,41,GUADALAJARA,800,2,50,94,4,13,5,282,1,2,3,15,,6,,,,2,0,477,12,489,829
