CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,510,3,7,354,553,0,0,20,7,79,1,2,1,0,0,0,1024,39,1063,1763
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,511,2,7,283,248,4,5,8,9,61,1,2,4,3,8,1,643,24,668,1073
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,512,2,7,222,372,7,6,34,6,39,2,1,0,1,5,0,702,10,712,1296
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,513,1,1,234,122,0,4,3,2,11,0,0,0,1,3,0,381,11,392,630
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,514,1,1,69,67,1,1,0,0,11,0,0,0,0,1,0,151,1,152,233
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,515,1,1,45,40,0,1,1,2,8,0,0,0,0,0,0,98,1,99,133
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,517,1,2,72,81,0,1,0,2,4,0,0,0,0,0,0,162,3,165,216
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,518,1,3,264,198,0,0,5,6,4,1,1,0,4,4,0,490,9,499,744
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,519,1,4,49,56,1,0,0,1,3,0,0,0,0,0,0,114,1,115,152
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,521,1,1,44,54,0,1,1,15,1,0,0,0,3,0,0,120,3,123,224
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,522,1,0,57,33,0,1,0,1,2,0,0,0,0,0,0,94,2,96,134
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,523,1,0,53,31,0,0,0,0,2,0,0,0,0,0,0,86,0,86,114
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,524,1,0,194,120,3,2,1,1,1,1,0,0,0,0,0,323,0,323,514
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,527,1,0,30,56,0,0,0,0,4,0,0,0,0,0,0,90,1,91,136
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,528,1,0,88,41,0,0,0,0,0,0,0,0,0,0,0,129,2,131,157
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,529,1,0,69,17,2,0,0,0,3,0,0,0,0,0,0,91,0,91,153
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,530,1,1,39,39,1,0,0,0,8,0,0,0,0,1,0,89,1,90,148
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,531,1,0,34,91,2,0,0,0,2,0,0,0,0,0,0,129,0,129,156
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,532,1,0,57,83,0,0,0,0,0,0,0,0,0,0,0,140,1,141,216
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,533,1,1,105,81,1,2,1,0,0,0,0,0,0,0,0,191,5,196,294
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,534,1,0,50,48,0,0,1,1,4,0,0,0,0,0,0,104,3,107,174
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,535,1,0,174,88,2,0,2,0,22,0,0,1,0,0,0,289,7,296,477
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,537,1,0,35,44,1,0,0,0,10,0,0,1,0,0,0,91,3,94,137
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,538,2,2,267,238,0,1,0,0,1,0,1,0,0,1,0,511,8,519,812
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,539,1,0,73,84,0,0,4,0,0,0,0,0,0,0,0,161,3,164,198
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,540,1,0,116,122,1,1,2,3,15,1,0,0,0,1,0,262,3,265,436
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,541,1,1,47,16,0,1,1,0,2,0,0,0,0,0,0,68,1,69,111
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,542,1,0,119,21,1,2,0,1,3,0,0,0,0,0,0,147,0,147,202
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,544,1,0,21,52,0,0,0,0,1,0,0,0,0,0,0,74,2,76,105
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,546,1,0,39,55,1,3,0,0,14,0,0,0,0,0,0,112,2,114,208
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,547,1,0,89,164,0,1,0,0,1,0,0,0,2,1,0,258,5,263,480
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,548,1,0,17,22,1,0,0,0,0,0,0,0,3,0,0,43,2,45,101
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,549,1,2,152,159,0,0,0,4,7,0,0,0,1,0,0,325,3,328,523
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,550,1,0,96,48,0,0,0,0,5,0,0,0,0,0,0,149,0,149,235
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,551,1,0,42,30,1,0,1,0,2,0,0,0,1,1,0,78,1,79,124
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,552,1,0,99,123,1,0,0,0,0,0,0,0,0,0,0,223,4,227,370
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1067,2,5,182,313,3,1,2,1,7,0,0,0,0,4,0,518,13,531,788
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1068,3,1,359,274,3,4,3,2,23,1,0,2,1,5,0,678,13,691,975
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1069,2,3,241,248,1,0,2,1,20,0,0,1,0,2,0,519,7,526,833
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1070,2,4,369,301,6,3,8,2,19,2,1,0,4,7,0,726,22,748,1193
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1071,1,0,92,120,1,0,1,0,7,0,1,0,0,1,0,223,5,228,369
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1072,1,0,165,66,0,2,0,0,3,1,0,0,0,1,0,238,3,241,417
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1074,1,0,66,21,0,1,0,0,0,0,0,0,0,0,0,88,2,90,121
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1075,1,2,55,22,0,0,0,0,5,0,1,0,0,0,0,85,1,86,133
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1076,1,0,81,42,0,0,0,0,2,0,0,0,0,0,0,125,0,125,177
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1077,1,0,40,77,0,0,0,0,0,0,0,0,0,0,0,117,0,117,207
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1079,1,0,63,25,2,1,0,0,1,0,0,0,0,0,0,92,2,94,163
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1080,1,0,64,46,0,0,0,0,0,0,0,0,0,1,0,111,1,112,178
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1081,2,2,320,341,1,4,0,1,9,1,0,0,1,3,0,683,9,692,1055
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1082,1,0,92,53,0,1,0,0,0,0,0,0,0,0,0,146,1,147,259
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1083,1,0,88,97,0,0,0,0,1,0,1,0,0,0,0,187,1,188,266
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1084,2,4,207,309,2,4,0,0,14,0,0,0,0,1,0,541,2,543,890
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1086,1,2,186,168,0,0,0,0,0,1,0,0,0,0,0,357,4,361,685
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1087,1,1,196,182,1,0,0,1,2,0,0,0,2,0,0,385,4,389,666
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1088,1,0,83,95,0,0,0,0,0,0,0,0,0,0,0,178,2,180,240
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1089,1,0,51,52,0,0,0,0,1,0,0,0,1,1,0,106,3,109,170
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1090,1,0,90,7,1,0,0,0,0,0,0,0,0,0,0,98,0,98,142
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1091,1,3,34,23,4,0,0,0,29,0,0,3,3,0,0,99,0,99,149
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1092,1,0,112,109,1,1,0,0,13,0,0,0,1,0,0,237,5,242,401
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1093,1,0,39,49,0,0,0,0,2,0,0,0,0,0,0,90,1,91,156
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1094,1,1,159,156,2,2,0,0,0,0,0,0,0,0,0,320,0,320,530
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1096,1,1,44,62,0,0,0,0,3,1,0,0,1,3,0,115,1,116,176
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1097,1,0,88,23,1,1,0,0,1,0,0,1,0,0,0,115,4,119,194
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1100,1,1,118,124,1,0,0,0,2,0,1,0,1,1,0,249,5,254,437
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1101,1,0,87,163,1,0,0,1,3,0,1,0,0,0,0,256,0,256,365
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1102,1,1,106,110,0,0,0,0,4,0,0,0,0,0,0,221,4,225,399
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1103,1,0,98,174,0,0,2,0,2,0,0,1,0,0,0,277,1,278,465
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1104,2,2,177,428,3,2,0,0,2,0,0,1,1,3,0,619,5,624,997
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1105,1,0,43,38,0,0,0,0,1,0,0,0,0,0,0,82,0,82,203
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1106,1,0,115,122,0,0,0,2,2,0,0,0,0,0,0,241,10,251,382
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1107,1,1,101,31,2,0,0,0,14,0,0,0,0,0,0,149,0,149,281
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1108,1,0,69,77,1,2,0,0,1,0,0,0,0,2,0,152,2,154,236
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1109,1,1,168,196,1,2,0,0,6,0,0,0,1,10,0,385,0,385,655
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1110,1,0,95,30,0,0,0,0,5,0,0,0,0,1,0,131,0,131,228
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1111,2,2,191,255,1,0,0,0,1,0,0,0,1,1,0,452,10,462,786
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1950,3,13,335,381,17,6,23,5,72,1,1,4,6,23,0,887,30,917,1607
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1951,4,21,385,330,15,8,48,7,88,1,7,10,132,148,0,1200,41,1241,2289
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1952,3,7,326,368,14,7,21,5,58,1,5,0,4,14,0,830,24,854,1587
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1953,2,11,225,271,17,5,35,6,102,0,10,3,5,12,0,702,22,724,1360
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1954,3,17,421,458,6,6,47,2,91,2,9,3,8,5,0,1075,24,1099,1960
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1955,3,9,236,464,12,4,16,9,65,6,3,1,6,13,0,844,25,869,1557
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1956,3,7,375,391,9,9,20,10,41,0,9,1,7,27,0,906,29,935,1734
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1957,3,22,266,307,9,3,32,11,55,2,3,4,103,97,0,914,17,931,1241
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1958,2,12,225,447,6,2,17,4,24,0,0,1,1,5,0,744,19,763,1204
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1959,2,16,327,422,3,3,12,5,31,0,0,2,1,13,0,835,18,853,1410
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1960,4,27,474,658,12,10,16,9,64,1,1,2,7,24,0,1305,34,1339,2357
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1961,3,6,301,351,6,6,40,2,42,1,3,2,12,18,0,790,24,814,1716
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1963,1,0,72,68,1,0,3,0,0,0,0,0,0,3,0,147,0,147,281
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1964,1,3,136,172,1,2,5,1,23,0,0,0,7,5,0,355,7,362,588
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1965,1,3,112,105,2,0,0,1,24,0,0,0,1,0,0,248,8,256,431
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1966,1,1,49,104,1,1,0,0,4,0,0,0,0,0,0,160,2,162,295
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1967,1,1,109,92,0,0,4,0,6,0,0,0,0,0,0,212,7,219,373
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1968,3,7,374,360,7,9,22,3,117,1,1,0,2,4,0,907,12,919,1766
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1969,2,12,192,258,5,0,7,1,25,1,0,0,2,6,0,509,13,522,773
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1970,1,2,170,168,0,5,2,0,5,0,0,0,0,1,0,353,2,355,470
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1971,4,12,862,677,10,3,15,3,26,0,0,0,3,35,0,1646,24,1670,2347
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1972,2,10,328,363,5,0,12,4,7,0,0,0,6,5,0,740,8,748,1042
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2533,1,1,130,271,3,0,2,0,10,0,2,0,0,9,0,428,3,431,603
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2534,2,4,213,524,7,2,4,1,3,1,1,0,1,19,1,780,6,787,1165
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2535,2,4,246,460,9,0,3,10,10,0,0,0,2,20,0,764,9,773,1153
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2536,1,0,104,196,3,0,0,0,7,1,0,0,3,14,0,328,3,331,455
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2537,1,1,116,261,7,2,0,0,29,0,2,0,2,9,0,429,9,438,735
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2540,1,0,16,50,2,0,0,0,3,0,0,0,0,0,0,71,2,73,125
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2541,1,0,91,110,0,1,0,0,1,0,1,0,3,9,0,216,2,218,326
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2542,2,1,272,522,0,0,4,2,37,0,0,0,0,0,3,838,5,846,1173
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2543,1,0,24,52,1,0,1,0,4,0,0,0,0,0,0,82,1,83,105
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2544,1,0,41,123,0,0,0,0,1,0,0,0,0,3,0,168,0,168,252
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2545,1,0,59,83,2,0,0,0,0,0,0,1,2,0,0,147,5,152,274
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2546,1,0,59,114,4,1,1,0,0,0,0,0,0,1,0,180,2,182,335
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2547,1,0,56,151,0,1,0,0,3,0,0,0,1,4,0,216,2,218,302
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2548,1,4,118,53,0,0,1,0,2,0,2,1,0,0,0,181,4,185,255
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2549,1,1,23,57,4,1,1,0,6,0,0,0,0,1,0,94,3,97,132
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2550,2,2,147,244,59,0,2,3,28,0,0,0,1,6,0,492,5,497,795
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2551,2,0,240,260,49,0,1,3,29,0,0,4,1,23,0,610,5,615,834
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2553,2,0,206,392,0,0,0,0,17,0,0,0,9,13,0,637,2,639,922
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2600,3,4,634,771,4,0,16,35,66,0,5,4,5,3,0,1547,18,1565,2143
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2601,2,2,356,334,4,5,6,15,37,0,1,0,2,3,0,765,8,773,1043
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2602,3,4,460,558,2,0,8,20,15,1,7,0,2,11,0,1088,10,1098,1513
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2603,1,1,60,95,0,0,0,4,2,0,0,0,0,0,0,162,0,162,206
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2604,2,1,396,442,3,3,2,11,28,0,3,0,3,3,0,895,5,900,1230
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2605,1,1,186,195,0,1,3,10,10,0,0,0,5,4,0,415,0,415,562
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2606,1,1,87,173,1,0,5,5,6,0,0,1,2,3,0,284,4,288,383
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2607,2,2,350,449,2,2,2,8,15,0,0,0,3,0,0,833,10,843,1146
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2608,1,0,82,101,0,0,0,0,0,0,0,0,0,0,0,183,2,185,249
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2609,1,1,70,96,2,0,0,4,0,0,0,0,0,0,0,173,1,174,241
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2610,1,0,196,277,3,2,0,7,1,0,0,0,0,0,0,486,8,494,687
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2611,2,3,318,407,2,4,7,0,22,1,1,0,0,5,0,770,3,773,1172
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2612,2,0,293,414,0,3,3,14,22,0,6,1,2,6,0,764,16,780,1130
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2613,1,1,188,156,1,2,0,4,0,0,1,0,0,0,0,353,2,355,528
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2614,2,4,416,492,0,0,6,12,6,0,0,0,0,0,0,936,10,946,1477
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2615,2,0,376,436,4,0,8,5,16,1,0,0,0,0,0,846,3,849,1105
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2616,2,2,262,246,2,1,1,9,16,0,0,1,4,1,0,545,3,548,791
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2617,1,0,159,139,0,0,0,2,0,0,0,0,0,0,0,300,7,307,417
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2618,1,0,85,88,0,1,0,4,13,0,0,0,0,1,0,192,4,196,287
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2619,1,1,59,71,0,0,0,1,4,0,0,0,0,0,0,136,0,136,176
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2620,1,0,113,34,0,0,0,1,5,0,0,0,0,0,0,153,0,153,195
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2621,1,0,70,55,0,0,1,0,2,0,0,0,0,0,0,128,1,129,161
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1309,2,11,110,203,36,8,42,6,7,0,2,25,4,13,1,467,50,518,1102
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1310,2,16,262,289,7,3,84,12,8,2,6,8,3,21,0,721,25,746,1098
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1311,2,5,334,351,23,7,71,29,14,2,2,10,4,4,0,856,37,893,1265
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1312,2,11,420,297,8,1,50,20,19,3,3,9,0,4,0,845,29,874,1218
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1313,2,10,282,368,7,5,79,7,21,1,3,13,3,6,0,805,15,820,1094
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1314,3,14,474,676,20,9,105,8,26,3,8,26,7,20,1,1396,55,1452,2147
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1315,3,8,529,428,13,8,66,13,12,4,2,11,5,12,1,1111,49,1161,1637
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1316,3,24,482,462,27,8,108,8,36,5,1,7,8,18,0,1194,45,1239,1403
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1317,3,6,497,574,47,3,70,10,31,3,4,9,2,25,0,1281,41,1322,2012
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1318,3,13,335,409,21,6,96,10,33,7,5,34,194,192,1,1355,70,1426,2220
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1319,3,21,428,590,26,11,73,14,16,3,4,64,4,22,0,1276,57,1333,2080
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1320,1,6,150,142,3,1,33,0,0,9,1,0,0,2,0,347,15,362,638
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1322,1,1,143,86,7,5,3,2,2,1,0,0,1,0,0,251,14,265,688
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1323,3,9,302,204,15,12,28,10,11,6,1,12,0,4,0,614,16,630,1629
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1324,3,10,242,150,4,6,23,4,11,1,1,1,0,0,0,453,21,474,1078
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1325,2,0,146,60,0,1,7,1,0,2,1,0,0,2,0,220,4,224,380
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1326,2,0,323,201,1,1,3,1,2,0,0,0,0,1,0,533,1,534,844
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1327,1,73,17,73,1,0,0,1,1,4,0,0,0,6,0,176,2,178,139
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1328,2,0,273,20,1,0,2,0,3,0,1,4,141,13,0,458,10,468,788
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1329,2,3,301,254,10,5,53,3,8,96,1,9,1,3,0,747,38,785,1450
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1330,2,2,273,202,7,1,29,4,4,121,2,6,0,0,0,651,45,696,1222
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1331,2,21,269,269,23,4,19,3,1,26,14,27,1,25,0,702,39,741,988
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1332,2,10,221,176,13,6,34,6,0,3,4,28,1,6,0,508,7,515,820
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1333,1,2,43,120,1,1,0,0,0,2,0,1,0,7,0,177,3,180,234
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1334,3,2,356,301,15,7,199,3,8,28,7,10,1,1,0,938,42,980,1574
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1335,2,10,387,220,5,9,128,6,1,9,3,8,4,4,0,794,67,861,1359
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1336,2,1,148,213,2,3,14,1,1,1,0,0,2,9,0,395,15,410,577
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1337,1,7,117,159,8,1,17,0,3,9,0,27,1,0,0,349,18,367,556
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1338,1,1,40,43,3,2,1,0,0,0,0,0,0,2,0,92,5,97,191
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1382,2,23,511,162,5,7,3,13,35,0,0,3,2,0,0,764,32,796,1421
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1383,2,22,467,204,5,8,12,9,47,1,1,0,0,4,0,780,32,812,1398
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1384,3,25,615,220,3,9,13,20,55,3,2,0,7,1,0,973,38,1011,1772
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1386,2,8,346,20,2,6,0,4,46,0,0,2,0,0,0,434,8,442,746
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1387,1,0,78,0,0,0,0,1,0,0,0,0,0,0,0,79,0,79,138
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1388,1,7,203,63,0,0,7,6,20,0,0,1,0,0,0,307,0,307,603
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1389,1,0,76,4,0,1,0,0,1,0,0,0,0,0,0,82,1,83,180
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1390,1,1,82,9,0,0,0,3,0,0,0,0,0,0,0,95,2,97,182
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1393,1,5,120,16,0,0,4,2,0,0,0,0,0,0,0,147,15,162,491
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1394,1,6,120,16,0,0,0,0,5,0,0,0,0,0,0,147,13,160,253
4,12,GUERRERO,19,EDUARDO NERI,33,GENERAL HELIODORO CASTILLO,1395,1,4,83,11,4,0,0,0,1,0,0,0,0,0,0,103,0,103,165
