CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,328,B,8,299,44,8,7,0,0,4,0,0,0,71,2,0,443,17,460,678,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,328,E01,0,30,10,4,6,9,4,0,2,5,2,2,0,0,74,7,81,140,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,328,E02,4,65,17,3,13,2,0,3,0,0,0,0,0,0,107,1,108,247,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,329,B,3,137,43,4,8,2,3,0,1,0,0,9,12,0,222,19,241,405,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,329,C01,1,166,41,0,0,4,3,1,0,0,1,166,41,0,424,18,442,404,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,330,B,1,175,21,3,7,4,2,2,0,0,0,6,0,0,221,18,239,381,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,330,C01,1,164,24,2,7,4,0,3,0,0,2,1,1,0,209,26,235,380,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,331,B,1,250,81,5,18,4,2,6,3,0,1,7,4,0,382,26,408,721,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,331,C01,3,280,73,2,10,3,3,8,1,0,1,0,2,0,386,24,410,720,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,332,B,1,220,11,1,3,0,0,0,0,1,0,2,0,0,239,10,249,313,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,335,B,3,165,31,5,19,2,3,5,2,0,2,4,0,39,241,0,280,508,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,335,C01,4,85,27,3,36,6,0,4,0,1,0,6,2,0,174,32,206,507,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,335,C02,3,193,39,3,20,2,0,0,0,0,0,6,2,0,268,22,290,507,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,336,B,6,278,45,7,5,11,0,4,1,0,0,4,2,0,363,24,387,617,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,336,C01,5,263,49,9,12,5,3,7,1,1,2,10,2,1,369,23,393,616,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,339,B,1,235,44,16,35,13,4,9,1,1,2,14,2,0,377,25,402,576,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,339,C01,5,229,34,18,36,16,3,6,0,0,2,15,4,0,368,31,399,576,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,339,C02,5,256,23,9,30,12,3,6,1,0,3,19,0,0,367,37,404,575,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,340,B,2,201,52,46,6,31,21,2,1,0,1,2,2,0,367,44,411,661,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,341,B,1,208,73,59,7,16,2,8,0,0,0,2,0,0,376,8,384,460,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,342,B,0,42,25,0,13,38,1,0,0,0,0,1,0,0,120,9,129,226,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,348,B,0,34,26,2,20,68,0,0,0,0,0,1,0,0,151,27,178,243,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,349,B,2,144,105,29,6,34,1,5,1,2,2,7,1,0,339,19,358,537,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,350,B,0,173,32,17,10,53,4,0,0,0,1,3,3,0,296,31,327,422,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,350,C01,0,145,44,4,24,80,0,0,0,1,0,0,0,0,298,22,320,422,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,351,B,1,63,166,30,37,14,1,9,0,0,1,10,13,0,345,44,389,553,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,351,C01,0,124,153,36,71,17,1,7,0,0,0,0,0,0,409,0,409,553,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,352,B,1,126,92,68,15,43,4,2,0,0,0,0,0,0,351,27,378,509,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,356,B,7,165,140,0,0,86,0,0,0,5,3,0,0,0,406,26,432,678,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,356,C01,9,170,96,2,11,51,2,4,1,2,0,2,0,0,350,17,367,678,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,356,C02,7,170,110,1,9,66,6,3,0,0,1,3,3,0,379,11,390,678,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,357,B,3,139,57,15,7,15,6,4,1,3,8,2,4,0,264,42,306,519,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,357,C01,2,125,54,12,7,43,2,1,2,6,7,8,5,0,274,41,315,519,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,358,B,1,200,57,7,12,22,2,1,1,2,0,1,5,0,311,21,332,422,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,359,B,6,100,62,14,9,24,6,3,1,0,1,7,5,0,238,44,282,394,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,359,C01,7,86,63,18,16,20,12,4,1,0,1,1,5,0,234,54,288,394,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,360,B,3,41,12,2,4,27,0,0,0,0,0,1,0,0,90,21,111,175,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,360,E01,2,104,51,4,4,10,0,7,1,1,0,0,0,0,184,9,193,247,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,361,B,2,64,33,10,5,74,1,0,0,0,1,2,0,0,192,24,216,289,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,364,B,7,119,53,4,18,53,2,19,0,0,3,5,2,0,285,29,314,597,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,364,C01,7,134,48,4,14,28,1,21,0,0,3,2,1,0,263,24,287,597,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,364,C02,7,93,71,0,13,60,5,12,0,0,3,5,6,0,275,25,300,597,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,365,B,15,103,34,5,11,72,15,2,1,0,0,0,0,0,258,37,295,538,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,366,B,5,89,29,11,25,31,5,1,1,0,0,0,0,0,197,20,217,404,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,366,C01,10,140,45,9,24,37,5,0,2,0,0,8,6,0,286,49,335,404,Acta Casilla,,,
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,366,E01,1,64,31,18,4,9,6,0,1,0,1,3,2,0,140,18,158,224,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,596,B,4,104,87,3,6,30,5,38,2,3,0,1,0,0,283,19,302,629,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,B,4,99,63,3,5,15,1,14,0,1,2,0,0,0,207,12,219,431,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,C01,1,106,59,2,6,12,0,19,0,0,2,0,0,0,207,3,210,430,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,598,B,1,83,99,2,3,20,4,47,3,0,2,2,0,0,266,32,298,683,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,B,3,95,69,6,7,21,1,28,0,0,1,3,2,0,236,15,251,594,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,C01,1,98,74,3,3,29,3,39,5,0,0,0,0,0,255,16,271,593,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,600,B,4,157,88,5,8,8,2,26,1,3,1,3,1,0,307,14,321,746,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,602,B,10,155,99,1,5,35,1,43,1,4,0,3,0,0,357,9,366,712,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,603,B,2,91,57,1,7,54,11,36,3,1,0,2,1,0,266,9,275,486,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,B,2,96,64,5,4,24,8,27,2,1,0,1,1,0,235,11,246,497,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,C01,4,125,60,0,6,18,1,25,1,1,3,5,3,0,252,9,261,496,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,B,2,77,73,4,5,19,3,35,5,1,0,0,0,0,224,11,235,484,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,C01,4,94,54,2,10,24,2,25,2,1,0,0,0,0,218,13,231,483,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,606,B,3,143,96,4,13,23,9,37,4,1,0,1,0,0,334,18,352,727,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,607,B,3,110,59,4,13,16,7,28,3,10,1,1,0,0,255,9,264,491,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,607,C01,2,123,56,4,10,20,2,38,0,8,1,0,0,0,264,13,277,491,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,608,B,2,81,41,5,6,15,4,27,0,1,3,3,1,0,189,6,195,383,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,608,C01,3,79,53,3,9,10,7,34,1,0,1,0,2,2,202,6,210,382,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,609,B,4,104,87,4,5,26,8,19,2,3,2,6,2,0,272,26,298,620,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,609,C01,2,120,95,3,5,27,16,25,2,0,0,0,0,0,295,16,311,619,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,610,B,3,117,74,2,20,14,3,27,4,0,0,2,1,0,267,6,273,541,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,610,C01,8,121,63,3,20,13,3,36,1,2,1,3,3,0,277,13,290,541,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,611,B,2,129,124,6,6,34,4,47,7,6,6,2,4,2,377,15,394,639,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,611,C01,8,40,98,2,13,10,8,64,4,5,0,1,5,0,258,20,278,639,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,612,B,1,80,25,2,4,1,3,8,1,1,0,51,20,0,197,8,205,433,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,613,B,0,67,45,0,1,0,2,5,1,0,1,38,17,0,177,8,185,344,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,614,B,7,182,4,0,0,1,0,0,0,0,0,0,0,0,194,2,196,195,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,615,B,1,39,17,4,2,2,1,7,0,0,1,0,0,0,74,6,80,164,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,616,B,0,60,40,2,0,1,0,0,0,0,38,3,0,0,144,8,152,251,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,619,B,1,163,60,2,5,1,4,9,2,0,24,5,1,0,277,7,284,518,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,620,B,0,41,55,3,6,11,1,7,0,1,4,0,0,0,129,5,134,235,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,621,B,1,123,139,1,4,6,1,23,0,0,35,0,1,0,334,10,344,583,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,B,0,103,97,0,4,2,1,23,3,0,38,2,0,0,273,15,288,456,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,E01,1,59,47,2,2,1,4,90,1,0,15,0,0,0,222,8,230,419,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,E02,0,44,25,2,0,5,0,2,0,0,0,3,2,0,83,2,85,192,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,623,B,1,115,65,0,0,19,2,13,1,1,13,0,0,0,230,14,244,395,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,623,C01,0,101,53,0,1,25,1,18,1,0,23,2,2,0,227,5,232,394,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,624,B,0,98,60,0,0,8,1,20,1,0,23,0,0,0,211,0,211,411,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,624,C01,0,106,68,0,0,6,1,17,0,0,16,6,2,0,222,10,232,410,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,626,B,0,121,43,2,8,14,0,8,1,0,1,0,0,0,198,9,207,341,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,627,B,1,62,68,3,23,65,9,48,5,1,1,2,5,0,293,33,326,564,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,628,B,1,84,13,2,0,62,2,9,1,0,0,1,0,0,175,6,181,264,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,630,B,0,102,95,3,3,16,4,8,0,0,2,1,2,0,236,18,254,411,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,631,B,0,84,36,0,5,44,3,2,3,0,0,0,0,0,177,1,178,239,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,632,B,1,123,86,0,6,0,0,9,0,0,1,0,4,0,230,3,233,341,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,633,B,0,94,156,2,2,6,1,8,2,0,1,1,2,0,275,9,284,404,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,634,B,0,26,33,0,1,65,0,12,0,0,0,0,0,0,137,7,144,221,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,636,B,0,22,59,1,5,7,1,7,0,0,1,0,0,0,103,2,105,200,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,637,B,1,97,109,6,4,4,17,53,0,0,0,1,0,0,292,14,306,559,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,638,B,1,21,57,1,0,14,0,24,0,0,1,2,0,0,121,1,122,232,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,639,B,1,139,177,1,0,17,1,21,0,1,1,4,1,0,364,13,377,654,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,640,B,2,86,81,3,2,9,0,32,0,0,4,1,0,0,220,11,231,327,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,641,B,0,177,101,1,5,12,8,11,1,1,4,13,5,0,339,19,358,621,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,642,B,0,45,70,0,0,0,0,8,0,0,0,0,0,0,123,2,125,208,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,644,B,0,59,10,0,0,56,1,0,2,0,0,0,0,0,128,0,128,238,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,645,B,9,223,140,6,5,18,7,7,0,1,1,6,4,0,427,16,443,749,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,646,B,2,118,87,3,4,20,6,15,0,1,0,0,4,0,260,13,273,440,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,646,C01,3,130,95,0,5,2,10,12,0,0,0,0,0,0,257,21,278,440,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,647,B,2,167,113,2,2,16,5,20,0,2,0,7,4,2,340,13,355,551,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,647,C01,1,169,102,3,4,14,10,23,0,2,0,7,1,0,336,19,355,551,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,649,B,0,49,37,2,1,5,0,0,0,0,0,0,0,0,94,3,97,124,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,650,B,0,55,50,3,53,27,2,23,5,0,0,0,1,0,219,12,231,414,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,650,C01,0,41,56,1,37,32,2,29,3,1,0,1,0,0,203,7,210,414,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,651,B,0,14,17,1,0,20,0,4,0,0,1,0,3,0,60,6,66,101,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,652,B,0,62,75,2,8,30,2,14,1,1,0,2,3,0,200,9,209,365,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,653,B,0,64,100,0,0,6,9,9,2,4,0,0,0,0,194,14,208,406,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,654,B,0,38,49,2,2,6,1,6,0,0,0,0,0,0,104,3,107,201,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,655,B,0,52,37,1,13,24,0,13,0,0,0,0,0,0,140,0,140,198,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,656,B,0,32,46,1,1,4,4,9,1,0,0,0,0,0,98,4,102,181,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,657,B,0,113,110,3,5,12,7,21,1,7,3,2,2,0,286,16,302,602,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,657,C01,0,116,111,2,1,11,6,28,2,4,0,3,1,0,285,38,323,602,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,658,B,5,80,94,2,3,6,6,10,0,1,4,0,0,0,211,7,218,323,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,658,E01,2,51,43,5,5,21,1,12,0,0,0,0,0,0,140,5,145,272,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,659,B,2,103,107,3,8,24,1,12,0,1,1,2,4,0,268,23,291,612,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,659,C01,0,120,91,2,8,20,0,26,1,0,0,2,1,0,271,17,288,611,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,660,B,2,97,151,3,2,28,5,10,0,2,0,0,0,0,300,12,312,453,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,661,B,2,63,81,6,12,62,5,29,2,2,0,3,2,0,269,6,275,499,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,661,C01,4,68,78,3,13,58,3,20,2,3,1,0,0,0,253,12,265,498,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,662,B,3,61,80,5,0,5,1,13,0,0,1,0,2,0,171,9,180,453,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,663,B,1,154,72,2,4,42,1,17,1,1,0,0,0,0,295,13,308,507,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,663,C01,3,135,70,2,8,26,1,18,1,1,0,3,1,0,269,14,283,506,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,664,B,1,82,66,2,1,42,7,0,0,0,0,0,0,0,201,5,206,431,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,664,C01,1,72,90,0,0,19,0,5,1,1,0,0,0,0,189,9,198,431,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,665,B,1,97,78,3,1,19,7,12,1,1,1,0,1,0,222,10,232,514,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,665,C01,5,114,71,4,1,18,4,12,0,2,0,3,1,0,235,8,243,513,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,666,B,0,46,31,0,35,9,1,13,2,0,0,0,0,0,137,0,137,248,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,667,B,1,120,50,3,0,15,0,8,0,0,0,1,2,0,200,13,213,429,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,668,B,1,67,57,3,35,57,3,12,0,0,0,1,0,0,236,20,256,500,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,668,C01,1,86,55,0,26,58,6,5,0,2,0,1,3,0,243,22,265,500,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,669,B,0,82,60,2,11,87,3,6,3,0,2,0,0,1,256,26,283,512,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,669,C01,2,107,50,2,14,68,7,9,0,0,0,1,1,0,261,14,275,511,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,669,E01,3,78,62,5,2,7,2,2,2,0,0,1,1,0,165,9,174,338,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,670,B,1,88,116,1,40,66,4,20,2,1,0,6,4,0,349,19,368,677,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,670,C01,1,85,109,1,52,40,3,17,1,0,2,5,2,0,318,18,336,676,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,670,C02,3,97,98,6,45,40,5,22,0,2,1,11,1,0,331,14,345,676,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,14,BENITO JUAREZ,763,B,10,149,157,2,2,18,16,10,0,2,4,2,4,0,376,10,386,619,Acta Casilla,,,
