CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRS,PRI,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,BRE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,194,1,145,113,27,3,3,31,11,6,8,0,0,3,350,9,359,552
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,195,1,150,118,21,3,2,34,10,6,10,0,0,4,358,15,373,651
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,196,2,269,157,26,3,3,40,20,8,8,0,0,0,534,11,545,908
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,197,3,449,284,54,8,7,76,37,22,8,0,0,7,952,16,968,1565
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,198,1,210,99,30,6,6,19,7,6,8,0,0,0,391,13,404,681
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,199,1,165,120,28,3,2,32,6,9,3,1,0,3,372,9,381,600
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,200,1,156,134,13,3,5,31,22,3,4,0,0,3,374,17,391,633
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,201,1,126,82,19,0,0,20,9,11,0,0,0,0,267,11,278,506
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,202,2,407,276,47,1,6,71,22,13,7,0,0,3,853,23,876,1339
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,203,2,233,119,34,3,5,37,12,4,3,0,0,1,451,13,464,818
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,204,2,240,114,40,3,3,44,12,3,6,1,0,1,467,17,484,865
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,205,1,184,71,39,1,1,31,11,5,2,3,0,1,349,18,367,667
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,206,4,526,371,110,9,7,87,38,7,17,1,0,0,1173,31,1204,2494
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,226,2,328,201,52,2,6,64,20,5,5,0,0,4,687,14,701,1060
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,227,2,365,204,34,9,14,68,24,5,4,0,0,2,729,17,746,1281
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,228,2,386,236,44,8,4,77,22,9,3,0,0,3,792,24,816,1465
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,229,1,202,106,24,7,4,64,15,10,4,0,0,5,441,5,446,737
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,230,1,200,138,54,1,3,41,9,3,6,1,0,3,459,14,473,738
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,231,1,162,83,25,3,1,26,6,5,4,2,0,4,321,11,332,502
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,232,2,243,123,22,4,3,48,14,3,8,0,0,5,473,4,477,798
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,233,1,170,93,32,1,8,37,8,3,4,0,0,0,356,3,359,599
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,234,2,250,167,40,3,5,65,7,7,4,1,0,10,559,12,571,874
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,235,2,256,151,29,14,1,49,22,3,2,0,0,1,528,14,542,909
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,236,1,132,61,10,2,3,16,10,1,4,0,0,0,239,5,244,417
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,237,2,255,171,40,5,2,60,19,6,3,2,0,3,566,16,582,922
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,238,2,219,141,33,3,7,44,9,13,2,0,0,1,472,11,483,787
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,239,2,313,139,35,5,5,50,12,7,6,1,0,1,574,10,584,1013
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,240,1,111,72,15,1,2,29,9,1,6,1,0,0,247,9,256,522
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,241,1,134,71,14,4,6,24,8,8,4,0,0,0,273,6,279,524
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,242,2,451,306,50,5,2,66,24,18,14,0,0,1,937,24,961,626
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,243,1,165,133,17,2,3,36,9,5,3,0,0,2,375,10,385,650
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,244,1,153,152,22,4,7,33,24,13,4,0,0,1,413,12,425,690
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,245,1,153,144,11,1,3,40,9,4,1,0,0,4,370,13,383,584
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,246,2,212,129,36,3,5,31,12,4,3,2,0,1,438,19,457,888
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,247,2,195,122,22,5,7,24,10,3,5,1,0,0,394,15,409,813
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,248,2,541,348,44,8,12,83,12,21,15,4,0,12,1100,26,1126,699
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,2,262,132,38,4,3,58,26,2,7,1,0,2,535,6,541,840
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,250,2,254,133,28,6,7,44,14,8,3,0,0,3,500,18,518,1024
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,251,1,116,79,14,4,2,30,0,3,7,0,0,5,260,15,275,535
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,254,1,134,50,6,5,6,7,2,0,0,0,0,0,210,8,218,314
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,3,390,271,65,9,9,61,15,6,19,4,0,0,849,39,888,1850
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,440,1,194,78,27,1,1,38,19,3,2,0,0,2,365,7,372,638
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,441,1,124,59,11,2,1,21,16,3,0,0,0,2,239,6,245,481
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,442,1,155,87,26,2,4,27,12,3,2,0,0,2,320,11,331,657
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,443,2,171,106,22,3,5,42,13,4,3,1,0,5,375,7,382,753
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,444,1,113,60,16,2,1,25,10,5,1,0,0,1,234,9,243,459
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,445,1,113,91,9,4,4,30,2,3,0,0,0,2,258,2,260,513
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,446,2,209,155,29,1,8,50,15,2,0,0,0,3,472,17,489,966
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,447,1,102,66,13,3,2,15,12,2,1,0,0,1,217,6,223,567
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,448,1,91,53,12,1,1,13,7,2,2,0,0,0,182,7,189,453
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,449,1,140,82,13,3,1,20,1,2,1,0,0,6,269,14,283,573
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,450,1,93,82,12,4,6,27,5,2,2,0,0,0,233,5,238,573
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,451,2,131,76,14,3,1,35,12,3,0,0,0,1,276,6,282,755
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,452,2,133,90,22,4,6,19,19,5,6,0,0,2,306,11,317,759
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,453,1,117,70,26,0,0,19,0,1,1,0,0,4,238,7,245,637
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,454,1,113,91,9,4,4,30,2,3,0,0,0,2,258,2,260,532
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,455,1,104,66,14,2,6,23,7,6,1,0,0,0,229,8,237,578
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,456,1,56,49,10,2,2,10,7,2,1,2,0,2,143,5,148,319
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,457,1,87,93,16,3,2,17,5,3,8,0,0,0,234,5,239,522
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,458,1,144,91,24,6,2,27,14,2,0,0,0,0,310,7,317,742
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,459,1,88,96,20,4,3,35,13,1,1,0,0,3,264,7,271,699
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,460,1,130,99,13,2,8,44,13,3,0,0,0,0,312,9,321,569
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,461,1,114,89,18,1,3,29,7,0,2,0,0,2,265,4,269,493
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,462,1,135,69,21,0,6,24,8,2,4,2,0,0,271,9,280,566
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,463,1,127,77,18,2,7,25,13,4,1,0,0,0,274,12,286,546
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,464,1,181,60,28,2,4,28,15,4,1,0,0,2,325,5,330,719
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,465,2,184,125,32,0,8,49,18,6,2,0,0,3,427,11,438,814
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,466,1,140,66,27,0,2,31,16,4,3,0,0,1,290,8,298,697
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,467,1,134,70,17,3,7,35,11,1,4,1,0,1,284,6,290,711
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,468,1,141,82,20,6,3,30,11,4,1,1,0,2,301,4,305,718
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,469,1,125,86,16,3,1,19,12,3,2,0,0,0,267,5,272,684
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,2,175,103,19,3,3,30,11,1,5,0,0,0,350,9,359,995
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,471,1,106,79,18,2,3,20,6,2,4,0,0,1,241,3,244,595
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,2,177,107,28,7,5,43,13,3,4,0,0,2,389,17,406,901
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,473,1,102,65,10,3,3,8,11,1,4,0,0,0,207,7,214,460
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,474,1,103,50,11,0,4,13,4,1,0,0,0,1,187,9,196,527
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,2,263,185,37,8,4,34,6,2,6,4,1,9,559,9,568,1242
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,476,1,120,71,11,4,5,18,0,5,2,0,0,1,237,7,244,555
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,477,1,136,57,16,2,3,22,7,4,3,0,0,0,250,8,258,588
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,2,235,111,33,3,2,46,24,4,8,0,0,2,468,14,482,965
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,2,196,162,50,4,2,50,5,3,2,1,0,11,486,12,498,1092
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,2,143,127,29,3,5,46,12,4,3,0,0,2,374,14,388,882
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,2,212,165,23,0,0,28,7,0,0,0,0,6,441,11,452,989
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,2,249,162,28,7,6,60,16,3,3,0,0,0,534,12,546,1212
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,483,1,149,69,29,1,8,24,20,0,3,0,0,1,304,1,305,713
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,2,153,115,35,1,2,32,6,2,1,0,0,5,352,4,356,836
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,2,194,118,33,5,7,52,21,5,2,0,0,8,445,6,451,957
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,2,203,135,41,8,1,54,29,4,5,0,0,1,481,10,491,889
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,2,247,169,31,8,8,64,25,5,3,0,0,2,562,13,575,1081
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,2,269,165,30,5,4,59,16,3,1,0,1,3,556,14,570,1068
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,2,273,123,30,0,11,71,22,3,0,2,0,1,536,13,549,1064
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,2,223,137,36,1,3,45,14,4,3,0,0,0,466,10,476,947
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,2,272,130,27,0,6,59,18,4,4,1,0,0,521,23,544,1048
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,2,203,147,33,8,4,44,16,2,3,1,0,6,467,13,480,1053
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,2,215,136,38,3,3,30,14,4,4,0,0,2,449,8,457,954
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,2,245,141,46,5,13,22,27,4,1,0,0,3,507,5,512,1184
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,2,205,128,33,2,7,33,24,7,4,0,0,0,443,8,451,1120
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,1,152,149,19,3,0,38,7,7,6,1,0,1,383,14,397,622
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,1,210,97,30,5,3,31,10,6,4,1,0,1,398,14,412,733
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,3,510,264,45,14,4,79,27,7,10,0,0,8,968,32,1000,1589
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,5,957,715,95,25,21,186,79,30,15,2,0,7,2132,50,2182,3706
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,2,337,219,36,4,7,76,10,7,7,0,0,11,714,9,723,1230
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,2,287,171,25,2,6,69,25,6,6,0,0,2,599,10,609,932
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,2,340,242,60,7,2,65,16,9,13,0,0,3,757,26,783,1283
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,2,242,184,18,4,1,57,18,9,2,0,0,1,536,17,553,887
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,2,168,169,31,3,4,41,24,1,5,1,0,12,459,16,475,751
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,216,1,142,97,19,0,0,24,8,0,0,0,0,2,292,10,302,515
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,6,955,715,113,11,31,227,67,25,12,1,13,7,2177,54,2231,3771
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,4,635,410,60,9,11,102,36,21,4,0,0,3,1291,42,1333,2263
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,219,2,296,201,49,4,2,68,16,10,7,0,0,2,655,15,670,1100
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,220,2,279,187,40,4,10,53,33,5,7,0,0,2,620,21,641,1064
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,221,2,240,167,22,5,5,52,17,8,5,1,0,5,527,14,541,842
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,222,2,267,165,35,5,1,77,17,11,3,0,0,2,583,11,594,884
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,223,2,277,223,46,8,10,70,20,5,6,1,0,3,669,15,684,1096
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,224,1,180,109,20,2,1,27,9,5,1,1,0,0,355,8,363,548
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,225,1,179,112,12,3,2,31,5,6,1,0,0,0,351,11,362,566
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,3,429,367,24,8,7,57,23,15,12,2,0,4,948,25,973,1847
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,2,262,126,15,7,12,62,13,0,2,0,0,0,499,14,513,1024
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,258,1,102,81,4,1,1,3,0,1,5,0,0,1,199,0,199,351
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,259,1,52,25,3,1,0,6,1,0,1,1,0,0,90,1,91,174
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,260,1,35,38,7,0,1,2,1,0,0,0,0,0,84,2,86,199
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,2,259,153,12,4,6,7,5,13,9,0,0,0,468,13,481,753
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,262,1,81,50,1,2,0,0,1,2,3,0,0,0,140,5,145,207
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,263,1,26,60,2,4,1,5,0,2,15,0,0,0,115,5,120,190
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,2,35,61,3,2,2,2,0,0,3,0,0,0,108,7,115,188
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,3,139,142,3,5,1,0,0,7,4,0,0,1,302,5,307,470
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,2,123,143,2,9,3,1,1,12,13,3,9,0,319,10,329,429
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,1,171,104,19,5,6,26,4,4,4,0,0,1,344,16,360,687
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,3,432,230,52,8,6,74,18,7,8,1,0,2,838,42,880,1697
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,348,1,103,84,12,1,6,30,9,3,0,0,0,0,248,9,257,510
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,349,1,136,119,12,4,5,39,10,4,3,0,0,1,333,7,340,636
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,350,1,94,72,15,0,2,35,8,5,4,1,0,2,238,5,243,433
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,2,227,255,19,0,3,8,0,0,0,0,0,0,512,39,551,922
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,2,166,64,12,1,0,8,1,2,1,0,0,0,255,9,264,412
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,2,336,231,12,4,7,10,6,1,1,1,1,1,611,25,636,992
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,4,807,494,28,2,4,33,9,4,8,0,0,4,1393,51,1444,2180
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,271,2,234,154,10,0,1,4,0,5,0,0,0,0,408,12,420,616
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,272,1,99,72,15,2,4,5,3,4,3,1,0,0,208,13,221,316
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,273,1,70,39,2,2,3,0,0,1,0,0,2,0,119,6,125,182
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,3,242,180,84,6,2,1,4,9,8,0,0,1,537,20,557,1227
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,276,1,137,121,9,0,0,4,0,0,0,0,0,0,271,9,280,448
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,277,1,87,103,46,0,0,8,3,0,0,0,0,0,247,26,273,423
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,2,251,247,27,3,9,27,8,4,6,1,0,0,583,19,602,1149
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,279,2,40,34,1,1,0,1,0,0,0,0,0,0,77,1,78,115
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,3,507,345,31,6,5,100,12,12,19,0,0,3,1040,33,1073,1419
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,2,453,268,12,2,1,45,4,3,8,0,0,0,796,16,812,1290
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,2,403,118,17,0,0,80,0,119,0,0,0,5,742,20,762,1175
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,3,475,367,20,9,4,29,2,16,18,0,1,5,946,15,961,2086
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,284,1,31,26,1,1,0,1,0,6,1,0,0,0,67,3,70,111
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,2,66,30,0,1,3,2,0,0,1,0,0,0,103,4,107,201
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,17,2563,1268,870,58,54,459,131,9,32,1,0,20,5465,178,5643,12563
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,299,2,160,182,120,10,9,48,9,0,3,0,0,0,541,21,562,1016
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,6,663,600,330,23,25,170,40,10,8,1,1,11,1882,60,1942,4095
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,302,1,93,74,55,3,4,22,6,1,0,0,0,2,260,8,268,534
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,303,1,126,95,21,3,3,12,3,0,0,2,0,0,265,7,272,475
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,4,521,412,138,12,11,23,4,1,7,1,0,2,1132,48,1180,1723
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,305,2,333,223,66,6,1,3,0,3,0,0,0,0,635,28,663,832
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,3,370,375,186,17,6,5,0,3,4,1,0,1,968,31,999,1357
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,307,2,74,61,52,2,4,4,0,1,2,0,0,0,200,9,209,272
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,3,314,551,273,8,14,10,3,12,9,1,0,0,1195,42,1237,1674
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,309,2,110,191,70,5,4,0,2,0,7,1,0,0,390,18,408,497
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,4,319,407,353,14,7,60,13,2,4,0,0,1,1180,28,1208,2263
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,311,2,66,178,113,4,4,9,2,3,5,2,0,0,386,22,408,630
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,11,1195,1079,610,40,28,275,60,20,14,0,0,12,3333,114,3447,7475
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,313,2,270,317,117,14,10,51,7,8,6,0,0,1,801,36,837,1384
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,7,776,659,490,23,22,150,35,7,18,1,0,2,2183,73,2256,5043
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,315,1,98,130,84,6,3,6,0,0,3,0,0,0,330,10,340,478
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,4,342,284,155,10,10,60,11,7,5,0,0,2,886,27,913,2404
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,2,121,85,58,2,4,24,5,0,5,1,0,0,305,7,312,752
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,2,160,104,75,7,5,30,3,1,5,0,1,4,395,14,409,1028
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,2,113,95,47,4,2,17,3,1,6,0,0,0,288,9,297,773
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,2,161,111,46,12,2,22,3,1,4,0,0,0,362,15,377,918
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,2,116,115,54,6,10,35,8,5,3,0,0,0,352,14,366,856
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,2,128,122,78,6,1,21,6,5,2,0,0,4,373,15,388,821
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,2,157,128,64,11,7,46,9,3,3,1,0,0,429,17,446,853
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,2,140,106,59,7,2,28,2,0,1,0,0,0,345,17,362,899
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,421,1,121,94,37,0,0,23,3,0,0,0,0,0,278,16,294,692
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,2,124,122,51,3,4,24,1,3,0,0,0,0,332,13,345,832
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,2,137,121,47,2,1,19,3,0,1,0,0,0,331,18,349,939
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,2,108,91,49,10,5,15,3,0,3,2,0,0,286,13,299,757
