CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,PRI_PVEM_NVA_ALIANZA_PD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PD,PRI_NVA_ALIANZA_PD,PVEM_NVA_ALIANZA_PD,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PD,PVEM_NVA_ALIANZA,PVEM_PD,NVA_ALIANZA_PD,PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,20,Hidalgo,1,Abasolo,1,B,10,74,88,4,35,118,0,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,333,3,336,410,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,1,Abasolo,1,C01,7,101,99,1,21,98,0,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5,,335,0,335,410,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,1,Abasolo,2,B,21,149,188,5,33,134,0,0,0,9,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,540,15,555,695,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,1,Abasolo,2,C01,18,161,179,5,32,136,0,0,0,6,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,538,10,548,695,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,3,B,133,115,0,0,73,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,321,1,322,419,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,3,C01,158,89,0,0,67,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,314,4,318,419,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,4,B,158,100,0,0,65,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,323,3,326,433,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,5,B,185,121,0,0,94,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,400,2,402,515,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,6,B,169,94,0,0,135,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,398,5,403,559,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,7,B,39,22,0,0,67,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,128,2,130,202,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,8,B,78,93,0,0,71,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,242,7,249,337,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,9,B,126,7,0,0,102,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,235,1,236,337,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,10,B,89,69,0,0,111,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,269,5,274,374,Acta Casilla,,,
2,19,NUEVO LEON,22,China,2,Agualeguas,11,B,67,32,0,0,31,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,130,2,132,197,Acta Casilla,,,
2,19,NUEVO LEON,22,China,3,Los Aldamas,12,B,73,167,0,0,73,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,313,1,314,417,Acta Casilla,,,
2,19,NUEVO LEON,22,China,3,Los Aldamas,13,B,96,213,0,0,54,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,363,2,365,531,Acta Casilla,,,
2,19,NUEVO LEON,22,China,3,Los Aldamas,15,B,172,65,0,0,40,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,277,1,278,387,Acta Casilla,,,
2,19,NUEVO LEON,22,China,3,Los Aldamas,16,B,90,131,0,0,65,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,286,0,286,501,Acta Casilla,,,
2,19,NUEVO LEON,22,China,3,Los Aldamas,17,B,114,70,0,0,73,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,257,1,258,378,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,20,B,227,128,0,4,6,6,3,0,0,5,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,379,14,393,647,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,20,C01,222,133,0,5,3,6,3,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,376,10,386,646,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,20,C02,205,134,0,6,8,5,4,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,365,6,371,646,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,20,C03,239,124,0,5,2,0,2,0,0,5,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,377,4,381,646,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,20,C04,213,112,0,2,10,5,2,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,347,11,358,646,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,20,C05,201,149,0,6,6,2,0,0,0,5,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,369,8,377,646,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,20,C06,176,150,0,6,6,8,7,0,0,6,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,359,3,362,646,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,21,B,200,110,0,3,4,2,0,0,0,9,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,328,7,335,584,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,21,C01,184,106,0,5,9,6,3,0,0,9,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,322,5,327,584,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,21,C02,169,91,0,2,5,4,5,0,0,5,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,281,3,284,584,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,21,C03,193,103,0,4,11,2,2,0,0,13,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,328,8,336,583,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,22,B,218,158,0,4,9,5,3,0,0,5,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,402,15,417,744,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,22,C01,253,140,0,3,16,4,2,0,0,5,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,423,4,427,743,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,23,B,213,153,0,5,11,2,0,0,0,9,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,393,7,400,662,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,23,C01,198,179,0,2,14,4,6,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,406,10,416,661,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,24,B,280,175,0,5,4,4,5,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,473,2,475,719,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,25,B,268,186,0,3,4,4,2,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,467,4,471,717,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,25,C01,309,169,0,2,8,6,1,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,497,7,504,717,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,26,B,344,175,0,3,5,2,1,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,532,4,536,735,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,26,C01,287,211,0,1,0,11,1,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,513,5,518,735,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,27,B,171,107,0,0,6,2,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,287,2,289,452,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,27,C01,141,143,0,1,3,6,1,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,298,5,303,452,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,28,B,184,184,0,2,8,3,3,0,0,6,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,390,4,394,691,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,28,C01,215,156,0,1,3,4,1,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,384,3,387,691,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,28,C02,199,195,0,0,3,8,1,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,410,4,414,691,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,29,B,178,128,0,7,4,6,1,0,0,10,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,334,7,341,601,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,29,C01,178,132,0,2,9,4,3,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,332,11,343,601,Grupo de Recuento,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,29,C02,175,121,0,3,6,4,3,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,313,6,319,600,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,30,B,147,117,0,4,3,4,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,276,8,284,527,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,30,C01,160,113,0,3,0,4,1,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,282,11,293,526,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,30,C02,153,116,0,7,4,3,5,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,291,16,307,526,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,31,B,192,142,0,7,1,6,4,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,353,11,364,662,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,32,B,134,77,0,1,2,2,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,216,7,223,451,Grupo de Recuento,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,32,C01,126,88,0,0,2,1,2,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,220,7,227,450,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,33,B,178,91,0,5,5,5,3,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,290,7,297,559,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,33,C01,192,85,0,8,7,4,1,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,298,6,304,558,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,34,B,101,86,0,2,9,2,0,0,0,5,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,205,10,215,381,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,34,C01,143,78,0,2,4,2,1,0,0,3,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,233,15,248,381,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,35,B,97,57,0,3,2,4,0,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,167,6,173,290,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,36,B,63,96,0,1,7,1,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,169,2,171,299,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,37,B,189,128,0,9,7,7,6,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,348,11,359,603,Acta Casilla,,,
2,19,NUEVO LEON,24,Montemorelos,4,Allende,38,B,163,109,0,25,9,4,6,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,320,13,333,595,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,39,B,166,199,0,6,3,1,7,0,0,10,105,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,497,17,514,750,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,39,C01,151,145,0,6,2,4,8,0,0,5,80,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,401,6,407,610,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,40,B,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,464,0,471,691,Acta Casilla,Anulada ,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,40,C01,124,185,0,4,6,2,11,0,0,3,117,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,452,10,462,690,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,41,B,115,107,0,12,1,1,1,0,0,9,77,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,323,5,328,435,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,41,C01,105,104,0,10,0,0,4,0,0,5,79,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,307,8,315,435,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,42,B,137,130,0,32,3,0,7,0,0,14,128,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,451,7,458,681,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,42,C01,169,116,0,22,2,1,3,0,0,6,155,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,474,8,482,681,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,42,C02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,482,0,485,681,Acta Casilla,Anulada ,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,43,B,168,164,0,16,4,2,4,0,0,6,80,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,444,1,445,648,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,43,C01,130,133,0,11,2,1,4,0,0,10,81,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,372,10,382,583,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,44,B,116,96,0,13,2,1,3,0,0,2,83,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,316,1,317,461,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,44,C01,122,86,0,13,3,2,4,0,0,3,75,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,308,9,317,461,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,45,B,73,147,0,4,2,3,4,0,0,7,46,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,286,5,291,389,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,45,C01,58,125,0,2,4,2,4,0,0,3,54,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,252,5,257,388,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,46,B,128,309,0,14,2,4,8,0,0,9,83,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,557,4,561,842,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,47,B,88,90,0,11,0,2,0,0,0,1,64,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,256,12,268,391,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,47,C01,114,99,0,7,2,1,2,0,0,2,52,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,279,6,285,390,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,48,B,196,136,0,13,4,3,5,0,0,6,94,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,457,9,466,743,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,48,C01,195,181,0,12,8,0,1,0,0,4,75,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,476,8,484,743,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,49,B,126,158,0,25,4,0,3,0,0,1,121,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,438,17,455,685,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,49,C01,138,154,0,20,5,0,2,0,0,0,83,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,402,8,410,619,Grupo de Recuento,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,52,B,73,70,0,2,10,1,4,0,0,1,27,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,188,5,193,360,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,55,B,42,71,0,7,4,0,9,0,0,5,50,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,188,6,194,273,Acta Casilla,,,
2,19,NUEVO LEON,21,Sabinas Hidalgo,5,Anáhuac,61,B,76,179,0,2,2,1,6,0,0,1,27,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,294,5,299,417,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,63,B,67,83,4,1,13,19,5,0,0,3,5,0,21,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,221,6,227,629,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,63,C01,51,105,3,7,7,18,2,0,0,1,3,0,19,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,216,17,233,629,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,63,C02,60,105,3,6,15,17,6,0,0,3,3,0,17,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,235,8,243,629,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,63,C03,60,98,2,3,10,20,2,0,0,10,6,0,24,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,235,10,245,629,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,63,S01,21,11,0,1,3,17,1,0,0,2,0,0,7,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,63,2,65,0,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,66,B,81,105,8,6,17,32,7,0,0,2,4,0,37,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,299,9,308,675,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,66,C01,80,114,6,6,21,29,2,0,0,7,3,0,41,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,309,9,318,675,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,66,C02,78,107,7,2,17,29,6,0,0,6,1,0,46,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,299,4,303,674,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,66,C03,74,97,7,9,19,31,7,0,0,3,6,0,35,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,288,10,298,674,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,66,C04,86,129,2,8,10,33,3,0,0,4,4,0,42,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,321,6,327,674,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,66,E01,106,66,4,7,18,18,14,0,0,4,6,0,41,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,284,5,289,512,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,66,E01C01,75,64,1,12,13,24,5,0,0,9,6,0,32,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,241,8,249,512,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,66,E01C02,92,61,3,8,13,35,10,0,0,8,3,0,41,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,274,1,275,512,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,68,B,140,136,6,22,22,39,10,0,0,9,5,0,31,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,420,5,425,749,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,68,C01,136,115,1,29,14,36,11,0,0,6,7,0,52,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,407,8,415,749,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,68,C02,147,118,6,22,15,31,10,0,0,9,10,0,41,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,409,7,416,749,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,68,C03,118,117,3,31,13,29,7,0,0,7,11,0,39,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,375,6,381,749,Acta Casilla,,,
2,19,NUEVO LEON,16,Apodaca,6,Apodaca,68,C04,125,126,5,28,18,38,12,0,0,5,4,0,39,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,400,5,405,749,Acta Casilla,,,
