CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,PRI_PVEM_NVA_ALIANZA_PD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PD,PRI_NVA_ALIANZA_PD,PVEM_NVA_ALIANZA_PD,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PD,PVEM_NVA_ALIANZA,PVEM_PD,NVA_ALIANZA_PD,PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,20,Hidalgo,18,García,2300,C01,26,95,10,2,1,6,2,0,0,3,1,0,,,91,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,237,2,239,386,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2301,B,19,105,5,1,2,2,3,0,0,0,2,0,,,126,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,265,4,269,489,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2301,C01,30,107,7,1,3,2,1,0,0,3,1,0,,,99,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,254,6,260,488,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2302,B,27,114,7,2,2,3,1,0,0,0,4,0,,,118,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,278,6,284,514,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2302,C01,14,112,7,6,1,2,0,0,0,1,0,0,,,131,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,275,6,281,514,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2302,C02,24,121,1,3,1,2,1,0,0,3,1,0,,,126,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,283,5,288,513,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2303,B,16,84,5,3,4,3,4,0,0,0,2,0,,,153,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,274,5,279,585,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2303,C01,16,106,3,4,5,1,3,0,0,3,2,0,,,139,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,282,4,286,584,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2303,C02,25,113,6,3,2,0,0,0,0,5,0,0,,,150,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,304,3,307,584,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2304,B,19,53,0,0,4,2,1,0,0,1,1,0,,,105,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,186,5,191,377,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2304,C01,18,75,6,2,2,5,1,0,0,0,4,0,,,107,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,220,4,224,376,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,B,37,100,2,2,6,4,5,0,0,1,3,0,,,185,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,345,8,353,743,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,C01,36,113,4,8,1,3,2,0,0,1,3,0,,,177,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,348,6,354,743,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,C02,37,100,10,1,5,2,3,0,0,1,3,0,,,217,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,379,3,382,743,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,C03,26,125,7,3,5,5,3,0,0,5,2,0,,,162,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,343,5,348,743,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,C04,29,125,7,4,7,3,5,0,0,2,0,0,,,170,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,352,7,359,742,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E01,22,105,5,2,9,7,2,0,0,4,1,0,,,140,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,297,3,300,686,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E01C01,27,96,5,6,2,2,3,0,0,4,3,0,,,144,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,292,1,293,686,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E01C02,26,103,7,1,1,3,1,0,0,3,2,0,,,139,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,286,2,288,686,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E01C03,32,86,10,1,5,1,0,0,0,5,4,0,,,142,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,286,9,295,686,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E02,24,89,8,8,3,2,0,0,0,0,1,0,,,108,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,243,16,259,663,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E02C01,10,100,3,1,0,2,3,0,0,2,3,0,,,142,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,266,5,271,663,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E02C02,22,84,2,3,2,4,3,0,0,3,2,0,,,144,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,269,7,276,663,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E02C03,11,93,5,4,1,3,2,0,0,1,1,0,,,123,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,244,7,251,662,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2305,E02C04,28,93,8,9,2,2,0,0,0,0,2,0,,,137,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,281,4,285,662,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2306,B,30,96,11,0,0,2,9,0,0,8,2,0,,,176,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,334,2,336,563,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2306,C01,30,98,4,7,0,4,3,0,0,8,0,0,,,184,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,338,3,341,563,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2307,B,40,93,16,2,1,1,1,0,0,4,3,0,,,189,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,350,5,355,616,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2307,C01,23,104,8,4,3,4,7,0,0,3,1,0,,,195,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,15,,367,5,372,615,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2307,C02,37,95,11,3,1,4,4,0,0,1,0,0,,,172,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,328,1,329,615,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2307,C03,27,109,11,3,2,6,1,0,0,7,5,0,,,164,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,14,,349,5,354,615,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2307,E01,27,138,6,4,6,7,3,0,0,1,5,0,,,209,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,406,6,412,714,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2307,E01C01,33,108,6,3,2,2,5,0,0,2,1,0,,,230,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,392,4,396,714,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2307,E01C02,30,107,8,4,3,8,2,0,0,2,4,0,,,222,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,390,5,395,713,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2307,E01C03,30,130,11,3,0,4,3,0,0,2,0,0,,,236,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,419,3,422,713,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2547,B,11,130,7,39,2,2,3,0,0,1,2,0,,,43,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,240,11,251,393,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2548,B,18,83,3,3,5,4,0,0,0,2,1,0,,,74,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,193,2,195,404,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2548,C01,22,78,4,1,8,8,2,0,0,2,0,0,,,70,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,195,4,199,404,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2549,B,22,67,2,5,9,12,3,0,0,1,2,0,,,99,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,222,7,229,430,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2549,C01,19,53,3,10,3,5,0,0,0,2,3,0,,,135,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,233,6,239,430,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2550,B,39,97,0,5,6,7,4,0,0,6,6,0,,,89,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,259,7,266,544,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2551,B,14,67,2,5,1,2,2,0,0,0,3,0,,,121,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,217,1,218,391,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2552,B,37,95,7,6,8,11,5,0,0,4,7,0,,,113,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,293,1,294,677,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2552,C01,38,86,5,4,4,7,4,0,0,5,1,0,,,108,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,263,5,268,677,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2553,B,14,43,2,3,4,8,3,0,0,0,1,0,,,57,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,135,2,137,244,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2554,B,24,89,1,1,2,6,4,0,0,7,2,0,,,119,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,255,3,258,452,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2555,B,10,58,1,3,0,6,2,0,0,2,2,0,,,81,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,165,3,168,391,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2556,B,15,84,2,4,3,4,1,0,0,3,3,0,,,95,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,214,4,218,383,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2557,B,16,64,5,1,7,6,3,0,0,1,3,0,,,106,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,212,4,216,389,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2557,C01,16,61,0,1,4,7,0,0,0,3,1,0,,,104,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,197,1,198,389,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2558,B,17,49,1,3,6,5,2,0,0,3,0,0,,,71,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,157,1,158,264,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2559,B,12,60,3,2,5,3,2,0,0,1,5,0,,,126,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,219,9,228,353,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2560,B,37,107,2,1,5,5,4,0,0,6,1,0,,,147,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,315,3,318,495,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2561,B,26,86,1,5,3,3,5,0,0,2,2,0,,,70,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,203,6,209,457,Grupo de Recuento,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2561,C01,31,76,2,8,3,3,0,0,0,0,3,0,,,80,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,206,2,208,457,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2562,B,16,48,1,0,0,3,0,0,0,0,1,0,,,45,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,114,2,116,215,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2563,B,10,56,1,1,1,7,2,0,0,3,1,0,,,69,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,151,3,154,300,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2564,B,13,54,1,3,2,0,0,0,0,6,0,0,,,50,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,129,4,133,237,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2565,B,9,45,2,4,6,3,2,0,0,2,0,0,,,68,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,141,1,142,243,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2566,B,14,55,0,4,2,2,0,0,0,0,1,0,,,34,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,112,5,117,169,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2567,B,42,76,5,9,3,3,3,0,0,4,5,0,,,96,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,246,3,249,505,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2568,B,14,48,1,6,3,8,1,0,0,3,5,0,,,96,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,185,1,186,334,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2569,B,26,69,5,3,6,12,1,0,0,1,3,0,,,148,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,274,4,278,427,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2569,C01,23,72,3,1,3,5,3,0,0,2,4,0,,,154,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,270,1,271,427,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2570,B,17,47,5,4,1,2,0,0,0,1,5,0,,,35,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,117,5,122,214,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2571,B,22,76,1,6,3,2,2,0,0,2,7,0,,,162,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,283,1,284,506,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2572,B,14,36,3,2,1,3,0,0,0,1,7,0,,,82,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,149,3,152,256,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2573,B,14,71,5,0,6,9,7,0,0,5,4,0,,,126,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,248,11,259,503,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2574,B,12,47,2,2,2,1,3,0,0,1,3,0,,,74,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,147,3,150,253,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2575,B,25,60,0,1,5,5,5,0,0,1,3,0,,,84,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,189,6,195,410,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2575,C01,21,60,2,4,4,7,4,0,0,2,6,0,,,95,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,205,0,205,409,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2576,B,15,73,2,0,3,0,1,0,0,1,2,0,,,123,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,220,4,224,394,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2577,B,8,123,3,1,5,4,1,0,0,0,3,0,,,71,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,219,3,222,441,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2578,B,9,98,2,4,2,0,2,0,0,1,4,0,,,65,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,187,7,194,301,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2579,B,4,33,0,2,3,0,2,0,0,0,5,0,,,43,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,92,4,96,199,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2580,B,15,84,4,5,7,9,5,0,0,1,9,0,,,150,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,289,8,297,570,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2581,B,14,35,2,1,2,0,0,0,0,0,2,0,,,93,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,149,1,150,300,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2582,B,15,50,1,3,1,2,0,0,0,0,3,0,,,62,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,137,3,140,239,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2583,B,41,123,5,3,8,4,2,0,0,6,3,0,,,106,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,301,4,305,550,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2584,B,18,87,3,2,5,7,1,0,0,1,4,0,,,96,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,225,5,230,400,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2585,B,59,110,6,8,4,18,8,0,0,10,6,0,,,169,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,398,6,404,732,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2586,B,13,50,1,2,2,1,0,0,0,0,9,0,,,50,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,128,5,133,216,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2587,B,12,51,1,1,1,0,1,0,0,3,1,0,,,60,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,131,4,135,265,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2588,B,16,76,3,0,12,5,1,0,0,1,5,0,,,79,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,198,5,203,349,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2589,B,23,75,0,6,2,3,1,0,0,0,10,0,,,83,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,203,2,205,393,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2590,B,8,101,3,1,6,1,0,0,0,1,3,0,,,87,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,211,6,217,366,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2591,B,26,122,1,4,6,15,4,0,0,2,8,0,,,200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,,390,2,392,680,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2591,C01,26,127,1,4,11,7,1,0,0,3,9,0,,,208,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,397,3,400,680,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2592,B,73,61,2,3,4,21,7,0,0,5,7,0,,,232,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,415,0,415,592,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2593,B,22,114,4,7,3,10,5,0,0,3,4,0,,,141,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,313,6,319,591,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2594,B,96,81,3,12,5,34,8,0,0,7,12,0,,,269,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,527,7,534,713,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2595,B,36,65,5,3,2,9,3,0,0,3,5,0,,,136,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,267,7,274,404,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2596,B,38,124,4,7,6,8,0,0,0,2,8,0,,,201,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,398,2,400,689,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2597,B,66,38,1,2,10,17,8,0,0,1,6,0,,,81,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,230,2,232,325,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2598,B,77,67,1,2,5,42,5,0,0,4,7,0,,,162,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,372,5,377,449,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2598,C01,85,67,3,1,1,32,6,0,0,4,7,0,,,146,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,352,5,357,449,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2599,B,96,54,2,3,9,35,2,0,0,6,14,0,,,154,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,375,4,379,462,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2600,B,45,41,1,4,3,10,6,0,0,1,1,0,,,84,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,196,1,197,284,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2601,B,49,59,1,5,3,12,10,0,0,3,4,0,,,124,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,270,1,271,402,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2602,B,37,56,0,4,4,2,1,0,0,2,0,0,,,126,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,232,3,235,376,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2603,B,44,63,0,0,8,8,4,0,0,3,3,0,,,149,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,282,1,283,417,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2604,B,43,82,0,6,10,21,6,0,0,7,7,0,,,111,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,293,3,296,440,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2605,B,26,50,4,3,30,13,4,0,0,1,4,0,,,115,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,250,1,251,401,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2606,B,30,26,1,0,4,10,3,0,0,1,4,0,,,110,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,190,1,191,266,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2607,B,46,36,1,2,3,15,4,0,0,3,3,0,,,138,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,251,0,251,358,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2608,B,72,73,3,3,5,10,8,0,0,5,0,0,,,176,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,355,1,356,493,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2609,B,23,72,0,7,6,5,2,0,0,4,3,0,,,113,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,235,5,240,375,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2610,B,47,20,1,1,3,12,2,0,0,3,2,0,,,67,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,158,1,159,222,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2611,B,21,64,3,7,3,5,1,0,0,2,3,0,,,117,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,226,4,230,345,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2612,B,120,49,2,0,6,29,6,0,0,3,10,0,,,138,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,363,1,364,485,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2613,B,97,80,3,2,4,39,7,0,0,6,12,0,,,115,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,365,2,367,466,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2614,B,90,43,2,6,2,44,1,0,0,3,8,0,,,114,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,313,1,314,413,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2614,C01,95,50,1,8,2,34,5,0,0,7,5,0,,,114,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,321,2,323,413,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2615,B,74,38,1,2,3,23,1,0,0,1,3,0,,,92,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,238,2,240,305,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2616,B,106,59,6,6,3,66,5,0,0,5,6,0,,,168,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,430,4,434,532,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2617,B,62,41,0,1,3,37,4,0,0,4,4,0,,,163,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,319,2,321,408,Acta Casilla,,,
2,19,NUEVO LEON,20,Hidalgo,18,García,2618,B,134,78,3,4,4,47,7,0,0,12,16,0,,,262,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,567,8,575,740,Acta Casilla,,,
2,19,NUEVO LEON,18,San Pedro Garza García,19,San Pedro Garza García,356,B,93,60,1,1,8,0,5,0,0,1,1,1,,,,,,,,14,,,0,0,0,0,0,0,0,0,0,0,0,0,,185,5,190,528,Acta Casilla,,,
2,19,NUEVO LEON,18,San Pedro Garza García,19,San Pedro Garza García,356,C01,96,48,0,3,7,0,2,1,0,1,69,1,,,,,,,,13,,,0,0,0,0,0,0,0,0,0,0,0,0,,241,14,255,528,Acta Casilla,,,
2,19,NUEVO LEON,18,San Pedro Garza García,19,San Pedro Garza García,356,C02,71,58,1,1,10,0,6,1,0,1,59,4,,,,,,,,14,,,0,0,0,0,0,0,0,0,0,0,0,0,,226,10,236,528,Acta Casilla,,,
2,19,NUEVO LEON,18,San Pedro Garza García,19,San Pedro Garza García,357,B,137,110,1,6,14,0,4,2,0,4,95,5,,,,,,,,17,,,0,0,0,0,0,0,0,0,0,0,0,0,,395,22,417,750,Acta Casilla,,,
