CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,PRI_PVEM_NVA_ALIANZA_PD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PD,PRI_NVA_ALIANZA_PD,PVEM_NVA_ALIANZA_PD,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PD,PVEM_NVA_ALIANZA,PVEM_PD,NVA_ALIANZA_PD,PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,22,CHINA,2,AGUALEGUAS,11,1,67,32,0,0,31,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,130,2,132,197
2,19,NUEVO LEON,22,CHINA,3,LOS ALDAMAS,12,1,73,167,0,0,73,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,313,1,314,417
2,19,NUEVO LEON,22,CHINA,3,LOS ALDAMAS,13,1,96,213,0,0,54,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,363,2,365,531
2,19,NUEVO LEON,22,CHINA,3,LOS ALDAMAS,15,1,172,65,0,0,40,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,277,1,278,387
2,19,NUEVO LEON,22,CHINA,3,LOS ALDAMAS,16,1,90,131,0,0,65,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,286,0,286,501
2,19,NUEVO LEON,22,CHINA,3,LOS ALDAMAS,17,1,114,70,0,0,73,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,257,1,258,378
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,20,7,1483,930,0,34,41,32,21,0,0,31,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2572,56,2628,4523
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,21,4,746,410,0,14,29,14,10,0,0,36,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1259,23,1282,2335
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,22,2,471,298,0,7,25,9,5,0,0,10,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,825,19,844,1487
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,23,2,411,332,0,7,25,6,6,0,0,12,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,799,17,816,1323
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,24,1,280,175,0,5,4,4,5,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,473,2,475,719
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,25,2,577,355,0,5,12,10,3,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,964,11,975,1434
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,26,2,631,386,0,4,5,13,2,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1045,9,1054,1470
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,27,2,312,250,0,1,9,8,1,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,585,7,592,904
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,28,3,598,535,0,3,14,15,5,0,0,14,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1184,11,1195,2073
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,29,3,531,381,0,12,19,14,7,0,0,15,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,979,24,1003,1802
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,30,3,460,346,0,14,7,11,6,0,0,5,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,849,35,884,1579
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,31,1,192,142,0,7,1,6,4,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,353,11,364,662
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,32,2,260,165,0,1,4,3,2,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,436,14,450,901
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,33,2,370,176,0,13,12,9,4,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,588,13,601,1117
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,34,2,244,164,0,4,13,4,1,0,0,8,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,438,25,463,762
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,35,1,97,57,0,3,2,4,0,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,167,6,173,290
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,36,1,63,96,0,1,7,1,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,169,2,171,299
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,37,1,189,128,0,9,7,7,6,0,0,2,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,348,11,359,603
2,19,NUEVO LEON,24,MONTEMORELOS,4,ALLENDE,38,1,163,109,0,25,9,4,6,0,0,4,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,320,13,333,595
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,39,2,317,344,0,12,5,5,15,0,0,15,185,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,898,23,921,1360
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,40,2,124,185,0,4,6,2,11,0,0,3,117,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,452,10,462,1381
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,41,2,220,211,0,22,1,1,5,0,0,14,156,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,630,13,643,870
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,42,3,306,246,0,54,5,1,10,0,0,20,283,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,925,15,940,2043
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,43,2,298,297,0,27,6,3,8,0,0,16,161,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,816,11,827,1231
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,44,2,238,182,0,26,5,3,7,0,0,5,158,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,624,10,634,922
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,45,2,131,272,0,6,6,5,8,0,0,10,100,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,538,10,548,777
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,46,1,128,309,0,14,2,4,8,0,0,9,83,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,557,4,561,842
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,47,2,202,189,0,18,2,3,2,0,0,3,116,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,535,18,553,781
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,48,2,391,317,0,25,12,3,6,0,0,10,169,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,933,17,950,1486
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,49,2,264,312,0,45,9,0,5,0,0,1,204,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,840,25,865,1304
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,52,1,73,70,0,2,10,1,4,0,0,1,27,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,188,5,193,360
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,55,1,42,71,0,7,4,0,9,0,0,5,50,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,188,6,194,273
2,19,NUEVO LEON,21,SABINAS HIDALGO,5,ANAHUAC,61,1,76,179,0,2,2,1,6,0,0,1,27,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,294,5,299,417
2,19,NUEVO LEON,16,APODACA,6,APODACA,63,5,259,402,12,18,48,91,16,0,0,19,17,0,88,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,970,43,1013,2516
2,19,NUEVO LEON,16,APODACA,6,APODACA,66,8,672,743,38,58,128,231,54,0,0,43,33,0,315,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2315,52,2367,4908
2,19,NUEVO LEON,16,APODACA,6,APODACA,68,8,1038,979,38,204,128,278,85,0,0,60,57,0,315,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3182,42,3224,5990
2,19,NUEVO LEON,16,APODACA,6,APODACA,69,6,606,669,16,198,85,211,50,0,0,55,37,0,193,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2120,38,2158,4041
2,19,NUEVO LEON,16,APODACA,6,APODACA,70,9,1280,1014,41,136,134,386,118,0,0,61,63,0,389,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3622,54,3676,6370
2,19,NUEVO LEON,16,APODACA,6,APODACA,71,2,178,192,8,24,41,68,25,0,0,16,8,0,72,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,632,14,646,1052
2,19,NUEVO LEON,16,APODACA,6,APODACA,72,2,115,152,5,16,16,46,23,0,0,14,7,0,48,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,442,11,453,866
2,19,NUEVO LEON,16,APODACA,6,APODACA,73,4,343,266,6,30,43,100,29,0,0,19,26,0,112,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,974,24,998,2403
2,19,NUEVO LEON,16,APODACA,6,APODACA,74,2,65,127,5,15,9,24,12,0,0,2,2,0,23,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,284,5,289,1290
2,19,NUEVO LEON,16,APODACA,6,APODACA,75,2,93,204,6,15,22,29,18,0,0,5,11,0,55,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,458,11,469,1021
2,19,NUEVO LEON,16,APODACA,6,APODACA,76,2,127,251,5,15,22,53,16,0,0,9,12,0,62,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,572,11,583,1337
2,19,NUEVO LEON,16,APODACA,6,APODACA,78,3,158,335,19,17,46,45,26,0,0,9,10,0,67,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,732,23,755,1562
2,19,NUEVO LEON,16,APODACA,6,APODACA,79,3,136,285,8,14,33,31,29,0,0,9,3,0,56,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,604,18,622,1959
2,19,NUEVO LEON,16,APODACA,6,APODACA,80,2,126,294,3,16,23,37,12,0,0,4,17,0,53,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,585,11,596,1119
2,19,NUEVO LEON,16,APODACA,6,APODACA,81,6,958,633,37,42,79,362,66,0,0,51,44,0,258,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2530,19,2549,4046
2,19,NUEVO LEON,16,APODACA,6,APODACA,82,2,181,171,14,9,20,82,36,0,0,18,7,0,64,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,602,10,612,1013
2,19,NUEVO LEON,16,APODACA,6,APODACA,83,1,98,133,13,13,17,47,17,0,0,10,10,0,48,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,406,9,415,719
2,19,NUEVO LEON,16,APODACA,6,APODACA,84,14,1718,1524,70,107,182,610,418,0,0,95,92,0,452,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,5268,81,5349,9453
2,19,NUEVO LEON,16,APODACA,6,APODACA,85,3,214,386,19,26,37,115,46,0,0,8,17,0,101,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,969,21,990,1985
2,19,NUEVO LEON,16,APODACA,6,APODACA,86,4,299,453,15,29,45,104,105,0,0,20,20,0,167,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1257,28,1285,2527
2,19,NUEVO LEON,16,APODACA,6,APODACA,87,3,372,386,14,34,56,113,53,0,0,18,27,0,96,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1169,18,1187,2211
2,19,NUEVO LEON,16,APODACA,6,APODACA,88,5,656,586,25,28,68,151,33,0,0,26,32,0,136,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1741,27,1768,3384
2,19,NUEVO LEON,16,APODACA,6,APODACA,89,3,416,392,67,15,36,92,27,0,0,18,17,0,77,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1157,20,1177,2040
2,19,NUEVO LEON,16,APODACA,6,APODACA,90,3,180,190,7,7,21,75,18,0,0,16,12,0,50,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,576,20,596,1561
2,19,NUEVO LEON,16,APODACA,6,APODACA,91,2,217,211,13,17,23,68,22,0,0,13,16,0,62,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,662,12,674,1194
2,19,NUEVO LEON,16,APODACA,6,APODACA,92,3,282,427,13,16,23,71,29,0,0,12,17,0,76,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,966,20,986,1619
2,19,NUEVO LEON,16,APODACA,6,APODACA,93,2,271,268,11,19,37,74,22,0,0,11,19,0,98,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,830,15,845,1444
2,19,NUEVO LEON,16,APODACA,6,APODACA,94,3,193,409,8,15,38,55,14,0,0,11,13,0,71,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,827,19,846,1639
2,19,NUEVO LEON,16,APODACA,6,APODACA,95,4,650,434,24,33,41,197,51,0,0,33,47,0,210,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1720,23,1743,2676
2,19,NUEVO LEON,16,APODACA,6,APODACA,96,3,144,428,13,22,32,40,12,0,0,13,9,0,43,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,756,23,779,1642
2,19,NUEVO LEON,16,APODACA,6,APODACA,97,2,191,290,9,16,20,68,16,0,0,9,12,0,69,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,700,7,707,1277
2,19,NUEVO LEON,16,APODACA,6,APODACA,98,2,153,382,13,13,20,66,13,0,0,8,13,0,51,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,732,27,759,1475
2,19,NUEVO LEON,16,APODACA,6,APODACA,99,3,281,271,7,16,39,75,44,0,0,12,24,0,110,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,879,37,916,1507
2,19,NUEVO LEON,16,APODACA,6,APODACA,100,4,289,386,8,23,37,97,27,0,0,24,20,0,117,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1028,26,1054,2448
2,19,NUEVO LEON,16,APODACA,6,APODACA,101,8,1241,933,116,55,135,412,129,0,0,50,48,0,316,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3435,52,3487,5668
2,19,NUEVO LEON,16,APODACA,6,APODACA,102,12,2107,1464,49,64,165,575,134,0,0,90,104,0,571,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,5323,63,5386,8649
2,19,NUEVO LEON,16,APODACA,6,APODACA,103,2,208,360,6,14,29,81,10,0,0,16,14,0,56,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,794,32,826,1440
2,19,NUEVO LEON,16,APODACA,6,APODACA,104,2,208,328,6,6,36,81,19,0,0,13,14,0,58,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,769,13,782,1322
2,19,NUEVO LEON,16,APODACA,6,APODACA,105,2,314,299,7,9,33,92,36,0,0,14,12,0,73,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,889,15,904,1462
2,19,NUEVO LEON,16,APODACA,6,APODACA,106,2,274,241,5,11,19,52,17,0,0,7,6,0,39,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,671,11,682,1160
2,19,NUEVO LEON,16,APODACA,6,APODACA,107,4,656,513,14,13,46,219,33,0,0,31,25,0,134,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1684,28,1712,2983
2,19,NUEVO LEON,16,APODACA,6,APODACA,108,7,1304,780,75,26,76,382,54,0,0,59,44,0,253,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3053,34,3087,4866
2,19,NUEVO LEON,16,APODACA,6,APODACA,109,4,357,807,14,7,26,104,21,0,0,12,18,0,72,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1438,22,1460,2668
2,19,NUEVO LEON,16,APODACA,6,APODACA,110,3,325,427,14,2,19,108,15,0,0,13,12,0,63,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,998,11,1009,1597
2,19,NUEVO LEON,16,APODACA,6,APODACA,111,2,238,327,11,8,18,65,11,0,0,14,18,0,67,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,777,14,791,1492
2,19,NUEVO LEON,16,APODACA,6,APODACA,112,2,196,373,5,9,31,48,14,0,0,11,10,0,40,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,737,22,759,1424
2,19,NUEVO LEON,16,APODACA,6,APODACA,113,2,134,217,2,1,17,33,7,0,0,4,5,0,22,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,442,17,459,824
2,19,NUEVO LEON,16,APODACA,6,APODACA,114,3,484,496,22,16,37,126,28,0,0,19,18,0,136,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1382,15,1397,2215
2,19,NUEVO LEON,16,APODACA,6,APODACA,115,3,306,424,1,22,24,81,18,0,0,4,13,0,56,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,949,15,964,1636
2,19,NUEVO LEON,16,APODACA,6,APODACA,116,3,167,445,19,11,36,54,21,0,0,19,19,0,66,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,857,26,883,2087
2,19,NUEVO LEON,16,APODACA,6,APODACA,117,3,154,429,15,16,56,57,21,0,0,24,13,0,61,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,846,30,876,1951
2,19,NUEVO LEON,16,APODACA,6,APODACA,118,3,130,336,26,11,29,30,13,0,0,9,10,0,53,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,647,31,678,1645
2,19,NUEVO LEON,16,APODACA,6,APODACA,119,3,119,316,12,8,20,29,7,0,0,16,8,0,44,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,579,21,600,1600
2,19,NUEVO LEON,16,APODACA,6,APODACA,120,4,114,373,52,14,32,29,15,0,0,15,10,0,69,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,723,26,749,2279
2,19,NUEVO LEON,16,APODACA,6,APODACA,121,4,203,443,59,12,37,57,26,0,0,17,32,0,44,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,930,40,970,2376
2,19,NUEVO LEON,16,APODACA,6,APODACA,122,4,235,462,40,14,68,75,19,0,0,16,20,0,144,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1093,31,1124,2761
2,19,NUEVO LEON,16,APODACA,6,APODACA,123,4,247,471,14,12,62,72,18,0,0,16,24,0,117,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1053,33,1086,2502
2,19,NUEVO LEON,16,APODACA,6,APODACA,124,6,475,747,22,31,107,121,32,0,0,36,31,0,203,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1805,39,1844,4062
2,19,NUEVO LEON,16,APODACA,6,APODACA,125,3,107,425,14,9,160,44,21,0,0,10,11,0,67,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,868,26,894,2142
2,19,NUEVO LEON,16,APODACA,6,APODACA,126,2,52,231,10,13,18,63,20,0,0,5,7,0,51,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,470,17,487,1246
2,19,NUEVO LEON,16,APODACA,6,APODACA,127,2,86,283,14,7,31,26,17,0,0,10,7,0,28,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,509,9,518,1241
2,19,NUEVO LEON,16,APODACA,6,APODACA,128,2,93,297,6,5,63,36,23,0,0,9,10,0,48,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,590,17,607,1272
2,19,NUEVO LEON,16,APODACA,6,APODACA,130,9,1188,1083,33,23,120,381,142,0,0,83,70,0,359,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3482,56,3538,6636
2,19,NUEVO LEON,16,APODACA,6,APODACA,131,8,992,1009,43,36,162,287,84,0,0,49,80,0,288,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3030,43,3073,5690
2,19,NUEVO LEON,16,APODACA,6,APODACA,132,4,509,311,8,8,24,157,46,0,0,22,25,0,102,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1212,11,1223,2461
2,19,NUEVO LEON,16,APODACA,6,APODACA,133,3,210,228,2,9,26,74,24,0,0,13,16,0,79,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,681,8,689,1660
2,19,NUEVO LEON,16,APODACA,6,APODACA,134,2,192,255,3,5,45,60,25,0,0,12,14,0,80,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,691,14,705,1329
2,19,NUEVO LEON,16,APODACA,6,APODACA,135,3,296,404,14,23,50,95,29,0,0,19,22,0,109,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1061,23,1084,1873
2,19,NUEVO LEON,16,APODACA,6,APODACA,136,2,114,370,5,10,35,36,21,0,0,7,13,0,58,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,669,22,691,1430
2,19,NUEVO LEON,16,APODACA,6,APODACA,137,2,95,327,9,13,26,38,18,0,0,13,12,0,35,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,586,24,610,1296
2,19,NUEVO LEON,16,APODACA,6,APODACA,138,2,141,341,16,11,17,46,13,0,0,5,15,0,47,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,652,31,683,1377
2,19,NUEVO LEON,16,APODACA,6,APODACA,139,3,308,342,14,16,37,87,40,0,0,25,17,0,99,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,985,15,1000,1619
2,19,NUEVO LEON,16,APODACA,6,APODACA,140,2,173,276,4,11,28,53,19,0,0,11,18,0,64,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,657,16,673,1059
2,19,NUEVO LEON,16,APODACA,6,APODACA,141,10,1099,1368,65,51,174,341,69,0,0,59,73,0,383,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3682,56,3738,6824
2,19,NUEVO LEON,16,APODACA,6,APODACA,142,11,1030,1477,46,45,214,345,110,0,0,63,53,0,379,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,3762,52,3814,7506
2,19,NUEVO LEON,16,APODACA,6,APODACA,143,3,196,343,8,16,27,60,16,0,0,13,7,0,40,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,726,31,757,1506
2,19,NUEVO LEON,16,APODACA,6,APODACA,144,9,1045,908,55,47,124,311,75,0,0,61,59,0,264,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2949,45,2994,6252
2,19,NUEVO LEON,16,APODACA,6,APODACA,145,5,437,755,45,26,75,163,43,0,0,24,34,0,195,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1797,45,1842,3673
