CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,PRI_PVEM_NVA_ALIANZA_PD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PD,PRI_NVA_ALIANZA_PD,PVEM_NVA_ALIANZA_PD,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PD,PVEM_NVA_ALIANZA,PVEM_PD,NVA_ALIANZA_PD,PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1254,1,61,80,2,51,5,13,4,0,0,6,3,12,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,,238,0,238,372
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1255,1,107,110,3,55,12,23,3,2,0,8,14,15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,352,5,357,580
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1256,1,69,61,3,42,5,9,4,0,0,8,8,12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,221,5,226,377
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1257,1,85,89,4,57,9,32,8,0,0,6,9,13,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,313,4,317,559
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1258,1,115,101,1,60,14,32,5,0,0,6,19,10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,363,6,369,612
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1259,1,79,52,1,47,6,29,3,1,0,14,6,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,238,6,244,405
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1260,1,68,56,4,53,1,17,2,1,0,7,7,8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,224,4,228,357
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1261,1,51,65,0,40,5,10,3,0,0,4,1,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,182,6,188,331
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1262,1,43,31,2,23,1,7,3,0,0,0,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,116,2,118,232
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1263,1,43,89,5,44,2,18,2,0,0,10,8,9,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,232,3,235,496
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1264,1,91,111,1,63,8,0,3,1,0,6,3,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,293,6,299,540
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1266,1,51,63,4,41,5,14,3,1,0,3,5,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,193,5,198,340
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1267,1,85,110,4,82,11,22,10,0,0,12,3,4,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,,344,3,347,594
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1268,1,51,45,0,32,4,6,2,1,0,1,3,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,147,4,151,254
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1269,1,50,52,1,32,3,18,1,0,0,7,7,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,177,5,182,345
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1270,1,60,55,2,38,4,20,3,0,0,4,1,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,,192,7,199,308
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1271,1,55,47,3,54,2,18,3,0,0,4,4,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,193,2,195,328
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1272,1,40,60,1,38,2,15,3,6,0,2,2,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,172,0,172,295
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1273,1,43,42,0,33,3,13,4,1,0,0,4,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,148,3,151,294
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1274,1,102,88,7,86,7,30,6,2,0,5,10,13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,356,9,365,609
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1275,1,97,65,0,60,4,51,7,3,0,12,6,15,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,321,4,325,600
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1276,1,43,52,1,49,2,14,2,0,0,8,9,11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,191,5,196,329
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1277,1,76,57,1,40,5,21,2,1,0,5,5,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,220,1,221,415
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1278,1,63,53,4,60,4,14,4,1,0,4,7,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,217,9,226,408
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1279,1,71,78,3,51,5,26,2,0,0,2,4,9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,251,3,254,473
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1281,1,112,114,6,101,7,44,1,0,0,12,10,14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,421,8,429,705
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1282,1,77,56,1,38,2,34,10,2,0,10,8,9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,247,8,255,430
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1283,1,25,36,1,25,1,18,1,0,0,3,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,112,5,117,178
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1284,1,73,66,8,59,5,19,4,0,0,9,7,11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,261,3,264,443
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1285,2,157,129,7,125,9,51,6,2,0,23,18,23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,550,7,557,962
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1286,2,143,114,11,93,8,50,8,1,0,21,11,21,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,481,13,494,798
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1287,1,40,37,2,33,2,14,0,0,0,7,10,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,147,4,151,227
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1288,1,54,93,3,46,14,16,8,0,0,6,6,12,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,260,5,265,458
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1289,2,124,110,13,83,12,28,8,1,0,4,5,19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,407,17,424,757
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1290,1,77,82,5,51,9,14,8,1,0,3,6,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,259,9,268,448
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1291,2,145,151,5,66,11,21,8,0,0,11,7,18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,443,12,455,759
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1292,3,222,244,19,164,33,51,15,1,0,19,26,54,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,849,31,880,1504
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1293,1,90,71,5,72,9,37,14,2,0,8,7,8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,323,12,335,544
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1294,2,160,130,3,98,16,64,22,2,0,15,8,18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,536,7,543,807
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1295,1,107,72,5,77,7,23,6,2,0,8,8,6,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,323,3,326,480
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1296,2,164,125,5,107,17,44,10,0,0,9,9,16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,506,11,517,823
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1297,1,104,68,6,78,11,28,6,1,0,2,10,20,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,,336,7,343,482
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1298,1,123,67,4,86,8,30,5,0,0,7,9,12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,351,1,352,523
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1299,2,277,186,9,170,23,77,20,1,0,18,18,16,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,,817,14,831,1241
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1300,1,88,106,4,63,4,26,5,1,0,7,8,11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,323,11,334,587
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1301,2,108,153,5,81,12,25,18,2,0,11,7,16,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,440,5,445,761
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1302,1,62,104,4,47,4,20,6,2,0,6,5,15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,275,19,294,527
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1303,1,64,59,5,35,3,9,5,0,0,6,5,7,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,199,5,204,369
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1304,2,173,173,3,115,8,45,10,1,0,12,14,16,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,571,24,595,904
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1305,2,153,143,8,99,8,41,14,1,0,18,12,14,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,512,20,532,841
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1306,1,117,84,1,62,9,19,10,1,0,4,6,8,,,,,,,,,,,1,0,0,0,0,2,2,0,0,0,0,0,,326,9,335,502
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1307,3,455,251,13,261,34,121,25,2,0,33,25,26,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,1247,27,1274,1826
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1308,1,122,92,2,51,12,29,2,3,0,10,6,10,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,,342,9,351,581
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1309,3,432,239,6,306,19,142,27,6,0,29,18,44,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,,1270,16,1286,1802
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1310,3,406,207,7,223,27,80,26,2,0,15,13,20,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,,1027,12,1039,1501
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1311,2,244,169,8,206,24,71,20,3,0,9,19,22,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,796,18,814,1214
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1312,2,395,188,11,211,26,104,19,2,0,21,15,11,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,0,0,,1007,7,1014,1392
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1313,2,128,152,6,91,24,36,14,2,0,3,7,14,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,478,17,495,1053
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1314,2,280,166,8,196,30,62,25,2,0,19,12,17,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,818,14,832,1293
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1315,2,393,210,3,193,15,94,12,4,0,19,19,28,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,991,16,1007,1422
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1316,2,240,250,8,178,18,58,18,4,0,11,10,31,,,,,,,,,,,0,0,0,0,0,2,0,1,0,0,0,0,,829,22,851,1404
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1317,1,116,107,5,59,12,18,9,0,0,8,4,10,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,,350,11,361,660
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1318,2,288,180,5,162,10,82,15,7,0,36,21,27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,833,15,848,1225
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1319,2,118,121,1,98,16,39,13,1,0,8,12,11,,,,,,,,,,,0,1,0,0,0,2,2,0,0,0,0,0,,443,3,446,782
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1320,1,92,91,3,78,8,24,7,3,0,2,8,11,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,329,8,337,568
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1321,1,81,92,2,78,9,29,7,0,0,9,3,17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,327,5,332,533
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1322,1,52,69,3,39,3,9,6,1,0,2,4,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,192,4,196,359
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1323,1,40,70,2,40,8,10,5,2,0,1,4,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,184,6,190,307
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1324,1,87,69,3,69,6,23,7,1,0,12,4,2,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,,285,12,297,472
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1325,1,190,112,2,91,5,52,7,0,0,6,10,8,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,485,13,498,735
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1326,3,428,228,6,196,16,96,19,4,0,28,46,18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1085,13,1098,1510
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1327,1,108,101,1,94,16,29,12,1,0,10,7,11,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,,392,9,401,651
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1328,1,96,64,4,94,1,33,4,0,0,4,4,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,310,7,317,518
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1329,2,364,137,6,157,12,56,19,0,0,15,18,23,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,808,19,827,1306
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1330,2,390,166,6,205,9,74,9,2,0,23,18,23,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,926,2,928,1261
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1331,3,402,222,8,240,11,135,15,3,0,29,20,35,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,,1122,22,1144,1594
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1332,3,531,298,5,314,16,193,21,2,0,37,28,36,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1481,24,1505,2070
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1333,3,450,184,4,193,12,134,19,0,0,18,28,27,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,1070,11,1081,1516
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1334,3,484,226,5,208,15,137,16,2,0,15,34,23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1165,19,1184,1686
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1335,2,327,162,2,161,7,105,9,2,0,22,16,12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,825,10,835,1261
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1336,3,385,223,10,191,29,100,19,1,0,17,18,37,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1030,48,1078,1656
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1337,2,229,105,4,108,14,70,7,2,0,28,11,11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,589,11,600,1052
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1338,2,284,133,1,121,10,91,7,1,0,13,20,20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,701,17,718,1251
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1339,2,156,130,0,110,9,49,11,3,0,10,18,13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,509,20,529,807
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1340,1,51,75,3,41,5,30,4,1,0,2,3,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,220,0,220,405
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1341,1,99,102,4,50,14,21,11,0,0,9,6,12,,,,,,,,,,,0,1,0,0,0,2,0,0,0,0,0,0,,331,9,340,544
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1342,2,107,138,4,88,19,37,11,0,0,5,13,21,,,,,,,,,,,0,1,0,0,0,1,1,0,0,0,0,0,,446,7,453,753
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1343,2,152,168,13,95,14,24,20,1,0,7,13,26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,533,19,552,871
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1344,1,92,119,6,65,11,25,10,0,0,6,11,13,,,,,,,,,,,0,2,0,0,0,4,0,0,0,0,0,0,,364,16,380,685
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1345,1,162,104,4,83,12,46,5,2,0,9,6,15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,448,7,455,633
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1346,2,305,142,8,170,10,95,14,5,0,18,17,19,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,803,11,814,1290
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1347,2,168,76,6,83,4,72,6,2,0,10,14,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,448,9,457,851
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1348,1,104,39,4,66,3,52,2,2,0,13,9,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,298,1,299,617
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1349,1,163,104,4,88,2,41,6,0,0,8,30,6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,452,10,462,680
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1350,3,388,205,8,201,18,103,8,2,0,24,20,34,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1011,21,1032,1520
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1351,3,407,238,5,185,25,110,12,3,0,20,33,28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1066,16,1082,1530
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1352,3,398,239,10,220,20,153,18,1,0,25,42,17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1143,22,1165,1707
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1353,2,327,101,4,127,7,84,6,3,0,4,16,6,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,686,8,694,946
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1354,2,261,130,5,114,12,78,7,1,0,19,18,16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,661,13,674,944
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1355,4,206,362,17,143,67,63,21,3,0,21,18,22,,,,,,,,,,,0,2,0,0,0,5,2,0,0,0,0,0,,952,32,984,2030
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1356,3,162,393,10,123,74,64,16,1,0,8,21,29,,,,,,,,,,,0,0,0,0,0,6,1,0,0,0,0,0,,908,46,954,2115
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1357,3,178,294,14,125,49,56,23,5,0,5,21,23,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,,795,32,827,1560
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1358,3,141,361,20,140,65,68,33,6,0,26,21,16,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,,899,27,926,1929
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1359,3,155,352,33,167,57,52,9,2,0,13,30,21,,,,,,,,,,,1,0,0,0,0,2,0,0,1,1,0,0,,896,37,933,1861
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1360,3,439,282,16,270,25,118,22,1,0,29,40,13,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,,1256,21,1277,2021
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1361,2,164,106,3,122,12,71,8,0,0,16,11,14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,527,9,536,767
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1362,2,102,242,3,70,28,34,11,3,0,6,12,9,,,,,,,,,,,1,1,0,2,0,5,0,0,0,0,0,0,,529,12,541,1016
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1363,2,77,174,7,78,11,21,11,1,0,5,8,11,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,,406,24,430,942
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1364,3,395,239,5,253,24,139,28,2,0,35,35,22,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,,1178,19,1197,1698
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1365,2,356,206,5,156,9,98,24,4,0,18,24,24,,,,,,,,,,,0,0,0,0,0,1,1,0,0,1,0,0,,927,22,949,1405
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1366,2,209,158,3,125,17,53,8,4,0,19,12,21,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,630,12,642,1025
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1367,2,218,156,2,156,15,62,20,0,0,10,18,25,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,682,15,697,1046
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1368,2,176,142,6,131,19,46,20,2,0,11,16,19,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,,590,10,600,921
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1369,2,111,236,7,93,22,48,7,1,0,5,12,42,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,,587,5,592,1010
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1370,2,54,206,14,37,25,25,12,0,0,6,10,41,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,430,15,445,957
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1371,2,52,221,4,57,10,26,10,2,0,9,3,22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,416,17,433,1122
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1372,2,158,214,5,100,11,40,2,1,0,10,15,16,,,,,,,,,,,0,2,1,0,0,1,0,0,0,0,0,0,,576,21,597,1121
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1373,2,148,223,4,88,11,42,9,0,0,3,24,20,,,,,,,,,,,1,2,0,0,0,2,0,0,0,0,0,0,,577,16,593,1207
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1374,2,59,248,16,83,16,23,7,2,0,6,13,14,,,,,,,,,,,0,1,0,0,0,4,0,0,1,0,0,0,,493,20,513,1245
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1375,3,175,392,15,246,41,57,15,2,0,19,23,18,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,,1005,8,1013,1973
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1376,4,222,480,14,201,75,64,24,4,0,17,26,37,,,,,,,,,,,0,3,0,0,0,7,0,0,0,0,0,0,,1174,26,1200,2284
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1377,2,60,226,4,46,26,23,9,0,0,7,10,9,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,,421,14,435,988
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1378,2,58,210,6,63,69,20,11,2,0,5,18,3,,,,,,,,,,,0,0,0,0,0,13,1,0,0,0,0,0,,479,11,490,991
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1379,2,80,163,1,61,37,25,8,3,0,4,16,6,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,,406,21,427,879
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1380,2,377,173,8,191,12,128,12,1,0,26,22,30,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,980,12,992,1488
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1381,2,104,235,3,94,19,31,7,0,0,12,19,8,,,,,,,,,,,1,0,0,0,0,2,0,0,0,0,0,0,,535,15,550,1008
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1382,3,271,335,12,119,52,55,13,2,0,14,27,20,,,,,,,,,,,0,0,0,1,0,4,1,0,0,0,0,0,,926,35,961,2042
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1383,3,250,260,9,101,47,50,23,4,0,11,22,30,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,,810,37,847,1865
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1384,3,141,307,7,63,33,31,22,3,0,8,12,9,,,,,,,,,,,0,0,0,0,0,5,0,0,0,0,0,0,,641,35,676,1757
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1385,4,255,447,10,111,39,69,22,0,0,18,24,20,,,,,,,,,,,0,0,0,0,0,6,0,0,1,0,0,0,,1022,52,1074,2263
