CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,98,5,493,527,28,86,80,5,142,42,52,13,9,2,0,0,1,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,203,,0,1712,106,1818,3238
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,99,2,175,118,13,9,14,1,60,8,24,3,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,,0,460,12,472,839
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,100,3,335,217,21,34,27,6,78,14,39,5,11,4,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,103,,0,919,36,955,1585
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,101,2,317,250,22,32,12,2,84,6,37,2,12,4,0,0,0,2,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,53,,0,851,32,883,1396
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,102,2,329,291,22,32,19,5,48,6,37,2,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,86,,0,909,29,938,1483
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,103,2,333,181,13,27,14,0,42,4,15,7,9,5,0,1,1,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,46,,0,717,22,739,1154
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,104,3,412,334,28,36,14,4,68,15,26,9,15,4,0,1,0,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,75,,0,1078,29,1107,1816
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,105,3,289,339,75,68,12,2,63,5,17,4,16,4,0,0,0,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,72,,1,999,31,1031,1539
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,106,3,259,432,38,57,19,6,62,9,28,2,10,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,80,,0,1030,27,1057,1548
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,107,3,379,348,59,99,9,8,136,10,42,8,9,5,0,1,0,2,2,1,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,85,,0,1241,43,1284,1962
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,108,2,205,325,35,80,18,1,66,13,36,2,14,4,0,0,0,2,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,63,,0,889,34,923,1413
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,109,2,209,157,9,22,12,5,52,7,23,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,55,,0,580,22,602,996
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,110,3,281,201,18,61,11,2,85,14,39,5,6,2,0,0,0,2,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,244,,0,989,41,1030,1752
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,111,7,429,560,32,22,67,3,219,45,138,19,13,5,2,1,0,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,336,,0,2017,153,2170,4549
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,112,7,554,481,36,36,52,8,330,28,148,25,11,2,0,1,0,5,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,432,,0,2223,102,2325,4769
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,113,2,178,125,13,16,10,2,73,9,57,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,110,,0,611,22,633,1363
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,114,4,254,335,17,19,73,1,238,14,97,13,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,223,,0,1329,71,1400,2510
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,115,12,1451,784,87,161,86,45,514,66,206,20,42,8,2,1,3,15,4,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,286,,1,3875,145,4021,8919
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,116,9,555,855,66,74,47,21,278,47,132,29,25,7,0,4,0,6,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,3,2283,81,2367,6163
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,117,4,303,395,43,80,18,5,109,18,72,11,21,3,0,1,0,1,5,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2,1162,42,1206,2388
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,118,16,955,1103,229,125,82,56,667,121,375,102,70,11,4,0,0,10,7,1,4,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,5,4400,184,4589,11688
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,119,5,269,379,55,41,26,34,303,22,94,27,23,2,0,0,0,7,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,1,1407,66,1474,3328
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,120,5,425,838,59,40,14,70,243,47,84,16,23,5,2,0,0,3,2,4,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1,1958,79,2038,3551
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,121,3,166,261,37,66,6,2,235,12,31,10,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,884,38,922,1578
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,122,3,193,274,25,65,9,2,259,23,71,10,2,2,0,0,0,2,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,971,46,1017,2201
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,123,3,167,207,25,42,10,4,183,18,61,12,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,751,40,792,1839
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,124,2,167,112,9,5,11,1,132,24,36,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,0,533,26,559,968
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,125,2,134,153,7,5,17,2,163,12,83,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,1,609,18,628,1057
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,126,2,206,182,12,18,12,3,244,20,103,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,2,837,32,871,1455
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,127,1,94,109,5,4,3,3,104,14,42,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,1,414,10,425,697
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,128,2,132,117,23,0,4,82,99,36,31,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,544,20,564,843
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,129,2,133,147,15,6,11,3,255,9,74,13,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,2,685,28,715,1113
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,130,1,71,86,5,3,8,0,128,5,72,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0,389,12,401,640
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,131,1,104,81,1,1,9,2,147,10,44,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0,415,12,427,610
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,132,3,258,212,15,14,15,0,175,14,126,9,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,2,869,38,909,1545
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,133,3,241,222,19,17,30,1,172,13,88,7,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,3,840,29,872,1537
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,134,2,149,140,4,7,30,2,108,22,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,0,547,32,579,905
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,135,2,123,128,7,8,16,0,175,9,51,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,0,530,17,547,842
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,136,1,104,135,5,13,7,0,144,21,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,480,14,494,687
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,137,3,264,231,34,21,28,3,218,22,137,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,2,996,48,1046,1348
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,138,1,86,81,10,4,7,1,100,7,42,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,1,355,16,372,618
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,139,1,62,93,11,7,17,3,41,18,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,74,,,,,,,,,,,,,,,,,0,362,13,375,627
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,140,1,80,71,6,7,8,1,22,9,55,6,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,1,312,19,332,504
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,141,1,63,77,5,8,19,4,34,5,48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,0,364,15,379,604
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,142,1,24,21,1,1,2,0,4,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,69,4,74,118
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,143,2,52,84,9,4,0,0,21,2,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,0,219,12,231,338
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,144,1,62,130,8,2,7,1,21,20,24,7,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4,39,,,,,,,,,,,,,,,,,0,329,38,367,630
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,145,2,85,142,4,10,14,2,23,30,50,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,42,,,,,,,,,,,,,,,,,0,410,24,434,748
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,146,1,61,73,0,2,1,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,0,149,3,152,225
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,147,1,113,102,2,3,1,0,44,5,6,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,3,281,8,292,412
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,148,1,116,211,4,9,5,1,52,3,30,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,29,,,,,,,,,,,,,,,,,0,466,14,480,705
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,149,1,73,142,1,9,3,1,45,6,30,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4,17,,,,,,,,,,,,,,,,,0,338,24,362,573
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,150,1,48,165,1,26,9,2,36,8,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,20,,,,,,,,,,,,,,,,,0,353,12,365,567
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,151,2,104,236,9,47,8,1,108,10,55,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,42,,,,,,,,,,,,,,,,,0,628,44,672,1078
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,152,2,126,160,3,13,8,2,113,7,29,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,34,,,,,,,,,,,,,,,,,0,501,24,525,862
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,153,1,25,37,2,2,1,1,6,1,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,0,109,9,118,234
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,154,1,87,73,9,9,8,3,13,6,9,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4,8,,,,,,,,,,,,,,,,,0,235,20,255,429
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,155,1,116,102,2,4,9,0,13,1,38,0,5,1,0,0,1,3,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,301,21,322,491
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,156,1,115,76,3,5,3,3,5,8,27,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,0,258,21,279,431
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,157,1,95,108,9,20,12,5,39,5,57,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,0,373,26,399,660
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,158,2,119,144,20,51,10,3,35,11,60,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8,31,,,,,,,,,,,,,,,,,0,499,30,529,960
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,159,2,64,110,13,33,11,1,30,6,58,5,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,15,26,,,,,,,,,,,,,,,,,0,377,24,401,762
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,160,1,83,99,16,26,11,1,28,7,50,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,7,18,,,,,,,,,,,,,,,,,0,351,16,367,677
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,161,2,111,210,20,32,15,0,25,8,87,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,0,568,22,590,1041
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,162,1,76,100,5,29,4,1,18,1,41,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,0,300,15,315,509
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,163,2,87,148,11,32,7,2,36,8,71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,0,439,13,452,774
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,164,2,134,109,12,46,4,0,16,7,47,8,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,0,428,16,444,751
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,165,1,85,102,12,49,4,2,37,4,75,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0,392,14,406,664
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,166,2,139,135,13,55,6,1,27,2,55,5,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,0,483,19,502,828
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,167,2,119,172,15,91,9,1,59,5,59,5,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,0,596,22,618,1076
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,168,2,184,155,14,76,10,0,51,5,81,8,4,0,1,1,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,1,644,23,668,1182
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,169,2,88,102,11,64,7,2,30,5,62,7,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,1,422,27,450,763
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,170,1,40,32,1,19,3,3,13,3,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,145,12,157,275
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,171,2,190,151,4,14,23,0,17,8,67,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0,498,29,527,1023
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,172,1,9,12,1,2,0,2,19,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,0,90,6,96,133
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,173,2,101,124,6,5,14,1,49,6,113,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,0,442,33,475,931
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,174,1,10,45,2,0,3,0,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,0,87,5,92,131
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,175,1,57,101,2,2,5,3,44,6,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,275,4,279,461
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,176,1,77,116,8,3,4,0,34,6,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,1,358,16,375,567
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,177,2,158,187,8,8,21,2,19,13,87,6,5,1,0,0,0,4,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,0,549,32,581,966
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,178,1,56,69,4,1,9,0,15,2,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,0,214,10,224,425
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,179,1,148,116,6,3,3,3,31,1,26,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,0,353,11,364,477
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,180,2,111,64,8,3,19,0,175,5,40,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0,437,24,461,760
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,181,1,47,50,7,5,2,0,6,2,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,0,165,8,173,331
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,182,1,24,56,1,4,7,0,7,2,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,0,139,5,144,205
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,183,2,137,115,6,2,14,10,26,5,27,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,0,387,21,408,792
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,2,240,128,7,7,14,5,42,8,69,6,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,0,578,40,618,1317
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,2,154,102,10,17,13,7,70,7,77,64,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,0,565,31,596,1241
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,186,1,100,67,5,6,7,2,31,3,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,0,298,17,315,589
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,187,1,127,56,5,5,5,3,30,2,23,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,0,299,19,318,608
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,2,146,62,15,5,8,41,47,5,64,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,1,460,26,487,873
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,3,180,141,22,19,19,38,54,11,94,18,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,0,637,25,662,1006
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,7,532,403,38,34,53,108,153,25,189,9,11,0,0,0,0,2,3,2,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,,0,1823,78,1901,3784
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,191,1,14,23,2,0,3,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,0,96,5,101,197
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,2,210,153,11,3,16,4,78,9,78,12,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,0,698,26,724,1280
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,193,1,18,47,3,0,9,0,14,6,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,0,139,8,147,257
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,194,1,76,38,0,2,3,1,13,2,44,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,194,9,203,303
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,195,1,61,46,3,4,41,2,18,5,26,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,0,242,14,256,373
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,2,76,328,156,5,4,6,11,13,324,2,1,1,0,0,0,7,0,0,2,0,0,0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,961,35,996,1318
