uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
6001,1992,PRI,ROQUE BRAMBILA ALVARADO
6001,1993,PRI,ROQUE BRAMBILA ALVARADO
6001,1994,PRI,ROQUE BRAMBILA ALVARADO
6001,1995,PRI,CARLOS CRUZ MENDOZA
6001,1996,PRI,CARLOS CRUZ MENDOZA
6001,1997,PRI,CARLOS CRUZ MENDOZA
6001,1998,PRI,RUBEN VELEZ MORELOS
6001,1999,PRI,RUBEN VELEZ MORELOS
6001,2000,PRI,RUBEN VELEZ MORELOS
6001,2001,COALICIoN,BEATRIZ GUADALUPE ISUNZA BURCIAGA
6001,2002,COALICIoN,BEATRIZ GUADALUPE ISUNZA BURCIAGA
6001,2003,COALICIoN,BEATRIZ GUADALUPE ISUNZA BURCIAGA
6001,2004,PRD,ERNESTO MARQUEZ GUERRERO
6001,2005,PRD,ERNESTO MARQUEZ GUERRERO
6001,2006,PRD,ERNESTO MARQUEZ GUERRERO
6001,2007,AXC,JUAN MANUEL COVARRUBIAS LEYVA
6001,2008,AXC,JUAN MANUEL COVARRUBIAS LEYVA
6001,2009,AXC,JUAN MANUEL COVARRUBIAS LEYVA
6001,2010,CGC,ERNESTO MARQUEZ GUERRERO
6001,2011,CGC,ERNESTO MARQUEZ GUERRERO
6001,2012,CGC,ERNESTO MARQUEZ GUERRERO
6001,2013,COAL,PATRICIA MACIAS GOMEZ
6001,2014,COAL,PATRICIA MACIAS GOMEZ
6001,2015,COAL,PATRICIA MACIAS GOMEZ
6001,2016,PVEM,ERNESTO MARQUEZ GUERRERO
6001,2017,PVEM,ERNESTO MARQUEZ GUERRERO
6001,2018,PVEM,ERNESTO MARQUEZ GUERRERO
6001,2019,COAL,SALVADOR BUENO ARCEO
6001,2020,COAL,SALVADOR BUENO ARCEO
6001,2021,COAL,SALVADOR BUENO ARCEO
6001,2022,MORENA,DIANA XALLY YAEL ZEPEDA FIGUEROA
6001,2023,MORENA,DIANA XALLY YAEL ZEPEDA FIGUEROA
6001,2024,MORENA,DIANA XALLY YAEL ZEPEDA FIGUEROA
6002,1992,PRI,OSCAR LUIS VERDUZCO MORENO
6002,1993,PRI,OSCAR LUIS VERDUZCO MORENO
6002,1994,PRI,OSCAR LUIS VERDUZCO MORENO
6002,1995,PRI,ARTURO VELASCO VILLA
6002,1996,PRI,ARTURO VELASCO VILLA
6002,1997,PRI,ARTURO VELASCO VILLA
6002,1998,PRD,CARLOS VAZQUEZ OLDENBOURG
6002,1999,PRD,CARLOS VAZQUEZ OLDENBOURG
6002,2000,PRD,CARLOS VAZQUEZ OLDENBOURG
6002,2001,PAN,ENRIQUE MICHEL RUIZ
6002,2002,PAN,ENRIQUE MICHEL RUIZ
6002,2003,PAN,ENRIQUE MICHEL RUIZ
6002,2004,PAN,LEONCIO ALFONSO MORAN SANCHEZ
6002,2005,PAN,LEONCIO ALFONSO MORAN SANCHEZ
6002,2006,PAN,LEONCIO ALFONSO MORAN SANCHEZ
6002,2007,AXC,MARIO ANGUIANO MORENO
6002,2008,AXC,MARIO ANGUIANO MORENO
6002,2009,AXC,MARIO ANGUIANO MORENO
6002,2010,COAL,JOSE IGNACIO PERALTA SANCHEZ
6002,2011,COAL,JOSE IGNACIO PERALTA SANCHEZ
6002,2012,COAL,JOSE IGNACIO PERALTA SANCHEZ
6002,2013,COAL,FEDERICO RANGEL LOZANO
6002,2014,COAL,FEDERICO RANGEL LOZANO
6002,2015,COAL,FEDERICO RANGEL LOZANO
6002,2016,PAN,HECTOR INSUA GARCIA
6002,2017,PAN,HECTOR INSUA GARCIA
6002,2018,PAN,HECTOR INSUA GARCIA
6002,2019,MC,LEONCIO ALFONSO MORAN SANCHEZ
6002,2020,MC,LEONCIO ALFONSO MORAN SANCHEZ
6002,2021,MC,LEONCIO ALFONSO MORAN SANCHEZ
6002,2022,COAL,ELIA MARGARITA MORENO GONZALEZ
6002,2023,COAL,ELIA MARGARITA MORENO GONZALEZ
6002,2024,COAL,ELIA MARGARITA MORENO GONZALEZ
6003,1992,PRI,ARTURO VALENCIA LOPEZ
6003,1993,PRI,ARTURO VALENCIA LOPEZ
6003,1994,PRI,ARTURO VALENCIA LOPEZ
6003,1995,PRI,ARNOLDO CEBALLOS FIERROS
6003,1996,PRI,ARNOLDO CEBALLOS FIERROS
6003,1997,PRI,ARNOLDO CEBALLOS FIERROS
6003,1998,PAN,J JESUS FUENTES MARTINEZ
6003,1999,PAN,J JESUS FUENTES MARTINEZ
6003,2000,PAN,J JESUS FUENTES MARTINEZ
6003,2001,PRI,FELIPE LAZARO BARAJAS
6003,2002,PRI,FELIPE LAZARO BARAJAS
6003,2003,PRI,FELIPE LAZARO BARAJAS
6003,2004,PAN,DANIEL GUERRERO GUERRERO
6003,2005,PAN,DANIEL GUERRERO GUERRERO
6003,2006,PAN,DANIEL GUERRERO GUERRERO
6003,2007,AXC,OSCAR VALENCIA MONTES
6003,2008,AXC,OSCAR VALENCIA MONTES
6003,2009,AXC,OSCAR VALENCIA MONTES
6003,2010,COAL,SERGIO AGUSTIN MORALES ANGUIANO
6003,2011,COAL,SERGIO AGUSTIN MORALES ANGUIANO
6003,2012,COAL,SERGIO AGUSTIN MORALES ANGUIANO
6003,2013,PAN,BRAULIO ARREGUIN ACEVEDO
6003,2014,PAN,BRAULIO ARREGUIN ACEVEDO
