CIRCUNSCRIPCION,﻿ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,986,2,76,76,62,14,21,21,9,18,8,18,0,323,26,349,778
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,987,1,70,48,44,5,22,11,10,17,6,8,0,241,28,269,600
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,988,2,90,109,70,14,35,15,13,27,10,14,0,397,32,429,903
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,989,2,148,136,82,18,32,23,12,33,19,25,0,528,47,575,1270
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,990,1,52,44,21,5,14,3,4,17,7,10,1,177,15,193,443
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,991,2,108,87,43,6,25,15,5,23,9,14,0,335,24,359,786
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,992,2,111,116,84,15,17,15,5,22,19,16,4,420,32,456,812
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,993,1,68,68,56,5,14,9,6,21,10,12,4,269,24,297,632
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,994,2,128,129,73,13,18,14,13,31,16,21,2,456,51,509,901
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,995,2,148,126,55,9,18,12,3,36,11,10,2,428,29,459,859
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,996,2,235,167,147,29,40,35,16,90,30,40,2,829,50,881,651
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,997,2,200,125,82,13,26,21,14,50,19,16,1,566,47,614,1021
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,998,2,162,151,110,18,41,23,14,58,15,15,0,607,49,656,1237
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,999,2,136,183,91,3,31,25,12,33,21,22,1,557,42,600,1097
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1000,2,84,129,71,17,28,17,10,28,14,16,1,414,28,443,836
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1020,2,93,157,109,17,45,16,15,58,16,23,2,549,51,602,1148
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1021,2,117,101,44,11,12,18,6,28,15,13,0,365,39,404,786
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1022,1,70,48,29,3,6,8,6,25,3,5,2,203,9,214,375
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1023,2,189,158,146,16,36,37,13,88,25,24,4,732,64,800,444
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1024,1,86,55,23,5,9,14,6,18,8,8,1,232,13,246,418
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1025,1,93,54,27,7,16,8,9,13,10,12,1,249,17,267,469
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1026,1,115,72,29,7,8,16,4,20,9,11,0,291,38,329,600
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1027,1,94,31,19,3,8,7,3,15,5,5,0,190,11,201,338
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1028,1,98,40,30,1,9,6,1,20,6,10,1,221,24,246,413
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1029,1,136,63,34,2,14,8,5,32,16,18,0,328,39,367,642
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1030,2,128,102,52,8,21,22,3,38,13,17,7,404,36,447,852
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1031,2,122,78,77,16,39,19,10,37,15,13,1,426,38,465,991
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1032,2,134,83,100,22,34,17,12,20,12,15,0,449,45,494,1006
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1033,3,152,125,174,24,52,31,16,47,22,28,0,671,63,734,1556
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1034,2,119,145,66,21,37,21,19,48,18,19,3,513,38,554,1050
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1035,9,510,374,447,222,121,100,52,131,56,109,0,2122,184,2306,6004
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1036,7,310,390,326,138,125,61,25,91,42,70,1,1578,122,1701,4544
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1037,3,271,176,144,54,60,38,23,39,33,40,6,878,89,973,2005
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1038,2,186,150,130,18,39,30,15,63,31,24,0,686,43,729,1487
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1039,2,182,165,97,15,43,24,13,56,19,25,3,639,32,674,1280
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1040,2,169,91,70,20,28,35,10,51,21,23,1,518,37,556,1117
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1041,2,118,78,55,8,23,15,16,25,20,15,0,373,36,409,802
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1042,1,126,48,27,10,13,9,6,19,11,8,2,277,23,302,509
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1088,1,189,79,46,7,28,15,7,30,11,12,0,424,32,456,717
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1089,2,158,162,82,7,25,19,16,48,17,23,4,557,48,609,910
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1090,1,82,101,63,3,12,18,9,19,19,14,1,340,40,381,572
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1091,1,93,78,49,6,28,13,6,27,20,16,3,336,37,376,602
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1092,2,181,146,54,9,37,21,14,34,24,14,3,534,50,587,1021
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1093,2,207,167,126,25,37,35,16,49,21,21,0,704,66,770,1366
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1094,2,149,85,90,16,31,21,14,33,20,14,3,473,47,523,998
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1095,1,76,72,66,11,11,10,11,32,11,15,0,315,27,342,644
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1096,2,131,131,79,18,49,30,14,54,11,27,5,544,54,603,1191
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1097,3,233,219,137,30,40,34,21,74,37,31,4,856,82,942,1907
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1098,2,136,96,70,22,66,27,11,29,21,18,0,496,53,549,1251
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1099,3,151,226,156,24,83,46,9,34,23,21,0,773,41,814,1824
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1100,3,205,192,68,37,45,25,10,28,28,41,0,679,75,754,1601
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1101,3,297,214,120,42,50,40,21,63,31,40,1,918,81,1000,1939
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1102,2,198,138,81,38,53,24,14,51,28,33,0,658,84,742,1337
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1103,3,177,211,123,34,81,50,18,44,25,27,2,790,61,853,1978
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1104,3,115,139,90,80,44,24,10,40,23,34,1,599,56,656,1523
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1105,2,190,156,71,51,45,31,9,38,19,22,2,632,61,695,1453
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1106,3,96,197,108,95,79,22,21,24,20,42,0,704,58,762,1990
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1194,7,452,383,274,152,100,58,35,121,67,93,3,1735,163,1901,4776
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1195,3,226,203,128,62,34,37,13,81,45,44,4,873,80,957,1844
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1196,4,301,288,199,52,84,41,28,108,38,53,9,1192,104,1305,2582
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1205,2,211,136,68,13,43,18,19,47,17,18,3,590,49,642,996
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1206,4,460,213,205,26,65,37,31,86,62,47,4,1232,128,1364,2442
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1207,2,151,166,181,21,24,26,9,48,21,21,3,668,36,707,1360
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1237,2,62,123,56,167,18,21,14,12,15,19,0,507,44,551,1143
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1238,2,127,136,89,82,24,18,13,17,6,17,0,529,41,570,1174
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1262,6,182,425,236,491,125,27,18,42,35,42,4,1623,133,1760,4477
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1284,4,158,320,177,93,70,25,18,87,28,43,1,1019,88,1108,2692
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,1285,3,158,164,183,61,60,21,12,100,32,48,1,839,64,904,1965
5,16,MICHOACAN,11,MORELIA NORESTE,54,MORELIA,2675,3,180,222,207,42,62,31,12,59,31,39,4,885,58,947,2230
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,480,4,101,70,113,76,27,1,28,6,0,14,0,436,16,452,2287
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,481,5,104,111,260,29,87,7,62,24,0,14,1,698,53,752,3178
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,482,5,139,218,243,46,69,11,61,19,0,11,0,817,72,889,3688
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,483,4,155,55,147,81,43,4,48,9,0,6,1,548,26,575,2521
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,484,2,90,51,128,20,24,2,16,12,0,3,0,346,8,354,1452
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,485,2,74,31,110,20,27,3,21,11,0,8,0,305,15,320,1089
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,486,3,141,98,171,40,14,1,29,8,0,12,1,514,20,535,1817
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,487,2,118,62,123,49,20,1,17,10,0,4,0,404,18,422,1491
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,488,3,82,37,110,74,33,0,27,4,0,4,0,371,8,379,1861
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,489,3,75,95,85,63,17,1,26,0,0,3,0,365,32,397,2128
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,490,4,97,120,137,96,33,2,35,8,0,7,0,535,44,579,2561
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,491,3,148,81,149,25,53,3,34,4,0,6,0,503,21,524,1822
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,492,2,85,42,75,17,34,0,19,3,0,6,1,281,10,292,1116
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,493,2,86,72,105,18,26,4,22,4,0,7,0,344,20,364,1337
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,494,5,129,97,253,28,58,9,51,20,0,11,1,656,23,680,3002
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,495,6,140,234,316,32,58,12,51,15,0,21,0,879,61,940,4408
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,496,3,106,62,153,15,39,11,33,17,0,6,0,442,15,457,1865
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,497,2,63,31,138,11,51,3,23,13,0,11,0,344,9,353,1177
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,498,3,223,120,268,53,47,25,30,50,2,25,3,843,41,887,1288
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,499,2,102,80,149,15,105,1,38,13,0,7,0,510,19,529,1359
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,500,3,72,53,143,22,38,1,32,6,0,7,0,374,31,405,1613
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,501,2,65,29,123,27,47,2,16,6,0,7,0,322,6,328,954
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,502,3,86,67,161,27,40,2,26,23,0,22,0,454,24,478,1898
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,503,4,88,67,233,33,52,5,57,22,0,3,0,560,33,593,2731
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,504,1,6,16,12,6,2,0,0,0,0,1,0,43,2,45,227
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,505,1,11,16,10,3,3,1,1,1,0,0,0,46,2,48,148
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,506,1,35,16,8,3,0,0,2,0,0,0,0,64,0,64,188
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,508,3,18,97,71,45,19,1,23,1,0,1,0,276,10,286,1730
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,509,1,3,25,27,6,31,0,8,3,0,2,0,105,1,106,265
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,510,3,32,240,194,35,11,1,28,3,0,9,1,553,38,592,2095
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,511,3,37,190,97,23,15,1,25,2,0,3,1,393,24,418,1664
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,512,1,22,17,16,7,8,0,6,0,0,8,0,84,5,89,485
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,513,3,72,65,114,27,29,3,25,7,0,4,0,346,11,357,1866
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,514,2,19,27,35,17,8,0,102,0,0,2,0,210,13,223,910
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,515,1,49,17,13,24,2,1,8,1,0,2,0,117,8,125,524
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,516,1,41,39,53,8,13,0,9,3,0,14,0,180,7,187,744
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,517,4,56,76,163,16,38,1,34,7,0,20,0,411,17,428,2367
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,518,1,5,29,33,3,2,0,4,0,0,6,0,82,8,90,327
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,519,1,3,6,6,18,0,0,4,0,0,0,0,37,1,38,119
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,520,1,8,16,18,6,4,0,25,0,0,0,0,77,2,79,406
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,521,3,29,104,81,227,14,0,42,2,0,0,0,499,26,525,1650
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,522,1,19,24,18,39,2,1,8,6,0,1,0,118,4,122,388
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,523,1,15,16,72,15,4,1,16,1,0,1,0,141,4,145,471
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,524,1,7,37,22,28,8,0,14,0,0,8,2,124,3,129,511
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,525,1,6,99,15,109,1,1,11,3,0,1,0,246,10,256,493
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,526,3,56,134,131,33,35,4,31,2,0,0,0,426,35,461,1796
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,527,3,41,122,118,73,20,4,16,10,0,1,0,405,23,428,1980
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,528,1,8,36,50,16,5,0,5,0,0,1,0,121,7,128,630
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,529,1,2,21,49,1,5,0,3,3,0,0,0,84,7,91,507
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,530,1,5,16,61,10,3,0,9,9,0,0,0,113,0,113,341
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,531,1,11,126,83,4,6,0,7,2,0,0,0,239,10,249,512
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,532,2,36,134,79,28,11,6,12,2,0,3,0,311,2,313,794
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,533,1,3,4,11,21,1,1,7,0,0,0,0,48,1,49,102
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,534,1,30,53,62,6,5,1,37,0,0,9,0,203,4,207,522
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,535,1,12,11,12,5,2,0,6,1,0,0,0,49,1,50,105
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,536,1,6,22,4,7,1,0,18,0,0,0,0,58,3,61,133
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,537,1,6,7,30,14,2,0,20,0,0,0,0,79,2,81,301
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,538,1,51,19,9,4,3,0,3,1,0,0,0,90,5,95,332
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,539,1,52,37,20,10,5,2,8,0,0,1,0,135,1,136,395
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,540,1,3,17,22,0,2,0,25,0,0,1,0,70,2,72,191
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,541,1,11,13,11,12,3,0,15,0,0,0,0,65,0,65,200
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,542,1,89,52,57,16,5,0,19,0,0,0,0,238,6,244,654
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,543,1,18,20,4,8,0,0,2,0,0,0,0,52,1,53,131
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,544,1,16,62,52,11,9,3,20,3,0,3,0,179,4,183,745
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,545,2,41,42,67,10,8,4,19,1,0,0,0,192,6,198,890
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,546,4,78,247,152,38,10,3,31,4,0,1,0,564,18,582,2570
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,547,1,2,16,12,4,1,0,17,0,0,0,0,52,1,53,182
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,548,1,5,48,64,10,5,0,23,0,0,0,0,155,8,163,629
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,549,2,18,64,108,16,19,1,67,1,0,0,0,294,23,317,1492
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,550,1,6,31,53,4,5,0,102,0,0,9,0,210,2,212,622
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,551,1,0,70,20,5,1,2,3,0,0,1,0,102,1,103,305
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,552,1,7,24,15,1,1,1,0,0,0,1,0,50,1,51,210
5,16,MICHOACAN,12,HIDALGO,41,IRIMBO,665,4,64,137,347,15,33,4,40,12,0,5,1,657,32,690,2889
5,16,MICHOACAN,12,HIDALGO,41,IRIMBO,666,3,59,160,254,16,14,1,44,12,0,4,0,564,28,592,2015
5,16,MICHOACAN,12,HIDALGO,41,IRIMBO,667,1,12,15,96,2,2,0,11,2,0,0,0,140,5,145,337
5,16,MICHOACAN,12,HIDALGO,41,IRIMBO,668,2,33,36,171,16,9,1,30,6,0,10,0,312,17,329,1057
5,16,MICHOACAN,12,HIDALGO,41,IRIMBO,669,3,28,72,254,6,11,0,51,9,0,7,0,438,12,450,1738
5,16,MICHOACAN,12,HIDALGO,41,IRIMBO,670,2,53,117,129,12,11,0,86,4,0,0,0,412,14,426,931
5,16,MICHOACAN,12,HIDALGO,41,IRIMBO,671,1,25,19,139,9,1,0,10,1,0,1,0,205,10,215,552
5,16,MICHOACAN,12,HIDALGO,41,IRIMBO,672,3,22,80,286,11,6,1,94,9,0,4,0,513,25,538,2094
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,786,2,9,132,148,2,9,2,4,7,0,0,1,313,11,325,1007
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,787,3,29,153,197,13,10,1,7,4,0,0,0,414,30,444,1656
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,788,3,18,188,180,2,12,1,4,1,0,0,0,406,18,424,1648
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,789,1,0,67,139,0,1,0,10,0,0,0,0,217,5,222,462
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,790,3,4,165,188,13,19,0,14,0,0,1,0,404,12,416,1602
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,791,2,17,92,177,10,6,0,13,2,0,19,0,336,11,347,1273
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,792,2,6,145,138,5,4,0,15,0,0,0,0,313,19,332,962
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,793,2,5,80,77,4,8,0,2,3,0,0,0,179,22,201,1225
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,794,1,1,39,65,0,6,0,2,0,0,0,0,113,2,115,490
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,795,1,1,64,77,0,2,0,5,0,0,0,0,149,6,155,399
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,796,2,8,63,100,0,4,0,6,2,0,1,0,184,8,192,888
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,797,1,2,15,122,0,3,0,6,0,0,0,0,148,5,153,663
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,798,1,4,60,94,0,0,0,4,0,0,0,0,162,1,163,489
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,799,1,9,79,103,0,9,0,13,2,0,0,0,215,7,222,618
5,16,MICHOACAN,12,HIDALGO,48,JUNGAPEO,800,1,7,29,158,1,2,0,4,1,0,0,0,202,6,208,689
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1647,3,16,101,172,10,10,3,21,11,0,5,0,349,36,385,1599
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1648,2,23,61,98,6,6,1,28,7,0,3,0,233,20,253,875
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1649,3,54,63,86,13,14,8,19,11,1,8,1,277,12,290,764
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1650,2,18,73,184,19,5,1,29,7,0,3,1,339,23,363,1289
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1651,2,18,82,128,16,18,0,17,13,0,0,0,292,15,307,1379
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1652,2,10,59,120,17,13,4,26,17,0,2,0,268,10,278,1062
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1653,1,1,29,22,1,3,0,14,2,0,0,0,72,2,74,265
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1654,1,4,59,50,2,4,0,29,1,0,0,0,149,14,163,448
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1655,1,3,52,45,0,32,1,14,3,0,0,0,150,11,161,504
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1656,2,12,119,57,16,10,0,13,0,0,0,0,227,5,232,1115
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1657,1,9,58,7,1,2,0,5,1,0,0,0,83,3,86,281
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1658,1,3,27,14,0,9,1,6,0,0,0,0,60,4,64,360
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1659,1,7,29,64,5,1,1,2,1,0,0,0,110,4,114,307
5,16,MICHOACAN,12,HIDALGO,73,QUERÉNDARO,1660,1,1,54,26,2,0,0,14,6,0,0,0,103,1,104,221
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2113,2,23,108,182,8,6,35,22,1,0,1,0,386,25,411,1337
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2114,3,31,128,195,10,34,24,28,4,0,1,0,455,25,480,1594
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2115,2,36,142,114,8,17,19,27,0,0,1,1,364,20,385,1250
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2116,4,55,147,273,4,26,68,35,8,0,1,0,617,38,655,2325
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2117,2,35,72,99,4,25,31,17,3,0,0,0,286,14,300,1098
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2118,4,51,152,348,25,57,57,42,11,0,0,1,743,56,800,2599
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2119,2,19,50,205,10,2,7,28,5,0,0,0,326,15,341,1288
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2120,2,10,60,152,21,4,3,8,1,0,0,0,259,3,262,801
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2121,2,10,57,117,24,12,9,27,1,0,0,0,257,15,272,984
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2122,1,21,48,168,5,11,8,36,0,0,0,0,297,21,318,749
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2123,3,84,93,184,6,9,7,44,1,0,0,0,428,20,448,1570
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2124,1,16,17,52,0,1,2,1,0,0,0,0,89,8,97,241
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2125,1,10,30,45,52,9,8,17,1,0,0,0,172,17,189,551
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2126,1,18,62,104,9,1,9,11,1,0,0,0,215,6,221,569
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2127,2,18,131,175,10,4,9,31,1,0,0,0,379,13,392,1018
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2128,1,10,21,46,0,0,5,13,1,0,0,0,96,5,101,239
5,16,MICHOACAN,12,HIDALGO,99,TÚXPAN,2129,1,0,6,56,2,1,6,2,0,0,0,0,73,1,74,152
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,52,2,105,259,64,177,63,5,9,16,18,6,0,722,38,760,1022
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,53,1,26,248,45,122,9,2,3,31,4,0,0,490,16,506,732
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,54,2,51,242,53,110,17,2,1,25,12,0,0,513,23,536,761
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,55,3,121,405,118,416,218,11,8,67,49,3,0,1416,20,1436,1979
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,56,2,7,302,123,257,122,3,8,11,19,2,0,854,31,885,1177
5,16,MICHOACAN,13,ZITÁCUARO,5,ANGANGUEO,57,3,59,668,126,331,72,17,10,52,17,3,1,1355,56,1412,1893
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1378,2,244,99,73,179,183,6,14,26,7,4,0,835,40,875,1117
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1379,2,246,186,73,240,267,10,20,32,8,2,0,1084,39,1123,1478
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1380,1,74,66,91,106,89,3,1,2,2,1,0,435,33,468,619
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1381,2,166,105,136,242,191,5,9,19,13,6,0,892,54,946,1275
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1382,1,28,35,21,69,79,0,1,0,7,0,0,240,10,250,337
