CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,152,2,19,279,105,11,23,83,19,209,1,2,2,18,1,2,9,,12,795,0,29,824,1016
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,153,2,12,220,177,7,47,76,34,233,6,9,1,11,0,1,0,,17,851,0,20,871,1038
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,154,3,20,401,232,22,82,140,61,304,5,11,7,13,4,5,0,,48,1355,0,27,1382,1742
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,155,2,16,273,169,8,40,111,33,259,6,5,1,16,0,0,0,,26,963,0,24,987,1375
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,156,2,10,170,127,7,25,56,31,180,3,5,0,9,1,5,0,,36,665,0,33,698,887
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,157,1,10,272,110,1,19,106,4,60,1,3,0,2,0,1,0,,6,595,0,13,608,719
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,158,2,17,205,142,47,30,20,129,104,8,2,0,1,3,9,0,,7,724,0,32,756,827
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,159,2,38,185,39,0,31,23,23,185,8,11,2,15,0,4,0,,10,574,0,21,595,792
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,160,2,54,168,40,1,25,29,47,189,7,17,0,15,1,2,1,,17,613,0,23,636,788
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,161,2,32,168,50,2,25,49,14,212,7,9,0,13,0,4,0,,6,591,3,16,610,799
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,162,2,77,217,42,8,58,31,25,215,5,9,0,9,1,4,0,,27,728,0,17,745,989
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,163,2,89,194,60,2,32,15,28,185,2,15,2,12,0,0,0,,0,636,0,9,645,822
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,164,2,30,199,71,2,35,27,19,226,5,11,1,8,1,3,0,,14,652,0,27,679,843
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,165,1,2,121,33,94,0,0,1,1,1,0,0,0,1,1,0,,1,256,0,7,263,269
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,166,3,168,777,85,3,9,71,34,528,6,4,0,11,1,2,0,,1,1700,0,27,1727,2086
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,167,2,95,394,66,1,10,47,30,307,4,4,2,2,5,5,0,,0,972,0,27,999,1184
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,168,2,79,453,66,7,8,32,30,326,4,10,1,14,3,1,0,,4,1038,0,21,1059,1284
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,169,3,6,503,124,17,23,28,41,428,10,0,0,6,3,0,0,,4,1193,0,46,1239,1514
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,170,2,37,290,127,89,29,16,101,129,9,4,2,2,1,1,0,,0,837,0,11,848,951
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,171,1,8,267,79,1,24,10,15,125,3,3,0,0,1,3,1,,9,549,0,19,568,657
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,172,2,30,295,156,69,42,88,1,255,2,4,0,5,3,0,0,,12,962,0,29,991,1379
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,173,3,17,275,125,4,106,151,20,443,9,3,57,153,7,3,0,,10,1383,0,29,1412,1844
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,174,2,9,316,78,7,37,195,24,242,0,7,0,16,1,6,0,,1,939,0,25,964,1219
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,175,3,19,566,88,6,85,277,35,415,5,6,6,21,6,6,1,,3,1545,0,47,1592,2014
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,176,3,19,572,112,5,104,182,31,379,8,10,0,14,4,3,0,,6,1449,0,53,1502,2063
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,177,3,26,512,93,8,106,233,21,366,4,4,0,16,0,4,0,,0,1393,0,45,1438,1781
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,178,1,6,93,27,35,3,6,4,90,1,0,0,1,1,1,0,,0,268,0,9,277,314
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,179,2,40,478,317,39,42,39,2,134,6,17,1,3,4,0,0,,0,1122,0,59,1181,1388
 ,4,CAMPECHE,17,CALKINI,2,CALKINI,180,3,31,766,384,1,63,51,22,218,14,12,0,24,12,7,1,,3,1609,0,104,1713,1993
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,181,2,5,179,144,16,10,2,12,16,3,0,0,3,0,0,0,,1,391,0,12,403,470
 ,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,182,1,4,74,40,0,19,1,8,6,0,0,0,1,0,3,0,,1,157,0,0,157,175
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,183,7,986,678,33,13,116,34,13,893,29,18,12,32,10,2,1,67,,2937,0,123,3060,5216
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,184,7,1133,629,32,8,113,23,14,763,14,35,7,19,7,7,0,60,,2864,0,81,2945,4768
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,185,5,413,368,21,8,83,11,8,410,12,22,2,15,5,4,0,44,,1426,1,66,1493,3071
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,186,2,282,232,5,6,18,6,6,237,5,17,1,12,4,2,1,37,,871,2,35,908,1437
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,187,3,334,264,16,5,38,8,4,256,13,7,6,12,4,2,0,28,,997,0,29,1026,1645
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,188,3,471,410,6,7,35,8,7,252,11,18,9,20,7,4,0,16,,1281,0,41,1322,1968
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,189,2,328,233,7,4,36,6,8,198,15,5,2,12,3,1,0,25,,883,0,90,973,1468
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,190,2,294,188,13,8,30,5,3,269,6,7,4,6,3,2,0,36,,874,2,35,911,1434
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,191,3,393,304,19,2,35,7,11,408,13,8,4,10,3,1,0,22,,1240,0,41,1281,2120
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,192,3,295,215,8,4,36,6,6,255,12,10,5,17,5,3,0,22,,899,0,39,938,1606
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,193,1,157,99,2,2,12,2,3,88,2,4,1,2,0,0,0,7,,381,0,9,390,594
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,194,2,309,178,9,3,31,5,6,232,7,6,0,18,0,1,0,15,,820,0,29,849,1345
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,195,2,264,232,16,8,26,4,4,212,8,8,2,11,1,1,0,27,,824,0,30,854,1296
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,196,2,277,230,8,2,37,7,6,250,6,10,4,12,10,0,0,21,,880,0,45,925,1420
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,197,2,237,236,9,4,19,5,0,166,5,5,0,8,10,1,0,15,,720,0,27,747,1210
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,199,3,264,375,6,3,44,12,3,254,6,16,2,14,2,2,0,16,,1019,1,32,1052,1711
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,200,2,207,262,7,4,27,4,3,149,7,14,1,8,2,0,0,19,,714,0,29,743,1086
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,201,2,150,233,6,2,18,2,5,115,2,7,1,7,1,2,0,12,,563,0,22,585,907
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,202,3,371,413,14,5,49,5,3,245,4,28,6,11,6,6,0,25,,1191,0,32,1223,1745
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,203,3,328,311,7,8,36,7,3,216,6,10,0,8,4,2,1,20,,967,0,43,1010,1520
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,204,1,163,109,1,3,9,3,1,140,3,9,0,2,2,0,0,27,,472,0,33,505,737
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,205,7,618,513,29,13,85,11,24,528,15,29,6,31,3,8,0,45,,1958,1,89,2048,4864
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,206,4,869,454,17,9,80,20,12,388,7,21,9,15,2,2,0,25,,1930,0,65,1995,2997
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,207,3,216,205,11,3,14,8,2,172,4,7,2,4,1,1,0,26,,676,0,30,706,1647
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,208,3,361,288,3,9,27,9,9,292,5,21,2,9,2,2,0,32,,1071,0,31,1102,1543
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,209,2,340,278,9,4,41,4,11,226,5,17,1,9,7,1,1,22,,976,0,35,1011,1487
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,210,3,317,365,6,7,30,10,7,210,14,12,6,7,3,1,0,23,,1018,0,39,1057,1664
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,211,3,291,334,5,2,25,5,5,220,6,8,2,4,1,0,0,19,,927,0,45,972,1552
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,212,2,167,192,5,2,13,6,5,125,4,8,3,2,4,1,0,10,,547,0,22,569,774
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,213,2,206,157,7,4,12,7,3,151,4,26,3,13,0,1,0,7,,601,0,29,630,934
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,214,2,220,294,7,6,14,5,7,188,9,3,2,9,3,2,1,18,,788,0,28,816,1223
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,215,1,61,95,4,1,11,2,0,67,2,7,3,3,0,0,0,7,,263,0,6,269,417
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,216,3,215,184,2,1,22,5,6,119,2,13,5,7,3,2,0,22,,608,1,9,618,922
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,217,2,270,223,20,5,22,5,5,204,4,38,3,4,2,0,0,18,,823,0,29,852,1274
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,218,2,304,165,9,6,27,4,5,156,8,26,3,8,2,0,0,35,,758,2,26,786,1253
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,219,1,147,70,3,2,6,6,2,75,0,7,0,3,0,0,0,4,,325,1,12,338,470
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,220,1,164,123,4,1,13,7,5,155,4,4,2,2,1,4,0,19,,508,0,14,522,698
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,221,1,179,126,3,2,15,2,0,123,4,3,2,4,2,0,0,6,,471,1,16,488,735
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,222,1,104,102,5,1,19,1,0,92,4,10,0,6,0,0,0,8,,352,0,7,359,531
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,223,2,175,151,2,0,14,3,2,107,8,3,3,4,2,1,0,9,,484,0,14,498,760
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,224,2,148,123,6,0,11,5,1,105,4,3,1,3,2,1,0,8,,421,0,9,430,1285
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,225,2,74,45,2,2,21,1,2,47,1,0,2,0,0,1,0,9,,207,0,8,215,1204
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,226,2,219,165,6,9,53,8,1,209,2,7,2,10,3,1,0,13,,708,0,41,749,1176
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,227,2,247,250,17,7,54,8,4,180,6,6,1,11,4,1,0,19,,815,0,30,845,1406
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,228,2,181,169,11,6,36,2,3,168,6,12,1,9,2,2,0,18,,626,0,25,651,993
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,230,9,1274,969,33,25,259,29,25,1031,26,51,10,56,28,4,0,94,,3914,0,160,4074,6529
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,231,3,431,280,14,8,157,9,6,367,12,16,2,5,3,2,0,30,,1342,0,51,1393,2229
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,232,3,413,273,9,6,56,8,4,342,6,11,2,9,3,1,0,27,,1170,0,45,1215,1959
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,233,3,372,357,8,7,62,18,8,310,15,21,3,12,5,2,1,48,,1249,0,41,1290,1997
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,234,3,371,280,12,1,53,10,2,367,4,11,2,2,5,1,0,37,,1158,0,40,1198,1933
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,235,2,165,102,4,2,16,2,1,115,5,5,4,1,4,1,0,13,,440,0,16,456,1334
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,236,3,164,147,9,3,27,6,3,186,4,5,3,4,3,0,0,13,,577,0,31,608,1510
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,237,2,253,211,8,7,32,2,3,178,5,12,1,4,1,0,0,16,,733,0,33,766,1176
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,239,2,155,178,6,1,28,5,4,161,15,7,3,4,3,0,0,10,,580,0,30,610,939
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,240,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1620
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,241,4,216,227,9,1,54,5,5,234,7,13,3,9,7,0,0,26,,816,0,44,860,1564
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,242,3,221,196,8,2,48,14,20,305,3,10,0,9,2,2,0,23,,863,0,49,912,1513
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,243,4,319,259,12,6,40,8,34,310,4,13,4,8,1,1,0,22,,1041,0,48,1089,2412
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,244,11,1150,917,50,25,249,34,17,1265,36,33,12,60,14,4,1,92,,3959,2,179,4140,8150
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,245,3,299,202,20,3,47,7,16,268,8,10,2,12,1,1,0,38,,934,0,49,983,1684
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,246,2,257,231,12,2,41,4,5,195,4,6,3,8,3,1,0,26,,798,0,27,825,1403
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,247,2,210,256,19,4,22,4,8,252,8,13,0,3,2,0,0,15,,816,0,44,860,1433
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,248,2,195,217,10,1,15,7,4,242,4,8,0,6,3,5,0,13,,730,1,23,754,1312
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,249,5,256,287,20,7,33,7,15,304,8,31,3,13,6,5,0,12,,1007,1,47,1055,3106
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,250,3,199,445,23,18,65,27,10,335,13,10,1,8,5,2,0,5,,1166,0,89,1255,1918
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,251,2,140,279,7,5,18,8,8,209,6,6,1,3,4,2,1,5,,702,0,47,749,1064
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,252,2,156,325,5,1,20,6,19,161,4,0,0,10,3,2,0,5,,717,0,45,762,1011
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,253,3,199,480,13,6,44,18,18,277,6,4,2,15,6,2,1,20,,1111,0,58,1169,1650
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,254,1,31,148,5,5,30,7,1,205,5,1,0,9,3,0,1,2,,453,0,38,491,675
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,255,1,43,135,3,2,16,3,4,209,1,9,2,8,7,0,0,3,,445,0,21,466,580
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,256,3,88,110,10,1,47,2,1,112,5,2,0,6,2,0,0,3,,389,0,39,428,2212
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,257,5,362,383,29,15,205,19,13,483,29,10,2,14,9,4,0,33,,1610,0,109,1719,3013
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,258,2,146,314,11,2,42,11,5,296,4,5,0,9,4,1,0,3,,853,0,55,908,1394
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,259,2,94,269,6,14,74,12,14,326,8,11,1,11,3,3,0,4,,850,0,49,899,1344
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,260,1,45,137,11,6,33,10,4,218,3,1,0,6,0,2,0,4,,480,0,21,501,729
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,261,2,112,289,9,3,74,5,8,201,5,19,2,18,13,0,1,5,,764,0,66,830,1235
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,262,3,125,305,15,7,83,8,8,283,13,6,1,32,9,0,1,1,,897,1,69,967,1501
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,263,2,79,235,5,19,41,7,13,232,5,4,2,13,11,0,1,9,,676,0,50,726,1001
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,264,2,28,92,4,2,8,6,3,112,6,5,0,1,5,0,0,8,,280,0,8,288,511
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,265,3,160,459,12,17,86,16,10,510,7,7,2,31,15,2,0,16,,1350,0,73,1423,2179
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,266,3,96,373,19,8,68,21,4,481,15,9,2,34,11,4,0,21,,1166,0,69,1235,1757
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,267,5,198,573,42,50,54,28,20,699,12,44,3,31,9,2,1,60,,1826,0,99,1925,3364
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,268,3,242,413,33,9,50,36,46,454,25,45,2,49,13,12,2,12,,1443,0,94,1537,2063
 ,4,CAMPECHE,20,PALIZADA,3,CARMEN,269,2,113,207,20,2,11,3,3,177,2,10,1,7,1,2,0,4,,563,0,33,596,837
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,270,1,6,66,0,0,2,0,1,89,1,1,0,1,0,0,0,0,,167,0,10,177,255
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,271,1,76,107,6,5,9,2,2,126,13,2,2,0,1,0,0,1,,352,0,33,385,667
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,272,1,7,37,3,1,2,5,0,16,0,1,0,0,0,0,0,0,,72,0,3,75,114
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,284,1,3,69,2,2,2,2,1,38,0,0,0,2,0,0,0,0,,121,0,12,133,298
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,472,2,96,198,3,15,20,7,6,300,4,4,0,2,1,2,0,1,,659,0,62,721,1033
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,473,2,84,224,10,26,13,8,19,279,3,1,2,9,5,4,0,0,,687,0,27,714,978
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,474,1,30,38,2,3,5,12,1,69,2,1,0,1,1,0,0,1,,166,0,5,171,255
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,478,2,120,336,7,8,5,3,29,336,9,24,0,10,2,11,0,3,,903,0,36,939,1232
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,479,1,41,135,7,2,8,7,9,172,5,6,0,4,0,1,0,0,,397,0,27,424,558
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,483,1,13,71,1,1,2,6,2,134,2,4,0,0,0,0,0,0,,236,0,14,250,331
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,484,2,133,268,8,4,29,10,9,336,5,11,0,9,3,1,0,1,,827,0,60,887,1309
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,486,3,61,197,19,14,23,12,5,214,6,3,1,5,1,1,0,0,,562,0,57,619,1519
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,487,1,97,220,4,5,16,3,10,164,1,1,2,3,3,0,0,0,,529,0,26,555,746
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,488,1,52,70,8,4,10,6,2,123,4,0,1,3,0,0,0,0,,283,0,20,303,430
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,491,2,447,186,9,7,40,8,4,269,3,3,1,6,0,1,0,14,,998,1,6,1005,1469
 ,4,CAMPECHE,12,SABANCUY CARMEN,3,CARMEN,492,2,380,151,2,7,33,8,3,263,3,12,1,2,1,0,0,19,,885,2,15,902,1481
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,493,2,254,102,3,5,11,9,0,147,1,10,0,4,0,0,0,15,,561,0,9,570,768
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,494,1,192,75,5,2,13,3,0,95,2,3,2,1,0,0,0,9,,402,0,6,408,620
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,495,1,142,81,1,4,13,1,4,99,6,9,1,2,0,0,0,12,,375,0,9,384,549
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,496,1,70,60,8,3,24,1,3,121,1,1,1,0,0,0,0,23,,316,1,17,334,544
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,497,1,118,60,0,4,8,2,2,79,2,3,0,1,1,1,1,2,,284,0,1,285,439
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,498,1,150,110,1,2,34,3,4,104,4,18,3,1,1,1,1,7,,444,0,9,453,704
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,499,1,183,59,4,2,8,2,0,75,3,1,0,0,0,0,0,3,,340,0,2,342,471
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,500,1,200,36,2,1,7,4,5,79,1,3,2,2,0,1,0,5,,348,0,7,355,492
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,501,1,132,70,1,1,15,2,0,64,0,5,1,3,1,0,0,6,,301,1,10,312,427
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,502,1,220,111,2,2,6,6,1,132,1,8,0,2,0,0,0,15,,506,0,7,513,730
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,503,1,206,84,2,5,13,2,1,109,1,7,1,0,2,0,0,6,,439,0,5,444,615
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,504,2,446,141,4,4,27,14,4,229,4,8,5,3,2,1,0,16,,908,3,7,918,1296
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,505,1,89,61,2,2,7,3,1,82,1,3,0,3,2,0,0,9,,265,0,8,273,422
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,506,1,214,82,2,4,6,1,1,112,3,8,0,2,0,0,0,5,,440,0,6,446,614
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,507,1,125,64,1,1,14,1,0,96,1,6,3,2,1,0,0,2,,317,0,4,321,429
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,508,1,112,94,4,2,11,2,3,79,2,6,0,2,1,0,0,7,,325,0,4,329,437
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,509,3,302,178,10,6,71,5,3,366,11,12,4,7,1,1,0,25,,1002,1,27,1030,1833
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,510,1,132,92,4,2,16,3,3,95,1,6,2,3,1,0,0,9,,369,0,7,376,553
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,511,2,133,77,5,3,24,1,3,187,2,4,1,3,0,1,0,18,,462,0,16,478,772
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,512,1,99,57,1,0,16,3,4,64,4,4,1,3,0,0,0,13,,269,0,7,276,452
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,513,1,85,80,5,0,25,1,1,99,5,5,1,0,0,0,0,5,,312,0,14,326,566
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,514,1,83,88,1,1,11,3,1,85,3,7,1,3,0,1,0,8,,296,0,13,309,493
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,515,2,100,76,4,4,16,3,2,212,4,6,0,5,0,1,0,13,,446,0,13,459,800
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,516,1,84,70,7,1,17,4,3,81,3,6,2,3,1,0,0,8,,290,0,15,305,551
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,517,2,171,101,3,2,24,3,2,214,9,10,3,3,1,1,0,20,,567,0,21,588,1040
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,518,1,81,65,4,2,21,2,2,89,1,5,0,2,0,1,0,10,,285,0,9,294,485
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,519,1,89,70,2,3,18,2,1,71,4,5,1,1,1,0,0,8,,276,0,14,290,485
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,520,1,84,112,6,2,32,3,3,122,4,4,0,0,2,0,0,16,,390,0,9,399,669
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,521,1,117,62,5,1,13,4,0,104,2,6,0,3,1,0,0,10,,328,0,3,331,486
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,522,1,87,59,5,1,19,5,0,129,2,1,1,2,1,1,0,4,,317,0,10,327,548
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,523,1,91,55,2,2,14,2,3,92,4,1,1,3,0,0,0,4,,274,0,15,289,504
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,447
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,525,1,80,49,2,4,22,2,1,76,2,4,0,0,0,0,0,8,,250,0,8,258,427
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,526,1,92,33,2,1,20,0,1,54,0,2,1,3,0,0,0,7,,216,1,7,224,393
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,527,1,73,45,2,2,21,1,2,47,0,0,2,2,0,0,0,9,,206,0,9,215,358
 ,4,CAMPECHE,15,CHAMPOTON,4,CHAMPOTON,303,2,90,192,33,3,14,11,0,183,8,3,1,13,3,3,0,,,557,0,25,582,810
 ,4,CAMPECHE,15,CHAMPOTON,4,CHAMPOTON,304,2,83,223,37,11,8,8,2,155,5,3,0,8,0,0,0,,,543,0,11,554,783
 ,4,CAMPECHE,15,CHAMPOTON,4,CHAMPOTON,305,2,80,243,71,14,23,6,11,181,15,13,0,14,13,0,0,,,684,6,47,737,1135
