CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA,PT,MORENA,ES,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,8,EL ORO ,29,SAN JUAN DEL RIO,1177,B,14,70,0,3,0,0,0,87,0,87,146,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SAN JUAN DEL RÍO/GOBERNADOR/ACTAS DE ESCRUTINIO/SANJUANDELRÍO_AEC_GOB_1177B.pdf
1,10,DURANGO,9,MAPIMI,10,HIDALGO,664,B,170,203,1,0,1,0,0,375,5,380,511,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,666,B,117,106,2,0,0,0,0,225,3,228,317,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/HIDALGO/GOBERNADOR/ACTAS DE ESCRUTINIO/HIDALGO_AEC_GOB_0666B.pdf
1,10,DURANGO,9,MAPIMI,10,HIDALGO,667,B,181,100,7,0,0,0,0,288,2,290,388,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,668,B,158,89,10,2,0,0,0,259,3,262,378,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,668,C01,152,101,10,1,0,0,0,264,2,266,377,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,668,E01,51,58,1,0,0,0,0,110,1,111,168,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,669,B,57,33,2,0,0,0,0,92,2,94,132,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,670,B,146,185,5,0,0,0,0,336,2,338,455,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,671,B,49,56,1,0,0,0,0,106,4,110,167,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,671,E01,101,126,4,2,0,0,0,233,2,235,341,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,10,HIDALGO,671,E02,37,61,1,0,0,0,0,99,2,101,122,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,728,B,63,147,2,3,0,3,0,218,14,232,315,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0728B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,729,B,34,153,1,2,0,0,0,190,3,193,278,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0729B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,730,B,157,241,5,3,3,3,0,412,6,418,737,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,730,C01,155,254,7,7,0,3,0,426,9,435,737,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,730,E01,57,192,1,6,0,0,0,256,8,264,431,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/CONSTANCIAS DE RECUENTO/0731E1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,736,B,47,215,3,50,1,22,0,338,11,349,530,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,737,B,111,189,6,27,3,1,1,337,10,348,603,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0737B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,737,C01,110,157,2,26,2,3,0,300,18,318,603,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0737C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,738,B,92,188,1,51,2,3,0,337,18,355,623,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0738B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,738,C01,103,171,1,47,3,5,0,330,15,345,622,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,738,C02,125,159,0,56,5,0,10,345,14,369,622,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,739,B,71,146,1,109,3,1,0,331,8,339,547,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0739B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,739,C01,86,125,1,80,2,4,2,298,9,309,546,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0739C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,739,C02,67,123,2,104,1,4,0,301,13,314,546,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0739C2.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,740,B,96,121,1,28,2,4,0,252,6,258,449,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0740B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,741,B,146,210,0,36,4,5,0,401,8,409,681,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0741B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,741,C01,138,205,1,39,3,5,1,391,9,401,681,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,742,B,94,182,1,40,2,5,0,324,15,339,565,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0742B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,742,C01,132,142,3,38,3,4,0,322,11,333,565,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0742C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,743,B,112,157,2,42,2,0,0,315,7,322,554,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,748,B,92,117,1,29,2,1,1,242,6,249,454,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0748B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,748,C01,104,104,2,19,4,1,1,234,2,237,453,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,748,E01,57,94,1,6,3,3,2,164,4,170,368,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0748E1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,749,B,85,100,1,16,1,3,4,206,6,216,486,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,749,C01,91,117,3,12,7,2,0,232,3,235,485,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0749C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,750,B,108,124,0,22,2,0,0,256,5,261,524,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,750,C01,81,141,1,18,2,1,0,244,7,251,523,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,751,B,71,143,0,20,0,2,0,236,9,245,448,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0751B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,751,C01,76,119,1,16,1,0,1,213,6,220,448,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0751C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,752,B,89,155,5,26,1,3,0,279,6,285,626,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0752B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,752,C01,87,178,2,28,2,2,0,299,7,306,625,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0752C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,753,B,66,104,3,17,2,3,0,195,5,200,392,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0753B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,753,C01,46,104,0,28,7,2,0,187,5,192,392,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0753C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,754,B,150,122,1,25,1,3,0,302,18,320,512,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,754,C01,135,112,2,34,0,4,0,287,15,302,512,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,754,C02,147,111,3,46,2,5,0,314,15,329,512,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,755,B,130,116,4,51,1,3,0,305,13,318,502,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0755B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,755,C01,80,110,2,59,1,8,0,260,17,277,502,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0755C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,755,C02,84,136,1,70,3,1,3,295,8,306,502,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,756,B,163,204,3,32,3,0,0,405,17,422,687,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0756B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,756,C01,144,215,6,26,0,2,1,393,15,409,686,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,757,B,110,200,3,6,1,6,0,326,18,344,531,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0757B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,757,C01,96,175,2,20,11,8,0,312,27,339,531,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0757C1.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,758,B,96,106,1,8,5,3,0,219,4,223,339,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0758B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,759,B,102,100,3,0,1,2,0,208,9,217,315,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,764,B,130,213,3,2,0,1,1,349,17,367,533,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,764,C01,118,208,6,1,1,1,0,335,12,347,532,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,12,LERDO,765,B,75,76,1,2,1,1,0,156,16,172,241,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0765B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,767,B,155,213,3,10,1,0,0,382,10,392,676,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0767B.pdf
1,10,DURANGO,9,MAPIMI,12,LERDO,768,B,26,105,0,12,0,1,0,144,2,146,259,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/LERDO/GOBERNADOR/ACTAS DE ESCRUTINIO/LERDO_AEC_GOB_0768B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,769,B,208,176,3,44,3,1,0,435,16,451,739,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,769,C01,171,203,3,43,0,0,0,420,14,434,738,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,769,C02,187,221,2,35,2,1,0,448,15,463,738,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,770,B,93,139,0,27,4,1,0,264,7,271,428,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,770,C01,98,145,1,22,3,0,0,269,9,278,427,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,771,B,102,168,3,46,1,0,0,320,13,333,469,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0771B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,771,C01,112,133,3,40,1,0,0,289,14,303,468,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0771C1.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,772,B,34,83,2,1,0,0,0,120,4,124,300,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,773,B,42,123,0,0,0,0,0,165,5,170,280,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0773B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,774,B,25,66,3,4,0,0,0,98,4,102,172,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0774B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,778,B,163,108,4,9,0,0,0,284,3,287,594,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0778B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,778,C01,148,131,2,5,0,1,0,287,8,295,594,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0788C1.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,780,B,109,97,1,3,0,0,0,210,5,215,440,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0780B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,780,E01,40,39,3,4,4,0,0,90,3,93,203,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0780E1.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,781,B,39,90,1,3,1,0,1,134,1,136,264,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,782,B,21,45,0,0,0,0,0,66,0,66,99,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0782B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,782,E01,33,48,2,6,0,0,0,89,1,90,162,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0782E1.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,783,B,49,70,1,1,5,0,0,126,2,128,259,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,785,B,207,230,1,7,6,0,0,451,9,460,709,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,786,B,192,130,6,11,11,0,1,350,9,360,532,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0786B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,786,C01,165,121,3,12,6,3,1,310,10,321,532,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,787,B,200,161,11,15,4,2,0,393,4,397,656,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0787B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,788,B,152,161,1,21,7,1,0,343,9,352,532,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,788,C01,154,163,2,16,4,2,0,341,7,348,532,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,788,C02,179,145,2,13,7,1,0,347,8,355,531,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,788,SMR01,53,46,1,2,1,4,0,107,1,108,0,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,789,B,176,102,0,4,3,1,0,286,5,291,437,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,789,C01,193,93,2,2,1,0,0,291,3,294,436,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,790,B,116,153,2,8,5,0,0,284,3,287,419,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0790B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,790,C01,116,119,5,15,4,1,0,260,6,266,418,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,791,B,83,123,7,11,4,1,0,229,3,232,412,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,791,C01,100,114,2,16,5,0,0,237,6,243,412,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,792,B,95,297,8,7,0,0,0,407,10,417,659,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0792B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,792,E01,98,237,0,5,0,0,0,340,3,343,467,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,793,B,162,125,5,3,1,0,0,296,3,299,468,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/MAPIMÍ/GOBERNADOR/ACTAS DE ESCRUTINIO/MAPIMÍ_AEC_GOB_0793B.pdf
1,10,DURANGO,9,MAPIMI,13,MAPIMI,794,B,11,70,0,3,0,0,0,84,3,87,149,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,13,MAPIMI,795,B,26,55,1,2,2,0,0,86,0,86,164,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,828,B,227,232,10,11,3,3,0,486,10,496,713,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,828,SMR01,31,127,7,0,0,0,0,165,3,168,0,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,829,B,179,210,37,6,1,0,0,433,12,445,674,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,830,B,147,137,18,0,0,1,0,303,6,309,458,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,830,C01,131,159,18,3,0,1,0,312,7,319,457,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,831,B,128,127,13,7,0,1,0,276,1,277,383,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,831,E01,67,106,23,6,0,0,0,202,5,207,259,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,832,B,30,148,29,3,0,2,0,212,0,212,253,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,833,B,162,235,29,15,3,14,0,458,22,480,642,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,834,B,151,204,34,14,2,5,0,410,4,414,651,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,835,B,106,175,11,8,0,3,0,303,6,309,468,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,836,B,106,214,11,6,1,3,0,341,6,347,491,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,837,B,182,201,36,5,0,0,0,424,3,427,601,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,838,B,128,149,12,8,0,2,0,299,2,301,434,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,839,B,111,224,36,6,0,1,0,378,8,386,530,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,839,C01,121,194,19,18,0,2,0,354,8,362,529,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,840,B,172,229,35,7,2,4,0,449,5,454,594,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,841,B,42,110,12,6,0,1,0,171,5,176,247,Grupo de Recuento,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,842,B,64,147,6,4,0,1,0,222,6,228,313,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,843,B,32,64,4,0,0,0,0,100,7,107,159,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,15,NAZAS,844,B,87,155,6,2,2,0,0,252,5,257,358,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,30,SAN LUIS DEL CORDERO,1179,B,127,167,0,1,3,1,0,299,4,303,486,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,30,SAN LUIS DEL CORDERO,1180,B,138,170,1,0,0,0,0,309,9,318,452,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/SAN LUIS DEL CORDERO/GOBERNADOR/ACTAS DE ESCRUTINIO/SAN LUIS DEL CORDERO_AEC_GOB_1180B.pdf
1,10,DURANGO,9,MAPIMI,30,SAN LUIS DEL CORDERO,1181,B,174,96,2,0,0,0,0,272,4,276,471,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,30,SAN LUIS DEL CORDERO,1182,B,83,78,0,0,0,0,0,161,3,164,215,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,30,SAN LUIS DEL CORDERO,1182,E01,79,97,1,0,0,0,0,177,4,181,243,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,31,SAN PEDRO DEL GALLO,1183,B,208,260,81,4,0,0,0,553,7,560,747,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,31,SAN PEDRO DEL GALLO,1184,B,38,75,21,0,1,0,0,135,4,139,181,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,31,SAN PEDRO DEL GALLO,1187,B,28,177,6,3,0,0,0,214,2,216,277,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,31,SAN PEDRO DEL GALLO,1188,B,25,71,15,0,0,0,0,111,1,112,147,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,31,SAN PEDRO DEL GALLO,1190,B,45,42,10,0,0,0,0,97,0,97,117,Acta casilla,,,
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1333,B,128,196,0,6,3,2,0,335,1,336,496,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TLAHUALILO/GOBERNADOR/ACTAS DE ESCRUTINIO/TLAHUALILO_AEC_GOB_1333B.pdf
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1333,C01,105,223,2,17,4,0,0,351,6,357,495,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TLAHUALILO/GOBERNADOR/ACTAS DE ESCRUTINIO/TLAHUALILO_AEC_GOB_1333C1.pdf
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1334,B,130,136,0,11,1,1,0,279,10,289,414,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TLAHUALILO/GOBERNADOR/ACTAS DE ESCRUTINIO/TLAHUALILO_AEC_GOB_1334B.pdf
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1334,C01,117,168,1,5,1,1,0,293,1,294,414,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TLAHUALILO/GOBERNADOR/ACTAS DE ESCRUTINIO/TLAHUALILO_AEC_GOB_1334C1.pdf
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1335,B,124,165,2,21,3,0,3,315,5,323,467,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TLAHUALILO/GOBERNADOR/ACTAS DE ESCRUTINIO/TLAHUALILO_AEC_GOB_1335B.pdf
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1335,C01,114,168,0,23,3,7,0,315,1,316,467,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TLAHUALILO/GOBERNADOR/ACTAS DE ESCRUTINIO/TLAHUALILO_AEC_GOB_1335C1.pdf
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1336,B,142,260,4,12,7,3,0,428,6,434,598,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TLAHUALILO/GOBERNADOR/ACTAS DE ESCRUTINIO/TLAHUALILO_AEC_GOB_1336B.pdf
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1337,B,213,215,7,24,6,6,0,471,6,477,684,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/TLAHUALILO/GOBERNADOR/ACTAS DE ESCRUTINIO/TLAHUALILO_AEC_GOB_1337B.pdf
1,10,DURANGO,9,MAPIMI,37,TLAHUALILO,1338,B,171,219,1,21,2,2,0,416,6,422,611,Grupo de Recuento,,,
