CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA _ALIANZA,MORENA,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,383,3,162,263,433,10,9,72,170,2,1,0,0,1,1122,39,1162,2131
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,384,4,229,265,324,8,10,111,66,1,1,5,0,0,1020,39,1059,2323
5,13,HIDALGO,7,MIXQUIAHUALA DE JUAREZ,23,FRANCISCO I MADERO,385,4,319,403,447,11,27,187,132,0,1,6,1,1,1534,51,1586,2476
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,386,2,261,302,224,2,2,22,26,2,1,1,0,0,843,17,860,1245
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,387,2,181,200,176,8,8,5,13,0,0,1,0,1,592,9,602,859
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,388,1,32,48,125,0,1,1,3,0,0,0,0,1,210,6,217,333
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,391,1,174,34,98,1,6,4,11,0,0,0,0,0,328,18,346,619
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,392,2,226,259,246,4,8,19,20,1,0,1,1,1,785,26,812,1243
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,393,1,73,83,85,0,4,0,7,0,0,0,0,0,252,7,259,364
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,394,1,76,77,36,0,1,0,4,0,1,0,0,0,195,4,199,280
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,395,2,100,166,356,2,9,4,31,2,0,2,1,0,673,11,684,1181
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,396,1,104,130,160,2,3,9,7,3,0,0,0,0,418,16,434,675
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,397,2,270,160,124,2,6,14,13,2,0,1,0,3,592,14,609,947
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,398,2,247,151,109,8,5,8,22,0,0,1,0,0,551,14,565,878
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,399,2,270,186,223,6,6,19,26,5,0,0,0,2,741,21,764,1112
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,400,3,361,185,494,9,21,8,23,1,1,0,0,0,1103,21,1124,1640
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,401,1,53,64,101,2,2,5,5,2,1,0,0,0,235,7,242,341
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,402,1,68,83,91,1,6,4,4,1,0,2,0,0,260,6,266,416
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,403,1,155,142,109,1,3,2,5,2,0,0,0,0,419,12,431,617
5,13,HIDALGO,9,METEPEC,24,HUASCA DE OCAMPO,404,1,22,84,65,2,7,2,3,2,0,2,0,0,189,1,190,237
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,405,3,171,484,238,16,92,98,128,13,0,6,1,4,1247,73,1324,1691
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,406,2,155,387,153,10,69,80,86,7,1,11,0,1,959,47,1007,1244
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,407,1,2,54,4,0,1,23,2,0,0,0,0,0,86,6,92,305
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,408,1,4,134,8,5,5,19,113,0,0,0,0,0,288,38,326,375
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,410,1,5,43,7,8,48,91,12,0,0,0,0,0,214,19,233,282
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,411,1,11,64,21,3,0,72,10,0,0,2,1,0,184,26,210,485
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,412,1,3,84,3,2,8,4,1,1,0,0,0,0,106,22,128,333
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,414,1,19,157,23,10,48,33,14,4,0,4,1,0,313,72,385,466
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,415,1,8,90,45,13,83,111,34,0,2,4,2,0,392,45,437,550
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,416,1,7,82,35,10,32,45,32,2,1,0,0,1,246,39,286,361
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,417,2,44,230,123,30,153,69,196,5,2,4,1,4,857,88,949,1247
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,418,1,7,130,50,10,17,27,41,5,1,1,0,0,289,57,346,429
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,419,2,30,377,146,20,68,137,56,18,5,12,0,0,869,128,997,1312
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,421,1,3,71,18,1,27,11,4,0,0,0,0,2,135,15,152,203
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,422,2,29,215,85,24,140,125,74,2,0,1,1,0,696,65,761,900
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,423,1,10,80,18,1,7,5,12,1,0,2,0,0,136,5,141,163
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,424,1,17,86,67,18,45,40,44,2,0,2,1,0,322,33,355,478
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,425,1,6,152,96,12,24,75,16,2,0,3,1,1,387,35,423,539
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,426,1,7,53,13,6,75,40,118,1,0,2,0,0,315,32,347,451
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,427,1,3,27,36,12,49,63,6,0,0,1,2,0,199,12,211,274
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,428,1,28,90,50,24,38,139,39,2,0,5,1,7,416,40,463,639
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,429,2,26,104,48,25,100,239,78,0,1,1,2,3,624,108,735,919
5,13,HIDALGO,4,HUEJUTLA DE REYES,25,HUAUTLA,430,1,15,55,20,48,90,68,31,4,0,1,3,5,335,122,462,503
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,431,2,47,290,275,7,6,168,208,0,0,6,0,0,1007,47,1054,1285
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,432,2,15,127,138,1,4,115,134,0,0,0,0,0,534,28,562,657
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,433,1,12,131,112,11,5,83,148,0,0,2,0,0,504,34,538,652
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,434,3,37,306,371,4,16,236,309,1,1,3,1,0,1285,52,1337,1622
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,435,3,11,21,49,0,3,5,18,0,0,0,0,0,107,17,124,1373
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,436,1,2,69,83,3,4,42,57,0,0,0,0,0,260,16,276,314
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,437,1,3,75,121,1,3,73,89,0,0,2,0,0,367,15,382,499
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,438,2,14,212,102,4,2,123,146,0,0,0,0,0,603,17,620,780
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,439,1,23,82,185,2,2,19,159,0,0,1,0,0,473,23,496,571
5,13,HIDALGO,3,SAN FELIPE ORIZATLAN,26,HUAZALINGO,440,2,23,125,126,4,6,205,150,0,0,4,1,0,644,24,668,770
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,441,4,231,820,260,445,31,81,187,3,10,17,5,0,2090,64,2154,2659
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,442,1,13,92,3,38,6,40,7,2,0,1,0,0,202,13,215,290
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,443,1,65,138,22,83,6,147,54,0,0,1,0,2,516,5,523,651
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,444,2,50,181,16,106,2,147,122,0,1,3,1,0,629,8,637,833
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,445,1,17,70,0,51,3,6,6,0,0,0,0,0,153,6,159,193
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,446,1,22,168,15,220,2,15,17,0,1,1,1,0,462,9,471,633
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,447,4,143,271,18,213,8,66,108,6,2,4,0,10,839,37,886,1893
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,448,1,16,187,39,204,4,30,14,0,2,4,2,0,502,19,521,726
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,449,2,5,82,8,196,0,10,13,0,1,2,1,0,318,14,332,904
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,450,2,33,230,21,173,7,28,64,2,3,1,1,0,563,16,579,793
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,451,3,201,321,27,171,10,28,42,2,2,0,0,3,804,28,835,1655
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,452,2,102,374,53,230,7,36,95,5,1,11,3,2,917,39,958,1283
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,453,2,171,402,69,221,3,40,71,4,3,4,0,0,988,29,1017,1299
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,454,2,80,360,56,121,5,69,134,2,3,7,0,0,837,24,861,1131
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,455,2,29,181,33,116,5,91,30,4,2,2,5,0,498,18,516,700
5,13,HIDALGO,9,METEPEC,27,HUEHUETLA,456,1,46,185,40,87,7,14,44,1,1,6,1,0,432,23,455,710
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,457,6,741,1163,347,27,27,109,84,10,0,2,1,0,2511,147,2658,3900
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,758,2,111,237,32,9,6,21,12,4,0,0,0,0,432,12,444,1289
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,459,5,442,669,167,15,19,102,62,7,0,0,0,3,1483,65,1551,3018
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,460,8,829,1560,427,23,36,139,189,12,2,4,0,4,3221,124,3349,5229
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,461,4,472,720,215,15,18,84,76,4,0,1,0,1,1605,54,1660,1849
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,462,2,241,416,105,3,6,48,20,2,0,4,0,0,845,14,859,1219
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,463,2,354,491,89,5,11,59,20,4,2,2,1,3,1038,35,1076,1490
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,464,4,387,558,167,7,21,69,87,9,0,0,0,4,1305,55,1364,2800
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,465,1,123,236,44,4,1,16,12,5,1,0,0,0,442,13,455,665
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,465,2,139,407,82,3,4,12,27,0,1,1,1,0,677,21,698,979
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,467,5,589,744,332,28,57,129,129,12,5,5,0,3,2030,143,2176,3411
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,468,4,433,660,226,34,31,104,99,11,1,4,3,9,1606,90,1705,2413
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,469,3,325,515,177,9,17,57,61,7,1,0,0,1,1169,50,1220,1844
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,470,6,666,1065,398,25,53,125,148,13,0,2,1,1,2496,129,2626,4160
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,471,4,292,347,50,25,19,54,36,0,1,1,2,4,827,183,1014,1695
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,472,2,106,133,26,13,14,19,27,1,1,0,0,2,340,133,475,734
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,473,3,338,297,193,34,18,77,30,7,4,5,2,2,1005,158,1165,1966
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,474,2,68,76,12,7,4,17,10,0,0,0,0,2,194,56,252,796
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,475,1,54,196,38,25,5,10,9,1,2,1,0,0,341,28,369,590
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,476,2,201,343,49,15,30,40,25,6,4,4,0,0,717,162,879,1400
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,477,2,210,266,79,11,16,34,32,0,1,0,1,0,650,46,696,958
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,478,2,222,324,96,8,9,21,31,2,1,1,0,0,715,25,740,978
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,479,2,200,380,55,16,8,51,24,1,1,4,0,0,740,55,795,1062
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,480,2,257,326,80,28,12,38,25,0,0,0,0,0,766,154,920,1423
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,481,3,165,70,39,14,4,17,8,0,1,3,0,0,321,58,379,913
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,482,4,390,709,154,10,35,54,58,4,2,2,3,0,1421,138,1559,2501
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,483,3,168,390,79,22,21,41,43,7,5,3,1,3,780,175,958,1681
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,484,3,128,608,80,19,32,36,52,3,6,3,2,11,969,178,1158,1702
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,485,2,194,241,102,21,21,25,23,1,1,1,0,0,630,128,758,1108
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,486,3,380,419,106,42,44,127,39,4,1,7,4,3,1173,170,1346,2036
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,487,3,297,418,89,28,13,35,60,7,1,2,0,0,950,197,1147,1708
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,488,2,124,327,80,25,15,18,84,0,1,0,1,47,675,81,803,1146
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,489,2,87,321,54,18,11,30,23,1,0,0,1,5,546,112,663,874
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,490,2,151,414,75,21,21,46,28,0,1,0,0,0,757,152,909,1230
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,491,3,118,528,83,12,8,40,52,2,4,2,0,9,849,177,1035,1315
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,492,2,85,188,96,8,14,13,17,0,0,1,0,2,422,141,565,826
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,493,2,78,80,10,2,8,15,6,0,2,0,0,0,201,44,245,764
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,494,2,184,174,85,23,26,33,34,0,0,0,0,0,559,136,695,1065
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,495,4,254,570,113,31,21,35,25,2,2,0,0,0,1053,93,1146,2554
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,496,1,78,95,30,1,4,22,8,0,0,5,0,0,243,11,254,304
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,497,2,135,196,38,13,11,41,16,1,0,6,0,0,457,106,563,828
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,499,3,329,506,172,14,17,54,51,1,6,8,0,1,1158,129,1288,1899
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,500,3,255,502,134,23,20,43,37,3,1,4,2,6,1024,206,1236,1825
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,501,2,202,386,58,14,13,31,32,2,0,3,0,0,741,88,829,1373
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,502,4,237,698,92,30,27,66,57,15,0,5,1,2,1228,258,1488,2471
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,503,2,231,269,70,15,11,22,31,1,3,0,0,10,653,53,716,1029
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,504,3,279,391,79,44,40,54,103,0,4,1,2,1,997,372,1370,2086
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,505,2,302,199,94,25,12,61,28,3,1,1,0,3,726,98,827,1354
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,506,2,67,252,20,14,10,29,13,1,1,1,0,0,408,111,519,851
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,507,2,239,497,55,14,6,33,48,0,0,6,1,1,899,79,979,1377
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,508,3,336,663,93,25,16,76,74,2,2,1,0,4,1288,151,1443,2190
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,509,1,96,242,30,12,9,15,20,1,0,1,0,1,426,48,475,621
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,510,3,329,226,51,67,11,38,73,0,0,0,0,0,795,28,823,1987
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,511,4,330,231,66,38,18,34,94,0,0,0,0,4,811,30,845,1624
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,512,2,248,256,62,35,14,39,71,1,1,1,0,5,728,44,777,1322
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,513,3,414,412,66,65,12,36,95,2,1,0,0,0,1103,42,1145,1870
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,514,1,26,59,10,48,7,23,11,0,3,1,0,4,188,25,217,403
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,515,1,16,78,1,19,2,13,12,0,1,0,0,0,142,12,154,209
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,516,1,19,86,3,66,2,13,12,0,1,0,0,0,202,9,211,455
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,517,2,123,186,29,59,8,37,39,0,0,0,0,0,481,53,534,996
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,518,2,150,238,16,145,6,30,25,0,5,1,0,0,616,5,621,1408
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,519,1,109,148,36,72,6,52,19,0,0,0,0,0,442,36,478,728
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,520,2,192,382,24,109,14,50,20,0,3,1,0,0,795,60,855,1359
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,521,1,111,106,25,69,6,38,13,0,0,0,0,5,368,39,412,641
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,522,2,100,126,8,39,4,29,117,1,0,0,0,0,424,24,448,761
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,523,3,399,202,40,118,13,101,85,0,2,0,0,4,960,40,1004,1606
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,524,1,63,100,3,30,3,22,10,0,0,0,0,0,231,13,244,389
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,525,1,92,112,22,67,6,31,33,0,0,0,0,0,363,17,380,600
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,526,1,42,80,12,55,2,15,12,0,0,0,0,1,218,22,241,472
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,527,1,65,88,7,34,6,26,39,0,3,0,0,1,268,7,276,423
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,528,3,328,357,49,113,12,129,89,2,2,0,2,3,1083,50,1136,1802
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,529,1,32,49,6,23,1,5,4,0,1,0,0,1,121,6,128,167
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,530,1,82,181,15,97,5,67,43,1,0,4,1,1,496,23,520,743
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,531,2,176,191,24,40,7,48,50,1,1,0,0,3,538,25,566,962
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,532,1,96,145,3,29,3,15,10,0,1,0,0,0,302,11,313,518
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,533,1,231,78,14,21,2,12,27,0,0,0,0,1,385,22,408,648
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,534,2,251,197,108,70,9,50,101,1,2,1,0,6,790,28,824,1411
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,535,2,162,207,83,57,13,51,125,0,0,0,0,6,698,31,735,1294
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,536,1,89,106,15,27,7,39,73,0,0,0,0,1,356,11,368,583
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,537,2,99,292,50,43,7,57,41,1,1,0,0,0,591,30,621,1083
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,538,1,66,74,5,39,1,49,9,0,0,0,1,2,244,33,279,381
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,539,2,59,126,11,49,1,26,17,0,1,0,0,0,290,32,322,786
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,540,2,65,85,7,50,1,31,9,1,0,0,0,4,249,21,274,1396
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,541,1,24,49,4,14,3,9,10,0,0,0,0,0,113,10,123,227
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,542,1,11,115,6,45,1,11,4,0,0,0,0,0,193,8,201,321
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,543,1,74,148,5,59,1,18,15,0,2,1,0,0,323,12,335,671
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,544,3,85,217,17,86,6,28,452,0,1,0,0,0,892,27,919,1726
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,545,2,116,136,38,77,3,71,49,0,0,1,0,2,491,29,522,819
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,546,1,53,48,5,60,0,12,15,0,0,0,0,0,193,14,207,334
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,547,3,594,356,56,20,14,45,53,1,0,3,0,1,1142,22,1165,1759
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,548,3,372,302,11,5,8,13,32,1,0,0,1,0,745,12,757,1671
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,549,3,534,293,58,5,4,45,50,1,3,1,0,0,994,23,1017,1638
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,550,5,887,463,145,11,17,77,108,3,1,3,0,4,1715,40,1759,3050
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,551,3,440,321,78,7,16,36,68,0,1,0,0,1,967,30,998,1690
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,552,3,352,374,66,6,15,23,76,1,1,1,0,0,915,20,935,1627
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,553,5,900,679,91,9,17,61,83,3,1,0,0,1,1844,58,1903,3271
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,554,2,304,265,29,3,4,25,48,0,0,0,0,0,678,20,698,1230
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,555,3,378,409,76,6,14,47,68,7,2,2,0,1,1009,23,1033,1690
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,556,2,305,300,83,6,21,37,71,2,0,0,0,0,825,25,850,1379
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,557,2,349,285,52,9,12,38,49,0,1,3,0,0,798,13,811,1417
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,558,2,195,195,40,0,3,13,34,3,0,1,0,0,484,10,494,888
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,559,2,220,255,43,5,4,37,33,1,1,2,0,0,601,11,612,1094
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,560,3,369,312,69,6,14,40,75,2,2,1,0,0,890,25,915,1550
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,561,3,455,393,44,0,4,20,37,1,0,0,0,0,954,16,970,1578
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,562,2,182,147,33,3,1,23,18,0,0,1,0,0,408,5,413,1352
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,563,4,391,345,91,4,9,51,79,1,1,3,0,1,975,28,1004,1588
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,565,1,132,32,9,0,4,1,13,0,0,0,0,2,191,7,200,399
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,566,1,87,44,5,1,2,1,4,1,0,0,0,0,145,4,149,306
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,567,1,57,24,6,0,1,3,5,0,0,0,0,0,96,9,105,180
