CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,2,128,225,9,8,14,12,12,274,2,32,0,2,1,0,0,,,,,,,,719,0,22,741,917
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,1,45,104,7,3,2,11,2,113,3,28,1,5,0,0,0,,,,,,,,324,0,9,333,399
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,2,111,195,19,7,6,25,6,198,13,66,10,3,1,1,1,,,,,,,,662,0,13,675,810
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,2,93,175,7,7,16,10,12,267,7,21,6,3,3,0,0,,,,,,,,627,0,32,659,897
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,2,172,224,10,13,25,14,6,264,14,10,0,6,0,2,2,,,,,,,,762,0,42,804,1048
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,123,2,153,133,16,4,27,11,3,184,2,4,1,5,4,0,0,,,,,,,,547,0,60,607,770
 ,4,CAMPECHE,7,TENABO,8,TENABO,440,3,141,394,12,19,7,7,17,536,6,3,0,11,5,3,0,,,,,,,,1161,0,21,1182,1519
 ,4,CAMPECHE,7,TENABO,8,TENABO,441,3,191,483,2,13,12,9,17,647,2,2,1,29,8,8,0,,,,,,,,1424,0,24,1448,1643
 ,4,CAMPECHE,7,TENABO,8,TENABO,442,3,176,484,12,12,8,8,32,529,9,0,1,24,10,4,0,,,,,,,,1309,0,34,1343,1601
 ,4,CAMPECHE,7,TENABO,8,TENABO,443,3,164,479,8,10,6,4,24,602,7,3,3,23,6,2,1,,,,,,,,1342,0,19,1361,1611
 ,4,CAMPECHE,7,TENABO,8,TENABO,444,1,50,43,0,4,0,0,13,50,0,0,0,1,0,0,0,,,,,,,,161,0,4,165,173
 ,4,CAMPECHE,7,TENABO,8,TENABO,445,2,135,313,12,27,8,16,21,235,3,12,1,17,9,4,0,,,,,,,,813,0,27,840,936
 ,4,CAMPECHE,7,TENABO,8,TENABO,446,1,10,20,2,2,5,0,0,44,3,1,0,2,0,0,0,,,,,,,,89,0,0,89,109
 ,4,CAMPECHE,7,TENABO,8,TENABO,447,1,35,152,4,19,1,5,0,160,0,0,0,3,0,0,0,,,,,,,,379,0,7,386,414
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,205,7,394,408,42,11,43,14,35,900,17,40,3,18,6,6,2,,38,,,53,,,2030,0,76,2106,4864
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,220,1,94,80,10,1,7,4,3,235,10,5,3,1,2,4,0,,10,,,37,,,506,0,16,522,698
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,232,3,249,202,29,10,40,8,5,525,19,13,5,8,2,0,0,,23,,,49,,,1187,17,21,1225,1959
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,233,3,220,291,22,4,37,17,12,479,21,7,5,12,3,2,0,,49,,,48,,,1229,2,61,1292,1997
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,234,3,213,184,25,7,25,9,4,606,11,13,1,1,5,1,0,,24,,,35,,,1164,2,40,1206,1933
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,235,2,185,113,39,5,15,7,7,374,10,10,5,4,2,1,0,,19,,,31,,,827,0,49,876,1334
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,236,3,168,160,40,5,25,12,16,362,9,11,1,8,0,2,0,,10,,,28,,,857,0,29,886,1510
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,237,2,153,173,21,9,19,6,1,246,14,7,2,1,1,1,0,,9,,,55,,,718,2,44,764,1176
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,240,4,129,137,11,5,10,6,3,218,6,8,0,8,1,0,0,,12,,,15,,,569,0,26,595,1620
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,241,4,129,192,17,8,28,4,5,337,10,14,2,9,3,0,0,,15,,,22,,,795,0,43,838,1564
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,242,3,225,250,25,4,24,6,23,436,8,8,1,9,3,3,0,,11,,,26,,,1062,0,46,1108,1513
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,243,4,279,272,51,5,26,7,36,585,17,14,1,7,3,1,0,,26,,,46,,,1376,0,65,1441,2412
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,245,3,184,141,45,5,24,12,16,428,12,14,2,5,1,2,0,,20,,,26,,,937,1,49,987,1684
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,246,2,146,182,22,4,31,7,8,350,8,13,0,4,1,2,0,,7,,,17,,,802,0,37,839,1403
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,247,2,136,196,39,12,19,8,13,358,7,20,0,3,1,0,0,,11,,,5,,,828,0,39,867,1433
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,248,2,154,158,25,5,11,8,8,317,4,5,2,7,6,1,0,,5,,,15,,,731,0,33,764,1312
 ,4,CAMPECHE,8,CD DEL CARMEN,3,CARMEN,249,5,311,368,55,7,32,18,29,683,13,71,7,18,9,3,0,,27,,,34,,,1685,0,94,1779,3106
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,187,3,123,241,29,13,22,13,14,411,17,13,2,10,3,3,0,83,,,,,,,997,2,43,1042,1645
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,188,3,211,445,28,14,20,10,14,392,16,16,9,14,7,4,21,88,,,,,,,1309,1,50,1360,1968
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,189,2,173,230,13,12,18,8,9,363,32,6,0,13,2,2,0,79,,,,,,,960,0,32,992,1468
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,190,2,108,180,15,11,15,4,10,403,11,8,1,8,6,0,0,92,,,,,,,872,0,40,912,1434
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,194,2,121,166,20,7,11,12,3,357,12,12,0,17,1,0,0,99,,,,,,,838,0,28,866,1345
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,195,2,108,218,35,8,14,3,9,304,13,6,2,8,1,8,0,87,,,,,,,824,0,29,853,1296
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,196,2,103,199,38,9,23,4,10,399,15,7,2,15,9,0,0,53,,,,,,,886,0,44,930,1420
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,197,2,102,226,18,7,10,2,6,239,18,8,1,9,7,2,1,64,,,,,,,720,0,28,748,1210
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,201,2,66,210,16,3,7,3,5,193,9,15,4,9,0,2,0,30,,,,,,,572,0,17,589,907
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,202,3,159,404,24,18,30,6,3,387,7,13,3,13,2,6,0,93,,,,,,,1168,0,46,1214,1745
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,203,3,163,305,14,10,15,6,7,333,9,17,1,10,3,3,0,76,,,,,,,972,0,37,1009,1520
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,204,1,95,98,11,5,6,3,3,193,11,12,2,1,2,0,1,45,,,,,,,488,0,17,505,737
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,207,3,133,284,40,7,23,7,9,420,9,12,3,7,0,0,0,65,,,,,,,1019,0,49,1068,1647
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,208,3,147,267,23,16,18,8,14,428,21,28,2,8,2,0,0,103,,,,,,,1085,1,30,1116,1543
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,209,2,138,280,16,11,19,6,11,362,11,16,0,8,5,1,1,88,,,,,,,973,2,36,1011,1487
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,210,3,131,341,28,13,23,10,11,343,17,8,0,12,2,0,0,92,,,,,,,1031,0,38,1069,1664
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,212,2,29,98,7,6,9,3,4,104,1,3,1,3,1,0,0,27,,,,,,,296,0,6,302,774
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,213,2,84,154,19,10,8,9,5,212,4,23,1,11,3,1,0,64,,,,,,,608,0,28,636,934
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,217,2,115,208,29,9,9,6,7,331,10,20,3,5,1,0,1,63,,,,,,,817,0,34,851,1274
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,218,2,148,167,7,8,14,6,7,292,6,20,1,6,1,0,0,67,,,,,,,750,1,34,785,1253
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,219,1,58,88,5,4,5,3,4,106,2,6,0,5,0,0,0,37,,,,,,,323,0,16,339,470
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,226,2,92,152,8,13,28,4,6,327,7,4,0,10,5,1,0,55,,,,,,,712,0,39,751,1176
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,227,2,110,226,18,9,23,6,10,292,11,9,1,12,3,0,0,80,,,,,,,810,1,35,846,1406
 ,4,CAMPECHE,9,CD DEL CARMEN,3,CARMEN,228,2,68,132,16,10,16,3,13,300,6,10,1,12,1,0,0,47,,,,,,,635,0,24,659,993
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,183,7,647,555,90,21,59,29,25,1326,35,41,7,31,7,2,0,,,76,,,,,2951,2,152,3105,5216
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,184,7,644,499,71,15,57,34,21,1345,41,45,6,24,4,1,0,,,71,,,,,2878,2,86,2966,4768
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,185,5,319,375,51,6,37,12,22,841,20,28,0,14,7,2,0,,,56,,,,,1790,0,105,1895,3071
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,186,2,153,158,26,9,8,3,17,407,12,11,2,8,2,0,0,,,57,,,,,873,0,35,908,1437
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,191,3,227,226,29,2,21,7,14,613,14,19,3,8,3,1,0,,,50,,,,,1237,0,51,1288,2120
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,192,3,167,167,34,9,17,10,13,413,13,8,1,17,4,2,0,,,49,,,,,924,0,34,958,1606
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,193,1,97,78,7,4,7,2,5,160,2,9,0,2,0,0,0,,,3,,,,,376,0,14,390,594
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,206,4,551,307,42,14,40,14,22,791,23,50,11,9,4,1,1,,,55,,,,,1935,0,60,1995,2997
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,231,3,255,228,35,11,83,14,14,600,24,20,1,10,3,1,0,,,34,,,,,1333,0,62,1395,2229
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,493,2,141,72,6,11,11,4,2,268,6,11,2,4,1,0,0,,,18,,,,,557,0,13,570,768
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,494,1,125,45,8,5,5,5,5,175,7,4,0,1,0,0,0,,,9,,,,,394,3,12,409,620
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,495,1,75,62,7,7,5,1,6,176,6,7,1,2,0,0,0,,,14,,,,,369,1,14,384,549
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,496,1,71,46,7,4,5,9,3,158,2,2,1,0,1,0,0,,,10,,,,,319,0,15,334,544
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,502,1,127,74,9,9,3,7,2,250,5,4,0,2,0,0,0,,,8,,,,,500,0,13,513,730
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,503,1,142,53,5,7,9,3,3,193,4,3,0,0,2,0,0,,,13,,,,,437,0,7,444,615
 ,4,CAMPECHE,10,CD DEL CARMEN,3,CARMEN,506,1,128,50,8,7,5,1,5,210,4,10,0,1,0,0,0,,,8,,,,,437,0,9,446,614
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,230,9,591,793,132,47,195,32,41,1938,66,71,5,59,16,8,3,,,,,,,,3997,1,185,4183,6529
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,244,11,586,908,107,76,182,261,37,2031,64,57,13,64,12,4,0,,,,,,,,4402,5,204,4611,8150
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,497,1,59,33,17,4,7,2,4,149,5,12,0,2,1,0,0,,,,,,,,295,0,7,302,439
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,498,1,73,97,6,9,14,0,6,212,4,18,0,0,2,0,1,,,,,,,,442,0,11,453,704
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,499,1,100,52,17,3,6,3,3,147,8,5,1,0,0,0,0,,,,,,,,345,0,8,353,471
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,500,1,106,47,14,3,5,5,4,158,4,8,1,3,0,0,0,,,,,,,,358,0,6,364,492
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,501,1,63,59,13,3,12,2,5,139,2,4,0,3,1,0,0,,,,,,,,306,1,15,322,427
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,504,2,244,121,26,10,18,12,10,422,15,17,3,1,3,0,0,,,,,,,,902,1,23,926,1296
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,505,1,43,50,4,5,3,3,1,137,3,10,0,5,0,0,0,,,,,,,,264,0,9,273,422
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,507,1,63,58,12,4,13,1,5,152,7,5,2,1,0,0,0,,,,,,,,323,0,7,330,429
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,508,1,42,73,4,5,6,7,3,164,7,5,1,2,0,0,0,,,,,,,,319,1,8,328,437
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,509,3,119,124,23,15,38,9,7,630,16,21,0,5,1,1,0,,,,,,,,1009,0,27,1036,1833
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,510,1,64,85,11,6,8,3,3,177,0,5,0,3,2,0,0,,,,,,,,367,0,9,376,553
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,511,2,52,63,20,5,11,4,5,295,3,8,1,4,2,2,0,,,,,,,,475,0,16,491,772
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,512,1,49,48,18,2,11,1,5,134,5,7,0,2,0,0,0,,,,,,,,282,0,11,293,452
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,513,1,41,65,19,2,17,3,1,169,7,5,1,0,1,0,0,,,,,,,,331,0,10,341,566
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,514,1,34,73,16,5,7,1,4,151,5,9,0,3,0,0,0,,,,,,,,308,0,11,319,493
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,515,2,45,64,22,6,10,3,4,287,4,7,0,2,0,1,0,,,,,,,,455,0,19,474,800
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,516,1,41,58,8,3,12,2,7,144,4,11,0,4,0,1,0,,,,,,,,295,0,14,309,551
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,517,2,62,87,16,2,17,5,11,348,5,10,2,1,0,0,0,,,,,,,,566,0,27,593,1040
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,518,1,40,49,10,5,10,1,5,151,4,7,1,1,0,1,0,,,,,,,,285,0,12,297,485
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,519,1,40,62,18,7,9,4,5,126,6,10,0,0,0,0,0,,,,,,,,287,0,12,299,485
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,520,1,40,83,15,3,13,3,8,219,9,8,0,0,1,0,0,,,,,,,,402,0,8,410,669
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,521,1,47,52,5,3,8,7,1,181,8,10,0,3,0,0,0,,,,,,,,325,0,8,333,486
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,522,1,33,61,18,3,10,5,3,193,2,4,0,1,1,1,0,,,,,,,,335,0,12,347,548
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,523,1,37,50,16,2,9,2,6,148,6,3,0,3,0,0,0,,,,,,,,282,0,19,301,504
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,524,1,21,66,8,1,12,4,3,115,1,9,0,0,0,0,0,,,,,,,,240,0,12,252,447
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,525,1,39,40,12,1,14,1,7,134,5,5,0,0,0,1,0,,,,,,,,259,0,5,264,427
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,526,1,43,41,8,1,0,1,12,102,2,1,0,2,0,0,0,,,,,,,,213,1,10,224,393
 ,4,CAMPECHE,11,CD DEL CARMEN,3,CARMEN,527,1,40,36,14,2,13,0,5,99,0,5,0,5,0,0,0,,,,,,,,219,0,7,226,358
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,250,3,234,449,24,19,57,26,11,292,8,9,6,12,5,2,0,,,,,,,,1154,0,101,1255,1918
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,251,2,146,302,8,10,17,16,10,182,2,5,0,6,3,2,0,,,,,,,,709,0,40,749,1064
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,252,2,204,323,4,4,32,8,20,101,4,4,0,9,1,2,0,,,,,,,,716,0,46,762,1011
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,253,3,201,533,7,9,55,18,20,218,6,3,1,16,7,6,0,,,,,,,,1100,0,70,1170,1650
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,254,1,40,153,5,7,41,4,0,189,2,3,1,8,3,1,1,,,,,,,,458,0,29,487,675
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,255,1,55,135,6,0,15,3,3,207,2,1,0,11,7,1,0,,,,,,,,446,0,20,466,580
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,256,3,148,338,28,9,114,13,15,452,21,10,1,16,10,0,1,,,,,,,,1176,0,100,1276,2212
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,257,5,143,404,36,30,223,16,30,640,42,16,3,13,7,4,1,,,,,,,,1608,0,111,1719,3013
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,258,2,124,332,14,4,58,15,4,280,5,1,2,9,4,2,0,,,,,,,,854,0,54,908,1394
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,259,2,71,292,5,20,88,7,15,324,9,6,0,11,4,3,0,,,,,,,,855,0,44,899,1344
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,260,1,46,178,7,3,34,10,1,187,4,0,1,6,1,2,0,,,,,,,,480,0,20,500,729
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,261,2,110,282,12,6,71,5,6,206,6,16,1,23,10,1,0,,,,,,,,755,0,74,829,1235
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,262,3,119,305,17,4,73,8,9,310,12,7,1,34,8,1,3,,,,,,,,911,0,60,971,1501
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,270,1,4,66,0,0,0,1,0,91,1,0,0,1,2,0,0,,,,,,,,166,0,10,176,255
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,271,1,39,102,6,6,10,4,3,156,6,9,1,0,3,0,0,,,,,,,,345,0,43,388,667
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,272,1,5,35,2,1,2,4,2,23,1,0,0,0,0,0,0,,,,,,,,75,0,0,75,114
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,284,1,2,54,5,2,6,0,2,46,0,0,0,2,1,0,0,,,,,,,,120,0,11,131,298
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,472,2,87,195,6,16,17,5,12,317,3,2,0,5,2,1,0,,,,,,,,668,0,58,726,1033
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,473,2,61,205,7,28,25,8,19,298,4,1,1,10,8,3,0,,,,,,,,678,0,36,714,978
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,474,1,28,37,1,2,6,12,1,76,1,0,0,0,0,0,0,,,,,,,,164,0,6,170,255
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,478,2,136,321,6,10,13,5,27,329,9,13,0,14,4,5,0,,,,,,,,892,0,36,928,1232
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,479,1,38,127,5,6,7,7,9,186,5,0,1,4,0,0,0,,,,,,,,395,0,29,424,558
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,483,1,17,64,2,1,5,6,1,134,3,2,0,0,0,0,0,,,,,,,,235,0,15,250,331
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,484,2,89,222,13,2,108,13,10,351,3,5,3,10,4,0,0,,,,,,,,833,0,56,889,1309
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,486,3,79,242,31,24,25,19,6,362,6,5,1,6,1,0,0,,,,,,,,807,0,76,883,1519
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,487,1,77,210,7,5,12,5,10,189,1,1,1,3,5,1,0,,,,,,,,527,0,28,555,746
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,488,1,39,72,11,1,11,4,1,131,4,0,1,4,0,1,0,,,,,,,,280,0,22,302,430
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,491,2,222,132,10,11,22,14,10,518,14,18,1,5,1,1,0,,,,,,,,979,0,28,1007,1469
 ,4,CAMPECHE,12,SABANCUY,3,CARMEN,492,2,190,108,7,7,28,17,7,476,11,15,1,4,0,0,0,,,,,,,,871,2,29,902,1481
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,448,4,211,303,29,23,203,29,20,722,43,6,8,26,8,2,0,,,,,,,,1633,0,78,1711,2768
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,449,2,101,171,22,21,75,23,9,373,9,4,2,19,3,1,0,,,,,,,,833,0,49,882,1365
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,450,2,115,165,23,5,84,27,3,303,11,3,5,8,4,0,0,,,,,,,,756,0,34,790,1264
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,451,3,110,234,17,16,125,24,6,457,34,4,2,13,4,0,0,,,,,,,,1046,0,67,1113,1771
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,452,1,66,105,13,6,57,14,5,124,14,0,2,8,3,0,0,,,,,,,,417,0,18,435,613
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,453,2,67,90,15,4,76,26,7,220,23,2,2,6,2,3,0,,,,,,,,543,0,20,563,802
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,454,3,306,349,29,18,114,33,9,533,21,5,1,14,7,0,1,,,,,,,,1440,1,40,1481,2021
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,455,2,95,218,32,12,58,22,26,358,17,2,0,5,0,0,0,,,,,,,,845,0,89,934,1486
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,456,2,71,120,17,9,19,12,4,232,20,2,2,4,2,0,0,,,,,,,,514,0,34,548,870
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,457,1,56,161,14,7,36,19,3,164,12,2,0,4,1,0,0,,,,,,,,479,0,21,500,685
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,458,2,88,138,16,5,50,16,5,239,6,1,2,11,3,1,0,,,,,,,,581,0,38,619,924
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,459,2,87,79,11,5,69,16,8,185,16,3,3,5,1,0,0,,,,,,,,488,0,20,508,760
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,460,2,51,84,22,10,67,9,7,128,8,0,1,9,0,1,0,,,,,,,,397,3,10,410,623
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,461,2,64,207,15,10,64,15,4,316,7,0,1,23,3,1,1,,,,,,,,731,0,41,772,1136
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,462,2,57,174,19,8,80,10,2,236,9,2,0,8,6,0,0,,,,,,,,611,0,14,625,1045
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,463,2,118,229,11,6,58,13,6,259,20,1,1,14,8,0,0,,,,,,,,744,0,32,776,1142
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,464,3,171,221,20,12,132,24,8,387,14,1,5,19,5,1,0,,,,,,,,1020,0,75,1095,1843
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,465,1,16,53,9,3,24,8,0,100,7,0,0,11,0,0,0,,,,,,,,231,0,16,247,336
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,466,2,23,89,9,3,23,5,1,120,11,0,0,2,1,0,0,,,,,,,,287,0,20,307,472
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,471,2,57,145,23,9,59,26,11,422,19,2,5,5,2,0,0,,,,,,,,785,0,59,844,1202
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,475,2,107,130,37,22,44,6,2,228,3,1,4,2,1,0,0,,,,,,,,587,0,36,623,936
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,476,2,77,149,14,9,33,7,11,196,4,2,0,3,5,0,0,,,,,,,,510,0,24,534,821
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,477,2,86,144,32,15,82,12,11,226,7,2,0,14,7,0,0,,,,,,,,638,4,65,707,1093
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,480,2,60,163,10,12,32,3,9,261,8,3,0,3,3,0,0,,,,,,,,567,0,20,587,839
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,481,2,66,179,22,10,27,4,4,319,18,4,0,0,0,0,0,,,,,,,,653,1,33,687,1105
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,482,1,30,108,3,4,24,11,10,225,13,1,0,15,7,1,0,,,,,,,,452,0,24,476,629
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,485,1,56,131,5,8,38,3,4,185,3,0,1,8,0,0,0,,,,,,,,442,0,42,484,685
 ,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,489,3,160,246,34,11,96,28,8,467,31,4,6,10,3,4,0,,,,,,,,1108,0,82,1190,1983
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,273,6,539,665,25,21,53,33,14,599,18,3,15,27,15,2,1,,,,,,,,2030,0,146,2176,3421
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,274,2,285,237,9,2,10,3,7,125,2,3,6,7,5,0,0,,,,,,,,701,0,49,750,1083
