Municipio,Seccion,Casilla,Cabecera,PAN,PRI,PRD,PT,PVEM,PRS,PARMEN,C.D.,NO REGISTRADOS,NULOS,Comment
SANTIAGO IXCUINTLA,524,B,Villa Hidalgo,51,126,30,75,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,525,B,Villa Hidalgo,30,135,31,46,0,0,0,0,0,13,
SANTIAGO IXCUINTLA,526,B,Villa Hidalgo,95,214,27,28,1,0,0,1,0,28,
SANTIAGO IXCUINTLA,527,B,Villa Hidalgo,69,170,36,35,0,0,0,1,0,0,
SANTIAGO IXCUINTLA,528,B,Villa Hidalgo,48,197,48,118,0,1,0,1,0,0,
SANTIAGO IXCUINTLA,529,B,Villa Hidalgo,18,104,54,58,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,530,B,Villa Hidalgo,35,148,39,40,1,0,0,1,0,6,
SANTIAGO IXCUINTLA,531,B,Villa Hidalgo,34,217,58,89,1,0,0,3,0,14,
SANTIAGO IXCUINTLA,532,B,El Botadero,29,255,175,23,1,1,0,1,0,17,
SANTIAGO IXCUINTLA,533,B,El Turco,19,39,13,7,0,0,0,0,0,0,
SANTIAGO IXCUINTLA,534,B,Puerta de Mangos,48,53,21,10,0,0,0,1,0,4,
SANTIAGO IXCUINTLA,535,B,Puerta de Mangos,63,115,12,19,1,1,0,4,0,0,
SANTIAGO IXCUINTLA,536,B,Puerta de Mangos,34,135,6,14,0,0,0,0,0,4,
SANTIAGO IXCUINTLA,537,B,Ca±ada del Tabaco,33,133,60,6,0,2,0,0,0,9,
SANTIAGO IXCUINTLA,538,B,Ca±ada del Tabaco,37,193,71,12,0,1,0,1,0,5,
SANTIAGO IXCUINTLA,539,B,Villa Juﬂrez,60,116,18,38,0,1,0,0,0,6,
SANTIAGO IXCUINTLA,540,B,Villa Juﬂrez,68,107,22,65,1,1,0,1,0,9,
SANTIAGO IXCUINTLA,541,B,Villa Juﬂrez,71,175,18,52,0,0,0,1,0,7,
SANTIAGO IXCUINTLA,542,B,Los Otates,146,164,11,20,3,1,0,2,0,13,
SANTIAGO IXCUINTLA,542,E,Santa Rosa,25,58,5,4,0,0,0,0,0,1,
SANTIAGO IXCUINTLA,543,B,El Corte,39,205,16,224,3,1,0,2,0,0,
SANTIAGO IXCUINTLA,544,B,El Corte,14,144,3,75,0,0,0,2,0,0,
SANTIAGO IXCUINTLA,545,B,Sauta,72,135,37,85,0,2,0,0,0,23,
SANTIAGO IXCUINTLA,546,B,Sauta,66,109,12,55,0,1,0,0,0,5,
,,,,,,,,,,,,,,
       TECUALA,547,B,Tecuala,1,87,176,2,0,0,0,2,0,6,
       TECUALA,548,B,Tecuala,3,127,155,4,0,7,0,0,0,5,
       TECUALA,549,B,Tecuala,3,172,216,0,8,0,0,0,0,5,
       TECUALA,550,B,Tecuala,3,107,203,1,3,5,0,2,0,12,
       TECUALA,550,E,Agua Verde (El Salto),0,72,62,1,0,1,0,0,0,0,
       TECUALA,551,B,Tecuala,2,162,226,5,0,1,0,0,0,5,
       TECUALA,552,B,Tecuala,1,246,143,7,4,0,0,3,0,5,
       TECUALA,553,B,Tecuala,0,156,169,1,2,2,0,0,0,8,
       TECUALA,554,B,Tecuala,2,195,230,2,3,2,0,2,0,7,
       TECUALA,555,B,Tecuala,4,187,150,1,1,0,0,1,0,9,
       TECUALA,556,B,Tecuala,1,130,111,1,0,1,0,7,0,1,
       TECUALA,557,B,Tecuala,2,91,83,0,0,0,0,0,0,5,
       TECUALA,558,B,Tecuala,2,111,139,1,0,0,0,0,0,0,
       TECUALA,559,B,Tecuala,5,74,146,0,0,1,0,2,0,11,
       TECUALA,560,B,Tecuala,5,123,144,0,0,0,0,1,0,0,
       TECUALA,561,B,Tecuala,2,125,173,1,1,2,0,0,0,0,
       TECUALA,562,B,Tecuala,0,162,165,0,0,3,0,1,0,6,
       TECUALA,563,B,Tecuala,2,139,181,1,0,0,0,0,0,10,
       TECUALA,564,B,Tecuala,4,143,213,2,0,3,0,0,0,7,
       TECUALA,565,B,El Roblito,0,60,49,2,0,0,0,0,0,4,
       TECUALA,566,B,Las Arenitas,,,,,,,,,,,Votaciæn anulada por resoluciæn del Tribunal Electoral del Estado
       TECUALA,567,B,San Cayetano,1,298,91,2,0,0,0,1,0,3,
       TECUALA,567,E,La Puntilla,,,,,,,,,,,Votaciæn anulada por resoluciæn del Tribunal Electoral del Estado
       TECUALA,568,B,Pajaritos,2,261,209,2,0,2,0,0,0,0,
       TECUALA,569,B,Huajuquilla,2,45,159,1,0,0,0,0,0,2,
       TECUALA,570,B,Camalotita,7,290,244,9,4,3,0,2,0,16,
       TECUALA,571,B,Huachotita,2,236,188,1,0,6,0,0,0,0,
       TECUALA,572,B,San Felipe Aztatan,4,234,106,3,2,14,0,0,0,20,
       TECUALA,573,B,San Felipe Aztatan,2,295,100,3,2,0,0,1,0,6,
       TECUALA,574,B,San Felipe Aztatan,21,227,157,4,0,1,0,0,0,0,
       TECUALA,575,B,San Felipe Aztatan,6,246,131,2,0,9,0,0,0,11,
       TECUALA,576,B,El Filo,2,228,197,12,0,4,0,1,0,19,
       TECUALA,577,B,Milpas Viejas,0,205,132,2,0,0,0,0,0,0,
       TECUALA,578,B,Milpas Viejas,0,284,171,1,1,1,0,0,0,9,
       TECUALA,579,B,Atotonilco,2,111,288,6,0,7,0,0,0,12,
       TECUALA,580,B,Rio Viejo,3,309,131,5,0,2,0,0,0,17,
       TECUALA,581,B,Paso Hondo,0,267,54,0,0,0,0,0,0,0,
       TECUALA,582,B,El Novillero,2,193,196,31,0,6,0,3,0,12,
       TECUALA,583,B,Quimichis,9,211,214,5,1,3,0,2,0,3,
TECUALA,584,B,Quimichis,7,217,213,5,0,1,0,0,0,8,
TECUALA,585,B,Quimichis,4,135,141,7,0,1,0,1,0,4,
TECUALA,586,B,Quimichis,0,206,99,5,1,5,1,0,0,0,
TECUALA,587,B,El Arrayan,3,155,150,5,2,0,0,4,0,8,
TECUALA,588,B,La Presa,2,152,244,7,0,2,0,2,0,9,
TECUALA,589,B,Tierras Generosas,8,106,34,3,1,0,0,0,0,6,
TECUALA,590,B,Palos Blancos,0,26,30,2,0,1,1,0,0,1,
TECUALA,590,E,Guamuchilillo,,,,,,,,,,,Votacion anulada por resoluciæn del Tribunal Electoral del Estado
TECUALA,591,B,El Limæn,3,161,221,20,3,5,2,1,0,25,
TECUALA,592,B,Colonia Xochimilco,2,87,39,1,0,2,0,0,0,9,
TECUALA,593,B,Pozo de Higueras,0,143,34,1,0,1,0,0,0,1,
TECUALA,594,B,Los Morillos,2,100,40,4,0,9,0,1,0,1,
TECUALA,595,B,Antonio R. Laureles,3,139,55,5,0,0,0,0,0,7,
TECUALA,596,B,Las Lumbres,2,78,45,2,0,1,0,0,0,6,
,,,,,,,,,,,,,,
          TEPIC,597,B,Tepic,32,64,59,2,2,0,0,3,0,11,
          TEPIC,598,B,Tepic,153,385,185,39,34,5,0,4,0,39,
          TEPIC,599,B,Tepic,21,91,32,2,5,0,0,0,0,3,
          TEPIC,600,B,Tepic,68,158,74,17,0,4,0,6,0,0,
          TEPIC,601,B,Tepic,132,184,82,16,9,2,0,1,0,20,
          TEPIC,602,B,Tepic,215,216,93,9,7,1,1,4,0,12,
          TEPIC,603,B,Tepic,103,174,69,11,3,3,1,3,0,16,
          TEPIC,604,B,Tepic,34,115,40,8,4,1,0,12,0,4,
          TEPIC,605,B,Tepic,32,163,64,6,1,0,0,12,0,0,
          TEPIC,606,B,Tepic,57,198,60,16,4,0,0,3,0,0,
          TEPIC,607,B,Tepic,81,214,93,20,4,2,2,2,0,18,
          TEPIC,608,B,Tepic,87,257,173,25,2,5,0,4,0,22,
          TEPIC,609,B,Tepic,121,292,184,14,3,1,1,5,0,32,
          TEPIC,609,E,Tepic,49,134,49,13,1,11,0,26,0,12,
          TEPIC,610,B,Tepic,330,392,92,10,9,0,4,3,0,14,
          TEPIC,611,B,Tepic,151,367,208,23,9,9,2,18,0,34,
          TEPIC,612,B,Tepic,147,257,115,13,8,5,0,0,0,0,
          TEPIC,612,E,Tepic,44,50,33,2,1,0,1,2,0,3,
          TEPIC,613,B,Tepic,182,203,78,13,6,2,1,1,0,22,
          TEPIC,614,B,Tepic,108,170,38,4,1,0,4,7,0,4,
          TEPIC,615,B,Tepic,155,243,60,23,6,0,0,5,0,11,
          TEPIC,616,B,Tepic,134,254,129,14,6,5,1,8,0,22,
          TEPIC,617,B,Tepic,246,307,104,22,7,1,2,1,0,0,
          TEPIC,618,B,Tepic,71,112,89,9,5,1,0,3,0,12,
          TEPIC,619,B,Tepic,60,105,54,6,1,2,1,4,0,8,
          TEPIC,620,B,Tepic,150,161,70,14,4,2,1,4,0,21,
          TEPIC,621,B,Tepic,138,158,92,8,4,2,0,0,0,16,
          TEPIC,622,B,Tepic,118,169,63,4,10,2,0,8,0,0,
          TEPIC,623,B,Tepic,135,210,82,17,7,1,2,5,0,27,
          TEPIC,624,B,Tepic,95,148,59,5,2,2,1,2,0,0,
          TEPIC,625,B,Tepic,61,149,34,8,1,1,0,2,0,5,
          TEPIC,626,B,Tepic,162,216,89,22,6,2,2,15,0,24,
          TEPIC,627,B,Tepic,133,230,130,23,9,2,1,5,0,18,
          TEPIC,628,B,Tepic,125,207,83,17,13,0,0,7,0,0,
          TEPIC,629,B,Tepic,74,134,180,11,5,2,3,3,0,0,
          TEPIC,630,B,Tepic,94,210,159,19,7,4,1,1,0,22,
          TEPIC,631,B,Tepic,163,243,157,18,13,3,0,7,0,17,
          TEPIC,632,B,Tepic,127,185,127,17,17,1,0,2,0,27,
          TEPIC,633,B,Tepic,82,214,95,15,10,1,0,2,0,9,
          TEPIC,633,E,Tepic,102,107,41,3,2,0,0,3,0,7,
          TEPIC,634,B,Tepic,168,317,188,2,10,1,2,4,0,18,
          TEPIC,634,E,Tepic,57,112,44,3,3,1,0,3,0,3,
          TEPIC,635,B,Tepic,124,241,102,11,12,0,0,1,0,21,
          TEPIC,636,B,Tepic,99,164,60,5,3,1,1,6,0,20,
          TEPIC,637,B,Tepic,117,149,82,8,7,3,7,2,0,10,
          TEPIC,638,B,Tepic,94,119,55,12,6,2,2,1,0,18,
          TEPIC,639,B,Tepic,121,232,48,9,8,0,0,6,0,10,
          TEPIC,640,B,Tepic,151,275,62,10,3,1,2,7,0,18,
          TEPIC,641,B,Tepic,90,155,45,7,2,3,0,1,0,10,
          TEPIC,642,B,Tepic,88,183,36,4,3,2,0,1,0,0,
          TEPIC,643,B,Tepic,170,249,85,11,3,1,0,2,0,0,
          TEPIC,644,B,Tepic,189,169,81,12,5,6,1,0,0,13,
          TEPIC,645,B,Tepic,181,187,80,7,11,3,3,2,0,19,
          TEPIC,646,B,Tepic,187,263,130,10,6,4,5,5,0,16,
          TEPIC,647,B,Tepic,89,139,56,7,6,2,1,8,0,7,
          TEPIC,648,B,Tepic,91,146,113,5,6,0,1,3,0,8,
          TEPIC,649,B,Tepic,82,154,60,4,0,0,2,3,0,7,
          TEPIC,650,B,Tepic,71,127,88,7,1,0,0,4,0,11,
          TEPIC,651,B,Tepic,181,227,111,8,4,9,3,2,0,22,
          TEPIC,652,B,Tepic,149,167,66,9,10,2,0,5,0,11,
          TEPIC,653,B,Tepic,149,130,63,6,0,2,0,3,0,2,
          TEPIC,654,B,Tepic,148,145,58,4,6,8,4,2,0,12,
          TEPIC,655,B,Tepic,107,156,65,10,9,6,2,9,0,25,
          TEPIC,656,B,Tepic,132,257,63,12,4,2,2,7,0,16,
          TEPIC,657,B,Tepic,138,187,50,7,3,4,1,1,0,7,
          TEPIC,658,B,Tepic,156,210,104,10,4,4,1,4,0,0,
          TEPIC,659,B,Tepic,97,143,69,6,10,2,0,3,0,6,
          TEPIC,660,B,Tepic,115,124,66,9,6,0,3,0,0,11,
          TEPIC,661,B,Tepic,70,126,24,3,1,2,0,0,0,4,
          TEPIC,662,B,Tepic,123,257,77,2,6,5,1,0,0,12,
          TEPIC,663,B,Tepic,206,161,65,5,4,3,2,2,0,8,
          TEPIC,664,B,Tepic,269,128,74,5,4,1,1,0,0,11,
          TEPIC,665,B,Tepic,262,195,96,8,4,0,0,4,1,16,
          TEPIC,666,B,Tepic,225,165,52,2,4,2,0,2,0,11,
          TEPIC,667,B,Tepic,142,179,67,5,2,3,0,2,0,0,
          TEPIC,668,B,Tepic,145,138,48,7,5,0,5,4,0,0,
          TEPIC,669,B,Tepic,169,196,70,4,2,0,1,2,0,12,
          TEPIC,670,B,Tepic,171,122,63,2,0,1,1,5,1,11,
          TEPIC,671,B,Tepic,111,63,49,2,1,1,0,0,0,4,
          TEPIC,672,B,Tepic,43,44,22,4,0,0,0,1,0,3,
          TEPIC,673,B,Tepic,130,146,48,3,2,0,0,0,0,11,
          TEPIC,674,B,Tepic,125,117,37,6,1,0,2,3,0,4,
          TEPIC,675,B,Tepic,110,89,39,1,3,4,0,1,0,0,
          TEPIC,676,B,Tepic,218,270,61,11,3,2,3,13,0,21,
          TEPIC,677,B,Tepic,135,165,76,6,4,0,1,3,0,14,
          TEPIC,678,B,Tepic,135,167,63,14,3,6,0,1,0,12,
          TEPIC,679,B,Tepic,77,242,63,86,7,3,0,3,0,23,
          TEPIC,680,B,Tepic,101,147,65,11,8,0,0,3,0,0,
          TEPIC,681,B,Tepic,227,180,63,4,5,0,0,3,0,22,
          TEPIC,682,B,Tepic,113,74,23,1,1,1,0,2,0,4,
          TEPIC,683,B,Tepic,68,66,32,2,0,1,2,2,0,2,
          TEPIC,684,B,Tepic,80,68,15,1,0,1,0,1,0,4,
          TEPIC,685,B,Tepic,141,123,46,9,3,0,2,1,0,6,
          TEPIC,686,B,Tepic,98,64,28,0,0,0,2,1,0,1,
          TEPIC,687,B,Tepic,152,283,59,4,3,1,0,3,0,15,
          TEPIC,688,B,Tepic,150,152,67,4,2,1,3,4,0,11,
          TEPIC,689,B,Tepic,148,148,45,3,3,0,2,0,0,11,
          TEPIC,690,B,Tepic,140,91,42,6,2,3,0,0,2,6,
          TEPIC,691,B,Tepic,135,193,47,5,1,0,0,1,0,9,
          TEPIC,692,B,Tepic,148,181,50,5,4,0,0,21,0,0,
          TEPIC,693,B,Tepic,101,174,74,2,3,0,3,3,0,28,
          TEPIC,694,B,Tepic,46,174,96,36,3,0,0,5,0,26,
          TEPIC,695,B,Tepic,150,290,67,17,9,1,1,3,0,0,
          TEPIC,696,B,Tepic,242,247,70,7,9,2,0,3,0,20,
          TEPIC,697,B,Tepic,126,178,49,9,9,0,2,4,0,8,
          TEPIC,698,B,Tepic,132,121,40,1,3,4,0,0,0,7,
          TEPIC,699,B,Tepic,131,113,30,6,4,1,0,0,0,6,
          TEPIC,700,B,Tepic,228,150,72,2,0,14,0,0,0,19,
          TEPIC,701,B,Tepic,266,268,101,5,6,3,1,1,0,12,
          TEPIC,702,B,Tepic,190,167,74,10,12,7,1,1,0,15,
          TEPIC,703,B,Tepic,232,128,50,5,3,3,0,0,0,13,
          TEPIC,704,B,Tepic,126,76,23,2,1,0,0,4,0,2,
          TEPIC,705,B,Tepic,196,188,50,9,2,9,5,4,0,4,
          TEPIC,706,B,Tepic,166,228,60,1,4,3,3,2,0,15,
          TEPIC,707,B,Tepic,124,178,32,8,3,0,0,4,0,13,
          TEPIC,708,B,Tepic,175,242,49,10,4,1,2,1,0,0,
          TEPIC,709,B,Tepic,270,266,96,19,9,12,5,5,0,23,
          TEPIC,710,B,Tepic,182,222,70,9,8,4,0,1,0,17,
          TEPIC,711,B,Tepic,140,257,91,10,3,3,3,2,0,20,
          TEPIC,712,B,Tepic,39,139,75,30,0,1,0,0,0,0,
          TEPIC,713,B,Tepic,172,107,47,7,1,1,0,0,0,3,
          TEPIC,714,B,Tepic,110,174,44,5,6,1,0,8,0,0,
          TEPIC,715,B,Tepic,186,258,71,12,7,2,2,0,0,0,
          TEPIC,716,B,Tepic,171,115,21,3,0,0,0,1,0,9,
          TEPIC,717,B,Tepic,72,126,35,5,7,0,1,2,0,0,
          TEPIC,718,B,Tepic,127,151,42,12,2,7,1,11,0,16,
          TEPIC,719,B,Tepic,254,275,59,10,6,7,0,2,0,28,
          TEPIC,720,B,Tepic,74,142,26,12,3,0,0,4,0,16,
          TEPIC,721,B,Tepic,161,137,41,12,2,1,1,2,0,0,
          TEPIC,722,B,Tepic,129,227,47,6,5,3,0,9,0,13,
          TEPIC,723,B,Tepic,261,335,103,28,18,6,1,9,0,0,
          TEPIC,724,B,Tepic,287,347,105,19,9,2,1,4,0,32,
          TEPIC,725,B,Tepic,286,227,97,6,5,3,0,1,0,16,
          TEPIC,726,B,Tepic,188,163,56,4,3,1,2,0,0,7,
          TEPIC,727,B,Tepic,125,150,31,4,0,0,1,2,0,11,
          TEPIC,728,B,Tepic,211,145,46,4,4,1,1,1,0,5,
          TEPIC,729,B,Tepic,131,169,59,6,2,1,0,2,0,0,
          TEPIC,730,B,Tepic,158,204,72,9,9,1,1,3,0,17,
          TEPIC,731,B,Tepic,139,145,29,11,0,0,0,0,0,15,
          TEPIC,732,B,Tepic,44,90,13,3,0,1,0,0,0,13,
          TEPIC,733,B,Tepic,172,222,93,10,7,1,7,3,0,22,
          TEPIC,734,B,Tepic,135,232,31,2,0,1,0,2,0,18,
          TEPIC,735,B,Tepic,118,227,42,18,2,3,1,4,0,11,
          TEPIC,736,B,Tepic,91,242,175,18,4,3,0,1,0,28,
          TEPIC,737,B,Tepic,72,171,312,13,5,6,1,0,0,17,
          TEPIC,737,E,Tepic,68,50,16,3,0,0,0,0,0,2,
          TEPIC,738,B,Tepic,56,238,320,16,6,1,1,2,0,31,
          TEPIC,739,B,Tepic,160,437,96,16,4,1,0,0,0,0,
          TEPIC,740,B,Tepic,124,249,68,13,2,2,0,3,0,13,
          TEPIC,741,B,Tepic,118,177,42,5,5,0,2,1,0,9,
          TEPIC,742,B,Tepic,150,167,88,7,1,1,1,3,0,19,
          TEPIC,743,B,Tepic,106,110,58,14,2,1,1,4,2,11,
          TEPIC,744,B,Tepic,140,142,71,13,4,6,0,5,0,11,
          TEPIC,745,B,Tepic,183,194,113,7,2,4,1,3,0,18,
          TEPIC,746,B,Tepic,158,297,129,6,2,5,0,2,0,14,
          TEPIC,747,B,Tepic,96,147,221,6,1,3,0,0,0,11,
          TEPIC,748,B,Tepic,91,157,142,12,2,2,2,1,0,18,
          TEPIC,749,B,Tepic,138,200,72,6,8,1,1,0,0,0,
          TEPIC,750,B,Tepic,168,130,84,4,4,0,1,2,0,8,
          TEPIC,751,B,Tepic,115,151,58,6,3,1,0,3,0,12,
          TEPIC,752,B,Tepic,168,261,82,7,5,1,1,6,3,15,
          TEPIC,753,B,Tepic,148,145,48,7,3,24,0,8,0,0,
          TEPIC,754,B,Tepic,109,190,55,10,4,2,0,13,0,14,
          TEPIC,755,B,Tepic,104,152,46,12,2,1,2,2,0,11,
          TEPIC,756,B,Tepic,193,211,58,8,5,5,4,3,0,11,
          TEPIC,757,B,Tepic,100,183,46,2,4,1,0,3,0,10,
          TEPIC,758,B,Tepic,173,305,99,24,5,26,2,18,0,43,
          TEPIC,759,B,Tepic,75,195,59,15,1,1,0,5,0,0,
          TEPIC,760,B,Tepic,62,113,39,8,4,0,2,3,0,14,
          TEPIC,761,B,Tepic,120,149,42,4,2,1,0,0,0,0,
          TEPIC,762,B,Tepic,166,225,45,7,0,1,1,1,0,14,
          TEPIC,763,B,Tepic,71,186,140,12,4,2,2,1,0,0,
          TEPIC,764,B,Tepic,159,335,124,26,7,6,0,20,0,0,
          TEPIC,765,B,Tepic,173,310,97,11,3,4,1,5,0,0,
          TEPIC,766,B,Tepic,67,151,98,19,4,1,0,2,0,0,
          TEPIC,767,B,Tepic,103,151,39,9,4,0,1,0,0,6,
          TEPIC,768,B,La Esperanza,8,60,3,1,0,0,0,1,0,0,
          TEPIC,769,B,Mesa de Picachos,1,49,3,2,0,0,0,0,0,0,
          TEPIC,769,E,Carretæn de Cerritos,12,66,10,8,0,1,0,0,0,3,
          TEPIC,770,B,El Jicote,74,224,106,20,2,5,0,4,0,30,
          TEPIC,770,E,Col. 14 de Marzo,4,30,15,0,0,0,0,0,0,0,
          TEPIC,771,B,Salazares,9,70,23,5,0,0,0,0,0,2,
          TEPIC,771,E,Las Pilas,5,44,5,1,0,1,0,0,0,1,
          TEPIC,772,B,Jes∑s Mar›a Corte,5,72,31,4,1,2,0,1,0,0,
          TEPIC,772,E,Salvador Allende,0,42,13,0,0,1,0,0,0,1,
          TEPIC,773,B,Cinco de Mayo,21,76,33,4,0,1,1,0,0,8,
          TEPIC,774,B,Atonalisco,13,145,138,7,1,1,0,1,0,0,
          TEPIC,775,B,Jumatﬂn,8,61,4,4,1,1,0,0,0,0,
          TEPIC,775,E,El Pajuelazo,7,31,4,1,0,1,0,0,0,2,
          TEPIC,776,B,El Limæn,4,29,5,3,1,0,0,0,0,0,
          TEPIC,777,B,La Herradura,10,34,14,1,0,0,0,3,0,3,
          TEPIC,778,B,San Andres,13,82,24,0,2,1,0,0,0,0,
          TEPIC,779,B,Francisco I. Madero,77,174,86,36,3,0,0,0,0,0,
          TEPIC,780,B,Francisco I. Madero,78,234,223,21,2,3,0,2,0,48,
          TEPIC,781,B,Francisco I. Madero,26,124,97,16,2,1,0,1,0,0,
          TEPIC,782,B,Francisco I. Madero,31,189,103,21,1,0,0,0,0,17,
TEPIC,783,B,Francisco I. Madero,55,217,107,23,2,1,0,1,0,19,
TEPIC,784,B,Calera de Cofrados,6,36,27,6,0,0,0,0,0,0,
TEPIC,784,E,Colorado de la Mora,0,47,0,0,0,0,0,0,0,0,
TEPIC,785,B,Pochotitﬂn,28,138,102,20,1,2,1,0,0,15,
TEPIC,786,B,San Fernando,7,59,73,1,1,0,0,0,0,7,
TEPIC,787,B,La Escondida,7,90,25,5,0,2,1,1,0,5,
TEPIC,788,B,Bellavista,96,236,54,3,1,10,19,2,0,25,
TEPIC,789,B,Bellavista,90,203,41,14,2,8,4,0,0,0,
TEPIC,790,B,Benito Juﬂrez (Las Chivas),16,55,13,6,0,0,2,0,0,0,
TEPIC,791,B,El Espino,5,60,7,1,0,0,0,0,0,0,
TEPIC,792,B,El Trapichillo,18,124,42,16,0,0,0,14,0,7,
TEPIC,793,B,La Barranca Blanca,21,105,19,7,0,0,0,1,0,6,
TEPIC,794,B,El Rincæn,7,83,31,6,0,0,3,3,0,5,
TEPIC,795,B,La Fortuna,16,158,30,16,6,0,0,2,0,0,
TEPIC,796,B,Colonia 6 de Enero,10,150,67,25,0,0,2,0,0,0,
TEPIC,797,B,San Luis de Lozada,38,173,40,12,1,1,0,6,0,0,
TEPIC,798,B,Mora,8,88,97,0,2,1,0,4,0,6,
TEPIC,799,B,La Cantera,17,131,87,5,2,4,0,2,0,10,
TEPIC,800,B,Las Delicias,24,122,19,6,0,0,0,0,0,8,
TEPIC,801,B,Lo de Lamedo,75,119,52,12,0,0,0,3,0,10,
TEPIC,802,B,La Yerba,33,86,56,26,2,1,0,1,0,9,
TEPIC,803,B,Venustiano Carranza,7,120,15,2,1,0,0,0,0,8,
TEPIC,803,E,Platanitos,14,57,29,14,2,2,0,0,1,1,
TEPIC,803,E,El Izote,11,51,12,5,1,1,0,0,0,0,
TEPIC,804,B,San Cayetano,167,312,39,21,6,1,1,33,0,29,
TEPIC,805,B,San Cayetano,84,202,30,15,0,0,0,7,0,0,
TEPIC,806,B,El Aguacate,38,70,47,11,6,1,0,0,0,5,
TEPIC,807,B,Camichin de Jauja,61,367,133,13,6,6,0,2,0,15,
TEPIC,808,B,El Refugio,27,136,23,27,2,0,4,0,0,19,
TEPIC,809,B,Tepic,141,145,58,9,4,2,1,3,0,10,
,,,,,,,,,,,,,,
TUXPAN,810,B,Tuxpan,152,197,27,1,0,3,0,1,2,10,
TUXPAN,811,B,Tuxpan,161,134,31,0,0,1,0,0,0,11,
TUXPAN,812,B,Tuxpan,203,171,51,0,5,2,0,5,0,10,
TUXPAN,813,B,Tuxpan,161,178,76,0,2,0,0,5,0,7,
TUXPAN,814,B,Tuxpan,136,170,25,2,0,3,1,3,0,13,
TUXPAN,815,B,Tuxpan,112,110,15,3,2,3,2,1,0,13,
TUXPAN,816,B,Tuxpan,159,129,32,3,0,10,0,1,0,4,
TUXPAN,817,B,Tuxpan,70,63,57,1,0,0,0,0,0,2,
TUXPAN,818,B,Tuxpan,125,82,53,0,1,0,3,0,0,3,
TUXPAN,819,B,Tuxpan,99,179,62,0,0,0,3,1,0,8,
TUXPAN,820,B,Tuxpan,85,105,45,0,0,0,0,2,0,13,
TUXPAN,821,B,Tuxpan,113,143,74,0,2,0,0,7,0,3,
TUXPAN,822,B,Tuxpan,100,141,36,1,1,3,0,4,2,17,
TUXPAN,823,B,Tuxpan,155,120,43,0,2,0,1,1,0,7,
TUXPAN,824,B,Tuxpan,135,199,52,3,2,3,2,2,0,22,
TUXPAN,825,B,Tuxpan,141,195,42,1,2,1,0,0,0,15,
TUXPAN,826,B,Tuxpan,80,102,42,0,1,1,0,1,0,3,
TUXPAN,827,B,Tuxpan,155,119,61,0,2,3,1,1,0,3,
TUXPAN,828,B,Tuxpan,99,108,34,1,1,1,6,4,0,2,
TUXPAN,829,B,Tuxpan,85,82,43,0,0,3,0,1,0,5,
TUXPAN,830,B,Tuxpan,156,135,47,1,0,0,0,9,0,10,
TUXPAN,831,B,Tuxpan,44,113,36,0,0,0,0,6,0,5,
TUXPAN,832,B,Tuxpan,89,150,31,4,1,1,1,8,0,10,
TUXPAN,833,B,Tuxpan,108,131,28,0,1,0,6,2,5,5,
TUXPAN,834,B,Tuxpan,110,107,22,2,1,0,1,1,0,8,
TUXPAN,835,B,Tuxpan,120,135,36,2,2,2,1,1,0,10,
TUXPAN,836,B,Uniæn de Corrientes,215,335,4,1,3,0,1,2,0,5,
TUXPAN,837,B,Palma Grande,183,259,16,4,1,0,1,0,0,9,
TUXPAN,837,E,Tecomate,0,43,0,1,0,0,0,0,0,3,
TUXPAN,838,B,Palma Grande,167,266,15,3,1,0,0,1,0,9,
TUXPAN,839,B,Pe±itas,114,182,13,6,0,1,0,3,0,7,
TUXPAN,840,B,Pe±as,117,124,21,0,0,0,0,0,0,0,
TUXPAN,841,B,Coamiles,121,106,8,0,2,0,0,1,0,9,
TUXPAN,842,B,Coamiles,202,141,7,1,1,1,0,2,0,7,
TUXPAN,843,B,Coamiles,123,180,4,2,0,0,0,3,0,4,
,,,,,,,,,,,,,,
XALISCO,844,B,Xalisco,66,231,67,28,8,2,1,6,3,18,
XALISCO,845,B,Xalisco,83,284,172,49,33,8,0,5,0,28,
XALISCO,846,B,Xalisco,77,271,250,21,4,2,0,4,0,17,
XALISCO,847,B,Xalisco,60,324,204,18,9,0,0,23,0,24,
XALISCO,848,B,Xalisco,50,309,231,11,5,3,1,0,0,20,
XALISCO,849,B,Xalisco,29,222,112,10,1,2,0,0,0,8,
XALISCO,850,B,Xalisco,23,116,110,5,1,1,0,1,0,0,
XALISCO,851,B,Xalisco,31,121,151,9,1,0,0,1,0,4,
XALISCO,852,B,Xalisco,30,142,284,4,1,4,0,1,0,9,
XALISCO,853,B,Xalisco,18,145,182,9,1,0,0,0,0,20,
XALISCO,854,B,Xalisco,46,205,223,13,1,5,0,0,0,18,
XALISCO,855,B,Xalisco,27,179,121,4,3,2,0,0,0,10,
XALISCO,856,B,El Cuarente±o,2,212,8,0,0,0,0,1,0,6,
XALISCO,856,E,Palapitas,2,92,61,1,0,1,0,0,0,0,
XALISCO,857,B,Pantanal,63,180,121,13,2,1,0,3,0,9,
XALISCO,858,B,Pantanal,64,184,59,16,4,5,0,2,0,25,
XALISCO,859,B,Testerazo,35,306,223,17,3,20,0,2,0,22,
XALISCO,860,B,Trigomil,12,130,26,8,0,0,0,1,0,6,
