CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,475,B,91,,96,2,8,0,0,10,19,5,,,,,,,4,0,235,7,242,541,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0475B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,475,C01,119,,86,1,7,0,0,8,17,3,,,,,,,6,0,247,9,256,540,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0475C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,476,B,51,,107,1,9,1,0,3,5,3,,,,,,,0,0,180,7,187,480,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0476B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,476,C01,48,,130,5,6,2,0,2,7,3,,,,,,,3,0,206,7,213,480,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0476C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,477,B,37,,104,1,6,2,2,2,9,4,,,,,,,4,0,171,6,177,425,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0477B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,478,B,89,,122,6,11,1,1,9,13,4,,,,,,,9,0,265,10,275,529,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0478B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,479,B,73,,134,5,8,1,1,9,15,6,,,,,,,9,1,261,10,272,599,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0479B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,480,B,97,,167,6,9,0,1,6,13,2,,,,,,,6,0,307,11,318,707,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0480B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,481,B,100,,187,1,8,4,1,4,11,4,,,,,,,0,0,320,7,327,665,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0481B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,482,B,112,,185,1,14,0,0,5,11,8,,,,,,,8,0,344,7,351,720,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0482B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,483,B,101,,203,7,8,0,2,2,7,3,,,,,,,4,0,337,3,340,687,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0483B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,484,B,47,,108,22,3,0,2,4,7,7,,,,,,,4,0,204,10,214,480,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0484B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,484,C01,56,,140,25,7,1,0,4,10,6,,,,,,,4,1,253,6,260,479,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0484C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,494,B,106,,89,13,9,2,2,6,12,2,,,,,,,7,0,248,9,257,470,Acta casilla,,,
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,494,C01,109,,94,3,10,0,0,6,10,4,,,,,,,8,0,244,15,259,469,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0494C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,495,B,77,,83,4,3,3,1,5,18,4,,,,,,,6,0,204,11,215,434,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0495B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,495,C01,80,,94,1,4,2,1,8,25,2,,,,,,,7,0,224,9,233,433,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0495C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,496,B,133,,145,3,3,2,0,4,15,12,,,,,,,12,0,329,9,338,667,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0496B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,497,B,70,,81,5,8,0,0,7,10,2,,,,,,,8,0,191,8,199,432,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0497B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,498,B,80,,94,2,7,2,1,6,12,3,,,,,,,4,1,211,8,220,395,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0498B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,498,C01,76,,90,1,10,2,0,3,19,6,,,,,,,8,0,215,2,217,395,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0498C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,499,B,71,,117,1,5,1,0,8,9,0,,,,,,,3,0,215,5,220,466,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0499B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,499,C01,68,,115,2,7,0,0,6,5,3,,,,,,,0,3,206,8,217,466,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0499E1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,500,B,89,,129,5,7,0,0,10,5,1,,,,,,,0,0,246,9,255,524,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0500B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,500,C01,86,,137,1,7,0,0,7,5,0,,,,,,,4,0,247,5,252,524,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0500C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,501,B,69,,121,1,8,0,1,6,13,3,,,,,,,0,2,222,4,228,514,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0501B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,501,C01,67,,119,1,15,2,2,3,13,2,,,,,,,0,3,224,14,241,513,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0501C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,502,B,139,,121,3,19,2,0,21,35,7,,,,,,,0,0,347,12,359,615,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0502B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,502,C01,139,,141,2,16,3,1,15,28,5,,,,,,,9,0,359,15,374,614,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0502C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,502,C02,128,,106,5,15,7,1,14,34,2,,,,,,,5,0,317,15,332,614,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0502C2.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,503,B,78,,121,3,15,4,1,14,17,5,,,,,,,6,0,264,11,275,509,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0503B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,503,C01,79,,94,6,21,4,0,17,15,4,,,,,,,11,0,251,6,257,508,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0503C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,504,B,58,,98,2,14,2,2,9,19,3,,,,,,,6,1,213,6,220,425,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0504B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,504,C01,83,,72,0,19,1,1,8,13,3,,,,,,,6,0,206,9,215,424,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0504C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,505,B,112,,87,1,7,1,0,8,16,5,,,,,,,8,2,245,4,251,430,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0505B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,505,C01,120,,97,5,7,1,1,2,11,3,,,,,,,7,0,254,11,265,430,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0505C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,506,B,100,,71,4,12,4,0,9,5,4,,,,,,,0,0,209,9,218,400,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0506B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,506,C01,88,,82,3,9,1,0,11,11,5,,,,,,,3,0,213,9,222,400,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0506C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,507,B,137,,154,3,20,7,1,9,17,3,,,,,,,11,0,362,15,377,674,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0507B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,508,B,106,,97,2,8,2,0,9,14,1,,,,,,,10,0,249,18,267,562,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_05085B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,509,B,96,,139,1,8,1,0,7,13,4,,,,,,,8,0,277,6,283,573,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0509B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,510,B,66,,122,2,9,1,0,8,9,4,,,,,,,2,0,223,8,231,504,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0510B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,510,C01,59,,107,0,13,0,1,10,12,8,,,,,,,11,0,221,10,231,503,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0510C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,510,C02,60,,125,1,11,1,1,3,11,1,,,,,,,5,1,219,6,226,503,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0510C2.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,513,B,59,,159,11,8,1,1,5,2,1,,,,,,,0,0,247,6,253,514,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0513B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,513,C01,50,,143,13,9,2,0,1,3,0,,,,,,,3,1,224,7,232,514,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0513C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,514,B,114,,157,8,7,2,0,7,12,5,,,,,,,4,0,316,14,330,707,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0514B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,515,B,88,,134,1,9,2,1,4,7,2,,,,,,,2,0,250,15,265,531,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0515B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,515,C01,79,,125,0,10,2,0,7,11,4,,,,,,,1,0,239,10,249,530,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0515C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,516,B,89,,105,2,4,0,0,4,13,2,,,,,,,0,6,219,10,235,442,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0516B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,517,B,125,,99,1,9,1,0,5,12,5,,,,,,,8,0,265,16,281,568,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0517B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,518,B,77,,84,5,7,2,1,7,13,2,,,,,,,7,0,205,11,216,451,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0518B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,519,B,76,,93,1,6,3,1,5,9,5,,,,,,,7,0,206,9,215,480,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0519B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,519,C01,79,,94,1,10,4,1,4,7,3,,,,,,,7,0,210,13,223,480,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0519C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,520,B,77,,114,3,11,1,0,10,25,6,,,,,,,5,3,252,6,261,529,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0520B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,520,C01,86,,125,4,9,0,1,7,13,8,,,,,,,0,3,253,12,268,528,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0520C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,521,B,54,,148,3,3,1,0,5,7,3,,,,,,,4,0,228,12,240,501,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0521B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,521,C01,36,,129,2,7,1,0,3,9,3,,,,,,,0,2,190,8,200,500,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0521C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,521,SMR01,5,,11,0,0,0,1,0,2,0,,,,,,,0,0,19,0,19,0,Acta casilla,,,
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,522,B,66,,112,0,13,2,0,1,9,0,,,,,,,5,0,208,8,216,414,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0522B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,522,C01,72,,95,0,6,2,1,8,11,8,,,,,,,0,4,203,11,218,413,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0522C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,523,B,113,,119,3,6,0,0,5,18,5,,,,,,,12,2,281,9,292,596,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0523B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,524,B,79,,104,2,1,0,0,10,8,7,,,,,,,3,1,214,12,227,520,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0524B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,525,B,67,,176,9,4,1,1,6,13,0,,,,,,,3,0,280,10,290,619,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0525B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,525,C01,68,,178,14,7,3,1,5,12,1,,,,,,,0,4,289,11,304,618,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0525C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,606,B,24,,73,1,5,2,0,2,4,2,,,,,,,1,0,114,6,120,579,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0606B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,606,C01,32,,64,3,6,1,0,1,6,4,,,,,,,0,0,117,9,126,578,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0606C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,606,C02,34,,63,2,3,2,0,1,6,1,,,,,,,0,2,112,3,117,578,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0606C2.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,609,B,68,,99,3,2,3,0,3,10,2,,,,,,,5,0,195,10,205,468,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0609B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,609,C01,72,,98,1,6,0,0,1,9,1,,,,,,,2,1,190,4,195,468,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0609C1.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,610,B,99,,141,9,10,4,3,7,18,3,,,,,,,8,1,302,6,309,678,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0610B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,611,B,61,,108,0,6,2,0,3,6,3,,,,,,,2,0,191,11,202,399,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0611B.pdf
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,611,C01,37,,97,0,3,1,0,3,8,5,,,,,,,1,0,155,4,159,398,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,448,B,119,,125,1,6,3,2,11,20,11,,,,,,,,0,298,4,302,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0448B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,448,C01,108,,148,2,6,2,0,12,20,5,,,,,,,,0,303,8,311,713,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/DIPUTADOS/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_DIP_0448C1.pdf
