CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,4,DURANGO,5,DURANGO,416,E01,32,,145,5,8,,0,2,2,0,,,,0,,,,0,194,3,197,343,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0416E1.pdf
1,10,DURANGO,4,DURANGO,5,DURANGO,417,B,21,,112,4,0,,0,0,0,0,,,,0,,,,0,137,3,140,241,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0417B.pdf
1,10,DURANGO,4,DURANGO,5,DURANGO,418,B,2,,41,2,0,,0,0,0,0,,,,0,,,,0,45,1,46,161,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0418B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,157,B,165,,87,23,8,,2,6,8,4,,,,,21,10,,0,334,6,340,556,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0157B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,157,C01,153,,94,21,5,,1,9,10,7,,,,,15,2,,0,317,9,326,556,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0157C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,157,C02,186,,81,16,8,,1,3,12,5,,,,,11,4,,0,327,8,335,555,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0157C2.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,158,B,123,,72,7,5,,1,3,9,1,,,,,8,7,,0,236,7,243,382,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/01587B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,158,C01,108,,70,9,3,,0,3,7,6,,,,,5,5,,0,216,4,220,381,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0158C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,159,B,176,,89,9,4,,1,8,11,10,,,,,7,8,,0,323,11,334,548,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0159B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,159,C01,165,,94,11,7,,0,7,4,11,,,,,8,7,,0,314,12,326,547,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0159C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,160,B,119,,79,12,5,,0,6,7,8,,,,,2,1,,0,239,3,242,402,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0160B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,160,C01,115,,73,12,3,,2,2,4,6,,,,,2,4,,0,223,8,231,402,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0160C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,161,B,136,,129,10,2,,2,6,4,4,,,,,9,1,,0,303,14,317,514,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0161B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,161,C01,123,,131,22,1,,1,4,7,3,,,,,9,3,,1,304,10,315,514,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0161C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,161,C02,106,,113,14,2,,2,7,9,2,,,,,9,4,,0,268,7,275,513,Grupo de Recuento,,,
1,10,DURANGO,5,DURANGO,5,DURANGO,170,B,229,,93,28,1,,0,7,11,14,,,,,14,4,,0,401,9,410,664,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0170B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,170,C01,231,,94,32,3,,3,11,11,6,,,,,19,6,,1,416,10,427,664,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0170C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,171,B,170,,95,11,5,,1,9,9,6,,,,,5,2,,0,313,5,318,547,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0171B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,171,C01,174,,105,11,5,,1,3,4,8,,,,,6,7,,0,324,8,332,547,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0171C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,171,C02,160,,104,9,2,,2,1,11,6,,,,,11,15,,1,321,7,329,546,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0171C2.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,185,B,202,,68,6,1,,1,5,7,3,,,,,8,3,,0,304,11,315,461,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0185B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,185,C01,209,,75,16,4,,0,3,7,1,,,,,5,2,,0,322,5,327,461,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0185C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,186,B,193,,70,5,4,,1,9,5,3,,,,,18,7,,0,315,4,319,459,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0186B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,187,B,142,,74,23,3,,1,5,7,2,,,,,7,4,,0,268,5,273,426,Acta casilla,,,
1,10,DURANGO,5,DURANGO,5,DURANGO,187,C01,150,,80,20,1,,2,3,10,8,,,,,11,7,,1,292,10,303,426,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0187C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,188,B,204,,100,6,7,,2,4,8,7,,,,,35,9,,1,382,7,390,559,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0188B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,188,C01,235,,81,15,8,,4,8,8,2,,,,,16,7,,0,384,4,388,559,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0188C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,189,B,244,,92,16,19,,2,4,7,2,,,,,18,4,,0,408,8,416,645,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0189B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,190,B,244,,135,10,4,,1,6,14,0,,,,,23,6,,0,443,10,453,651,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0190B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,191,B,304,,148,16,6,,3,10,9,1,,,,,20,5,,1,522,11,534,742,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0191B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,192,B,184,,58,4,2,,0,2,4,2,,,,,6,3,,0,265,0,265,397,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0192B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,192,C01,155,,66,11,5,,1,10,9,2,,,,,8,6,,0,273,10,283,397,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0192C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,193,B,194,,129,12,5,,0,7,7,4,,,,,7,2,,0,367,11,378,608,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0193B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,194,B,179,,92,7,6,,6,4,6,8,,,,,11,3,,0,322,7,329,463,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0194B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,194,C01,182,,77,12,1,,0,11,9,4,,,,,13,8,,0,317,4,321,463,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0194C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,195,B,177,,120,15,3,,1,5,5,6,,,,,4,4,,0,340,11,351,588,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0195B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,195,C01,199,,98,23,1,,2,9,14,3,,,,,7,3,,2,359,5,366,587,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0195C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,196,B,109,,79,9,3,,2,3,10,3,,,,,13,3,,0,234,5,239,384,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0196B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,196,C01,112,,72,15,8,,0,6,4,4,,,,,7,3,,0,231,8,239,384,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0196C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,202,B,193,,92,12,5,,5,3,5,5,,,,,5,0,,0,325,12,337,568,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0202B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,202,C01,179,,111,14,4,,2,9,6,4,,,,,18,4,,0,351,5,356,568,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0202C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,202,C02,187,,106,17,5,,0,7,7,7,,,,,9,3,,0,348,5,353,568,Acta casilla,,,
1,10,DURANGO,5,DURANGO,5,DURANGO,203,B,191,,76,7,4,,1,5,8,0,,,,,9,3,,0,304,3,307,430,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0203B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,203,C01,182,,80,6,3,,2,10,8,3,,,,,9,3,,0,306,6,312,430,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0203C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,205,B,268,,144,8,7,,0,3,17,7,,,,,17,6,,6,477,10,493,723,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0205B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,206,B,292,,100,13,6,,3,4,12,2,,,,,19,3,,0,454,3,457,635,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0206B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,207,B,240,,73,6,2,,2,4,7,4,,,,,0,7,,0,345,7,352,544,Acta casilla,,,
1,10,DURANGO,5,DURANGO,5,DURANGO,208,B,164,,65,2,2,,0,3,9,4,,,,,8,3,,1,260,3,264,392,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0208B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,208,C01,166,,53,4,2,,5,1,6,1,,,,,9,5,,0,252,5,257,392,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0208C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,209,B,251,,107,13,2,,1,12,4,4,,,,,14,9,,1,417,7,425,647,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0209B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,210,B,203,,76,7,7,,0,4,7,3,,,,,9,12,,0,328,6,334,497,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0210B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,210,C01,220,,66,8,3,,2,5,9,0,,,,,9,5,,1,327,10,338,497,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0210C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,211,B,308,,127,11,9,,3,3,13,2,,,,,12,5,,0,493,15,508,735,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0211B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,212,B,286,,87,7,14,,3,8,11,3,,,,,13,6,,0,438,3,441,656,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0212B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,213,B,290,,109,7,7,,1,4,13,3,,,,,15,9,,1,458,9,468,676,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0213B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,214,B,238,,83,4,3,,1,8,5,4,,,,,13,7,,0,366,10,376,554,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0214B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,215,B,285,,96,6,6,,0,4,11,2,,,,,15,12,,0,437,9,446,648,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0215B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,216,B,210,,74,7,6,,0,2,5,4,,,,,9,7,,1,324,9,334,457,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0216B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,217,B,298,,122,4,7,,0,5,7,6,,,,,13,7,,1,469,8,478,692,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0217B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,223,B,181,,106,27,6,,0,5,6,4,,,,,2,2,,0,339,9,348,641,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0223B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,223,C01,178,,99,17,1,,0,5,8,6,,,,,11,5,,0,330,7,337,640,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0223C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,224,B,210,,110,22,7,,0,12,8,6,,,,,9,6,,0,390,11,401,691,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0224B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,224,C01,250,,111,23,5,,1,8,13,3,,,,,11,8,,0,433,10,443,691,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0224C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,225,B,238,,73,32,3,,2,4,15,0,,,,,7,9,,1,383,10,394,683,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0225B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,225,C01,258,,91,23,8,,2,7,11,3,,,,,12,10,,0,425,13,438,683,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0225C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,226,B,268,,80,16,11,,1,4,8,8,,,,,12,4,,0,412,7,419,589,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0226B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,227,B,227,,93,14,8,,1,9,10,5,,,,,13,3,,0,383,7,390,568,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0227B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,227,C01,203,,102,16,8,,0,4,8,4,,,,,4,4,,0,353,5,358,567,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0227C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,228,B,201,,93,3,4,,3,10,7,2,,,,,9,8,,1,340,7,348,517,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0228B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,228,C01,202,,94,10,1,,1,5,5,7,,,,,5,8,,1,338,7,346,516,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0228C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,229,B,249,,111,16,7,,0,6,15,1,,,,,13,3,,0,421,13,434,606,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0229B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,230,B,195,,68,8,6,,2,3,6,1,,,,,10,3,,0,302,5,307,451,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0230B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,231,B,251,,84,8,1,,2,5,13,0,,,,,7,7,,0,378,7,385,637,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0231B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,232,B,190,,73,6,6,,1,8,10,5,,,,,7,3,,0,309,1,310,457,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0232B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,233,B,229,,66,10,2,,1,4,7,2,,,,,12,5,,0,338,7,345,537,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0233B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,233,SMR01,6,,1,2,1,,0,0,0,0,,,,,0,0,,0,10,0,10,0,Grupo de Recuento,,,
1,10,DURANGO,5,DURANGO,5,DURANGO,234,B,205,,50,6,5,,1,0,8,3,,,,,8,4,,0,290,2,292,407,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0234B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,235,B,182,,63,4,2,,1,0,7,2,,,,,12,3,,0,276,8,284,418,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0235B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,239,B,168,,53,14,7,,2,4,7,5,,,,,4,7,,0,271,4,275,420,Acta casilla,,,
1,10,DURANGO,5,DURANGO,5,DURANGO,239,C01,158,,71,22,0,,0,4,6,2,,,,,10,7,,0,280,4,284,340,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0239C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,240,B,291,,100,1,4,,1,7,9,1,,,,,25,3,,0,442,6,448,618,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0240B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,241,B,168,,120,11,1,,4,4,4,2,,,,,7,6,,0,327,4,331,556,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0241B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,242,B,270,,126,18,9,,0,5,14,2,,,,,9,6,,0,459,5,464,668,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0242B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,243,B,186,,99,11,3,,0,6,5,4,,,,,8,6,,0,328,5,333,466,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0243B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,243,C01,186,,88,8,7,,1,4,5,1,,,,,8,6,,0,314,2,316,466,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0243C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,244,B,179,,121,17,7,,1,5,11,2,,,,,8,7,,0,358,8,366,565,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0244B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,245,B,170,,63,6,6,,0,5,13,5,,,,,5,4,,0,277,10,287,442,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0245B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,245,C01,169,,63,19,1,,1,8,8,2,,,,,3,2,,0,276,5,281,441,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0245C1.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,246,B,195,,78,18,0,,0,10,5,5,,,,,13,14,,1,338,2,341,468,Grupo de Recuento,,,
1,10,DURANGO,5,DURANGO,5,DURANGO,247,B,199,,124,29,5,,0,11,6,7,,,,,10,2,,1,393,13,407,709,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0247B.pdf
1,10,DURANGO,5,DURANGO,5,DURANGO,247,C01,243,,92,27,3,,6,7,17,5,,,,,6,5,,1,411,15,427,708,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0247C1.pdf
