CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,4,E02C04,216,66,8,4,19,6,2,28,1,2,3,0,0,0,0,,,355,0,22,377,647,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/4 E2C4.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,5,B,1,0,B,244,87,10,5,8,6,6,38,1,1,5,2,1,0,0,,,414,0,12,426,522,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/5 B.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,5,C,1,0,C01,247,69,4,2,6,12,3,30,1,3,1,4,2,1,0,,,385,0,11,396,521,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,6,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,508,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/6 B.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,6,C,1,0,C01,240,56,4,2,12,5,5,32,3,7,3,1,1,1,0,,,372,0,15,387,507,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/6 C1.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,7,B,1,0,B,200,88,4,4,6,7,8,35,3,5,3,6,1,1,0,,,371,0,7,378,482,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/7 B.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,7,C,1,0,C01,226,75,7,4,5,10,4,28,1,2,1,4,0,0,0,,,367,0,4,371,481,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/7 C1.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,8,B,1,0,B,295,45,1,0,3,2,0,22,2,1,4,1,1,0,0,,,377,0,5,382,381,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,8,C,1,0,C01,197,55,5,1,5,4,1,23,0,1,1,0,0,0,0,,,293,0,6,299,380,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,B,1,0,B,312,79,14,3,6,8,5,46,2,2,2,1,1,1,0,,,482,0,5,487,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/9 B.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,1,0,C01,333,87,5,3,7,6,2,42,0,2,1,1,0,0,0,,,489,0,10,499,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/9 C1.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,2,0,C02,299,79,8,1,4,5,4,52,3,0,7,1,1,2,1,,,467,0,7,474,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/9 C2.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,3,0,C03,306,75,6,3,4,6,1,60,3,1,4,1,0,0,0,,,470,0,7,477,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/9 C3.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,4,0,C04,303,81,12,2,6,7,5,38,1,3,8,4,0,0,0,,,470,1,13,484,645,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/9 C4.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,5,0,C05,223,69,10,3,6,9,12,46,4,4,4,4,0,0,0,,,394,0,11,405,645,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,9,C,6,0,C06,305,68,8,6,7,4,7,32,2,2,5,3,0,0,0,,,449,0,11,460,644,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/9 C6.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,10,B,1,0,B,191,65,13,2,14,10,1,40,3,3,5,7,0,0,0,,,354,1,16,371,505,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/10 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,10,C,1,0,C01,173,63,7,1,11,6,5,38,3,1,11,2,5,0,0,,,326,0,24,350,504,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/10 C1.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,11,B,1,0,B,156,101,6,5,10,6,3,38,3,4,2,2,0,0,0,,,336,0,14,350,457,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,11,C,1,0,C01,161,89,10,4,13,7,4,40,4,3,4,2,1,3,1,,,346,0,12,358,457,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/11 C1.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,12,B,1,0,B,172,92,11,6,4,3,14,48,3,6,0,5,3,0,0,,,367,0,23,390,511,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/12 B.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,12,C,1,0,C01,165,103,6,1,7,5,20,47,4,0,1,5,1,0,0,,,365,0,15,380,511,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/12 C1.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,12,C,2,0,C02,154,96,8,2,4,5,12,63,2,6,1,1,0,0,0,,,354,0,16,370,510,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,B,1,0,B,227,65,13,1,13,7,1,61,1,1,15,1,1,0,0,,,407,0,23,430,593,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,C,1,0,C01,215,75,17,4,11,3,10,44,4,0,9,5,2,0,0,,,399,1,30,430,592,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/13 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,B,1,0,B,152,90,13,0,16,6,3,45,1,2,6,1,2,0,0,,,337,1,18,356,523,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/14 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,C,1,0,C01,179,98,5,2,21,6,0,41,2,3,3,1,1,1,0,,,363,1,15,379,522,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/14 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,B,1,0,B,233,70,7,5,14,3,4,40,0,1,8,6,1,0,0,,,392,0,24,416,566,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,C,1,0,C01,225,70,7,4,20,7,2,32,2,0,9,0,1,0,0,,,379,0,15,394,565,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/15 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,B,1,0,B,198,78,2,3,17,7,8,36,2,1,11,7,3,0,0,,,373,0,18,391,586,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/16 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,C,1,0,C01,233,56,4,2,11,7,1,44,5,0,14,3,2,0,0,,,382,0,21,403,585,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/16 C1.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,B,1,0,B,291,84,8,4,7,7,7,72,1,3,6,3,3,0,0,,,496,0,17,513,735,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/17 B.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,1,0,C01,264,79,13,2,7,4,3,61,5,4,1,2,2,0,0,,,447,2,13,462,735,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/17 C1.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,2,0,C02,253,75,23,3,8,4,1,74,5,11,4,2,1,1,0,,,465,0,13,478,734,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,3,0,C03,278,79,15,1,11,7,3,77,2,1,2,3,4,2,0,,,485,0,13,498,734,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/17 C3.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,4,0,C04,291,74,8,3,6,10,6,53,3,8,5,3,0,0,0,,,470,0,14,484,734,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/17 C4.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,5,0,C05,260,76,13,1,12,8,3,70,6,2,0,1,0,0,0,,,452,0,16,468,734,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,17,C,6,0,C06,250,76,14,2,9,8,4,68,3,3,8,4,0,1,0,,,450,0,11,461,734,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/17 C6.JPG
 ,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,18,B,1,0,B,271,93,5,3,6,9,5,38,4,1,5,2,2,1,1,,,446,0,11,457,635,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/18 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,B,1,0,B,194,54,3,1,7,8,1,44,0,2,4,5,1,0,0,,,324,0,34,358,535,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/19 B.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,C,1,0,C01,202,58,6,2,2,7,2,47,2,2,8,0,1,1,0,,,340,0,13,353,535,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/19 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,B,1,0,B,219,79,5,6,7,3,3,35,1,4,5,9,1,1,0,,,378,0,12,390,557,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/20 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,C,1,0,C01,190,60,11,3,12,11,1,34,0,3,13,5,2,1,0,,,346,0,19,365,557,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,B,1,0,B,180,96,8,3,10,2,7,47,3,3,3,3,0,1,0,,,366,0,12,378,519,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/21 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,C,1,0,C01,171,92,8,1,8,6,3,52,0,0,5,0,2,1,0,,,349,0,10,359,519,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/21 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,C,2,0,C02,184,80,4,2,8,7,8,50,1,2,3,3,0,0,0,,,352,0,10,362,518,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/21 C2.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,B,1,0,B,176,74,8,3,14,8,6,44,1,4,6,5,2,2,0,,,353,0,11,364,467,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/22 B.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,C,1,0,C01,164,85,8,2,12,4,7,49,4,2,4,2,2,0,0,,,345,0,11,356,466,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/22 C1.JPG
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,B,1,0,B,134,91,11,0,16,5,3,44,1,0,6,5,2,0,0,,,318,0,9,327,433,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,C,1,0,C01,165,9,13,0,0,0,0,31,1,1,0,0,0,0,0,,,220,0,0,220,432,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/23 C1.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,24,B,1,0,B,201,112,4,2,8,7,3,55,2,2,2,2,1,0,0,,,401,0,13,414,558,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/24 B.JPG
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,24,C,1,0,C01,145,94,6,2,5,9,5,66,1,7,0,1,0,0,1,,,342,5,13,360,558,ACTA LEVANTADA EN CONSEJO,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/CONSEJOS/CAMPECHE.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,25,B,1,0,B,201,161,4,3,4,9,8,58,1,0,1,4,0,2,0,,,456,0,8,464,592,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/25 B.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,26,B,1,0,B,200,113,0,4,3,1,3,65,2,5,2,4,0,0,0,,,402,0,8,410,547,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/26 B.PDF
 ,4,CAMPECHE,7,TENABO,1,CAMPECHE,26,C,1,0,C01,214,104,11,5,4,7,0,54,3,5,0,1,0,0,0,,,408,0,11,419,547,ACTA CASILLA,,,HTTP://WWW.IEEC.ORG.MX/DOCUMENTACION/PROCESOS/2017-2018/ACTAS/AYUNTAMIENTOS/26 C1.PDF
