CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,26,SONORA,6,CANANEA,1,ACONCHI,1,B,157,187,0,2,0,0,13,22,0,0,6,4,7,0,0,0,0,0,0,398,1,399,502,Acta casilla,,,
1,26,SONORA,6,CANANEA,1,ACONCHI,1,C01,178,178,0,1,0,0,5,27,0,0,4,1,7,0,0,0,0,0,0,401,4,405,502,Acta casilla,,,
1,26,SONORA,6,CANANEA,1,ACONCHI,1,C02,159,187,0,3,0,0,11,25,0,0,9,0,2,0,0,0,0,0,0,396,12,408,501,Acta casilla,,,
1,26,SONORA,6,CANANEA,1,ACONCHI,2,B,153,116,0,2,0,0,2,20,0,0,4,1,5,0,0,0,0,0,0,303,2,305,383,Acta casilla,,,
1,26,SONORA,6,CANANEA,1,ACONCHI,2,C01,155,125,0,0,0,0,0,14,0,0,5,1,1,0,0,0,0,0,0,301,10,311,383,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,3,B,201,74,2,2,2,2,32,3,0,0,5,0,0,0,0,0,0,0,0,323,9,332,662,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,3,C01,199,74,0,5,1,2,35,3,0,0,0,0,6,2,0,0,0,0,0,327,9,336,661,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,4,B,103,44,4,2,2,0,18,4,0,0,3,0,2,0,0,0,0,0,0,182,2,184,368,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,5,B,180,78,1,3,5,5,23,2,0,0,10,3,9,0,0,0,0,0,0,319,5,324,665,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,6,B,176,57,4,0,3,3,0,6,0,0,42,0,0,0,0,0,0,0,0,291,10,301,638,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,6,C01,185,62,3,1,3,5,23,3,0,0,15,3,9,0,0,0,0,0,0,312,11,323,637,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,7,B,178,70,4,2,3,5,24,8,0,0,5,3,2,0,0,0,0,0,0,304,7,311,699,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,7,C01,184,79,5,5,2,9,25,3,0,0,5,0,4,0,0,0,0,0,0,321,4,325,699,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,8,B,183,80,9,4,3,2,21,9,0,0,7,0,0,0,0,0,0,0,0,318,2,320,641,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,8,C01,179,53,6,2,2,7,31,10,0,0,6,0,6,0,0,0,0,0,0,302,5,307,641,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,8,C02,198,58,6,4,4,3,22,9,0,0,7,1,4,0,0,0,0,0,0,316,5,321,641,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,8,C03,187,77,6,2,0,4,18,5,0,0,17,0,0,0,0,0,0,0,0,316,4,320,641,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,9,B,173,79,4,2,3,2,30,4,0,0,4,0,2,0,0,0,0,0,0,303,3,306,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,9,C01,171,65,5,1,5,10,22,5,0,0,10,0,3,0,0,0,0,0,0,297,7,304,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,9,C02,175,77,2,3,4,3,35,4,0,0,12,4,3,0,0,0,0,0,0,322,7,329,656,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,9,C03,163,73,7,2,7,7,28,2,0,0,8,1,4,0,0,0,0,0,0,302,12,314,656,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,10,B,202,64,4,1,3,9,13,9,0,0,7,2,5,0,0,0,0,0,0,319,14,333,631,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,10,C01,167,69,5,2,2,6,18,5,0,0,4,4,3,0,0,0,0,0,0,285,8,293,631,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,10,C02,198,56,3,4,4,4,24,7,0,0,12,2,4,0,0,0,0,0,0,318,11,329,631,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,10,C03,188,74,4,4,3,5,23,5,0,0,13,2,1,0,0,0,0,0,0,322,5,327,631,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,11,B,214,98,1,3,2,2,23,9,0,0,3,1,10,0,0,0,0,0,0,366,3,369,722,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,11,C01,209,76,5,6,3,4,28,4,0,0,11,0,6,0,0,0,0,0,0,352,8,360,722,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,12,B,168,53,1,1,3,2,19,6,0,0,10,4,4,0,0,0,0,0,0,271,8,279,598,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,12,C01,142,69,2,5,1,1,24,6,0,0,11,2,2,0,0,0,0,0,0,265,8,273,597,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,13,B,143,69,1,3,1,6,20,3,0,0,11,0,4,1,0,0,0,0,0,262,2,264,586,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,13,C01,147,46,2,0,2,2,17,4,0,0,33,0,0,0,0,0,0,0,0,253,4,257,585,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,14,B,141,65,4,2,4,2,30,6,0,0,0,0,0,0,0,0,0,0,0,254,3,257,566,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,14,C01,177,52,6,2,3,0,29,6,0,0,6,0,7,0,0,0,0,0,0,288,6,294,566,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,14,C02,137,68,3,1,3,0,29,6,0,0,9,4,7,0,0,0,0,0,0,267,2,269,565,Grupo de Recuento,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,14,S01,35,14,1,2,1,0,8,2,0,0,1,0,0,0,0,0,0,0,0,64,5,69,0,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,15,B,156,68,0,2,2,2,25,1,0,0,6,1,6,0,0,0,0,0,0,269,11,280,545,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,15,C01,144,80,2,1,6,1,32,5,0,0,7,1,8,0,0,0,0,0,0,287,7,294,544,Grupo de Recuento,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,16,B,218,87,1,2,4,2,32,2,0,0,11,1,10,0,0,0,0,0,0,370,6,376,689,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,17,B,224,61,6,2,6,2,27,7,0,0,8,2,4,0,0,0,0,0,0,349,4,353,715,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,17,C01,197,53,4,4,2,4,22,7,0,0,8,0,6,0,0,0,0,0,0,307,3,310,715,Grupo de Recuento,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,17,C02,197,71,4,4,2,4,36,3,0,0,4,2,7,0,0,0,0,0,0,334,5,339,715,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,17,C03,200,73,8,6,1,3,30,7,0,0,0,0,8,0,0,0,0,0,0,336,6,342,715,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,18,B,137,59,2,4,1,2,43,2,0,0,6,2,0,0,0,0,0,0,0,258,4,262,553,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,18,C01,147,48,2,1,2,1,47,6,0,0,2,0,5,1,0,0,0,0,0,262,9,271,553,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,18,C02,131,52,1,2,4,0,47,3,0,0,10,0,4,0,0,0,0,0,0,254,5,259,552,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,19,B,173,62,7,0,6,1,28,5,0,0,8,1,6,0,0,0,0,0,0,297,8,305,658,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,19,C01,182,65,5,0,2,5,22,5,0,0,4,1,4,0,0,0,0,0,0,295,9,304,658,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,19,C02,164,68,5,3,3,0,22,8,0,0,8,0,4,0,0,0,0,0,0,285,4,289,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,19,C03,188,71,1,4,4,2,19,3,0,0,8,2,3,0,0,0,0,0,0,305,7,312,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,20,B,197,51,3,3,2,5,31,3,0,0,7,0,4,1,0,0,0,0,0,307,5,312,669,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,20,C01,201,54,3,2,1,0,13,3,0,0,9,3,9,0,0,0,0,0,0,298,4,302,669,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,20,C02,197,59,2,5,3,1,33,1,0,0,7,3,3,0,0,0,0,0,0,314,4,318,669,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,20,C03,168,66,4,0,8,3,32,6,0,0,8,5,7,0,0,0,0,0,0,307,4,311,669,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,20,C04,196,55,5,1,3,0,33,4,0,0,4,6,5,0,0,0,0,0,0,312,4,316,669,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,20,C05,203,0,6,0,6,0,92,3,0,0,0,0,0,0,0,0,0,0,0,310,3,313,669,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,20,C06,182,67,7,2,4,6,31,13,0,0,6,3,8,1,0,0,0,0,0,330,8,338,669,Grupo de Recuento,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,21,B,187,77,3,0,2,4,29,6,0,0,3,0,9,0,0,0,0,0,0,320,10,330,623,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,21,C01,171,81,6,3,2,3,22,9,0,0,8,3,4,0,0,0,0,0,0,312,8,320,623,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,21,C02,185,71,2,2,2,3,24,3,0,0,6,1,6,0,0,0,0,0,0,305,4,309,622,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,B,179,66,3,9,2,4,25,2,0,0,11,1,1,0,0,0,0,0,0,303,7,310,670,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,C01,176,65,4,2,4,5,34,6,0,0,0,8,0,0,0,0,0,0,0,304,8,312,670,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,C02,177,85,8,3,4,1,36,4,0,0,10,3,3,0,0,0,0,0,0,334,3,337,670,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,C03,205,71,4,0,4,5,24,7,0,0,1,5,3,0,0,0,0,0,0,329,6,335,670,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,C04,204,61,4,5,6,7,28,3,0,0,8,1,5,0,0,0,0,0,0,332,6,338,670,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,C05,197,64,1,2,2,7,24,3,0,0,1,1,5,0,0,0,0,0,0,307,8,315,670,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,C06,167,79,8,1,3,4,32,5,0,0,16,0,0,0,0,0,0,0,0,315,11,326,670,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,C07,166,72,3,4,2,2,24,7,0,0,2,2,4,0,0,0,0,0,0,288,9,297,669,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,22,C08,171,74,3,1,3,4,29,9,0,0,8,1,9,0,0,0,0,0,0,312,8,320,669,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,23,B,183,81,0,0,4,2,43,6,0,0,5,1,4,1,0,0,0,0,0,330,6,336,667,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,23,C01,132,85,5,1,5,4,47,10,0,0,7,0,8,0,0,0,0,0,0,304,9,313,667,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,23,C02,184,52,3,3,8,3,50,11,0,0,5,1,5,0,0,0,0,0,0,325,9,334,666,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,23,C03,175,63,5,3,8,3,34,2,0,0,6,1,6,0,0,0,0,0,0,306,10,316,666,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,23,C04,161,79,3,5,3,3,39,8,0,0,0,1,7,0,0,0,0,0,0,309,8,317,666,Grupo de Recuento,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,B,181,63,10,2,6,4,24,12,0,0,15,0,0,0,0,0,0,0,0,317,8,325,692,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C01,199,45,9,1,2,2,27,6,0,0,3,3,3,0,0,0,0,0,0,300,9,309,692,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C02,161,48,4,4,2,3,20,8,0,0,8,3,10,1,0,0,0,0,0,272,8,280,692,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C03,169,75,8,2,6,6,13,8,0,0,2,5,3,0,0,0,0,0,0,297,8,305,692,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C04,191,57,4,0,2,1,25,7,0,0,9,1,9,1,0,0,0,0,0,307,5,312,692,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C05,193,58,1,5,7,5,29,4,0,0,3,1,5,1,0,0,0,0,0,312,13,325,692,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C06,185,66,4,1,2,5,20,4,0,0,10,0,2,0,0,0,0,0,0,299,3,302,692,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C07,198,50,4,1,2,3,25,3,0,0,3,2,3,0,0,0,0,0,0,294,10,304,692,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C08,193,49,4,3,2,4,31,2,0,0,5,1,8,0,0,0,0,0,0,302,10,312,691,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,24,C09,186,66,4,3,5,3,31,3,0,0,14,0,0,0,0,0,0,0,0,315,6,321,691,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,25,B,179,102,3,1,5,3,24,1,0,0,13,2,8,0,0,0,0,0,0,341,13,354,746,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,25,C01,204,88,4,5,5,4,18,9,0,0,15,5,5,0,0,0,0,0,0,362,9,371,746,Grupo de Recuento,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,25,C02,226,89,3,5,2,4,50,3,0,0,5,2,12,0,0,0,0,0,0,401,9,410,745,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,26,B,204,83,6,5,3,3,39,3,0,0,10,1,6,0,0,0,0,0,0,363,10,373,724,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,26,C01,205,2,7,0,2,0,0,4,0,0,118,0,0,0,0,0,0,0,0,338,8,346,724,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,26,C02,197,80,4,2,6,4,30,3,0,0,11,1,5,1,0,0,0,0,0,344,14,358,724,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,26,C03,213,50,5,7,8,0,50,2,0,0,7,1,9,0,0,0,0,0,0,352,8,360,723,Grupo de Recuento,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,26,C04,174,72,2,4,3,3,50,2,0,0,11,3,10,1,0,0,0,0,0,335,15,350,723,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,26,S01,42,18,1,0,2,3,9,0,0,0,3,1,3,0,0,0,0,0,0,82,3,85,0,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,27,B,56,15,0,0,0,1,5,0,0,0,2,0,5,0,0,0,0,0,0,84,1,85,128,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,28,B,34,35,0,1,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,82,1,83,127,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,30,B,56,56,1,1,1,0,25,0,0,0,4,1,9,0,0,0,0,0,0,154,2,156,283,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,31,B,221,65,6,2,2,1,28,8,0,0,9,0,0,0,0,0,0,0,0,342,5,347,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,31,C01,187,72,6,1,5,2,33,8,0,0,10,0,0,0,0,0,0,0,0,324,5,329,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,31,C02,202,65,9,3,5,2,20,13,0,0,21,0,0,0,0,0,0,0,0,340,6,346,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,31,C03,197,70,9,1,7,2,36,6,0,0,8,0,0,0,0,0,0,0,0,336,7,343,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,31,C04,186,83,9,5,6,4,25,2,0,0,0,0,0,0,0,0,0,0,0,320,5,325,657,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,31,C05,188,59,12,1,5,4,35,13,0,0,7,0,0,0,0,0,0,0,0,324,3,327,656,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,2,AGUA PRIETA,32,B,106,34,0,1,0,1,20,3,0,0,1,3,4,0,0,0,0,0,0,173,4,177,337,Acta casilla,,,
1,26,SONORA,3,CABORCA,3,ALTAR,34,B,107,165,198,2,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,488,5,493,652,Acta casilla,,,
1,26,SONORA,3,CABORCA,3,ALTAR,34,C01,95,144,184,1,15,0,3,0,0,0,2,1,0,0,0,0,0,0,0,445,8,453,652,Acta casilla,,,
1,26,SONORA,3,CABORCA,3,ALTAR,35,B,141,186,149,0,34,0,16,0,0,0,4,1,1,0,0,0,0,0,0,532,6,538,728,Acta casilla,,,
1,26,SONORA,3,CABORCA,3,ALTAR,35,C01,146,161,142,0,34,0,12,0,0,0,2,1,1,0,0,0,0,0,0,499,4,503,728,Acta casilla,,,
1,26,SONORA,3,CABORCA,3,ALTAR,35,C02,153,150,144,1,30,0,11,0,0,0,1,0,0,0,0,0,0,0,0,490,6,496,728,Acta casilla,,,
1,26,SONORA,3,CABORCA,3,ALTAR,37,B,67,89,18,1,4,0,1,1,0,0,3,1,0,0,0,0,0,0,0,185,7,192,266,Acta casilla,,,
1,26,SONORA,18,OBREGON NORTE,4,ARIVECHI,38,B,154,181,0,1,0,0,1,4,0,0,2,3,1,0,0,0,0,0,0,347,4,351,447,Acta casilla,,,
1,26,SONORA,18,OBREGON NORTE,4,ARIVECHI,38,C01,178,172,0,0,0,0,0,7,0,0,3,1,2,0,0,0,0,0,0,363,2,365,446,Grupo de Recuento,,,
1,26,SONORA,18,OBREGON NORTE,4,ARIVECHI,39,B,77,120,0,1,0,0,0,3,0,0,10,0,2,0,0,0,0,0,0,213,3,216,263,Grupo de Recuento,,,
1,26,SONORA,18,OBREGON NORTE,4,ARIVECHI,40,B,55,55,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,114,0,114,122,Acta casilla,,,
1,26,SONORA,6,CANANEA,5,ARIZPE,41,B,118,118,81,0,0,0,2,0,0,0,10,3,9,0,0,0,0,0,0,341,3,344,397,Grupo de Recuento,,,
1,26,SONORA,6,CANANEA,5,ARIZPE,41,C01,102,111,91,2,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,322,4,326,397,Acta casilla,,,
1,26,SONORA,6,CANANEA,5,ARIZPE,42,B,179,157,57,0,0,0,6,0,0,0,8,7,10,0,0,0,0,0,0,424,3,427,490,Acta casilla,,,
1,26,SONORA,6,CANANEA,5,ARIZPE,42,C01,129,195,52,0,0,0,4,1,0,0,12,6,11,0,0,0,0,0,0,410,5,415,490,Grupo de Recuento,,,
1,26,SONORA,6,CANANEA,5,ARIZPE,43,B,150,174,83,1,0,0,1,0,0,0,3,9,3,0,0,0,0,0,0,424,5,429,498,Grupo de Recuento,,,
1,26,SONORA,6,CANANEA,5,ARIZPE,44,B,59,112,78,0,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,268,4,272,329,Grupo de Recuento,,,
1,26,SONORA,6,CANANEA,5,ARIZPE,45,B,48,77,30,1,0,0,4,0,0,0,6,2,2,0,0,0,0,0,0,170,5,175,245,Grupo de Recuento,,,
1,26,SONORA,3,CABORCA,6,ATIL,46,B,202,205,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,616,10,626,740,Acta casilla,,,
1,26,SONORA,18,OBREGON NORTE,7,BACADEHUACHI,47,B,133,117,0,2,0,161,17,0,0,0,7,0,9,0,0,0,0,0,0,446,11,457,517,Grupo de Recuento,,,
1,26,SONORA,18,OBREGON NORTE,7,BACADEHUACHI,47,C01,134,122,0,2,0,157,25,0,0,0,6,1,5,0,0,0,0,0,0,452,3,455,516,Grupo de Recuento,,,
1,26,SONORA,18,OBREGON NORTE,8,BACANORA,48,B,193,11,0,141,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,405,9,414,571,Acta casilla,,,
1,26,SONORA,18,OBREGON NORTE,8,BACANORA,48,C01,144,18,0,154,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,365,8,373,570,Acta casilla,,,
1,26,SONORA,18,OBREGON NORTE,8,BACANORA,49,B,48,0,0,66,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,153,8,161,198,Acta casilla,,,
1,26,SONORA,18,OBREGON NORTE,8,BACANORA,51,B,40,1,0,75,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,127,10,137,266,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,9,BACERAC,52,B,202,138,156,2,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,523,4,527,608,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,9,BACERAC,52,C01,185,139,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,4,452,522,Acta casilla,,,
1,26,SONORA,6,CANANEA,10,BACOACHI,54,B,111,203,60,0,0,0,3,0,0,0,16,5,4,0,0,0,0,0,0,402,5,407,534,Acta casilla,,,
1,26,SONORA,6,CANANEA,10,BACOACHI,54,C01,79,177,97,0,0,0,1,0,0,0,15,10,10,0,0,0,0,0,0,389,9,398,534,Acta casilla,,,
1,26,SONORA,6,CANANEA,10,BACOACHI,55,B,64,133,47,0,0,0,1,0,0,0,5,4,2,0,0,0,0,0,0,256,7,263,348,Acta casilla,,,
1,26,SONORA,6,CANANEA,11,BANAMICHI,56,B,185,209,0,0,0,0,3,0,0,0,18,0,5,0,0,0,0,0,0,420,1,421,496,Acta casilla,,,
1,26,SONORA,6,CANANEA,11,BANAMICHI,56,C01,180,206,0,1,0,0,3,0,0,0,17,1,9,0,0,0,0,0,0,417,6,423,496,Acta casilla,,,
1,26,SONORA,6,CANANEA,11,BANAMICHI,57,B,221,151,0,0,0,0,2,0,0,0,6,2,8,0,0,0,0,0,0,390,2,392,467,Acta casilla,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,58,B,304,86,0,0,0,0,1,1,0,0,5,0,3,0,0,0,0,0,0,400,9,409,499,Acta casilla,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,58,C01,330,70,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,406,7,413,499,Acta casilla,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,59,B,171,151,0,0,0,0,7,2,0,0,9,2,4,0,0,0,0,0,0,346,3,349,403,Acta casilla,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,59,C01,194,128,0,1,0,0,2,1,0,0,7,2,3,0,0,0,0,0,1,338,2,341,403,Grupo de Recuento,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,60,B,159,83,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,247,2,249,298,Acta casilla,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,61,B,61,67,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,135,0,135,155,Acta casilla,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,62,B,107,101,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,213,1,214,263,Acta casilla,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,63,B,203,60,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,266,1,267,327,Acta casilla,,,
1,26,SONORA,6,CANANEA,12,BAVIACORA,63,E01,248,85,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,336,10,346,400,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,13,BAVISPE,64,B,154,160,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,321,2,323,379,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,13,BAVISPE,64,C01,177,123,0,0,0,0,1,0,0,0,4,0,6,0,0,0,0,0,0,311,0,311,379,Acta casilla,,,
1,26,SONORA,7,AGUA PRIETA,13,BAVISPE,65,B,150,246,0,1,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,443,5,448,581,Acta casilla,,,
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,66,B,66,121,0,0,17,66,1,7,0,44,2,0,1,0,0,0,0,0,0,325,14,339,508,Grupo de Recuento,,,
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,66,C01,72,112,0,2,10,64,0,10,0,42,3,0,1,0,0,0,0,0,0,316,0,316,507,Grupo de Recuento,,,
