CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1934,B,1,0,B,68,142,4,3,2,12,6,21,99,3,2,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1,0,1,,,,,370,0,8,378,648,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1935,B,1,0,B,53,66,3,1,0,3,5,10,42,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,,,,,189,0,9,198,290,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1936,B,1,0,B,27,46,0,1,0,4,4,11,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,136,0,9,145,216,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1937,B,1,0,B,46,50,4,0,1,2,12,12,48,0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,0,1,0,1,0,,,,,187,0,8,195,325,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1938,B,1,0,B,102,85,6,1,3,10,4,27,84,1,2,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,,,,,332,0,9,341,595,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1939,B,1,0,B,55,78,2,6,2,7,1,6,77,2,2,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,4,1,0,0,,,,,249,0,11,260,412,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1940,B,1,0,B,74,69,3,2,3,2,15,7,109,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,,,,,293,0,10,303,499,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1941,B,1,0,B,81,107,1,3,1,9,3,13,66,2,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,,,,292,0,4,296,539,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1942,B,1,0,B,64,94,2,0,1,5,4,13,65,0,3,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,,,,,258,0,9,267,451,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1943,B,1,0,B,17,78,4,5,1,5,5,7,37,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,,,,,167,0,10,177,254,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1944,B,1,0,B,5,82,1,1,2,2,2,4,52,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,,,,161,0,13,174,291,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1945,B,1,0,B,2,48,0,1,4,1,3,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,85,4,89,178,133,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1946,B,1,0,B,1,13,0,4,1,1,3,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,55,0,3,58,104,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1948,B,1,0,B,41,96,9,8,0,1,2,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,,,,,196,0,11,207,445,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1949,B,1,0,B,22,54,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,93,0,8,101,215,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1951,B,1,0,B,12,84,2,0,1,1,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,,,,,138,0,6,144,270,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1952,B,1,0,B,9,57,2,1,2,0,0,6,29,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,111,0,7,118,203,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1953,B,1,0,B,24,31,0,0,2,1,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,76,0,2,78,144,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1954,B,1,0,B,27,50,3,1,1,2,1,6,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,119,0,7,126,190,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1955,B,1,0,B,50,112,2,5,1,2,5,21,68,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,,,,,275,0,5,280,368,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1956,B,1,0,B,37,75,1,1,1,2,2,6,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,166,0,1,167,248,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1957,B,1,0,B,27,86,0,3,2,4,6,8,55,2,0,0,0,1,0,0,0,0,0,0,0,0,5,6,0,0,1,1,0,0,,,,,207,0,4,211,348,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1958,B,1,0,B,112,51,1,0,1,0,3,2,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,204,0,0,204,205,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1960,B,1,0,B,30,98,7,6,4,3,2,33,68,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,257,0,9,266,474,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1961,B,1,0,B,36,68,1,3,1,3,1,20,57,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,,,,,197,0,8,205,353,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1962,B,1,0,B,30,84,4,11,5,5,1,21,81,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,,,,,252,0,14,266,453,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1963,B,1,0,B,8,28,2,1,1,1,11,1,32,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,90,0,9,99,217,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1965,B,1,0,B,37,87,1,0,1,2,12,29,24,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,197,0,9,206,321,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1966,B,1,0,B,60,80,0,1,2,7,4,6,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,,,,,210,0,6,216,338,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1967,B,1,0,B,24,63,0,0,0,3,7,4,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,127,0,2,129,175,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1969,B,1,0,B,43,74,1,4,5,8,4,11,80,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,4,0,2,,,,,248,0,9,257,408,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1970,B,1,0,B,50,97,5,5,4,5,5,17,62,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,,,,,257,0,25,282,499,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1971,B,1,0,B,90,98,3,4,3,8,3,13,40,2,0,1,0,0,2,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,,,,,273,0,21,294,468,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1972,B,1,0,B,59,90,0,3,1,5,2,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,243,0,13,256,396,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1973,B,1,0,B,17,79,4,3,1,20,3,11,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,196,0,5,201,284,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1974,B,1,0,B,10,100,2,2,1,3,5,4,64,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,196,0,7,203,276,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1976,B,1,0,B,11,57,3,1,4,2,1,4,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,,,,,131,0,3,134,193,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1977,B,1,0,B,34,103,0,2,6,8,5,3,72,4,1,0,1,1,0,0,0,1,0,0,0,0,1,3,0,1,3,0,0,0,,,,,249,0,11,260,428,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1978,B,1,0,B,11,78,1,2,4,0,0,6,65,2,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,,,,,178,0,15,193,306,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1979,B,1,0,B,9,42,0,2,2,1,1,1,15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,77,0,2,79,114,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1980,B,1,0,B,24,103,1,1,3,5,1,7,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,184,0,7,191,301,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1981,B,1,0,B,31,102,0,3,3,2,1,6,66,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,,,,,222,0,7,229,384,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1982,B,1,0,B,22,57,4,0,7,5,3,6,41,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,149,0,6,155,302,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1983,B,1,0,B,14,22,2,2,0,2,7,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,,,,82,0,5,87,127,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1984,B,1,0,B,8,48,0,1,1,1,5,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,80,0,0,80,101,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1985,B,1,0,B,20,41,5,7,2,8,5,3,66,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,,,,164,0,15,179,317,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1986,B,1,0,B,11,64,2,0,1,0,3,12,31,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,,,,,133,0,12,145,250,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1987,B,1,0,B,14,30,0,0,2,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,72,0,3,75,115,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1988,B,1,0,B,20,164,3,9,2,2,15,4,54,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,1,0,1,,,,,288,0,19,307,524,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1989,B,1,0,B,18,64,2,1,1,3,3,6,49,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,,,,,157,0,8,165,269,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1990,B,1,0,B,28,128,3,2,4,2,0,8,61,1,2,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,3,3,0,0,,,,,252,0,11,263,396,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1991,B,1,0,B,7,162,3,7,9,5,9,6,116,6,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,2,,,,,339,0,6,345,527,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1992,B,1,0,B,18,107,4,4,12,4,3,3,37,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,4,0,1,,,,,212,0,13,225,380,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1993,B,1,0,B,21,91,5,3,7,10,2,19,74,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,,,,,242,0,13,255,390,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1994,B,1,0,B,9,72,6,3,9,2,7,7,110,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,,,,,243,0,7,250,395,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1995,B,1,0,B,13,46,1,2,3,0,3,2,23,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,97,0,7,104,179,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1996,B,1,0,B,14,82,0,3,14,0,4,7,70,1,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,,,,,202,0,3,205,347,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1997,B,1,0,B,30,101,4,3,8,1,4,23,118,5,4,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,7,0,0,2,,,,,315,0,16,331,590,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1998,B,1,0,B,13,65,3,4,7,1,10,8,74,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,,,,,195,1,16,212,365,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,1999,B,1,0,B,18,15,3,2,2,4,1,5,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,77,0,4,81,130,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2000,B,1,0,B,6,63,1,2,0,0,6,6,42,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,134,0,0,134,216,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2001,B,1,0,B,16,78,2,1,6,2,6,6,64,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,,,,,194,0,10,204,303,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2002,B,1,0,B,12,59,4,1,4,3,3,3,77,1,5,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,,,,,178,0,6,184,297,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2003,B,1,0,B,6,57,1,3,4,3,3,3,82,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,166,0,4,170,257,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2004,B,1,0,B,16,50,8,1,3,6,3,14,126,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,0,0,,,,,239,0,4,243,386,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2005,B,1,0,B,20,51,4,3,3,20,5,21,164,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,302,0,15,317,459,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2006,B,1,0,B,16,77,2,6,5,8,5,15,162,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,2,,,,,315,0,8,323,520,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2007,B,1,0,B,14,51,4,0,10,8,4,14,144,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,,,,,260,0,6,266,396,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2008,B,1,0,B,19,55,7,1,5,5,2,7,101,1,4,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,1,,,,,215,0,7,222,349,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2009,B,1,0,B,18,57,10,1,2,6,3,32,150,4,3,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,2,0,2,0,,,,,296,0,11,307,455,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2010,B,1,0,B,20,124,4,0,5,5,1,29,183,4,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,1,1,0,2,,,,,387,0,10,397,572,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2011,B,1,0,B,22,85,4,1,8,9,9,24,130,4,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,2,0,2,,,,,307,0,7,314,424,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2012,B,1,0,B,17,73,5,4,8,32,5,28,162,0,2,0,2,1,1,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,,,,,349,0,13,362,545,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2013,B,1,0,B,8,87,4,2,9,4,0,14,116,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,253,0,8,261,388,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2014,B,1,0,B,48,94,1,5,13,6,10,38,139,4,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,2,,,,,369,0,9,378,568,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2015,B,1,0,B,15,65,0,3,5,5,2,10,127,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,,,,,239,0,4,243,339,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2016,B,1,0,B,12,52,3,0,3,3,3,10,36,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,128,0,6,134,200,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2017,B,1,0,B,17,73,5,3,7,4,3,17,96,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,,,,,241,0,6,247,409,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2018,B,1,0,B,6,25,0,3,3,1,4,16,43,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,107,0,4,111,168,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2019,B,1,0,B,20,102,12,3,8,8,6,40,109,6,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,0,1,,,,,324,0,12,336,523,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2020,B,1,0,B,17,73,3,1,0,3,2,7,27,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,,,,,139,0,8,147,251,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2021,B,1,0,B,24,52,1,3,5,23,2,49,66,6,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,,,,,237,0,9,246,370,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2022,B,1,0,B,8,19,1,2,1,0,4,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,71,0,8,79,125,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2023,B,1,0,B,26,63,1,1,6,6,4,38,72,2,2,0,1,0,1,0,1,0,1,0,0,0,3,3,2,0,1,0,0,2,,,,,236,0,13,249,383,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2024,B,1,0,B,20,81,23,2,2,7,3,31,60,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,1,0,0,,,,,241,0,9,250,356,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2025,B,1,0,B,29,82,2,0,0,4,1,30,46,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,,,,,203,0,7,210,270,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2026,B,1,0,B,18,50,0,1,3,2,2,20,60,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,,,165,0,8,173,247,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2027,B,1,0,B,8,56,2,1,1,8,5,34,50,2,1,0,1,0,0,0,0,0,1,0,1,2,3,1,0,0,1,0,0,0,,,,,178,0,6,184,265,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2028,B,1,0,B,22,75,3,4,2,3,1,31,56,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,,,,,204,0,4,208,333,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2029,B,1,0,B,59,63,8,4,5,7,1,37,77,1,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,,,,,269,0,7,276,373,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2030,B,1,0,B,29,57,3,2,4,8,3,49,32,0,2,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,,,,,195,0,2,197,275,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2031,B,1,0,B,47,41,13,6,0,6,3,31,62,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,214,0,4,218,333,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2032,B,1,0,B,39,112,16,5,9,7,4,39,103,0,4,0,2,2,0,0,0,0,1,0,0,1,3,2,0,0,8,3,0,0,,,,,360,0,12,372,552,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2033,B,1,0,B,12,55,4,0,0,3,0,8,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,,,,133,0,4,137,194,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2034,B,1,0,B,57,122,12,3,5,1,2,37,96,5,1,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,2,0,2,,,,,353,0,10,363,571,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2035,B,1,0,B,7,42,2,0,1,4,2,18,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,,,,,135,0,10,145,215,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2036,B,1,0,B,6,34,0,3,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,58,0,3,61,116,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2037,B,1,0,B,13,41,2,1,0,5,0,6,19,1,1,0,1,0,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,,,,,97,0,7,104,180,ACTA CASILLA,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2039,B,1,0,B,36,188,3,5,11,12,2,89,64,3,2,1,0,2,0,1,0,0,4,0,0,2,1,2,1,0,3,2,0,2,,,,,436,0,17,453,618,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2040,B,1,0,B,16,73,3,4,1,5,1,33,17,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,,,,,158,0,1,159,230,GRUPO DE RECUENTO,,,,
1,25,SINALOA,1,EL FUERTE,10,EL FUERTE,2041,B,1,0,B,18,77,2,5,2,4,1,38,70,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,,,,,226,0,8,234,311,GRUPO DE RECUENTO,,,,
