CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,152,B,152,120,11,25,15,19,16,16,5,6,0,0,385,15,400,747,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,152,C01,152,128,13,13,10,26,11,11,8,6,0,0,378,17,395,747,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,152,C02,166,113,5,9,17,30,16,15,3,2,0,0,376,7,383,747,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,152,C03,163,133,9,20,14,38,6,19,5,6,0,0,413,6,419,747,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,152,C04,163,112,14,24,19,26,13,6,8,10,0,0,395,19,414,747,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,153,B,160,109,7,10,21,13,5,10,6,2,4,0,347,6,353,592,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,153,C01,133,87,8,5,25,18,11,10,12,5,2,1,316,22,339,591,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,154,B,126,63,16,6,19,19,6,3,7,2,0,0,267,11,278,512,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,154,C01,120,75,12,2,11,13,6,3,6,5,5,0,258,10,268,512,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,155,B,222,121,5,7,17,20,11,6,6,4,3,0,422,9,431,683,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,155,C01,183,118,14,6,15,20,11,6,6,4,5,0,388,7,395,683,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,156,B,104,60,10,2,10,10,1,7,3,3,8,1,218,8,227,405,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,156,C01,96,89,7,3,9,10,5,7,4,2,3,0,235,3,238,404,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,157,B,126,76,5,8,35,24,7,10,9,7,4,0,311,4,315,498,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,157,C01,113,86,5,6,26,23,7,17,8,2,8,0,301,13,314,498,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,158,B,177,83,17,5,28,42,8,10,15,3,0,0,388,14,402,701,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,159,B,145,129,18,5,32,22,9,11,17,4,8,0,400,16,416,684,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,159,C01,134,127,12,9,24,24,13,18,13,2,8,0,384,11,395,683,Acta Casilla,,,
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,159,C02,137,129,7,3,26,30,10,10,13,6,3,0,374,20,394,683,Acta Casilla,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,160,B,100,153,7,10,9,36,13,11,5,6,6,0,356,7,363,633,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,160,C01,121,136,6,11,10,38,9,5,6,5,3,1,350,5,356,633,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,160,C02,134,110,12,5,9,36,13,11,5,4,4,0,343,8,351,632,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,160,C03,117,129,6,12,12,46,9,12,5,2,3,0,353,15,368,632,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,161,B,156,154,8,8,8,41,17,12,4,4,5,0,417,8,425,742,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,161,C01,167,143,7,9,5,63,25,15,9,8,3,0,454,10,464,742,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,161,C02,156,154,8,8,8,41,17,12,4,4,5,0,417,8,425,741,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,161,C03,154,132,11,6,12,65,18,19,4,4,3,1,428,18,447,741,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,161,C04,162,129,6,9,14,57,33,15,8,7,2,1,442,8,451,741,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,162,B,117,104,10,5,10,48,8,5,5,3,4,0,319,7,326,599,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,162,C01,124,100,7,7,3,53,9,9,7,3,2,1,324,6,331,599,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,162,C02,123,99,12,10,6,30,10,15,12,6,1,0,324,8,332,599,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,164,B,122,116,4,16,10,50,7,11,3,2,2,1,343,9,353,571,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,164,C01,128,111,10,4,5,41,5,5,5,9,2,2,325,11,338,570,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,164,C02,96,122,5,8,10,50,11,6,3,3,3,0,317,9,326,570,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,165,B,155,130,9,11,11,55,11,6,2,3,6,2,399,9,410,648,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,165,C01,172,112,10,4,13,59,10,11,8,5,2,0,406,6,412,648,Grupo de Recuento,,,
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,166,B,42,55,11,5,7,5,4,3,1,0,0,0,133,4,137,225,Acta Casilla,,,
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,166,E01,18,27,16,4,4,1,1,5,1,0,1,0,78,6,84,110,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,167,B,31,93,3,3,2,1,1,0,0,0,0,0,134,12,146,206,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,167,E01,25,81,0,6,0,3,1,0,0,1,0,0,117,2,119,149,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,167,E02,80,73,1,7,4,1,1,2,1,0,0,1,170,12,183,271,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,168,B,145,128,3,3,7,7,5,3,1,4,0,0,306,11,317,516,Acta Casilla,,,
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,169,B,70,81,15,4,3,7,3,2,5,0,3,0,193,5,198,300,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,337,B,103,64,6,7,7,18,5,9,4,4,0,1,227,3,231,470,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,337,C01,111,59,5,9,11,8,6,4,5,1,0,0,219,7,226,470,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,338,B,72,68,9,12,9,14,8,7,4,1,0,0,204,5,209,428,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,338,C01,83,63,4,7,11,17,7,5,4,3,0,0,204,4,208,428,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,339,B,78,61,4,0,8,11,2,3,2,2,0,0,171,7,178,350,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,340,B,97,70,3,7,8,16,6,9,3,4,0,0,223,7,230,407,Acta Casilla,,,
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,341,B,71,42,2,2,7,13,3,2,3,3,0,0,148,1,149,279,Acta Casilla,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,342,B,80,64,14,9,5,24,4,11,10,4,3,1,228,6,235,374,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,343,B,142,159,10,6,4,71,23,17,9,8,3,0,452,11,463,706,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,344,B,100,83,5,3,9,29,8,9,6,2,4,0,258,3,261,425,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,344,C01,82,99,4,4,5,24,1,9,4,4,3,0,239,7,246,425,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,345,B,156,162,9,8,6,79,10,15,6,3,3,0,457,3,460,743,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,346,B,101,89,9,2,6,42,7,1,6,1,4,0,268,7,275,421,Grupo de Recuento,Anulada,Anulada por el TEE de Colima,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,347,B,206,106,15,7,8,48,19,14,4,4,3,0,434,14,448,662,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,348,B,77,75,3,6,5,48,13,5,4,4,3,0,243,5,248,382,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,348,C01,91,63,3,4,6,31,9,6,8,0,5,0,226,5,231,382,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,349,B,113,96,3,4,7,34,6,7,6,1,1,0,278,5,283,447,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,349,C01,119,86,9,4,6,34,14,11,4,1,1,0,289,8,297,446,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,350,B,185,139,11,7,8,54,7,13,12,8,2,0,446,8,454,701,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,351,B,95,83,10,11,15,43,8,7,7,3,1,0,283,11,294,452,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,352,B,82,90,9,3,4,40,13,12,8,5,1,0,267,4,271,435,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,353,B,80,64,5,5,5,28,6,4,11,2,3,0,213,4,217,395,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,354,B,177,136,11,3,3,62,8,12,12,6,1,0,431,11,442,698,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,355,B,97,101,11,5,6,38,7,2,1,6,2,1,276,8,285,449,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,355,C01,89,92,12,5,2,30,7,10,5,3,2,0,257,5,262,449,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,356,B,92,77,3,9,7,25,4,3,3,4,1,0,228,3,231,395,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,356,C01,76,106,3,9,5,31,9,5,1,3,2,0,250,4,254,395,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,357,B,125,136,13,9,13,53,8,13,12,7,1,0,390,6,396,646,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,358,B,136,120,7,8,2,54,16,12,7,7,4,0,373,4,377,614,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,359,B,151,139,6,4,3,34,13,6,5,9,3,0,373,9,382,630,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,360,B,110,128,11,9,13,41,12,3,8,7,3,0,345,9,354,555,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,361,B,120,109,10,3,12,59,14,8,21,1,3,1,360,2,363,639,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,362,B,59,75,1,7,6,38,2,4,3,3,0,0,198,7,205,451,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,362,C01,81,73,4,4,4,27,2,5,4,3,1,0,208,5,213,450,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,363,B,100,79,8,3,8,32,7,6,0,2,0,1,245,7,253,488,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,363,C01,104,86,5,2,8,30,9,7,6,2,1,0,260,5,265,488,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,364,B,121,111,4,6,7,42,11,13,2,10,3,0,330,5,335,574,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,365,B,82,76,4,5,2,29,7,7,1,3,3,0,219,3,222,380,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,366,B,74,82,5,3,6,28,5,10,5,2,1,0,221,5,226,460,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,367,B,61,85,10,4,3,15,3,7,5,3,1,0,197,2,199,403,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,368,B,108,97,5,3,7,31,11,13,8,4,1,1,288,11,300,487,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,369,B,83,101,5,5,2,23,3,9,2,3,5,0,241,10,251,444,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,369,C01,91,89,7,5,9,29,12,9,1,5,0,0,257,5,262,444,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,370,B,92,150,2,8,6,29,9,8,8,1,0,0,313,7,320,548,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,370,C01,74,136,15,11,6,27,6,6,10,5,4,1,300,4,305,548,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,371,B,120,122,6,8,11,46,10,13,8,10,2,0,356,8,364,578,Grupo de Recuento,,,
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,372,B,46,56,4,3,8,36,10,12,4,1,2,0,182,3,185,301,Grupo de Recuento,,,
