ID_ESTADO,NOMBRE_ESTADO,ID_COMUNIDAD,COMUNIDAD,SECCIONES,CASILLAS,PAN,PRI,PRD,PAC,PS,MORENA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
29,TLAXCALA,45,SAN CRISTOBAL ZACACALCO,1,1,113,81,0,0,0,5,148,347,12,359,513,0.6998
29,TLAXCALA,136,LA PROVIDENCIA,1,1,40,67,0,0,0,0,0,107,1,108,142,0.7606
29,TLAXCALA,59,SAN MIGUEL BUENAVISTA,2,1,0,219,114,50,0,33,0,416,10,426,542,0.7860
29,TLAXCALA,262,COLONIA SANTA MARTHA TERCERA SECCION,1,3,337,173,118,234,0,301,0,1163,10,1173,1974,0.5942
29,TLAXCALA,271,SAN JOSE TEXOPA,1,1,0,0,0,68,69,70,0,207,4,211,287,0.7352
29,TLAXCALA,23,BARRIO DE SANTIAGO,1,1,0,121,133,51,43,59,0,407,15,422,632,0.6677
29,TLAXCALA,25,LA GARITA,1,1,0,82,0,22,0,138,0,242,9,251,363,0.6915
