SECCION ,DF,DL,MUNICIPIO,PAN,PRI,ALIANZA,PT,PVEM,PCD,PARM,DS,VOTOS NULOS,TOTAL,PADRÓN,LISTANOMINAL
1996,4,9,SAN NICOLÁS DE LOS GARZA,658,318,12,41,3,9,0,2,23,1066,1818,1802
1997,4,9,SAN NICOLÁS DE LOS GARZA,570,258,6,26,6,2,0,2,83,953,1737,1728
1998,4,9,SAN NICOLÁS DE LOS GARZA,431,247,7,32,6,4,2,2,133,864,1411,1397
1999,1,19, SANTA CATARINA,449,408,16,32,5,7,0,0,267,1184,1754,1743
2000,1,19, SANTA CATARINA,224,357,12,21,3,8,0,0,28,653,1415,1409
2001,1,19,SANTA CATARINA,215,433,8,15,2,1,0,0,34,708,1436,1427
2002,1,19,SANTA CATARINA,536,277,6,26,4,6,0,0,18,873,1392,1377
2003,1,19,SANTA CATARINA,553,421,12,40,7,6,0,0,19,1058,1849,1831
2004,1,19,SANTA CATARINA,565,352,13,33,4,7,0,0,11,985,1525,1517
2005,1,19,SANTA CATARINA,378,239,8,22,3,1,0,0,8,659,1111,1100
2006,1,19,SANTA CATARINA,699,405,21,47,7,12,0,0,46,1237,2108,2080
2007,1,18,SANTA CATARINA,529,430,20,42,11,3,0,0,61,1096,2220,2210
2008,1,18,SANTA CATARINA,429,437,15,39,7,6,0,0,19,952,1817,1813
2009,1,18,SANTA CATARINA,366,389,5,31,5,6,0,0,25,827,1709,1690
2010,1,18,SANTA CATARINA,273,364,6,21,4,7,0,0,35,710,1265,1259
2011,1,18,SANTA CATARINA,187,334,1,29,3,2,0,0,23,579,1127,1119
2012,1,18,SANTA CATARINA,298,258,13,10,3,0,0,0,3,585,916,912
2013,1,18,SANTA CATARINA,432,293,12,18,7,2,0,0,6,770,1209,1204
2014,1,18,SANTA CATARINA,368,408,10,27,3,15,0,0,34,865,1670,1662
2015,1,18,SANTA CATARINA,380,365,12,33,9,8,0,0,31,838,1621,1612
2016,1,18,SANTA CATARINA,489,366,9,29,4,10,0,0,19,926,1444,1432
2017,1,18,SANTA CATARINA,101,122,0,5,0,3,0,0,19,250,467,463
2018,1,18,SANTA CATARINA,560,401,21,39,0,4,0,0,36,1061,1899,1887
2019,1,19,SANTA CATARINA,1116,390,10,41,4,12,0,0,11,1584,2347,2320
2020,1,19,SANTA CATARINA,393,263,10,17,2,6,0,0,23,714,1099,1092
2021,1,19,SANTA CATARINA,482,300,6,24,8,8,0,0,26,854,1385,1366
2022,1,19,SANTA CATARINA,436,174,5,14,4,7,0,0,12,652,1037,1031
2023,1,19,SANTA CATARINA,500,218,6,25,7,10,0,0,8,774,1066,1063
2024,1,19,SANTA CATARINA,350,148,5,9,3,5,0,0,4,524,741,737
2025,1,19,SANTA CATARINA,404,187,20,14,3,2,0,0,18,648,900,898
2026,1,19,SANTA CATARINA,424,193,8,16,5,2,0,0,17,665,976,972
2027,1,19,SANTA CATARINA,685,318,9,27,5,8,0,0,27,1079,1615,1613
2028,1,19,SANTA CATARINA,539,235,16,23,10,3,0,0,7,833,1339,1335
2029,1,19,SANTA CATARINA,820,310,15,24,8,9,0,0,32,1218,1795,1787
2030,1,19,SANTA CATARINA,922,254,7,28,10,5,0,0,23,1249,1913,1909
2031,1,19,SANTA CATARINA,668,297,17,29,4,8,0,0,25,1048,1573,1567
2032,1,19,SANTA CATARINA,399,313,6,21,4,5,0,0,16,764,1426,1418
2033,1,19,SANTA CATARINA,246,419,13,21,8,3,0,0,27,737,1446,1444
2034,1,19,SANTA CATARINA,247,303,13,41,3,6,0,0,6,619,1274,1273
2035,1,19,SANTA CATARINA,185,351,11,19,3,4,0,0,26,599,1221,1216
2036,1,19,SANTA CATARINA,407,215,9,19,6,12,0,0,9,677,1099,1092
2037,1,19,SANTA CATARINA,388,245,8,38,5,12,0,0,4,700,1080,1077
2038,1,19,SANTA CATARINA,406,335,11,28,2,5,0,0,8,795,1510,1497
2039,1,19,SANTA CATARINA,786,455,21,46,19,7,0,0,44,1378,2358,2348
2040,1,19,SANTA CATARINA,298,249,6,23,6,4,0,0,13,599,1289,1265
2041,1,19,SANTA CATARINA,1091,506,18,57,9,17,0,0,24,1722,2666,2637
2042,1,19,SANTA CATARINA,381,182,5,14,2,3,0,0,9,596,1133,1120
2043,1,19,SANTA CATARINA,390,207,4,12,4,3,0,0,22,642,1196,1187
2044,1,19,SANTA CATARINA,509,235,13,28,4,5,0,0,14,808,1394,1384
2045,1,19,SANTA CATARINA,656,489,14,47,10,16,0,0,153,1385,2615,2593
2046,1,19,SANTA CATARINA,316,400,2,33,7,4,0,0,30,792,1588,1580
2047,1,19,SANTA CATARINA,1585,1031,35,88,14,27,0,0,82,2862,5116,5060
2048,1,19,SANTA CATARINA,552,350,4,33,5,11,0,0,30,985,1659,1651
2049,1,19,SANTA CATARINA,720,455,8,34,7,14,0,0,20,1258,2124,2116
2050,1,19,SANTA CATARINA,287,472,6,24,1,3,0,0,51,844,1677,1669
2051,1,19,SANTA CATARINA,349,658,12,44,7,6,0,0,42,1118,2117,2112
2052,1,19,SANTA CATARINA,355,582,12,32,3,4,0,0,38,1026,1895,1889
2053,1,19,SANTA CATARINA,698,465,18,55,7,16,0,0,64,1323,2349,2332
2054,1,19,SANTA CATARINA,581,312,20,42,6,7,0,0,33,1001,1722,1714
2055,1,19,SANTA CATARINA,502,242,8,16,2,17,0,0,12,799,1296,1286
2056,1,19,SANTA CATARINA,818,215,11,21,4,51,0,0,26,1146,1618,1611
2057,1,19,SANTA CATARINA,173,64,0,14,0,1,0,0,6,258,364,361
2058,1,19,SANTA CATARINA,534,458,17,44,10,16,0,0,44,1123,1928,1919
2059,1,18,SANTA CATARINA,351,233,10,32,2,37,0,0,51,716,1198,1193
2060,1,18,SANTA CATARINA,389,337,9,17,11,16,0,0,20,799,1447,1437
2061,1,18,SANTA CATARINA,421,280,8,33,11,8,0,0,30,791,1322,1318
2062,1,19,SANTA CATARINA,192,153,28,15,1,11,0,0,8,408,695,689
2063,1,19,SANTA CATARINA,534,420,7,18,4,29,0,0,22,1034,1568,1559
2064,1,19,SANTA CATARINA,622,343,13,25,3,9,0,0,25,1040,1747,1736
2065,1,19,SANTA CATARINA,720,243,32,21,3,7,0,0,27,1053,1577,1567
2066,1,19,SANTA CATARINA,597,267,22,21,3,7,0,0,22,939,1390,1384
2067,1,19,SANTA CATARINA,703,219,7,71,7,26,0,0,19,1052,1392,1390
2068,1,19,SANTA CATARINA,636,386,10,31,10,14,0,0,20,1107,1944,1933
2069,1,19,SANTA CATARINA,698,363,25,35,5,8,0,0,23,1157,1867,1862
2070,1,19,SANTA CATARINA,338,362,9,33,5,6,0,0,29,782,1502,1487
2071,1,19,SANTA CATARINA,608,357,16,34,13,3,0,0,32,1063,1781,1772
2072,1,19,SANTA CATARINA,541,224,14,20,0,20,0,0,25,844,1467,1458
2073,1,19,SANTA CATARINA,510,418,16,33,5,24,0,0,19,1025,1830,1820
2074,1,19,SANTA CATARINA,512,221,4,39,10,52,0,0,16,854,1416,1404
2075,1,19,SANTA CATARINA,599,307,16,26,6,60,0,0,20,1034,1630,1620
2076,1,19,SANTA CATARINA,647,273,17,34,10,41,0,0,16,1038,1856,1837
2077,1,19,SANTA CATARINA,581,379,14,38,5,34,0,0,12,1063,1740,1725
2078,1,19,SANTA CATARINA,642,216,7,12,5,25,0,0,19,926,1518,1510
2079,1,19,SANTA CATARINA,559,278,6,22,2,16,0,0,19,902,1628,1612
2080,1,19,SANTA CATARINA,383,207,23,14,3,3,0,0,25,658,1232,1224
2081,1,19,SANTA CATARINA,435,243,8,21,2,3,0,0,40,752,1363,1354
2082,1,19,SANTA CATARINA,270,234,6,10,5,9,0,0,14,548,994,987
2083,1,19,SANTA CATARINA,281,264,10,19,3,15,0,0,9,601,1040,1028
2084,1,19,SANTA CATARINA,30,50,0,0,0,0,0,0,2,82,172,172
2085,1,19,SANTA CATARINA,18,44,1,1,0,0,0,0,3,67,202,201
2086,9,23,SANTIAGO,641,442,11,48,0,0,0,0,18,1160,1640,1620
2087,9,23,SANTIAGO,486,352,33,55,0,0,0,0,9,935,1353,1341
2088,9,23,SANTIAGO,309,628,6,15,0,0,0,0,12,970,1267,1258
2089,9,23,SANTIAGO,310,526,39,75,0,0,0,0,9,959,1300,1291
2090,9,23,SANTIAGO,209,238,32,56,0,0,0,0,11,546,752,746
2091,9,23,SANTIAGO,354,405,28,63,0,0,0,0,8,858,1154,1136
2092,9,23,SANTIAGO,197,429,36,105,0,0,0,0,13,780,1178,1163
2093,9,23,SANTIAGO,144,302,18,67,0,0,0,0,15,546,806,801
2094,9,23,SANTIAGO,160,460,14,58,0,0,0,0,25,717,1114,1102
2095,9,23,SANTIAGO,335,584,22,133,0,0,0,0,24,1098,1646,1631
2096,9,23,SANTIAGO,299,421,8,106,0,0,0,0,26,860,1227,1211
2097,9,23,SANTIAGO,352,420,13,174,0,0,0,0,21,980,1418,1392
2098,9,23,SANTIAGO,510,319,18,149,0,0,0,0,7,1003,1417,1403
2099,9,23,SANTIAGO,404,310,4,154,0,0,0,0,12,884,1312,1294
2100,9,23,SANTIAGO,8,39,4,9,0,0,0,0,0,60,99,95
2101,9,23,SANTIAGO,512,238,18,124,0,0,0,0,18,910,1458,1431
2102,9,23,SANTIAGO,93,90,5,93,0,0,0,0,7,288,442,438
2103,9,23,SANTIAGO,270,231,7,38,0,0,0,0,13,559,927,919
2104,9,23,SANTIAGO,325,199,6,85,0,0,0,0,16,631,994,975
2105,9,23,SANTIAGO,282,420,1,37,0,0,0,0,19,759,1209,1184
2106,9,23,SANTIAGO,42,60,1,30,0,0,0,0,5,138,194,192
2107,9,23,SANTIAGO,4,23,0,9,0,0,0,0,0,36,58,58
2108,9,23,SANTIAGO,14,91,3,6,0,0,0,0,5,119,174,174
2109,9,23,SANTIAGO,44,205,4,72,0,0,0,0,8,333,624,599
2110,9,23,SANTIAGO,81,115,2,5,0,0,0,0,4,207,322,321
2111,2,21,VALLECILLO ,70,124,0,0,0,0,0,0,2,196,234,233
2112,2,21,VALLECILLO ,46,51,0,0,0,0,0,0,10,107,151,151
2113,2,21,VALLECILLO ,13,69,0,0,0,0,0,0,7,89,112,110
2114,2,21,VALLECILLO ,22,66,0,0,0,0,0,0,0,88,139,137
2115,2,21,VALLECILLO ,69,209,0,0,0,0,0,0,2,280,388,387
2116,2,21,VALLECILLO ,40,110,0,0,0,0,0,0,3,153,249,249
2117,2,21,VALLECILLO ,41,199,0,0,0,0,0,0,6,246,422,421
2118,2,21,VILLALDAMA,281,366,0,364,0,0,0,0,7,1018,1380,1378
2119,2,21,VILLALDAMA,71,72,0,67,0,0,0,0,4,214,274,273
2120,2,21,VILLALDAMA,102,88,0,137,0,0,0,0,3,330,409,404
2121,2,21,VILLALDAMA,24,96,0,95,0,0,0,0,0,215,271,268
2122,2,21,VILLALDAMA,9,46,0,37,0,0,0,0,0,92,117,116
2123,2,21,VILLALDAMA,30,266,0,87,0,0,0,0,6,389,551,542
