MUNICIPIO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,CA,PRD,PT,PSN,PAS,CONVERGENCIA,MEXICOPOSIBLE,VOTOS NULOS,TOTAL
CADEREYTA JIMÉNEZ,174,CONTIGUA 2,669,81,193,2,5,,,,,0,281
CADEREYTA JIMÉNEZ,174,CONTIGUA 3,669,83,211,3,8,,,,,7,312
CADEREYTA JIMÉNEZ,175,BASICA,599,80,194,4,10,,,,,2,290
CADEREYTA JIMÉNEZ,175,CONTIGUA 1,599,69,208,2,10,,,,,10,299
CADEREYTA JIMÉNEZ,175,CONTIGUA 2,600,67,189,6,11,,,,,5,278
CADEREYTA JIMÉNEZ,176,BASICA,587,81,173,7,8,,,,,5,274
CADEREYTA JIMÉNEZ,176,CONTIGUA 1,587,62,186,5,6,,,,,11,270
CADEREYTA JIMÉNEZ,176,CONTIGUA 2,587,71,191,8,6,,,,,2,278
CADEREYTA JIMÉNEZ,177,BASICA,527,76,196,4,1,,,,,5,282
CADEREYTA JIMÉNEZ,177,CONTIGUA 1,527,77,168,10,3,,,,,2,260
CADEREYTA JIMÉNEZ,177,CONTIGUA 2,527,71,199,4,4,,,,,4,282
CADEREYTA JIMÉNEZ,178,BASICA,640,90,219,4,4,,,,,5,322
CADEREYTA JIMÉNEZ,178,CONTIGUA 1,641,88,211,7,4,,,,,9,319
CADEREYTA JIMÉNEZ,179,BASICA,524,37,191,11,14,,,,,6,259
CADEREYTA JIMÉNEZ,179,CONTIGUA 1,524,36,158,6,5,,,,,2,207
CADEREYTA JIMÉNEZ,179,CONTIGUA 2,524,49,187,4,11,,,,,5,256
CADEREYTA JIMÉNEZ,180,BASICA,699,85,247,5,7,,,,,1,345
CADEREYTA JIMÉNEZ,180,CONTIGUA 1,700,69,238,3,6,,,,,5,321
CADEREYTA JIMÉNEZ,181,BASICA,529,59,180,0,8,,,,,6,253
CADEREYTA JIMÉNEZ,181,CONTIGUA 1,529,59,169,3,4,,,,,11,246
CADEREYTA JIMÉNEZ,181,CONTIGUA 2,529,72,167,7,2,,,,,9,257
CADEREYTA JIMÉNEZ,182,BASICA,534,42,208,0,6,,,,,0,256
CADEREYTA JIMÉNEZ,182,CONTIGUA 1,535,60,218,3,5,,,,,7,293
CADEREYTA JIMÉNEZ,182,CONTIGUA 2,535,60,177,13,2,,,,,11,263
CADEREYTA JIMÉNEZ,183,BASICA,705,97,247,0,9,,,,,5,358
CADEREYTA JIMÉNEZ,183,CONTIGUA 1,705,82,246,8,11,,,,,6,353
CADEREYTA JIMÉNEZ,183,CONTIGUA 2,705,86,250,11,5,,,,,3,355
CADEREYTA JIMÉNEZ,183,CONTIGUA 3,705,81,224,2,7,,,,,6,320
CADEREYTA JIMÉNEZ,184,BASICA,506,60,166,3,17,,,,,2,248
CADEREYTA JIMÉNEZ,184,CONTIGUA 1,507,56,180,8,7,,,,,4,255
CADEREYTA JIMÉNEZ,184,CONTIGUA 2,507,57,175,5,16,,,,,5,258
CADEREYTA JIMÉNEZ,185,BASICA,552,70,240,3,8,,,,,4,325
CADEREYTA JIMÉNEZ,185,CONTIGUA 1,552,73,193,6,4,,,,,6,282
CADEREYTA JIMÉNEZ,186,BASICA,623,89,226,4,9,,,,,0,328
CADEREYTA JIMÉNEZ,186,CONTIGUA 1,624,79,213,3,7,,,,,5,307
CADEREYTA JIMÉNEZ,187,BASICA,507,84,217,3,1,,,,,4,309
CADEREYTA JIMÉNEZ,187,CONTIGUA 1,507,53,252,7,3,,,,,3,318
CADEREYTA JIMÉNEZ,187,CONTIGUA 2,508,73,221,6,11,,,,,2,313
CADEREYTA JIMÉNEZ,188,BASICA,678,77,271,7,8,,,,,6,369
CADEREYTA JIMÉNEZ,188,CONTIGUA 1,678,98,269,5,4,,,,,9,385
CADEREYTA JIMÉNEZ,189,BASICA,649,69,218,4,6,,,,,10,307
CADEREYTA JIMÉNEZ,189,CONTIGUA 1,649,63,239,5,18,,,,,5,330
CADEREYTA JIMÉNEZ,189,CONTIGUA 2,649,60,221,7,17,,,,,8,313
CADEREYTA JIMÉNEZ,190,BASICA,579,112,259,8,10,,,,,3,392
CADEREYTA JIMÉNEZ,190,CONTIGUA 1,580,116,233,2,15,,,,,0,366
CADEREYTA JIMÉNEZ,190,CONTIGUA 2,580,117,226,9,11,,,,,3,366
CADEREYTA JIMÉNEZ,191,BASICA,711,133,251,15,8,,,,,5,412
CADEREYTA JIMÉNEZ,191,CONTIGUA 1,712,133,226,7,8,,,,,4,378
CADEREYTA JIMÉNEZ,191,CONTIGUA 2,712,132,252,12,1,,,,,1,398
CADEREYTA JIMÉNEZ,191,CONTIGUA 3,712,126,260,10,11,,,,,4,411
CADEREYTA JIMÉNEZ,191,CONTIGUA 4,712,115,251,7,5,,,,,7,385
CADEREYTA JIMÉNEZ,192,BASICA,591,28,209,5,4,,,,,41,287
CADEREYTA JIMÉNEZ,193,BASICA,424,32,175,4,2,,,,,15,228
CADEREYTA JIMÉNEZ,193,CONTIGUA 1,425,28,173,6,6,,,,,9,222
CADEREYTA JIMÉNEZ,194,BASICA,445,29,151,5,2,,,,,0,187
CADEREYTA JIMÉNEZ,194,CONTIGUA 1,445,35,154,9,2,,,,,4,204
CADEREYTA JIMÉNEZ,195,BASICA,197,5,102,0,0,,,,,2,109
CADEREYTA JIMÉNEZ,196,BASICA,232,15,85,1,4,,,,,2,107
CADEREYTA JIMÉNEZ,196,EXTRAORDINARIA 1,50,6,31,1,0,,,,,2,40
CADEREYTA JIMÉNEZ,197,BASICA,634,40,214,2,4,,,,,6,266
CADEREYTA JIMÉNEZ,198,BASICA,528,66,171,6,2,,,,,8,253
CADEREYTA JIMÉNEZ,199,BASICA,637,48,231,2,3,,,,,5,289
CADEREYTA JIMÉNEZ,200,BASICA,440,38,161,3,7,,,,,3,212
CADEREYTA JIMÉNEZ,200,CONTIGUA 1,441,34,166,4,5,,,,,0,209
CADEREYTA JIMÉNEZ,201,BASICA,454,55,141,0,9,,,,,6,211
CADEREYTA JIMÉNEZ,201,CONTIGUA 1,455,44,135,1,6,,,,,8,194
CADEREYTA JIMÉNEZ,202,BASICA,241,23,110,1,1,,,,,1,136
CADEREYTA JIMÉNEZ,203,BASICA,497,28,163,2,8,,,,,63,264
CADEREYTA JIMÉNEZ,204,BASICA,422,18,157,4,4,,,,,5,188
CADEREYTA JIMÉNEZ,205,BASICA,376,10,159,0,5,,,,,5,179
CADEREYTA JIMÉNEZ,205,CONTIGUA 1,376,14,144,3,2,,,,,4,167
CADEREYTA JIMÉNEZ,206,BASICA,423,24,188,5,4,,,,,5,226
CADEREYTA JIMÉNEZ,207,BASICA,245,4,75,3,6,,,,,8,96
CADEREYTA JIMÉNEZ,208,BASICA,140,13,48,0,2,,,,,4,67
CADEREYTA JIMÉNEZ,209,BASICA,333,22,118,1,4,,,,,3,148
CADEREYTA JIMÉNEZ,210,BASICA,403,18,180,4,3,,,,,5,210
CADEREYTA JIMÉNEZ,210,CONTIGUA 1,404,18,157,12,6,,,,,4,197
CADEREYTA JIMÉNEZ,211,BASICA,386,7,186,5,3,,,,,6,207
CADEREYTA JIMÉNEZ,212,BASICA,722,84,296,8,34,,,,,30,452
CADEREYTA JIMÉNEZ,213,BASICA,494,41,156,5,11,,,,,14,227
CADEREYTA JIMÉNEZ,214,BASICA,437,31,137,6,23,,,,,15,212
CADEREYTA JIMÉNEZ,215,BASICA,180,11,62,1,8,,,,,5,87
CADEREYTA JIMÉNEZ,216,BASICA,354,31,132,1,8,,,,,16,188
CADEREYTA JIMÉNEZ,217,BASICA,454,53,175,3,7,,,,,6,244
CADEREYTA JIMÉNEZ,217,CONTIGUA 1,455,48,164,0,7,,,,,12,231
EL CARMEN,218,BASICA,700,182,234,11,18,,,,,12,457
EL CARMEN,218,CONTIGUA 1,700,179,237,11,16,,,,,8,451
EL CARMEN,219,BASICA,567,137,184,12,49,,,,,9,391
EL CARMEN,219,CONTIGUA 1,568,132,175,9,56,,,,,5,377
EL CARMEN,219,CONTIGUA 2,568,160,165,5,50,,,,,5,385
EL CARMEN,220,BASICA,688,233,207,11,24,,,,,1,476
EL CARMEN,220,CONTIGUA 1,688,214,191,11,35,,,,,9,460
CERRALVO,221,BASICA,459,140,175,,,,,,,5,320
CERRALVO,221,CONTIGUA 1,460,158,147,,,,,,,4,309
CERRALVO,222,BASICA,445,120,199,,,,,,,8,327
CERRALVO,222,CONTIGUA 1,446,141,194,,,,,,,5,340
CERRALVO,223,BASICA,502,133,194,,,,,,,11,338
CERRALVO,223,CONTIGUA 1,502,137,218,,,,,,,8,363
CERRALVO,224,BASICA,470,164,124,,,,,,,53,341
CERRALVO,224,CONTIGUA 1,470,193,136,,,,,,,4,333
CERRALVO,225,BASICA,500,174,161,,,,,,,0,335
CERRALVO,225,CONTIGUA 1,501,197,134,,,,,,,6,337
CERRALVO,226,BASICA,463,142,167,,,,,,,3,312
CERRALVO,226,CONTIGUA 1,463,132,206,,,,,,,0,338
CERRALVO,227,BASICA,93,35,36,,,,,,,1,72
CERRALVO,228,BASICA,165,22,64,,,,,,,2,88
CERRALVO,229,BASICAFUSIONADA,45,19,7,,,,,,,1,27
CERRALVO,230,BASICA,149,30,39,,,,,,,2,71
CERRALVO,231,BASICA,140,47,19,,,,,,,1,67
CIÉNEGA DE FLORES,232,BASICA,623,93,183,68,,,,,,8,352
CIÉNEGA DE FLORES,232,CONTIGUA 1,623,72,158,78,,,,,,7,315
CIÉNEGA DE FLORES,232,CONTIGUA 2,624,80,186,59,,,,,,0,325
CIÉNEGA DE FLORES,232,CONTIGUA 3,624,85,170,42,,,,,,2,299
CIÉNEGA DE FLORES,232,CONTIGUA 4,624,69,188,70,,,,,,4,331
CIÉNEGA DE FLORES,233,BASICA,602,68,175,78,,,,,,9,330
CIÉNEGA DE FLORES,233,CONTIGUA 1,602,90,163,61,,,,,,5,319
CIÉNEGA DE FLORES,233,CONTIGUA 2,602,81,174,45,,,,,,11,311
CIÉNEGA DE FLORES,234,BASICA,491,50,151,67,,,,,,8,276
CIÉNEGA DE FLORES,234,CONTIGUA 1,491,64,148,54,,,,,,6,272
CIÉNEGA DE FLORES,235,BASICA,430,64,126,40,,,,,,5,235
CIÉNEGA DE FLORES,235,CONTIGUA 1,430,78,106,41,,,,,,4,229
CIÉNEGA DE FLORES,236,BASICA,136,19,49,10,,,,,,2,80
CHINA,237,BASICA,536,170,171,,,,,,,3,344
CHINA,238,BASICA,441,110,160,,,,,,,3,273
CHINA,238,CONTIGUA 1,442,89,162,,,,,,,2,253
CHINA,239,BASICA,704,190,221,,,,,,,6,417
CHINA,240,BASICA,442,171,138,,,,,,,5,314
CHINA,240,CONTIGUA 1,443,141,140,,,,,,,3,284
CHINA,241,BASICA,476,162,126,,,,,,,1,289
CHINA,241,CONTIGUA 1,476,152,134,,,,,,,5,291
CHINA,242,BASICA,481,167,137,,,,,,,6,310
CHINA,242,CONTIGUA 1,481,179,101,,,,,,,3,283
CHINA,243,BASICA,397,141,123,,,,,,,4,268
CHINA,243,CONTIGUA 1,398,140,117,,,,,,,3,260
CHINA,244,BASICA,423,164,102,,,,,,,3,269
CHINA,244,CONTIGUA 1,423,150,129,,,,,,,2,281
CHINA,245,BASICA,419,131,128,,,,,,,5,264
CHINA,245,CONTIGUA 1,419,138,131,,,,,,,5,274
CHINA,246,BASICAFUSIONADA,49,8,21,,,,,,,0,29
CHINA,247,BASICA,135,41,52,,,,,,,1,94
CHINA,248,BASICAFUSIONADA,48,12,8,,,,,,,1,21
CHINA,249,BASICAFUSIONADA,39,13,10,,,,,,,6,29
CHINA,250,BASICAFUSIONADA,13,0,1,,,,,,,0,1
CHINA,251,BASICAFUSIONADA,20,2,7,,,,,,,0,9
CHINA,252,BASICA,131,19,46,,,,,,,3,68
CHINA,253,BASICA,240,76,99,,,,,,,3,178
CHINA,254,BASICAFUSIONADA,9,1,1,,,,,,,0,2
CHINA,255,BASICAFUSIONADA,16,15,1,,,,,,,0,16
CHINA,256,BASICA,685,290,119,,,,,,,8,417
DR. ARROYO,257,BASICA,689,68,151,9,149,,,,,25,402
DR. ARROYO,258,BASICA,501,98,103,4,81,,,,,8,294
DR. ARROYO,258,CONTIGUA 1,502,90,102,3,78,,,,,17,290
DR. ARROYO,258,CONTIGUA 2,502,88,97,3,83,,,,,8,279
DR. ARROYO,259,BASICA,418,73,110,4,79,,,,,7,273
DR. ARROYO,259,CONTIGUA 1,418,87,88,2,88,,,,,9,274
DR. ARROYO,260,BASICA,447,81,116,4,70,,,,,4,275
DR. ARROYO,260,CONTIGUA 1,448,70,132,3,68,,,,,7,280
DR. ARROYO,261,BASICA,435,65,103,0,85,,,,,20,273
DR. ARROYO,261,CONTIGUA 1,436,67,104,4,82,,,,,10,267
DR. ARROYO,262,BASICA,407,25,136,3,37,,,,,16,217
DR. ARROYO,262,CONTIGUA 1,407,39,151,2,47,,,,,6,245
DR. ARROYO,263,BASICA,741,65,167,5,94,,,,,18,349
DR. ARROYO,264,BASICA,163,0,33,1,46,,,,,4,84
DR. ARROYO,265,BASICA,475,26,57,0,116,,,,,39,238
DR. ARROYO,266,BASICA,502,0,91,0,171,,,,,20,282
DR. ARROYO,267,BASICA,316,6,48,0,99,,,,,12,165
DR. ARROYO,268,BASICA,670,22,127,4,197,,,,,19,369
DR. ARROYO,268,EXTRAORDINARIA 1,493,5,94,0,112,,,,,33,244
DR. ARROYO,269,BASICA,520,16,135,1,79,,,,,26,257
DR. ARROYO,270,BASICA,627,44,160,2,92,,,,,40,338
DR. ARROYO,271,BASICA,507,12,136,3,89,,,,,36,276
DR. ARROYO,271,CONTIGUA 1,508,9,159,1,87,,,,,24,280
DR. ARROYO,272,BASICA,522,56,133,3,80,,,,,18,290
DR. ARROYO,273,BASICA,421,43,95,1,81,,,,,21,241
DR. ARROYO,274,BASICA,521,49,95,1,100,,,,,13,258
DR. ARROYO,275,BASICA,593,36,172,2,75,,,,,33,318
DR. ARROYO,275,EXTRAORDINARIA 1,156,6,61,0,16,,,,,11,94
DR. ARROYO,276,BASICA,428,7,80,0,95,,,,,21,203
DR. ARROYO,276,CONTIGUA 1,428,13,68,0,127,,,,,11,219
DR. ARROYO,277,BASICA,725,69,139,7,159,,,,,28,402
DR. ARROYO,278,BASICA,212,23,44,2,41,,,,,12,122
DR. ARROYO,279,BASICA,459,59,106,3,58,,,,,24,250
DR. ARROYO,280,BASICA,373,28,116,2,45,,,,,33,224
DR. ARROYO,281,BASICA,288,1,126,1,24,,,,,11,163
DR. ARROYO,282,BASICA,539,113,86,8,90,,,,,23,320
DR. ARROYO,283,BASICA,560,65,134,2,46,,,,,19,266
DR. ARROYO,284,BASICA,335,15,67,0,71,,,,,19,172
DR. ARROYO,285,BASICA,245,22,61,3,33,,,,,21,140
DR. ARROYO,286,BASICA,406,30,56,4,59,,,,,19,168
DR. ARROYO,287,BASICA,421,27,50,2,106,,,,,27,212
DR. ARROYO,288,BASICA,572,38,106,0,38,,,,,37,219
DR. ARROYO,289,BASICA,452,16,70,4,84,,,,,23,197
DR. ARROYO,290,BASICA,369,43,99,11,20,,,,,5,178
DR. ARROYO,291,BASICA,504,81,77,3,69,,,,,26,256
DR. ARROYO,292,BASICA,428,38,103,5,34,,,,,38,218
DR. ARROYO,292,EXTRAORDINARIA 1,249,13,76,1,8,,,,,16,114
DR. ARROYO,293,BASICA,198,24,59,1,34,,,,,15,133
DR. COSS,294,BASICA,212,92,69,,,,,,,4,165
DR. COSS,295,BASICA,466,179,165,,,,,,,3,347
DR. COSS,295,CONTIGUA 1,466,189,161,,,,,,,2,352
DR. COSS,296,BASICA,262,96,67,,,,,,,1,164
DR. COSS,297,BASICA,119,37,49,,,,,,,2,88
DR. COSS,298,BASICA,63,6,35,,,,,,,6,47
DR. COSS,299,BASICA,171,33,81,,,,,,,3,117
DR. COSS,300,BASICA,110,40,43,,,,,,,1,84
DR. COSS,301,BASICA,117,80,33,,,,,,,0,113
DR. COSS,302,BASICAFUSIONADA,,,,,,,,,,,
DR. COSS,303,BASICA,306,150,92,,,,,,,2,244
DR. COSS,304,BASICA,329,108,89,,,,,,,32,229
DR. GONZÁLEZ,305,BASICA,654,68,141,17,219,,,,,10,455
DR. GONZÁLEZ,306,BASICA,707,115,138,4,258,,,,,15,530
DR. GONZÁLEZ,307,BASICA,478,109,100,7,72,,,,,6,294
DR. GONZÁLEZ,308,BASICA,135,53,37,1,19,,,,,1,111
GALEANA,309,BASICA,702,4,222,3,216,,,,,19,464
GALEANA,309,CONTIGUA 1,703,4,226,4,196,,,,,19,449
GALEANA,310,BASICA,584,8,192,1,181,,,,,21,403
GALEANA,310,CONTIGUA 1,585,8,211,3,151,,,,,16,389
GALEANA,311,BASICA,683,6,249,0,194,,,,,13,462
GALEANA,311,CONTIGUA 1,683,12,232,0,198,,,,,15,457
GALEANA,312,BASICA,604,3,169,0,115,,,,,20,307
GALEANA,312,CONTIGUA 1,605,2,194,6,109,,,,,20,331
GALEANA,313,BASICA,610,1,185,1,63,,,,,8,258
GALEANA,314,BASICA,214,0,73,0,26,,,,,7,106
GALEANA,315,BASICA,427,3,169,1,23,,,,,15,211
GALEANA,316,BASICA,410,8,91,1,77,,,,,32,209
GALEANA,316,CONTIGUA 1,411,0,126,1,78,,,,,27,232
GALEANA,317,BASICA,693,3,187,0,136,,,,,26,352
GALEANA,318,BASICA,734,5,181,2,168,,,,,23,379
GALEANA,319,BASICA,383,2,101,0,60,,,,,4,167
GALEANA,319,CONTIGUA 1,383,2,96,0,76,,,,,20,194
GALEANA,320,BASICA,480,1,155,1,65,,,,,23,245
GALEANA,320,CONTIGUA 1,481,0,132,1,96,,,,,5,234
GALEANA,321,BASICA,480,3,145,1,83,,,,,21,253
GALEANA,321,CONTIGUA 1,480,3,129,1,95,,,,,12,240
GALEANA,322,BASICA,454,12,143,0,117,,,,,9,281
GALEANA,322,CONTIGUA 1,454,11,144,0,116,,,,,8,279
GALEANA,323,BASICA,722,1,199,0,218,,,,,20,438
GALEANA,324,BASICA,266,0,114,0,60,,,,,18,192
GALEANA,325,BASICA,739,8,166,4,197,,,,,28,403
GALEANA,326,BASICA,549,3,215,1,135,,,,,18,372
GALEANA,326,CONTIGUA 1,550,3,238,3,101,,,,,22,367
GALEANA,327,BASICA,400,2,154,2,87,,,,,9,254
GALEANA,328,BASICA,467,11,154,1,118,,,,,14,298
GALEANA,328,CONTIGUA 1,468,14,146,1,119,,,,,19,299
GALEANA,329,BASICA,463,4,126,1,96,,,,,12,239
GALEANA,329,CONTIGUA 1,463,5,156,1,128,,,,,8,298
GALEANA,330,BASICA,216,0,31,0,73,,,,,5,109
GALEANA,331,BASICA,351,7,61,1,82,,,,,7,158
GALEANA,332,BASICA,474,5,115,1,66,,,,,16,203
GALEANA,333,BASICA,173,0,53,0,31,,,,,10,94
GALEANA,334,BASICA,658,6,213,0,144,,,,,38,401
GALEANA,335,BASICA,339,0,108,1,93,,,,,9,211
GALEANA,336,BASICA,453,3,146,1,123,,,,,20,293
GALEANA,337,BASICA,201,2,81,2,50,,,,,4,139
GALEANA,338,BASICA,266,4,80,0,40,,,,,12,136
GALEANA,339,BASICA,203,3,39,1,82,,,,,2,127
GALEANA,340,BASICA,382,1,110,0,92,,,,,10,213
GALEANA,340,CONTIGUA 1,382,4,113,0,86,,,,,11,214
GALEANA,341,BASICA,282,1,134,0,51,,,,,8,194
GALEANA,342,BASICA,449,1,142,0,150,,,,,21,314
GALEANA,342,CONTIGUA 1,450,2,160,0,123,,,,,21,306
GALEANA,343,BASICA,662,4,218,0,201,,,,,17,440
GALEANA,343,CONTIGUA 1,663,2,232,0,177,,,,,25,436
GALEANA,344,BASICA,219,2,96,0,46,,,,,14,158
GALEANA,345,BASICA,378,2,124,0,103,,,,,8,237
GALEANA,345,CONTIGUA 1,379,1,114,0,102,,,,,12,229
GARCÍA,346,BASICA,518,96,132,65,,,,,,6,299
GARCÍA,346,CONTIGUA 1,518,103,150,63,,,,,,8,324
GARCÍA,346,CONTIGUA 2,519,103,169,60,,,,,,0,332
GARCÍA,347,BASICA,708,89,215,79,,,,,,0,383
GARCÍA,347,CONTIGUA 1,708,97,171,107,,,,,,20,395
GARCÍA,347,CONTIGUA 2,708,104,175,103,,,,,,7,389
GARCÍA,347,CONTIGUA 3,708,94,185,80,,,,,,12,371
GARCÍA,347,CONTIGUA 4,709,123,192,77,,,,,,0,392
GARCÍA,347,CONTIGUA 5,709,111,168,92,,,,,,10,381
GARCÍA,347,CONTIGUA 6,709,107,166,100,,,,,,17,390
GARCÍA,347,CONTIGUA 7,709,104,167,104,,,,,,14,389
GARCÍA,347,CONTIGUA 8,709,109,168,81,,,,,,10,368
GARCÍA,347,CONTIGUA 9,709,117,164,107,,,,,,17,405
GARCÍA,348,BASICA,600,136,166,78,,,,,,10,390
GARCÍA,348,CONTIGUA 1,601,154,152,72,,,,,,5,383
GARCÍA,349,BASICA,538,106,126,70,,,,,,2,304
GARCÍA,349,CONTIGUA 1,538,131,128,54,,,,,,6,319
GARCÍA,349,CONTIGUA 2,538,124,92,65,,,,,,10,291
GARCÍA,350,BASICA,564,118,129,73,,,,,,4,324
GARCÍA,350,CONTIGUA 1,565,127,130,56,,,,,,6,319
GARCÍA,350,CONTIGUA 2,565,119,150,65,,,,,,6,340
GARCÍA,350,CONTIGUA 3,565,138,116,72,,,,,,15,341
GARCÍA,351,BASICA,512,122,131,57,,,,,,2,312
GARCÍA,351,CONTIGUA 1,512,107,120,60,,,,,,13,300
GARCÍA,351,CONTIGUA 2,512,132,139,60,,,,,,5,336
GARCÍA,352,BASICA,194,25,54,34,,,,,,6,119
GARCÍA,353,BASICA,576,111,189,46,,,,,,6,352
GARCÍA,353,CONTIGUA 1,576,124,190,44,,,,,,12,370
GARCÍA,353,EXTRAORDINARIA 1,565,48,164,110,,,,,,24,346
GARCÍA,354,BASICA,229,65,88,18,,,,,,10,181
GARCÍA,355,BASICA,467,93,112,66,,,,,,20,291
GARCÍA,355,CONTIGUA 1,468,82,137,61,,,,,,8,288
SAN PEDRO GARZA GARCÍA,356,BASICA,705,74,257,2,1,,,,,9,343
SAN PEDRO GARZA GARCÍA,356,CONTIGUA 1,705,76,256,2,8,,,,,21,363
SAN PEDRO GARZA GARCÍA,357,BASICA,511,49,208,0,3,,,,,13,273
SAN PEDRO GARZA GARCÍA,357,CONTIGUA 1,511,83,199,2,8,,,,,9,301
SAN PEDRO GARZA GARCÍA,357,CONTIGUA 2,511,51,200,2,6,,,,,9,268
SAN PEDRO GARZA GARCÍA,358,BASICA,628,77,200,2,8,,,,,13,300
SAN PEDRO GARZA GARCÍA,358,CONTIGUA 1,628,89,219,1,14,,,,,13,336
SAN PEDRO GARZA GARCÍA,359,BASICA,581,127,205,1,10,,,,,7,350
SAN PEDRO GARZA GARCÍA,359,CONTIGUA 1,581,103,182,3,10,,,,,14,312
SAN PEDRO GARZA GARCÍA,359,CONTIGUA 2,582,114,188,6,2,,,,,7,317
SAN PEDRO GARZA GARCÍA,359,CONTIGUA 3,582,120,189,1,8,,,,,3,321
SAN PEDRO GARZA GARCÍA,360,BASICA,602,162,144,4,6,,,,,3,319
SAN PEDRO GARZA GARCÍA,360,CONTIGUA 1,602,142,171,3,4,,,,,5,325
SAN PEDRO GARZA GARCÍA,360,CONTIGUA 2,602,124,166,5,6,,,,,4,305
SAN PEDRO GARZA GARCÍA,361,BASICA,530,60,216,3,2,,,,,12,293
SAN PEDRO GARZA GARCÍA,361,CONTIGUA 1,530,38,236,3,5,,,,,5,287
SAN PEDRO GARZA GARCÍA,361,CONTIGUA 2,531,60,224,4,6,,,,,3,297
SAN PEDRO GARZA GARCÍA,362,BASICA,688,181,203,3,12,,,,,6,405
SAN PEDRO GARZA GARCÍA,362,CONTIGUA 1,689,167,178,1,11,,,,,9,366
SAN PEDRO GARZA GARCÍA,363,BASICA,743,165,223,7,10,,,,,9,414
SAN PEDRO GARZA GARCÍA,363,CONTIGUA 1,743,158,220,7,11,,,,,11,407
SAN PEDRO GARZA GARCÍA,364,BASICA,728,223,233,1,10,,,,,3,470
SAN PEDRO GARZA GARCÍA,364,CONTIGUA 1,728,203,201,2,9,,,,,5,420
SAN PEDRO GARZA GARCÍA,365,BASICA,549,111,178,4,5,,,,,7,305
SAN PEDRO GARZA GARCÍA,365,CONTIGUA 1,550,123,181,2,11,,,,,1,318
SAN PEDRO GARZA GARCÍA,365,CONTIGUA 2,550,142,164,7,5,,,,,8,326
SAN PEDRO GARZA GARCÍA,366,BASICA,679,90,265,1,9,,,,,18,383
SAN PEDRO GARZA GARCÍA,366,CONTIGUA 1,680,79,248,1,4,,,,,7,339
SAN PEDRO GARZA GARCÍA,366,CONTIGUA 2,680,92,239,2,4,,,,,11,348
SAN PEDRO GARZA GARCÍA,367,BASICA,562,94,162,8,2,,,,,15,281
SAN PEDRO GARZA GARCÍA,367,CONTIGUA 1,563,75,186,6,8,,,,,11,286
SAN PEDRO GARZA GARCÍA,367,CONTIGUA 2,563,81,180,12,7,,,,,8,288
SAN PEDRO GARZA GARCÍA,368,BASICA,700,158,259,3,10,,,,,14,444
SAN PEDRO GARZA GARCÍA,368,CONTIGUA 1,701,125,228,7,10,,,,,9,379
SAN PEDRO GARZA GARCÍA,369,BASICA,393,23,154,0,1,,,,,5,183
SAN PEDRO GARZA GARCÍA,369,CONTIGUA 1,394,34,169,0,6,,,,,8,217
SAN PEDRO GARZA GARCÍA,370,BASICA,539,70,161,1,18,,,,,8,258
SAN PEDRO GARZA GARCÍA,370,CONTIGUA 1,540,42,184,1,10,,,,,5,242
SAN PEDRO GARZA GARCÍA,371,BASICA,531,114,172,2,7,,,,,4,299
SAN PEDRO GARZA GARCÍA,371,CONTIGUA 1,532,111,174,7,6,,,,,3,301
SAN PEDRO GARZA GARCÍA,371,CONTIGUA 2,532,120,187,2,6,,,,,3,318
SAN PEDRO GARZA GARCÍA,372,BASICA,590,113,204,4,5,,,,,1,327
SAN PEDRO GARZA GARCÍA,372,CONTIGUA 1,590,88,201,3,5,,,,,2,299
SAN PEDRO GARZA GARCÍA,373,BASICA,568,122,221,4,4,,,,,4,355
SAN PEDRO GARZA GARCÍA,373,CONTIGUA 1,568,105,201,5,8,,,,,5,324
SAN PEDRO GARZA GARCÍA,373,CONTIGUA 2,569,116,225,3,5,,,,,6,355
SAN PEDRO GARZA GARCÍA,374,BASICA,601,117,243,1,11,,,,,3,375
SAN PEDRO GARZA GARCÍA,374,CONTIGUA 1,602,113,219,1,5,,,,,8,346
SAN PEDRO GARZA GARCÍA,374,CONTIGUA 2,602,88,231,1,8,,,,,5,333
SAN PEDRO GARZA GARCÍA,375,BASICA,743,159,253,2,9,,,,,10,433
SAN PEDRO GARZA GARCÍA,375,CONTIGUA 1,743,154,249,5,9,,,,,11,428
SAN PEDRO GARZA GARCÍA,376,BASICA,502,118,157,4,7,,,,,4,290
SAN PEDRO GARZA GARCÍA,376,CONTIGUA 1,502,129,169,3,11,,,,,7,319
SAN PEDRO GARZA GARCÍA,377,BASICA,627,130,223,3,7,,,,,7,370
SAN PEDRO GARZA GARCÍA,377,CONTIGUA 1,627,112,254,2,6,,,,,7,381
SAN PEDRO GARZA GARCÍA,378,BASICA,515,159,166,2,8,,,,,3,338
SAN PEDRO GARZA GARCÍA,378,CONTIGUA 1,516,144,173,4,3,,,,,1,325
SAN PEDRO GARZA GARCÍA,378,CONTIGUA 2,516,142,168,6,4,,,,,2,322
SAN PEDRO GARZA GARCÍA,379,BASICA,493,101,207,1,3,,,,,5,317
SAN PEDRO GARZA GARCÍA,379,CONTIGUA 1,493,114,170,3,3,,,,,2,292
SAN PEDRO GARZA GARCÍA,380,BASICA,569,158,150,3,2,,,,,5,318
