Municipio,Seccion,Tipo Casilla,PAN,PRI_PVEM,PRD,PT_PC,PANAL,VALIDOS,NULOS,TOTAL,ListaNominal,
CARMEN,191,B,134,131,27,24,9,325,26,351,654,
CARMEN,191,C1,158,125,23,26,6,338,20,358,653,
CARMEN,191,C2,141,165,26,12,12,356,14,370,653,
CARMEN,192,B,131,131,28,19,8,317,22,339,746,
CARMEN,192,C1,165,147,24,9,8,353,20,373,746,
CARMEN,193,B,118,160,26,12,4,320,9,329,646,
CARMEN,194,B,128,142,29,15,7,321,21,342,646,
CARMEN,194,C1,155,142,28,22,15,362,1,363,646,
CARMEN,195,B,116,159,26,7,18,326,16,342,638,
,,,,,,,,,,,,
CARMEN,195,C1,115,151,33,9,21,329,21,350,637,
CARMEN,196,B,118,190,26,12,7,353,31,384,680,
CARMEN,196,C1,115,176,31,16,12,350,18,368,680,
CARMEN,197,B,123,134,21,17,9,304,13,317,615,
CARMEN,197,C1,121,181,29,13,4,348,11,359,614,
CARMEN,198,B,30,16,5,2,3,56,2,58,261,
CARMEN,199,B,111,147,15,7,6,286,28,314,536,
CARMEN,199,C1,109,120,28,25,10,292,11,303,536,
CARMEN,199,C2,92,151,20,9,6,278,6,284,535,
CARMEN,200,B,93,133,31,10,10,277,16,293,536,
CARMEN,200,C1,105,151,24,12,12,304,18,322,536,
CARMEN,201,B,78,117,17,9,12,233,9,242,433,
CARMEN,201,C1,78,104,20,9,13,224,9,233,433,
CARMEN,202,B,147,160,36,0,13,356,17,373,554,
CARMEN,202,C1,125,164,20,11,13,333,15,348,554,
CARMEN,202,C2,117,139,19,5,9,289,11,300,553,
CARMEN,203,B,150,170,21,10,17,368,23,391,721,
CARMEN,203,C1,129,172,27,21,13,362,22,384,720,
CARMEN,204,B,88,106,11,8,8,221,4,225,377,
CARMEN,204,C1,102,96,18,6,6,228,11,239,377,
CARMEN,205,B,149,151,25,23,12,360,23,383,713,
CARMEN,205,C1,155,158,29,14,9,365,34,399,713,
CARMEN,205,C2,167,146,27,19,6,365,28,393,712,
CARMEN,205,C3,143,169,32,19,8,371,18,389,712,
CARMEN,205,C4,170,133,36,8,11,358,19,377,712,
CARMEN,205,C5,143,168,27,15,18,371,24,395,712,
CARMEN,206,B,194,160,27,13,10,404,6,410,662,
CARMEN,206,C1,173,172,26,6,12,389,19,408,662,
CARMEN,206,C2,164,174,24,17,8,387,19,406,662,
CARMEN,206,C3,177,169,23,20,9,398,7,405,662,
CARMEN,207,B,91,117,22,7,7,244,15,259,503,
CARMEN,207,C1,86,101,22,14,13,236,20,256,503,
CARMEN,207,C2,93,109,17,8,11,238,15,253,502,
CARMEN,208,B,135,176,30,25,38,404,24,428,733,
CARMEN,208,C1,170,185,25,23,33,436,0,436,732,
,,,,,,,,,,,,
,,,,,,,,,,,,
CARMEN,209,B,180,186,25,18,23,432,20,452,692,
CARMEN,209,C1,176,176,28,13,22,415,18,433,692,
CARMEN,210,B,118,139,28,5,8,298,22,320,560,
CARMEN,210,C1,123,135,26,10,7,301,16,317,560,
CARMEN,210,C2,110,128,32,13,11,294,8,302,560,
CARMEN,211,B,149,225,31,12,12,429,17,446,722,
CARMEN,211,C1,147,160,32,17,6,362,14,376,721,
CARMEN,212,B,88,110,21,7,7,233,11,244,381,
CARMEN,212,C1,78,120,15,7,1,221,7,228,381,
CARMEN,213,B,101,139,24,9,5,278,13,291,462,
CARMEN,213,C1,102,113,20,9,7,251,22,273,462,
CARMEN,214,B,121,211,34,0,12,378,20,398,603,
CARMEN,214,C1,116,202,23,13,7,361,14,375,603,
CARMEN,215,B,83,119,18,9,6,235,13,248,418,
CARMEN,216,B,113,123,0,28,4,268,12,280,447,
CARMEN,216,C1,106,134,9,7,3,259,15,274,447,
CARMEN,216,S,21,14,5,2,0,42,2,44,250,
CARMEN,217,B,120,167,28,17,16,348,17,365,605,
CARMEN,217,C1,139,155,35,19,8,356,18,374,604,
CARMEN,218,B,159,165,39,21,9,393,23,416,696,
CARMEN,218,C1,155,184,30,9,8,386,26,412,696,
CARMEN,219,B,140,150,17,11,11,329,7,336,505,
CARMEN,220,B,176,194,28,14,10,422,24,446,649,
CARMEN,221,B,198,186,36,16,4,440,8,448,709,
CARMEN,222,B,111,154,13,9,6,293,16,309,525,
CARMEN,223,B,100,125,14,8,2,249,14,263,399,
CARMEN,223,C1,87,121,15,17,2,242,13,255,399,
CARMEN,224,B,115,176,25,11,12,339,13,352,599,
CARMEN,224,C1,124,166,26,16,11,343,9,352,599,
CARMEN,225,B,122,152,23,15,8,320,19,339,618,
CARMEN,225,C1,135,169,31,16,10,361,17,378,618,
CARMEN,226,B,124,114,30,15,7,290,24,314,569,
CARMEN,226,C1,121,122,32,15,2,292,12,304,568,
CARMEN,227,B,131,194,22,12,15,374,19,393,674,
CARMEN,227,C1,134,166,30,15,20,365,21,386,674,
,,,,,,,,,,,,
CARMEN,228,B,111,106,21,13,8,259,17,276,491,
CARMEN,228,C1,98,109,23,16,6,252,11,263,490,
CARMEN,229,B,171,156,49,17,8,401,8,409,747,
CARMEN,229,C1,155,150,34,17,20,376,10,386,747,
CARMEN,229,C2,164,148,27,10,5,354,13,367,747,
CARMEN,229,C3,148,148,41,11,8,356,19,375,747,
CARMEN,229,C4,146,176,35,9,11,377,17,394,747,
CARMEN,229,C5,160,159,34,22,5,380,8,388,747,
CARMEN,229,C6,182,145,31,11,10,379,22,401,747,
CARMEN,229,C7,139,150,32,7,20,348,19,367,747,
CARMEN,229,C8,140,135,32,25,8,340,19,359,747,
CARMEN,229,C9,151,135,42,11,8,347,16,363,747,
CARMEN,229,C10,143,153,40,12,9,357,9,366,747,
CARMEN,229,C11,134,157,47,20,10,368,18,386,747,
CARMEN,229,C12,170,133,31,15,7,356,11,367,747,
CARMEN,229,C13,158,152,37,12,4,363,17,380,747,
CARMEN,229,C14,118,156,57,23,6,360,24,384,747,
CARMEN,229,C15,145,166,41,20,8,380,23,403,747,
CARMEN,229,C16,165,164,27,19,14,389,11,400,746,
CARMEN,229,C17,156,149,42,17,12,376,6,382,746,
CARMEN,229,C18,173,153,45,18,10,399,8,407,746,
CARMEN,229,C19,176,140,33,19,15,383,19,402,746,
CARMEN,229,C20,160,129,34,12,11,346,9,355,746,
CARMEN,230,B,131,192,36,21,15,395,14,409,740,
CARMEN,230,C1,150,166,38,18,10,382,32,414,740,
CARMEN,230,C2,157,132,34,22,14,359,23,382,740,
CARMEN,230,C3,160,151,39,22,17,389,27,416,740,
CARMEN,230,C4,146,138,36,17,19,356,24,380,740,
CARMEN,230,C5,162,170,41,13,10,396,8,404,739,
CARMEN,230,C6,150,157,29,8,15,359,18,377,739,
CARMEN,230,C7,121,150,46,19,12,348,21,369,739,
CARMEN,231,B,142,116,50,15,11,334,9,343,607,
CARMEN,231,C1,114,97,42,14,11,278,24,302,607,
CARMEN,231,C2,125,133,54,0,8,320,16,336,606,
CARMEN,232,B,119,159,29,8,6,321,24,345,630,
,,,,,,,,,,,,
CARMEN,232,C1,124,162,18,17,14,335,18,353,630,
CARMEN,232,C2,153,128,27,12,7,327,20,347,630,
CARMEN,233,B,129,188,27,6,10,360,25,385,656,
CARMEN,233,C1,123,170,21,12,10,336,10,346,656,
CARMEN,233,C2,114,170,38,10,14,346,21,367,656,
CARMEN,234,B,140,134,31,18,4,327,16,343,612,
CARMEN,234,C1,109,126,31,18,9,293,20,313,612,
CARMEN,234,C2,122,112,36,14,8,292,25,317,611,
CARMEN,235,B,135,131,21,14,8,309,14,323,607,
CARMEN,235,C1,139,124,21,11,5,300,20,320,606,
CARMEN,236,B,122,157,37,15,2,333,22,355,693,
CARMEN,236,C1,125,140,37,9,5,316,34,350,693,
CARMEN,237,B,133,138,19,8,1,299,16,315,553,
CARMEN,237,C1,137,157,20,11,4,329,9,338,553,
CARMEN,239,B,114,119,25,7,4,269,22,291,460,
CARMEN,239,C1,109,123,22,12,3,269,20,289,460,
CARMEN,240,B,102,128,30,12,4,276,19,295,735,
CARMEN,240,C1,86,144,32,19,7,288,41,329,735,
CARMEN,240,S,11,7,3,2,1,24,1,25,250,
CARMEN,241,B,123,135,39,12,8,317,16,333,723,
CARMEN,241,C1,119,145,28,13,7,312,12,324,722,
CARMEN,241,S,0,1,0,0,0,1,0,1,250,
CARMEN,242,B,105,165,36,26,12,344,18,362,723,
CARMEN,242,C1,128,144,45,21,5,343,11,354,723,
CARMEN,243,B,141,154,32,14,8,349,22,371,672,
CARMEN,243,C1,130,139,35,11,7,322,28,350,672,
CARMEN,243,C2,133,166,26,10,9,344,19,363,672,
CARMEN,244,B,134,124,38,13,7,316,13,329,687,
CARMEN,244,C1,110,125,29,18,16,298,16,314,687,
CARMEN,244,C2,114,116,30,11,11,282,18,300,687,
CARMEN,244,C3,111,114,34,18,11,288,22,310,687,
CARMEN,244,C4,115,113,23,8,7,266,19,285,687,
CARMEN,244,C5,114,103,34,13,8,272,14,286,686,
CARMEN,244,C6,101,131,32,12,12,288,15,303,686,
CARMEN,244,C7,135,101,30,10,2,278,29,307,686,
,,,,,,,,,,,,
CARMEN,244,C8,121,125,24,10,8,288,23,311,686,
CARMEN,244,C9,102,106,17,10,12,247,22,269,686,
CARMEN,245,B,96,116,24,5,5,246,16,262,511,
CARMEN,245,C1,80,88,32,10,4,214,20,234,510,
CARMEN,245,C2,94,93,33,9,8,237,13,250,510,
CARMEN,246,B,116,139,33,13,19,320,43,363,664,
CARMEN,246,C1,97,128,36,13,8,282,27,309,664,
CARMEN,247,B,111,127,37,10,8,293,16,309,625,
CARMEN,247,C1,83,131,54,11,3,282,29,311,624,
CARMEN,248,B,97,135,32,8,12,284,27,311,622,
CARMEN,248,C1,82,121,53,9,7,272,20,292,621,
CARMEN,249,B,112,88,29,8,10,247,27,274,569,
CARMEN,249,C1,108,108,34,8,6,264,20,284,569,
CARMEN,249,C2,104,92,35,55,11,247,15,262,569,
CARMEN,249,C3,124,115,37,13,4,293,20,313,569,
CARMEN,250,B,231,165,6,10,2,414,19,433,549,
CARMEN,250,C1,255,150,8,2,4,419,21,440,549,
CARMEN,250,C2,232,131,8,0,4,375,23,398,548,
CARMEN,251,B,177,170,5,6,5,363,19,382,501,
CARMEN,251,C1,172,196,4,2,2,376,19,395,501,
CARMEN,252,B,162,207,4,4,12,389,10,399,496,
CARMEN,252,C1,175,180,8,1,9,373,10,383,495,
CARMEN,253,B,206,270,5,4,10,495,18,513,669,
CARMEN,253,C1,211,276,10,4,7,508,11,519,668,
CARMEN,254,B,124,163,20,11,4,322,16,338,476,
CARMEN,255,B,165,164,35,0,4,368,0,368,479,
CARMEN,256,B,132,203,16,7,8,366,19,385,633,
CARMEN,256,C1,131,198,45,0,5,379,22,401,633,
CARMEN,256,C2,133,201,27,4,3,368,19,387,633,
CARMEN,257,B,174,203,28,9,8,422,23,445,724,
CARMEN,257,C1,158,210,31,18,2,419,21,440,724,
CARMEN,257,C2,148,218,27,19,1,413,27,440,723,
CARMEN,258,B,186,240,9,6,8,449,19,468,650,
CARMEN,258,C1,183,224,17,14,9,447,22,469,649,
CARMEN,259,B,183,234,25,6,8,456,16,472,649,
,,,,,,,,,,,,
CARMEN,259,C1,190,202,16,10,6,424,21,445,648,
CARMEN,260,B,151,145,43,13,4,356,28,384,570,
CARMEN,261,B,127,213,17,0,1,358,15,373,543,
CARMEN,261,C1,118,205,27,0,3,353,14,367,543,
CARMEN,262,B,176,241,18,18,3,456,19,475,713,
CARMEN,262,C1,163,211,16,5,0,395,14,409,607,
CARMEN,263,B,102,126,19,36,4,287,34,321,437,
CARMEN,263,C1,100,139,0,52,4,295,30,325,437,
CARMEN,264,B,97,149,17,7,7,277,11,288,378,
CARMEN,264,E1,74,21,2,3,0,100,5,105,140,
CARMEN,265,B,125,201,18,33,12,389,32,421,636,
CARMEN,265,C1,136,181,10,45,8,380,28,408,635,
CARMEN,265,C2,120,210,19,38,7,394,42,436,635,
CARMEN,266,B,61,202,18,17,17,315,31,346,508,
CARMEN,266,C1,86,176,25,26,10,323,24,347,508,
CARMEN,266,C2,98,162,25,24,18,327,20,347,508,
CARMEN,267,B,187,243,34,34,8,506,26,532,713,
CARMEN,267,C1,221,226,19,20,2,488,35,523,713,
CARMEN,267,C2,162,280,27,23,6,498,26,524,713,
CARMEN,267,C3,172,243,23,24,10,472,34,506,713,
CARMEN,268,B,145,238,12,8,6,409,23,432,602,
CARMEN,268,C1,157,246,11,17,12,443,13,456,602,
CARMEN,268,C2,141,244,21,16,7,429,24,453,601,
CARMEN,269,B,128,145,25,6,13,317,22,339,457,
CARMEN,270,B,40,76,5,1,2,124,15,139,219,
CARMEN,271,B,117,205,61,0,1,384,26,410,709,
CARMEN,272,B,31,37,1,1,1,71,1,72,114,
CARMEN,284,B,58,60,11,10,1,140,14,154,245,
CARMEN,472,B,124,126,22,6,19,297,24,321,470,
CARMEN,472,C1,97,135,17,9,23,281,23,304,470,
CARMEN,473,B,81,166,11,9,27,294,20,314,470,
CARMEN,473,C1,83,158,11,11,35,298,21,319,470,
CARMEN,474,B,76,83,3,1,2,165,3,168,196,
CARMEN,478,B,130,217,15,8,14,384,22,406,531,
CARMEN,478,C1,139,189,20,7,20,375,15,390,531,
,,,,,,,,,,,,
CARMEN,479,B,157,166,14,0,20,357,16,373,552,
CARMEN,483,B,101,95,8,5,8,217,8,225,316,
CARMEN,484,B,140,184,11,4,21,360,11,371,551,
CARMEN,484,C1,163,183,8,3,14,371,12,383,551,
CARMEN,486,B,196,180,24,12,7,419,19,438,747,
CARMEN,486,C1,199,149,0,29,1,378,55,433,746,
CARMEN,487,B,257,217,17,7,0,498,13,511,724,
CARMEN,488,B,79,136,14,5,1,235,20,255,399,
,,,,,,,,,,,,
CHAMPOTÓN,303,B,103,127,15,6,16,267,7,274,402,
CHAMPOTÓN,303,C1,112,137,8,7,6,270,13,283,402,
CHAMPOTÓN,304,B,84,148,9,6,15,262,25,287,395,
CHAMPOTÓN,304,C1,88,156,4,4,15,267,14,281,395,
CHAMPOTÓN,305,B,142,183,9,21,8,363,17,380,565,
CHAMPOTÓN,305,C1,146,158,8,15,23,350,26,376,564,
CHAMPOTÓN,306,B,137,227,13,11,34,422,17,439,699,
CHAMPOTÓN,306,C1,147,241,12,10,24,434,32,466,698,
CHAMPOTÓN,307,B,98,155,6,23,25,307,13,320,449,
CHAMPOTÓN,307,C1,64,199,9,9,31,312,17,329,448,
CHAMPOTÓN,308,B,68,197,2,14,32,313,10,323,453,
CHAMPOTÓN,308,S,13,18,0,1,2,34,5,39,250,
CHAMPOTÓN,309,B,132,255,4,10,14,415,18,433,624,
CHAMPOTÓN,310,B,105,177,5,6,17,310,9,319,415,
CHAMPOTÓN,310,C1,132,134,5,7,17,295,15,310,415,
CHAMPOTÓN,311,B,159,275,13,18,34,499,13,512,703,
CHAMPOTÓN,312,B,140,138,19,12,18,327,21,348,549,
CHAMPOTÓN,312,C1,154,130,18,11,19,332,14,346,549,
CHAMPOTÓN,312,C2,154,153,20,15,10,352,14,366,549,
CHAMPOTÓN,313,B,149,152,12,17,48,378,8,386,598,
CHAMPOTÓN,313,C1,112,147,12,24,40,335,24,359,597,
CHAMPOTÓN,314,B,156,172,5,8,14,355,11,366,550,
CHAMPOTÓN,314,C1,125,168,8,9,20,330,19,349,549,
CHAMPOTÓN,315,B,115,216,7,12,37,387,17,404,592,
CHAMPOTÓN,315,C1,117,195,10,16,28,366,16,382,592,
CHAMPOTÓN,316,B,165,240,8,9,25,447,18,465,692,
CHAMPOTÓN,316,C1,139,218,7,11,43,418,23,441,692,
CHAMPOTÓN,317,B,150,173,11,12,31,377,16,393,586,
CHAMPOTÓN,317,C1,128,144,14,26,32,344,21,365,585,
CHAMPOTÓN,317,C2,134,154,9,13,21,331,13,344,585,
CHAMPOTÓN,318,B,154,228,8,19,26,435,24,459,692,
CHAMPOTÓN,318,C1,174,213,8,22,38,455,18,473,691,
CHAMPOTÓN,319,B,135,187,23,26,30,401,38,439,737,
CHAMPOTÓN,319,C1,158,195,24,16,30,423,24,447,736,
CHAMPOTÓN,319,C2,166,167,18,27,23,401,31,432,736,
,,,,,,,,,,,,
CHAMPOTÓN,319,C3,160,203,11,22,29,425,18,443,736,
CHAMPOTÓN,319,C4,164,186,13,18,41,422,18,440,736,
CHAMPOTÓN,320,B,134,274,78,4,20,510,28,538,717,
CHAMPOTÓN,320,C1,113,256,89,7,12,477,28,505,717,
CHAMPOTÓN,321,B,44,182,44,4,11,285,18,303,382,
CHAMPOTÓN,321,C1,40,173,32,4,15,264,18,282,382,
CHAMPOTÓN,322,B,56,216,54,9,26,361,14,375,513,
CHAMPOTÓN,322,C1,76,179,70,5,14,344,26,370,512,
CHAMPOTÓN,323,B,63,217,52,6,21,359,21,380,492,
CHAMPOTÓN,323,C1,62,200,61,9,17,349,22,371,491,
CHAMPOTÓN,324,B,58,196,95,0,30,379,12,391,539,
CHAMPOTÓN,324,C1,65,190,99,3,34,391,32,423,538,
CHAMPOTÓN,325,B,78,237,114,0,23,452,7,459,606,
CHAMPOTÓN,325,C1,88,232,90,1,16,427,30,457,606,
CHAMPOTÓN,326,B,125,246,78,7,29,485,30,515,676,
CHAMPOTÓN,327,B,140,347,22,20,31,560,24,584,708,
CHAMPOTÓN,327,C1,159,306,24,21,23,533,24,557,708,
CHAMPOTÓN,328,B,146,226,27,13,32,444,19,463,595,
CHAMPOTÓN,328,C1,177,210,21,12,29,449,16,465,595,
CHAMPOTÓN,329,B,83,186,33,10,2,314,11,325,409,
CHAMPOTÓN,329,C1,78,168,19,8,7,280,18,298,408,
CHAMPOTÓN,330,B,147,206,4,5,13,375,17,392,491,
CHAMPOTÓN,330,C1,129,239,7,1,9,385,13,398,490,
CHAMPOTÓN,331,B,207,125,13,2,7,354,12,366,631,
CHAMPOTÓN,331,C1,209,145,18,0,6,378,9,387,630,
CHAMPOTÓN,331,C2,192,161,9,3,12,377,11,388,630,
CHAMPOTÓN,331,C3,203,142,11,2,11,369,20,389,630,
CHAMPOTÓN,331,E1,167,244,13,0,5,429,9,438,528,
CHAMPOTÓN,331,E1C1,170,236,7,8,5,426,15,441,527,
CHAMPOTÓN,332,B,100,181,16,15,12,324,16,340,485,
CHAMPOTÓN,333,B,119,185,27,16,19,366,37,403,518,
CHAMPOTÓN,333,C1,111,192,15,9,17,344,25,369,518,
CHAMPOTÓN,334,B,205,238,13,9,18,483,16,499,729,
CHAMPOTÓN,334,E1,25,48,1,3,10,87,0,87,127,
CHAMPOTÓN,334,E2,7,25,4,1,0,37,2,39,75,
,,,,,,,,,,,,
,,,,,,,,,,,,
CHAMPOTÓN,335,B,174,181,26,21,52,454,21,475,712,
CHAMPOTÓN,336,B,101,135,4,3,9,252,14,266,449,
CHAMPOTÓN,336,C1,112,128,13,6,10,269,17,286,449,
CHAMPOTÓN,337,B,102,144,13,4,11,274,8,282,397,
CHAMPOTÓN,337,C1,96,126,13,10,19,264,18,282,397,
CHAMPOTÓN,338,B,60,77,8,4,1,150,7,157,214,
CHAMPOTÓN,339,B,133,133,14,6,15,301,18,319,478,
CHAMPOTÓN,339,C1,124,174,6,6,9,319,17,336,478,
CHAMPOTÓN,340,B,232,148,6,3,12,401,24,425,700,
CHAMPOTÓN,340,C1,236,166,11,4,6,423,30,453,700,
CHAMPOTÓN,340,C2,219,135,6,10,7,377,16,393,700,
CHAMPOTÓN,340,C3,224,143,10,2,11,390,30,420,699,
CHAMPOTÓN,341,B,155,198,3,7,24,387,26,413,552,
CHAMPOTÓN,341,C1,173,188,7,13,20,401,24,425,551,
CHAMPOTÓN,342,B,164,259,11,11,26,471,27,498,658,
CHAMPOTÓN,342,C1,140,264,9,12,29,454,21,475,658,
CHAMPOTÓN,343,B,82,222,12,12,22,350,2,352,447,
CHAMPOTÓN,343,C1,90,203,12,8,21,334,9,343,447,
CHAMPOTÓN,344,B,190,230,22,21,4,467,20,487,685,
CHAMPOTÓN,345,B,86,101,28,20,8,243,25,268,422,
CHAMPOTÓN,345,C1,70,101,30,17,4,222,20,242,421,
CHAMPOTÓN,346,B,83,174,22,29,8,316,21,337,523,
CHAMPOTÓN,346,C1,81,131,26,13,15,266,20,286,523,
CHAMPOTÓN,347,B,183,295,9,2,5,494,13,507,696,
CHAMPOTÓN,347,E1,187,249,6,0,4,446,0,446,662,
CHAMPOTÓN,348,B,144,209,30,17,20,420,51,471,667,
CHAMPOTÓN,349,B,120,187,31,11,3,352,25,377,517,
CHAMPOTÓN,349,C1,142,160,25,11,4,342,13,355,517,
CHAMPOTÓN,350,B,176,201,28,0,4,409,16,425,608,
CHAMPOTÓN,350,C1,172,262,9,6,4,453,16,469,607,
CHAMPOTÓN,351,B,98,163,12,3,45,321,21,342,380,
CHAMPOTÓN,352,B,159,169,14,0,7,349,11,360,532,
CHAMPOTÓN,353,B,92,142,5,1,4,244,8,252,320,
CHAMPOTÓN,354,B,162,180,32,11,54,439,36,475,627,
CHAMPOTÓN,355,B,54,109,16,6,8,193,6,199,242,
,,,,,,,,,,,,
,,,,,,,,,,,,
HECELCHAKÁN,363,B,105,189,8,14,118,434,21,455,584,
HECELCHAKÁN,363,C1,98,191,14,10,137,450,24,474,583,
HECELCHAKÁN,363,C2,97,212,10,20,102,441,22,463,583,
HECELCHAKÁN,364,B,92,195,1,18,129,435,8,443,592,
HECELCHAKÁN,364,C1,86,183,3,25,147,444,9,453,592,
HECELCHAKÁN,364,C2,96,180,6,24,143,449,21,470,591,
HECELCHAKÁN,365,B,40,137,3,22,131,333,13,346,423,
HECELCHAKÁN,365,C1,63,126,6,14,115,324,11,335,422,
HECELCHAKÁN,366,B,103,141,5,19,143,411,16,427,523,
HECELCHAKÁN,366,C1,56,134,1,18,185,394,18,412,522,
HECELCHAKÁN,367,B,103,150,16,21,153,443,20,463,554,
HECELCHAKÁN,367,C1,95,145,6,24,170,440,13,453,554,
HECELCHAKÁN,368,B,107,117,7,7,164,402,8,410,516,
HECELCHAKÁN,368,C1,91,131,7,13,149,391,8,399,516,
HECELCHAKÁN,369,B,260,203,1,11,57,532,10,542,593,
HECELCHAKÁN,370,B,187,175,4,4,132,502,20,522,603,
HECELCHAKÁN,370,C1,183,163,2,8,140,496,22,518,603,
HECELCHAKÁN,371,B,139,153,1,6,53,352,10,362,390,
HECELCHAKÁN,371,C1,139,138,2,2,64,345,14,359,390,
HECELCHAKÁN,372,B,209,259,1,1,75,545,24,569,627,
HECELCHAKÁN,372,C1,168,283,4,9,85,549,11,560,626,
HECELCHAKÁN,373,B,107,164,1,0,94,366,4,370,413,
HECELCHAKÁN,373,C1,147,152,0,1,71,371,4,375,412,
HECELCHAKÁN,374,B,117,110,2,18,21,268,9,277,300,
HECELCHAKÁN,375,B,298,122,9,15,96,540,13,553,673,
HECELCHAKÁN,375,C1,275,154,3,26,76,534,17,551,672,
HECELCHAKÁN,376,B,249,159,8,10,108,534,7,541,659,
HECELCHAKÁN,376,C1,225,183,5,10,84,507,14,521,658,
HECELCHAKÁN,377,B,157,96,2,12,124,391,12,403,527,
HECELCHAKÁN,377,C1,195,119,8,14,83,419,9,428,526,
HECELCHAKÁN,378,B,290,87,3,13,58,451,11,462,611,
HECELCHAKÁN,378,C1,244,114,8,17,50,433,18,451,610,
HECELCHAKÁN,379,B,231,119,4,12,62,428,8,436,528,
HECELCHAKÁN,379,C1,257,100,7,6,49,419,11,430,528,
HECELCHAKÁN,380,B,96,123,1,1,25,246,5,251,578,
,,,,,,,,,,,,
HECELCHAKÁN,380,C1,97,107,0,0,32,236,1,237,578,
,,,,,,,,,,,,
HOPELCHÉN,381,B,222,243,6,2,25,498,29,527,742,
HOPELCHÉN,381,C1,274,228,6,5,13,526,19,545,741,
HOPELCHÉN,382,B,193,157,7,8,17,382,10,392,605,
HOPELCHÉN,382,C1,97,132,3,2,6,240,6,246,605,
HOPELCHÉN,382,C2,182,134,3,3,18,340,14,354,605,
HOPELCHÉN,382,C3,129,144,1,2,12,288,5,293,605,
HOPELCHÉN,383,B,155,176,3,8,22,364,13,377,461,
HOPELCHÉN,383,C1,124,213,2,3,26,368,0,368,461,
HOPELCHÉN,384,B,127,183,3,2,13,328,12,340,434,
HOPELCHÉN,384,C1,168,156,2,0,30,356,8,364,434,
HOPELCHÉN,385,B,103,162,3,3,5,276,3,279,295,
HOPELCHÉN,386,B,64,124,1,16,13,218,5,223,359,
HOPELCHÉN,387,B,78,111,0,2,5,196,0,196,209,
HOPELCHÉN,388,B,237,225,7,47,10,526,15,541,687,
HOPELCHÉN,388,C1,196,208,14,38,18,474,18,492,687,
HOPELCHÉN,388,C2,200,232,10,38,14,494,22,516,687,
HOPELCHÉN,389,B,145,155,1,37,6,344,6,350,477,
HOPELCHÉN,389,C1,176,141,0,10,2,329,8,337,477,
HOPELCHÉN,390,B,67,134,1,2,7,211,5,216,250,
HOPELCHÉN,391,B,77,136,5,3,8,229,11,240,328,
HOPELCHÉN,392,B,29,110,2,0,1,142,0,142,157,
HOPELCHÉN,393,B,72,27,2,0,0,101,2,103,126,
HOPELCHÉN,394,B,223,312,22,12,11,580,22,602,671,
HOPELCHÉN,395,B,147,377,12,49,3,588,14,602,720,
HOPELCHÉN,396,B,133,211,10,7,4,365,10,375,462,
HOPELCHÉN,397,B,284,145,8,4,11,452,18,470,581,
HOPELCHÉN,398,B,251,212,10,5,16,494,18,512,669,
HOPELCHÉN,399,B,187,113,11,17,19,347,26,373,455,
HOPELCHÉN,400,B,181,265,1,3,8,458,5,463,534,
HOPELCHÉN,400,C1,123,320,0,3,1,447,8,455,533,
HOPELCHÉN,401,B,194,235,6,1,3,439,4,443,509,
HOPELCHÉN,401,C1,144,294,4,3,2,447,4,451,508,
HOPELCHÉN,402,B,39,89,4,3,3,138,10,148,607,
HOPELCHÉN,403,B,149,123,3,2,33,310,14,324,558,
HOPELCHÉN,403,C1,126,158,8,8,25,325,18,343,558,
,,,,,,,,,,,,
HOPELCHÉN,404,B,115,120,2,13,36,286,13,299,389,
HOPELCHÉN,404,C1,102,135,5,10,24,276,14,290,388,
HOPELCHÉN,405,B,51,49,0,1,0,101,4,105,539,
HOPELCHÉN,406,B,174,70,7,9,4,264,16,280,386,
HOPELCHÉN,407,B,223,267,20,29,21,560,26,586,742,
HOPELCHÉN,408,B,95,183,3,8,1,290,5,295,348,
HOPELCHÉN,409,B,237,263,14,7,10,531,24,555,661,
HOPELCHÉN,410,B,224,281,11,2,4,522,12,534,598,
HOPELCHÉN,410,C1,223,271,12,4,13,523,17,540,598,
HOPELCHÉN,411,B,125,135,11,2,10,283,12,295,378,
HOPELCHÉN,412,B,125,113,1,5,9,253,6,259,278,
HOPELCHÉN,413,B,84,112,7,3,0,206,8,214,238,
,,,,,,,,,,,,
PALIZADA,428,B,221,235,13,4,10,483,13,496,609,
PALIZADA,428,C1,208,252,4,1,3,468,19,487,609,
PALIZADA,429,B,193,224,12,6,18,453,12,465,567,
PALIZADA,429,C1,219,195,5,4,7,430,19,449,566,
PALIZADA,429,C2,225,215,4,0,9,453,7,460,566,
PALIZADA,430,B,138,158,3,3,1,303,14,317,377,
PALIZADA,431,B,333,197,21,3,8,562,15,577,701,
PALIZADA,432,B,184,102,4,1,18,309,10,319,378,
PALIZADA,433,B,237,184,15,2,15,453,15,468,543,
PALIZADA,434,B,36,67,8,1,17,129,4,133,169,
PALIZADA,435,B,146,232,7,5,9,399,14,413,554,
PALIZADA,436,B,26,42,11,0,2,81,1,82,93,
PALIZADA,437,B,14,30,3,0,6,53,0,53,56,
PALIZADA,439,B,154,250,11,0,4,419,6,425,507,
,,,,,,,,,,,,
TENABO,440,B,202,245,11,7,45,510,11,521,654,
TENABO,440,C1,196,243,8,15,51,513,15,528,654,
TENABO,441,B,187,353,5,2,35,582,10,592,712,
