uniqueid,year,incumbent_party_Horacio
15001,1996,PRI
15001,2000,PRI
15001,2003,PRI_PVEM
15001,2006,PRI_PVEM
15001,2009,PRI_PVEM_PANAL_PSD_PFD
15001,2012,PRI_PVEM_PANAL
15001,2015,PRI
15001,2018,NA
15002,1996,PRD
15002,2000,PRD
15002,2003,PRD
15002,2006,PRI_PVEM
15002,2009,PRI_PVEM_PANAL_PSD_PFD
15002,2012,PRI_PVEM_PANAL
15002,2015,PRI_PVEM_PANAL
15002,2018,NA
15003,1996,PRI
15003,2000,PRI
15003,2003,PRI_PVEM
15003,2006,PT_MC
15003,2009,PRI_PVEM_PANAL_PSD_PFD
15003,2012,PRI_PVEM_PANAL
15003,2015,PRI
15003,2018,NA
15004,1996,PRI
15004,2000,PRI
15004,2003,PRI_PVEM
15004,2006,PRI_PVEM
15004,2009,PAN
15004,2012,PRI_PVEM_PANAL
15004,2015,PRI_PVEM_PANAL
15004,2018,NA
15005,1996,PRI
15005,2000,PAN
15005,2003,PRI_PVEM
15005,2006,PRI_PVEM
15005,2009,PRI_PVEM_PANAL_PSD_PFD
15005,2012,PRI_PVEM_PANAL
15005,2015,PRI
15005,2018,NA
15006,1996,PRI
15006,2000,PRD
15006,2003,PRI_PVEM
15006,2006,PRI_PVEM
15006,2009,PT
15006,2012,PRI_PVEM_PANAL
15006,2015,PRI_PVEM_PANAL
15006,2018,NA
15007,1996,PRI
15007,2000,PRI
15007,2003,PRI_PVEM
15007,2006,PRD_PT_MC
15007,2009,PRI_PVEM_PANAL_PSD_PFD
15007,2012,PRI_PVEM_PANAL
15007,2015,PT
15007,2018,NA
15008,1996,PRI
15008,2000,PRI
15008,2003,PRD
15008,2006,PRI_PVEM
15008,2009,PRI_PVEM_PANAL_PSD_PFD
15008,2012,PRI_PVEM_PANAL
15008,2015,PRD
15008,2018,NA
15009,1996,PRI
15009,2000,PRD
15009,2003,PAN
15009,2006,PRD
15009,2009,PRI_PVEM_PANAL_PSD_PFD
15009,2012,PRI_PVEM_PANAL
15009,2015,PES
15009,2018,NA
15010,1996,PAN
15010,2000,PAN
15010,2003,PRI_PVEM
