uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
15001,1991,NA,SALVADOR NAVARRETE CRUZ
15001,1992,NA,SALVADOR NAVARRETE CRUZ
15001,1994,NA,SALVADOR NAVARRETE CRUZ
15001,1994,PRI,HUMBERTO POLO MARTINEZ
15001,1995,PRI,HUMBERTO POLO MARTINEZ
15001,1997,PRI,HUMBERTO POLO MARTINEZ
15001,1997,PRI,JOSE ELIAS SANCHEZ MARTINEZ
15001,1998,PRI,JOSE ELIAS SANCHEZ MARTINEZ
15001,1999,PRI,JOSE ELIAS SANCHEZ MARTINEZ
15001,2000,PRI,JOSE ELIAS SANCHEZ MARTINEZ
15001,2001,PRI,JESUS SERGIO ALCANTARA NUÑEZ
15001,2002,PRI,JESUS SERGIO ALCANTARA NUÑEZ
15001,2003,PRI,JESUS SERGIO ALCANTARA NUÑEZ
15001,2004,APT_,FERNANDO VALENTIN VALENCIA
15001,2005,APT_,FERNANDO VALENTIN VALENCIA
15001,2006,APT_,FERNANDO VALENTIN VALENCIA
15001,2007,APM,ARIEL PEÑA COLIN
15001,2008,APM,ARIEL PEÑA COLIN
15001,2009,APM,ARIEL PEÑA COLIN
15001,2010,CC,SALVADOR NAVARRETE CRUZ
15001,2011,CC,SALVADOR NAVARRETE CRUZ
15001,2012,CC,SALVADOR NAVARRETE CRUZ
15001,2013,CPEM,IRINEO RUIZ GONZALEZ
15001,2014,CPEM,IRINEO RUIZ GONZALEZ
15001,2015,CPEM,IRINEO RUIZ GONZALEZ
15001,2016,PRI,MARIA DEL CARMEN MAGDALENA PEÑA MERCADO
15001,2017,PRI,MARIA DEL CARMEN MAGDALENA PEÑA MERCADO
15001,2018,PRI,MARIA DEL CARMEN MAGDALENA PEÑA MERCADO
15001,2019,COAL,ESPERANZA DOLORES GONZALEZ MARTINEZ
15001,2020,COAL,ESPERANZA DOLORES GONZALEZ MARTINEZ
15001,2021,COAL,ESPERANZA DOLORES GONZALEZ MARTINEZ
15001,2022,PRI,MARIBEL ALCANTARA NUÑEZ
15001,2023,PRI,MARIBEL ALCANTARA NUÑEZ
15001,2024,PRI,MARIBEL ALCANTARA NUÑEZ
15002,1991,NA,OSCAR SANCHEZ JOAN
15002,1992,NA,OSCAR SANCHEZ JOAN
15002,1994,NA,OSCAR SANCHEZ JOAN
15002,1994,PRI,JOSE RUBEN MARTINEZ FLORES
15002,1995,PRI,JOSE RUBEN MARTINEZ FLORES
15002,1997,PRI,JOSE RUBEN MARTINEZ FLORES
15002,1997,PRD,JOSE ANTONIO SAAVEDRA CORONEL
15002,1998,PRD,JOSE ANTONIO SAAVEDRA CORONEL
15002,1999,PRD,JOSE ANTONIO SAAVEDRA CORONEL
15002,2000,PRD,JOSE ANTONIO SAAVEDRA CORONEL
15002,2001,PRD,RIGOBERTO CORTES MELGOZA
15002,2002,PRD,RIGOBERTO CORTES MELGOZA
15002,2003,PRD,RIGOBERTO CORTES MELGOZA
15002,2004,PRD,JOSE ANTONIO SAAVEDRA CORONEL
15002,2005,PRD,JOSE ANTONIO SAAVEDRA CORONEL
15002,2006,PRD,JOSE ANTONIO SAAVEDRA CORONEL
15002,2007,APM,DARIO ZACARIAS CAPUCHINO
15002,2008,APM,DARIO ZACARIAS CAPUCHINO
15002,2009,APM,DARIO ZACARIAS CAPUCHINO
15002,2010,CC,ROBERTO SANCHEZ CAMPOS
15002,2011,CC,ROBERTO SANCHEZ CAMPOS
15002,2012,CC,ROBERTO SANCHEZ CAMPOS
15002,2013,CPEM,VICENTE ANAYA AGUILAR
15002,2014,CPEM,VICENTE ANAYA AGUILAR
15002,2015,CPEM,VICENTE ANAYA AGUILAR
15002,2016,COAL,DARIO ZACARIAS CAPUCHINO
15002,2017,COAL,DARIO ZACARIAS CAPUCHINO
15002,2018,COAL,MISAEL CARREÑO ALVAREZ
15002,2019,COAL,RIGOBERTO CORTES MELGOZA
15002,2020,COAL,RIGOBERTO CORTES MELGOZA
15002,2021,COAL,RIGOBERTO CORTES MELGOZA
15002,2022,COAL,RIGOBERTO CORTES MELGOZA
15002,2023,COAL,RIGOBERTO CORTES MELGOZA
15002,2024,COAL,RIGOBERTO CORTES MELGOZA
15003,1991,NA,HERMENEGILDO MENDOZA CUEVAS
15003,1992,NA,HERMENEGILDO MENDOZA CUEVAS
15003,1994,NA,HERMENEGILDO MENDOZA CUEVAS
15003,1994,PAN,GUADALUPE TOVAR LUGO
15003,1995,PAN,GUADALUPE TOVAR LUGO
15003,1997,PAN,GUADALUPE TOVAR LUGO
15003,1997,PRI,JESUS PADILLA SANCHEZ
15003,1998,PRI,JESUS PADILLA SANCHEZ
15003,1999,PRI,JESUS PADILLA SANCHEZ
15003,2000,PRI,JESUS PADILLA SANCHEZ
15003,2001,PRI,VICENTE SOSA ALCANTARA
15003,2002,PRI,VICENTE SOSA ALCANTARA
15003,2003,PRI,VICENTE SOSA ALCANTARA
15003,2004,APT_,ALEJANDRO AGUILAR SANCHEZ
15003,2005,APT_,ALEJANDRO AGUILAR SANCHEZ
15003,2006,APT_,ALEJANDRO AGUILAR SANCHEZ
15003,2007,APM,FRANCISCO JAVIER VENANCIO RAMIREZ
15003,2008,APM,FRANCISCO JAVIER VENANCIO RAMIREZ
15003,2009,APM,FRANCISCO JAVIER VENANCIO RAMIREZ
15003,2010,CC,MARCOS JAVIER SOSA ALCANTARA
15003,2011,CC,MARCOS JAVIER SOSA ALCANTARA
15003,2012,CC,MARCOS JAVIER SOSA ALCANTARA
15003,2013,CPEM,SALVADOR DEL RIO MARTINEZ
15003,2014,CPEM,SALVADOR DEL RIO MARTINEZ
15003,2015,CPEM,SALVADOR DEL RIO MARTINEZ
15003,2016,PRI,AURORA GONZALEZ LEDEZMA
15003,2017,PRI,AURORA GONZALEZ LEDEZMA
15003,2018,PRI,AURORA GONZALEZ LEDEZMA
