"seccion","casilla","pan","pri","prd","pvem","pt","mc","morena","na","pes","mas","progresa","rsp","c_pan_pri_prd_rsp","c_pan_pri_prd","c_pan_pri_rsp","c_pan_prd_rsp","c_pri_prd_rsp","c_pan_pri","c_pan_prd","c_pan_rsp","c_pri_prd","c_pri_rsp","c_prd_rsp","no_registrados","num_votos_nulos","tot_votos","l_nominal","municipality","source_file","c_morena_na_pes_mas","c_morena_na_pes","c_morena_na_mas","c_morena_pes_mas","c_na_pes_mas","c_morena_na","c_morena_pes","c_morena_mas","c_na_pes","c_na_mas","c_pes_mas","c_mc_progresa","cand_ind_luis_armando_jaime_maldonado","cand_ind_andres_tapia_franco","cand_ind_perseo_quiroz_rendon"
"305","C2",85,19,9,18,9,41,115,3,3,2,2,1,2,6,0,0,0,2,0,0,0,0,0,0,19,345,584,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,2,2,0,0,0,0,1,NA,NA,NA
"305","C3",111,25,5,9,8,22,114,4,1,0,1,4,4,9,1,0,0,3,0,1,0,0,0,0,16,345,584,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,2,0,0,0,0,0,1,NA,NA,NA
"306","B1",50,9,2,10,6,44,117,5,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,2,11,272,555,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA
"306","C1",54,6,7,12,7,38,116,3,3,1,1,3,4,4,0,1,0,1,0,0,0,0,0,0,12,278,554,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"306","C2",77,25,7,18,7,45,167,6,1,1,8,4,6,2,0,1,0,1,0,0,0,0,0,0,28,414,554,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,1,1,0,1,0,0,0,1,0,3,NA,NA,NA
"307","B1",103,36,7,15,7,61,147,7,3,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,16,420,590,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"307","C1",108,34,10,8,14,51,152,2,3,2,7,5,0,5,1,0,0,1,0,0,0,0,0,0,19,428,589,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,1,0,1,1,0,0,1,0,0,0,0,NA,NA,NA
"308","B1",109,38,9,20,13,55,131,11,2,7,19,9,2,5,0,0,0,0,0,0,0,0,0,0,19,459,691,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,1,0,0,0,2,0,0,0,0,0,3,NA,NA,NA
"308","C1",146,31,5,25,13,66,141,5,2,2,5,6,3,5,0,0,0,4,0,0,0,0,0,0,18,486,691,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,2,0,0,0,0,0,1,0,0,0,1,NA,NA,NA
"309","B1",71,25,2,10,12,65,166,8,1,1,4,7,0,3,0,0,0,4,1,0,0,0,0,0,14,400,607,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"309","C1",61,26,9,14,10,55,143,5,1,1,5,2,1,5,0,0,0,4,0,0,0,0,0,0,23,374,607,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,1,2,0,0,0,0,1,NA,NA,NA
"309","C2",80,26,6,15,8,49,136,3,4,0,1,4,0,6,0,0,0,0,0,0,0,0,0,0,21,364,607,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA
"309","C3",74,19,6,12,16,63,152,4,2,3,9,1,3,6,0,0,0,1,0,1,0,0,0,0,20,401,607,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,2,0,0,1,0,1,0,0,0,0,0,NA,NA,NA
"309","C4",75,18,9,10,13,39,157,6,2,4,9,2,4,2,0,0,0,0,1,0,0,0,0,1,27,382,606,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"310","B1",126,36,9,2,7,32,84,3,3,5,4,4,1,8,0,0,0,1,0,0,0,0,0,0,10,337,496,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"310","C1",112,28,4,4,6,35,100,2,0,5,5,5,2,11,2,0,0,2,0,0,0,0,0,1,10,340,496,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA
"311","B1",112,20,8,13,19,40,132,6,2,1,3,3,3,9,1,0,0,4,1,0,0,0,0,0,17,397,694,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA
"311","C1",127,21,9,10,11,41,151,3,1,2,5,4,5,10,0,0,0,1,0,0,0,0,0,0,15,421,694,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA
"312","B1",77,26,5,8,40,28,157,9,1,2,5,4,6,3,0,0,0,2,0,0,0,0,0,1,16,397,616,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,3,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"312","C1",83,24,4,10,42,38,143,5,1,0,5,2,3,7,0,0,0,0,1,0,0,0,0,0,20,401,615,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,3,1,1,0,0,0,3,NA,NA,NA
"313","B1",78,18,6,18,6,13,79,8,1,2,2,4,8,2,1,0,0,0,0,0,0,0,0,1,12,260,403,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"314","B1",49,18,5,13,10,32,111,1,4,1,3,5,3,2,1,0,0,0,0,0,0,1,0,0,14,281,479,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,2,0,0,0,0,1,0,0,0,0,0,NA,NA,NA
"314","C1",41,14,2,17,12,37,102,1,2,1,6,0,1,4,1,0,1,5,2,0,0,0,0,1,17,271,478,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,1,2,0,0,0,0,0,NA,NA,NA
"315","B1",106,18,6,12,13,42,116,7,2,4,6,3,4,5,0,0,0,3,0,1,0,0,0,1,11,363,549,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"315","C1",87,27,7,18,15,48,127,13,7,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,12,377,548,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA
"316","B1",62,22,14,15,12,49,149,4,2,8,4,19,4,5,0,0,0,1,0,0,0,0,1,0,16,389,635,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"316","C1",65,20,15,19,8,37,117,6,3,7,14,19,3,4,0,0,0,1,0,0,0,0,0,0,23,367,634,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"317","B1",87,19,9,8,3,32,115,6,1,11,6,11,5,3,0,0,0,2,0,0,0,0,0,0,20,342,585,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,2,0,0,0,0,0,1,NA,NA,NA
"317","C1",93,10,8,14,6,35,143,7,1,13,8,8,3,7,0,0,0,1,0,0,0,0,0,0,15,373,585,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"317","C2",99,22,8,16,6,26,135,7,2,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,5,351,585,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"318","B1",76,14,11,13,4,47,154,5,2,11,7,4,3,7,0,0,0,1,0,1,0,1,0,0,20,387,709,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,1,0,1,0,1,0,0,1,0,0,0,NA,NA,NA
"318","C1",74,18,10,22,9,39,134,10,1,9,4,9,5,5,1,0,0,1,0,0,0,0,0,0,21,380,708,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,2,1,0,0,0,0,1,NA,NA,NA
"319","B1",56,17,7,10,9,34,75,5,1,3,4,4,0,4,0,0,0,1,0,0,0,0,0,0,5,238,363,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"320","B1",74,26,10,15,19,37,150,10,9,11,6,1,0,9,0,0,0,3,1,0,0,0,0,0,20,410,697,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,1,0,0,0,1,1,1,0,0,0,0,NA,NA,NA
"320","C1",85,25,14,14,15,43,150,10,2,7,6,8,5,5,0,0,0,3,2,0,0,0,0,0,26,428,697,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,1,1,0,3,1,0,1,NA,NA,NA
"320","C2",99,20,17,15,9,46,139,4,2,12,4,10,2,8,0,0,1,3,1,0,0,1,0,0,19,419,696,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,1,0,0,1,1,0,0,0,0,1,NA,NA,NA
"321","B1",84,22,10,20,10,33,134,10,1,5,7,13,2,1,0,0,0,1,0,0,0,0,0,0,9,370,597,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA
"321","C1",99,27,11,6,6,32,143,9,1,15,4,6,4,7,0,1,0,3,0,1,0,0,0,0,17,399,596,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,1,1,2,0,0,0,0,0,3,NA,NA,NA
"322","B1",145,29,15,14,7,37,113,6,2,9,4,13,4,8,0,0,0,4,0,0,0,0,0,0,7,428,645,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,3,2,1,0,1,0,0,0,0,0,0,NA,NA,NA
"322","C1",146,38,7,12,15,35,123,4,3,9,7,4,10,2,1,0,0,0,1,0,0,0,0,0,12,435,644,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA
"323","B1",67,23,7,9,15,36,119,4,0,6,5,7,4,4,1,0,0,0,1,0,0,0,0,0,16,329,561,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,1,1,0,0,1,0,0,0,0,0,2,NA,NA,NA
"324","B1",88,23,7,11,11,16,75,5,1,2,4,2,12,0,0,0,0,0,0,0,0,0,0,1,11,272,463,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"324","C1",102,15,5,2,7,33,85,2,1,3,4,3,0,9,0,0,0,0,0,0,0,0,0,0,11,288,462,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,1,0,0,2,0,0,0,1,0,1,NA,NA,NA
"325","B1",77,17,4,14,2,24,73,2,1,1,4,3,5,6,0,0,0,2,0,0,1,0,0,0,9,251,403,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,2,1,0,0,0,0,0,0,0,0,1,NA,NA,NA
"326","B1",44,19,16,5,9,21,47,1,1,1,4,1,3,2,0,0,0,0,0,0,0,0,0,0,3,177,277,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"327","B1",125,25,7,12,4,30,95,4,0,4,13,2,3,3,0,0,0,5,0,0,1,0,0,0,18,354,491,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"327","C1",108,23,8,10,4,27,96,5,1,4,14,4,1,14,0,0,0,2,2,0,0,0,0,0,11,339,491,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA
"328","B1",102,19,6,5,4,24,97,3,2,3,14,1,8,7,0,0,0,0,1,0,0,1,0,0,7,306,455,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"328","C1",93,18,12,13,10,29,91,4,0,3,7,2,5,5,2,0,0,1,0,0,0,0,0,0,7,310,454,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,1,1,0,1,0,0,0,0,0,2,NA,NA,NA
"329","B1",207,41,4,15,10,37,76,1,1,2,2,5,10,0,0,0,0,0,0,0,0,0,0,0,9,429,585,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",9,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"330","B1",132,21,3,7,3,38,82,2,0,1,2,4,1,6,1,0,0,3,0,0,0,0,0,0,9,318,476,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA
"330","C1",145,26,5,9,4,30,72,3,0,3,4,3,6,9,1,1,0,1,0,0,0,0,0,0,12,336,475,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"330","S1",11,0,1,0,1,4,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,0,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"330","S2",13,1,0,0,1,1,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"331","B1",99,17,8,6,16,26,85,4,2,1,3,2,4,6,0,0,0,0,0,0,0,0,0,0,6,289,431,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,1,0,0,1,0,0,0,0,2,NA,NA,NA
"331","C1",99,21,11,13,15,21,73,5,0,2,1,0,2,2,2,1,0,1,0,0,0,0,0,0,5,280,431,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"332","B1",104,24,5,11,11,47,129,7,2,0,1,2,1,4,0,0,0,2,0,0,0,0,0,0,23,378,554,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,1,0,0,0,1,1,0,0,0,0,1,NA,NA,NA
"332","C1",112,27,3,16,11,32,116,3,1,0,6,2,7,3,0,0,0,3,1,0,0,0,0,0,10,359,554,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA
"332","C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"333","B1",100,25,9,15,8,39,128,5,5,4,4,2,6,12,0,0,0,1,2,0,0,0,0,0,22,397,624,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,1,0,0,1,2,0,0,0,0,0,4,NA,NA,NA
"333","C1",98,24,9,17,7,64,117,3,3,3,2,4,3,5,1,0,0,1,1,0,0,0,0,0,14,382,624,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,2,0,0,0,0,0,1,0,0,0,2,NA,NA,NA
"333","C2",122,23,6,21,12,58,132,9,4,4,4,8,4,7,0,0,0,3,0,0,0,0,0,0,14,434,624,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"334","B1",85,28,1,9,12,52,118,5,3,2,9,4,2,12,0,0,0,0,0,0,0,0,0,0,20,368,588,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,3,0,1,0,0,0,0,0,0,0,0,NA,NA,NA
"334","C1",69,21,4,7,7,48,131,10,3,4,7,4,1,2,1,0,0,4,1,0,1,0,0,0,16,345,588,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA
"334","C2",81,19,2,11,8,48,126,4,2,1,6,11,4,3,1,0,0,0,0,0,0,0,0,0,18,352,588,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,1,0,0,0,0,0,2,NA,NA,NA
"335","B1",78,22,5,14,14,55,139,1,3,2,6,1,2,4,0,0,0,1,0,0,0,0,0,0,16,368,598,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"335","C1",70,20,7,15,7,33,112,3,1,0,5,1,8,7,0,0,0,0,0,0,0,0,0,0,26,319,598,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
"335","C2",94,24,10,23,10,48,146,1,0,1,2,5,8,6,0,0,0,0,1,0,0,0,0,1,22,411,597,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,0,0,0,0,2,0,0,0,0,0,2,NA,NA,NA
"336","B1",110,38,12,10,9,43,150,3,2,3,5,6,4,2,0,0,0,3,1,0,0,0,0,0,16,424,621,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,1,0,1,0,1,0,0,0,0,0,NA,NA,NA
"336","C1",102,21,7,5,8,48,160,4,2,0,6,2,2,4,0,0,0,2,0,0,0,0,0,0,21,400,620,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"337","B1",105,20,5,11,9,43,128,11,2,1,6,12,7,0,0,0,0,2,0,0,0,0,0,0,19,383,600,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"337","C1",91,29,5,6,12,39,125,7,3,0,5,5,4,6,1,0,0,3,1,0,0,0,0,0,18,364,599,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"337","S1",9,3,2,2,0,8,27,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,60,0,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"337","S2",8,4,1,2,2,5,23,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"338","B1",141,19,10,7,4,53,120,2,3,0,5,8,5,7,0,0,0,3,0,0,0,0,0,0,6,400,670,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,1,0,0,1,0,0,0,0,0,1,NA,NA,NA
"338","C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"338","C2",101,31,10,14,8,43,129,9,2,0,9,4,8,4,0,0,0,1,2,1,1,0,0,0,22,407,670,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,2,0,0,0,0,0,0,0,0,0,2,NA,NA,NA
"338","C3",122,32,14,17,16,53,121,9,2,3,4,6,1,6,0,0,0,2,0,0,0,0,0,0,17,433,669,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,2,0,0,0,2,0,0,0,0,0,1,NA,NA,NA
"339","B1",89,22,5,16,12,53,158,12,2,1,3,7,4,7,0,0,0,1,2,0,0,0,0,0,24,421,719,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA
"339","C1",81,24,1,13,19,54,165,5,0,2,4,9,0,2,0,0,0,0,0,0,0,0,0,0,17,401,718,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",2,0,0,0,0,0,2,0,0,0,0,1,NA,NA,NA
"340","B1",107,21,9,20,11,53,153,2,2,2,0,1,0,19,0,0,0,0,0,0,0,0,0,0,25,434,684,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",9,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"340","C1",81,22,1,12,15,41,155,7,5,3,5,7,3,4,1,0,0,1,0,0,0,0,0,0,24,392,684,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",4,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
"340","C2",105,13,10,11,15,49,141,8,0,1,5,7,9,6,0,0,0,1,0,0,0,0,0,0,18,407,684,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,1,2,0,0,0,0,0,0,0,0,2,NA,NA,NA
"341","B1",116,22,7,11,6,28,73,3,1,0,3,2,5,5,0,1,0,3,0,0,0,0,0,0,10,303,406,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",5,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"341","C1",129,24,7,8,8,35,67,3,2,1,4,3,1,4,0,0,0,0,1,0,0,0,0,0,4,302,406,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"342","B1",158,34,7,4,5,31,72,4,3,0,5,3,9,7,1,0,0,3,0,0,0,0,0,1,2,352,478,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA
"342","C1",165,25,5,5,7,32,64,2,4,3,3,4,7,14,0,0,0,1,0,0,0,0,0,0,6,352,478,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",3,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA
"343","B1",187,25,4,6,4,30,60,3,0,0,1,1,5,6,1,0,4,2,0,0,0,0,0,1,8,352,496,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA
"343","C1",162,28,4,8,4,32,72,4,2,0,1,5,7,9,1,0,0,0,0,0,1,0,0,0,11,358,496,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",1,2,0,0,0,1,0,0,0,0,0,3,NA,NA,NA
"344","B1",146,25,6,8,11,31,78,7,1,3,2,3,5,12,0,0,0,4,1,1,0,0,0,3,8,357,508,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA
"344","C1",162,34,8,8,7,35,86,4,1,3,3,6,15,0,0,0,0,0,0,0,0,0,0,0,4,383,508,"CUERNAVACA","Registro de Computos CUERNAVACA  Morelos Proceso Electoral 2023-2024 IMPEPAC.csv",6,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
