CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,C_COMUN_PRD_MC_PUP,PRD_MC,PRD_PUP,MC_PUP,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRD_MC,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,247,E,2,0,E02,1,80,129,,2,0,13,34,105,1,1,,1,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,367,0,0,367,522,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,248,B,1,0,B,3,102,181,,3,2,18,14,100,0,2,,0,1,0,0,,,,,1,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,427,0,23,450,629,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,248,C,1,0,C01,1,113,186,,1,2,10,19,0,0,0,,2,0,0,1,,,,,1,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,337,0,23,360,628,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,249,B,1,0,B,21,55,88,,8,2,7,24,85,0,5,,0,2,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,8,308,410,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,249,C,1,0,C01,19,61,70,,13,1,12,24,117,0,1,,0,0,0,0,,,,,4,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,324,0,11,335,409,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,250,B,1,0,B,4,34,95,,5,1,1,10,76,0,12,,1,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,240,0,21,261,355,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,250,E,1,1,E01C01,28,47,167,,13,1,4,12,116,2,1,,0,1,0,0,,,,,0,2,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,394,0,12,406,532,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,250,E,1,0,E01,25,25,163,,28,1,2,12,114,0,3,,2,0,0,0,,,,,1,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,376,0,10,386,533,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,251,B,1,0,B,3,76,144,,4,0,17,30,193,2,3,,1,2,0,0,,,,,0,0,0,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,479,0,13,492,611,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,251,C,1,0,C01,2,58,148,,6,1,2,27,213,4,0,,4,2,0,0,,,,,3,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,472,0,25,497,610,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,252,B,1,0,B,4,53,88,,36,1,11,72,143,1,3,,0,0,0,0,,,,,0,2,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,414,0,26,440,548,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,252,C,1,0,C01,4,91,105,,23,0,11,68,100,0,3,,1,1,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,410,0,20,430,547,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,253,B,1,0,B,3,76,71,,0,1,6,126,99,0,3,,0,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,387,0,9,396,508,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,253,C,1,0,C01,4,89,66,,1,1,15,130,82,1,5,,0,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,395,0,18,413,508,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,39,HUAUTLA DE JIMENEZ,254,B,1,0,B,1,50,98,,12,0,20,28,194,1,2,,0,2,0,1,,,,,0,1,0,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,412,0,15,427,532,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,115,SAN BARTOLOME AYAUTLA,804,B,1,0,B,0,115,0,,,4,152,97,,,114,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,0,36,518,618,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,115,SAN BARTOLOME AYAUTLA,804,C,1,0,C01,1,124,3,,,2,128,107,,,111,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,0,38,514,618,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,115,SAN BARTOLOME AYAUTLA,805,B,1,0,B,5,89,2,,,0,90,70,,,84,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,0,20,360,423,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,115,SAN BARTOLOME AYAUTLA,805,C,1,0,C01,3,78,2,,,1,81,88,,,87,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,0,17,357,423,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,115,SAN BARTOLOME AYAUTLA,806,B,1,0,B,2,118,1,,,5,84,181,,,164,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,0,20,575,684,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,986,B,1,0,B,122,120,8,4,2,1,4,8,86,3,52,,2,2,0,0,,,,,0,2,0,1,,,,,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,0,22,444,581,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,986,C,1,0,C01,125,111,3,3,1,1,5,14,91,1,55,,1,2,1,0,,,,,2,0,0,0,,,,,6,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,0,17,443,580,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,987,B,1,0,B,90,105,5,5,3,1,1,15,101,5,34,,0,2,1,0,,,,,5,1,0,0,,,,,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,0,8,387,514,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,987,C,1,0,C01,92,111,8,3,4,3,1,18,95,2,18,,5,3,0,0,,,,,1,1,0,0,,,,,6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,0,15,388,513,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,987,C,2,0,C02,104,110,8,13,7,1,2,20,86,0,16,,2,0,0,0,,,,,2,0,3,0,,,,,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,0,20,406,513,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,988,B,1,0,B,99,78,5,7,8,1,0,6,85,0,29,,0,3,0,0,,,,,2,0,0,0,,,,,6,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,0,11,343,469,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,988,C,1,0,C01,106,96,7,1,4,1,1,6,73,0,33,,2,2,0,0,,,,,3,0,0,0,,,,,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,1,9,353,469,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,988,S,1,0,S01,7,9,1,1,1,0,0,0,8,0,1,,0,0,0,0,,,,,0,0,0,0,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,3,33,0,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,989,B,1,0,B,103,148,4,0,0,3,2,9,30,2,7,,4,2,1,0,,,,,0,0,0,0,,,,,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,0,14,333,454,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,990,B,1,0,B,44,102,0,0,0,1,0,12,6,0,13,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0,11,189,224,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,991,B,1,0,B,52,45,7,6,2,2,0,7,18,0,0,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,0,1,140,178,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,992,B,1,0,B,81,114,0,2,2,3,3,17,29,0,11,,0,2,1,0,,,,,2,0,0,0,,,,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,9,283,353,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,993,B,1,0,B,107,115,5,4,5,0,2,13,42,2,17,,6,0,0,0,,,,,1,0,1,0,,,,,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,0,16,343,416,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,993,C,1,0,C01,105,112,6,3,5,3,2,14,39,1,11,,4,1,0,0,,,,,4,1,0,0,,,,,5,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,0,20,341,416,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,994,B,1,0,B,56,135,1,2,7,3,2,7,113,6,10,,0,0,1,0,,,,,7,2,0,3,,,,,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,0,33,400,508,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,995,B,1,0,B,93,177,5,5,2,4,2,10,93,2,5,,2,0,0,0,,,,,0,0,0,1,,,,,6,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,0,8,419,522,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,996,B,1,0,B,73,63,7,1,3,1,0,5,32,3,7,,2,1,1,0,,,,,5,0,0,0,,,,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0,12,220,280,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,997,B,1,0,B,19,54,6,1,1,0,3,16,61,0,8,,0,1,1,0,,,,,2,1,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,0,12,186,241,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,175,SAN JUAN BAUTISTA CUICATLAN,998,B,1,0,B,3,31,0,0,0,0,0,0,1,0,0,,0,0,0,0,,,,,1,0,0,0,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,38,49,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,189,SAN JUAN COATZOSPAM,1111,B,1,0,B,0,7,122,194,4,1,,3,234,2,1,,0,0,1,0,,,,,1,0,0,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,571,0,15,586,732,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,189,SAN JUAN COATZOSPAM,1111,C,1,0,C01,1,1,120,203,3,2,,6,209,0,2,,1,0,0,0,,,,,1,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,549,0,27,576,731,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,432,SANTA MARIA TECOMAVACA,1906,B,1,0,B,1,109,3,2,4,1,1,7,187,1,229,,0,0,0,0,,,,,1,0,0,1,,,,,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,0,16,569,714,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,432,SANTA MARIA TECOMAVACA,1906,C,1,0,C01,0,147,4,5,5,2,1,2,160,1,196,,0,0,0,0,,,,,2,0,0,0,,,,,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,0,33,565,713,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,435,SANTA MARIA TEOPOXCO,1909,B,1,0,B,2,239,2,4,8,2,1,3,211,3,,,0,0,0,0,4,1,3,0,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,0,15,505,739,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,435,SANTA MARIA TEOPOXCO,1909,C,1,0,C01,2,245,3,2,6,3,2,6,203,5,,,1,0,0,0,8,1,2,0,6,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,0,16,514,739,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,435,SANTA MARIA TEOPOXCO,1910,B,1,0,B,2,147,3,5,3,0,1,4,71,0,,,1,0,0,0,0,1,2,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,0,22,264,409,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,435,SANTA MARIA TEOPOXCO,1910,C,1,0,C01,0,145,0,2,7,0,5,4,88,5,,,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,0,12,271,408,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,435,SANTA MARIA TEOPOXCO,1910,E,1,0,E01,0,153,1,0,2,1,3,2,67,5,,,0,0,0,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,0,9,247,361,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,435,SANTA MARIA TEOPOXCO,1910,E,2,0,E02,1,90,0,0,3,4,0,2,84,0,,,0,0,0,0,5,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0,12,204,330,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,437,SANTA MARIA TEXCATITLAN,1913,B,1,0,B,1,140,108,2,3,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0,8,273,378,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,437,SANTA MARIA TEXCATITLAN,1913,C,1,0,C01,1,135,130,1,0,3,,0,0,6,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0,11,287,378,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2325,B,1,0,B,7,51,20,2,1,4,38,5,31,9,137,5,0,0,0,0,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,428,0,19,447,641,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2325,C,1,0,C01,5,55,36,5,1,1,22,9,46,5,187,14,0,0,1,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,492,0,9,501,641,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2325,S,1,0,S01,0,2,0,0,0,0,2,1,6,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,21,0,1,22,0,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2326,B,1,0,B,3,65,34,4,3,3,22,11,45,7,159,20,0,1,0,1,8,4,2,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,464,0,21,485,659,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2326,C,1,0,C01,13,72,51,4,6,2,23,7,33,10,133,18,0,0,0,0,2,0,0,0,5,0,0,2,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,446,0,32,478,658,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2326,C,2,0,C02,2,70,58,7,4,0,22,12,41,8,154,5,0,1,0,0,11,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,453,1,22,476,658,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2326,E,1,0,E01,1,1,16,1,0,0,0,21,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,86,0,6,92,106,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2327,B,1,0,B,5,91,27,1,3,2,21,4,42,13,207,1,2,1,0,1,0,0,0,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,498,3,13,514,711,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2327,C,1,0,C01,6,46,38,0,3,3,13,8,34,9,236,24,1,0,0,0,6,2,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,504,0,28,532,711,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2328,B,1,0,B,3,50,40,1,3,1,8,2,39,6,112,10,1,1,0,0,3,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,357,1,21,379,505,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2328,C,1,0,C01,10,54,28,0,3,0,3,3,28,4,132,15,0,0,0,1,2,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,364,0,16,380,505,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2328,C,2,0,C02,7,33,31,2,3,4,13,3,33,8,141,12,1,0,0,1,2,0,2,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,359,0,17,376,505,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2329,B,1,0,B,5,33,26,1,0,1,36,1,4,4,133,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,254,0,27,281,350,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,545,TEOTITLAN DE FLORES MAGON,2330,B,1,0,B,3,34,60,2,2,5,18,4,15,4,117,1,0,0,0,0,3,3,1,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,314,0,25,339,424,Cotejo,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,558,VALERIO TRUJANO,2405,B,1,0,B,3,14,76,51,3,0,309,2,83,5,33,,0,1,0,0,1,2,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,0,13,600,739,Recuento,,,
,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,558,VALERIO TRUJANO,2406,B,1,0,B,0,12,1,72,2,0,154,0,91,6,50,,0,0,0,0,2,6,0,1,5,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,0,18,423,511,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,57,B,1,0,B,17,15,104,1,24,6,23,38,94,7,1,19,5,2,0,3,3,0,2,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,432,0,19,451,608,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,57,C,1,0,C01,13,14,100,2,36,4,21,52,72,3,2,24,4,0,0,1,3,0,6,1,6,3,0,0,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,417,0,15,432,608,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,57,C,2,0,C02,20,12,104,0,30,4,22,46,93,3,2,15,4,3,0,0,2,0,1,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,404,0,13,417,608,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,57,C,3,0,C03,13,15,112,0,24,3,23,50,87,1,1,15,4,0,0,1,0,0,2,0,4,4,2,0,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,419,0,18,437,608,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,57,C,4,0,C04,11,18,86,2,32,4,27,37,93,4,0,24,2,2,1,1,1,0,0,1,4,1,0,1,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,401,0,9,410,608,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,58,B,1,0,B,15,28,129,1,51,3,60,77,72,2,3,21,4,0,0,0,3,1,4,0,7,3,0,0,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,517,0,13,530,708,Cotejo,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,58,C,1,0,C01,4,11,142,6,31,4,36,59,90,3,2,25,3,3,0,2,1,0,4,0,4,3,0,0,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,494,0,20,514,708,Cotejo,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,58,C,2,0,C02,13,17,104,3,45,1,44,46,117,2,1,31,2,0,0,0,4,0,2,0,6,0,0,1,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,497,0,25,522,707,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,58,C,3,0,C03,15,12,122,1,38,9,43,65,104,4,1,19,4,3,0,0,3,0,2,0,4,4,0,0,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,503,0,21,524,707,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,59,B,1,0,B,13,26,116,5,37,6,21,53,74,3,5,43,4,2,0,2,2,1,6,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,502,0,17,519,716,Cotejo,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,59,C,1,0,C01,17,25,124,2,41,8,28,31,109,1,1,28,2,1,1,2,6,2,7,0,5,5,0,0,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,500,0,18,518,716,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,59,C,2,0,C02,9,42,120,4,40,4,26,60,70,2,0,31,5,2,0,0,3,0,4,0,4,3,1,1,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,497,1,14,512,715,Recuento,,,
,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,59,S,1,0,S01,1,1,5,0,1,0,1,2,6,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,27,0,2,29,0,Cotejo,,,
