ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PVEM,MC,PUP,NA,MORENA,PSD,PMR,PAN_PRD_MC,PRI_PVEM_NA,PT_MORENA_ES,C_COMUN_PAN_PRD_MC,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRD_MC,C_COMUN_PRD_MC_PUP,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
20,OAXACA,140,SAN FRANCISCO IXHUATAN,8,15,,,,,623,,,,,1863,1913,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325,0,134,5459,6994,
20,OAXACA,557,UNION HIDALGO,11,21,,,,,158,,,4289,,133,3121,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8447,3,360,8810,10920,
20,OAXACA,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,18,30,,,,,,,,26,112,5413,,3550,,,,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,11610,1,541,12152,16499,
20,OAXACA,48,MAGDALENA OCOTLAN,1,2,,,,,,,,,,299,297,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,4,49,686,821,
20,OAXACA,77,SAN AGUSTIN AMATENGO,2,2,,,,,156,,,,,189,282,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,0,67,997,1254,
20,OAXACA,536,VILLA SOLA DE VEGA,10,19,,,,,,,,1023,,2322,1270,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5828,2,422,6252,9047,
20,OAXACA,56,MARTIRES DE TACUBAYA,1,2,,,,,2,,,1,26,169,,417,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,0,11,917,1057,
20,OAXACA,69,PINOTEPA DE DON LUIS,5,9,,1249,,,,,,,135,1076,,832,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,3561,0,120,3681,4580,
20,OAXACA,87,SAN ANDRES HUAXPALTEPEC,3,7,,1047,,,820,766,,,,41,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085,1,164,3250,4405,
20,OAXACA,166,SAN JOSE ESTANCIA GRANDE,1,1,,306,,,,0,,287,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,0,10,605,749,
20,OAXACA,178,SAN JUAN BAUTISTA LO DE SOTO,2,5,,268,,,240,118,,,291,262,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497,0,70,1567,2013,
20,OAXACA,190,SAN JUAN COLORADO,5,13,,,,,,,,,,2400,2113,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068,0,166,5234,6467,
20,OAXACA,225,SAN LORENZO,3,6,,,,,23,,,,,1837,961,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,0,104,3233,3927,
20,OAXACA,283,SAN MIGUEL TLACAMAMA,2,5,,722,,,524,3,,241,,373,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,0,150,2069,2514,
20,OAXACA,300,SAN PEDRO ATOYAC,4,6,,14,,,,1038,,,,1148,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307,0,77,2384,2945,
20,OAXACA,310,SAN PEDRO JICAYAN,7,14,,1731,,,78,,,,,1821,,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332,0,255,5587,7455,
20,OAXACA,342,SAN SEBASTIAN IXCAPA,4,7,,,,,,,,,,605,,617,,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214,0,55,2269,2978,
20,OAXACA,407,SANTA MARIA CORTIJO,1,2,,5,330,,,1,,,,349,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,0,28,783,941,
20,OAXACA,415,SANTA MARIA HUAZOLOTITLAN,5,15,,1053,1386,,94,28,,,,1967,,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5683,0,320,6003,8064,
20,OAXACA,468,SANTIAGO JAMILTEPEC,13,24,,,,,,,,,,295,4796,4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9155,0,1385,10540,13533,
20,OAXACA,475,SANTIAGO LLANO GRANDE,3,5,,,,,1,,,,,32,1112,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,0,30,2057,2660,
20,OAXACA,484,SANTIAGO PINOTEPA NACIONAL,24,65,,,,,185,,,31,,9416,6280,8723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24635,5,900,25540,37751,
20,OAXACA,487,SANTIAGO TAPEXTLA,2,5,,513,8,,2,628,,,,105,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,0,57,1628,2218,
20,OAXACA,506,SANTO DOMINGO ARMENTA,2,4,,,,,31,,,123,213,418,558,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527,0,83,1610,2297,
20,OAXACA,316,SAN PEDRO MIXTEPEC,13,56,,,,,74,90,,153,55,827,,9848,,,10660,,,,,,,,,,,,,,,,,,,,,,,,,,,,21707,2,617,22326,34651,
20,OAXACA,332,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,21,59,,,,,4411,,,,,790,7152,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20316,40,1003,21359,33442,
20,OAXACA,364,SANTA CATARINA JUQUILA,7,24,,,,,,,,,,2138,1791,4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8267,1,302,8570,11364,
20,OAXACA,490,SANTIAGO TETEPEC,3,8,,897,,,,430,,,,40,,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605,1,127,2733,3369,
20,OAXACA,59,MIAHUATLAN DE PORFIRIO DIAZ,22,59,,,,,4913,4541,,53,,2032,,3520,,,5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,20738,33,1061,21832,33038,
20,OAXACA,252,SAN MATEO RIO HONDO,4,6,,,,,1003,,,,,613,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786,1,70,1857,2419,
20,OAXACA,322,SAN PEDRO POCHUTLA,18,55,,,,,276,,,65,201,5116,7598,7936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21192,0,1012,22204,32612,
20,OAXACA,414,SANTA MARIA HUATULCO,10,53,,,,,302,,,716,,7340,7972,4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20425,0,870,21295,32733,
20,OAXACA,440,SANTA MARIA TONAMECA,9,30,,,,,2796,,,706,740,2423,1611,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12303,1,706,13010,17931,
