CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,330,3,139,75,56,28,10,12,21,158,17,20,26,4,2,9,2,0,2,,,,,,,,,,14,26,31,,,,652,0,36,688,956
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,343,2,180,74,52,23,11,21,25,168,24,17,20,2,0,6,0,0,5,,,,,,,,,,19,41,26,,,,714,1,30,745,1016
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,344,2,210,76,79,28,15,18,35,238,25,37,24,3,4,14,1,2,2,,,,,,,,,,40,70,59,,,,980,0,61,1041,1472
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,345,1,64,35,39,13,6,7,10,78,5,15,14,1,1,3,1,0,0,,,,,,,,,,6,28,30,,,,356,0,10,366,532
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,346,1,47,34,26,9,4,3,23,99,10,18,17,0,0,0,0,0,5,,,,,,,,,,12,31,30,,,,368,1,21,390,616
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,347,1,50,19,15,9,6,3,0,63,12,15,8,1,1,0,1,0,0,,,,,,,,,,10,14,20,,,,247,0,17,264,394
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,348,3,112,60,77,26,23,12,37,228,38,35,16,0,4,9,2,0,11,,,,,,,,,,43,63,46,,,,842,2,52,896,1505
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,349,3,105,50,109,45,33,21,46,248,28,62,19,4,14,16,3,0,1,,,,,,,,,,93,31,65,,,,993,1,41,1035,1637
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,350,2,125,88,75,40,20,16,22,248,32,46,20,2,5,13,0,1,5,,,,,,,,,,71,53,51,,,,933,1,49,983,1427
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,351,1,55,40,35,18,8,8,16,107,19,13,9,3,0,4,1,1,2,,,,,,,,,,25,26,20,,,,410,0,22,432,636
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,352,1,54,35,23,9,3,5,10,109,11,13,17,3,2,2,0,0,1,,,,,,,,,,14,19,20,,,,350,2,30,382,594
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,353,2,87,26,28,15,16,5,15,140,21,10,16,2,2,2,1,0,4,,,,,,,,,,10,56,13,,,,469,0,11,480,753
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,354,2,133,42,59,21,22,18,28,165,28,34,26,3,5,5,0,0,3,,,,,,,,,,26,86,34,,,,738,0,41,779,1177
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,355,4,179,68,112,54,41,20,40,379,60,67,31,1,12,9,6,0,10,,,,,,,,,,83,341,35,,,,1548,1,61,1610,2358
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,356,2,90,116,59,24,14,15,18,253,28,17,29,4,3,9,1,0,4,,,,,,,,,,38,48,37,,,,807,1,28,836,1113
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,357,2,131,48,43,14,15,22,20,168,34,17,16,0,2,6,0,0,2,,,,,,,,,,21,37,41,,,,637,1,35,673,930
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,358,1,47,31,14,10,2,1,27,111,6,9,11,0,2,3,0,0,0,,,,,,,,,,10,16,12,,,,312,0,10,322,436
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,361,2,145,50,47,13,11,8,17,139,9,8,10,1,2,3,0,0,4,,,,,,,,,,32,139,26,,,,664,0,36,700,992
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,362,1,60,22,46,14,9,9,14,121,16,13,10,1,1,4,0,0,0,,,,,,,,,,14,16,14,,,,384,1,13,398,615
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,363,1,75,33,63,19,9,2,16,86,10,13,13,0,2,4,1,0,4,,,,,,,,,,15,14,19,,,,398,0,23,421,695
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,364,3,90,62,105,31,29,22,32,233,45,38,20,0,15,19,0,1,7,,,,,,,,,,37,66,35,,,,887,1,43,931,1589
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,365,4,167,77,176,57,41,28,48,364,55,103,42,5,12,14,3,4,14,,,,,,,,,,38,141,100,,,,1489,1,86,1576,2722
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,366,3,99,56,143,31,34,24,41,395,58,53,32,2,5,20,3,1,4,,,,,,,,,,36,67,37,,,,1141,1,64,1206,2016
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,367,3,83,54,80,34,33,14,35,288,42,48,34,1,5,10,2,4,4,,,,,,,,,,37,51,27,,,,886,0,40,926,1614
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,368,2,138,64,42,19,10,11,22,159,14,12,20,1,5,4,0,1,4,,,,,,,,,,11,33,37,,,,607,3,34,644,1009
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,369,2,170,67,65,23,11,12,30,228,26,27,17,2,6,11,1,0,5,,,,,,,,,,32,41,44,,,,818,1,40,859,1297
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,370,3,95,48,62,26,20,13,31,207,36,25,22,3,4,13,1,0,6,,,,,,,,,,48,413,34,,,,1107,1,57,1165,1706
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,371,2,121,45,30,14,7,10,14,144,20,23,8,1,1,6,0,0,2,,,,,,,,,,28,185,17,,,,676,0,28,704,999
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,372,2,110,55,68,15,10,7,20,117,16,22,16,1,2,4,0,0,2,,,,,,,,,,19,26,50,,,,560,0,31,591,792
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,373,4,121,65,179,37,57,18,40,318,59,85,32,2,12,11,6,0,15,,,,,,,,,,37,69,51,,,,1214,0,74,1288,2267
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,374,2,44,36,74,25,31,25,22,172,30,55,17,1,4,9,3,0,6,,,,,,,,,,12,45,61,,,,672,0,54,726,1260
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,375,5,203,105,182,52,76,30,64,543,112,95,43,1,23,38,8,2,16,,,,,,,,,,57,101,106,,,,1857,0,79,1936,3274
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,376,1,121,38,30,9,4,8,12,113,10,8,19,0,3,3,1,0,1,,,,,,,,,,14,18,19,,,,431,1,22,454,683
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,377,2,110,51,58,16,37,10,19,142,16,16,15,0,3,10,0,0,4,,,,,,,,,,14,47,34,,,,602,0,20,622,864
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,378,2,99,35,37,13,17,10,22,184,21,15,17,1,2,10,2,0,1,,,,,,,,,,57,303,11,,,,857,2,44,903,1299
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,379,2,94,33,39,20,19,18,8,182,29,26,11,3,1,7,1,1,5,,,,,,,,,,27,265,24,,,,813,0,41,854,1301
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,380,1,219,39,38,11,3,6,16,46,16,9,6,1,2,1,0,0,1,,,,,,,,,,9,22,4,,,,449,0,14,463,627
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,381,1,158,51,31,17,5,13,12,106,12,14,13,2,2,0,1,0,1,,,,,,,,,,11,10,16,,,,475,0,9,484,682
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,382,3,211,75,122,31,48,26,41,395,59,29,34,3,9,19,2,2,4,,,,,,,,,,26,56,162,,,,1354,2,50,1406,1991
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,383,5,253,117,166,60,54,21,81,622,73,53,69,6,19,23,2,0,9,,,,,,,,,,53,109,79,,,,1869,4,97,1970,2900
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,384,3,213,91,57,22,21,15,41,299,38,26,30,8,4,14,0,3,4,,,,,,,,,,36,102,43,,,,1067,2,54,1123,1588
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,385,4,184,86,114,39,50,25,46,425,75,86,44,0,13,23,12,1,13,,,,,,,,,,35,128,101,,,,1500,0,78,1578,2508
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,386,4,164,106,132,52,39,23,50,378,72,75,46,3,7,22,6,1,8,,,,,,,,,,47,111,99,,,,1441,1,62,1504,2299
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,389,2,86,18,144,17,77,4,14,69,14,26,11,1,11,10,1,1,8,,,,,,,,,,33,15,77,,,,637,0,43,680,1011
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,612,3,74,86,131,23,27,14,31,228,51,58,22,3,8,9,2,1,10,,,,,,,,,,48,33,44,,,,903,0,49,952,1546
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,907,1,47,15,52,13,12,7,9,118,12,26,11,0,1,3,0,0,4,,,,,,,,,,11,17,13,,,,371,0,25,396,658
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,256,4,179,118,45,79,75,35,47,467,57,27,40,2,,26,7,1,8,,,,,,,,,,,,,,,,1213,1,75,1289,1998
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,257,9,446,243,221,218,162,116,134,1435,204,115,113,7,,56,10,3,16,,,,,,,,,,,,,,,,3499,7,212,3718,6051
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,258,1,52,70,16,21,31,10,16,137,28,5,15,0,,5,1,0,0,,,,,,,,,,,,,,,,407,22,22,451,659
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,259,1,42,39,17,25,13,11,13,151,22,7,15,1,,3,1,0,3,,,,,,,,,,,,,,,,363,0,27,390,544
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,260,1,49,55,27,23,24,15,8,158,24,16,19,1,,8,1,1,2,,,,,,,,,,,,,,,,431,2,26,459,713
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,261,1,56,32,19,14,16,12,117,162,32,8,14,0,,6,1,0,5,,,,,,,,,,,,,,,,494,3,21,518,602
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,282,3,122,75,43,82,55,32,51,420,77,23,44,2,,16,3,2,12,,,,,,,,,,,,,,,,1059,14,30,1103,1651
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,283,3,124,68,56,63,51,19,21,427,57,34,32,2,,20,3,2,6,,,,,,,,,,,,,,,,985,1,70,1056,1592
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,284,3,157,82,63,51,58,36,31,482,101,40,39,3,,26,3,0,12,,,,,,,,,,,,,,,,1184,2,70,1256,1818
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,285,2,137,70,34,35,38,10,44,355,57,43,40,1,,12,3,1,10,,,,,,,,,,,,,,,,890,2,52,944,1353
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,286,2,97,66,31,58,37,22,30,366,63,32,22,2,,12,2,2,12,,,,,,,,,,,,,,,,854,1,63,918,1435
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,287,2,64,39,46,65,46,22,35,324,46,39,37,2,,23,3,0,10,,,,,,,,,,,,,,,,801,4,45,850,1235
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,288,3,118,96,45,92,31,31,225,503,74,27,41,3,,19,2,11,7,,,,,,,,,,,,,,,,1325,3,68,1396,1882
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,305,3,223,130,73,82,63,28,40,522,73,25,46,5,,15,16,2,6,,,,,,,,,,,,,,,,1349,4,99,1452,2201
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,306,3,95,68,60,65,58,32,19,388,73,51,29,4,,15,2,0,11,,,,,,,,,,,,,,,,970,0,71,1041,1572
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,307,2,108,90,25,36,38,24,20,326,43,14,29,3,,14,5,0,3,,,,,,,,,,,,,,,,778,0,60,838,1128
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,308,2,123,70,32,61,49,19,34,329,74,40,32,1,,23,2,1,6,,,,,,,,,,,,,,,,896,3,66,965,1419
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,309,4,205,152,66,93,103,32,41,772,132,112,88,1,,38,4,2,8,,,,,,,,,,,,,,,,1849,4,104,1957,2913
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,310,2,169,66,26,41,34,16,20,218,42,15,18,3,,10,0,0,4,,,,,,,,,,,,,,,,682,1,44,727,1023
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,331,2,120,57,38,29,25,20,14,186,33,26,26,1,,4,3,1,5,,,,,,,,,,,,,,,,588,1,29,618,885
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,332,3,149,105,63,73,47,32,25,391,67,44,25,3,,16,7,1,10,,,,,,,,,,,,,,,,1058,4,49,1111,1676
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,333,3,174,113,43,82,66,39,40,348,64,23,55,2,,29,4,1,8,,,,,,,,,,,,,,,,1091,2,47,1140,1847
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,334,3,122,74,36,82,52,19,28,439,56,44,48,3,,13,5,0,14,,,,,,,,,,,,,,,,1035,4,79,1118,1745
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,335,3,131,70,52,66,70,25,19,353,67,64,36,3,,14,3,2,9,,,,,,,,,,,,,,,,984,1,79,1064,1781
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,336,2,133,65,46,46,58,20,22,340,54,17,24,0,,13,7,1,4,,,,,,,,,,,,,,,,850,1,34,885,1281
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,337,2,104,75,39,49,35,24,14,290,59,19,19,1,,5,1,0,7,,,,,,,,,,,,,,,,741,1,42,784,1139
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,338,4,184,157,77,94,81,31,55,511,105,81,56,3,,17,6,2,12,,,,,,,,,,,,,,,,1472,4,101,1577,2273
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,339,2,93,76,47,34,49,22,38,325,45,35,28,2,,12,2,4,7,,,,,,,,,,,,,,,,819,0,41,860,1339
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,340,3,163,86,46,83,70,45,44,359,86,197,57,1,,27,7,9,12,,,,,,,,,,,,,,,,1292,2,86,1380,2019
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,341,2,156,58,6,40,20,14,22,176,30,16,32,0,,6,0,0,0,,,,,,,,,,,,,,,,576,0,26,602,795
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,342,2,161,73,25,43,28,22,15,178,33,12,32,8,,4,0,1,1,,,,,,,,,,,,,,,,636,1,43,680,925
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,359,2,65,61,41,39,42,25,13,251,44,23,25,1,,10,2,0,4,,,,,,,,,,,,,,,,646,2,52,700,1042
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,360,2,84,89,40,37,53,18,43,367,46,51,26,3,,11,1,0,6,,,,,,,,,,,,,,,,875,1,66,942,1418
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,412,3,41,97,121,188,110,31,75,391,66,48,84,4,,33,5,0,15,,,,,,,,,,,,,,,,1309,1,93,1403,1715
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,413,3,55,112,163,157,59,24,58,311,63,47,103,2,,23,4,0,6,,,,,,,,,,,,,,,,1187,1,95,1283,1623
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,414,2,38,115,129,132,60,22,35,281,51,37,102,0,,12,1,2,4,,,,,,,,,,,,,,,,1021,0,97,1118,1444
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,415,1,4,15,19,8,9,2,2,34,5,2,37,0,,1,0,0,0,,,,,,,,,,,,,,,,138,0,10,148,185
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,416,3,38,95,176,76,129,15,80,450,80,65,75,2,,39,3,1,15,,,,,,,,,,,,,,,,1339,0,101,1440,1980
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,417,4,32,150,192,94,233,36,78,563,237,54,42,0,,51,7,6,19,,,,,,,,,,,,,,,,1794,2,66,1862,2286
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,418,3,37,110,148,55,77,21,72,367,48,60,60,2,,39,4,4,7,,,,,,,,,,,,,,,,1111,1,92,1204,1693
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,419,3,62,234,64,117,97,49,42,236,70,20,93,4,,13,0,1,4,,,,,,,,,,,,,,,,1106,0,98,1204,1547
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,420,2,45,76,29,58,27,18,13,244,27,7,20,2,,8,5,1,14,,,,,,,,,,,,,,,,594,0,45,639,905
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,421,1,46,33,28,19,25,8,18,147,12,1,19,0,,9,1,1,8,,,,,,,,,,,,,,,,375,1,23,399,578
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,422,2,49,71,20,47,17,8,14,229,29,3,32,0,,8,2,0,2,,,,,,,,,,,,,,,,531,2,46,579,795
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,670,3,48,42,176,46,50,82,73,397,67,22,13,1,,15,4,1,8,,,,,,,,,,,,,,,,1045,1,62,1108,1555
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,671,2,32,37,149,35,46,44,73,365,49,21,23,0,,4,1,0,3,,,,,,,,,,,,,,,,882,0,68,950,1416
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,672,1,27,19,54,17,17,24,22,142,14,9,11,1,,7,1,0,5,,,,,,,,,,,,,,,,370,0,30,400,554
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,673,3,41,76,150,45,35,86,82,466,69,31,33,0,,18,2,2,2,,,,,,,,,,,,,,,,1138,0,70,1208,1629
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,674,2,25,40,172,27,53,36,68,324,35,24,17,2,,7,2,0,9,,,,,,,,,,,,,,,,841,0,48,889,1142
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,675,3,52,49,211,46,57,73,109,443,61,35,29,1,,16,4,2,6,,,,,,,,,,,,,,,,1194,0,96,1290,1955
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,676,4,43,61,198,58,48,53,96,417,67,13,26,1,,13,2,0,5,,,,,,,,,,,,,,,,1101,2,100,1203,1614
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,677,2,47,32,163,34,50,55,43,435,43,15,16,2,,3,8,2,4,,,,,,,,,,,,,,,,952,1,66,1019,1436
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,678,3,38,41,229,38,69,74,71,300,56,10,29,6,,24,2,2,12,,,,,,,,,,,,,,,,1001,3,64,1068,1564
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,679,3,32,60,167,38,57,61,61,378,67,17,20,2,,14,1,1,3,,,,,,,,,,,,,,,,979,4,72,1055,1568
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,680,3,57,85,148,70,41,56,166,250,67,11,23,2,,15,1,2,7,,,,,,,,,,,,,,,,1001,0,96,1097,1543
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,681,2,9,60,164,29,38,43,23,297,44,11,16,1,,9,3,0,16,,,,,,,,,,,,,,,,763,0,78,841,1258
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,682,5,47,98,181,91,114,93,62,768,88,19,30,3,,43,7,2,28,,,,,,,,,,,,,,,,1674,1,140,1815,3199
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,683,3,16,36,139,39,83,105,36,455,44,6,8,0,,25,2,0,20,,,,,,,,,,,,,,,,1014,0,68,1082,1754
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,684,2,12,14,110,14,59,34,70,172,13,8,15,0,,15,4,1,5,,,,,,,,,,,,,,,,546,0,42,588,965
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,685,2,36,69,145,26,18,49,36,187,23,9,15,1,,7,0,1,7,,,,,,,,,,,,,,,,629,0,51,680,1175
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,686,5,89,108,256,97,92,76,119,733,87,13,33,4,,34,2,6,25,,,,,,,,,,,,,,,,1774,8,89,1871,2873
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,687,2,15,71,75,20,17,14,47,290,25,4,16,0,,12,1,2,5,,,,,,,,,,,,,,,,614,1,11,626,969
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,688,2,16,19,134,13,25,18,23,216,20,14,11,0,,12,1,2,6,,,,,,,,,,,,,,,,530,0,38,568,950
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,703,3,19,51,243,18,82,9,240,310,46,15,60,0,,15,2,1,1,,,,,,,,,,,,,,,,1112,0,103,1215,1694
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,704,3,14,32,307,32,53,14,190,312,42,7,64,0,,9,1,1,3,,,,,,,,,,,,,,,,1081,0,104,1185,1660
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,705,2,33,18,107,8,21,16,206,131,16,32,143,0,,4,2,0,2,,,,,,,,,,,,,,,,739,0,48,787,1032
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,706,1,4,21,179,6,13,6,75,80,12,23,55,0,,6,0,0,2,,,,,,,,,,,,,,,,482,0,37,519,641
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,760,2,16,18,511,16,23,9,89,364,27,23,11,1,,10,0,0,1,,,,,,,,,,,,,,,,1119,0,42,1161,1357
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,761,4,28,44,772,57,49,20,109,578,68,27,19,0,,7,1,1,7,,,,,,,,,,,,,,,,1787,0,54,1841,2301
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,762,3,31,31,476,32,34,13,104,508,53,10,21,0,,16,1,2,10,,,,,,,,,,,,,,,,1342,2,76,1420,1831
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,763,2,25,26,355,22,26,7,122,256,32,16,10,0,,5,0,0,3,,,,,,,,,,,,,,,,905,0,48,953,1144
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,764,2,35,54,338,38,20,11,47,233,23,6,19,0,,5,3,0,6,,,,,,,,,,,,,,,,838,0,41,879,1077
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,765,1,59,25,152,22,12,20,37,120,20,4,9,1,,2,1,1,2,,,,,,,,,,,,,,,,487,0,34,521,682
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,766,3,55,37,444,48,20,24,125,260,36,14,27,2,,7,0,1,3,,,,,,,,,,,,,,,,1103,1,82,1186,1586
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,767,3,30,30,464,32,30,19,118,360,56,12,22,0,,16,2,3,7,,,,,,,,,,,,,,,,1201,0,73,1274,1882
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,768,3,26,62,502,44,43,26,292,350,37,10,20,2,,11,4,1,9,,,,,,,,,,,,,,,,1439,1,75,1515,2239
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,769,4,210,112,224,104,47,35,373,320,60,8,100,3,,12,3,0,11,,,,,,,,,,,,,,,,1622,0,103,1725,2293
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,770,3,125,73,147,61,33,30,316,228,36,5,54,2,,11,1,0,4,,,,,,,,,,,,,,,,1126,0,70,1196,1523
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,771,3,130,102,214,68,50,39,326,187,38,6,55,3,,6,3,1,3,,,,,,,,,,,,,,,,1231,0,84,1315,1719
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,772,1,17,9,44,10,5,1,49,32,8,1,10,0,,6,0,2,3,,,,,,,,,,,,,,,,197,0,7,204,260
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,773,3,89,57,290,145,21,18,102,281,22,17,95,3,,7,2,1,6,,,,,,,,,,,,,,,,1156,7,47,1210,1595
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,774,1,19,14,72,10,11,9,35,92,12,3,10,0,,5,1,1,1,,,,,,,,,,,,,,,,295,0,23,318,381
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,775,1,20,3,36,11,10,6,34,66,4,0,4,3,,4,0,0,1,,,,,,,,,,,,,,,,202,0,8,210,232
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,12,4,107,131,75,100,265,64,43,572,91,29,204,,2,30,3,5,2,,,,,,,,,,,,,,,,1723,17,123,1863,2515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,13,3,88,125,54,72,223,53,24,338,61,23,119,,3,17,2,1,3,,,,,,,,,,,,,,,,1206,0,64,1270,1842
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,14,2,67,68,34,76,140,59,18,330,49,16,130,,1,5,0,0,2,,,,,,,,,,,,,,,,995,4,69,1068,1431
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,15,3,66,90,55,115,174,76,44,426,67,22,169,,1,17,3,6,9,,,,,,,,,,,,,,,,1340,0,100,1440,2206
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,16,2,42,25,28,41,46,60,8,166,27,11,45,,0,2,2,0,2,,,,,,,,,,,,,,,,505,0,37,542,769
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,17,3,96,70,63,66,146,149,21,207,45,10,83,,6,16,3,1,1,,,,,,,,,,,,,,,,983,0,80,1063,1515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,18,2,57,62,43,62,125,21,20,223,243,15,53,,1,11,2,2,1,,,,,,,,,,,,,,,,941,1,74,1016,1113
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,19,5,104,153,158,103,311,136,43,694,119,44,246,,4,29,7,2,21,,,,,,,,,,,,,,,,2174,1,164,2339,3626
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,20,1,108,30,9,33,14,8,4,68,6,1,8,,2,1,0,0,0,,,,,,,,,,,,,,,,292,0,15,307,462
