CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,21,1,150,31,12,34,12,6,8,64,7,3,5,,0,0,0,0,3,,,,,,,,,,,,,,,,335,0,15,350,515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,22,1,166,77,11,44,20,17,6,69,4,3,13,,0,1,1,0,0,,,,,,,,,,,,,,,,432,0,25,457,667
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,23,1,95,20,6,29,5,5,7,41,4,1,6,,1,5,0,0,1,,,,,,,,,,,,,,,,226,0,5,231,337
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,97,6,164,145,328,170,132,170,74,920,140,81,153,,19,53,5,12,15,,,,,,,,,,,,,,,,2581,23,124,2728,4219
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,98,2,64,47,75,35,39,55,19,254,33,19,53,,3,7,1,0,7,,,,,,,,,,,,,,,,711,0,26,737,1056
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,99,3,58,66,188,46,61,92,29,498,62,44,173,,9,12,0,2,3,,,,,,,,,,,,,,,,1343,1,46,1390,2057
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,100,4,38,73,203,56,92,114,38,594,66,37,152,,7,39,8,2,16,,,,,,,,,,,,,,,,1535,3,108,1646,2672
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,101,2,81,48,62,35,43,68,14,304,26,14,53,,4,16,1,2,4,,,,,,,,,,,,,,,,775,0,63,838,1154
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,102,5,174,126,190,119,96,98,52,872,121,55,107,,11,38,6,1,10,,,,,,,,,,,,,,,,2076,2,136,2214,3733
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,181,4,69,73,168,73,85,71,28,592,59,71,35,,12,29,5,1,13,,,,,,,,,,,,,,,,1384,7,99,1490,2644
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,569,3,250,546,193,34,33,126,39,210,21,28,142,,17,8,2,1,3,,,,,,,,,,,,,,,,1653,0,61,1714,2077
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,570,2,145,212,61,16,9,75,14,93,19,14,52,,5,2,1,0,1,,,,,,,,,,,,,,,,719,0,30,749,894
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,571,2,106,192,137,24,21,103,34,89,15,25,117,,9,5,1,0,3,,,,,,,,,,,,,,,,881,0,24,905,1108
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,572,2,112,205,40,238,99,25,20,163,46,12,143,,1,5,2,0,1,,,,,,,,,,,,,,,,1112,0,41,1153,1296
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,573,2,26,79,71,188,36,38,22,132,15,14,104,,4,5,2,0,4,,,,,,,,,,,,,,,,740,0,61,801,986
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,574,2,127,218,68,61,20,57,28,64,10,27,39,,9,5,1,0,2,,,,,,,,,,,,,,,,736,0,28,764,851
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,575,3,37,249,108,421,43,22,24,150,15,30,193,,7,3,0,0,4,,,,,,,,,,,,,,,,1306,0,60,1366,1691
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,576,2,36,224,86,385,28,22,27,100,20,14,112,,9,5,1,0,2,,,,,,,,,,,,,,,,1071,0,65,1136,1448
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,577,1,77,197,29,46,13,38,59,58,14,7,48,,2,1,0,0,1,,,,,,,,,,,,,,,,590,0,22,612,739
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,578,3,248,186,113,115,39,162,80,183,25,11,210,,7,17,1,0,2,,,,,,,,,,,,,,,,1399,0,34,1433,1920
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,695,4,600,104,138,16,103,136,12,237,23,10,454,,5,7,0,1,2,,,,,,,,,,,,,,,,1848,0,101,1949,2467
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,696,3,417,84,139,24,101,100,20,210,42,14,369,,2,6,5,1,2,,,,,,,,,,,,,,,,1536,0,68,1604,2052
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,697,5,730,187,181,32,173,214,25,390,44,25,576,,3,22,2,2,34,,,,,,,,,,,,,,,,2640,22,82,2744,3542
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,698,2,203,78,197,12,35,28,19,62,126,17,127,,5,7,2,1,2,,,,,,,,,,,,,,,,921,0,57,978,1209
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,699,2,203,74,56,31,73,121,73,133,20,6,51,,1,9,0,1,5,,,,,,,,,,,,,,,,857,0,52,909,1255
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,700,2,168,127,69,34,72,154,120,123,15,3,78,,2,8,1,1,2,,,,,,,,,,,,,,,,977,0,54,1031,1384
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,701,2,152,91,45,37,78,114,88,153,20,7,46,,0,7,0,0,0,,,,,,,,,,,,,,,,838,0,53,891,1215
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,702,2,209,62,42,35,64,113,60,176,30,10,53,,0,8,1,1,4,,,,,,,,,,,,,,,,868,0,42,910,1330
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,850,4,463,315,217,85,102,98,22,416,39,78,116,,9,20,6,4,2,,,,,,,,,,,,,,,,1992,0,102,2094,2828
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,851,4,366,266,125,53,62,55,16,334,32,36,73,,2,17,7,0,3,,,,,,,,,,,,,,,,1447,0,69,1516,1723
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,852,5,635,457,167,81,165,104,21,532,60,45,127,,7,27,4,6,5,,,,,,,,,,,,,,,,2443,1,123,2567,3701
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,853,3,374,199,80,67,81,30,12,247,29,35,54,,2,14,3,4,6,,,,,,,,,,,,,,,,1237,0,109,1346,2058
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,854,3,245,208,65,39,73,40,5,230,34,26,67,,5,17,5,1,5,,,,,,,,,,,,,,,,1065,0,60,1125,1521
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,855,3,374,318,92,40,83,62,15,382,52,24,83,,4,10,3,1,2,,,,,,,,,,,,,,,,1545,0,70,1615,2190
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,856,3,176,148,195,71,96,21,11,255,30,39,234,,13,8,3,6,8,,,,,,,,,,,,,,,,1314,0,50,1364,1748
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,857,2,318,166,80,56,88,16,15,120,29,22,65,,9,10,1,6,5,,,,,,,,,,,,,,,,1006,0,58,1064,1491
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,858,3,302,192,155,52,100,26,6,288,43,75,74,,16,17,5,1,5,,,,,,,,,,,,,,,,1357,0,92,1449,2017
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,859,4,319,135,320,50,147,51,19,362,72,63,102,,46,25,8,5,12,,,,,,,,,,,,,,,,1736,0,99,1835,2826
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,860,3,175,51,80,37,80,53,29,313,41,21,21,,1,22,1,1,11,,,,,,,,,,,,,,,,937,3,70,1010,1670
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,861,3,170,75,88,31,88,33,22,274,28,21,9,,3,13,13,1,9,,,,,,,,,,,,,,,,878,0,60,938,1580
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,862,3,186,90,107,53,78,27,40,385,53,26,23,,8,22,2,1,6,,,,,,,,,,,,,,,,1107,0,58,1165,1881
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,863,4,235,85,120,46,119,43,89,400,62,30,45,,7,30,5,2,11,,,,,,,,,,,,,,,,1329,0,86,1415,2370
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,864,4,187,75,101,57,96,48,40,462,53,44,34,,5,23,9,2,10,,,,,,,,,,,,,,,,1246,2,83,1331,2485
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,865,2,87,38,31,17,40,17,7,207,25,20,19,,3,12,4,1,4,,,,,,,,,,,,,,,,532,1,34,567,947
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,866,2,109,55,52,19,38,50,8,141,23,11,12,,1,11,3,1,3,,,,,,,,,,,,,,,,537,0,34,571,789
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,867,2,215,100,95,48,79,62,12,100,26,11,68,,2,11,2,3,1,,,,,,,,,,,,,,,,835,0,31,866,1173
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,868,1,78,19,43,18,26,13,11,51,6,15,15,,2,2,1,0,3,,,,,,,,,,,,,,,,303,0,26,329,465
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,895,2,62,42,10,23,9,498,8,62,11,5,50,,1,0,0,0,4,,,,,,,,,,,,,,,,785,0,31,816,980
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,896,2,74,35,12,35,11,507,10,152,16,4,95,,0,6,0,0,2,,,,,,,,,,,,,,,,959,0,64,1023,1211
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,897,2,78,50,23,27,11,261,14,85,11,6,71,,2,2,3,0,3,,,,,,,,,,,,,,,,647,0,22,669,838
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,898,2,153,40,15,39,24,398,13,89,22,5,63,,0,2,0,0,1,,,,,,,,,,,,,,,,864,0,42,906,1153
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,899,2,215,44,23,45,22,485,10,118,19,8,95,,1,3,0,0,0,,,,,,,,,,,,,,,,1088,1,55,1144,1340
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,900,3,288,53,25,78,32,561,15,156,38,6,100,,1,3,1,0,2,,,,,,,,,,,,,,,,1359,0,62,1421,1660
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,901,3,373,128,74,51,56,155,45,264,73,13,22,,8,9,6,0,7,,,,,,,,,,,,,,,,1284,0,88,1372,1830
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,902,4,514,138,56,116,64,355,118,382,51,24,72,,2,8,2,0,7,,,,,,,,,,,,,,,,1909,0,64,1973,2599
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,903,1,86,88,26,29,17,99,38,126,9,2,11,,0,1,0,0,2,,,,,,,,,,,,,,,,534,0,44,578,747
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,904,2,54,93,28,56,72,78,79,324,51,7,45,,0,9,0,1,5,,,,,,,,,,,,,,,,902,0,83,985,1203
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,905,3,142,120,51,161,84,101,77,450,65,15,60,,1,13,0,0,5,,,,,,,,,,,,,,,,1345,0,82,1427,1838
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,906,4,65,322,37,240,125,123,330,611,111,6,17,,0,23,2,3,4,,,,,,,,,,,,,,,,2019,0,106,2125,2779
4,17,MORELOS,5,TEMIXCO,7,CUERNAVACA,387,6,250,212,241,165,71,41,103,528,58,72,89,9,18,,,,,,,,,35,5,2,17,,,,,,,,1916,0,140,2056,4076
4,17,MORELOS,5,TEMIXCO,7,CUERNAVACA,388,5,119,187,154,144,94,32,107,487,69,49,67,1,8,,,,,,,,,24,4,5,15,,,,,,,,1566,1,107,1674,3039
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,555,3,31,118,232,33,37,7,54,333,54,18,28,1,6,,,,,,,,,5,4,0,7,,,,,,,,968,0,71,1039,1475
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,556,2,17,92,155,28,34,10,47,285,57,8,19,0,0,,,,,,,,,15,2,1,2,,,,,,,,772,0,48,820,1181
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,557,3,30,181,342,48,46,14,56,468,68,25,32,1,4,,,,,,,,,5,2,0,15,,,,,,,,1337,1,79,1417,2076
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,558,3,8,128,287,33,34,9,81,374,61,18,28,1,4,,,,,,,,,6,1,4,12,,,,,,,,1089,0,62,1151,1522
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,559,1,3,77,87,10,7,5,43,198,8,9,9,0,2,,,,,,,,,3,0,0,5,,,,,,,,466,0,13,479,662
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,560,4,24,201,403,34,39,15,135,415,73,20,23,2,8,,,,,,,,,10,2,2,10,,,,,,,,1416,3,86,1505,2274
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,561,3,14,65,222,15,47,3,16,235,29,8,4,0,2,,,,,,,,,12,0,0,1,,,,,,,,673,0,56,729,989
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,562,2,18,53,224,35,31,4,58,264,41,10,7,0,3,,,,,,,,,5,1,1,0,,,,,,,,755,18,26,799,1124
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,563,2,20,124,146,29,34,13,26,231,31,11,8,0,3,,,,,,,,,5,3,1,5,,,,,,,,690,0,58,748,1105
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,564,3,47,134,338,22,40,10,64,432,64,14,34,0,2,,,,,,,,,11,10,1,9,,,,,,,,1232,0,73,1305,2067
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,565,3,32,184,238,28,63,15,59,449,90,14,26,0,2,,,,,,,,,7,1,1,7,,,,,,,,1216,1,68,1285,2112
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,566,1,12,68,97,12,22,6,13,150,10,4,10,0,0,,,,,,,,,0,2,0,1,,,,,,,,407,0,18,425,575
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,567,2,36,116,190,23,34,5,33,244,47,13,14,1,1,,,,,,,,,7,3,0,4,,,,,,,,771,0,41,812,1282
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,568,3,28,174,343,28,37,14,15,245,42,15,13,0,4,,,,,,,,,5,2,2,5,,,,,,,,972,0,73,1045,1657
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,611,3,77,71,246,110,47,26,56,455,68,47,37,2,3,,,,,,,,,18,1,0,23,,,,,,,,1287,4,67,1358,2032
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,613,2,295,75,51,30,10,19,42,139,17,12,24,3,0,,,,,,,,,7,0,0,2,,,,,,,,726,0,42,768,1093
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,614,2,203,62,34,31,12,15,30,143,16,15,27,2,0,,,,,,,,,8,0,0,0,,,,,,,,598,1,35,634,891
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,615,3,93,76,192,84,33,22,56,236,36,30,35,1,8,,,,,,,,,15,4,0,11,,,,,,,,932,2,59,993,1640
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,616,10,208,386,607,264,147,92,162,1216,143,114,152,1,39,,,,,,,,,53,16,18,26,,,,,,,,3644,2,220,3866,6992
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,617,3,115,125,170,72,32,31,53,329,40,33,31,4,9,,,,,,,,,15,1,1,4,,,,,,,,1065,0,40,1105,1855
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,618,5,198,195,394,150,68,47,159,524,68,57,86,4,17,,,,,,,,,31,5,8,24,,,,,,,,2035,0,93,2128,3656
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,619,3,81,77,154,81,22,23,43,358,42,37,40,1,3,,,,,,,,,9,1,1,3,,,,,,,,976,3,58,1037,1703
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,620,4,438,122,86,98,33,40,80,377,35,22,55,7,4,,,,,,,,,7,4,0,5,,,,,,,,1413,0,89,1502,2371
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,621,2,106,104,84,61,18,29,61,282,32,30,33,1,2,,,,,,,,,4,0,0,5,,,,,,,,852,0,53,905,1480
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,622,3,142,133,159,79,25,23,84,358,41,30,36,6,8,,,,,,,,,22,2,1,8,,,,,,,,1157,0,58,1215,1975
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,623,5,128,164,271,96,59,51,92,581,61,55,43,4,15,,,,,,,,,43,1,1,14,,,,,,,,1679,0,97,1776,3305
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,624,3,72,99,169,55,44,30,53,354,26,42,40,3,10,,,,,,,,,12,2,0,7,,,,,,,,1018,0,60,1078,1914
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,625,2,77,98,139,59,40,32,45,219,25,19,23,2,8,,,,,,,,,9,3,1,7,,,,,,,,806,1,43,850,1352
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,626,3,95,91,163,91,18,22,61,265,17,24,35,5,6,,,,,,,,,12,2,1,4,,,,,,,,912,4,30,946,1616
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,627,2,48,118,102,43,22,13,33,197,25,15,20,3,2,,,,,,,,,11,0,1,5,,,,,,,,658,1,29,688,1143
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,628,2,32,144,84,50,18,11,47,255,15,20,34,2,7,,,,,,,,,7,4,1,2,,,,,,,,733,1,51,785,1277
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,629,3,320,156,80,91,17,22,86,296,23,19,87,8,2,,,,,,,,,13,2,0,2,,,,,,,,1224,1,70,1295,1943
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,630,4,110,283,212,127,48,32,101,434,61,57,75,3,7,,,,,,,,,17,5,1,11,,,,,,,,1584,2,83,1669,2533
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,631,3,57,145,105,93,25,18,60,272,24,22,20,2,5,,,,,,,,,9,3,0,8,,,,,,,,868,0,58,926,1578
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,632,3,43,65,120,53,29,24,45,369,31,35,33,3,9,,,,,,,,,11,1,0,2,,,,,,,,873,1,47,921,1629
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,633,3,79,99,149,58,31,26,66,334,20,35,30,2,6,,,,,,,,,20,4,1,9,,,,,,,,969,0,89,1058,1762
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,634,6,190,209,233,155,51,62,149,554,65,38,122,4,8,,,,,,,,,19,2,1,14,,,,,,,,1876,1,94,1971,2829
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,635,3,63,112,210,72,45,20,61,275,31,38,29,2,9,,,,,,,,,14,4,2,8,,,,,,,,995,1,61,1057,2055
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,636,3,73,107,154,40,45,28,85,331,43,59,48,0,15,,,,,,,,,16,4,4,7,,,,,,,,1059,2,57,1118,1862
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,637,2,63,84,163,44,37,12,55,256,35,24,45,2,1,,,,,,,,,7,2,1,2,,,,,,,,833,1,42,876,1492
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,638,3,94,111,130,76,46,35,65,420,47,46,36,15,8,,,,,,,,,17,3,1,7,,,,,,,,1157,0,66,1223,2050
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,639,3,71,104,158,103,50,55,87,342,33,32,35,6,5,,,,,,,,,26,2,1,3,,,,,,,,1113,1,43,1157,1790
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,640,2,44,88,69,63,49,22,41,245,41,18,26,3,3,,,,,,,,,17,2,2,6,,,,,,,,739,2,40,781,1172
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,641,2,39,76,102,78,39,23,51,300,57,16,28,3,6,,,,,,,,,14,3,0,8,,,,,,,,843,4,52,899,1343
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,642,3,43,45,70,35,27,13,28,204,18,10,33,1,5,,,,,,,,,13,0,0,3,,,,,,,,548,1,34,583,1557
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,643,2,31,51,83,26,27,11,18,136,20,17,18,0,8,,,,,,,,,7,3,0,3,,,,,,,,459,1,19,479,827
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,644,5,100,156,344,111,95,54,82,514,67,77,69,2,16,,,,,,,,,23,10,0,16,,,,,,,,1736,0,101,1837,3397
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,645,3,60,78,103,61,47,39,46,283,45,35,50,3,3,,,,,,,,,22,3,0,11,,,,,,,,889,0,50,939,1726
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,646,3,74,66,129,57,28,42,41,268,34,23,38,2,4,,,,,,,,,14,4,2,7,,,,,,,,833,0,49,882,1558
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,647,4,179,150,141,122,78,83,71,511,59,46,72,9,10,,,,,,,,,20,1,2,12,,,,,,,,1566,1,91,1658,2759
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,648,2,71,79,89,66,59,28,52,299,33,25,24,3,3,,,,,,,,,15,1,2,6,,,,,,,,855,0,38,893,1412
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,649,4,114,101,169,111,67,49,71,464,60,45,44,2,5,,,,,,,,,29,6,6,8,,,,,,,,1351,1,79,1431,2261
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,650,1,43,39,40,30,22,4,14,120,15,11,13,0,0,,,,,,,,,5,1,0,4,,,,,,,,361,1,19,381,614
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,651,5,188,132,264,84,92,70,77,495,70,40,53,12,14,,,,,,,,,47,5,1,17,,,,,,,,1661,0,86,1747,3040
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,652,4,43,187,376,66,81,16,41,480,53,63,41,0,25,,,,,,,,,38,11,5,20,,,,,,,,1546,0,122,1668,2835
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,653,6,91,155,301,92,164,45,85,699,64,78,73,5,19,,,,,,,,,27,9,21,26,,,,,,,,1954,0,124,2078,4054
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,431,3,98,65,95,45,43,17,14,388,80,27,23,,,17,1,0,5,5,3,2,0,,,,,,,,,,,,928,1,51,980,1589
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,432,3,112,58,99,50,32,22,32,402,40,31,19,,,14,2,1,3,2,1,2,0,,,,,,,,,,,,922,1,44,967,1534
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,433,4,142,96,164,72,73,43,39,530,96,33,35,,,41,2,0,15,8,5,4,0,,,,,,,,,,,,1398,3,65,1466,2309
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,434,4,138,74,211,56,57,33,54,527,87,34,53,,,30,8,0,15,9,3,5,3,,,,,,,,,,,,1397,3,71,1471,2319
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,435,3,130,74,177,77,49,30,43,519,65,44,26,,,23,2,3,7,8,4,2,1,,,,,,,,,,,,1284,0,60,1344,2131
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,436,5,212,99,249,108,83,38,42,784,77,90,59,,,33,4,3,24,12,6,1,1,,,,,,,,,,,,1925,3,79,2007,3164
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,437,4,153,86,189,87,102,31,37,630,71,43,52,,,45,1,0,18,15,2,2,2,,,,,,,,,,,,1566,5,83,1654,2821
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,438,4,151,84,234,86,79,31,37,558,70,45,46,,,22,11,0,12,6,4,3,0,,,,,,,,,,,,1479,1,99,1579,2369
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,439,3,148,51,172,75,49,31,91,506,69,33,31,,,28,2,1,9,8,1,1,0,,,,,,,,,,,,1306,1,57,1364,1984
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,440,2,114,49,82,40,32,13,20,269,28,16,24,,,9,1,1,8,3,2,1,0,,,,,,,,,,,,712,5,31,748,1016
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,441,2,176,54,91,45,20,19,31,281,44,34,25,,,18,1,0,8,1,3,1,0,,,,,,,,,,,,852,1,30,883,1153
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,442,1,100,23,65,28,17,10,12,194,26,11,20,,,4,2,1,5,5,0,0,0,,,,,,,,,,,,523,0,24,547,744
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,443,2,146,36,80,28,23,9,36,208,26,16,21,,,4,3,0,3,2,0,1,0,,,,,,,,,,,,642,0,37,679,913
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,444,2,139,58,146,56,37,19,24,336,53,20,44,,,20,2,0,4,3,2,0,2,,,,,,,,,,,,965,6,40,1011,1448
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,445,4,182,91,218,74,91,22,28,533,62,32,40,,,25,3,5,7,12,2,3,0,,,,,,,,,,,,1430,2,92,1524,2455
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,446,2,73,27,77,37,14,14,23,201,18,38,23,,,13,0,1,1,5,4,5,0,,,,,,,,,,,,574,1,31,606,820
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,447,1,86,35,60,36,18,8,14,230,20,18,20,,,2,0,0,0,2,1,0,0,,,,,,,,,,,,550,0,23,573,746
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,448,4,222,142,190,72,63,28,37,672,69,37,43,,,25,5,1,21,12,3,2,0,,,,,,,,,,,,1644,3,97,1744,2742
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,7,330,173,397,167,116,58,68,1154,143,88,81,,,57,2,9,28,27,22,2,1,,,,,,,,,,,,2923,7,122,3052,4683
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,450,4,221,102,236,64,66,40,43,657,106,30,46,,,36,7,0,10,11,5,5,0,,,,,,,,,,,,1685,3,76,1764,2600
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,451,2,98,39,133,31,24,22,26,299,27,26,27,,,10,1,1,1,5,4,2,0,,,,,,,,,,,,776,1,37,814,1083
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,452,2,147,57,99,39,21,12,21,242,20,16,34,,,17,0,1,2,8,0,0,1,,,,,,,,,,,,737,1,36,774,1019
