CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,283,C,2,0,C02,43,20,18,23,22,8,12,140,16,16,11,2,,8,2,0,1,,,,,,,,,,,,,,,,342,1,22,365,530,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,284,B,1,0,B,55,32,21,14,17,16,9,169,31,15,9,1,,9,1,0,2,,,,,,,,,,,,,,,,401,1,24,426,606,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,284,C,1,0,C01,56,23,22,18,25,7,11,154,28,7,15,1,,9,0,0,4,,,,,,,,,,,,,,,,380,1,25,406,606,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,284,C,2,0,C02,46,27,20,19,16,13,11,159,42,18,15,1,,8,2,0,6,,,,,,,,,,,,,,,,403,0,21,424,606,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,285,B,1,0,B,72,33,18,15,24,1,24,192,27,21,17,0,,8,1,1,5,,,,,,,,,,,,,,,,459,1,27,487,677,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,285,C,1,0,C01,65,37,16,20,14,9,20,163,30,22,23,1,,4,2,0,5,,,,,,,,,,,,,,,,431,1,25,457,676,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,286,B,1,0,B,45,35,13,36,20,10,12,182,30,15,14,0,,2,1,1,5,,,,,,,,,,,,,,,,421,1,30,452,718,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,286,C,1,0,C01,52,31,18,22,17,12,18,184,33,17,8,2,,10,1,1,7,,,,,,,,,,,,,,,,433,0,33,466,717,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,287,B,1,0,B,38,15,26,35,25,10,15,150,26,21,15,1,,11,0,0,3,,,,,,,,,,,,,,,,391,4,17,412,618,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,287,C,1,0,C01,26,24,20,30,21,12,20,174,20,18,22,1,,12,3,0,7,,,,,,,,,,,,,,,,410,0,28,438,617,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,288,B,1,0,B,43,27,11,23,12,10,12,170,24,8,13,1,,10,1,10,4,,,,,,,,,,,,,,,,379,2,20,401,628,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,288,C,1,0,C01,32,29,21,36,10,10,22,171,22,8,12,1,,4,0,0,2,,,,,,,,,,,,,,,,380,0,21,401,627,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,288,C,2,0,C02,43,40,13,33,9,11,191,162,28,11,16,1,,5,1,1,1,,,,,,,,,,,,,,,,566,1,27,594,627,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,305,B,1,0,B,73,48,20,32,18,10,17,154,34,9,19,3,,6,2,2,0,,,,,,,,,,,,,,,,447,4,36,487,734,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,305,C,1,0,C01,74,38,21,18,17,8,8,178,24,6,13,1,,4,0,0,3,,,,,,,,,,,,,,,,413,0,35,448,734,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,305,C,2,0,C02,76,44,32,32,28,10,15,190,15,10,14,1,,5,14,0,3,,,,,,,,,,,,,,,,489,0,28,517,733,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,306,B,1,0,B,30,21,11,20,24,11,6,134,28,16,9,1,,7,1,0,1,,,,,,,,,,,,,,,,320,0,13,333,524,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,306,C,1,0,C01,28,20,25,29,17,14,6,119,26,13,8,1,,7,1,0,7,,,,,,,,,,,,,,,,321,0,30,351,524,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,306,C,2,0,C02,37,27,24,16,17,7,7,135,19,22,12,2,,1,0,0,3,,,,,,,,,,,,,,,,329,0,28,357,524,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,307,B,1,0,B,55,45,14,24,17,10,10,163,18,7,15,2,,6,2,0,0,,,,,,,,,,,,,,,,388,0,35,423,564,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,307,C,1,0,C01,53,45,11,12,21,14,10,163,25,7,14,1,,8,3,0,3,,,,,,,,,,,,,,,,390,0,25,415,564,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,308,B,1,0,B,66,35,18,26,26,9,20,163,36,20,19,0,,13,1,1,3,,,,,,,,,,,,,,,,456,2,38,496,710,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,308,C,1,0,C01,57,35,14,35,23,10,14,166,38,20,13,1,,10,1,0,3,,,,,,,,,,,,,,,,440,1,28,469,709,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,309,B,1,0,B,57,39,21,24,27,9,13,182,37,29,25,0,,9,1,1,1,,,,,,,,,,,,,,,,475,0,31,506,729,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,309,C,1,0,C01,52,47,13,32,22,10,13,169,33,18,26,0,,11,0,0,2,,,,,,,,,,,,,,,,448,1,20,469,728,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,309,C,2,0,C02,54,36,16,17,23,5,3,214,32,28,25,0,,10,1,0,2,,,,,,,,,,,,,,,,466,1,28,495,728,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,309,C,3,0,C03,42,30,16,20,31,8,12,207,30,37,12,1,,8,2,1,3,,,,,,,,,,,,,,,,460,2,25,487,728,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,310,B,1,0,B,81,32,19,22,18,7,10,108,17,12,9,2,,3,0,0,0,,,,,,,,,,,,,,,,340,0,22,362,512,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,310,C,1,0,C01,88,34,7,19,16,9,10,110,25,3,9,1,,7,0,0,4,,,,,,,,,,,,,,,,342,1,22,365,511,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,331,B,1,0,B,59,28,15,19,16,11,7,99,14,11,15,1,,1,1,0,2,,,,,,,,,,,,,,,,299,0,15,314,443,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,331,C,1,0,C01,61,29,23,10,9,9,7,87,19,15,11,0,,3,2,1,3,,,,,,,,,,,,,,,,289,1,14,304,442,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,332,B,1,0,B,50,20,19,25,12,13,5,113,28,23,13,2,,7,1,0,3,,,,,,,,,,,,,,,,334,2,19,355,559,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,332,C,1,0,C01,57,52,18,23,20,7,10,138,14,9,12,0,,2,3,1,2,,,,,,,,,,,,,,,,368,0,17,385,559,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,332,C,2,0,C02,42,33,26,25,15,12,10,140,25,12,0,1,,7,3,0,5,,,,,,,,,,,,,,,,356,2,13,371,558,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,333,B,1,0,B,76,36,14,24,21,15,17,49,23,7,13,1,,9,0,1,1,,,,,,,,,,,,,,,,307,2,26,335,616,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,333,C,1,0,C01,47,30,14,28,22,13,7,153,19,10,21,1,,11,0,0,2,,,,,,,,,,,,,,,,378,0,0,378,616,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,333,C,2,0,C02,51,47,15,30,23,11,16,146,22,6,21,0,,9,4,0,5,,,,,,,,,,,,,,,,406,0,21,427,615,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,334,B,1,0,B,44,21,5,26,16,6,10,159,19,14,14,0,,5,2,0,3,,,,,,,,,,,,,,,,344,0,31,375,582,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,334,C,1,0,C01,42,26,16,35,19,8,11,141,11,13,12,3,,0,2,0,9,,,,,,,,,,,,,,,,348,0,24,372,582,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,334,C,2,0,C02,36,27,15,21,17,5,7,139,26,17,22,0,,8,1,0,2,,,,,,,,,,,,,,,,343,4,24,371,581,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,335,B,1,0,B,52,30,21,23,24,7,11,146,20,17,11,1,,3,2,1,3,,,,,,,,,,,,,,,,372,1,31,404,594,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,335,C,1,0,C01,38,21,16,26,20,11,5,149,22,22,12,1,,3,1,1,3,,,,,,,,,,,,,,,,351,0,27,378,594,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,335,C,2,0,C02,41,19,15,17,26,7,3,58,25,25,13,1,,8,0,0,3,,,,,,,,,,,,,,,,261,0,21,282,593,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,336,B,1,0,B,61,36,21,23,22,11,16,187,33,9,11,0,,7,3,0,2,,,,,,,,,,,,,,,,442,0,14,456,641,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,336,C,1,0,C01,72,29,25,23,36,9,6,153,21,8,13,0,,6,4,1,2,,,,,,,,,,,,,,,,408,1,20,429,640,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,337,B,1,0,B,56,32,22,25,14,15,11,143,34,9,12,0,,2,1,0,4,,,,,,,,,,,,,,,,380,0,23,403,570,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,337,C,1,0,C01,48,43,17,24,21,9,3,147,25,10,7,1,,3,0,0,3,,,,,,,,,,,,,,,,361,1,19,381,569,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,338,B,1,0,B,51,39,22,20,18,12,20,110,27,20,14,1,,4,1,0,4,,,,,,,,,,,,,,,,363,1,18,382,569,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,338,C,1,0,C01,38,40,15,19,28,5,13,123,29,20,20,2,,7,4,2,2,,,,,,,,,,,,,,,,367,1,31,399,568,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,338,C,2,0,C02,49,37,22,32,16,6,13,134,24,27,11,0,,2,0,0,4,,,,,,,,,,,,,,,,377,1,24,402,568,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,338,C,3,0,C03,46,41,18,23,19,8,9,144,25,14,11,0,,4,1,0,2,,,,,,,,,,,,,,,,365,1,28,394,568,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,339,B,1,0,B,45,42,25,18,25,12,22,146,14,20,16,1,,7,2,2,3,,,,,,,,,,,,,,,,400,0,25,425,670,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,339,C,1,0,C01,48,34,22,16,24,10,16,179,31,15,12,1,,5,0,2,4,,,,,,,,,,,,,,,,419,0,16,435,669,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,340,B,1,0,B,60,26,18,19,21,18,16,167,27,21,29,0,,14,3,3,5,,,,,,,,,,,,,,,,447,1,33,481,673,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,340,C,1,0,C01,52,30,15,23,22,14,4,165,32,19,16,1,,10,3,6,1,,,,,,,,,,,,,,,,413,1,18,432,673,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,340,C,2,0,C02,51,30,13,41,27,13,24,27,27,157,12,0,,3,1,0,6,,,,,,,,,,,,,,,,432,0,35,467,673,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,341,B,1,0,B,78,29,3,20,10,7,11,88,15,8,16,0,,3,0,0,0,,,,,,,,,,,,,,,,288,0,13,301,398,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,341,C,1,0,C01,78,29,3,20,10,7,11,88,15,8,16,0,,3,0,0,0,,,,,,,,,,,,,,,,288,0,13,301,397,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,342,B,1,0,B,80,42,13,22,18,10,7,93,13,5,16,1,,4,0,1,0,,,,,,,,,,,,,,,,325,0,25,350,463,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,342,C,1,0,C01,81,31,12,21,10,12,8,85,20,7,16,7,,0,0,0,1,,,,,,,,,,,,,,,,311,1,18,330,462,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,359,B,1,0,B,22,30,22,24,17,12,5,134,24,11,15,0,,3,0,0,2,,,,,,,,,,,,,,,,321,0,31,352,521,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,359,C,1,0,C01,43,31,19,15,25,13,8,117,20,12,10,1,,7,2,0,2,,,,,,,,,,,,,,,,325,2,21,348,521,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,360,B,1,0,B,50,50,22,23,27,6,22,168,20,24,17,3,,11,0,0,3,,,,,,,,,,,,,,,,446,1,30,477,709,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,360,C,1,0,C01,34,39,18,14,26,12,21,199,26,27,9,0,,0,1,0,3,,,,,,,,,,,,,,,,429,0,36,465,709,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,412,B,1,0,B,10,15,46,64,44,14,21,130,29,19,31,2,,10,3,0,4,,,,,,,,,,,,,,,,442,1,29,472,572,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,412,C,1,0,C01,15,38,37,59,42,10,34,136,15,13,26,0,,10,2,0,6,,,,,,,,,,,,,,,,443,0,32,475,572,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,412,C,2,0,C02,16,44,38,65,24,7,20,125,22,16,27,2,,13,0,0,5,,,,,,,,,,,,,,,,424,0,32,456,571,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,413,B,1,0,B,18,32,51,68,15,13,20,97,25,16,38,1,,6,0,0,0,,,,,,,,,,,,,,,,400,1,29,430,541,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,413,C,1,0,C01,17,39,66,40,27,5,18,103,13,18,43,0,,10,2,0,4,,,,,,,,,,,,,,,,405,0,26,431,541,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,413,C,2,0,C02,20,41,46,49,17,6,20,111,25,13,22,1,,7,2,0,2,,,,,,,,,,,,,,,,382,0,40,422,541,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,414,B,1,0,B,22,58,63,68,33,9,18,141,24,11,56,0,,4,0,1,3,,,,,,,,,,,,,,,,511,0,59,570,722,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,414,C,1,0,C01,16,57,66,64,27,13,17,140,27,26,46,0,,8,1,1,1,,,,,,,,,,,,,,,,510,0,38,548,722,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,415,B,1,0,B,4,15,19,8,9,2,2,34,5,2,37,0,,1,0,0,0,,,,,,,,,,,,,,,,138,0,10,148,185,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,416,B,1,0,B,15,31,55,20,34,12,44,162,23,21,15,0,,9,1,0,8,,,,,,,,,,,,,,,,450,0,37,487,660,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,416,C,1,0,C01,7,35,68,29,56,0,21,133,27,26,30,1,,20,2,1,2,,,,,,,,,,,,,,,,458,0,28,486,660,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,416,C,2,0,C02,16,29,53,27,39,3,15,155,30,18,30,1,,10,0,0,5,,,,,,,,,,,,,,,,431,0,36,467,660,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,417,B,1,0,B,8,38,49,21,62,7,23,134,26,13,10,0,,9,2,1,7,,,,,,,,,,,,,,,,410,0,16,426,572,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,417,C,1,0,C01,10,32,48,22,52,11,10,152,139,13,11,0,,18,2,3,3,,,,,,,,,,,,,,,,526,2,25,553,572,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,417,C,2,0,C02,5,39,51,25,45,10,31,142,39,16,15,0,,10,2,1,4,,,,,,,,,,,,,,,,435,0,10,445,571,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,417,C,3,0,C03,9,41,44,26,74,8,14,135,33,12,6,0,,14,1,1,5,,,,,,,,,,,,,,,,423,0,15,438,571,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,418,B,1,0,B,12,36,47,21,25,12,26,102,21,17,19,1,,11,0,2,2,,,,,,,,,,,,,,,,354,0,35,389,565,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,418,C,1,0,C01,8,40,54,22,26,4,21,140,11,16,20,1,,13,1,1,3,,,,,,,,,,,,,,,,381,0,34,415,564,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,418,C,2,0,C02,17,34,47,12,26,5,25,125,16,27,21,0,,15,3,1,2,,,,,,,,,,,,,,,,376,1,23,400,564,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,419,B,1,0,B,16,65,25,43,20,21,13,77,18,11,46,1,,3,0,1,0,,,,,,,,,,,,,,,,360,0,36,396,516,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,419,C,1,0,C01,17,83,28,46,26,13,18,81,21,7,30,0,,3,0,0,2,,,,,,,,,,,,,,,,375,0,40,415,516,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,419,C,2,0,C02,29,86,11,28,51,15,11,78,31,2,17,3,,7,0,0,2,,,,,,,,,,,,,,,,371,0,22,393,515,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,420,B,1,0,B,16,37,15,25,13,8,8,121,16,3,7,2,,4,4,1,7,,,,,,,,,,,,,,,,287,0,23,310,453,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,420,C,1,0,C01,29,39,14,33,14,10,5,123,11,4,13,0,,4,1,0,7,,,,,,,,,,,,,,,,307,0,22,329,452,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,421,B,1,0,B,46,33,28,19,25,8,18,147,12,1,19,0,,9,1,1,8,,,,,,,,,,,,,,,,375,1,23,399,578,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,422,B,1,0,B,26,39,10,28,7,3,5,107,11,0,17,0,,4,1,0,0,,,,,,,,,,,,,,,,258,0,25,283,398,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,422,C,1,0,C01,23,32,10,19,10,5,9,122,18,3,15,0,,4,1,0,2,,,,,,,,,,,,,,,,273,2,21,296,397,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,670,B,1,0,B,15,17,59,13,18,27,30,132,22,5,3,0,,8,1,1,2,,,,,,,,,,,,,,,,353,1,20,374,519,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,670,C,1,0,C01,15,12,54,16,17,28,23,125,22,10,6,1,,2,3,0,1,,,,,,,,,,,,,,,,335,0,19,354,518,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,670,C,2,0,C02,18,13,63,17,15,27,20,140,23,7,4,0,,5,0,0,5,,,,,,,,,,,,,,,,357,0,23,380,518,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,671,B,1,0,B,15,24,64,22,20,20,39,181,24,9,13,0,,3,0,0,1,,,,,,,,,,,,,,,,435,0,32,467,708,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,671,C,1,0,C01,17,13,85,13,26,24,34,184,25,12,10,0,,1,1,0,2,,,,,,,,,,,,,,,,447,0,36,483,708,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,672,B,1,0,B,27,19,54,17,17,24,22,142,14,9,11,1,,7,1,0,5,,,,,,,,,,,,,,,,370,0,30,400,554,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,673,B,1,0,B,17,26,50,12,3,26,22,155,28,10,13,0,,7,1,2,1,,,,,,,,,,,,,,,,373,0,23,396,543,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,673,C,1,0,C01,16,23,58,10,23,33,31,136,21,8,11,0,,5,1,0,0,,,,,,,,,,,,,,,,376,0,20,396,543,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,673,C,2,0,C02,8,27,42,23,9,27,29,175,20,13,9,0,,6,0,0,1,,,,,,,,,,,,,,,,389,0,27,416,543,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,674,B,1,0,B,8,16,83,13,29,21,32,167,18,15,11,2,,7,0,0,7,,,,,,,,,,,,,,,,429,0,23,452,571,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,674,C,1,0,C01,17,24,89,14,24,15,36,157,17,9,6,0,,0,2,0,2,,,,,,,,,,,,,,,,412,0,25,437,571,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,675,B,1,0,B,16,20,70,9,22,20,45,129,21,13,10,0,,6,1,1,3,,,,,,,,,,,,,,,,386,0,31,417,652,Acta del consejo,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,675,C,1,0,C01,22,12,72,10,20,21,33,156,24,13,5,0,,4,2,1,0,,,,,,,,,,,,,,,,395,0,32,427,652,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,675,C,2,0,C02,14,17,69,27,15,32,31,158,16,9,14,1,,6,1,0,3,,,,,,,,,,,,,,,,413,0,33,446,651,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,676,B,1,0,B,16,15,75,18,17,22,22,159,19,6,6,1,,3,1,0,3,,,,,,,,,,,,,,,,383,0,30,413,538,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,676,C,1,0,C01,15,27,59,16,16,19,31,157,20,5,9,0,,7,0,0,1,,,,,,,,,,,,,,,,382,0,26,408,538,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,676,C,2,0,C02,8,11,55,19,10,11,39,52,25,2,11,0,,3,1,0,1,,,,,,,,,,,,,,,,248,1,31,280,538,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,676,S,1,0,SMR01,4,8,9,5,5,1,4,49,3,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,88,1,13,102,0,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,677,B,1,0,B,22,18,72,15,25,21,22,227,27,11,4,2,,0,8,1,0,,,,,,,,,,,,,,,,475,1,32,508,718,Grupo de recuento,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,677,C,1,0,C01,25,14,91,19,25,34,21,208,16,4,12,0,,3,0,1,4,,,,,,,,,,,,,,,,477,0,34,511,718,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,678,B,1,0,B,15,13,38,9,19,32,18,131,20,1,7,6,,8,0,0,0,,,,,,,,,,,,,,,,317,0,24,341,522,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,678,C,1,0,C01,13,13,40,12,21,14,29,33,13,5,11,0,,7,2,1,7,,,,,,,,,,,,,,,,221,3,22,246,521,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,678,C,2,0,C02,10,15,151,17,29,28,24,136,23,4,11,0,,9,0,1,5,,,,,,,,,,,,,,,,463,0,18,481,521,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,679,B,1,0,B,8,23,63,11,17,18,17,131,20,4,9,1,,4,0,0,2,,,,,,,,,,,,,,,,328,4,19,351,523,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,679,C,1,0,C01,15,12,48,13,17,17,17,136,32,7,6,0,,3,1,0,0,,,,,,,,,,,,,,,,324,0,27,351,523,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,679,C,2,0,C02,9,25,56,14,23,26,27,111,15,6,5,1,,7,0,1,1,,,,,,,,,,,,,,,,327,0,26,353,522,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,680,B,1,0,B,17,25,71,24,16,17,57,84,19,2,4,1,,5,0,0,2,,,,,,,,,,,,,,,,344,0,30,374,515,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,680,C,1,0,C01,10,28,47,21,14,15,51,84,21,6,8,0,,9,1,1,2,,,,,,,,,,,,,,,,318,0,38,356,514,Acta casilla,,,
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,680,C,2,0,C02,30,32,30,25,11,24,58,82,27,3,11,1,,1,0,1,3,,,,,,,,,,,,,,,,339,0,28,367,514,Acta casilla,,,
