CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,443,C,1,0,C01,62,19,39,17,13,7,17,108,13,7,8,,,4,0,0,2,1,0,0,0,,,,,,,,,,,,317,0,17,334,456,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,444,B,1,0,B,69,22,67,31,17,12,13,176,27,10,25,,,7,0,0,4,1,1,0,1,,,,,,,,,,,,483,2,19,504,724,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,444,C,1,0,C01,70,36,79,25,20,7,11,160,26,10,19,,,13,2,0,0,2,1,0,1,,,,,,,,,,,,482,4,21,507,724,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,445,B,1,0,B,41,18,46,20,20,7,7,131,15,7,9,,,4,0,0,3,4,0,2,0,,,,,,,,,,,,334,0,20,354,614,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,445,C,1,0,C01,61,30,63,17,29,6,4,138,5,4,12,,,9,1,0,3,1,1,0,0,,,,,,,,,,,,384,0,20,404,614,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,445,C,2,0,C02,41,20,51,20,23,3,5,136,20,10,10,,,4,1,4,0,2,0,1,0,,,,,,,,,,,,351,0,25,376,614,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,445,C,3,0,C03,39,23,58,17,19,6,12,128,22,11,9,,,8,1,1,1,5,1,0,0,,,,,,,,,,,,361,2,27,390,613,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,446,B,1,0,B,36,13,42,16,5,8,11,96,4,21,12,,,5,0,0,0,3,0,3,0,,,,,,,,,,,,275,0,18,293,410,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,446,C,1,0,C01,37,14,35,21,9,6,12,105,14,17,11,,,8,0,1,1,2,4,2,0,,,,,,,,,,,,299,1,13,313,410,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,447,B,1,0,B,86,35,60,36,18,8,14,230,20,18,20,,,2,0,0,0,2,1,0,0,,,,,,,,,,,,550,0,23,573,746,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,448,B,1,0,B,36,33,55,28,16,8,6,163,20,9,8,,,4,2,0,3,5,2,2,0,,,,,,,,,,,,400,2,28,430,686,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,448,C,1,0,C01,60,26,40,19,21,6,5,171,14,9,11,,,7,1,0,3,4,0,0,0,,,,,,,,,,,,397,0,18,415,686,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,448,C,2,0,C02,68,41,54,10,14,7,12,169,19,10,10,,,8,0,0,12,0,0,0,0,,,,,,,,,,,,434,0,28,462,685,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,448,C,3,0,C03,58,42,41,15,12,7,14,169,16,9,14,,,6,2,1,3,3,1,0,0,,,,,,,,,,,,413,1,23,437,685,Grupo de recuento,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,B,1,0,B,47,29,55,28,13,10,8,161,26,14,9,,,8,0,0,3,8,5,0,0,,,,,,,,,,,,424,0,21,445,669,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,C,1,0,C01,47,23,57,26,19,9,12,163,12,13,10,,,7,0,9,5,6,5,0,0,,,,,,,,,,,,423,2,15,440,669,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,C,2,0,C02,41,23,40,22,18,5,10,187,19,12,15,,,11,1,0,3,4,2,0,0,,,,,,,,,,,,413,0,19,432,669,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,C,3,0,C03,48,23,58,24,12,7,7,167,15,15,13,,,6,1,0,5,2,5,0,0,,,,,,,,,,,,408,1,21,430,669,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,C,4,0,C04,42,31,58,24,17,7,12,158,30,12,12,,,5,0,0,3,3,1,1,1,,,,,,,,,,,,417,1,14,432,669,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,C,5,0,C05,58,20,63,21,23,11,8,164,21,12,14,,,12,0,0,5,0,0,1,0,,,,,,,,,,,,433,2,21,456,669,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,C,6,0,C06,47,24,66,22,14,9,11,154,20,10,8,,,8,0,0,4,4,4,0,0,,,,,,,,,,,,405,1,11,417,669,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,450,B,1,0,B,63,22,55,11,12,12,13,172,31,11,6,,,9,2,0,2,3,1,2,0,,,,,,,,,,,,427,0,15,442,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,450,C,1,0,C01,42,19,66,18,19,8,10,167,16,7,15,,,5,1,0,4,2,2,0,0,,,,,,,,,,,,401,0,28,429,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,450,C,2,0,C02,59,30,62,16,18,11,9,165,25,11,12,,,11,3,0,0,3,1,0,0,,,,,,,,,,,,436,2,13,451,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,450,C,3,0,C03,57,31,53,19,17,9,11,153,34,1,13,,,11,1,0,4,3,1,3,0,,,,,,,,,,,,421,1,20,442,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,451,B,1,0,B,44,14,58,19,16,11,13,143,12,15,13,,,5,1,0,1,2,3,0,0,,,,,,,,,,,,370,1,16,387,542,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,451,C,1,0,C01,54,25,75,12,8,11,13,156,15,11,14,,,5,0,1,0,3,1,2,0,,,,,,,,,,,,406,0,21,427,541,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,452,B,1,0,B,76,29,53,26,11,3,11,122,12,9,22,,,4,0,1,2,3,0,0,1,,,,,,,,,,,,385,0,18,403,510,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,452,C,1,0,C01,71,28,46,13,10,9,10,120,8,7,12,,,13,0,0,0,5,0,0,0,,,,,,,,,,,,352,1,18,371,509,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,453,B,1,0,B,37,21,61,11,12,6,9,179,19,6,9,,,10,0,0,5,7,0,0,0,,,,,,,,,,,,392,0,22,414,659,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,453,C,1,0,C01,42,27,72,21,11,11,8,162,19,9,15,,,8,0,0,6,5,2,0,0,,,,,,,,,,,,418,1,11,430,658,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,453,C,2,0,C02,47,19,47,21,10,3,2,151,20,15,14,,,11,0,0,5,5,2,0,0,,,,,,,,,,,,372,2,19,393,658,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,453,C,3,0,C03,44,21,68,19,10,3,6,190,14,5,9,,,3,1,0,2,4,1,0,0,,,,,,,,,,,,400,1,26,427,658,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,453,C,4,0,C04,49,26,65,23,17,2,7,152,16,11,9,,,12,0,0,8,7,0,1,0,,,,,,,,,,,,405,1,16,422,658,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,453,C,5,0,C05,41,18,65,25,14,8,8,157,17,11,11,,,14,2,0,2,2,2,0,0,,,,,,,,,,,,397,1,12,410,658,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,454,B,1,0,B,26,16,66,15,9,5,13,127,23,9,8,,,9,2,1,3,1,2,1,1,,,,,,,,,,,,337,0,19,356,631,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,454,C,1,0,C01,48,16,59,22,9,6,9,154,8,15,5,,,11,2,1,8,5,3,1,0,,,,,,,,,,,,382,0,20,402,630,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,454,C,2,0,C02,34,15,73,21,14,7,18,138,15,17,8,,,10,1,0,6,2,3,1,0,,,,,,,,,,,,383,1,16,400,630,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,454,C,3,0,C03,26,24,81,21,21,7,8,162,18,11,7,,,14,3,0,0,1,0,1,0,,,,,,,,,,,,405,0,7,412,630,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,454,C,4,0,C04,32,29,86,31,13,4,6,137,13,16,9,,,6,2,0,2,4,2,0,0,,,,,,,,,,,,392,0,12,404,630,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,457,B,1,0,B,57,16,66,13,23,8,5,144,19,12,12,,,6,1,0,5,2,0,0,1,,,,,,,,,,,,390,0,12,402,634,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,457,C,1,0,C01,47,20,1,17,20,4,4,179,19,4,9,,,0,1,0,6,1,0,0,0,,,,,,,,,,,,332,0,13,345,634,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,457,C,2,0,C02,55,15,66,19,20,6,5,156,19,7,12,,,9,0,1,4,3,0,1,0,,,,,,,,,,,,398,0,16,414,633,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,457,C,3,0,C03,52,28,50,28,15,7,9,152,29,2,8,,,11,1,0,6,3,2,0,2,,,,,,,,,,,,405,0,13,418,633,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,458,B,1,0,B,28,34,46,22,10,7,10,122,17,5,6,,,8,0,0,0,2,2,0,0,,,,,,,,,,,,319,0,10,329,515,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,458,C,1,0,C01,36,29,41,15,18,1,8,135,17,11,7,,,7,1,0,4,2,1,0,0,,,,,,,,,,,,333,0,12,345,515,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,458,C,2,0,C02,27,40,31,13,16,3,8,141,16,6,2,,,9,0,1,3,2,0,0,0,,,,,,,,,,,,318,0,15,333,515,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,459,B,1,0,B,27,26,62,12,13,6,9,102,11,6,16,,,2,0,0,0,1,1,1,0,,,,,,,,,,,,295,0,14,309,503,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,459,C,1,0,C01,35,23,58,14,15,9,6,105,13,8,9,,,7,3,0,2,3,0,1,0,,,,,,,,,,,,311,0,13,324,503,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,459,C,2,0,C02,41,31,45,9,14,4,6,121,14,15,7,,,5,1,0,3,1,1,2,0,,,,,,,,,,,,320,0,19,339,503,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,460,B,1,0,B,38,21,58,9,9,7,7,87,15,9,13,,,1,0,0,2,0,0,1,0,,,,,,,,,,,,277,0,13,290,412,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,460,C,1,0,C01,25,18,62,17,5,4,4,93,14,8,13,,,4,0,0,1,4,1,1,0,,,,,,,,,,,,274,0,13,287,412,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,461,B,1,0,B,34,25,58,24,17,10,7,96,20,12,13,,,8,0,0,1,5,1,1,0,,,,,,,,,,,,332,0,16,348,494,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,461,C,1,0,C01,35,24,51,22,9,7,5,127,9,9,15,,,2,0,0,0,2,1,1,0,,,,,,,,,,,,319,0,20,339,493,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,462,B,1,0,B,39,14,49,17,14,4,6,135,15,13,10,,,4,0,1,6,3,1,2,0,,,,,,,,,,,,333,0,19,352,487,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,462,C,1,0,C01,36,18,46,21,15,2,8,125,12,11,12,,,5,0,0,1,7,1,0,0,,,,,,,,,,,,320,0,11,331,486,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,463,B,1,0,B,56,31,60,19,19,11,16,160,31,10,8,,,10,2,0,6,5,2,0,1,,,,,,,,,,,,447,1,29,477,732,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,463,C,1,0,C01,59,31,68,15,22,13,17,150,23,11,13,,,14,0,0,4,3,0,1,0,,,,,,,,,,,,444,0,22,466,731,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,464,B,1,0,B,62,19,63,24,8,8,11,194,43,5,10,,,15,2,1,6,6,2,1,0,,,,,,,,,,,,480,1,20,501,724,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,464,C,1,0,C01,67,32,43,25,18,6,7,177,24,8,18,,,7,0,0,4,2,2,0,0,,,,,,,,,,,,440,0,33,473,724,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,464,C,2,0,C02,64,35,75,20,18,9,10,149,31,9,14,,,6,2,0,6,1,2,1,0,,,,,,,,,,,,452,0,35,487,723,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,464,C,3,0,C03,64,42,46,21,14,10,10,182,39,10,14,,,5,1,0,6,3,0,0,1,,,,,,,,,,,,468,1,23,492,723,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,466,B,1,0,B,55,17,48,11,10,6,10,95,15,8,10,,,7,0,0,0,1,1,0,0,,,,,,,,,,,,294,0,13,307,434,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,466,C,1,0,C01,60,19,42,12,9,4,12,81,28,8,14,,,5,1,0,1,2,1,1,1,,,,,,,,,,,,301,2,10,313,433,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,467,B,1,0,B,45,33,78,20,19,14,5,146,9,17,11,,,9,0,3,3,6,4,0,0,,,,,,,,,,,,422,0,20,442,619,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,467,C,1,0,C01,42,38,81,22,10,17,10,122,24,7,5,,,3,0,0,2,7,0,1,0,,,,,,,,,,,,391,1,23,415,618,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,468,B,1,0,B,92,20,71,25,19,13,10,167,31,9,11,,,5,0,0,4,2,2,1,0,,,,,,,,,,,,482,0,14,496,711,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,468,C,1,0,C01,85,37,53,27,18,16,5,158,25,13,23,,,9,2,0,3,7,2,0,0,,,,,,,,,,,,483,0,16,499,710,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,468,C,2,0,C02,92,20,72,25,19,14,10,169,31,9,11,,,5,0,0,4,2,2,1,0,,,,,,,,,,,,486,0,12,498,710,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,468,C,3,0,C03,74,38,58,23,15,13,8,160,18,10,16,,,10,1,0,5,5,2,1,1,,,,,,,,,,,,458,0,27,485,710,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,468,C,4,0,C04,80,25,51,27,20,5,13,173,20,10,17,,,10,1,0,2,4,1,0,0,,,,,,,,,,,,459,1,20,480,710,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,469,B,1,0,B,31,23,74,21,17,2,4,174,21,19,3,,,10,0,1,2,7,3,3,0,,,,,,,,,,,,415,0,18,433,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,469,C,1,0,C01,33,12,74,16,16,7,5,148,14,12,16,,,8,0,0,2,4,1,1,0,,,,,,,,,,,,369,0,20,389,649,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,469,C,2,0,C02,31,20,86,24,15,6,4,149,21,13,9,,,14,1,0,3,7,4,0,0,,,,,,,,,,,,407,0,16,423,649,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,470,B,1,0,B,38,28,102,32,15,8,7,137,45,10,17,,,16,4,3,8,8,1,1,0,,,,,,,,,,,,480,0,15,495,651,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,470,C,1,0,C01,44,17,78,23,11,6,4,158,24,9,17,,,10,0,0,4,4,1,0,0,,,,,,,,,,,,410,0,22,432,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,470,C,2,0,C02,40,25,110,22,21,2,6,152,17,10,14,,,4,5,2,0,1,2,3,0,,,,,,,,,,,,436,0,12,448,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,471,B,1,0,B,36,30,61,26,25,7,7,155,16,15,13,,,12,2,1,2,2,1,15,0,,,,,,,,,,,,426,0,0,426,729,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,471,C,1,0,C01,30,25,66,21,18,3,11,170,21,10,10,,,9,2,2,4,3,2,4,0,,,,,,,,,,,,411,0,20,431,729,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,471,C,2,0,C02,36,30,60,24,17,5,8,176,28,9,16,,,7,1,0,4,3,0,0,0,,,,,,,,,,,,424,0,0,424,728,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,472,B,1,0,B,36,25,65,21,16,7,7,128,19,18,10,,,6,1,1,7,4,2,0,0,,,,,,,,,,,,373,0,12,385,651,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,472,C,1,0,C01,27,26,52,16,15,6,7,121,26,14,13,,,11,0,1,3,4,2,0,1,,,,,,,,,,,,345,1,23,369,651,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,472,C,2,0,C02,0,81,0,0,24,9,0,124,16,0,6,,,8,0,0,2,3,3,0,0,,,,,,,,,,,,276,0,23,299,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,472,C,3,0,C03,36,0,86,22,14,5,9,16,17,13,4,,,12,1,0,2,5,2,1,0,,,,,,,,,,,,245,0,17,262,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,472,C,4,0,C04,11,27,76,16,15,1,11,131,18,19,10,,,5,2,1,2,2,1,1,0,,,,,,,,,,,,349,0,20,369,650,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,473,B,1,0,B,120,29,63,18,10,7,1,64,8,11,8,,,7,1,0,2,0,3,1,0,,,,,,,,,,,,353,0,17,370,577,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,473,C,1,0,C01,147,23,54,21,5,2,2,82,14,7,7,,,6,2,0,3,3,1,0,1,,,,,,,,,,,,380,1,13,394,576,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,473,C,2,0,C02,133,38,62,20,7,6,4,94,11,3,7,,,2,1,0,2,3,1,0,0,,,,,,,,,,,,394,0,14,408,576,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,474,B,1,0,B,164,66,136,37,19,18,14,325,34,20,20,,,14,0,2,5,5,1,8,0,,,,,,,,,,,,888,2,38,928,642,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,474,C,1,0,C01,164,66,136,37,19,18,14,325,34,20,20,,,14,0,2,5,5,1,8,0,,,,,,,,,,,,888,2,38,928,642,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,475,B,1,0,B,22,17,56,17,15,4,10,99,18,10,13,,,1,7,7,0,1,2,1,0,,,,,,,,,,,,300,0,0,300,473,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,475,C,1,0,C01,17,13,70,16,9,7,7,105,14,5,4,,,6,2,3,0,6,4,0,0,,,,,,,,,,,,288,0,12,300,472,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,B,1,0,B,63,33,86,22,18,17,8,154,27,16,19,,,9,1,1,4,2,2,0,0,,,,,,,,,,,,482,1,18,501,714,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,C,1,0,C01,72,29,92,27,18,12,11,147,13,12,23,,,6,0,3,0,4,2,1,0,,,,,,,,,,,,472,0,21,493,714,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,C,2,0,C02,56,27,87,30,11,12,13,125,29,8,12,,,7,1,1,4,8,4,4,0,,,,,,,,,,,,439,1,21,461,714,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,C,3,0,C03,85,37,62,27,15,7,13,161,19,9,14,,,6,0,0,5,8,1,0,0,,,,,,,,,,,,469,2,18,489,714,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,C,4,0,C04,58,40,90,21,10,9,11,160,23,9,27,,,11,0,0,3,6,2,2,0,,,,,,,,,,,,482,1,9,492,714,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,C,5,0,C05,51,30,89,17,9,4,11,183,26,16,20,,,9,0,1,2,2,1,1,0,,,,,,,,,,,,472,0,33,505,714,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,C,6,0,C06,50,32,63,18,16,8,14,186,24,8,24,,,4,1,0,4,6,1,1,0,,,,,,,,,,,,460,0,21,481,713,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,C,7,0,C07,70,42,70,21,15,8,4,153,11,9,27,,,4,1,0,5,4,0,0,0,,,,,,,,,,,,444,0,25,469,713,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,478,B,1,0,B,42,13,73,23,11,4,6,100,13,9,8,,,11,2,1,4,5,0,2,0,,,,,,,,,,,,327,1,14,342,495,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,478,C,1,0,C01,38,19,73,25,10,9,6,80,17,10,12,,,8,1,0,2,9,1,2,0,,,,,,,,,,,,322,0,13,335,494,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,479,B,1,0,B,36,25,76,13,10,5,7,155,18,12,10,,,6,1,0,3,1,1,1,1,,,,,,,,,,,,381,1,20,402,610,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,479,C,1,0,C01,46,19,56,24,15,7,8,138,17,11,15,,,13,2,0,2,5,1,3,0,,,,,,,,,,,,382,0,0,382,610,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,480,B,1,0,B,26,18,46,21,13,5,7,93,8,8,10,,,5,0,0,3,2,1,0,0,,,,,,,,,,,,266,0,2,268,437,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,480,C,1,0,C01,26,18,46,21,13,5,7,93,8,8,10,,,5,0,0,3,2,1,0,0,,,,,,,,,,,,266,0,9,275,436,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,B,1,0,B,89,31,95,20,10,5,14,107,15,7,12,,,5,1,0,1,6,4,1,1,,,,,,,,,,,,424,0,25,449,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,1,0,C01,67,35,100,24,18,7,3,134,11,10,9,,,8,0,0,2,5,2,0,0,,,,,,,,,,,,435,2,24,461,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,2,0,C02,80,29,103,25,7,4,9,134,11,22,6,,,1,1,0,4,5,4,3,0,,,,,,,,,,,,448,0,16,464,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,3,0,C03,56,30,97,28,17,12,8,115,10,12,7,,,6,1,0,2,5,2,1,0,,,,,,,,,,,,409,0,20,429,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,4,0,C04,83,31,106,19,13,8,7,117,15,9,17,,,8,0,0,3,4,0,0,0,,,,,,,,,,,,440,0,17,457,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,5,0,C05,69,42,101,17,8,7,7,116,15,7,13,,,6,2,2,4,10,5,1,0,,,,,,,,,,,,432,0,26,458,697,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,482,B,1,0,B,83,29,105,18,17,9,6,116,14,11,17,,,2,0,0,3,2,2,2,0,,,,,,,,,,,,436,2,19,457,646,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,482,C,1,0,C01,74,38,99,20,8,2,14,141,13,10,9,,,6,0,1,3,2,2,1,0,,,,,,,,,,,,443,1,15,459,646,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,482,C,2,0,C02,68,26,122,24,14,3,11,140,12,8,11,,,2,1,0,2,11,0,0,0,,,,,,,,,,,,455,0,15,470,645,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,B,1,0,B,108,35,137,22,12,4,8,113,9,7,7,,,9,1,0,2,5,0,0,1,,,,,,,,,,,,480,1,18,499,675,Acta del consejo,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,C,1,0,C01,103,44,95,29,4,10,5,140,8,7,4,,,6,0,0,5,4,4,1,0,,,,,,,,,,,,469,1,16,486,674,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,C,2,0,C02,94,35,120,17,17,5,5,141,6,6,7,,,2,1,1,2,4,4,1,0,,,,,,,,,,,,468,0,22,490,674,Acta casilla,,,
