MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PC,PSN,PAS,PD,VALIDOS,No Registrados,Nulos,Total,Comment
PUEBLO NUEVO,1029,B,39,164,0,47,0,0,0,0,0,250,0,7,257,
PUEBLO NUEVO,1030,B,64,163,0,30,0,0,0,0,0,257,0,6,263,
PUEBLO NUEVO,1031,B,109,47,0,1,0,0,0,0,0,157,0,0,157,
PUEBLO NUEVO,1032,B,119,65,0,3,2,0,0,0,0,189,0,2,191,
PUEBLO NUEVO,1033,B,135,53,0,3,0,0,0,0,0,191,0,7,198,
PUEBLO NUEVO,1034,B,209,96,1,2,0,0,0,0,0,308,0,0,308,
PUEBLO NUEVO,1035,B,102,34,0,3,0,0,0,0,0,139,0,2,141,
PUEBLO NUEVO,1036,B,21,54,0,3,1,0,0,0,0,79,0,0,79,
PUEBLO NUEVO,1037,B,137,198,0,9,1,0,0,0,0,345,0,4,349,
PUEBLO NUEVO,1038,B,60,74,0,12,0,0,0,0,0,146,0,0,146,
PUEBLO NUEVO,1039,B,61,55,0,23,5,0,0,0,0,144,0,3,147,
PUEBLO NUEVO,1040,B,176,108,0,54,10,0,0,0,1,349,0,20,369,
PUEBLO NUEVO,1041,B,17,56,0,1,0,0,0,0,1,75,0,4,79,
PUEBLO NUEVO,1042,B,57,83,0,0,0,0,0,0,3,143,0,3,146,
PUEBLO NUEVO,1043,B,44,109,0,65,0,0,0,0,0,218,0,0,218,
PUEBLO NUEVO,1044,B,79,30,0,80,1,0,0,0,1,191,0,0,191,
PUEBLO NUEVO,1045,B,86,58,0,38,0,0,0,0,0,182,0,1,183,
PUEBLO NUEVO,1046,B,173,159,0,52,2,0,0,0,1,387,0,8,395,
PUEBLO NUEVO,1047,B,35,177,0,31,2,0,0,0,2,247,0,0,247,
PUEBLO NUEVO,1048,B,23,87,1,11,1,0,0,0,1,124,0,0,124,
PUEBLO NUEVO,1049,B,78,105,0,10,2,0,0,0,0,195,0,7,202,
PUEBLO NUEVO,1050,B,102,88,2,38,1,0,0,0,1,232,0,0,232,
PUEBLO NUEVO,1051,B,27,64,1,0,0,0,0,0,0,92,0,0,92,
PUEBLO NUEVO,1052,B,6,13,0,3,0,0,0,0,0,22,0,1,23,
PUEBLO NUEVO,1053,B,15,55,0,4,0,0,0,0,0,74,0,7,81,
PUEBLO NUEVO,1054,B,36,49,1,13,1,0,0,0,1,101,0,1,102,
PUEBLO NUEVO,1055,B,41,95,1,24,0,0,0,0,0,161,0,2,163,
PUEBLO NUEVO,1056,B,5,11,0,10,0,0,0,0,0,26,0,1,27,
PUEBLO NUEVO,1057,B,27,4,0,0,0,0,0,0,0,31,1,,32,
PUEBLO NUEVO,1058,B,7,18,1,41,0,0,0,0,0,67,0,0,67,
PUEBLO NUEVO,1059,B,6,17,0,0,0,0,0,0,1,24,0,1,25,
PUEBLO NUEVO,1060,B,23,29,0,4,0,0,0,0,1,57,0,0,57,
PUEBLO NUEVO,1061,B,16,67,2,12,3,0,0,0,1,101,0,27,128,
PUEBLO NUEVO,1062,B,7,20,0,0,0,0,0,0,0,27,0,0,27,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
RODEO,1063,B,150,83,38,4,0,0,0,0,5,280,0,6,286,
RODEO,1063,C,142,93,35,2,0,0,0,0,1,273,0,2,275,
RODEO,1064,B,115,87,24,1,0,0,0,0,3,230,0,4,234,
RODEO,1064,C,117,81,40,1,0,0,0,0,3,242,1,1,244,
RODEO,1065,B,185,167,56,6,0,0,0,4,5,423,0,9,432,
RODEO,1066,B,59,31,27,1,0,0,0,0,2,120,0,1,121,
RODEO,1067,B,50,29,12,0,0,0,0,0,2,93,0,0,93,
RODEO,1068,B,80,68,118,3,0,0,0,0,4,273,0,12,285,
RODEO,1068,C,75,78,103,4,0,0,0,0,2,262,0,12,274,
RODEO,1069,B,63,32,25,1,0,0,0,0,4,125,0,3,128,
RODEO,1070,B,52,43,27,2,0,0,0,0,2,126,0,3,129,
RODEO,1070,X,17,31,17,2,0,0,0,1,3,71,0,1,72,
RODEO,1071,B,127,59,18,1,0,0,0,0,2,207,2,1,210,
RODEO,1072,B,24,22,9,2,0,0,0,0,0,57,0,0,57,
RODEO,1073,B,8,33,4,0,0,0,0,0,1,46,0,1,47,
RODEO,1074,B,32,15,17,1,0,0,0,0,3,68,0,0,68,
RODEO,1075,B,43,65,12,0,0,0,0,0,1,121,0,2,123,
RODEO,1076,B,5,21,4,1,0,0,0,0,6,37,0,0,37,
RODEO,1077,B,19,81,17,2,0,0,0,1,0,120,0,1,121,
RODEO,1078,B,23,39,44,1,0,0,0,0,11,118,0,2,120,
RODEO,1079,B,18,67,58,2,0,0,0,0,7,152,0,2,154,
RODEO,1080,B,108,54,40,5,0,0,0,1,48,256,0,3,259,
RODEO,1081,B,71,106,14,1,0,0,0,0,5,197,0,5,202,
RODEO,1082,B,50,64,56,7,0,0,0,7,8,192,0,7,199,
RODEO,1083,B,107,68,118,7,0,0,0,0,7,307,0,6,313,
RODEO,1084,B,24,59,5,1,0,0,0,0,0,89,0,0,89,
RODEO,1085,B,2,35,3,0,0,0,0,0,0,40,0,0,40,
,,,,,,,,,,,,,,,,
SAN BERNARDO,1086,B,124,247,0,0,0,0,0,0,0,371,0,10,381,
SAN BERNARDO,1087,B,8,108,0,0,0,0,0,0,0,116,0,1,117,
SAN BERNARDO,1088,B,6,126,0,0,0,0,0,0,0,132,0,2,134,
SAN BERNARDO,1089,B,11,133,0,0,0,0,0,0,0,144,0,3,147,
SAN BERNARDO,1090,B,3,68,0,0,0,0,0,0,0,71,0,5,76,
SAN BERNARDO,1091,B,14,42,0,0,0,0,0,0,0,56,0,1,57,
SAN BERNARDO,1092,B,37,53,0,0,0,0,0,0,0,90,2,2,94,
SAN BERNARDO,1092,X,7,87,0,0,0,0,0,0,0,94,0,0,94,
SAN BERNARDO,1093,B,29,59,0,0,0,0,0,0,0,88,0,7,95,
SAN BERNARDO,1094,B,32,108,0,0,0,0,0,0,0,140,0,3,143,
SAN BERNARDO,1095,B,6,44,0,0,0,0,0,0,0,50,0,1,51,
SAN BERNARDO,1095,X,4,66,0,0,0,0,0,0,0,70,0,1,71,
SAN BERNARDO,1096,B,20,153,0,0,0,0,0,0,0,173,0,6,179,
SAN BERNARDO,1097,B,9,135,0,0,0,0,0,0,0,144,0,2,146,
,,,,,,,,,,,,,,,,
SAN DIMAS,1098,B,97,261,,34,0,0,,0,1,393,0,9,402,
SAN DIMAS,1099,B,72,110,0,30,0,0,0,0,0,212,0,9,221,
SAN DIMAS,1099,C,79,105,0,38,0,0,0,2,0,224,0,7,231,
SAN DIMAS,1100,B,89,242,0,45,0,0,0,0,2,378,0,1,379,
SAN DIMAS,1101,B,27,6,0,0,0,0,0,0,0,33,0,0,33,
SAN DIMAS,1102,B,12,63,0,9,0,0,0,2,0,86,0,6,92,
SAN DIMAS,1103,B,9,34,0,35,0,0,0,0,1,79,0,10,89,
SAN DIMAS,1104,B,27,90,0,8,0,0,0,0,1,126,0,4,130,
SAN DIMAS,1105,B,21,13,0,0,0,0,0,2,0,36,0,1,37,
SAN DIMAS,1106,B,18,42,0,8,0,0,0,3,1,72,0,3,75,
SAN DIMAS,1107,B,101,37,0,12,0,0,0,2,1,153,0,0,153,
SAN DIMAS,1108,B,92,132,0,2,0,0,0,8,0,234,0,0,234,
SAN DIMAS,1109,B,65,98,0,9,0,0,0,3,0,175,0,4,179,
SAN DIMAS,1110,B,66,107,0,6,0,0,0,1,1,181,0,0,181,
SAN DIMAS,1111,B,24,23,0,1,0,0,0,0,0,48,0,0,48,
SAN DIMAS,1112,B,134,100,0,100,0,0,0,1,2,337,0,13,350,
SAN DIMAS,1113,B,6,27,0,4,0,0,0,0,7,44,0,8,52,
SAN DIMAS,1114,B,28,66,0,17,0,0,0,1,5,117,0,0,117,
SAN DIMAS,1115,B,19,50,0,16,0,0,0,0,0,85,,5,90,
SAN DIMAS,1116,B,40,134,0,10,0,0,0,0,13,197,0,7,204,
SAN DIMAS,1117,B,53,26,0,62,0,0,0,1,0,142,0,0,142,
SAN DIMAS,1118,B,42,51,0,0,0,0,0,7,2,102,0,0,102,
SAN DIMAS,1119,B,33,16,0,4,0,0,0,1,1,55,0,0,55,
SAN DIMAS,1120,B,29,57,0,3,0,0,0,0,0,89,0,0,89,
SAN DIMAS,1121,B,28,36,0,19,0,0,0,0,1,84,0,2,86,
SAN DIMAS,1122,B,101,84,0,4,0,0,0,2,3,194,0,5,199,
SAN DIMAS,1123,B,7,23,0,4,0,,,0,0,34,0,1,35,
SAN DIMAS,1125,B,34,25,0,24,0,0,0,0,0,83,0,2,85,
SAN DIMAS,1126,B,34,75,0,3,0,0,0,1,14,127,0,6,133,
SAN DIMAS,1127,B,65,111,0,15,0,0,0,0,1,192,0,7,199,
SAN DIMAS,1128,B,28,73,0,1,0,0,0,1,1,104,0,2,106,
SAN DIMAS,1129,B,9,45,0,29,0,0,0,0,1,84,0,3,87,
SAN DIMAS,1130,B,8,68,0,15,0,0,0,1,0,92,0,1,93,
SAN DIMAS,1131,B,11,169,0,12,0,0,0,0,1,193,0,6,199,
SAN DIMAS,1132,B,4,91,0,16,0,0,0,0,0,111,0,4,115,
SAN DIMAS,1133,B,2,13,0,2,0,0,0,2,0,19,0,1,20,
SAN DIMAS,1134,B,25,80,0,7,0,0,0,0,1,113,0,15,128,
SAN DIMAS,1135,B,13,58,0,3,0,0,0,0,0,74,0,7,81,
SAN DIMAS,1136,B,3,82,0,2,0,0,0,0,0,87,0,0,87,
SAN DIMAS,1137,B,3,93,0,14,0,0,0,0,1,111,0,1,112,
SAN DIMAS,1138,B,20,59,0,3,0,0,0,2,4,88,0,7,95,
SAN DIMAS,1139,B,18,41,0,12,0,0,0,1,0,72,0,0,72,
,,,,,,,,,,,,,,,,
SAN JUAN DE GUADALUPE,1140,B,142,150,0,0,0,0,0,0,0,292,0,6,298,
SAN JUAN DE GUADALUPE,1141,B,243,133,1,0,0,0,0,0,0,377,0,11,388,
SAN JUAN DE GUADALUPE,1142,B,19,37,0,0,0,0,0,0,1,57,0,0,57,
SAN JUAN DE GUADALUPE,1143,B,65,41,0,0,0,0,0,0,0,106,0,0,106,
SAN JUAN DE GUADALUPE,1144,B,20,87,0,0,0,0,0,0,1,108,0,0,108,
SAN JUAN DE GUADALUPE,1145,B,30,61,0,0,0,0,0,0,0,91,0,6,97,
SAN JUAN DE GUADALUPE,1146,B,27,24,0,0,0,0,0,0,0,51,0,0,51,
SAN JUAN DE GUADALUPE,1147,B,84,137,1,0,0,0,0,0,1,223,0,6,229,
SAN JUAN DE GUADALUPE,1148,B,60,80,0,0,0,0,0,0,0,140,0,7,147,
SAN JUAN DE GUADALUPE,1149,B,32,49,0,0,0,0,0,0,0,81,0,0,81,
SAN JUAN DE GUADALUPE,1150,B,112,26,0,0,0,0,0,0,0,138,0,7,145,
SAN JUAN DE GUADALUPE,1151,B,173,116,0,0,0,0,0,0,1,290,0,15,305,
SAN JUAN DE GUADALUPE,1152,B,88,51,0,0,0,0,0,0,1,140,0,0,140,
SAN JUAN DE GUADALUPE,1154,B,62,26,0,0,0,0,0,0,0,88,0,5,93,
SAN JUAN DE GUADALUPE,1155,B,11,38,0,0,0,0,0,0,0,49,0,2,51,
,,,,,,,,,,,,,,,,
SAN JUAN DEL RIO,1156,B,55,70,0,14,0,0,0,0,87,226,0,5,231,
SAN JUAN DEL RIO,1156,C,70,68,0,14,0,0,0,0,84,236,0,6,242,
SAN JUAN DEL RIO,1157,B,127,143,0,30,0,0,0,0,124,424,0,10,434,
SAN JUAN DEL RIO,1158,B,101,130,0,21,0,0,0,0,70,322,0,4,326,
SAN JUAN DEL RIO,1159,B,3,38,0,3,0,0,0,0,52,96,5,2,103,
SAN JUAN DEL RIO,1160,B,78,118,0,13,0,0,0,0,49,258,0,17,275,
SAN JUAN DEL RIO,1161,B,24,97,0,27,0,0,0,0,34,182,0,5,187,
SAN JUAN DEL RIO,1162,B,19,80,0,29,0,0,0,0,22,150,0,10,160,
SAN JUAN DEL RIO,1163,B,25,57,0,5,0,0,0,0,64,151,0,6,157,
SAN JUAN DEL RIO,1164,B,10,21,0,3,0,0,0,0,54,88,0,0,88,
SAN JUAN DEL RIO,1165,B,29,29,0,11,0,0,0,0,43,112,0,1,113,
SAN JUAN DEL RIO,1166,B,17,84,0,2,0,0,0,0,21,124,0,6,130,
SAN JUAN DEL RIO,1167,B,43,88,0,6,0,0,0,0,121,258,0,8,266,
SAN JUAN DEL RIO,1168,B,14,66,0,4,0,0,0,0,68,152,0,1,153,
SAN JUAN DEL RIO,1169,B,91,115,0,2,0,0,0,0,116,324,0,5,329,
SAN JUAN DEL RIO,1169,X,9,60,0,5,0,0,0,0,27,101,0,1,102,
SAN JUAN DEL RIO,1170,B,16,40,0,4,0,0,0,0,18,78,0,1,79,
SAN JUAN DEL RIO,1171,B,89,48,0,71,0,0,0,0,96,304,0,11,315,
SAN JUAN DEL RIO,1172,B,80,85,0,44,0,0,0,0,49,258,0,4,262,
SAN JUAN DEL RIO,1173,B,22,48,0,9,0,0,0,0,124,203,0,0,203,
SAN JUAN DEL RIO,1174,B,30,86,0,25,0,0,0,0,29,170,0,0,170,
SAN JUAN DEL RIO,1175,B,7,59,0,1,0,0,0,0,25,92,0,8,100,
SAN JUAN DEL RIO,1176,B,6,67,0,4,0,0,0,0,19,96,0,3,99,
SAN JUAN DEL RIO,1177,B,4,48,0,3,0,0,0,0,28,83,0,2,85,
SAN JUAN DEL RIO,1178,B,2,18,0,0,0,0,0,0,34,54,0,0,54,
,,,,,,,,,,,,,,,,
SAN LUIS DEL CORDERO,1179,B,83,115,0,5,0,0,0,0,4,207,0,5,212,
SAN LUIS DEL CORDERO,1180,B,123,127,0,2,0,0,0,0,0,252,0,5,257,
SAN LUIS DEL CORDERO,1181,B,129,95,0,1,0,0,0,0,0,225,0,3,228,
SAN LUIS DEL CORDERO,1182,B,8,82,0,0,0,0,0,0,0,90,0,0,90,
SAN LUIS DEL CORDERO,1182,X,35,97,3,0,0,0,0,0,1,136,0,4,140,
,,,,,,,,,,,,,,,,
SAN PEDRO DEL GALLO,1183,B,131,174,0,0,0,0,0,0,7,312,0,6,318,
SAN PEDRO DEL GALLO,1184,B,70,45,0,0,0,0,0,0,2,117,0,4,121,
SAN PEDRO DEL GALLO,1185,B,6,48,0,0,0,0,0,0,0,54,0,0,54,
SAN PEDRO DEL GALLO,1186,B,24,21,0,0,0,0,0,0,2,47,0,0,47,
SAN PEDRO DEL GALLO,1187,B,28,60,0,0,0,0,0,0,1,89,0,1,90,
SAN PEDRO DEL GALLO,1188,B,30,29,0,0,0,0,0,0,1,60,0,3,63,
SAN PEDRO DEL GALLO,1189,B,15,27,0,0,0,0,0,0,0,42,0,0,42,
SAN PEDRO DEL GALLO,1190,B,17,64,0,0,0,0,0,0,1,82,0,1,83,
,,,,,,,,,,,,,,,,
SANTA CLARA,1191,B,23,145,102,15,0,0,0,0,14,299,0,4,303,
SANTA CLARA,1192,B,49,141,95,30,0,0,0,0,19,334,0,3,337,
SANTA CLARA,1192,C,53,164,108,14,0,0,0,0,9,348,0,3,351,
SANTA CLARA,1193,B,28,176,177,22,0,0,0,0,15,418,0,0,418,
SANTA CLARA,1194,B,23,125,107,11,0,0,0,0,9,275,0,2,277,
SANTA CLARA,1195,B,38,79,26,3,0,0,0,0,0,146,0,3,149,
SANTA CLARA,1196,B,3,31,9,4,0,0,0,0,0,47,0,1,48,
SANTA CLARA,1197,B,36,118,96,7,0,0,0,0,2,259,0,6,265,
SANTA CLARA,1197,X,9,52,17,19,0,0,0,0,0,97,0,1,98,
SANTA CLARA,1198,B,17,164,78,0,0,0,0,0,7,266,0,0,266,
SANTA CLARA,1199,B,17,184,140,35,0,0,0,0,18,394,0,12,406,
,,,,,,,,,,,,,,,,
SANTIAGO PAPASQUIARO,1200,B,191,291,1,6,0,0,0,0,0,489,0,3,492,
SANTIAGO PAPASQUIARO,1201,B,179,161,1,3,0,0,0,0,0,344,0,9,353,
SANTIAGO PAPASQUIARO,1201,C,197,146,1,5,0,0,0,0,0,349,1,4,354,
SANTIAGO PAPASQUIARO,1202,B,94,144,3,14,2,0,0,0,0,257,0,3,260,
SANTIAGO PAPASQUIARO,1202,C,96,158,1,12,0,0,0,0,0,267,0,3,270,
SANTIAGO PAPASQUIARO,1203,B,101,108,2,7,1,0,0,0,1,220,0,7,227,
SANTIAGO PAPASQUIARO,1203,C,108,118,0,3,0,0,0,0,1,230,0,4,234,
SANTIAGO PAPASQUIARO,1204,B,108,188,1,0,0,0,0,0,1,298,5,0,303,
SANTIAGO PAPASQUIARO,1204,C,110,177,2,2,0,0,0,0,0,291,1,4,296,
SANTIAGO PAPASQUIARO,1205,B,145,166,0,8,1,0,0,0,1,321,0,1,322,
SANTIAGO PAPASQUIARO,1205,C,147,180,0,6,1,0,0,0,1,335,0,1,336,
SANTIAGO PAPASQUIARO,1206,B,154,171,7,3,1,0,0,0,0,336,0,5,341,
SANTIAGO PAPASQUIARO,1207,B,94,128,1,5,0,0,0,0,0,228,0,8,236,
SANTIAGO PAPASQUIARO,1207,C,104,126,0,2,0,0,0,0,0,232,0,3,235,
SANTIAGO PAPASQUIARO,1208,B,146,132,2,1,0,0,0,0,0,281,0,3,284,
SANTIAGO PAPASQUIARO,1208,C,141,109,0,4,1,0,0,0,0,255,0,4,259,
SANTIAGO PAPASQUIARO,1209,B,140,204,2,5,0,0,0,0,0,351,,4,355,
SANTIAGO PAPASQUIARO,1210,B,160,179,0,7,0,0,0,0,0,346,0,3,349,
SANTIAGO PAPASQUIARO,1211,B,176,179,0,6,0,0,0,0,0,361,0,3,364,
SANTIAGO PAPASQUIARO,1212,B,191,170,1,6,0,0,0,0,0,368,0,8,376,
SANTIAGO PAPASQUIARO,1212,C,156,208,3,6,2,0,0,0,0,375,0,4,379,
SANTIAGO PAPASQUIARO,1213,B,145,152,0,7,0,0,0,0,0,304,3,5,312,
SANTIAGO PAPASQUIARO,1213,C,113,155,1,3,1,0,0,0,0,273,0,4,277,
SANTIAGO PAPASQUIARO,1214,B,129,165,1,7,1,0,0,0,1,304,0,5,309,
SANTIAGO PAPASQUIARO,1215,B,75,40,0,1,0,0,0,0,0,116,0,1,117,
SANTIAGO PAPASQUIARO,1216,B,6,6,0,0,0,0,0,0,0,12,0,0,12,
SANTIAGO PAPASQUIARO,1217,B,47,43,0,0,0,0,0,0,0,90,0,0,90,
SANTIAGO PAPASQUIARO,1218,B,37,27,0,1,0,0,0,0,0,65,0,6,71,
SANTIAGO PAPASQUIARO,1219,B,151,202,0,3,0,0,0,0,0,356,8,0,364,
SANTIAGO PAPASQUIARO,1220,B,78,84,1,4,1,0,0,0,0,168,0,42,210,
SANTIAGO PAPASQUIARO,1221,B,38,23,1,2,0,0,0,0,0,64,0,0,64,
SANTIAGO PAPASQUIARO,1222,B,73,174,0,1,0,0,0,0,0,248,0,8,256,
SANTIAGO PAPASQUIARO,1223,B,11,29,0,1,0,0,0,0,0,41,1,42,84,
SANTIAGO PAPASQUIARO,1224,B,59,69,0,4,0,0,0,0,0,132,0,2,134,
SANTIAGO PAPASQUIARO,1224,X,51,51,0,2,0,0,0,0,0,104,0,2,106,
SANTIAGO PAPASQUIARO,1225,B,84,30,0,0,0,0,0,0,0,114,0,3,117,
SANTIAGO PAPASQUIARO,1226,B,30,51,0,0,0,0,0,0,0,81,0,0,81,
SANTIAGO PAPASQUIARO,1227,B,36,81,1,2,0,0,0,0,0,120,0,0,120,
SANTIAGO PAPASQUIARO,1228,B,86,47,0,1,0,0,0,0,0,134,0,4,138,
SANTIAGO PAPASQUIARO,1229,B,190,76,0,1,0,0,0,0,0,267,0,5,272,
SANTIAGO PAPASQUIARO,1230,B,36,22,0,1,0,0,0,0,0,59,0,6,65,
SANTIAGO PAPASQUIARO,1231,B,94,104,0,1,0,0,0,0,1,200,0,8,208,
SANTIAGO PAPASQUIARO,1232,B,27,53,0,0,0,0,0,0,1,81,0,0,81,
SANTIAGO PAPASQUIARO,1233,B,30,14,0,0,0,0,0,0,0,44,0,0,44,
SANTIAGO PAPASQUIARO,1233,X,31,4,0,0,0,0,0,0,0,35,0,2,37,
SANTIAGO PAPASQUIARO,1234,B,45,17,0,1,0,0,0,0,0,63,0,2,65,
SANTIAGO PAPASQUIARO,1234,X,42,3,1,0,0,0,0,0,0,46,0,2,48,
SANTIAGO PAPASQUIARO,1234,X,65,28,0,0,0,0,0,0,0,93,0,1,94,
SANTIAGO PAPASQUIARO,1235,B,104,76,1,4,0,0,0,0,0,185,0,6,191,
SANTIAGO PAPASQUIARO,1236,B,144,131,1,1,0,0,0,0,2,279,0,1,280,
SANTIAGO PAPASQUIARO,1237,B,95,45,0,1,0,0,0,0,0,141,0,2,143,
SANTIAGO PAPASQUIARO,1238,B,134,77,0,1,1,0,0,0,0,213,0,2,215,
SANTIAGO PAPASQUIARO,1239,B,50,61,5,5,4,0,0,0,0,125,0,7,132,
SANTIAGO PAPASQUIARO,1240,B,127,157,0,3,1,0,0,0,0,288,0,2,290,
SANTIAGO PAPASQUIARO,1241,B,38,64,0,2,0,0,0,0,0,104,0,3,107,
SANTIAGO PAPASQUIARO,1242,B,54,112,0,1,0,0,0,0,1,168,0,3,171,
SANTIAGO PAPASQUIARO,1243,B,62,149,0,1,0,0,0,0,0,212,0,0,212,
SANTIAGO PAPASQUIARO,1244,B,73,134,0,3,2,0,0,0,1,213,0,4,217,
SANTIAGO PAPASQUIARO,1245,B,78,181,1,8,1,0,0,0,0,269,0,6,275,
SANTIAGO PAPASQUIARO,1246,B,46,69,0,1,0,0,0,0,0,116,0,2,118,
SANTIAGO PAPASQUIARO,1247,B,33,52,0,3,0,0,0,0,0,88,0,3,91,
SANTIAGO PAPASQUIARO,1248,B,50,70,0,1,0,0,0,0,0,121,0,2,123,
SANTIAGO PAPASQUIARO,1249,B,172,59,0,1,0,0,0,0,1,233,0,4,237,
SANTIAGO PAPASQUIARO,1250,B,49,122,1,2,0,0,0,0,0,174,0,10,184,
SANTIAGO PAPASQUIARO,1251,B,74,24,0,0,0,0,0,0,0,98,0,0,98,
SANTIAGO PAPASQUIARO,1252,B,16,23,0,0,0,0,0,0,0,39,0,2,41,
SANTIAGO PAPASQUIARO,1253,B,61,17,0,0,0,0,0,0,0,78,0,1,79,
SANTIAGO PAPASQUIARO,1254,B,33,11,1,1,0,0,0,0,0,46,0,0,46,
SANTIAGO PAPASQUIARO,1255,B,21,46,0,1,0,0,0,0,1,69,0,4,73,
SANTIAGO PAPASQUIARO,1256,B,34,83,2,1,0,0,0,0,0,120,0,2,122,
SANTIAGO PAPASQUIARO,1257,B,47,54,0,6,0,0,0,0,0,107,0,1,108,
SANTIAGO PAPASQUIARO,1258,B,71,87,0,1,0,0,0,0,0,159,0,0,159,
SANTIAGO PAPASQUIARO,1259,B,92,73,0,0,0,0,0,0,0,165,0,1,166,
SANTIAGO PAPASQUIARO,1260,B,94,113,1,1,0,0,0,0,0,209,0,3,212,
SANTIAGO PAPASQUIARO,1260,X,86,58,0,2,0,0,0,0,0,146,0,5,151,
SANTIAGO PAPASQUIARO,1261,B,94,97,0,1,0,0,0,0,0,192,0,4,196,
SANTIAGO PAPASQUIARO,1391,B,99,21,0,3,1,0,0,0,0,124,0,1,125,
,,,,,,,,,,,,,,,,
SUCHIL,1263,B,55,183,77,9,0,0,0,0,17,341,0,10,351,
SUCHIL,1264,B,58,191,83,7,0,0,0,0,5,344,0,2,346,
SUCHIL,1265,B,27,92,77,14,0,0,0,0,5,215,0,3,218,
SUCHIL,1265,C,36,76,102,16,0,0,0,0,6,236,0,0,236,
SUCHIL,1266,B,38,90,88,12,0,0,0,0,28,256,0,6,262,
SUCHIL,1266,C,46,88,73,14,0,0,0,0,34,255,0,7,262,
SUCHIL,1267,B,0,23,42,2,0,0,0,0,14,81,1,1,83,
SUCHIL,1268,B,14,47,82,7,0,0,0,0,95,245,0,6,251,
SUCHIL,1269,B,26,44,52,6,0,0,0,0,6,134,0,0,134,
SUCHIL,1270,B,2,4,5,1,0,0,0,0,28,40,0,0,40,
SUCHIL,1271,B,27,42,49,3,0,0,0,0,32,153,0,0,153,
SUCHIL,1272,B,9,17,43,4,0,0,0,0,13,86,0,2,88,
SUCHIL,1273,B,4,62,68,3,0,0,0,0,19,156,0,0,156,
,,,,,,,,,,,,,,,,
TAMAZULA,1274,B,90,150,0,0,0,0,0,0,0,240,0,5,245,
TAMAZULA,1274,C,89,161,0,0,0,0,0,0,0,250,0,8,258,
TAMAZULA,1275,B,242,140,0,0,0,0,0,0,0,382,0,8,390,
TAMAZULA,1276,B,24,34,0,0,0,0,0,0,0,58,0,0,58,
TAMAZULA,1277,B,52,83,0,0,0,0,0,0,0,135,0,10,145,
TAMAZULA,1277,X,15,76,0,0,0,0,0,0,0,91,0,1,92,
TAMAZULA,1278,B,11,50,0,0,0,0,0,0,0,61,0,0,61,
TAMAZULA,1279,B,36,94,0,0,0,0,0,0,0,130,0,6,136,
TAMAZULA,1280,B,24,111,0,0,0,0,0,0,0,135,0,5,140,
TAMAZULA,1281,B,78,287,0,0,0,0,0,0,0,365,0,6,371,
TAMAZULA,1282,B,59,130,0,0,0,0,0,0,0,189,0,1,190,
TAMAZULA,1283,B,15,88,0,0,0,0,0,0,0,103,0,0,103,
TAMAZULA,1284,B,8,37,0,0,0,0,0,0,0,45,0,0,45,
TAMAZULA,1285,B,8,63,0,0,0,0,0,0,0,71,0,3,74,
TAMAZULA,1286,B,102,78,0,0,0,0,0,0,0,180,0,7,187,
TAMAZULA,1287,B,55,45,0,0,0,0,0,0,0,100,0,2,102,
TAMAZULA,1287,X,29,21,0,0,0,0,0,0,0,50,0,0,50,
TAMAZULA,1288,B,43,69,0,0,0,0,0,0,0,112,0,5,117,
TAMAZULA,1289,B,125,31,0,0,0,0,0,0,0,156,0,5,161,
TAMAZULA,1290,B,229,131,0,0,0,0,0,0,0,360,0,20,380,
TAMAZULA,1291,B,55,26,0,0,0,0,0,0,0,81,0,1,82,
TAMAZULA,1292,B,143,93,0,0,0,0,0,0,0,236,0,6,242,
TAMAZULA,1293,B,64,133,0,0,0,0,0,0,0,197,0,8,205,
TAMAZULA,1294,B,47,223,0,0,0,0,0,0,0,270,0,3,273,
TAMAZULA,1295,B,6,62,0,0,0,0,0,0,0,68,0,2,70,
TAMAZULA,1295,X,13,38,0,0,0,0,0,0,0,51,0,1,52,
TAMAZULA,1296,B,28,48,0,0,0,0,0,0,0,76,0,8,84,
TAMAZULA,1297,B,10,142,0,0,0,0,0,0,0,152,,0,152,
TAMAZULA,1298,B,21,227,0,0,0,0,0,0,0,248,,7,255,
TAMAZULA,1299,B,10,158,0,0,0,0,0,0,0,168,0,10,178,
TAMAZULA,1299,X,18,136,0,0,0,0,0,0,0,154,,3,157,
TAMAZULA,1300,B,34,166,0,0,0,0,0,0,0,200,,8,208,
TAMAZULA,1300,C,36,149,0,0,0,0,0,0,0,185,0,9,194,
TAMAZULA,1301,B,51,37,0,0,0,0,0,0,0,88,0,10,98,
TAMAZULA,1302,B,48,9,0,0,0,0,0,0,0,57,0,1,58,
TAMAZULA,1303,B,16,6,0,0,0,0,0,0,0,22,0,0,22,
TAMAZULA,1304,B,5,56,0,0,0,0,0,0,0,61,0,7,68,
TAMAZULA,1305,B,25,6,0,0,0,0,0,0,0,31,,0,31,
,,,,,,,,,,,,,,,,
TEPEHUANES,1306,B,209,201,0,5,0,0,0,0,4,419,0,14,433,
TEPEHUANES,1307,B,81,149,0,3,0,0,0,0,1,234,0,5,239,
TEPEHUANES,1308,B,99,99,0,1,0,0,0,0,0,199,0,1,200,
