ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,MORENA_PT_ES,MORENA_PT,MORENA_ES,PT_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
11,GUANAJUATO,7,LEON,20,LEON,1799,1,182,42,3,23,6,3,6,51,2,5,0,4,0,2,1,1,0,331,0,10,341,558
11,GUANAJUATO,7,LEON,20,LEON,1800,2,331,63,6,34,10,6,9,79,2,2,0,0,0,3,0,1,0,546,0,27,573,1010
11,GUANAJUATO,7,LEON,20,LEON,1801,2,227,38,3,42,10,4,34,73,1,1,3,0,0,1,0,0,0,437,0,20,457,758
11,GUANAJUATO,7,LEON,20,LEON,1802,2,524,69,6,65,24,12,6,95,9,1,1,0,1,1,0,3,0,817,0,16,833,1310
11,GUANAJUATO,7,LEON,20,LEON,1804,1,321,34,4,22,9,5,2,58,7,2,0,2,0,1,2,0,0,469,1,4,474,677
11,GUANAJUATO,7,LEON,20,LEON,1805,1,401,41,1,32,8,3,6,49,3,5,0,0,0,0,1,0,0,550,1,6,557,748
11,GUANAJUATO,7,LEON,20,LEON,1806,2,254,66,1,33,6,6,7,65,4,5,1,0,0,4,1,0,0,453,0,11,464,863
11,GUANAJUATO,7,LEON,20,LEON,1811,2,332,55,3,33,8,5,5,50,6,0,1,2,0,3,2,0,0,505,0,13,518,827
11,GUANAJUATO,7,LEON,20,LEON,1812,1,132,64,7,15,7,1,1,0,1,0,1,0,0,0,0,0,0,229,0,16,245,605
11,GUANAJUATO,7,LEON,20,LEON,1815,1,200,24,1,21,3,1,5,52,1,3,1,2,0,1,1,0,0,316,1,9,326,524
11,GUANAJUATO,7,LEON,20,LEON,1819,1,126,34,3,23,7,3,4,50,1,2,0,0,0,5,1,0,0,259,1,9,269,562
11,GUANAJUATO,7,LEON,20,LEON,1820,1,135,46,4,38,9,3,4,45,4,0,0,0,0,3,0,0,1,292,0,3,295,594
11,GUANAJUATO,7,LEON,20,LEON,1821,1,177,65,3,17,7,4,6,64,5,2,0,1,0,1,0,0,1,353,0,9,362,653
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,761,2,274,115,8,59,23,17,22,132,16,5,2,0,0,2,0,1,0,676,3,37,716,1241
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,762,2,290,84,14,62,23,21,25,121,18,3,3,0,0,8,2,0,1,675,0,36,711,1213
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,763,3,390,110,12,55,13,17,33,149,7,9,2,1,0,2,1,1,0,802,0,24,826,857
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,764,2,252,90,10,54,22,26,23,124,10,4,0,0,0,1,0,0,0,616,0,22,638,1086
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,765,4,519,236,9,102,33,48,60,275,30,5,0,0,0,4,2,0,1,1324,3,61,1388,2285
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,766,4,434,363,23,129,55,46,62,211,41,4,0,0,0,3,0,0,0,1371,1,97,1469,2922
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,767,3,300,204,20,96,40,40,44,206,39,2,0,4,0,5,2,0,0,1002,0,54,1056,2033
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,768,3,305,153,19,66,22,33,50,182,28,0,0,0,0,2,1,2,0,863,1,41,905,1637
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,769,2,312,118,10,45,16,18,31,137,13,3,0,0,0,5,0,0,0,708,0,29,737,1184
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,770,2,390,124,8,68,22,15,35,150,9,5,2,1,0,0,1,1,0,831,0,34,865,1398
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,771,2,198,116,9,40,13,18,21,115,21,1,1,0,0,3,1,0,0,557,1,19,577,1078
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,772,4,442,377,25,109,49,44,54,192,31,1,0,0,0,3,2,0,0,1329,1,66,1396,2863
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,773,2,327,114,14,52,27,23,45,151,19,3,1,0,0,2,0,1,0,779,0,45,824,1276
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,774,6,670,340,35,195,70,64,95,409,57,6,1,1,0,8,3,0,1,1955,1,92,2048,3823
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,775,7,814,466,25,217,76,65,101,445,60,148,2,2,1,8,79,0,0,2509,1,110,2620,4739
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,799,1,59,72,12,49,13,16,17,28,8,0,0,0,0,0,2,0,0,276,0,12,288,592
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,800,1,52,49,11,43,22,12,28,24,10,0,1,1,0,0,0,0,0,253,0,34,287,721
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,801,4,210,288,30,72,25,37,33,73,15,1,0,0,0,1,1,1,1,788,1,46,835,1769
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,802,3,340,324,20,91,22,46,35,99,28,3,1,0,0,0,0,1,0,1010,0,48,1058,2009
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,805,3,238,271,26,76,27,58,28,113,14,7,2,2,0,3,2,0,0,867,0,44,911,2015
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,806,2,82,130,19,32,13,33,17,26,15,0,2,1,0,1,1,0,0,372,0,23,395,964
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,809,4,400,177,31,64,29,123,23,124,14,4,2,4,2,4,4,0,1,1006,0,50,1056,2107
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,810,2,165,197,9,63,13,12,16,20,11,0,0,0,0,0,0,0,0,506,0,24,530,1102
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,811,3,245,261,14,101,15,18,27,42,14,1,1,1,0,2,0,2,0,744,0,50,794,1827
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,812,1,34,9,0,57,2,2,1,9,1,0,0,0,1,0,0,0,0,116,1,8,125,271
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,813,3,118,202,15,134,16,21,9,20,8,1,0,0,0,0,0,0,0,544,0,47,591,1227
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,814,1,77,86,12,40,14,22,13,22,6,1,0,0,0,2,0,0,0,295,0,16,311,638
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,815,2,85,87,7,52,14,7,2,19,5,1,0,0,0,1,0,0,0,280,0,34,314,1000
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,816,2,110,134,8,136,13,19,14,16,10,1,0,0,0,1,0,0,0,462,1,54,517,972
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,817,2,103,93,10,107,7,13,18,12,3,1,0,0,0,0,1,0,0,368,3,38,409,1048
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,818,3,244,218,15,144,23,32,16,37,5,3,1,0,0,0,0,0,0,738,7,62,807,1612
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,819,1,84,75,11,35,25,10,7,17,8,1,0,0,0,0,0,0,0,273,0,24,297,674
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,820,2,100,92,8,66,12,24,11,109,3,0,0,0,0,0,0,0,0,425,0,59,484,1137
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,821,2,272,138,16,75,29,18,15,44,7,0,1,2,0,1,0,0,0,618,0,42,660,1408
11,GUANAJUATO,8,GUANAJUATO,14,DOLORES HIDALGO CIN,822,2,110,103,10,83,13,28,14,42,9,3,1,0,0,0,1,1,0,418,0,36,454,1096
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,823,2,342,91,9,72,13,7,11,80,4,1,1,1,1,1,0,0,0,634,2,5,641,1076
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,824,2,282,95,16,100,22,8,25,169,5,11,0,2,0,5,1,0,0,741,2,25,768,1327
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,825,2,288,54,12,52,20,3,12,119,6,3,1,2,0,2,1,0,0,575,4,19,598,1106
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,826,2,196,62,17,57,15,5,20,85,4,1,0,1,0,3,2,0,0,468,0,20,488,966
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,827,2,224,79,13,63,21,8,25,132,8,4,0,0,0,2,1,0,0,580,1,19,600,1313
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,828,3,343,113,29,90,34,11,30,189,10,3,0,0,0,5,3,1,0,861,2,26,889,1894
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,829,2,195,80,12,53,13,5,22,124,5,3,0,0,0,4,0,0,0,516,0,17,533,965
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,830,2,184,80,24,50,17,9,12,118,5,5,0,0,2,4,1,1,0,512,0,13,525,1069
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,831,2,216,71,24,53,10,10,18,126,6,0,1,0,0,1,4,0,0,540,0,15,555,1342
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,832,2,270,88,18,51,13,10,20,141,13,3,0,0,0,7,0,1,0,635,0,18,653,1392
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,833,1,182,57,6,29,9,6,15,97,4,2,0,1,0,3,0,0,0,411,0,8,419,708
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,834,2,245,109,12,54,12,7,24,140,10,0,1,1,0,3,0,2,0,620,0,20,640,1215
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,835,2,274,79,26,51,24,7,28,165,13,4,2,0,0,6,0,2,0,681,0,19,700,1342
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,836,3,277,88,33,54,32,10,21,127,7,0,0,2,0,0,0,0,0,651,0,31,682,1737
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,837,2,193,89,22,48,18,8,17,130,14,2,0,0,0,3,2,0,0,546,0,21,567,1260
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,838,2,180,79,9,31,19,3,15,115,6,0,0,0,0,1,1,0,0,459,4,23,486,1012
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,839,1,124,40,6,22,8,2,11,53,4,0,0,0,2,0,1,1,2,276,0,9,285,568
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,840,1,69,27,3,25,3,2,4,9,4,1,0,0,0,1,0,0,0,148,0,5,153,298
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,841,2,186,75,13,63,12,10,14,130,4,2,0,0,0,3,1,1,0,514,0,16,530,928
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,842,2,200,72,11,55,9,11,14,101,2,1,0,0,0,1,0,0,1,478,0,10,488,809
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,843,1,184,55,11,27,6,6,13,70,0,2,3,0,0,0,0,0,0,377,0,7,384,576
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,844,2,101,36,5,23,5,3,19,69,2,1,0,0,0,0,0,0,0,264,0,6,270,987
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,845,3,394,81,18,100,28,12,17,197,13,4,1,1,0,4,2,0,0,872,0,36,908,1522
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,846,2,249,64,17,60,18,7,13,106,1,6,0,0,0,2,2,0,0,545,0,18,563,1020
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,847,1,155,41,10,42,12,5,8,104,4,4,0,0,0,3,3,2,0,393,0,15,408,738
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,848,1,84,28,2,21,4,1,7,52,5,1,0,0,0,1,0,0,0,206,0,4,210,332
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,849,1,78,15,1,17,3,3,4,45,2,0,0,0,0,1,0,0,0,169,0,4,173,272
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,850,2,117,23,5,17,6,3,8,42,2,0,0,0,0,0,2,2,0,227,0,8,235,770
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,851,2,261,73,16,65,20,6,15,120,4,3,2,0,0,2,2,0,0,589,0,7,596,1063
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,852,2,232,74,18,41,12,9,16,100,2,4,4,2,0,1,2,0,0,517,0,20,537,994
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,853,7,723,262,56,157,68,29,48,432,17,9,3,2,1,10,2,4,0,1823,0,62,1885,4775
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,854,3,406,122,31,100,39,9,32,212,13,11,4,0,0,7,3,2,0,991,0,20,1011,2179
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,855,2,289,85,18,57,11,5,15,98,4,3,0,2,0,2,1,0,0,590,0,14,604,1100
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,856,1,140,49,13,46,4,3,9,60,1,1,0,1,0,3,0,0,0,330,0,7,337,545
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,857,3,335,85,11,98,17,13,33,215,7,3,4,0,0,4,3,3,0,831,1,27,859,1534
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,858,2,157,84,10,31,13,5,20,98,5,1,7,1,0,1,1,1,0,435,0,12,447,798
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,859,1,99,28,4,30,6,3,5,63,2,0,0,0,0,1,0,0,0,241,0,9,250,376
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,860,1,147,38,4,47,4,3,8,89,4,2,0,1,0,2,2,0,0,351,0,6,357,580
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,861,2,233,70,21,51,17,10,22,106,4,2,2,0,0,1,4,0,1,544,6,9,559,974
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,862,2,258,90,21,72,16,7,20,159,7,4,2,0,0,1,1,0,1,659,2,21,682,1054
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,863,2,220,67,6,68,15,6,17,122,5,3,1,1,0,2,0,0,0,533,1,16,550,854
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,864,2,240,60,18,66,11,8,12,102,4,2,1,1,0,3,0,1,0,529,0,4,533,858
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,865,3,306,87,23,113,24,12,20,218,5,2,2,0,0,8,1,2,0,823,0,27,850,1594
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,866,3,345,141,23,79,19,15,26,118,66,2,0,0,0,6,2,1,1,844,0,22,866,1902
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,867,2,319,93,15,115,15,6,20,130,7,6,1,0,0,0,2,0,0,729,1,17,747,1029
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,868,1,158,32,11,31,8,1,11,74,3,1,0,0,1,2,0,0,0,333,0,10,343,635
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,869,2,191,64,23,69,17,9,23,124,8,1,1,0,0,4,1,0,0,535,3,10,548,1199
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,870,2,239,59,16,76,19,10,9,119,9,3,1,0,0,2,0,0,0,562,0,12,574,1278
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,871,2,279,59,9,75,11,2,13,126,6,2,0,0,0,3,1,1,0,587,0,14,601,992
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,872,2,315,96,19,89,18,7,15,199,11,3,1,0,0,2,2,0,0,777,0,35,812,1382
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,873,3,512,158,19,104,36,18,45,257,8,5,1,0,0,2,2,0,1,1168,0,23,1191,2142
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,874,3,538,110,12,159,16,10,24,155,86,15,5,2,0,4,2,0,0,1138,0,17,1155,1684
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,875,4,540,117,26,136,22,12,38,245,10,4,3,0,0,3,1,0,0,1157,1,40,1198,2655
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,876,5,557,128,32,152,40,19,40,271,15,11,3,4,0,9,2,1,0,1284,1,46,1331,3162
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,877,2,286,56,21,62,20,8,17,108,8,1,5,1,0,1,1,1,0,596,0,23,619,1227
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,878,24,4149,807,158,1103,198,112,342,2125,93,46,18,4,1,50,13,2,2,9223,8,198,9429,16004
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,879,3,597,106,17,179,38,6,52,309,11,8,1,1,0,10,1,1,0,1337,0,23,1360,1952
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,880,1,168,43,2,10,4,6,6,9,0,2,0,0,0,0,0,1,0,251,0,0,251,563
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,881,1,121,15,4,4,6,1,1,8,1,1,0,0,0,2,0,0,0,164,0,8,172,440
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,882,1,60,70,5,4,2,11,0,11,1,0,6,0,0,0,0,0,0,170,0,15,185,362
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,883,2,193,59,8,7,6,10,5,25,1,3,0,0,0,1,0,0,0,318,0,30,348,839
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,884,1,21,41,2,7,5,2,3,17,0,0,0,0,0,0,1,3,0,102,0,5,107,237
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,885,2,226,44,5,34,10,7,4,59,2,1,0,0,0,0,0,0,2,394,0,19,413,902
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,886,1,92,31,1,4,7,4,0,18,0,0,0,0,0,1,2,0,0,160,0,3,163,371
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,887,2,268,157,12,45,15,6,5,58,2,2,0,1,0,0,0,0,0,571,0,0,571,1218
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,888,2,397,30,23,24,21,8,5,74,5,6,3,4,0,5,6,0,1,612,0,17,629,1386
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,889,2,396,37,14,52,14,8,8,97,4,4,2,0,0,0,0,0,0,636,0,25,661,1216
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,890,3,372,84,9,44,11,14,15,100,8,0,3,1,0,0,4,2,0,667,0,40,707,1394
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,891,1,89,17,0,13,6,1,2,28,1,1,0,1,0,1,1,2,0,163,0,3,166,314
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,892,1,10,9,0,5,2,0,1,19,1,0,0,0,0,0,0,0,0,47,0,1,48,100
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,893,1,94,26,8,22,0,0,6,118,0,0,0,0,0,0,0,0,0,274,0,0,274,691
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,894,2,184,46,14,40,23,7,15,66,7,1,0,0,0,3,1,2,0,409,0,24,433,1032
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,895,2,320,53,17,139,13,9,9,93,3,1,4,0,0,3,1,1,1,667,1,19,687,1399
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,896,5,731,184,43,132,38,39,44,229,9,2,2,5,1,4,4,8,1,1476,0,61,1537,3358
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,897,3,421,221,22,85,23,16,17,214,13,3,1,1,0,5,0,1,0,1043,0,14,1057,1926
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,898,3,308,105,21,69,31,9,35,183,3,2,0,1,0,2,0,0,0,769,0,30,799,1604
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,899,6,566,202,25,99,49,16,39,323,14,4,3,1,0,8,1,0,0,1350,0,32,1382,3114
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,900,4,705,108,17,241,25,19,56,334,14,8,2,0,1,3,0,2,0,1535,0,21,1556,2782
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,901,3,341,126,22,93,24,17,23,152,11,5,1,3,0,3,4,0,0,825,0,36,861,1811
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,902,4,435,140,28,108,40,31,101,199,16,8,1,1,3,6,8,0,1,1126,2,26,1154,2409
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,903,3,227,75,17,96,19,20,19,135,16,5,4,0,0,6,1,1,0,641,0,27,668,1374
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,904,3,231,128,30,55,15,12,34,116,5,2,0,0,0,2,1,1,0,632,0,42,674,1570
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,905,3,249,75,55,55,26,22,25,71,34,3,0,0,1,2,0,0,0,618,0,22,640,1605
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,906,2,183,43,8,29,8,6,4,61,4,3,3,0,0,3,0,0,0,355,0,13,368,821
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,907,2,341,108,10,27,16,10,6,58,1,1,1,1,0,2,1,0,0,583,0,9,592,1405
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,908,4,403,277,10,50,15,10,16,74,4,7,6,3,0,2,2,0,0,879,0,29,908,2532
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,909,4,484,97,36,51,31,15,31,171,17,9,1,0,0,8,1,2,0,954,1,36,991,2401
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,910,3,368,116,22,53,17,13,11,111,14,6,3,1,0,3,1,0,3,742,2,24,768,1737
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,911,2,196,104,13,29,12,4,8,53,4,1,1,0,0,1,1,0,0,427,0,16,443,1222
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,912,5,535,89,29,31,33,25,6,170,16,5,3,3,0,6,14,0,2,967,0,35,1002,2347
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,913,2,298,43,8,13,19,2,3,70,2,2,1,2,0,5,0,0,1,469,0,10,479,1124
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,914,3,463,80,7,21,22,7,8,53,7,2,0,2,0,3,0,0,0,675,0,27,702,2009
11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,915,4,665,152,34,159,44,20,52,388,14,6,3,1,0,7,4,1,1,1551,2,36,1589,2833
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,141,7,933,137,33,140,53,53,119,623,83,2,7,3,0,7,0,2,0,2195,0,99,2294,5025
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,142,2,203,37,13,46,12,10,26,177,21,0,2,1,0,3,1,1,0,553,1,24,578,1248
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,143,2,421,78,8,41,18,12,33,276,23,3,1,7,1,0,0,0,0,922,1,38,961,1446
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,144,2,292,66,10,40,18,10,38,204,18,6,1,0,0,2,1,0,0,706,3,19,728,1117
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,145,8,937,177,48,119,55,62,109,636,83,6,3,3,1,7,6,0,1,2253,2,104,2359,5752
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,146,3,386,65,17,55,34,29,63,303,29,3,1,1,0,2,1,1,0,990,0,33,1023,2029
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,147,2,212,58,6,26,12,10,48,194,15,2,0,0,0,0,1,1,0,585,0,22,607,1071
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,148,2,213,53,1,34,15,7,29,148,14,0,0,1,0,3,2,0,0,520,0,12,532,788
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,149,2,234,39,8,33,19,23,59,126,27,3,0,1,0,2,1,1,0,576,1,18,595,1146
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,150,2,207,60,6,23,8,14,28,133,8,2,1,4,1,1,1,0,0,497,0,24,521,757
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,151,1,149,41,6,38,6,7,19,127,7,0,0,1,0,0,2,1,0,404,0,17,421,658
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,152,1,220,50,9,26,6,4,23,122,0,0,0,0,0,0,1,0,0,461,0,12,473,732
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,153,2,231,61,8,22,10,11,38,209,18,2,1,0,0,0,1,1,0,613,0,19,632,1042
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,154,2,264,39,13,22,13,5,39,179,22,2,0,0,0,0,0,1,1,600,0,29,629,1241
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,155,4,439,87,21,64,28,29,62,358,40,3,0,0,0,1,2,0,0,1134,1,46,1181,2308
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,156,5,555,100,43,103,28,36,56,489,60,2,3,6,1,15,2,1,1,1501,1,69,1571,3632
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,157,8,1059,218,50,175,67,54,228,783,317,5,0,1,1,11,0,3,2,2974,0,120,3094,4645
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,158,3,357,60,8,53,31,25,48,226,45,3,1,1,0,3,2,0,1,864,0,32,896,1829
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,159,2,238,61,7,51,18,12,34,176,24,1,0,1,0,5,0,0,0,628,0,27,655,1251
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,160,2,202,51,7,32,14,16,19,169,13,5,1,0,0,2,0,1,0,532,1,19,552,866
