MUNICIPIO,DISTRITO,CASILLA,TIPO,PAN_PRD_PANAL_PEBC,PRI_PVEM_PES_PT,MC,NO ,NULO,TOTAL,LISTA NOMINAL
TIJUANA,8,858,D3,39,125,5,0,8,177,424
TIJUANA,8,858,D3C1,50,104,5,0,5,164,425
TIJUANA,8,859,B,51,106,4,0,10,171,465
TIJUANA,8,859,C1,64,84,8,0,3,159,465
TIJUANA,8,860,B,57,109,10,0,5,181,467
TIJUANA,8,860,C1,45,125,4,0,6,180,467
TIJUANA,8,862,B,67,157,6,1,0,231,496
TIJUANA,8,863,B,116,115,9,1,5,246,504
TIJUANA,8,864,B,77,156,11,0,13,257,729
TIJUANA,8,865,B,152,187,9,1,8,357,704
TIJUANA,8,866,B,112,134,19,2,6,273,684
TIJUANA,8,867,B,90,118,10,0,8,226,708
TIJUANA,8,1245,B,117,99,10,0,7,233,617
TIJUANA,8,1245,C1,110,104,9,1,11,235,617
TIJUANA,8,1245,C2,102,103,8,0,7,220,617
TIJUANA,8,1246,B,136,158,10,0,9,313,710
TIJUANA,8,1246,C1,171,140,5,0,5,321,711
TIJUANA,8,1247,B,152,140,8,0,8,308,697
TIJUANA,8,1247,C1,153,125,11,0,8,297,698
TIJUANA,8,1248,B,126,95,13,0,12,246,592
TIJUANA,8,1248,C1,128,91,4,1,10,234,592
TIJUANA,8,1249,B,134,99,16,0,12,261,592
TIJUANA,8,1249,C1,129,102,9,0,9,249,592
TIJUANA,8,1249,C2,138,103,13,0,8,262,593
TIJUANA,8,1250,B,140,105,8,1,8,262,591
TIJUANA,8,1250,C1,129,103,7,0,11,250,591
TIJUANA,8,1250,C2,136,115,8,2,3,264,592
TIJUANA,8,1251,B,151,118,10,3,0,282,618
TIJUANA,8,1251,C1,154,133,11,2,5,305,618
TIJUANA,8,1252,B,116,107,9,0,9,241,563
TIJUANA,8,1252,C1,108,107,7,0,12,234,563
TIJUANA,8,1252,C2,92,72,7,0,10,181,564
TIJUANA,8,1253,B,117,112,17,0,13,259,616
TIJUANA,8,1253,C1,115,97,8,4,10,234,616
TIJUANA,8,1253,C2,111,106,12,0,5,234,616
TIJUANA,8,1254,B,119,132,12,0,8,271,677
TIJUANA,8,1254,C1,129,135,12,0,8,284,677
TIJUANA,8,1254,C2,120,121,11,0,12,264,678
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,8,1255,B,133,139,10,2,8,292,665
TIJUANA,8,1255,C1,123,125,10,0,15,273,665
TIJUANA,8,1256,B,96,131,17,1,3,248,692
TIJUANA,8,1256,C1,114,126,13,1,5,259,692
TIJUANA,8,1257,B,85,119,3,0,3,210,519
TIJUANA,8,1257,C1,86,135,8,0,0,229,519
TIJUANA,8,1257,C2,99,123,7,0,4,233,519
TIJUANA,8,1258,B,95,164,3,0,15,277,610
TIJUANA,8,1258,C1,94,148,5,0,8,255,610
TIJUANA,8,1358,B,104,121,8,0,5,238,583
TIJUANA,8,1358,C1,121,111,5,0,12,249,584
TIJUANA,8,1359,B,154,122,5,0,9,290,638
TIJUANA,8,1359,C1,141,127,6,0,6,280,639
TIJUANA,8,1360,B,73,74,5,0,9,161,414
TIJUANA,8,1360,C1,78,72,4,1,8,163,415
TIJUANA,8,1361,B,126,113,10,0,10,259,536
TIJUANA,8,1361,C1,122,124,6,0,3,255,537
TIJUANA,8,1362,B,103,99,13,0,10,225,527
TIJUANA,8,1362,C1,132,72,9,1,6,220,528
TIJUANA,8,1484,B,139,130,11,0,6,286,726
TIJUANA,8,1484,C1,173,101,8,1,4,287,726
TIJUANA,8,1485,B,101,77,3,1,2,184,541
TIJUANA,8,1485,C1,98,85,7,0,8,198,541
TIJUANA,8,1485,C2,102,86,4,1,2,195,541
TIJUANA,8,1486,B,88,68,6,0,9,171,416
TIJUANA,8,1486,C1,84,78,9,0,8,179,416
TIJUANA,8,1487,B,109,140,11,3,3,266,693
TIJUANA,8,1488,B,92,100,12,0,0,204,487
TIJUANA,8,1488,C1,76,111,7,1,8,203,487
TIJUANA,8,1489,B,106,134,13,0,3,256,617
TIJUANA,8,1490,B,115,125,8,2,10,260,543
TIJUANA,8,1490,C1,95,135,10,0,15,255,544
TIJUANA,8,1491,B,87,110,7,0,5,209,438
TIJUANA,8,1491,C1,83,89,7,0,4,183,438
TIJUANA,8,1492,B,90,76,12,3,5,186,428
TIJUANA,8,1492,C1,84,97,5,1,4,191,429
TIJUANA,8,1493,B,80,94,11,1,3,189,407
TIJUANA,8,1493,C1,62,80,8,0,8,158,408
TIJUANA,8,1494,B,79,124,15,0,7,225,532
TIJUANA,8,1495,B,120,178,10,0,7,315,690
TIJUANA,8,1496,B,105,144,9,0,3,261,590
TIJUANA,8,1497,B,115,86,12,1,6,220,547
TIJUANA,8,1497,C1,113,66,7,0,4,190,548
TIJUANA,8,1497,C2,106,88,7,2,1,204,548
TIJUANA,8,1498,B,126,120,18,1,7,272,628
TIJUANA,8,1498,C1,113,136,13,0,4,266,628
TIJUANA,8,1498,C2,114,134,19,1,2,270,628
TIJUANA,8,1498,C3,115,142,20,0,3,280,628
TIJUANA,8,1498,C4,98,130,23,0,7,258,629
TIJUANA,8,1498,D1,92,102,11,0,7,212,569
TIJUANA,8,1498,D1C1,86,104,24,0,0,214,569
TIJUANA,8,1498,D2,127,119,11,2,5,264,627
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,8,1499,B,115,118,10,1,3,247,617
TIJUANA,8,1499,C1,103,114,8,0,8,233,617
TIJUANA,8,1499,C2,111,123,17,0,6,257,617
TIJUANA,8,1500,B,138,160,20,0,7,325,690
TIJUANA,8,1501,B,122,119,12,1,9,263,620
TIJUANA,8,1502,B,178,136,25,2,14,355,734
TIJUANA,8,1503,B,147,130,13,1,4,295,641
TIJUANA,8,1504,B,77,110,6,0,5,198,463
TIJUANA,8,1504,C1,84,93,6,0,8,191,463
TIJUANA,8,1505,B,64,81,8,0,6,159,383
TIJUANA,8,1505,C1,52,71,14,2,2,141,384
TIJUANA,8,1506,B,83,92,20,0,8,203,451
TIJUANA,8,1507,B,105,120,10,0,4,239,528
TIJUANA,8,1508,B,116,97,15,0,5,233,540
TIJUANA,8,1509,B,81,85,13,0,9,188,408
TIJUANA,8,1510,B,111,158,18,0,8,295,707
TIJUANA,8,1511,B,78,154,21,1,15,269,663
TIJUANA,8,1512,B,80,150,11,0,6,247,605
TIJUANA,8,1513,B,83,103,15,0,7,208,424
TIJUANA,8,1514,B,108,98,9,0,9,224,536
TIJUANA,8,1515,B,117,81,12,0,3,213,492
TIJUANA,8,1516,B,139,95,12,5,5,256,549
TIJUANA,8,1517,B,84,81,7,0,10,182,474
TIJUANA,8,1518,B,115,118,15,0,5,253,652
TIJUANA,8,1518,C1,114,146,7,3,4,274,652
TIJUANA,8,1519,B,127,170,13,1,11,322,715
TIJUANA,8,1520,B,109,118,17,0,8,252,664
TIJUANA,8,1520,C1,120,101,14,0,2,237,664
TIJUANA,8,1520,C2,94,131,13,1,5,244,665
TIJUANA,8,1520,C3,120,105,10,0,8,243,665
TIJUANA,8,1520,C4,102,110,11,1,8,232,665
TIJUANA,8,1521,B,97,138,22,0,10,267,651
TIJUANA,8,1522,B,99,88,10,0,8,205,503
TIJUANA,8,1522,C1,66,74,9,0,1,150,503
TIJUANA,8,1523,B,143,129,10,0,2,284,706
TIJUANA,8,1523,C1,132,125,13,0,10,280,706
TIJUANA,8,1523,C2,160,112,16,0,10,298,706
TIJUANA,8,1524,B,105,99,17,0,6,227,589
TIJUANA,8,1524,C1,92,107,15,1,8,223,590
TIJUANA,8,1525,B,68,68,4,5,5,150,437
TIJUANA,8,1525,C1,74,95,4,1,3,177,437
TIJUANA,9,746,B,78,107,10,1,3,199,485
TIJUANA,9,746,C1,79,97,7,0,12,195,485
TIJUANA,9,747,B,63,94,2,0,9,168,417
TIJUANA,9,747,C1,59,86,6,0,4,155,417
TIJUANA,9,748,B,63,73,1,0,3,140,379
TIJUANA,9,748,C1,37,91,7,0,2,137,379
TIJUANA,9,755,B,34,70,5,0,2,111,380
TIJUANA,9,755,C1,31,86,2,0,3,122,381
TIJUANA,9,756,B,63,106,11,0,8,188,539
TIJUANA,9,756,C1,59,111,4,0,1,175,540
TIJUANA,9,757,B,57,81,7,0,3,148,425
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,9,757,C1,70,109,4,2,7,192,425
TIJUANA,9,758,B,65,101,1,0,6,173,436
TIJUANA,9,758,C1,61,81,5,2,7,156,437
TIJUANA,9,772,B,87,80,8,1,4,180,442
TIJUANA,9,772,C1,88,84,6,0,7,185,443
TIJUANA,9,773,B,95,134,6,1,8,244,699
TIJUANA,9,774,B,88,113,8,0,6,215,656
TIJUANA,9,775,B,98,117,5,3,8,231,734
TIJUANA,9,776,B,91,81,6,0,3,181,419
TIJUANA,9,776,C1,68,101,9,0,8,186,420
TIJUANA,9,777,B,127,65,6,1,5,204,423
TIJUANA,9,777,C1,108,68,8,0,3,187,424
TIJUANA,9,778,B,46,84,3,0,6,139,403
TIJUANA,9,778,C1,57,76,5,0,1,139,403
TIJUANA,9,782,B,59,66,10,0,3,138,378
TIJUANA,9,782,C1,51,55,2,1,2,111,378
TIJUANA,9,783,B,71,82,14,1,4,172,465
TIJUANA,9,783,C1,66,73,7,0,3,149,466
TIJUANA,9,784,B,91,118,16,2,3,230,628
TIJUANA,9,785,B,78,83,12,0,5,178,444
TIJUANA,9,785,C1,77,75,3,1,8,164,444
TIJUANA,9,786,B,76,67,9,0,6,158,501
TIJUANA,9,786,C1,82,81,9,0,5,177,502
TIJUANA,9,787,B,115,75,10,1,12,213,495
TIJUANA,9,787,C1,82,81,5,2,7,177,495
TIJUANA,9,788,B,120,128,7,4,7,266,701
TIJUANA,9,789,B,91,71,6,0,3,171,419
TIJUANA,9,789,C1,120,59,7,1,3,190,420
TIJUANA,9,808,B,110,99,13,4,4,230,578
TIJUANA,9,808,C1,104,90,11,0,6,211,578
TIJUANA,9,809,B,74,61,2,0,7,144,376
TIJUANA,9,809,C1,63,79,3,0,1,146,376
TIJUANA,9,810,B,62,67,8,4,10,151,414
TIJUANA,9,810,C1,91,65,7,1,8,172,415
TIJUANA,9,811,B,97,101,9,2,4,213,559
TIJUANA,9,811,C1,82,88,7,0,9,186,559
TIJUANA,9,812,B,56,77,6,1,9,149,382
TIJUANA,9,812,C1,75,75,1,2,6,159,382
TIJUANA,9,813,B,67,119,8,1,1,196,541
TIJUANA,9,814,B,66,86,6,0,7,165,411
TIJUANA,9,814,C1,59,78,4,1,3,145,412
TIJUANA,9,815,B,50,57,2,0,4,113,390
TIJUANA,9,815,C1,44,64,11,0,10,129,391
TIJUANA,9,816,B,61,84,5,0,6,156,394
TIJUANA,9,816,C1,69,86,5,1,3,164,395
TIJUANA,9,817,B,62,70,4,0,3,139,402
TIJUANA,9,817,C1,57,84,5,1,3,150,402
TIJUANA,9,818,B,111,142,10,2,4,269,683
TIJUANA,9,819,B,86,87,4,0,9,186,484
TIJUANA,9,819,C1,78,93,11,1,2,185,484
TIJUANA,9,820,B,105,95,9,2,8,219,538
TIJUANA,9,820,C1,107,99,8,1,6,221,539
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,9,821,B,108,106,8,2,10,234,617
TIJUANA,9,821,C1,136,128,6,2,4,276,617
TIJUANA,9,822,B,111,121,18,5,6,261,636
TIJUANA,9,822,C1,89,135,5,0,9,238,637
TIJUANA,9,838,B,95,87,13,2,7,204,550
TIJUANA,9,838,C1,127,87,6,2,6,228,550
TIJUANA,9,839,B,153,125,10,0,19,307,718
TIJUANA,9,840,B,112,87,5,0,15,219,528
TIJUANA,9,840,C1,88,79,6,1,11,185,528
TIJUANA,9,846,B,97,148,10,0,6,261,621
TIJUANA,9,846,C1,97,134,6,0,8,245,622
TIJUANA,9,847,B,126,118,11,1,15,271,581
TIJUANA,9,847,C1,110,111,10,0,4,235,582
TIJUANA,9,848,B,104,114,7,2,4,231,561
TIJUANA,9,848,C1,89,111,6,0,14,220,562
TIJUANA,9,849,B,102,87,12,2,8,211,554
TIJUANA,9,849,C1,106,96,5,1,7,215,555
TIJUANA,9,850,B,124,115,9,1,4,253,605
TIJUANA,9,850,C1,129,117,8,2,3,259,605
TIJUANA,9,850,C2,144,103,8,1,10,266,605
TIJUANA,9,851,B,156,136,6,1,11,310,715
TIJUANA,9,851,C1,160,163,6,2,5,336,715
TIJUANA,9,861,B,133,171,15,0,0,319,727
TIJUANA,9,890,B,106,131,11,2,5,255,580
TIJUANA,9,891,B,55,66,7,0,8,136,402
TIJUANA,9,891,C1,54,55,6,0,7,122,402
TIJUANA,9,892,B,48,65,2,0,6,121,399
TIJUANA,9,892,C1,50,66,2,0,10,128,399
TIJUANA,9,893,B,65,87,3,0,2,157,431
TIJUANA,9,893,C1,68,77,5,2,0,152,431
TIJUANA,9,894,B,84,128,7,0,0,219,592
TIJUANA,9,894,C1,72,113,8,2,5,200,592
TIJUANA,9,895,B,70,78,12,1,4,165,451
TIJUANA,9,895,C1,70,73,3,1,7,154,451
TIJUANA,9,896,B,72,58,5,0,0,135,452
TIJUANA,9,896,C1,62,82,2,0,2,148,453
TIJUANA,9,897,B,83,96,7,1,7,194,545
TIJUANA,9,897,C1,108,96,11,2,7,224,546
TIJUANA,9,898,B,106,160,7,1,4,278,573
TIJUANA,9,898,C1,99,140,15,0,4,258,574
TIJUANA,9,903,B,138,137,3,4,6,288,583
TIJUANA,9,903,C1,125,150,5,0,3,283,584
TIJUANA,9,904,B,62,95,7,2,7,173,453
TIJUANA,9,904,C1,76,91,3,0,6,176,454
TIJUANA,9,905,B,101,109,10,2,6,228,533
TIJUANA,9,906,B,82,124,12,0,11,229,591
TIJUANA,9,907,B,70,111,7,1,8,197,491
TIJUANA,9,908,B,78,113,5,6,12,214,405
TIJUANA,9,908,C1,71,83,5,0,7,166,406
TIJUANA,9,909,B,100,82,2,0,6,190,386
TIJUANA,9,910,B,57,90,1,1,5,154,458
TIJUANA,9,910,C1,83,84,5,0,8,180,459
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,9,911,B,93,96,11,2,10,212,520
TIJUANA,9,911,C1,104,100,8,0,13,225,520
TIJUANA,9,912,B,63,76,4,1,4,148,413
TIJUANA,9,912,C1,65,63,8,2,2,140,413
TIJUANA,9,913,B,137,129,11,4,6,287,706
TIJUANA,9,914,B,77,88,2,1,4,172,390
TIJUANA,9,914,C1,49,101,8,0,5,163,390
TIJUANA,9,915,B,81,120,0,0,5,206,484
TIJUANA,9,916,B,85,94,9,0,5,193,426
TIJUANA,9,916,C1,82,89,12,0,1,184,426
TIJUANA,9,917,B,79,127,7,0,5,218,486
TIJUANA,9,917,C1,102,126,6,3,7,244,486
TIJUANA,9,918,B,88,146,5,1,3,243,609
TIJUANA,9,919,B,107,98,11,1,5,222,466
TIJUANA,9,919,C1,86,97,11,0,6,200,466
TIJUANA,9,920,B,64,68,5,0,1,138,376
TIJUANA,9,920,C1,57,81,2,2,6,148,376
TIJUANA,9,921,B,95,103,8,0,6,212,486
TIJUANA,9,922,B,98,121,3,0,8,230,490
TIJUANA,9,922,C1,94,105,11,0,3,213,491
TIJUANA,9,923,B,60,117,4,0,3,184,418
TIJUANA,9,923,C1,68,103,5,0,6,182,418
TIJUANA,9,924,B,96,83,6,0,5,190,434
TIJUANA,9,924,C1,88,92,4,4,7,195,434
TIJUANA,9,925,B,91,86,7,2,7,193,497
TIJUANA,9,925,C1,98,97,6,1,8,210,498
TIJUANA,9,947,B,121,93,7,0,6,227,584
TIJUANA,9,947,C1,128,95,5,4,3,235,585
TIJUANA,9,948,B,105,89,5,0,11,210,461
TIJUANA,9,948,C1,91,103,9,2,0,205,461
TIJUANA,9,949,B,95,109,5,0,10,219,544
TIJUANA,9,950,B,108,158,4,0,2,272,573
TIJUANA,9,950,C1,109,138,8,0,4,259,574
TIJUANA,9,951,B,94,123,6,0,8,231,605
TIJUANA,9,951,C1,70,120,7,0,11,208,605
TIJUANA,9,952,B,86,129,14,3,5,237,647
TIJUANA,9,952,C1,85,135,21,3,8,252,647
TIJUANA,9,952,C2,96,120,15,1,14,246,647
TIJUANA,9,953,B,113,92,7,0,5,217,490
TIJUANA,9,953,C1,100,112,5,1,6,224,490
TIJUANA,9,954,B,117,153,10,5,7,292,717
TIJUANA,9,954,C1,106,127,15,0,9,257,718
TIJUANA,9,980,B,133,94,18,0,0,245,601
TIJUANA,9,980,C1,130,125,6,1,4,266,602
TIJUANA,9,981,B,120,137,7,1,6,271,671
TIJUANA,9,981,C1,113,134,8,6,8,269,672
TIJUANA,9,982,B,70,75,9,3,5,162,465
TIJUANA,9,982,C1,73,82,2,2,3,162,466
TIJUANA,9,983,B,122,156,10,0,5,293,648
TIJUANA,9,983,C1,119,159,8,2,6,294,649
TIJUANA,9,984,B,65,117,6,0,4,192,444
TIJUANA,9,984,C1,70,101,5,0,5,181,445
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,9,985,B,108,109,7,0,4,228,578
TIJUANA,9,985,C1,91,120,14,1,8,234,578
TIJUANA,9,986,B,66,95,6,1,5,173,425
TIJUANA,9,986,C1,67,101,4,0,9,181,425
TIJUANA,9,987,B,62,114,10,0,7,193,592
TIJUANA,9,987,C1,84,151,11,3,6,255,592
TIJUANA,9,988,B,89,133,9,0,3,234,517
TIJUANA,9,988,C1,85,101,8,3,5,202,517
TIJUANA,9,988,C2,66,121,3,0,1,191,518
TIJUANA,9,989,B,92,77,10,1,5,185,497
TIJUANA,9,989,C1,119,90,4,1,7,221,497
TIJUANA,9,990,B,125,130,16,1,3,275,668
TIJUANA,9,990,C1,144,141,8,1,7,301,668
TIJUANA,9,991,B,171,129,14,1,8,323,721
TIJUANA,9,993,B,121,130,8,4,3,266,591
TIJUANA,9,993,C1,125,125,6,1,9,266,592
TIJUANA,9,993,C2,116,116,6,1,4,243,592
TIJUANA,9,994,B,99,120,6,0,10,235,539
TIJUANA,9,994,C1,118,110,9,0,7,244,540
TIJUANA,9,994,C2,84,105,5,1,9,204,540
TIJUANA,9,995,B,81,98,5,0,4,188,485
TIJUANA,9,995,C1,89,113,9,1,2,214,486
TIJUANA,9,1017,B,69,71,10,2,3,155,438
TIJUANA,9,1017,C1,70,76,5,2,4,157,439
TIJUANA,9,1018,B,124,127,6,1,8,266,681
TIJUANA,9,1023,B,150,129,13,0,13,305,618
TIJUANA,9,1027,B,148,144,10,2,6,310,727
TIJUANA,9,1028,B,142,146,11,0,10,309,748
TIJUANA,9,1029,B,53,106,5,0,7,171,401
TIJUANA,9,1029,C1,62,96,9,1,4,172,401
TIJUANA,10,884,B,114,178,5,0,1,298,561
TIJUANA,10,884,C1,104,131,7,0,3,245,561
TIJUANA,10,884,C2,93,163,9,1,2,268,562
TIJUANA,10,885,B,144,199,6,3,7,359,696
TIJUANA,10,886,B,93,138,11,0,3,245,483
TIJUANA,10,886,C1,90,131,6,3,1,231,484
TIJUANA,10,887,B,68,99,7,0,2,176,405
TIJUANA,10,887,C1,76,91,4,0,4,175,405
TIJUANA,10,888,B,123,180,4,0,3,310,662
TIJUANA,10,889,B,142,166,8,0,12,328,674
TIJUANA,10,899,B,111,112,6,0,2,231,506
TIJUANA,10,900,B,68,120,8,0,11,207,531
TIJUANA,10,900,C1,74,94,8,0,8,184,532
TIJUANA,10,901,B,96,158,6,1,3,264,500
TIJUANA,10,901,C1,188,116,11,0,9,324,501
TIJUANA,10,901,C2,108,124,4,0,1,237,501
TIJUANA,10,902,B,157,141,5,0,0,303,601
TIJUANA,10,902,C1,161,135,5,0,6,307,602
TIJUANA,10,926,B,123,131,18,2,5,279,590
TIJUANA,10,926,C1,137,130,5,1,7,280,590
TIJUANA,10,926,C2,125,145,7,0,0,277,590
TIJUANA,10,926,C3,146,132,5,0,9,292,591
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,10,927,B,82,120,9,0,8,219,547
TIJUANA,10,927,C1,90,107,114,0,7,318,547
TIJUANA,10,927,C2,74,95,9,1,6,185,548
TIJUANA,10,928,B,152,158,2,0,3,315,637
TIJUANA,10,928,C1,157,176,8,0,4,345,638
TIJUANA,10,928,C2,156,165,4,0,5,330,638
TIJUANA,10,928,C3,137,146,5,0,2,290,638
TIJUANA,10,928,C4,156,170,4,2,5,337,638
TIJUANA,10,929,B,155,171,9,5,3,343,658
TIJUANA,10,930,B,165,152,7,1,4,329,570
TIJUANA,10,930,C1,155,158,6,2,4,325,571
TIJUANA,10,930,C2,150,169,10,0,8,337,571
TIJUANA,10,931,B,129,176,6,0,5,316,658
TIJUANA,10,931,C1,168,166,6,0,5,345,659
TIJUANA,10,932,B,131,109,6,0,6,252,530
TIJUANA,10,933,B,63,72,9,3,2,149,421
TIJUANA,10,933,C1,77,68,6,2,1,154,421
TIJUANA,10,934,B,81,113,7,0,8,209,516
TIJUANA,10,934,C1,102,82,11,0,5,200,517
TIJUANA,10,935,B,90,106,17,0,3,216,529
TIJUANA,10,935,C1,92,133,9,0,7,241,529
TIJUANA,10,935,C2,89,145,6,2,2,244,529
TIJUANA,10,936,B,93,79,8,0,3,183,442
TIJUANA,10,936,C1,84,80,7,0,9,180,443
TIJUANA,10,937,B,101,112,12,0,6,231,432
TIJUANA,10,937,C1,82,112,6,1,7,208,432
TIJUANA,10,938,B,131,128,9,1,4,273,561
TIJUANA,10,939,B,125,100,11,1,3,240,426
TIJUANA,10,939,C1,104,99,7,1,2,213,426
TIJUANA,10,940,B,166,162,6,0,10,344,667
TIJUANA,10,940,C1,146,165,2,1,5,319,668
TIJUANA,10,941,B,91,95,6,0,3,195,392
TIJUANA,10,941,C1,111,91,6,1,2,211,392
TIJUANA,10,942,B,153,125,8,0,6,292,589
TIJUANA,10,942,C1,129,173,6,2,4,314,589
TIJUANA,10,942,C2,142,128,6,0,5,281,590
TIJUANA,10,943,B,100,125,19,0,8,252,629
TIJUANA,10,943,C1,96,130,16,1,3,246,630
TIJUANA,10,944,B,57,157,8,2,4,228,525
TIJUANA,10,945,B,59,96,3,3,7,168,435
TIJUANA,10,945,C1,71,75,4,0,2,152,435
TIJUANA,10,946,B,81,98,6,1,2,188,505
TIJUANA,10,955,B,38,89,15,0,8,150,417
TIJUANA,10,955,C1,56,97,10,2,6,171,418
TIJUANA,10,956,B,74,145,12,1,7,239,559
TIJUANA,10,956,C1,66,157,9,0,3,235,560
TIJUANA,10,957,B,170,151,10,1,10,342,718
TIJUANA,10,957,C1,169,114,10,3,10,306,719
TIJUANA,10,958,B,164,123,12,0,0,299,669
TIJUANA,10,958,C1,170,151,10,1,10,342,669
TIJUANA,10,959,B,171,125,4,0,6,306,499
TIJUANA,10,959,C1,144,138,11,1,0,294,499
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,10,960,B,187,144,11,1,8,351,700
TIJUANA,10,960,C1,165,156,20,1,3,345,701
TIJUANA,10,961,B,165,138,5,0,10,318,612
TIJUANA,10,961,C1,154,123,7,0,6,290,612
TIJUANA,10,962,B,152,133,8,0,4,297,624
TIJUANA,10,962,C1,146,154,13,0,7,320,624
TIJUANA,10,963,B,96,114,2,0,2,214,657
TIJUANA,10,964,B,108,84,8,1,1,202,468
TIJUANA,10,964,C1,108,76,8,0,2,194,468
TIJUANA,10,965,B,99,78,8,0,11,196,477
TIJUANA,10,965,C1,96,87,6,1,3,193,478
TIJUANA,10,966,B,119,137,14,3,10,283,677
TIJUANA,10,966,C1,115,131,16,4,9,275,677
TIJUANA,10,967,B,112,101,7,2,5,227,514
TIJUANA,10,968,B,104,99,3,0,7,213,407
TIJUANA,10,968,C1,112,85,9,0,4,210,408
TIJUANA,10,969,B,89,56,3,0,4,152,402
TIJUANA,10,969,C1,53,71,1,0,4,129,402
TIJUANA,10,970,B,79,85,6,1,6,177,443
TIJUANA,10,970,C1,115,100,12,0,14,241,444
TIJUANA,10,971,B,95,122,5,0,12,234,536
TIJUANA,10,971,C1,111,115,9,3,3,241,537
TIJUANA,10,972,B,134,127,8,0,7,276,667
TIJUANA,10,972,C1,139,143,7,0,7,296,667
TIJUANA,10,972,C2,136,109,10,1,12,268,667
TIJUANA,10,972,C3,140,109,7,0,8,264,668
TIJUANA,10,973,B,127,141,10,0,9,287,717
TIJUANA,10,973,C1,138,156,8,1,10,313,717
TIJUANA,10,973,C2,186,130,8,3,7,334,717
TIJUANA,10,973,C3,143,130,8,1,13,295,718
TIJUANA,10,973,C4,150,145,8,2,7,312,718
TIJUANA,10,974,B,143,143,8,1,2,297,617
TIJUANA,10,974,C1,146,141,9,4,3,303,618
TIJUANA,10,975,B,107,105,7,0,4,223,514
TIJUANA,10,975,C1,116,110,10,0,3,239,514
TIJUANA,10,976,B,107,149,12,1,8,277,629
TIJUANA,10,976,C1,116,149,11,1,8,285,630
TIJUANA,10,976,C2,120,139,8,4,6,277,630
TIJUANA,10,977,B,106,150,16,0,9,281,674
TIJUANA,10,977,C1,90,119,5,0,14,228,675
TIJUANA,10,977,C2,81,138,10,1,7,237,675
TIJUANA,10,978,B,89,139,14,0,9,251,614
TIJUANA,10,978,C1,84,120,21,1,8,234,614
TIJUANA,10,978,C2,70,147,10,0,14,241,615
TIJUANA,10,979,B,80,119,16,0,0,215,591
TIJUANA,10,979,C1,94,130,9,3,10,246,591
TIJUANA,10,979,C2,80,124,3,1,3,211,592
TIJUANA,10,979,C3,83,118,13,0,5,219,592
TIJUANA,10,992,B,95,157,15,2,6,275,733
TIJUANA,10,996,B,92,116,11,2,4,225,634
TIJUANA,10,996,C1,108,105,7,0,12,232,635
TIJUANA,10,997,B,53,59,6,3,2,123,640
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
TIJUANA,10,998,B,9,87,13,0,10,119,573
TIJUANA,10,998,C1,99,114,11,0,5,229,574
TIJUANA,10,999,B,159,124,7,1,9,300,670
TIJUANA,10,999,C1,148,127,6,1,4,286,670
TIJUANA,10,999,C2,107,127,8,1,4,247,670
TIJUANA,10,1000,B,52,76,4,2,8,142,431
TIJUANA,10,1000,C1,66,82,5,2,9,164,431
TIJUANA,10,1001,B,114,135,12,1,1,263,679
TIJUANA,10,1001,C1,148,107,4,1,6,266,680
TIJUANA,10,1002,B,136,139,8,2,4,289,634
TIJUANA,10,1002,C1,148,122,8,1,11,290,635
TIJUANA,10,1003,B,131,121,9,2,6,269,556
TIJUANA,10,1003,C1,149,102,9,0,7,267,557
TIJUANA,10,1004,B,119,81,6,0,4,210,495
TIJUANA,10,1004,C1,121,96,6,2,6,231,496
TIJUANA,10,1005,B,116,95,7,0,5,223,521
TIJUANA,10,1005,C1,67,107,4,0,3,181,521
TIJUANA,10,1006,B,80,42,7,1,4,134,407
