Municipio,Distrito,Casilla,Tipo,PAN-PVEM,PRI,PRD,PT,PEBC,PSN,PC- PAS,Nulos
Tijuana,11,769,C,126,75,9,9,4,0,3,3
Tijuana,11,770,B,68,44,6,1,1,0,4,1
Tijuana,11,770,C,95,38,9,4,0,0,4,4
Tijuana,11,771,B,111,82,21,1,1,0,2,3
Tijuana,11,771,C,126,67,16,7,1,0,5,3
Tijuana,12,772,B,124,75,13,4,2,0,15,5
Tijuana,12,772,C1,133,72,15,6,0,0,6,4
Tijuana,12,772,C2,162,59,19,7,1,0,10,6
Tijuana,12,772,C3,119,66,20,6,1,0,0,9
Tijuana,12,772,C4,128,50,14,8,1,0,6,3
Tijuana,12,772,C5,149,80,12,4,3,0,10,0
Tijuana,13,773,B,64,56,10,13,2,0,9,3
Tijuana,13,773,C1,82,65,8,13,1,0,6,3
Tijuana,13,773,C2,73,57,14,16,2,0,1,5
Tijuana,13,774,B,97,70,7,11,2,0,5,7
Tijuana,13,774,C1,72,57,7,14,2,0,2,6
Tijuana,13,774,C2,80,49,5,7,3,0,4,0
Tijuana,13,775,B,79,50,11,11,2,0,5,8
Tijuana,13,775,C1,86,48,13,9,1,0,2,5
Tijuana,13,775,C2,81,54,18,22,1,0,3,0
Tijuana,13,775,C3,99,57,15,13,1,0,6,4
Tijuana,13,775,C4,80,57,8,13,1,0,3,0
Tijuana,13,775,C5,80,76,6,27,1,0,5,2
Tijuana,13,776,B,107,52,13,15,3,0,0,4
Tijuana,13,776,C1,115,57,12,9,4,0,3,2
Tijuana,13,776,C2,89,54,10,13,5,0,4,10
Tijuana,13,777,B,75,45,8,7,0,0,6,5
Tijuana,13,777,C1,98,50,10,8,0,0,8,4
Tijuana,13,777,C2,87,53,6,10,1,0,5,5
Tijuana,13,778,B,107,42,12,12,1,0,6,11
Tijuana,13,778,C1,97,44,5,15,2,0,0,1
Tijuana,13,778,C2,87,60,8,11,3,0,2,5
Tijuana,13,779,B,75,34,8,9,0,0,3,4
Tijuana,13,779,C1,47,41,5,14,0,0,3,0
Tijuana,13,779,C2,56,39,11,6,2,0,3,6
Tijuana,13,779,C3,61,59,6,12,3,0,5,3
Tijuana,13,780,B,120,46,11,16,1,0,5,2
Tijuana,13,780,C1,130,55,14,17,1,0,4,7
Tijuana,13,780,C2,93,66,6,15,1,0,3,2
Tijuana,13,781,B,118,60,15,16,1,0,7,4
Tijuana,13,781,C1,97,44,5,15,2,0,0,5
Tijuana,13,781,C2,84,44,8,6,0,0,2,6
Tijuana,12,782,B,124,118,8,9,3,0,12,5
Tijuana,12,782,C1,138,95,14,5,2,0,5,7
Tijuana,12,782,C2,136,103,12,11,3,0,8,2
Tijuana,12,782,C3,143,93,9,4,5,0,9,8
Tijuana,12,783,B,112,92,11,3,4,0,2,1
Tijuana,12,783,C1,88,65,9,6,7,0,5,4
Tijuana,12,783,C2,78,75,9,4,2,0,8,2
Tijuana,12,783,C3,124,89,17,7,1,0,10,2
Tijuana,13,784,B,112,48,17,4,2,0,8,0
Tijuana,13,784,C1,125,50,14,3,1,0,8,4
Tijuana,13,784,C2,99,36,19,4,1,0,6,1
Tijuana,13,784,C3,128,62,11,7,1,0,8,0
Tijuana,11,785,B,108,59,9,6,2,0,7,3
Tijuana,11,785,C,135,61,12,7,3,0,5,4
Tijuana,11,786,B,97,63,15,6,4,0,1,4
Tijuana,11,786,C1,69,55,12,7,0,0,2,7
Tijuana,11,786,C2,80,67,11,9,0,0,5,3
Tijuana,11,786,C3,69,62,14,9,5,0,5,4
Tijuana,11,786,C4,80,59,12,7,1,0,0,3
Tijuana,11,787,B,65,75,12,7,2,0,3,2
Tijuana,11,787,C1,72,76,11,8,2,0,1,2
Tijuana,11,787,C2,63,78,20,4,0,0,6,7
Tijuana,11,787,C3,54,75,12,8,0,0,2,2
Tijuana,11,787,D,118,61,18,4,1,0,9,6
Tijuana,11,788,B,64,70,11,17,2,0,2,5
Tijuana,11,788,C1,67,61,12,6,1,0,6,3
Tijuana,11,788,C2,85,89,14,10,7,0,2,0
Tijuana,11,788,C3,94,90,9,8,2,0,2,4
Tijuana,11,789,B,72,65,12,10,0,0,3,2
Tijuana,11,789,C1,49,54,11,12,1,0,1,2
Tijuana,11,789,C2,44,46,8,7,0,0,2,3
Tijuana,11,790,B,115,72,12,7,2,0,11,7
Tijuana,11,790,C1,44,46,6,1,3,0,1,4
Tijuana,11,790,C2,78,66,5,4,3,0,4,4
Tijuana,11,790,D,72,40,8,11,1,0,3,3
Tijuana,11,790,DC,44,46,6,1,3,0,1,4
Tijuana,11,791,B,113,93,12,4,3,0,3,8
Tijuana,11,791,C,137,88,14,6,2,0,7,6
Tijuana,11,792,B,108,74,16,7,0,0,3,4
Tijuana,11,792,C,115,72,8,11,0,0,2,4
Tijuana,11,793,B,82,55,13,5,3,0,5,0
Tijuana,11,793,C1,95,93,6,9,1,0,3,5
Tijuana,11,793,C2,91,80,15,4,3,0,5,0
Tijuana,11,793,C3,81,81,4,10,1,0,5,5
Tijuana,11,794,B,159,82,10,7,3,0,4,4
Tijuana,11,794,C,129,66,9,2,5,0,8,1
Tijuana,11,795,B,152,58,7,5,2,0,5,4
Tijuana,11,795,C,144,71,10,12,1,0,4,0
Tijuana,10,796,B,126,84,9,4,0,0,7,2
Tijuana,10,796,C1,120,79,6,5,2,0,4,3
Tijuana,10,796,C2,140,93,9,6,0,0,3,5
Tijuana,10,797,B,121,60,6,4,0,0,5,0
Tijuana,10,797,C,116,55,9,4,2,0,6,1
Tijuana,10,798,B,111,44,2,0,2,0,10,2
Tijuana,10,798,C,119,71,6,3,1,0,4,2
Tijuana,10,799,B,113,72,12,9,1,0,9,7
Tijuana,10,800,B,125,65,15,2,3,0,3,4
Tijuana,10,801,B,96,50,13,4,1,0,5,3
Tijuana,10,801,C,96,57,10,3,4,0,3,3
Tijuana,10,802,B,160,75,9,8,1,0,8,1
Tijuana,10,802,C,182,59,15,6,3,0,7,5
Tijuana,10,803,B,77,55,6,1,0,0,1,2
Tijuana,10,803,C,99,46,8,4,1,0,3,1
Tijuana,10,804,B,86,36,8,7,1,0,3,1
Tijuana,10,805,B,81,83,6,10,3,0,1,3
Tijuana,10,805,C1,75,74,12,10,4,0,3,1
Tijuana,10,805,C2,78,73,7,5,3,0,1,5
Tijuana,10,806,B,110,74,7,2,2,0,2,6
Tijuana,10,806,C1,106,51,4,1,2,0,4,2
Tijuana,10,806,C2,94,60,6,5,0,0,3,4
Tijuana,10,807,B,102,63,8,5,2,0,8,2
Tijuana,10,807,C1,110,89,6,6,3,0,16,8
Tijuana,10,807,C2,132,92,15,6,3,0,6,4
Tijuana,10,807,C3,95,77,4,7,4,0,3,7
Tijuana,10,808,B,105,52,9,4,2,0,4,2
Tijuana,10,808,C,110,51,10,7,2,0,7,2
Tijuana,10,809,B,77,59,8,2,2,0,8,1
Tijuana,10,809,C,88,39,15,5,1,0,3,1
Tijuana,10,810,B,125,69,9,5,2,0,7,7
Tijuana,10,810,C,133,84,9,4,1,0,2,1
Tijuana,10,811,B,127,60,17,7,1,0,3,1
Tijuana,10,811,C,105,48,10,8,3,0,1,1
Tijuana,10,812,B,122,51,1,7,1,0,12,9
Tijuana,10,812,C,101,51,4,3,3,0,5,4
Tijuana,10,813,B,134,64,10,6,0,0,1,3
Tijuana,10,813,C,107,87,7,12,2,0,3,4
Tijuana,10,814,B,147,70,15,3,0,0,6,4
Tijuana,10,815,B,163,86,8,3,5,0,10,6
Tijuana,10,816,B,89,42,5,7,2,0,2,1
Tijuana,10,816,C,79,47,4,7,0,0,4,5
Tijuana,10,817,B,78,54,9,8,2,0,4,3
Tijuana,10,818,B,109,75,12,14,0,0,7,5
Tijuana,10,818,C1,128,82,10,15,1,0,5,9
Tijuana,10,818,C2,125,61,22,10,1,0,11,7
Tijuana,11,819,B,95,57,4,4,2,0,2,3
Tijuana,11,819,C1,97,73,7,5,2,0,3,4
Tijuana,11,819,C2,87,61,5,6,3,0,3,6
Tijuana,11,820,B,124,85,3,11,2,0,6,5
Tijuana,11,820,C,113,85,7,7,3,0,1,6
Tijuana,12,821,B,83,85,13,6,1,0,2,1
Tijuana,12,822,B,92,58,8,2,0,0,4,1
Tijuana,12,823,B,118,63,6,1,1,0,10,3
Tijuana,12,823,C,95,74,6,4,0,0,3,1
Tijuana,12,824,B,100,78,10,3,0,0,5,2
Tijuana,12,824,C,106,61,5,3,2,0,10,4
Tijuana,12,825,B,71,86,6,2,3,0,2,1
Tijuana,12,825,C,76,55,8,2,3,0,1,5
Tijuana,12,826,B,109,110,6,2,1,0,3,10
Tijuana,12,826,C,89,107,11,9,2,0,5,4
Tijuana,12,827,B,95,72,9,4,0,0,3,6
Tijuana,12,827,C,122,75,8,3,0,0,4,9
Tijuana,12,828,B,93,49,5,5,2,0,7,3
Tijuana,12,828,C,82,59,3,5,2,0,7,6
Tijuana,12,829,B,113,69,9,8,1,0,7,6
Tijuana,12,829,C,149,58,7,10,2,0,8,4
Tijuana,12,830,B,112,77,6,4,0,0,0,5
Tijuana,12,830,C,128,81,6,4,2,0,2,6
Tijuana,12,831,B,88,36,1,2,0,0,2,6
Tijuana,12,831,C1,102,66,7,5,0,0,1,5
Tijuana,12,831,C2,91,54,6,3,0,0,3,2
Tijuana,12,832,B,97,78,13,4,0,0,1,4
Tijuana,12,832,C,110,61,11,6,1,0,3,1
Tijuana,12,833,B,99,87,2,7,0,0,1,0
Tijuana,12,833,C,95,68,7,4,2,0,2,2
Tijuana,12,834,B,60,55,5,7,1,0,3,3
Tijuana,12,834,C,67,54,5,6,1,0,4,7
Tijuana,12,835,B,88,55,11,2,0,0,0,3
Tijuana,12,835,C,67,41,13,3,1,0,3,3
Tijuana,12,836,B,110,78,18,5,1,0,7,7
Tijuana,12,836,C,149,83,7,4,1,0,4,2
Tijuana,12,837,B,80,73,13,3,0,0,6,4
Tijuana,12,837,C1,118,64,9,2,2,0,5,10
Tijuana,12,837,C2,126,54,14,5,1,0,5,12
Tijuana,12,838,B,150,82,8,6,2,0,6,6
Tijuana,12,838,C,142,81,13,7,2,0,7,5
Tijuana,12,839,B,76,68,8,6,0,0,5,6
Tijuana,12,839,C,100,65,6,5,1,0,4,2
Tijuana,12,840,B,108,72,3,10,1,0,5,5
Tijuana,12,840,C,101,72,6,3,0,0,4,8
Tijuana,12,841,B,80,43,7,4,3,0,4,3
Tijuana,12,841,C,73,59,4,7,0,0,3,3
Tijuana,12,842,B,137,110,4,13,1,0,3,12
Tijuana,12,843,B,50,72,6,6,0,0,3,6
Tijuana,12,843,C,34,75,7,6,1,0,2,1
Tijuana,12,844,B,93,95,12,10,0,0,5,5
Tijuana,12,844,C1,95,105,12,6,2,0,4,7
Tijuana,12,844,C2,84,90,10,9,1,0,6,5
Tijuana,12,845,B,81,46,6,8,0,0,0,2
Tijuana,12,845,C,56,55,2,4,0,0,1,0
Tijuana,12,846,B,97,87,4,7,0,0,2,3
Tijuana,12,846,C,82,91,4,8,0,0,5,14
Tijuana,12,847,B,73,60,9,5,2,0,2,5
Tijuana,12,847,C,55,57,5,8,0,0,3,2
Tijuana,12,848,B,98,80,8,5,3,0,12,2
Tijuana,12,848,C,82,73,4,3,1,0,7,4
Tijuana,12,849,B,131,86,9,6,1,0,24,4
Tijuana,12,849,C,118,78,11,4,1,0,13,6
Tijuana,12,850,B,67,51,6,5,0,0,9,8
Tijuana,12,850,C,91,46,6,4,1,0,9,2
Tijuana,12,851,B,94,61,13,8,2,0,12,0
Tijuana,12,851,C,100,57,14,12,1,0,4,6
Tijuana,12,852,B,128,88,9,6,1,0,7,3
Tijuana,12,852,C1,123,91,12,6,3,0,6,7
Tijuana,12,852,C2,138,94,15,7,6,0,9,4
Tijuana,12,852,C3,143,83,19,9,1,0,16,2
Tijuana,12,853,B,54,110,7,13,0,0,5,9
Tijuana,12,853,C,45,99,6,7,3,0,2,6
Tijuana,12,854,B,62,109,3,6,1,0,1,4
Tijuana,12,854,C1,58,105,5,4,0,0,1,7
Tijuana,12,854,C2,68,88,5,6,2,0,2,2
Tijuana,12,854,C3,68,113,4,11,2,0,3,8
Tijuana,12,855,B,55,90,8,3,1,0,5,7
Tijuana,12,855,C1,91,110,12,9,3,0,4,4
Tijuana,12,855,C2,72,109,15,15,1,0,7,6
Tijuana,12,856,B,61,73,6,10,4,0,11,9
Tijuana,12,856,C,77,80,7,6,0,0,1,11
Tijuana,12,857,B,69,89,16,13,3,0,0,0
Tijuana,12,857,C1,79,105,13,9,1,0,10,7
Tijuana,12,857,C2,75,109,12,5,4,0,5,4
Tijuana,12,857,C3,72,133,14,7,3,0,2,4
Tijuana,12,858,B,67,112,11,5,0,0,7,10
Tijuana,12,858,C1,51,92,6,4,1,0,1,14
Tijuana,12,858,C2,58,124,6,6,1,0,6,3
Tijuana,12,858,C3,62,109,11,8,0,0,8,7
Tijuana,12,859,B,120,75,10,3,5,0,7,0
Tijuana,12,859,C1,113,69,9,2,2,0,9,0
Tijuana,12,859,C2,128,69,8,2,3,0,11,2
Tijuana,12,860,B,95,41,9,4,5,0,1,4
Tijuana,12,860,C1,97,79,14,10,3,0,10,4
Tijuana,12,860,C2,120,55,8,6,2,0,2,6
Tijuana,12,861,B,87,56,14,8,1,0,7,2
Tijuana,12,861,C,85,53,5,9,1,0,8,1
Tijuana,12,862,B,77,60,5,4,2,0,3,5
Tijuana,12,862,C,98,59,2,4,3,0,3,5
Tijuana,12,863,B,138,85,11,3,1,0,6,6
Tijuana,12,863,C1,122,85,14,12,1,0,3,3
Tijuana,12,863,C2,99,84,5,5,0,0,4,3
Tijuana,12,863,C3,141,96,6,7,1,0,2,6
Tijuana,12,864,B,156,84,4,9,4,0,11,8
Tijuana,12,864,C,145,76,11,4,4,0,8,2
Tijuana,12,865,B,144,95,22,11,2,0,7,2
Tijuana,12,865,C,150,95,12,6,4,0,8,1
Tijuana,12,866,B,114,100,9,4,0,0,5,5
Tijuana,12,867,B,93,58,12,3,0,0,5,6
Tijuana,12,867,C,84,91,10,9,0,0,8,8
Tijuana,12,868,B,68,68,10,1,1,0,3,4
Tijuana,12,868,C,105,77,7,6,0,0,3,6
Tijuana,12,869,B,87,56,8,5,1,0,2,7
Tijuana,12,869,C1,81,96,7,12,2,0,4,2
Tijuana,12,869,C2,112,72,6,7,1,0,8,7
Tijuana,12,870,B,99,52,9,6,3,0,4,8
Tijuana,12,870,C,102,50,6,5,2,0,1,3
Tijuana,12,871,B,119,57,9,10,0,0,9,4
Tijuana,12,871,C,80,62,7,2,0,0,7,3
Tijuana,12,872,B,129,109,16,12,4,0,7,6
Tijuana,12,872,C,108,109,14,11,0,0,4,6
Tijuana,12,873,B,63,47,3,3,0,0,2,1
Tijuana,12,873,C,80,49,6,2,2,0,6,2
Tijuana,12,874,B,105,80,15,4,1,0,8,4
Tijuana,12,874,C,123,89,7,6,1,0,12,7
Tijuana,12,875,B,97,80,10,7,2,0,6,5
Tijuana,12,875,C,41,69,7,8,1,0,8,3
Tijuana,12,876,B,82,75,9,4,1,0,9,7
Tijuana,12,876,C,67,60,7,3,1,0,7,11
Tijuana,12,877,B,61,43,3,8,2,0,8,4
Tijuana,12,877,C,105,47,6,6,3,0,9,4
Tijuana,12,878,B,93,54,6,6,1,0,12,2
Tijuana,12,878,C,77,62,4,0,1,0,7,1
Tijuana,11,879,B,60,56,12,9,0,0,7,2
Tijuana,11,879,C,54,67,9,5,0,0,8,4
Tijuana,11,880,B,71,68,16,10,1,0,6,8
Tijuana,11,880,C,96,72,10,9,2,0,5,3
Tijuana,8,881,B,65,83,20,9,0,0,1,6
Tijuana,8,881,C,65,77,17,4,1,0,5,2
Tijuana,8,882,B,74,76,8,10,0,0,2,2
Tijuana,8,882,C,49,80,12,4,0,0,3,4
Tijuana,16,883,B,49,65,7,2,0,0,3,5
Tijuana,16,883,C,53,83,6,3,2,0,5,5
Tijuana,16,884,B,44,65,8,0,2,0,3,3
Tijuana,16,884,C1,69,91,22,3,5,0,3,5
Tijuana,16,884,C2,80,110,19,5,3,0,5,12
Tijuana,16,885,B,45,86,52,7,1,0,2,4
Tijuana,16,885,C,49,86,46,4,2,0,1,18
Tijuana,16,886,B,71,73,66,7,1,0,9,7
Tijuana,16,886,C1,57,62,59,3,0,0,6,7
Tijuana,16,886,C2,53,71,49,2,0,0,1,6
Tijuana,16,887,B,47,87,54,6,2,0,2,4
Tijuana,16,887,C,44,69,45,7,2,0,2,4
Tijuana,16,888,B,90,95,11,6,0,0,10,7
Tijuana,16,888,C,92,94,12,7,2,0,3,4
Tijuana,16,889,B,92,101,22,8,0,0,0,6
Tijuana,16,889,C,86,111,11,8,4,0,93,1
Playas de Rosarito,16,890,B,98,45,12,6,6,0,93,16
Tijuana,16,890,B-BIS,10,13,2,0,0,0,7,0
Playas de Rosarito,16,890,C1,67,44,9,5,6,0,91,6
Playas de Rosarito,16,890,C2,65,46,6,3,1,0,89,10
Playas de Rosarito,16,890,C3,69,58,9,7,6,0,68,8
Playas de Rosarito,16,890,C4,53,42,6,7,1,0,80,4
Playas de Rosarito,16,890,D,110,32,8,7,1,0,49,1
Playas de Rosarito,16,890,DC1,101,40,6,5,4,0,44,4
Playas de Rosarito,16,890,DC2,109,24,8,7,9,0,62,2
Tijuana,8,891,B,114,67,26,16,5,0,2,7
Tijuana,8,891,C1,89,76,17,12,0,0,5,0
Tijuana,8,891,C2,97,83,22,10,0,0,3,4
Tijuana,8,891,D1,105,64,19,8,1,0,7,0
Tijuana,8,891,D2,52,34,3,0,1,0,0,1
Tijuana,8,891,D3,77,62,8,7,1,0,9,0
Tijuana,8,891,D3C,57,81,13,17,1,0,7,3
Playas de Rosarito,16,892,B,108,42,7,6,4,0,41,5
Playas de Rosarito,16,892,C,62,53,7,4,0,0,45,15
Playas de Rosarito,16,893,B,113,44,3,3,4,0,59,5
Playas de Rosarito,16,893,C1,94,61,5,9,9,0,64,3
Playas de Rosarito,16,893,C2,112,38,6,8,7,0,69,8
Playas de Rosarito,16,894,B,93,37,4,2,1,0,74,3
Playas de Rosarito,16,894,C1,132,57,2,8,4,0,91,4
Playas de Rosarito,16,894,C2,125,43,2,5,2,0,84,5
Playas de Rosarito,16,895,B,170,44,3,9,9,0,89,6
Playas de Rosarito,16,895,C1,135,56,2,6,13,0,86,6
Playas de Rosarito,16,895,C2,140,54,1,5,5,0,95,8
Playas de Rosarito,16,895,D,70,37,4,3,2,0,54,5
Playas de Rosarito,16,895,DC,62,17,7,1,1,0,28,5
Playas de Rosarito,16,896,B,142,65,4,2,8,0,93,0
Playas de Rosarito,16,897,B,61,54,1,2,5,0,52,0
Playas de Rosarito,16,897,C,83,48,2,1,2,0,43,0
Playas de Rosarito,16,898,B,89,51,0,3,13,0,68,0
Playas de Rosarito,16,898,C,105,87,6,6,14,0,77,0
Playas de Rosarito,16,899,B,105,51,3,1,10,0,56,0
Playas de Rosarito,16,899,C,83,46,4,4,15,0,64,0
Playas de Rosarito,16,899,E,2,4,0,0,0,0,2,0
Playas de Rosarito,16,900,B,72,35,1,5,8,0,62,0
Playas de Rosarito,16,900,C,95,47,10,5,6,0,67,0
Playas de Rosarito,16,901,B,101,59,12,3,6,0,74,0
Playas de Rosarito,16,901,C,107,55,12,4,10,0,67,0
Playas de Rosarito,16,902,B,53,42,4,4,3,0,67,0
Tijuana,16,902,B-BIS,1,2,0,2,0,0,2,0
Playas de Rosarito,16,902,C,53,39,5,1,4,0,65,0
Playas de Rosarito,16,903,B,88,64,4,10,12,0,60,0
Playas de Rosarito,16,903,C1,90,64,6,11,5,0,55,0
Playas de Rosarito,16,903,C2,84,58,4,8,3,0,81,0
Playas de Rosarito,16,904,B,113,58,4,33,3,0,57,0
Playas de Rosarito,16,904,C1,64,53,3,32,4,0,45,0
Playas de Rosarito,16,904,C2,57,58,3,30,5,0,54,0
Playas de Rosarito,16,905,B,115,57,3,17,8,0,56,0
Playas de Rosarito,16,905,C1,125,38,4,14,9,0,56,0
Playas de Rosarito,16,905,C2,111,60,2,22,5,0,68,9
Playas de Rosarito,16,906,B,109,54,2,2,7,0,68,4
Playas de Rosarito,16,906,C1,113,52,7,8,12,0,81,7
Playas de Rosarito,16,906,C2,108,48,9,3,11,0,75,10
Playas de Rosarito,16,906,C3,90,50,8,7,9,0,47,4
Playas de Rosarito,16,907,B,105,48,11,10,17,0,61,6
Playas de Rosarito,16,907,C1,71,32,12,3,10,0,46,6
Playas de Rosarito,16,907,C2,87,50,6,4,7,0,80,6
Playas de Rosarito,16,907,C3,118,40,10,5,9,0,71,8
Playas de Rosarito,16,907,C4,109,50,1,1,6,0,64,13
Playas de Rosarito,16,907,C5,118,40,10,5,9,0,72,5
Playas de Rosarito,16,908,B,104,55,3,3,6,0,40,6
Playas de Rosarito,16,908,C,97,60,9,4,11,0,60,4
Playas de Rosarito,16,909,B,121,61,8,3,10,0,55,6
Playas de Rosarito,16,909,C1,115,39,6,2,4,0,45,1
Playas de Rosarito,16,909,C2,99,59,3,5,5,0,50,3
Playas de Rosarito,16,910,B,94,44,5,5,20,0,88,6
Playas de Rosarito,16,910,C1,109,57,4,9,9,0,75,3
Playas de Rosarito,16,910,C2,106,48,5,4,11,0,77,5
Playas de Rosarito,16,910,C3,100,48,2,9,7,0,76,3
Playas de Rosarito,16,910,C4,97,53,4,2,5,0,71,1
Tijuana,10,911,B,71,56,9,6,0,0,3,1
Tijuana,10,911,C,63,85,8,8,0,0,3,4
Tijuana,10,912,B,76,65,9,13,0,0,3,6
Tijuana,10,912,C,74,57,9,10,2,0,1,2
Tijuana,10,913,B,74,115,13,7,3,0,2,8
Tijuana,10,913,C,63,112,10,7,3,0,7,11
Tijuana,10,914,B,69,70,8,9,2,0,2,0
Tijuana,10,914,C1,76,91,7,10,1,0,1,7
Tijuana,10,914,C2,61,88,5,5,3,0,5,7
Tijuana,16,915,B,91,96,19,7,2,0,1,4
Tijuana,16,915,C1,81,104,9,5,3,0,1,3
Tijuana,16,915,C2,76,101,10,8,1,0,1,13
Tijuana,16,915,C3,76,95,10,7,3,0,7,3
Tijuana,16,916,B,59,61,8,5,2,0,2,5
Tijuana,16,916,C1,54,84,9,4,2,0,4,2
Tijuana,16,916,C2,82,85,20,15,1,0,1,5
Tijuana,10,917,B,83,64,12,14,2,0,0,5
Tijuana,10,917,C1,62,71,15,17,1,0,1,6
Tijuana,10,917,C2,65,58,11,11,2,0,1,5
Tijuana,10,917,C3,76,69,7,12,2,0,5,6
Tijuana,10,917,C4,66,58,5,12,4,0,3,5
Tijuana,10,918,B,67,56,15,4,3,0,0,2
Tijuana,10,918,C1,66,68,8,5,0,0,4,1
Tijuana,10,918,C2,72,64,15,10,1,0,2,0
Tijuana,10,918,C3,54,59,10,10,2,0,3,4
Tijuana,10,918,C4,52,71,7,5,1,0,0,7
Tijuana,10,918,C5,79,62,7,13,0,0,0,4
Tijuana,16,919,B,63,101,14,7,0,0,1,3
Tijuana,16,919,C1,64,73,7,9,1,0,2,4
Tijuana,16,919,C2,54,79,10,4,4,0,1,2
Tijuana,16,919,C3,63,108,12,7,4,0,2,6
Tijuana,16,920,B,39,70,9,7,1,0,4,4
Tijuana,16,920,C1,48,68,24,13,1,0,0,4
Tijuana,16,920,C2,57,69,8,6,1,0,1,8
Tijuana,16,921,B,76,59,52,4,1,0,1,8
Tijuana,16,921,C,85,68,51,6,4,0,2,7
Tijuana,16,922,B,62,75,20,6,1,0,7,8
Tijuana,16,922,C1,81,91,36,8,0,0,4,0
Tijuana,16,922,C2,73,76,21,7,1,0,2,8
Tijuana,16,922,C3,73,68,25,4,2,0,0,2
Tijuana,16,922,C4,73,69,22,10,3,0,5,6
Tijuana,16,922,C5,76,84,37,10,2,0,3,7
Tijuana,16,923,B,79,61,27,5,1,0,0,6
Tijuana,16,923,C1,85,64,14,9,0,0,4,5
Tijuana,16,923,C2,72,67,24,5,1,0,1,1
Tijuana,16,923,C3,80,62,16,5,2,0,2,8
Tijuana,16,924,B,75,76,19,8,2,0,1,3
Tijuana,16,924,C1,79,73,17,3,1,0,6,6
Tijuana,16,924,C2,80,77,24,11,0,0,1,0
Tijuana,16,924,C3,88,91,25,11,2,0,4,0
Tijuana,16,925,B,88,71,41,9,2,0,2,0
Tijuana,16,925,C,70,108,48,9,0,0,0,0
Tijuana,16,926,B,79,117,28,5,1,0,6,10
Tijuana,16,926,C1,47,109,29,8,1,0,0,0
Tijuana,16,926,C2,49,104,15,1,1,0,2,6
Tijuana,16,927,B,67,115,15,17,2,0,2,7
Tijuana,16,927,C1,73,124,10,9,1,0,4,7
Tijuana,16,927,C2,89,110,24,13,2,0,3,11
Tijuana,16,928,B,70,97,26,4,0,0,1,9
Tijuana,16,928,C,76,115,30,6,0,0,2,6
Tijuana,16,929,B,81,118,16,8,2,0,4,8
Tijuana,16,929,C1,72,126,22,9,2,0,6,7
Tijuana,16,929,C2,69,129,18,8,0,0,3,3
Tijuana,16,929,C3,82,125,22,6,2,0,3,4
Tijuana,16,929,C4,69,105,12,5,1,0,1,7
Tijuana,16,929,C5,73,106,19,11,1,0,2,12
Tijuana,16,930,B,50,50,24,3,0,0,0,5
Tijuana,16,930,C,50,84,41,4,1,0,1,3
Tijuana,16,931,B,70,92,39,8,2,0,0,10
Tijuana,16,931,C1,79,86,22,12,2,0,0,6
Tijuana,16,931,C2,84,75,26,9,0,0,3,7
Tijuana,16,931,C3,70,82,35,6,0,0,5,12
Tijuana,16,932,B,68,88,7,6,1,0,1,2
Tijuana,16,932,C1,93,79,8,8,4,0,7,7
Tijuana,16,932,C2,91,86,7,5,4,0,2,7
Tijuana,16,933,B,104,93,14,3,1,0,4,2
Tijuana,16,933,C1,106,83,5,9,0,0,6,8
Tijuana,16,933,C2,106,92,9,8,1,0,6,5
Tijuana,16,933,C3,102,89,9,8,3,0,5,7
Tijuana,16,934,B,126,99,7,6,0,0,4,3
Tijuana,16,934,C1,126,103,9,12,2,0,7,2
Tijuana,16,934,C2,125,112,7,7,7,0,8,4
Tijuana,16,935,B,73,97,19,12,3,0,2,6
Tijuana,16,935,C1,41,69,9,8,0,0,3,2
Tijuana,16,935,C2,63,72,8,5,1,0,2,2
Tijuana,16,936,B,68,107,19,4,1,0,7,8
Tijuana,16,936,C,69,86,24,9,0,0,7,8
Tijuana,16,937,B,130,98,14,8,4,0,7,3
Tijuana,16,937,C,124,107,11,11,1,0,5,3
Tijuana,16,938,B,82,90,20,6,1,0,6,4
Tijuana,16,938,C1,78,71,8,10,2,0,3,5
Tijuana,16,938,C2,86,67,24,3,0,0,4,5
Tijuana,16,939,B,69,101,20,11,1,0,3,2
Tijuana,16,939,C1,81,79,15,9,1,0,6,6
Tijuana,16,939,C2,70,80,12,4,0,0,0,2
Tijuana,16,940,B,62,98,5,8,2,0,2,0
Tijuana,16,940,C1,60,97,17,7,1,0,7,8
Tijuana,16,940,C2,34,59,18,4,1,0,6,5
Tijuana,16,940,C3,44,89,17,11,1,0,3,9
Tijuana,10,941,B,104,69,10,5,1,0,2,1
Tijuana,10,941,C1,101,69,12,1,1,0,4,2
Tijuana,10,941,C2,84,77,11,6,3,0,2,2
Tijuana,10,941,C3,93,68,13,9,1,0,6,4
Tijuana,10,941,C4,96,55,6,8,2,0,4,3
Tijuana,10,941,C5,88,80,8,3,3,0,0,6
Tijuana,10,941,C6,106,60,15,9,1,0,6,7
Tijuana,10,941,C7,86,72,6,8,1,0,3,5
Tijuana,10,941,C8,97,89,7,11,2,0,8,7
Tijuana,13,942,B,78,88,24,10,6,0,7,3
Tijuana,13,942,C1,66,95,23,11,2,0,15,5
Tijuana,13,942,C2,86,98,18,5,2,0,2,5
Tijuana,13,942,C3,78,112,22,6,0,0,6,11
Tijuana,13,942,C4,66,101,17,5,4,0,9,12
