uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
17001,1991,PRI,AGUSTIN ARANDA FERNANDEZ,PRD,,0.2572653645
17001,1994,PRI,EULALIO ESPINDOLA ARANDA,PRD,,0.1527747071
17001,1997,PRI,ONESIMO ACOSTA SALGADO,PRD,,0.0627429206
17001,2000,PRD,ANDRES GARCIA JAIME,PRI,,0.0393713545
17001,2003,PRI,ALBERTO LUNA VILLEGAS,PRD,,0.0780587404
17001,2006,PRD_PT_CONVE,PABLO FERNANDEZ NAVA,PNA,,0.2331851852
17001,2009,CONVE,ALFONSO MIRANDA GALLEGOS,PT,,0.0716054478
17001,2012,PVEM,NOE REYNOSO NAVA,PRI_PNA,,0.0424296561
17001,2015,PRI_PVEM_PNA,JORGE MIRANDA ABARCA,PSD,,0.0547178433
17001,2018,PT_MORENA_PES,ALFONSO MIRANDA GALLEGOS,PVEM,MARIBEL GARCIA BELTRAN,0.4385333115
17001,2021,MEXPOS,JESUS ITURBE ARANDA,PESM,,0.0507984263
17002,1991,PRI,JUAN TOLEDANO AMARO,PRD,,0.4653130288
17002,1994,PRI,CRESENCIANO PONCE GARCIA,PRD,,0.4914054601
17002,1997,PRI,ESTEBAN HERNANDEZ FRANCO,PRD,,0.2755659641
17002,2000,PVEM,CALIXTO URBANO LAGUNAS,PRI,,0.0158423493
17002,2003,PRI,GALO GERARDO HERNANDEZ ARENALES,FUERCIUD,,0.032482163
17002,2006,PAN,ARTURO NERI MARTEL,PASD,,0.0863163972
17002,2009,PVEM,ALFREDO REYES BENITEZ,CONVE,,0.002283105
17002,2012,PRD_PT_MC,BENIGNO ARENALES JAHEN,PRI,,0.1283195241
17002,2015,PAN,ESTEBAN HERNANDEZ FRANCO,PH,,0.0176522507
17002,2018,PT_MORENA_PES,CALIXTO URBANO LAGUNAS,PH,GALO GERARDO HERNANDEZ ARENALES,0.0259620696
17002,2021,PAN,ALMA DELIA REYES LINARES,AGUSTIN_TOLEDANO_AMARO,,0.0414570826
17003,1991,PRI,UBALDO PACHECO ZAMORA,PRD,,0.1396136903
17003,1994,PRI,ROGELIO CORTES SANABRIA,PRD,,0.1945480631
17003,1997,PRI,ISAIAS CORTES VAZQUEZ,PRD,,0.0358915617
17003,2000,PRI,CECILIO XOXOCOTLA CORTEZ,PRD,,0.1909967207
17003,2003,PAN,LEOPOLDO RODRIGUEZ GALARZA,PRI,,0.2285058847
17003,2006,PVEM,MARCO ANTONIO GALEANA,PRI,,0.0247098136
17003,2009,PRI,GILBERTO OLIVAR ROSAS,PAN,,0.1248134019
