CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2621,2,208,145,173,164,8,0,41,0,0,0,0,0,0,0,739,13,752,1297
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2622,2,239,126,158,170,14,0,48,0,0,0,0,0,0,2,757,15,772,1364
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2623,3,275,90,191,194,6,0,33,0,0,0,0,0,0,0,789,12,801,1614
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2624,3,293,118,209,299,7,0,41,0,0,0,0,0,0,0,967,8,975,1780
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2625,4,401,243,304,453,8,0,64,0,0,0,0,0,0,0,1473,26,1499,2717
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2626,7,732,352,604,758,28,0,117,0,0,0,0,0,0,2,2593,37,2630,4880
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2627,2,197,42,103,81,8,0,11,0,0,0,0,0,0,0,442,28,470,859
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2628,2,250,84,122,44,7,0,6,0,0,0,0,0,0,0,513,20,533,894
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2629,2,224,24,150,65,4,0,7,0,0,0,0,0,0,0,474,27,501,841
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2630,4,323,267,354,285,8,0,16,0,0,0,0,0,0,0,1253,22,1275,2253
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2631,3,294,80,478,96,13,0,18,0,0,0,0,0,0,0,979,37,1016,2060
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2632,2,173,43,226,116,11,0,18,0,0,0,0,0,0,0,587,25,612,1344
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2633,3,558,77,482,27,6,0,8,0,0,0,0,0,0,0,1158,27,1185,1948
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2634,1,115,74,183,17,3,0,3,0,0,0,0,0,0,0,395,9,404,614
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2635,2,252,75,378,39,3,0,8,0,0,0,0,0,0,0,755,26,781,1357
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2636,4,655,191,474,73,7,0,20,0,0,0,0,0,0,0,1420,28,1448,2573
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2637,3,308,139,448,69,5,0,12,0,0,0,0,0,0,0,981,19,1000,1922
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2638,3,338,175,405,141,9,0,27,0,0,0,0,0,0,0,1095,24,1119,2228
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2639,3,470,109,528,32,6,0,5,0,0,0,0,0,0,0,1150,14,1164,1899
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2640,3,196,68,607,35,6,0,23,0,0,0,0,0,0,0,935,17,952,1657
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2641,2,165,17,463,14,4,0,5,0,0,0,0,0,0,1,669,10,679,1010
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2642,2,179,72,449,25,3,0,5,0,0,0,0,0,0,0,733,21,754,1301
2,11,GUANAJUATO,14,SALAMANCA,35,SANTA CRUZ DE JUVENTINO ROSAS,2643,2,224,63,180,103,5,0,25,0,0,0,0,0,0,0,600,13,613,1210
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2644,1,199,230,0,5,0,0,0,0,0,0,0,0,0,0,434,9,443,630
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2645,2,207,408,0,14,0,0,0,0,0,0,0,0,0,0,629,13,642,880
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2646,1,212,263,0,4,0,0,0,0,0,0,0,0,0,0,479,7,486,663
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2647,2,283,418,0,9,0,0,0,0,0,0,0,0,0,0,710,8,718,947
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2648,1,147,161,0,3,0,0,0,0,0,0,0,0,0,0,311,5,316,436
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2649,2,381,314,0,10,0,0,0,0,0,0,0,0,0,0,705,14,719,997
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2650,1,158,180,0,1,0,0,0,0,0,0,0,0,0,0,339,9,348,510
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2651,1,100,79,0,1,0,0,0,0,0,0,0,0,0,0,180,3,183,299
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2652,1,169,190,0,6,0,0,0,0,0,0,0,0,0,0,365,11,376,652
2,11,GUANAJUATO,20,YURIRIA,36,SANTIAGO MARAVATIO,2653,1,189,106,0,0,0,0,0,0,0,0,0,0,0,0,295,4,299,576
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2654,5,521,296,114,177,5,7,19,102,0,16,0,0,0,0,1257,30,1287,3733
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2655,4,386,217,98,108,6,6,44,84,0,19,0,0,0,0,968,36,1004,2930
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2656,4,394,196,209,66,7,5,28,86,0,13,0,0,0,1,1005,32,1037,2575
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2657,4,370,169,152,63,20,11,21,88,0,13,0,0,0,0,907,34,941,2134
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2658,2,203,132,90,38,5,6,9,26,0,9,0,0,0,0,518,20,538,1108
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2659,4,392,180,174,153,4,13,12,68,0,28,0,0,0,1,1025,27,1052,2675
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2660,2,210,140,98,54,2,6,8,30,0,10,0,0,0,0,558,11,569,1346
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2661,2,149,100,67,26,1,2,5,27,0,2,0,0,0,0,379,9,388,867
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2662,1,77,40,117,11,2,3,5,6,0,2,0,0,0,2,265,7,272,565
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2663,2,236,110,131,34,5,6,11,37,0,13,0,0,0,0,583,25,608,1220
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2664,5,549,248,172,131,12,20,31,88,0,34,0,0,0,2,1287,22,1309,3566
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2665,2,178,104,43,30,5,7,11,29,0,16,0,0,0,1,424,7,431,1063
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2666,2,225,83,94,50,9,4,8,40,0,5,0,0,0,0,518,21,539,1022
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2667,1,155,90,114,13,3,1,16,22,0,8,0,0,0,0,422,15,437,712
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2668,2,244,134,124,39,12,5,10,48,0,13,0,0,0,0,629,12,641,1098
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2669,2,269,102,171,31,9,7,15,51,0,8,0,0,0,0,663,19,682,1467
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2670,2,176,142,102,48,3,4,13,42,0,14,0,0,0,1,545,15,560,1233
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2671,2,236,123,109,58,6,12,5,42,0,11,0,0,0,0,602,25,627,1238
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2672,2,180,70,43,24,1,3,8,34,0,3,0,0,0,0,366,8,374,839
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2673,2,241,113,110,32,0,2,13,28,0,7,0,0,0,3,549,9,558,1337
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2674,1,112,78,79,17,3,2,6,10,0,2,0,0,0,0,309,9,318,557
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2675,2,194,86,107,35,8,3,3,19,0,8,0,0,0,1,464,13,477,1012
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2676,3,362,151,180,74,8,6,16,64,0,15,0,0,0,0,876,28,904,1917
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2677,2,138,83,32,73,2,6,10,15,0,9,0,0,0,0,368,27,395,1112
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2678,4,461,130,86,114,4,5,13,37,0,13,0,0,0,0,863,19,882,2672
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2679,2,186,125,83,18,1,10,12,17,0,4,0,0,0,0,456,16,472,866
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2680,2,150,103,116,24,2,4,7,21,0,8,0,0,0,0,435,13,448,829
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2681,2,270,126,139,47,1,4,9,55,0,10,0,0,0,2,663,15,678,1311
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2682,2,195,58,137,53,5,4,3,19,0,2,0,0,0,1,477,18,495,1160
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2683,7,658,389,337,196,15,11,35,126,0,30,0,0,0,1,1798,35,1833,4838
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2684,2,411,78,77,25,0,5,3,18,0,10,0,0,0,0,627,15,642,1401
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2685,2,309,99,33,61,4,6,11,15,0,8,0,0,0,0,546,9,555,1183
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2686,3,440,134,117,90,6,5,6,24,0,8,0,0,0,0,830,26,856,2030
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2687,3,225,233,17,32,2,4,14,28,0,5,0,0,0,0,560,19,579,1574
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2688,2,98,390,17,66,4,2,7,13,0,0,0,0,0,0,597,37,634,1353
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2689,3,237,102,23,43,7,6,6,53,0,5,0,0,0,0,482,21,503,1348
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2690,3,154,480,16,58,11,7,18,9,0,2,0,0,0,0,755,25,780,2134
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2691,2,145,182,5,46,4,3,7,12,0,1,0,0,0,0,405,9,414,987
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2692,3,336,135,41,137,2,9,11,83,0,2,0,0,0,0,756,29,785,1973
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2693,2,158,131,28,157,4,4,9,11,0,1,0,0,0,0,503,21,524,1235
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2694,4,241,220,39,346,9,6,14,53,0,17,0,0,0,0,945,22,967,2501
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2695,3,315,149,22,55,14,5,12,9,0,5,0,0,0,0,586,22,608,1882
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2696,2,84,99,8,214,7,3,8,4,0,4,0,0,0,0,431,15,446,1325
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2697,1,113,47,12,88,2,3,1,5,0,0,0,0,0,0,271,7,278,563
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2698,2,248,78,64,142,5,7,24,23,0,19,0,0,0,0,610,20,630,1367
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2699,3,232,130,20,76,4,3,15,81,0,7,0,0,0,0,568,18,586,1477
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2700,4,455,298,25,135,62,4,14,46,0,1,0,0,0,0,1040,21,1061,2344
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2701,2,92,147,25,51,0,2,2,24,0,5,0,0,0,0,348,14,362,887
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2702,3,299,371,20,188,15,4,4,17,0,5,0,0,0,0,923,11,934,2129
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2703,3,401,96,32,138,8,2,3,49,0,13,0,0,0,0,742,18,760,1831
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2704,2,256,121,38,99,8,1,3,39,0,5,0,0,0,0,570,16,586,1467
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2705,4,210,145,19,242,5,4,7,116,0,3,0,0,0,0,751,19,770,2295
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2706,2,216,172,36,113,3,12,5,14,0,2,0,0,0,0,573,15,588,1259
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2707,2,231,122,8,65,2,6,5,18,0,2,0,0,0,0,459,11,470,881
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2708,1,18,16,7,2,0,0,2,3,0,0,0,0,0,0,48,3,51,192
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2709,4,206,211,52,203,9,14,11,14,0,3,0,0,0,0,723,24,747,2553
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2710,6,529,249,168,105,5,35,28,69,0,12,0,0,0,0,1200,24,1224,4009
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2711,2,106,76,49,37,1,8,8,74,0,7,0,0,0,0,366,7,373,815
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2712,2,151,172,61,129,2,1,29,11,0,16,0,0,0,0,572,15,587,1496
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2713,1,81,57,32,64,2,3,5,5,0,9,0,0,0,0,258,10,268,731
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2714,3,166,87,161,80,5,7,3,38,0,3,0,0,0,0,550,13,563,1583
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2715,2,313,58,77,44,3,10,6,40,0,8,0,0,0,0,559,17,576,1288
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2716,2,166,77,18,53,0,0,6,49,0,0,0,0,0,0,369,7,376,958
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2717,4,377,209,98,166,5,5,13,60,0,17,0,0,0,0,950,66,1016,2846
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2718,2,165,78,34,40,3,4,14,32,0,13,0,0,0,0,383,17,400,951
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2719,3,252,157,37,123,5,4,17,61,0,22,0,0,0,0,678,25,703,1932
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2720,3,555,187,75,143,6,3,8,18,0,13,0,0,0,0,1008,25,1033,2163
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2721,3,261,102,96,155,7,3,10,46,0,0,0,0,0,1,681,13,694,1454
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2722,2,138,91,42,82,7,2,9,17,0,1,0,0,0,0,389,8,397,939
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2723,1,84,43,32,48,3,0,5,17,0,5,0,0,0,0,237,11,248,694
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2724,2,193,222,71,96,6,3,2,14,0,5,0,0,0,0,612,19,631,1269
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2725,4,460,174,138,168,1,7,5,22,0,2,0,0,0,1,978,27,1005,2419
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2726,4,276,94,56,82,9,3,21,115,0,4,0,0,0,7,667,23,690,1614
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2727,3,309,130,53,127,7,5,8,6,0,0,0,0,0,0,645,13,658,1897
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2728,2,169,118,19,118,1,1,7,6,0,3,0,0,0,0,442,13,455,1066
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2729,1,56,26,5,98,0,0,3,3,0,1,0,0,0,0,192,5,197,579
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2730,2,331,103,18,69,5,4,9,9,0,3,0,0,0,0,551,10,561,1418
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2731,1,106,53,7,42,0,0,1,2,0,2,0,0,0,0,213,9,222,422
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2732,2,246,244,26,0,0,34,25,2,0,0,0,0,0,0,577,16,593,912
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2733,1,162,110,17,0,0,22,7,0,0,0,0,0,0,0,318,0,318,484
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2734,1,167,111,13,0,0,13,6,10,0,0,0,0,0,0,320,4,324,540
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2735,1,173,214,23,0,0,28,4,3,0,0,0,0,0,0,445,13,458,749
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2736,2,241,238,20,0,0,61,20,7,0,0,0,0,0,0,587,17,604,1005
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2737,2,188,193,31,0,0,29,22,9,0,0,0,0,0,0,472,13,485,822
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2738,3,484,402,31,0,0,83,36,10,0,0,0,0,0,0,1046,40,1086,1879
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2739,1,104,134,3,0,0,28,13,2,0,0,0,0,0,0,284,17,301,488
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2740,1,47,94,1,0,0,143,4,0,0,0,0,0,0,0,289,11,300,559
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2741,2,209,308,19,0,0,79,15,3,0,0,0,0,0,2,635,12,647,1035
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2742,2,158,195,9,0,0,55,14,16,0,0,0,0,0,0,447,25,472,879
2,11,GUANAJUATO,22,ACAMBARO,38,TARANDACUAO,2743,1,46,179,18,0,0,57,12,2,0,0,0,0,0,0,314,8,322,587
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2744,2,338,178,17,87,4,72,16,1,0,0,0,0,0,0,713,19,732,1219
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2745,2,353,219,15,68,3,111,18,6,0,0,0,0,0,0,793,16,809,1402
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2746,3,241,140,34,63,3,83,21,4,0,0,0,0,0,0,589,16,605,1047
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2747,2,308,158,15,60,4,95,15,4,0,0,0,0,0,0,659,17,676,1084
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2748,1,65,46,9,17,1,28,4,0,0,0,0,0,0,0,170,2,172,272
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2749,3,353,302,38,102,10,136,61,5,0,0,0,0,0,0,1007,30,1037,1882
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2750,2,256,195,12,58,0,57,13,3,0,0,0,0,0,0,594,13,607,1019
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2751,2,157,224,14,48,3,76,20,2,0,0,0,0,0,0,544,13,557,990
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2752,2,306,154,49,49,4,65,25,1,0,0,0,0,0,0,653,9,662,1148
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2753,2,148,131,26,29,1,93,26,3,0,0,0,0,0,0,457,16,473,897
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2754,1,46,52,1,26,3,5,4,0,0,0,0,0,0,0,137,14,151,330
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2755,1,38,22,4,16,2,8,8,0,0,0,0,0,0,0,98,7,105,215
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2756,1,38,97,10,9,0,2,1,0,0,0,0,0,0,0,157,8,165,383
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2757,1,79,51,13,17,0,3,7,1,0,0,0,0,0,2,173,4,177,402
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2758,1,120,100,22,19,4,13,5,3,0,0,0,0,0,0,286,19,305,700
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2759,2,93,135,29,33,2,35,10,3,0,0,0,0,0,0,340,14,354,686
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2760,1,65,59,16,8,1,11,2,0,0,0,0,0,0,0,162,4,166,354
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2761,3,470,320,21,54,6,82,16,4,0,0,0,0,0,0,973,20,993,1972
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2762,1,158,136,16,30,2,16,11,1,0,0,0,0,0,0,370,5,375,679
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2763,2,229,229,21,65,3,33,9,0,0,0,0,0,0,0,589,16,605,1215
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2764,1,48,82,14,13,2,44,6,1,0,0,0,0,0,0,210,16,226,484
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2765,2,253,242,16,95,4,33,8,5,0,0,0,0,0,0,656,9,665,1105
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2766,1,113,153,40,52,2,15,5,3,0,0,0,0,0,0,383,4,387,672
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2767,2,199,271,39,86,1,76,6,5,0,0,0,0,0,0,683,10,693,1167
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2768,2,254,101,27,67,0,34,3,2,0,0,0,0,0,0,488,8,496,943
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2769,2,211,130,15,72,3,10,10,2,0,0,0,0,0,0,453,17,470,903
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2770,1,144,118,23,66,11,16,23,0,0,0,0,0,0,1,402,8,410,725
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2771,2,305,107,42,84,7,31,16,2,0,0,0,0,0,0,594,19,613,1190
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2772,1,244,75,19,15,1,18,2,2,0,0,0,0,0,0,376,11,387,710
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2773,2,313,152,9,43,1,32,8,1,0,0,0,0,0,0,559,25,584,960
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2774,1,182,110,5,11,3,36,9,1,0,0,0,0,0,0,357,14,371,728
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2775,2,127,113,21,38,1,41,15,1,0,0,0,0,0,0,357,10,367,764
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2776,1,140,87,17,29,2,14,7,0,0,0,0,0,0,0,296,9,305,694
2,11,GUANAJUATO,17,APASEO EL GRANDE,39,TARIMORO,2777,2,261,121,17,71,3,53,15,3,0,0,0,0,0,0,544,12,556,1470
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,40,TIERRA BLANCA,2778,3,354,749,368,69,0,0,15,43,0,0,20,0,0,0,1618,32,1650,2196
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,40,TIERRA BLANCA,2779,3,405,179,311,68,0,0,11,18,0,0,7,0,0,0,999,24,1023,1359
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,40,TIERRA BLANCA,2780,2,209,441,283,16,0,0,6,26,0,0,15,0,0,0,996,19,1015,1354
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,40,TIERRA BLANCA,2781,2,423,137,382,33,0,0,5,6,0,0,3,0,0,0,989,18,1007,1438
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,40,TIERRA BLANCA,2782,1,28,72,83,34,0,0,0,0,0,0,2,0,0,0,219,6,225,334
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,40,TIERRA BLANCA,2783,3,409,108,589,111,0,0,4,9,0,0,4,0,0,0,1234,33,1267,1630
