CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,15,TEPEJI DEL RIO,63,TEPEJI DEL RÍO,1293,B ,14,86,41,11,7,5,34,33,6,0,0,0,0,0,237,19,256,648,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1293B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,63,TEPEJI DEL RÍO,1293,C01,13,75,36,9,8,6,32,23,3,0,0,0,0,0,205,25,230,648,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1293C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,63,TEPEJI DEL RÍO,1293,C02,27,79,11,13,2,7,82,6,2,0,2,1,1,0,233,12,245,648,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1293C02.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,63,TEPEJI DEL RÍO,1294,B ,52,92,13,6,4,6,59,10,5,0,0,0,0,0,247,1,248,654,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1294B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,63,TEPEJI DEL RÍO,1294,C01,10,9,1,2,0,5,5,8,1,0,0,1,0,0,42,14,56,653,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1294C01.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1295,B ,200,122,26,5,2,1,9,40,7,,,,,0,412,10,422,536,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1295B00.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1295,C01,177,125,26,5,1,1,16,21,3,,,,,0,375,0,375,536,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1295C01.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1295,C02,199,97,29,5,1,5,13,17,2,,,,,0,368,8,376,536,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1295C02.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1296,B ,154,53,25,6,3,4,21,15,0,,,,,0,281,11,292,410,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1296B00.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1296,C01,159,57,14,6,0,1,10,24,2,,,,,0,273,8,281,409,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1296C01.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1297,B ,64,43,12,8,0,0,3,0,0,,,,,0,130,2,132,196,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1297B00.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1298,B ,43,49,6,11,0,0,6,18,0,,,,,0,133,3,136,180,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1298B00.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1299,B ,230,119,19,12,2,1,12,24,3,,,,,0,422,13,435,598,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1299B00.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1299,C01,240,111,7,16,2,4,10,19,3,,,,,0,412,30,442,597,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1299C01.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1300,B ,134,106,6,9,0,1,32,14,2,,,,,0,304,12,316,433,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1300B00.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1300,C01,123,116,6,7,1,3,18,12,1,,,,,0,287,9,296,433,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1300C01.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1301,B ,145,130,9,13,2,3,5,30,2,,,,,0,339,11,350,515,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1301B00.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1301,C01,144,99,22,20,3,4,10,38,5,,,,,0,345,6,351,515,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1301C01.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1301,C02,140,90,15,6,2,4,8,38,5,,,,,0,308,10,318,515,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1301C02.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1302,B ,176,131,13,15,4,3,51,38,6,,,,,0,437,11,448,639,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1302B00.jpg
5,13,HIDALGO,6,HUICHAPAN,64,TEPETITLAN,1302,C01,135,157,13,18,2,9,41,34,5,,,,,1,414,9,424,639,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1302C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1303,B ,5,84,126,3,91,9,8,22,45,0,0,0,0,0,393,37,430,552,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1303B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1303,C01,9,103,124,9,58,16,7,24,39,2,1,1,0,0,393,36,429,552,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1303C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1303,C02,7,113,105,6,50,25,14,26,50,3,0,1,0,0,400,18,418,551,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1303C02.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1304,B ,32,35,50,6,5,18,33,68,3,0,0,0,0,2,250,5,257,520,GRUPO DE RECUENTO,,,
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1304,C01,6,141,75,5,47,31,18,35,18,3,0,0,0,0,379,21,400,520,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1304C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1305,B ,14,124,77,6,42,32,20,35,45,3,1,1,0,0,400,20,420,537,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1305B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1305,C01,14,65,85,3,37,15,23,41,34,3,1,2,0,0,323,15,338,537,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1305C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1306,B ,8,76,75,5,46,23,27,32,24,2,0,5,0,0,323,29,352,505,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1306B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1306,C01,15,90,73,7,43,16,21,30,29,1,0,0,0,0,325,17,342,504,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1306C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1306,C02,18,75,101,13,72,25,27,28,33,2,0,1,0,0,395,30,425,504,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1306C02.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1307,B ,17,84,128,8,77,21,16,26,26,3,0,4,0,0,410,23,433,637,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1307B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1307,C01,7,47,89,3,86,12,21,38,96,1,0,0,0,2,400,40,442,637,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1307C01.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1308,B ,4,80,134,3,112,8,36,21,46,1,1,0,1,1,447,31,479,583,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1308B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1309,B ,3,95,127,2,93,22,29,23,56,2,0,1,0,0,453,27,480,619,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1309B00.jpg
5,13,HIDALGO,15,TEPEJI DEL RIO,65,TETEPANGO,1309,C01,109,75,117,6,6,20,10,41,9,0,3,0,0,0,396,8,404,618,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1309C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1310,B ,145,113,13,10,4,63,18,38,13,,,,,1,417,23,441,701,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1310B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1310,C01,143,109,29,13,9,71,8,66,17,,,,,0,465,20,485,700,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1310C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1310,C02,142,101,8,11,5,86,10,41,17,,,,,2,421,16,439,700,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1310C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1310,C03,11,153,3,140,4,2,9,19,2,,,,,0,343,3,346,700,ACTA CASILLA,,,
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1311,B ,75,206,10,22,0,65,11,51,11,,,,,0,451,34,485,673,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1311B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1311,C01,73,216,14,13,4,63,8,51,15,,,,,0,457,27,484,672,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1311C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1311,C02,61,215,8,14,5,77,12,57,9,,,,,1,458,11,470,672,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1311C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1312,B ,64,82,3,7,2,102,6,27,13,,,,,1,306,24,331,452,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1312B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1312,C01,63,79,11,13,4,98,9,42,12,,,,,0,331,16,347,452,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1312C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1313,B ,81,113,21,8,6,92,11,59,8,,,,,0,399,24,423,641,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1313B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1313,C01,84,135,10,10,2,111,5,51,17,,,,,0,425,18,443,640,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1313C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1313,C02,92,92,9,13,2,118,14,76,17,,,,,0,433,18,451,640,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1313C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1314,B ,98,119,24,12,6,52,12,69,16,,,,,0,408,24,432,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1314B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1314,C01,106,110,18,6,7,68,8,54,25,,,,,0,402,21,423,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1314C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1314,C02,121,93,23,8,2,95,7,68,27,,,,,0,444,19,463,690,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1314C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1315,B ,59,89,18,5,6,115,8,64,19,,,,,0,383,18,401,584,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1315B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1316,B ,187,118,15,1,1,77,10,34,92,,,,,0,535,8,543,741,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1316B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1316,C01,178,140,3,10,0,68,15,26,65,,,,,1,505,6,512,741,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1316C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1316,C02,186,141,8,4,3,73,14,19,50,,,,,0,498,14,512,740,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1316C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1317,B ,68,86,26,9,6,182,3,37,25,,,,,6,442,1,449,687,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1317B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1317,C01,105,86,30,6,5,158,2,32,19,,,,,0,443,19,462,687,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1317C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1317,C02,71,90,28,16,5,185,12,23,15,,,,,0,445,11,456,687,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1317C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1317,C03,70,108,32,6,6,174,11,24,11,,,,,0,442,20,462,687,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1317C03.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1318,B ,116,96,25,4,3,203,7,28,16,,,,,0,498,25,523,743,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1318B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1318,C01,105,105,18,10,6,211,12,25,12,,,,,0,504,22,526,742,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1318C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1319,B ,156,63,3,2,3,61,11,46,58,,,,,0,403,23,426,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1319B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1319,C01,194,84,5,7,0,45,14,26,38,,,,,0,413,14,427,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1319C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1319,C02,171,88,3,5,1,0,20,37,31,,,,,0,356,26,382,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1319C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1319,C03,173,85,6,10,2,58,19,26,46,,,,,0,425,16,441,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1319C03.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1320,B ,125,102,8,3,4,59,52,35,37,,,,,0,425,19,444,616,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1320B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1320,C01,127,92,3,3,3,50,40,43,38,,,,,0,399,16,415,616,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1320C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1321,B ,43,60,27,11,3,77,9,59,12,,,,,0,301,7,308,499,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1321B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1321,C01,45,80,13,9,8,91,7,54,8,,,,,0,315,15,330,498,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1321C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1322,B ,128,77,35,7,7,111,9,62,14,,,,,0,450,20,470,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1322B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1322,C01,124,118,25,8,5,70,11,53,15,,,,,0,429,19,448,680,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1322C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1323,B ,157,184,15,7,3,76,6,20,15,,,,,2,483,16,501,701,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1323B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1324,B ,62,150,15,9,4,39,3,127,7,,,,,0,416,9,425,614,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1324B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1324,C01,65,160,8,12,7,32,4,191,14,,,,,0,493,5,498,614,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1324C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1325,B ,145,209,11,11,1,51,13,49,12,,,,,0,502,15,517,737,ACTA CASILLA,,,
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1325,C01,134,205,16,9,1,70,5,47,10,,,,,0,497,19,516,736,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1325C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1326,B ,71,127,13,6,8,94,7,57,16,,,,,0,399,50,449,708,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1326B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1326,C01,94,97,8,9,6,90,9,56,12,,,,,0,381,23,404,707,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1326C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1327,B ,58,82,10,7,8,60,7,52,8,,,,,0,292,18,310,502,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1327B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1327,C01,79,61,13,6,3,59,4,48,8,,,,,0,281,21,302,502,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1327C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1327,C02,78,82,16,3,3,43,0,39,8,,,,,0,272,17,289,502,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1327C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1328,B ,90,167,16,11,3,38,14,65,8,,,,,0,412,20,432,745,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1328B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1328,C01,126,164,16,5,3,59,15,37,13,,,,,0,438,18,456,745,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1328C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1328,C02,89,187,0,0,1,91,11,0,6,,,,,0,385,26,411,745,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1328C02.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1329,B ,119,116,8,2,1,34,13,48,11,,,,,0,352,11,363,499,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1329B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1329,C01,98,122,4,7,4,37,11,61,22,,,,,0,366,13,379,498,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1329C01.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1330,B ,210,67,8,9,3,58,9,47,17,,,,,0,428,9,437,517,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1330B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1331,B ,53,90,19,1,3,49,53,40,26,,,,,0,334,15,349,479,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1331B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1332,B ,61,180,16,11,1,53,7,60,8,,,,,0,397,27,424,577,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1332B00.jpg
5,13,HIDALGO,6,HUICHAPAN,66,TEZONTEPEC DE ALDAMA,1332,C01,61,163,20,6,4,59,25,47,24,,,,,1,409,24,434,576,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1332C01.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1333,B,30,144,27,5,20,13,65,22,55,,,,,0,381,15,396,487,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1333B00.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1333,C01,28,134,27,7,17,12,70,21,73,,,,,0,389,7,396,486,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1333C01.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1334,B,29,126,40,6,17,4,61,18,59,,,,,0,360,20,380,494,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1334B00.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1334,C01,33,96,37,6,17,15,112,8,51,,,,,0,375,12,387,494,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1334C01.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1335,B,6,60,12,0,7,4,16,1,9,,,,,0,115,16,131,272,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1335B00.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1336,B,17,153,49,5,11,4,38,16,56,,,,,2,349,39,390,604,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1336B00.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1337,B,18,111,15,0,3,2,23,5,140,,,,,0,317,21,338,468,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1337B00.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1338,B,13,101,31,3,13,5,9,0,27,,,,,0,202,47,249,421,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1338B00.jpg
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,67,TIANGUISTENGO,1338,C01,5,85,32,4,10,4,9,9,117,,,,,0,275,37,312,420,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD1338C01.jpg
