ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,VR,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,101,TEZOYUCA,9,44,4514,2450,1163,433,997,343,1502,6180,297,247,,,,,,,,,,,,,,,,,,,18126,5,466,18597,29280,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M101.pdf
15,MEXICO,102,TIANGUISTENCO,24,86,3199,7178,590,1045,9897,274,636,10209,544,259,,,,,,,,,,,,3417,,,,,,,37248,13,997,38258,53495,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M102.pdf
15,MEXICO,103,TIMILPAN,11,24,2582,4489,132,131,873,57,51,1949,75,50,,,,,,,,,,,,,,,,,,,10389,0,265,10654,12912,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M103.pdf
15,MEXICO,104,TLALMANALCO,21,63,932,4188,956,458,659,5426,1323,6855,863,865,,,,,,,,,,,,,1996,,,,,,24521,27,681,25229,36705,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M104.pdf
15,MEXICO,105,TLALNEPANTLA DE BAZ 23,380,952,81363,72785,8752,10272,8993,5470,5957,147650,8540,12611,,,,,,,,,,,,,,,,,,,362393,317,10349,373059,562003,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M105_TLALNEPANTLADEBAZ_JI_65_2018.pdf
15,MEXICO,106,TLATLAYA,32,57,110,6209,11669,81,,58,211,1401,50,12,,,,,,,,,,,,,,,,,,,19801,0,460,20261,25981,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M106.pdf
15,MEXICO,107,TOLUCA 24,304,1012,116578,89663,17198,18157,11601,9109,7107,151224,11179,13192,,,,,,,,,,,,,,,,,,,445008,370,12222,457600,641016,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M107.pdf
15,MEXICO,108,TONATICO,9,20,2573,1970,381,117,,25,,2060,55,388,,,,,,,,,,,,,,,,,,,7569,2,164,7735,10474,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M108.pdf
15,MEXICO,109,TULTEPEC,30,170,4409,13928,25380,1687,826,969,1050,26409,1158,1011,,,,,,,,,,,,,,,,,,,76827,35,1585,78447,116211,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M109.pdf
15,MEXICO,110,TULTITLAN 25,183,581,23925,34494,23603,6479,6101,7123,18457,99728,5776,5384,,,,,,,,,,,,,,,,,,,231070,120,6632,237822,361888,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M110.pdf
15,MEXICO,111,VALLE DE BRAVO 26,28,85,1869,10074,517,608,322,269,1799,8615,299,8829,,,,,,,,,,,,,,,,,,,33201,4,947,34152,50958,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M111_VALLEDEBRAVO_JI_114_2018.pdf
15,MEXICO,112,VILLA DE ALLENDE,22,59,729,2803,11037,719,736,309,226,6881,258,,,,,,,,,,,,,,,,,,,,23698,10,1070,24778,33252,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M112.pdf
15,MEXICO,113,VILLA DEL CARBON 27,19,61,5181,5641,282,423,5820,384,3070,1967,165,360,,,,,,,,,,,,,,,,,,,23293,1,861,24155,32179,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M113_VILLADELCARBON_JI_126_2018.pdf
15,MEXICO,114,VILLA GUERRERO 28,25,70,1156,5154,4680,709,4850,249,2949,4294,299,2756,,,,,,,,,,,,,,,,,,,27096,28,954,28078,42422,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M114_VILLAGUERRERO_JI_117_2018.pdf
15,MEXICO,115,VILLA VICTORIA,44,120,6494,26353,840,1096,1060,308,539,6743,408,1537,,,,,,,,,,,,,,,,,,,45378,19,1851,47248,65343,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M115.pdf
15,MEXICO,116,XONACATLAN,14,63,292,5020,3843,4036,2481,6059,326,4482,296,619,,,,,,,,,,,,,,1075,1525,,,,30054,4,959,31017,41550,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M116.pdf
15,MEXICO,117,ZACAZONAPAN,2,6,105,670,1215,15,,22,,920,4,,,,,,,,,,,,,,,,,,,,2951,1,67,3019,3545,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M117.pdf
15,MEXICO,118,ZACUALPAN,15,25,112,1118,60,234,,93,3549,2076,80,47,,,,,,,,,,,,,,,,,,,7369,0,363,7732,10586,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M118.pdf
15,MEXICO,119,ZINACANTEPEC 29,46,197,14921,27236,1716,4414,3137,1126,1901,25698,1460,1213,,,,,,,,,,,,,,,,3453,,,86275,50,2989,89314,129935,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M119.pdf
15,MEXICO,120,ZUMPAHUACAN,11,23,2646,2090,268,1049,35,136,135,2125,100,35,,,,,,,,,,,,,,,,,,,8619,4,379,9002,11999,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M120.pdf
15,MEXICO,121,ZUMPANGO,44,213,10696,16398,1691,2268,1260,976,12376,32682,1757,775,,,,,,,,,,,,,,,,,3347,,84226,134,2103,86463,142742,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M121.pdf
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,114,404,6743,20994,29189,5576,6866,2824,2142,78103,4155,1893,,,,,,,,,,,,,,,,,,,158485,103,5254,163842,262331,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M122.pdf
15,MEXICO,123,LUVIANOS,27,47,301,9874,3941,124,52,86,,647,46,11,,,,,,,,,,,,,,,,,,,15082,13,765,15860,21979,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M123.pdf
15,MEXICO,124,SAN JOSE DEL RINCON 30,43,112,7762,10750,678,568,4352,631,9938,2045,281,452,,,,,,,,,,,,,,,,,,,37457,0,2504,39961,64471,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M124.pdf
15,MEXICO,125,TONANITLA 31,3,12,1090,1370,124,138,474,155,273,1067,111,124,,,,,,,,,,,,,,,,,,968,5894,2,156,6052,8032,http://www.ieem.org.mx/proceso2018/actas/municipal/ACM2018_M125_TONANITLA_JRC_218_2018.pdf
