CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM_NA_ES,PRI_PVEM_NA,PRI_PVEM_ES,PRI_PVEM,PRI_NA,PRI_ES,PRI_NA_ES,PVEM_NA_ES,PVEM_NA,PVEM_ES,NA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,827,1,73,26,0,0,3,1,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,119,0,14,133,223
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,828,1,142,40,6,0,3,1,3,14,0,1,0,1,0,2,1,0,0,0,0,0,0,214,0,7,221,329
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,829,1,141,58,0,1,12,1,3,29,0,2,0,0,0,0,0,0,0,0,1,0,0,248,0,12,260,405
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,830,1,62,38,1,0,9,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,116,0,5,121,164
5,13,HIDALGO,1,ZIMAPAN,46,PACULA,831,1,88,81,0,1,12,2,4,12,0,3,0,0,0,1,0,0,0,0,0,0,0,204,0,14,218,309
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,742,2,67,122,11,9,10,19,13,334,8,1,,,,,,,,,,,,594,0,33,627,930
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,832,2,66,87,11,22,21,13,6,296,11,1,,,,,,,,,,,,534,0,34,568,1049
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,833,2,74,107,9,9,14,7,17,295,13,1,,,,,,,,,,,,546,0,17,563,873
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,834,1,31,51,5,10,6,7,3,105,4,3,,,,,,,,,,,,225,0,11,236,354
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,835,1,32,53,6,5,7,2,6,173,4,2,,,,,,,,,,,,290,3,16,309,629
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,836,1,44,67,11,6,13,5,5,152,8,2,,,,,,,,,,,,313,0,18,331,576
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,837,2,86,92,6,14,13,14,18,234,13,1,,,,,,,,,,,,491,0,20,511,866
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,838,1,20,41,2,4,3,2,4,122,2,1,,,,,,,,,,,,201,0,10,211,312
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,839,1,49,79,2,12,8,8,8,183,13,0,,,,,,,,,,,,362,1,15,378,564
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,840,2,65,98,8,15,15,19,12,257,13,0,,,,,,,,,,,,502,0,20,522,856
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,841,1,32,79,4,12,10,5,10,163,10,2,,,,,,,,,,,,327,0,9,336,537
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,842,1,75,89,4,8,12,15,16,183,12,0,,,,,,,,,,,,414,0,18,432,634
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,843,2,60,95,5,10,23,15,6,270,16,1,,,,,,,,,,,,501,2,17,520,837
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,844,2,51,150,6,16,13,5,15,240,11,1,,,,,,,,,,,,508,1,24,533,889
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,845,1,34,51,7,4,14,5,9,110,4,2,,,,,,,,,,,,240,1,12,253,423
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,846,1,47,97,5,9,13,4,9,238,9,0,,,,,,,,,,,,431,0,13,444,665
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,847,2,46,98,10,10,24,6,15,214,12,2,,,,,,,,,,,,437,1,20,458,754
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,848,2,86,199,7,22,31,47,31,426,33,0,,,,,,,,,,,,882,0,42,924,1498
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,849,1,28,74,5,22,6,11,11,172,7,0,,,,,,,,,,,,336,0,16,352,505
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,850,2,217,238,7,28,11,29,35,495,22,1,,,,,,,,,,,,1083,1,41,1125,1433
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,851,2,191,213,13,24,10,24,41,426,31,4,,,,,,,,,,,,977,1,33,1011,1309
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,853,3,150,213,24,38,22,27,56,585,20,1,,,,,,,,,,,,1136,1,44,1181,1622
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,854,3,163,244,8,33,36,31,33,539,30,3,,,,,,,,,,,,1120,0,49,1169,1524
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,855,2,116,149,8,21,25,35,41,511,43,1,,,,,,,,,,,,950,1,34,985,1339
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,856,2,90,149,12,17,31,25,30,513,48,2,,,,,,,,,,,,917,0,42,959,1358
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,857,2,39,145,4,14,34,29,26,310,15,39,,,,,,,,,,,,655,0,31,686,1038
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,858,1,45,77,3,11,5,18,13,183,3,1,,,,,,,,,,,,359,1,13,373,480
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,859,1,45,62,13,10,9,8,16,190,9,0,,,,,,,,,,,,362,1,16,379,562
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,860,1,88,102,2,10,11,17,19,254,15,0,,,,,,,,,,,,518,0,27,545,749
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,861,1,95,75,4,10,6,10,11,148,7,0,,,,,,,,,,,,366,0,8,374,492
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,862,1,73,80,7,7,8,9,11,157,9,0,,,,,,,,,,,,361,0,15,376,594
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,863,3,105,222,18,27,17,12,25,432,30,4,,,,,,,,,,,,892,0,59,951,1562
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,864,2,57,101,6,10,14,9,8,231,13,3,,,,,,,,,,,,452,0,27,479,820
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,865,2,78,138,10,21,32,15,19,481,17,1,,,,,,,,,,,,812,0,61,873,1344
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,866,2,72,159,8,11,20,13,14,406,7,0,,,,,,,,,,,,710,0,50,760,1257
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,867,2,57,140,8,10,9,14,11,284,17,0,,,,,,,,,,,,550,0,26,576,1011
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,868,2,79,134,7,12,26,14,17,272,17,0,,,,,,,,,,,,578,0,35,613,1059
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,869,1,47,83,4,5,12,12,8,150,11,2,,,,,,,,,,,,334,0,16,350,536
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,870,1,46,64,6,6,8,10,10,176,11,0,,,,,,,,,,,,337,1,22,360,592
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,871,2,61,152,7,20,10,11,18,228,16,0,,,,,,,,,,,,523,0,26,549,765
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,872,1,79,98,3,5,6,12,11,145,12,0,,,,,,,,,,,,371,0,9,380,504
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,873,2,132,150,7,20,13,30,23,289,22,1,,,,,,,,,,,,687,0,35,722,926
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,874,1,59,136,7,26,13,14,16,226,16,1,,,,,,,,,,,,514,0,24,538,711
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,875,2,59,163,3,22,18,10,19,258,24,1,,,,,,,,,,,,577,0,31,608,754
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,876,2,138,179,19,23,15,39,29,499,32,2,,,,,,,,,,,,975,0,45,1020,1379
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,877,2,74,155,25,21,26,23,26,459,12,2,,,,,,,,,,,,823,0,36,859,1168
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,882,2,83,147,15,34,18,40,19,397,31,1,,,,,,,,,,,,785,0,29,814,1044
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,883,1,66,87,6,12,15,10,15,210,19,0,,,,,,,,,,,,440,1,22,463,674
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,884,1,74,150,2,17,15,19,21,265,16,2,,,,,,,,,,,,581,0,19,600,724
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,885,2,109,180,7,20,22,26,21,400,20,2,,,,,,,,,,,,807,0,25,832,1089
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,886,1,70,136,3,16,9,17,21,230,13,4,,,,,,,,,,,,519,0,8,527,672
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,887,2,145,193,6,22,16,31,22,378,37,1,,,,,,,,,,,,851,2,43,896,1163
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,888,2,129,143,13,27,18,29,34,340,27,0,,,,,,,,,,,,760,2,34,796,1012
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,889,1,74,113,3,17,9,20,16,229,23,1,,,,,,,,,,,,505,0,24,529,675
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,890,2,107,143,4,23,13,25,15,268,21,1,,,,,,,,,,,,620,0,29,649,807
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,891,2,98,132,6,13,14,18,19,262,13,0,,,,,,,,,,,,575,2,26,603,792
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,892,1,64,90,6,8,5,12,8,122,9,4,,,,,,,,,,,,328,0,9,337,415
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,893,2,63,44,1,3,2,12,5,85,4,1,,,,,,,,,,,,220,0,10,230,290
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,894,1,104,107,6,17,6,12,15,199,23,1,,,,,,,,,,,,490,1,21,512,684
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,895,2,60,129,8,14,17,18,23,323,22,1,,,,,,,,,,,,615,0,22,637,949
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,896,2,94,122,5,9,21,17,37,356,17,2,,,,,,,,,,,,680,0,38,718,935
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,897,2,96,136,15,24,20,16,40,490,19,1,,,,,,,,,,,,857,0,54,911,1456
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,898,2,101,141,7,18,46,27,22,522,22,1,,,,,,,,,,,,907,0,58,965,1427
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,899,2,80,86,8,13,39,22,14,363,21,1,,,,,,,,,,,,647,1,39,687,1006
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,900,3,198,217,18,40,55,30,47,607,22,4,,,,,,,,,,,,1238,2,50,1290,1720
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,901,2,88,151,10,10,29,15,31,364,18,2,,,,,,,,,,,,718,1,33,752,969
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,902,2,145,230,11,18,19,23,36,452,18,0,,,,,,,,,,,,952,0,43,995,1373
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,903,2,99,138,4,13,12,16,26,298,14,3,,,,,,,,,,,,623,0,31,654,877
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,904,2,170,246,5,29,17,37,17,286,22,5,,,,,,,,,,,,834,1,21,856,1049
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,905,1,69,92,9,4,17,16,10,175,10,0,,,,,,,,,,,,402,0,16,418,564
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,906,1,90,93,4,9,12,27,14,176,8,0,,,,,,,,,,,,433,0,21,454,572
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,907,1,106,131,4,19,8,22,17,230,10,0,,,,,,,,,,,,547,0,16,563,714
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,908,2,113,173,4,19,19,23,15,185,21,0,,,,,,,,,,,,572,0,34,606,762
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,909,2,255,255,13,28,13,84,30,307,19,4,,,,,,,,,,,,1008,0,51,1059,1280
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,910,2,121,177,8,18,27,37,66,515,35,0,,,,,,,,,,,,1004,1,53,1058,1492
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,911,3,178,236,11,30,44,33,44,692,35,0,,,,,,,,,,,,1303,0,56,1359,2019
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,918,4,214,266,23,41,35,33,54,933,47,3,,,,,,,,,,,,1649,0,83,1732,2619
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,919,3,150,210,18,49,29,30,35,796,40,4,,,,,,,,,,,,1361,1,64,1426,2069
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,920,2,137,203,8,10,17,22,33,364,26,2,,,,,,,,,,,,822,1,33,856,1145
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,921,2,209,211,2,15,11,38,19,260,12,3,,,,,,,,,,,,780,4,55,839,1069
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,922,3,172,229,19,42,36,26,47,560,34,3,,,,,,,,,,,,1168,0,51,1219,1759
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,923,2,111,217,6,17,35,28,24,481,32,0,,,,,,,,,,,,951,1,39,991,1447
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,924,2,69,135,3,20,14,18,30,300,18,0,,,,,,,,,,,,607,1,27,635,877
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,925,2,108,147,11,17,16,29,28,397,20,3,,,,,,,,,,,,776,3,33,812,1080
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,926,1,80,110,4,17,16,12,16,243,11,0,,,,,,,,,,,,509,0,24,533,688
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,927,1,81,56,7,11,10,10,15,163,20,2,,,,,,,,,,,,375,3,19,397,547
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,928,2,238,179,9,12,16,24,34,371,20,2,,,,,,,,,,,,905,0,28,933,1195
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,930,3,74,172,29,19,29,32,26,586,23,2,,,,,,,,,,,,992,0,51,1043,1999
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,931,3,68,185,18,18,17,16,17,415,21,1,,,,,,,,,,,,776,0,54,830,1530
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,932,4,207,285,21,38,46,36,57,868,52,6,,,,,,,,,,,,1616,1,92,1709,2874
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,933,4,706,584,12,55,22,138,42,589,43,7,,,,,,,,,,,,2198,3,86,2287,2899
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,12,1173,1171,57,147,127,187,247,2789,148,10,,,,,,,,,,,,6056,6,236,6298,8550
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,935,7,210,399,56,50,66,48,42,1276,34,3,,,,,,,,,,,,2184,0,161,2345,4617
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,936,1,29,57,10,7,10,19,13,239,10,0,,,,,,,,,,,,394,2,14,410,730
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,956,4,235,382,32,27,52,114,49,696,84,0,,,,,,,,,,,,1671,0,79,1750,2806
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,1718,2,57,87,7,14,13,4,5,289,6,0,,,,,,,,,,,,482,0,12,494,759
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,852,15,548,1124,106,132,164,133,105,3278,148,9,7,24,2,18,8,1,0,0,1,0,0,5808,2,292,6102,10957
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,878,4,203,316,25,35,46,40,43,879,34,4,3,5,0,3,0,0,0,0,0,0,0,1636,1,48,1685,2253
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,879,6,310,444,47,58,106,79,65,1713,69,4,3,8,9,7,3,0,0,0,0,0,0,2925,2,84,3011,4392
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,880,14,763,1182,128,110,167,142,232,3579,147,13,12,21,0,14,5,1,2,1,0,0,0,6519,3,204,6726,9571
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,881,2,127,174,13,22,31,23,23,504,21,1,1,2,1,1,0,0,1,0,0,0,0,945,3,38,986,1333
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,912,3,136,202,8,24,22,28,24,724,32,13,7,3,1,1,0,0,0,0,1,0,0,1226,0,35,1261,1622
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,913,3,118,174,18,26,45,25,29,723,21,1,0,2,0,1,1,1,0,1,0,0,0,1186,0,35,1221,1865
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,914,4,168,258,14,28,33,24,50,821,45,1,4,0,1,3,0,0,0,0,0,0,0,1450,0,51,1501,2256
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,915,3,121,153,14,19,38,15,35,569,24,0,0,1,0,2,0,0,0,0,0,0,0,991,0,37,1028,1617
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,916,3,126,183,11,27,37,21,26,695,41,0,0,3,0,2,0,0,1,0,1,0,0,1174,2,39,1215,1731
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,18,1095,1294,119,161,184,184,207,4125,163,24,6,32,2,24,2,0,0,0,0,0,0,7622,10,303,7935,12838
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,939,5,367,436,19,53,57,28,61,1025,42,6,0,4,1,4,0,0,0,0,1,0,0,2104,1,75,2180,3009
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,940,5,324,417,55,32,37,31,88,917,32,6,0,3,0,7,1,0,0,0,1,0,1,1952,0,58,2010,3138
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,941,2,71,119,6,12,14,15,18,295,15,2,2,1,0,2,1,0,0,0,1,0,0,574,0,20,594,843
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,942,2,96,161,16,11,20,15,18,364,16,1,0,1,0,3,1,0,0,0,0,0,0,723,0,22,745,969
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,943,3,193,290,22,26,36,33,65,818,31,0,0,3,0,1,2,0,0,0,3,0,0,1523,2,46,1571,1073
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,944,4,285,377,21,32,50,33,34,797,32,5,8,6,0,2,1,0,0,0,0,0,1,1684,1,62,1747,2375
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,945,1,45,105,7,7,12,8,14,257,4,1,0,0,0,6,0,0,0,0,0,0,0,466,0,12,478,658
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,946,2,66,117,7,4,17,13,11,306,12,1,1,2,0,1,1,0,0,0,1,0,0,560,2,17,579,823
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,947,2,57,123,4,11,24,10,9,300,15,1,0,0,0,3,0,0,0,0,1,0,0,558,3,16,577,783
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,948,5,339,471,24,40,45,51,120,1292,55,3,3,4,0,5,2,0,0,0,1,0,0,2455,4,82,2541,3385
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,949,2,94,155,2,24,13,16,19,340,21,2,1,6,0,2,0,0,0,0,0,0,0,695,0,21,716,1025
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,950,3,113,216,7,21,20,18,37,493,28,2,0,0,0,2,0,0,0,0,0,0,0,957,0,33,990,1141
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,951,5,298,393,26,33,56,38,90,1066,36,5,0,4,0,2,1,0,1,0,0,0,0,2049,0,88,2137,3049
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,952,6,307,417,85,65,51,45,86,1110,51,10,4,12,0,6,3,0,0,0,0,0,0,2252,5,99,2356,3804
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,953,3,119,249,15,31,22,28,44,425,21,1,1,2,0,4,0,0,0,0,0,0,0,962,1,29,992,1649
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,954,11,814,931,79,146,88,101,139,2654,117,12,7,12,1,9,1,0,0,0,0,0,0,5111,2,163,5276,7624
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,955,8,362,669,35,75,68,65,89,1991,98,7,1,23,0,8,1,0,0,0,0,0,0,3492,5,118,3615,5253
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,957,8,507,568,50,68,91,80,68,1705,95,5,1,12,0,13,2,0,0,0,2,0,0,3267,2,162,3431,5715
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,958,6,326,457,30,50,65,48,68,1400,44,4,2,7,0,4,2,0,0,0,0,0,0,2507,2,98,2607,4046
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,959,6,287,398,57,35,78,62,78,1694,53,6,0,3,0,4,0,0,0,0,0,0,0,2755,1,87,2843,4446
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,12,807,912,71,106,125,107,157,2884,122,7,1,14,2,11,5,0,0,0,0,0,2,5333,5,218,5556,8586
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,961,2,258,319,8,22,15,14,37,491,11,1,0,9,1,6,0,0,0,0,0,0,0,1192,0,19,1211,1500
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,4,195,668,53,14,32,9,54,371,13,4,1,7,0,3,1,1,0,0,1,0,0,1427,0,76,1503,2457
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,963,1,59,140,6,0,4,4,9,125,2,1,0,1,0,1,0,0,0,0,0,0,0,352,0,18,370,669
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,964,1,39,79,9,2,4,1,13,26,1,1,0,0,0,1,2,0,0,1,0,0,0,179,0,36,215,378
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,965,1,45,81,7,1,7,3,6,31,2,0,0,1,0,0,1,0,0,0,0,0,0,185,0,17,202,334
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,966,1,54,150,2,2,4,3,3,44,2,0,0,0,0,0,0,0,0,0,0,0,0,264,0,17,281,497
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,3,170,330,15,7,6,10,5,218,2,0,0,1,0,3,1,0,0,0,0,0,0,768,0,44,812,1290
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,968,1,24,17,12,0,2,3,1,17,1,5,0,0,0,0,0,0,0,0,0,0,0,82,0,6,88,147
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,969,1,29,87,4,2,1,2,2,49,0,1,0,0,0,1,0,0,0,0,0,0,0,178,0,13,191,300
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,970,2,248,364,20,2,5,11,25,22,5,8,4,2,2,1,0,0,0,0,0,0,0,719,0,22,741,1049
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,971,1,80,109,6,0,11,3,13,28,1,3,0,0,0,1,1,0,1,0,0,0,0,257,0,15,272,391
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,972,3,108,410,19,7,28,11,20,243,8,4,0,6,0,4,2,0,0,0,0,0,1,871,2,58,931,1557
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,973,1,17,74,5,1,37,6,10,82,0,2,0,2,0,2,1,0,0,0,0,0,0,239,0,22,261,438
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,974,1,29,161,5,2,21,2,12,53,0,1,0,0,0,0,0,0,0,0,0,0,0,286,0,15,301,483
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,975,1,116,96,12,1,9,1,5,16,0,6,0,2,0,1,0,0,0,0,0,0,0,265,0,27,292,430
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,976,1,45,171,6,3,3,2,5,60,0,0,0,0,1,1,0,0,0,0,0,0,0,297,0,5,302,416
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,977,1,43,92,5,0,9,0,8,15,2,2,0,0,0,1,0,0,0,0,0,0,0,177,0,5,182,268
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,978,1,33,131,20,2,98,1,20,59,2,4,0,3,0,0,0,0,0,0,0,0,0,373,0,23,396,626
5,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,979,1,18,84,0,3,7,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,4,156,234
